@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,18-22'

@attribute numFingers numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,2.926789,2.474452,0,0,G0
3,3.350957,2.904597,0,0,G0
3,3.373737,2.910336,0,0,G0
3,3.485087,3.020705,0,0,G0
3,3.161777,2.695114,0,0,G0
3,3.012733,2.538603,0,0,G0
3,2.381183,1.93698,0,0,G0
3,2.157017,1.677868,0,0,G0
3,2.442111,1.956667,0,0,G0
3,3.549635,3.075332,0,0,G0
1,0,0,0,0,G2
0,0,0,0,0,G2
0,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
2,1.792009,0,0,0,G3
2,3.862826,0,0,0,G3
2,4.240448,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
3,5.172917,3.12756,0,0,G3
2,1.351454,0,0,0,G3
2,1.825454,0,0,0,G4
2,3.530479,0,0,0,G4
3,2.823166,1.789742,0,0,G4
3,2.985475,1.92139,0,0,G4
2,2.781123,0,0,0,G4
2,2.479631,0,0,0,G4
2,0.202044,0,0,0,G4
3,1.493393,0.439401,0,0,G4
3,2.211322,1.09341,0,0,G4
2,1.693353,0,0,0,G4
3,2.849931,1.6898,0,0,G5
3,4.204533,3.058822,0,0,G5
2,2.173409,0,0,0,G5
3,3.050927,1.876142,0,0,G5
2,1.915887,0,0,0,G5
2,1.753098,0,0,0,G5
2,1.87132,0,0,0,G5
2,1.346594,0,0,0,G5
2,1.665338,0,0,0,G5
2,1.840373,0,0,0,G5
3,1.204062,0.983169,0,0,G6
3,2.913443,2.706537,0,0,G6
3,2.088527,1.920591,0,0,G6
3,1.895619,1.628823,0,0,G6
3,2.328691,2.138463,0,0,G6
3,2.542425,2.384473,0,0,G6
3,2.682917,2.478087,0,0,G6
3,2.105669,1.864582,0,0,G6
3,1.014004,0.760149,0,0,G6
3,1.259691,1.014012,0,0,G6
2,2.658337,0,0,0,G7
2,2.951926,0,0,0,G7
2,3.571117,0,0,0,G7
2,2.269332,0,0,0,G7
3,1.167826,1.343747,0,0,G7
3,0.945183,1.073059,0,0,G7
3,1.138531,1.276008,0,0,G7
2,1.81084,0,0,0,G7
2,2.239412,0,0,0,G7
2,2.751246,0,0,0,G7
3,3.795186,3.131284,0,0,G8
3,3.399163,2.724773,0,0,G8
3,2.762507,2.035221,0,0,G8
3,3.266407,2.555871,0,0,G8
3,3.893752,3.172973,0,0,G8
3,3.858532,3.128433,0,0,G8
3,2.72152,1.954157,0,0,G8
3,2.146554,1.408614,0,0,G8
4,3.437217,2.458184,2.916452,0,G8
4,2.067289,0.945105,1.502088,0,G8
5,1.3535,1.42634,1.264298,0.716703,G9
5,3.620363,3.733576,3.596873,3.082603,G9
5,2.173338,2.24887,2.102067,1.629633,G9
5,3.02333,3.11719,2.989051,2.509864,G9
5,1.976813,2.054365,1.908625,1.422884,G9
5,1.861524,1.935582,1.788355,1.304214,G9
5,2.616194,2.687683,2.565133,2.094741,G9
5,3.205586,3.278655,3.15305,2.690497,G9
5,3.250804,3.323889,3.207144,2.70403,G9
5,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
2,1.908255,0,0,0,G0
3,2.364843,2.016806,0,0,G0
3,2.737217,2.284793,0,0,G0
3,2.494489,2.130704,0,0,G0
3,2.415777,2.001437,0,0,G0
3,2.78545,2.22594,0,0,G0
3,2.604391,2.034541,0,0,G0
3,2.306246,1.868377,0,0,G0
3,2.94442,2.477288,0,0,G0
3,3.083386,2.527724,0,0,G0
0,0,0,0,0,G2
1,0,0,0,0,G2
4,5.532096,5.382208,4.748091,0,G2
0,0,0,0,0,G2
0,0,0,0,0,G2
2,4.714875,0,0,0,G2
0,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
2,1.572294,0,0,0,G4
2,3.001924,0,0,0,G4
2,2.33671,0,0,0,G4
2,1.816872,0,0,0,G4
2,2.32773,0,0,0,G4
2,2.299439,0,0,0,G4
2,1.830652,0,0,0,G4
2,1.767246,0,0,0,G4
3,2.878506,1.778897,0,0,G4
3,1.952695,0.867215,0,0,G4
2,1.743388,0,0,0,G5
2,2.568621,0,0,0,G5
2,2.390135,0,0,0,G5
3,2.873758,1.788195,0,0,G5
2,2.074523,0,0,0,G5
2,1.694406,0,0,0,G5
2,1.240452,0,0,0,G5
2,2.793973,0,0,0,G5
2,2.17444,0,0,0,G5
2,2.096606,0,0,0,G5
3,1.500206,1.310854,0,0,G6
3,1.981838,1.819964,0,0,G6
3,2.642686,2.498379,0,0,G6
3,2.455272,2.334549,0,0,G6
3,1.130134,0.958816,0,0,G6
3,2.084084,1.89303,0,0,G6
3,2.407833,2.255274,0,0,G6
3,2.560258,2.461431,0,0,G6
4,1.739976,1.626955,0.559517,0,G6
3,2.637288,2.472481,0,0,G6
3,2.310038,1.971678,0,0,G7
3,2.604583,2.621128,0,0,G7
2,3.480368,0,0,0,G7
2,3.467479,0,0,0,G7
2,2.866975,0,0,0,G7
2,2.521095,0,0,0,G7
3,2.89088,2.802563,0,0,G7
3,4.098808,3.870747,0,0,G7
3,2.0816,1.955405,0,0,G7
3,1.599136,1.432605,0,0,G7
3,3.040519,2.391638,0,0,G8
3,3.386368,2.886837,0,0,G8
3,3.743832,3.167696,0,0,G8
3,2.200986,1.705628,0,0,G8
3,3.173045,2.632283,0,0,G8
3,2.401416,1.8465,0,0,G8
3,3.00123,2.314212,0,0,G8
3,2.411579,1.767465,0,0,G8
3,2.09858,1.427324,0,0,G8
3,3.148965,2.430719,0,0,G8
5,2.938179,3.045091,2.854487,2.317141,G9
5,3.10205,3.145814,3.048479,2.49278,G9
5,2.907748,2.977066,2.853224,2.296777,G9
5,3.283924,3.386206,3.264339,2.709708,G9
5,2.807372,2.90635,2.784966,2.266575,G9
5,2.820379,2.936428,2.803511,2.31036,G9
5,2.742716,2.790142,2.615518,2.059442,G9
5,3.603471,3.67582,3.569702,3.069453,G9
5,3.105814,3.222828,3.057915,2.57627,G9
5,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
2,3.466743,0,0,0,G0
3,3.204088,2.730621,0,0,G0
3,2.859435,2.402386,0,0,G0
3,3.560318,3.06944,0,0,G0
3,3.309568,2.836774,0,0,G0
3,2.393359,1.923379,0,0,G0
3,2.257071,1.779151,0,0,G0
3,1.579032,1.073251,0,0,G0
3,2.660591,2.152958,0,0,G0
3,3.334086,2.829475,0,0,G0
0,0,0,0,0,G2
0,0,0,0,0,G2
0,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
0,0,0,0,0,G2
1,0,0,0,0,G2
2,1.370667,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G3
1,0,0,0,0,G3
2,1.447591,0,0,0,G3
2,1.233397,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
2,2.017581,0,0,0,G3
2,0.566015,0,0,0,G3
1,0,0,0,0,G3
3,1.296927,0.371192,0,0,G4
2,2.519146,0,0,0,G4
3,2.75031,1.723997,0,0,G4
2,2.395666,0,0,0,G4
2,2.815108,0,0,0,G4
2,1.393766,0,0,0,G4
2,1.300148,0,0,0,G4
2,1.216594,0,0,0,G4
2,1.197391,0,0,0,G4
3,1.29919,0.383091,0,0,G4
2,2.986548,0,0,0,G5
2,2.595356,0,0,0,G5
2,2.719604,0,0,0,G5
3,1.520247,2.604178,0,0,G5
2,1.674201,0,0,0,G5
2,1.848292,0,0,0,G5
2,2.322742,0,0,0,G5
2,2.705819,0,0,0,G5
2,3.202811,0,0,0,G5
2,3.100928,0,0,0,G5
3,0.199118,0.123678,0,0,G6
3,1.965673,1.707701,0,0,G6
3,1.892295,1.599661,0,0,G6
3,2.206771,1.941365,0,0,G6
3,1.941874,1.681604,0,0,G6
3,1.992829,1.736571,0,0,G6
3,2.19402,1.922534,0,0,G6
3,2.664763,2.43194,0,0,G6
3,1.671507,1.365915,0,0,G6
3,0.550751,0.184963,0,0,G6
3,0.384534,0.373431,0,0,G7
2,0.493516,0,0,0,G7
2,0.694488,0,0,0,G7
2,1.143306,0,0,0,G7
2,1.247574,0,0,0,G7
3,0.106801,0.179195,0,0,G7
2,0.232696,0,0,0,G7
2,0.037135,0,0,0,G7
3,0.612904,0.680129,0,0,G7
3,0.775925,0.788083,0,0,G7
3,3.204638,2.588875,0,0,G8
3,2.305337,1.558511,0,0,G8
3,2.158606,1.375083,0,0,G8
3,2.635837,1.837766,0,0,G8
3,3.376349,2.591346,0,0,G8
3,2.905275,2.092289,0,0,G8
3,3.16208,2.312677,0,0,G8
3,2.230921,1.542498,0,0,G8
3,1.665813,0.958638,0,0,G8
3,2.453095,1.781299,0,0,G8
5,2.757621,2.938242,2.803932,2.219361,G9
5,2.303982,2.440433,2.29634,1.776484,G9
5,2.548765,2.698264,2.565171,2.085964,G9
1,0,0,0,0,G9
5,2.306974,2.492724,2.341148,1.723,G9
5,2.469249,2.63335,2.481777,1.916036,G9
5,2.455916,2.642896,2.49847,1.939686,G9
5,3.636585,3.818588,3.671304,3.11106,G9
5,3.58542,3.74994,3.623787,3.021146,G9
5,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
2,3.809917,0,0,0,G0
3,2.639111,2.249943,0,0,G0
3,1.861239,1.610192,0,0,G0
2,2.132315,0,0,0,G0
2,2.471603,0,0,0,G0
3,2.752664,2.156658,0,0,G0
2,1.958569,0,0,0,G0
3,2.710219,2.109083,0,0,G0
3,2.570628,2.039878,0,0,G0
3,2.417647,1.897843,0,0,G0
1,0,0,0,0,G2
0,0,0,0,0,G2
0,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
0,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
2,1.789255,0,0,0,G3
3,0.779619,1.341192,0,0,G3
0,0,0,0,0,G3
2,1.07211,0,0,0,G3
2,1.337974,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
2,1.310912,0,0,0,G3
2,1.253729,0,0,0,G3
2,1.354273,0,0,0,G3
2,1.714143,0,0,0,G4
3,2.399213,1.396729,0,0,G4
2,2.195871,0,0,0,G4
2,2.306665,0,0,0,G4
2,2.36277,0,0,0,G4
2,1.996894,0,0,0,G4
2,1.970028,0,0,0,G4
2,1.905056,0,0,0,G4
3,2.199822,1.106381,0,0,G4
3,2.408094,1.332826,0,0,G4
2,1.719043,0,0,0,G5
2,1.679568,0,0,0,G5
2,1.602602,0,0,0,G5
2,1.611276,0,0,0,G5
2,1.909074,0,0,0,G5
2,1.713301,0,0,0,G5
2,1.610795,0,0,0,G5
2,1.66416,0,0,0,G5
2,1.77677,0,0,0,G5
2,1.581132,0,0,0,G5
3,1.450669,1.281818,0,0,G6
3,1.497299,1.346642,0,0,G6
3,1.436411,1.282059,0,0,G6
3,1.575881,1.411345,0,0,G6
3,1.751137,1.559753,0,0,G6
3,1.698875,1.507171,0,0,G6
3,1.455152,1.274632,0,0,G6
3,1.447757,1.26137,0,0,G6
3,1.707485,1.516865,0,0,G6
3,1.580609,1.412423,0,0,G6
3,3.681969,3.847264,0,0,G7
2,2.946744,0,0,0,G7
2,2.998811,0,0,0,G7
2,3.292067,0,0,0,G7
2,3.810102,0,0,0,G7
2,3.469804,0,0,0,G7
2,3.25412,0,0,0,G7
3,3.200303,3.226197,0,0,G7
3,3.626636,3.857832,0,0,G7
2,3.748755,0,0,0,G7
3,6.283594,5.479455,0,0,G8
3,4.651743,3.63243,0,0,G8
3,4.642641,3.629433,0,0,G8
3,5.036147,4.089,0,0,G8
3,5.490388,4.574145,0,0,G8
3,4.662253,3.982023,0,0,G8
2,2.907346,0,0,0,G8
2,2.967525,0,0,0,G8
2,2.827115,0,0,0,G8
3,4.522438,3.792587,0,0,G8
5,3.7999,4.004097,3.830438,3.310155,G9
5,2.945883,3.105919,2.964248,2.414811,G9
5,2.928238,3.065292,2.930815,2.390457,G9
5,2.96248,3.114193,2.960878,2.410872,G9
4,2.266222,2.218778,1.928026,0,G9
5,2.855092,3.101118,2.989568,2.504358,G9
5,2.822205,3.036373,2.87299,2.335129,G9
5,3.24059,3.40203,3.290971,2.755993,G9
5,3.349482,3.481277,3.36743,2.849082,G9
4,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
1,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
2,1.98976,0,0,0,G0
3,3.20416,2.461845,0,0,G0
3,3.055864,2.419631,0,0,G0
3,2.502074,1.850251,0,0,G0
4,2.988656,1.91733,2.369823,0,G0
3,2.865042,2.254971,0,0,G0
3,2.610252,2.013928,0,0,G0
3,1.993155,1.356946,0,0,G0
3,2.36433,1.800614,0,0,G0
3,1.970152,0.978485,0,0,G0
1,0,0,0,0,G2
2,0.920387,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
2,0.917084,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G3
0,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
2,0.901687,0,0,0,G3
2,1.09813,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
2,1.785772,0,0,0,G4
2,1.280858,0,0,0,G4
2,1.004498,0,0,0,G4
2,2.042272,0,0,0,G4
2,1.401508,0,0,0,G4
3,4.029541,2.687808,0,0,G4
2,0.457432,0,0,0,G4
2,2.075738,0,0,0,G4
3,3.696465,2.458309,0,0,G4
2,1.144982,0,0,0,G4
2,1.816245,0,0,0,G5
2,1.860711,0,0,0,G5
2,1.858965,0,0,0,G5
3,2.338717,1.173219,0,0,G5
2,1.798915,0,0,0,G5
2,1.909549,0,0,0,G5
2,1.780497,0,0,0,G5
3,1.248664,2.344054,0,0,G5
3,1.158152,2.723112,0,0,G5
3,2.532689,1.143299,0,0,G5
3,1.96919,1.589761,0,0,G6
3,2.135509,1.936107,0,0,G6
3,1.994321,1.801929,0,0,G6
3,1.921056,1.771123,0,0,G6
3,1.827847,1.54008,0,0,G6
3,1.756764,1.494779,0,0,G6
3,1.906356,1.705583,0,0,G6
3,1.751175,1.551385,0,0,G6
3,1.795738,1.508183,0,0,G6
3,1.590309,1.243001,0,0,G6
3,1.999654,2.011295,0,0,G7
2,1.705775,0,0,0,G7
2,1.717888,0,0,0,G7
3,1.520037,1.52356,0,0,G7
3,1.917698,2.06951,0,0,G7
3,1.806338,1.826169,0,0,G7
2,1.37007,0,0,0,G7
2,2.017808,0,0,0,G7
2,2.422347,0,0,0,G7
3,1.390132,1.455146,0,0,G7
3,2.646246,1.849942,0,0,G8
3,4.854231,4.078568,0,0,G8
3,5.807872,4.858295,0,0,G8
3,4.383067,3.523525,0,0,G8
3,3.381474,2.580142,0,0,G8
3,3.098134,2.294698,0,0,G8
3,3.361227,2.561757,0,0,G8
3,4.202931,3.434555,0,0,G8
3,4.994956,4.152629,0,0,G8
2,2.496996,0,0,0,G8
5,3.674808,3.784061,3.378028,2.918843,G9
5,3.632619,3.795228,3.502339,2.980148,G9
5,3.984668,4.100236,3.837862,3.340853,G9
5,3.256173,3.430293,3.099514,2.536885,G9
5,2.991236,3.110813,2.795954,2.336367,G9
5,3.690811,3.834839,3.600015,3.186671,G9
5,3.93583,4.084382,3.87824,3.450444,G9
5,3.668078,3.733304,3.421971,2.961751,G9
5,2.699836,2.79611,2.410121,1.910989,G9
5,2.794431,2.91388,2.562673,2.113498,G9
2,0.750697,0,0,0,G1
0,0,0,0,0,G1
1,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
3,2.532731,2.073618,0,0,G0
3,4.403193,3.902009,0,0,G0
3,4.036168,3.518292,0,0,G0
2,2.836219,0,0,0,G0
3,2.512621,2.108184,0,0,G0
3,2.961737,2.464311,0,0,G0
3,3.890916,3.405363,0,0,G0
2,3.349275,0,0,0,G0
2,2.617632,0,0,0,G0
3,3.187417,2.707933,0,0,G0
2,2.371864,0,0,0,G2
0,0,0,0,0,G2
0,0,0,0,0,G2
1,0,0,0,0,G2
0,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G2
1,0,0,0,0,G3
2,3.003875,0,0,0,G3
0,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
1,0,0,0,0,G3
3,1.508702,0.348343,0,0,G4
2,2.376202,0,0,0,G4
3,2.246101,1.064484,0,0,G4
2,1.775503,0,0,0,G4
2,2.696558,0,0,0,G4
2,1.894687,0,0,0,G4
2,2.155454,0,0,0,G4
3,3.088927,1.600538,0,0,G4
2,2.679899,0,0,0,G4
3,2.952057,1.339858,0,0,G4
2,1.720098,0,0,0,G5
2,2.668509,0,0,0,G5
2,2.511825,0,0,0,G5
2,2.788701,0,0,0,G5
2,2.140681,0,0,0,G5
2,2.446493,0,0,0,G5
2,2.3425,0,0,0,G5
3,6.520558,0.567594,0,0,G5
2,1.740856,0,0,0,G5
2,1.631936,0,0,0,G5
4,5.318959,0.260904,4.736605,0,G6
3,3.086457,2.910534,0,0,G6
3,3.024344,2.858088,0,0,G6
3,2.318944,2.147071,0,0,G6
4,6.921296,1.31241,6.485574,0,G6
3,2.124966,1.978572,0,0,G6
3,1.278009,1.057071,0,0,G6
3,2.509493,2.366792,0,0,G6
2,2.17878,0,0,0,G6
3,2.339657,2.051948,0,0,G6
3,1.927939,2.205177,0,0,G7
2,1.460773,0,0,0,G7
3,0.691008,0.807164,0,0,G7
2,2.012805,0,0,0,G7
2,1.698868,0,0,0,G7
3,1.130914,1.23091,0,0,G7
2,3.010971,0,0,0,G7
2,3.029893,0,0,0,G7
3,4.90577,13.095601,0,0,G7
3,2.00298,10.297478,0,0,G7
3,3.668756,3.193327,0,0,G8
3,4.192065,3.666392,0,0,G8
3,4.230053,3.700291,0,0,G8
3,3.812274,3.30469,0,0,G8
3,3.933349,3.398436,0,0,G8
3,3.81933,3.356642,0,0,G8
3,3.623254,3.169623,0,0,G8
3,3.670811,3.23271,0,0,G8
3,3.457265,2.981282,0,0,G8
3,2.646977,2.135363,0,0,G8
5,3.062286,3.213935,2.961429,2.355674,G9
5,3.675258,3.813145,3.565082,2.955591,G9
5,3.585953,3.756645,3.500747,2.903466,G9
5,2.868926,3.010063,2.74509,2.126699,G9
5,2.69657,2.829509,2.58122,1.969107,G9
5,3.015776,3.199347,2.939293,2.362875,G9
5,2.785489,2.923,2.66829,2.10814,G9
5,3.540558,3.681621,3.432266,2.912088,G9
5,3.673217,3.852635,3.631503,3.052096,G9
5,3.192233,3.353548,3.1159,2.488692,G9
