@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,4,6,17-22'

@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11000,0.479933,44.423435,0.348918,0.578001,0,0,0,G4
11000,0.540778,39.716812,0.577604,0.526616,0,0,0,G4
11000,0.402733,47.848164,1.648453,2.143939,0,0,0,G4
11000,-0.211578,55.99432,2.468504,2.881587,0,0,0,G4
11000,0.20852,47.99987,2.201258,2.4291,0,0,0,G4
11000,0.6976,45.919861,1.022954,1.16707,0,0,0,G4
11000,0.446533,1,0.468058,0,0,0,0,G4
1100,0.317808,21.402111,0,0.990261,1.02083,0,0,G5
1100,0.21086,23.92918,0,1.593661,1.610657,0,0,G5
1100,0.354287,16.443775,0,2.648782,1.640749,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.01223,22.162588,0,1.740619,1.738286,0,0,G5
1100,0.229529,22.216434,0,2.001103,1.997056,0,0,G5
1100,0.26645,21.863609,0,1.419548,1.439554,0,0,G5
1100,0.800136,15.804931,0,2.602875,1.234775,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0,0,0,0,0,0,0,G5
1110,-0.043368,17.562973,0,1.294993,1.466297,0,0,G6
1110,0.511672,13.202558,0,2.211512,2.312101,2.157485,0,G6
1110,-0.489108,1,0,2.182261,0,0,0,G6
1110,0.481586,13.649017,0,2.370808,2.461677,2.198257,0,G6
1110,0.43352,13.525636,0,1.894695,2.052802,1.807447,0,G6
1110,0.508264,22.681602,0,1.410634,1.033499,0,0,G6
1110,0.622914,13.019904,0,2.349935,2.702308,2.228577,0,G6
1110,0.004846,1,0,2.264104,0,0,0,G6
1110,-0.563037,1,0,1.967882,0,0,0,G6
1110,0.184303,13.217293,0,2.401308,2.541336,2.300484,0,G6
10001,1.172664,37.84771,0.340684,0,0,0,0.189126,G7
10001,1.219794,72.603188,0.613948,0,0,0,0.641166,G7
10001,0,0,0,0,0,0,0,G7
10001,-0.152401,1,0.053994,0,0,0,0,G7
10001,1.045063,70.606186,0.533867,0,0,0,0.181889,G7
10001,1.187844,70.109825,0.666647,0,0,0,0.500134,G7
10001,0,0,0,0,0,0,0,G7
10001,1.172019,70.54409,1.228466,0,0,0,0.790985,G7
10001,1.116929,70.084503,0.620907,0,0,0,0.400748,G7
10001,1.323805,70.591492,0.122793,0,0,0,0.246611,G7
11001,0.89502,26.484047,3.744105,4.201895,0,0,3.589105,G8
11001,0.857352,23.794563,4.739797,5.474811,0,0,4.758352,G8
11001,-0.245824,38.128246,3.295316,3.744194,0,0,0,G8
11001,-0.206555,31.819365,2.312316,2.773104,0,0,0,G8
11001,0.644384,23.968681,3.357679,3.88082,0,0,3.13008,G8
11001,0.731228,25.091311,4.073969,4.55499,0,0,3.808392,G8
11001,1.015224,24.495312,6.128428,6.948523,0,0,6.150044,G8
11001,0.221916,37.014832,5.694261,5.623022,0,0,0,G8
11001,0.887352,26.107718,6.427003,6.914099,0,0,6.290797,G8
11001,1.033524,24.757931,5.480635,6.020041,0,0,5.137407,G8
11111,1.074907,10.972218,2.674495,3.467142,3.42099,3.247894,2.651787,G9
11111,1.392195,6.586637,2.786075,4.331477,4.479289,4.214166,3.448234,G9
11111,0.94556,10.187063,1.965601,3.084621,3.221116,3.054302,2.562638,G9
11111,0.939469,10.263643,4.15389,5.105647,5.120188,4.926242,4.246762,G9
11111,0.943199,10.127734,0.817203,1.97503,2.01991,1.812495,1.255303,G9
11111,0.896367,15.87604,1.384658,2.098935,2.041083,1.80605,0,G9
11111,0.667916,10.776596,3.601786,4.696747,4.803766,4.735086,4.276867,G9
11111,0.58002,11.155943,6.017807,7.086591,7.203006,7.151492,6.706867,G9
11111,1.052728,11.073741,5.221117,6.340759,6.365201,6.127171,5.617724,G9
11111,0.936526,11.279895,3.601325,4.566732,4.599581,4.503874,3.978602,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0.556589,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.598957,21.950901,0,1.443633,1.679687,0,1.332674,G0
1101,0.553095,21.175959,0,2.316373,2.505263,0,2.023229,G0
1101,0.616175,21.540407,0,2.513523,2.666659,0,2.159433,G0
1101,0.612207,21.725775,0,2.147329,2.285386,0,1.775265,G0
1101,0.463449,19.810598,0,1.726695,2.021174,0,1.665006,G0
1101,0.705224,22.240541,0,2.339178,2.424119,0,1.833871,G0
1101,0.483673,20.829376,0,1.603513,1.869291,0,1.527964,G0
1101,0.628469,21.165833,0,2.166372,2.244421,0,1.813531,G0
1101,0.528844,21.224251,0,1.768159,1.925906,0,1.527198,G0
1101,0.721161,22.230488,0,2.093999,2.235826,0,1.758586,G0
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1,0.467396,1,0,0,0,0,1.608688,G3
1,0.461049,1,0,0,0,0,2.254209,G3
1,0.486204,1,0,0,0,0,2.441876,G3
1,0.466035,1,0,0,0,0,2.032701,G3
1,0,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,0.270761,1,0,0,0,0,2.326077,G3
1,0.231942,1,0,0,0,0,2.131044,G3
1,0.384351,1,0,0,0,0,2.366603,G3
11000,-0.009127,60.291145,1.833169,2.137151,0,0,0,G4
11000,-0.182513,65.190086,1.966945,2.314631,0,0,0,G4
11000,-0.239257,57.752979,2.453563,2.880613,0,0,0,G4
11000,-0.890757,1,1.284406,0,0,0,0,G4
11000,0.274832,19.895859,1.931542,2.476516,0,0,0,G4
11000,-0.968462,1,1.361327,0,0,0,0,G4
11000,0.182582,64.328163,0.997638,1.133746,0,0,0,G4
11000,-0.090671,64.884415,1.679981,2.040292,0,0,0,G4
11000,-0.064743,67.481865,1.817721,2.142984,0,0,0,G4
11000,0.172381,65.172585,1.355574,1.551723,0,0,0,G4
1100,0.552577,26.83696,0,1.355692,1.286835,0,0,G5
1100,0.234747,1,0,1.31139,0,0,0,G5
1100,0.347492,1,0,1.855923,0,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.402656,31.140699,0,1.780371,1.721081,0,0,G5
1100,0.407046,32.815556,0,1.84666,1.734795,0,0,G5
1100,0.239673,28.256777,0,1.234023,1.294113,0,0,G5
1100,0.312447,25.189964,0,1.244284,1.305939,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.415659,27.55373,0,1.181218,1.25409,0,0,G5
1110,0.582497,18.980923,0,2.006508,2.153533,1.995845,0,G6
1110,0.59541,19.703587,0,2.311925,2.442055,2.246718,0,G6
1110,0.532532,18.328455,0,2.017834,2.077801,1.916269,0,G6
1110,0.623132,17.970846,0,2.236663,2.298096,2.077478,0,G6
1110,0.4485,18.655182,0,1.517597,1.66833,1.480218,0,G6
1110,0.62582,16.783241,0,2.019006,2.019825,1.759594,0,G6
1110,0.483239,12.948482,0,1.352494,1.310956,1.256135,0,G6
1110,0.740884,20.249958,0,1.642932,1.775795,1.605941,0,G6
1110,0.750233,20.156908,0,1.35763,1.584066,1.294743,0,G6
1110,0.791949,18.80793,0,1.981714,2.251905,1.984155,0,G6
10001,0.943968,67.945549,3.339941,0,0,0,3.142388,G7
10001,1.077569,36.497276,2.726612,0,0,0,2.653922,G7
10001,3.403178,124.514069,7.899304,0,0,0,0.964787,G7
10001,1.058594,37.33736,2.926727,0,0,0,2.764261,G7
10001,1.095505,70.948708,2.593138,0,0,0,2.570461,G7
10001,1.006503,36.409126,4.11634,0,0,0,3.983932,G7
10001,1.069142,66.473228,3.792433,0,0,0,3.9326,G7
10001,0.981127,66.771965,2.945276,0,0,0,2.684536,G7
10001,0.885921,65.038383,3.113246,0,0,0,3.192102,G7
10001,0.849016,66.394348,2.266715,0,0,0,2.425123,G7
11001,1.227301,20.396193,3.803804,4.764359,0,0,3.880919,G8
11001,0.992309,25.542887,3.288351,4.097537,0,0,3.117222,G8
11001,0.677979,27.315542,3.106524,4.031798,0,0,3.459741,G8
11001,1.123231,24.433315,3.275122,4.222198,0,0,3.638376,G8
11001,0.974945,26.35997,3.630464,4.287391,0,0,3.475688,G8
11001,1.000095,24.703197,3.10248,3.915275,0,0,3.114105,G8
11001,0.930347,26.63711,3.32514,3.855591,0,0,2.969091,G8
11001,0.750694,25.718967,3.234271,3.97739,0,0,3.212373,G8
11001,0.791638,25.982103,3.933917,4.61943,0,0,3.876088,G8
11001,0.925355,25.234972,2.693324,3.191657,0,0,2.373737,G8
11111,1.127704,15.185007,1.500124,2.649596,2.737096,1.964551,2.425604,G9
11111,1.1819,15.276175,1.264069,2.549188,2.719091,1.952886,2.46722,G9
11111,1.383087,15.187655,1.686696,2.785559,2.799219,1.841744,2.370723,G9
11111,1.049647,19.015265,1.461024,2.495109,2.557856,2.205323,0,G9
11111,1.346604,15.613431,1.459282,2.684768,2.793168,1.872318,2.433289,G9
11111,1.247788,15.682833,2.232434,3.487632,3.696452,2.991677,3.503557,G9
11111,1.202673,15.486366,2.020572,3.255954,3.460378,2.607853,3.168638,G9
11111,0.883985,18.255842,2.253848,3.248523,3.31209,2.819771,0,G9
11111,1.361782,9.37676,2.016058,3.25262,3.401956,3.194432,2.644456,G9
11111,1.007664,18.710051,2.400728,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.597382,23.849249,0,2.186371,2.331832,0,1.754914,G0
1101,0.681706,24.9988,0,2.209571,2.427099,0,1.933388,G0
1101,0.686494,24.508358,0,2.318259,2.528678,0,1.965183,G0
1101,0.505489,54.984791,0,2.283682,1.949924,0,0,G0
1101,0.809986,25.160847,0,2.525307,2.668672,0,2.077415,G0
1101,0.848038,25.775015,0,2.273007,2.462442,0,1.884354,G0
1101,0.606749,24.676746,0,2.268166,2.474867,0,1.965286,G0
1101,0.564187,23.645828,0,2.313964,2.480407,0,1.967646,G0
1101,-0.360713,1,0,1.671627,0,0,0,G0
1101,0.68375,23.794411,0,2.46249,2.587882,0,1.998994,G0
1000,-0.324908,1,0,0.635119,0,0,0,G2
1000,-0.244712,1,0,0.955509,0,0,0,G2
1000,-0.085464,1,0,0.818895,0,0,0,G2
1000,-0.302308,1,0,0.890876,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,-0.20352,1,0,1.074743,0,0,0,G2
1000,-0.217339,1,0,0.829774,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0.074399,33.111378,0,2.555643,0,0,0,G2
1000,-0.157849,1,0,0.869108,0,0,0,G2
1,0.330429,1,0,0,0,0,0.940439,G3
1,0.174462,1,0,0,0,0,2.48596,G3
1,0.285143,1,0,0,0,0,2.216718,G3
1,0.411038,1,0,0,0,0,2.063697,G3
1,0.234592,1,0,0,0,0,1.884531,G3
1,0.134083,1,0,0,0,0,1.674197,G3
1,0.04225,1,0,0,0,0,1.57501,G3
1,0.286535,1,0,0,0,0,1.653526,G3
1,0.382666,1,0,0,0,0,1.809224,G3
1,0.296203,1,0,0,0,0,1.55895,G3
11000,-0.965539,1,1.764658,0,0,0,0,G4
11000,0.119147,20.527178,1.913408,2.763506,0,0,0,G4
11000,0.231276,20.604887,1.746719,2.481959,0,0,0,G4
11000,-0.14338,61.082603,1.491161,1.903705,0,0,0,G4
11000,-0.373114,57.431267,1.439109,1.909232,0,0,0,G4
11000,-0.547359,54.200619,1.268384,1.774987,0,0,0,G4
11000,-0.176782,54.161648,1.460993,1.817703,0,0,0,G4
11000,0.001529,56.480007,1.109057,1.506748,0,0,0,G4
11000,-0.272443,57.925606,1.407744,1.917948,0,0,0,G4
11000,-0.230886,56.000134,1.768279,2.214837,0,0,0,G4
1100,0.092056,26.642244,0,1.619893,1.650699,0,0,G5
1100,0.274169,37.154068,0,1.821331,1.923573,0,0,G5
1100,0.224598,34.104729,0,1.718175,1.820373,0,0,G5
1100,-0.106119,1,0,0.953621,0,0,0,G5
1100,0.08176,26.021835,0,1.80261,1.869305,0,0,G5
1100,0.301604,24.800642,0,1.56352,1.607996,0,0,G5
1100,0.170835,1,0,1.032645,0,0,0,G5
1100,0.11474,26.962458,0,1.732994,1.798481,0,0,G5
1100,0.10985,26.692886,0,1.668959,1.733206,0,0,G5
1100,0.018719,26.765795,0,1.565563,1.642731,0,0,G5
1110,0.413602,20.256214,0,1.985085,2.201002,1.982784,0,G6
1110,0.377758,17.047852,0,2.432953,2.608777,2.453556,0,G6
1110,0.298367,16.729675,0,1.935969,2.11624,1.918045,0,G6
1110,0.459313,17.787954,0,2.313797,2.530725,2.330842,0,G6
1110,0.491706,17.265451,0,2.430544,2.629942,2.44507,0,G6
1110,0.256337,16.213783,0,2.335258,2.457115,2.297291,0,G6
1110,0.488008,20.062643,0,2.245775,2.403111,2.196668,0,G6
1110,0.50416,22.757629,0,2.050643,2.286544,2.063041,0,G6
1110,0.457934,21.377962,0,2.336784,2.531724,2.296187,0,G6
1110,0.374892,20.55521,0,1.969477,2.13933,1.900911,0,G6
10001,0.701891,65.847382,2.457427,0,0,0,2.737714,G7
10001,-0.820075,1,2.00795,0,0,0,0,G7
10001,-0.818262,1,1.861342,0,0,0,0,G7
10001,0.768414,68.86422,2.50839,0,0,0,2.5989,G7
10001,0.785725,71.958382,2.437953,0,0,0,2.74876,G7
10001,1.105771,67.966751,2.764261,0,0,0,3.073532,G7
10001,0.548605,65.299904,2.644329,0,0,0,2.993518,G7
10001,0.248988,65.007561,2.150742,0,0,0,2.465016,G7
10001,0.527894,65.652946,2.337716,0,0,0,2.564542,G7
10001,0.619472,65.71978,2.408868,0,0,0,2.686135,G7
11001,0.485468,19.692427,2.364511,3.499493,0,0,2.401753,G8
11001,0.955128,26.485064,2.257071,3.340404,0,0,2.497936,G8
11001,0.766878,26.629318,1.818459,2.820648,0,0,2.086836,G8
11001,1.305254,20.762381,2.434068,3.620735,0,0,2.371606,G8
11001,0.937405,25.938713,2.376041,3.513155,0,0,2.780068,G8
11001,0.633478,26.409336,2.091201,3.115993,0,0,2.311466,G8
11001,0.961441,27.467936,1.574285,2.535746,0,0,1.64341,G8
11001,1.20847,26.583305,1.472061,2.50407,0,0,1.585721,G8
11001,1.363419,18.89397,1.593968,2.814799,0,0,1.813369,G8
11001,0.977304,25.939802,2.084312,3.111614,0,0,2.325379,G8
11111,0.835729,9.527532,1.239722,2.295031,2.456929,2.271876,1.747492,G9
11111,0.911842,9.668103,1.47153,2.568736,2.714351,2.519471,2.006902,G9
11111,1.011594,9.613049,1.357605,2.435565,2.577415,2.393749,1.891648,G9
11111,0.799858,9.570864,1.137495,2.247694,2.411663,2.225646,1.710008,G9
11111,0.800566,9.555344,1.821177,2.900245,3.049588,2.873989,2.364183,G9
11111,0.98364,9.51868,1.841502,2.869842,2.977826,2.789334,2.22542,G9
11111,0.788263,9.576638,2.481262,3.435466,3.509477,3.323218,2.884544,G9
11111,0.839511,9.988613,1.339436,2.36952,2.5109,2.3356,1.822936,G9
11111,0.599558,9.809388,0.850618,1.909025,2.067713,1.870655,1.363011,G9
11111,0.929799,9.195293,0.542044,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.445864,26.168962,0,2.329199,2.46029,0,1.921464,G0
1101,0.479034,26.312696,0,2.161692,2.313767,0,1.812873,G0
1101,0.726965,27.028696,0,2.510314,2.666554,0,2.133013,G0
1101,0.67259,36.385403,0,1.876821,1.576564,0,0,G0
1101,0.543432,26.946838,0,2.456724,2.585765,0,2.025676,G0
1101,0.349437,26.449289,0,2.170595,2.311467,0,1.794502,G0
1101,0.598121,26.165817,0,1.739213,1.871524,0,1.276168,G0
1101,0.796306,26.78388,0,1.930357,2.100502,0,1.545845,G0
1101,0.769418,26.587257,0,2.221273,2.41489,0,1.872662,G0
1101,0.614263,26.258286,0,2.354919,2.518441,0,1.986993,G0
1000,-0.012735,1,0,1.350897,0,0,0,G2
1000,0.005355,1,0,0.922587,0,0,0,G2
1000,0.202659,1,0,0.833086,0,0,0,G2
1000,-0.297177,1,0,0.972287,0,0,0,G2
1000,-0.127664,1,0,1.338842,0,0,0,G2
1000,-0.005915,1,0,1.430212,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,-0.106377,1,0,0.893258,0,0,0,G2
1000,0.159143,1,0,0.781765,0,0,0,G2
1,0.382613,1,0,0,0,0,1.009142,G3
1,0.214919,1,0,0,0,0,1.82482,G3
1,0.182696,1,0,0,0,0,1.858459,G3
1,-0.280551,1,0,0,0,0,1.956282,G3
1,0.305531,1,0,0,0,0,1.826247,G3
1,0.417575,1,0,0,0,0,1.3172,G3
1,0.412537,1,0,0,0,0,0.694113,G3
1,-0.067955,1,0,0,0,0,1.303099,G3
1,0.042513,1,0,0,0,0,1.860177,G3
1,0.380809,1,0,0,0,0,1.907171,G3
11000,-0.909986,58.086987,2.71989,2.226848,0,0,0,G4
11000,0.087269,57.091476,1.772093,2.091455,0,0,0,G4
11000,-0.486802,56.859406,1.95555,2.309088,0,0,0,G4
11000,-0.045499,57.191746,1.699678,2.10137,0,0,0,G4
11000,0.10864,55.289829,1.184319,1.629287,0,0,0,G4
11000,-0.06354,57.419991,1.582806,1.988332,0,0,0,G4
11000,-0.314816,55.999855,1.702291,1.993403,0,0,0,G4
11000,-0.289388,57.919682,1.558091,1.887173,0,0,0,G4
11000,0.413275,55.645729,1.504868,1.825598,0,0,0,G4
11000,-0.778183,58.284771,1.610083,2.089965,0,0,0,G4
1100,0.168277,31.363859,0,1.691089,1.696082,0,0,G5
1100,0.433333,31.544939,0,1.457577,1.612026,0,0,G5
1100,-0.012718,30.578329,0,1.881676,1.956828,0,0,G5
1100,0.181923,1,0,1.601533,0,0,0,G5
1100,0.490639,30.718582,0,1.421956,1.485219,0,0,G5
1100,0.315048,31.152681,0,1.72959,1.79561,0,0,G5
1100,-0.059789,30.603867,0,1.424375,1.55432,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.287377,1,0,1.161865,0,0,0,G5
1100,0.480632,1,0,1.310807,0,0,0,G5
1110,0.081234,21.632675,0,1.786001,1.935494,1.740907,0,G6
1110,0.42676,21.888054,0,2.056832,2.233067,1.997889,0,G6
1110,0.172185,21.601242,0,2.030972,2.168793,1.965827,0,G6
1110,0.608557,21.487022,0,2.262521,2.436686,2.202429,0,G6
1110,0.46298,21.360723,0,1.807229,2.018919,1.673655,0,G6
1110,0.092397,21.818707,0,1.538464,1.681442,1.389185,0,G6
1110,0.192309,46.536037,0,2.148839,2.028868,0,0,G6
1110,0.647684,22.232635,0,2.223527,2.391707,2.120616,0,G6
1110,0.65487,22.062029,0,1.824067,2.04029,1.663921,0,G6
1110,0.141944,21.714144,0,1.608488,1.785106,1.438898,0,G6
10001,0.840307,72.915581,2.843188,0,0,0,3.133171,G7
10001,0.516876,71.795464,2.092726,0,0,0,2.594362,G7
10001,0.521569,1,2.119057,0,0,0,0,G7
10001,0.103685,74.483971,2.339879,0,0,0,2.82082,G7
10001,0.331051,72.88903,1.962626,0,0,0,2.46161,G7
10001,0.845901,71.345612,2.434276,0,0,0,2.845204,G7
10001,0.720649,72.90947,3.047875,0,0,0,3.41128,G7
10001,0.146131,73.319832,3.07845,0,0,0,3.56129,G7
10001,0.524327,71.310219,2.424756,0,0,0,2.794676,G7
10001,0.922788,72.125488,2.37546,0,0,0,2.61602,G7
11001,0.238445,31.338329,1.657535,2.624343,0,0,2.042938,G8
11001,0.282635,29.624895,1.435573,2.447461,0,0,1.868098,G8
11001,1.082419,20.945076,2.379813,3.949168,0,0,2.764974,G8
11001,0.97525,27.066563,2.070174,3.400753,0,0,2.810094,G8
11001,0.529585,20.89237,1.483056,2.7427,0,0,1.688276,G8
11001,0.034141,30.838646,1.6683,2.628447,0,0,2.078841,G8
11001,0.226677,33.216892,2.363547,3.194303,0,0,2.670617,G8
11001,0.948481,19.724712,2.493868,3.969992,0,0,2.720676,G8
11001,0.915602,26.856787,1.336743,2.487278,0,0,1.777734,G8
11001,0.51753,28.943487,0.689022,1.884584,0,0,1.286888,G8
11111,0.779635,9.225645,2.249883,3.425827,3.667395,3.412279,2.819075,G9
11111,0.971793,8.554334,1.114731,2.381643,2.581324,2.343382,1.746534,G9
11111,1.335971,7.527702,2.092188,3.471379,3.682538,3.447838,2.80983,G9
11111,1.170982,9.265546,3.504861,4.868867,4.908283,4.713198,4.195436,G9
11111,0.487906,13.013872,2.057277,3.081616,3.178167,3.01303,2.652378,G9
11111,0.951539,7.865595,2.26689,3.544664,3.804386,3.548612,2.892885,G9
11111,1.292913,7.158701,2.537408,3.872543,4.08072,3.81959,3.122391,G9
11111,1.302239,8.319952,2.746417,3.909482,4.140677,3.748071,3.066411,G9
11111,1.366719,9.097486,3.712925,5.148542,5.337552,4.876584,4.493115,G9
11111,1.255683,7.326109,3.086761,4.447258,4.685953,4.366793,3.618086,G9
0,-0.659883,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,-0.536885,1,0,0,0,0,0,G1
1101,0.607003,23.832621,0,2.766185,2.926789,0,2.474452,G0
1101,0.621065,24.683174,0,3.201227,3.350957,0,2.904597,G0
1101,0.710747,24.046339,0,3.183687,3.373737,0,2.910336,G0
1101,0.714895,24.023407,0,3.29799,3.485087,0,3.020705,G0
1101,0.627897,24.130436,0,3.020676,3.161777,0,2.695114,G0
1101,0.637064,24.313951,0,2.885796,3.012733,0,2.538603,G0
1101,0.565185,24.521149,0,2.217869,2.381183,0,1.93698,G0
1101,0.76783,24.014828,0,1.97218,2.157017,0,1.677868,G0
1101,0.718374,23.529587,0,2.237125,2.442111,0,1.956667,G0
1101,0.639895,23.898355,0,3.370299,3.549635,0,3.075332,G0
1000,-0.186933,1,0,1.567418,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,-0.209282,1,0,2.192798,0,0,0,G2
1000,-0.284805,1,0,1.708891,0,0,0,G2
1000,-0.217091,1,0,1.636446,0,0,0,G2
1000,-0.27134,1,0,1.47822,0,0,0,G2
1000,-0.238138,1,0,1.392671,0,0,0,G2
1000,-0.139853,1,0,1.635734,0,0,0,G2
1000,-0.073909,1,0,2.19797,0,0,0,G2
1,0.344561,8.506701,0,0,0,0,1.131812,G3
1,0.398717,7.927714,0,0,0,0,3.205836,G3
1,0.487774,10.126935,0,0,0,0,3.501036,G3
1,0.449431,1,0,0,0,0,2.776576,G3
1,0.213496,1,0,0,0,0,2.932739,G3
1,0.262937,1,0,0,0,0,3.021891,G3
1,0.214955,1,0,0,0,0,1.641522,G3
1,0.449552,1,0,0,0,0,1.123594,G3
1,1.710599,23.497416,0,0,0,0,4.92411,G3
1,0.708482,5.273829,0,0,0,0,0.342219,G3
11000,-0.426197,59.469852,1.419267,1.825454,0,0,0,G4
11000,-0.069536,61.977364,3.048718,3.530479,0,0,0,G4
11000,0.022753,17.686871,1.87831,2.823166,0,0,0,G4
11000,0.059144,16.85124,2.023882,2.985475,0,0,0,G4
11000,-0.263844,59.102325,2.271867,2.781123,0,0,0,G4
11000,-0.3073,58.927902,2.047539,2.479631,0,0,0,G4
11000,-0.275646,55.643902,0.73462,0.202044,0,0,0,G4
11000,0.023907,16.527731,0.577558,1.493393,0,0,0,G4
11000,0.069277,16.144819,1.175649,2.211322,0,0,0,G4
11000,-0.38037,58.243668,1.291662,1.693353,0,0,0,G4
1100,0.288046,11.685607,0,2.710305,2.849931,0,0,G5
1100,0.317447,12.096399,0,3.982131,4.204533,0,0,G5
1100,0.074045,20.38121,0,2.098123,2.173409,0,0,G5
1100,0.209435,13.059745,0,2.938351,3.050927,0,0,G5
1100,-0.005151,18.398626,0,1.869534,1.915887,0,0,G5
1100,-0.069441,20.161581,0,1.736958,1.753098,0,0,G5
1100,-0.034059,20.579874,0,1.816385,1.87132,0,0,G5
1100,0.042963,21.918484,0,1.331739,1.346594,0,0,G5
1100,0.084807,21.838837,0,1.654389,1.665338,0,0,G5
1100,0.041713,22.028656,0,1.82399,1.840373,0,0,G5
1110,0.199688,16.657824,0,1.062592,1.204062,0.983169,0,G6
1110,0.187067,17.518053,0,2.772579,2.913443,2.706537,0,G6
1110,0.369454,18.369394,0,1.956763,2.088527,1.920591,0,G6
1110,0.352403,17.416874,0,1.737123,1.895619,1.628823,0,G6
1110,0.266749,17.6022,0,2.182989,2.328691,2.138463,0,G6
1110,0.20345,17.486063,0,2.435153,2.542425,2.384473,0,G6
1110,0.146607,17.368622,0,2.553732,2.682917,2.478087,0,G6
1110,0.219407,16.699467,0,1.938642,2.105669,1.864582,0,G6
1110,0.332046,16.363829,0,0.843195,1.014004,0.760149,0,G6
1110,0.30911,16.45619,0,1.136007,1.259691,1.014012,0,G6
10001,0.850724,70.715561,2.441465,0,0,0,2.658337,G7
10001,1.075712,75.25396,2.898259,0,0,0,2.951926,G7
10001,1.098629,74.476662,3.48885,0,0,0,3.571117,G7
10001,1.016533,74.238731,2.14554,0,0,0,2.269332,G7
10001,1.116785,38.641808,1.310523,0,0,0,1.167826,G7
10001,1.353137,38.536831,1.142563,0,0,0,0.945183,G7
10001,1.241883,38.583569,1.32374,0,0,0,1.138531,G7
10001,1.089298,74.622139,1.756464,0,0,0,1.81084,G7
10001,0.953686,73.155258,2.118911,0,0,0,2.239412,G7
10001,0.885284,71.551888,2.517555,0,0,0,2.751246,G7
11001,0.580094,26.781996,2.95488,3.795186,0,0,3.131284,G8
11001,0.478482,28.80545,2.537693,3.399163,0,0,2.724773,G8
11001,0.647255,28.613096,1.916413,2.762507,0,0,2.035221,G8
11001,0.676838,27.207085,2.369776,3.266407,0,0,2.555871,G8
11001,0.713781,27.657455,3.012095,3.893752,0,0,3.172973,G8
11001,0.707518,27.518652,3.005118,3.858532,0,0,3.128433,G8
11001,0.809132,27.286549,1.841751,2.72152,0,0,1.954157,G8
11001,0.647453,28.26943,1.294873,2.146554,0,0,1.408614,G8
11001,0.671939,22.030617,2.413974,3.437217,0,0,2.458184,G8
11001,0.809869,19.272738,0.771953,2.067289,0,0,0.945105,G8
