@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,4,6,7-11,12-17,22'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11000,0.024596,1.36589,34.100098,2.693211,3.576104,0,0,0,149.248337,151.168625,0,0,0,4.982361,G4
1100,0.038341,-0.063246,30.171564,0,2.199013,1.639511,0,0,0,159.585892,140.582916,0,0,0,G5
1100,0.012941,0.972259,9.168107,0,2.141881,2.164818,0,0,0,143.613663,166.919235,0,0,0,G5
1100,0.013449,0.856262,11.501387,0,2.333805,2.369005,0,0,0,162.262024,175.851837,0,0,0,G5
1100,0.019839,-0.077521,26.184465,0,1.039329,1.026227,0,0,0,164.674164,168.732422,0,0,0,G5
1100,0.012127,1.139007,18.09214,0,2.224451,2.196905,0,0,0,150.221451,170.661713,0,0,0,G5
1100,0.019658,-0.078388,26.263199,0,1.031068,1.032578,0,0,0,153.755936,164.539261,0,0,0,G5
1100,0.018716,0.136451,27.691299,0,1.036524,1.036543,0,0,0,160.427338,161.81131,0,0,0,G5
1100,0.018838,0.192035,27.695864,0,1.043691,1.033134,0,0,0,169.577728,170.070908,0,0,0,G5
1100,0.018583,0.017633,28.322369,0,1.053787,1.028065,0,0,0,169.768372,174.412598,0,0,0,G5
1100,0.039843,-0.183645,31.533884,0,2.297198,1.865203,0,0,0,172.394135,155.047699,0,0,0,G5
1110,0.013051,0.15807,19.914471,0,1.077399,1.096178,0.999451,0,0,137.544159,159.832901,170.051941,0,0,G6
1110,0.012564,0.699618,7.737838,0,2.026054,2.017691,1.018541,0,0,134.139099,160.811981,148.163284,0,0,G6
1110,0.01325,0.125004,19.64415,0,1.049706,1.090622,1.000589,0,0,143.387024,158.568115,155.211288,0,0,G6
1110,0.009914,0.641382,7.008226,0,1.657774,1.69472,1.652385,0,0,146.291122,162.02771,164.283127,0,0,G6
1110,0.013093,0.070663,19.759106,0,1.060436,1.085205,0.994053,0,0,136.786469,155.803604,167.825119,0,0,G6
1110,0.013391,-0.009252,19.387762,0,1.053888,1.09321,0.987669,0,0,141.794525,159.851151,173.523972,0,0,G6
1110,0.010097,0.667561,5.810316,0,1.63105,1.675169,1.546914,0,0,141.09761,160.426376,172.090042,0,0,G6
1110,0.012,1.009683,3.458053,0,1.930304,1.973412,1.798294,0,0,120.411613,145.582108,153.855331,0,0,G6
1110,0.012938,0.356224,20.15057,0,1.092186,1.095433,1.04096,0,0,158.09407,177.012131,163.414658,0,0,G6
1110,0.013074,0.24501,20.21986,0,1.102524,1.072247,1.014559,0,0,165.891724,177.825241,168.170349,0,0,G6
10001,0.010995,0.13836,53.090115,1.168152,0,0,0,1.134924,150.866776,0,0,0,160.885162,2.192527,G7
10001,0.018794,-0.164355,28.018694,1.2235,0,0,0,0.873493,155.767197,0,0,0,160.37619,2.098306,G7
10001,1,-0.624042,1,0.999999,0,0,0,0,168.665237,0,0,0,121.673973,2.219085,G7
10001,0.011389,0.329231,30.324524,1.216756,0,0,0,0.883307,152.517059,0,0,0,164.810593,2.246607,G7
10001,0.011811,0.38034,30.072052,1.285367,0,0,0,0.929975,146.980499,0,0,0,155.708069,2.159252,G7
10001,0.013733,0.793739,5.104064,2.118214,0,0,0,1.404917,154.054306,0,0,0,168.350494,4.417421,G7
10001,0.011211,0.29787,53.317043,1.137744,0,0,0,1.197526,157.02507,0,0,0,162.3703,2.523398,G7
10001,0.025956,3.005895,26.40741,5.048185,0,0,0,4.890343,149.606033,0,0,0,171.202713,9.964713,G7
10001,0.027612,1.964791,13.585074,4.32368,0,0,0,2.149859,167.218613,0,0,0,156.438965,8.969092,G7
10001,0.015468,2.029247,9.604671,2.969179,0,0,0,3.065298,150.675461,0,0,0,162.227585,5.735237,G7
11001,0.014554,0.470137,19.364756,1.055774,1.485595,0,0,1.143429,155.961044,167.585281,0,0,154.640747,2.463647,G8
11001,0.016555,-0.328652,35.649731,0.944878,1.26286,0,0,0,164.735199,165.001053,0,0,125.562599,2.552048,G8
11001,0.013906,0.308704,20.332781,1.07555,1.432347,0,0,1.095186,157.161865,170.758362,0,0,159.944489,2.625465,G8
11001,0.040954,4.830279,69.943497,4.60176,5.814095,0,0,4.274877,160.598526,172.398666,0,0,167.251312,13.37717,G8
11001,0.0143,0.317377,19.7327,1.035106,1.45382,0,0,1.1048,154.976593,167.743378,0,0,153.04213,2.271872,G8
11001,0.0143,0.478468,19.846165,1.085714,1.494149,0,0,1.140944,153.281052,170.502991,0,0,156.384583,2.384982,G8
11001,0.013716,0.378964,20.634821,1.063753,1.448928,0,0,1.112618,162.362473,173.528778,0,0,164.775055,3.270124,G8
11001,0.013726,0.325927,20.530083,1.088946,1.408298,0,0,1.116171,168.317596,175.326996,0,0,170.124725,4.73728,G8
11001,0.014045,0.254995,20.212069,1.141094,1.456139,0,0,1.10237,163.177673,172.859192,0,0,166.632324,3.730794,G8
11001,0.01463,0.253362,19.471188,1.128674,1.494479,0,0,1.10443,159.355789,170.543777,0,0,162.294601,3.08476,G8
11111,0.009553,0.985754,8.73686,1.013167,1.392894,1.382275,1.35018,1.229319,157.120651,172.834534,175.773148,167.556152,154.049805,2.605869,G9
11111,0.010038,0.842018,8.881664,1.024812,1.35373,1.427096,1.321351,1.156444,133.280258,155.881714,174.511292,157.903885,132.996231,1.26991,G9
11111,0.010154,1.16038,7.105643,1.110522,1.454101,1.464803,1.416359,1.270068,148.056274,166.669312,176.250839,165.183868,147.019974,1.967825,G9
11111,0.01013,1.081631,15.284383,1.201026,1.455374,1.441992,1.242956,0,164.037476,173.334671,173.708176,164.406357,134.793076,4.289592,G9
11111,0.010769,0.925269,16.43553,1.235293,1.176536,1.119924,1.038524,0,167.370453,174.924911,177.908005,164.890381,129.877228,3.943308,G9
11111,0.010833,0.821203,15.619578,1.193114,1.217632,1.120491,0.994459,0,152.74411,167.642105,174.411667,149.000046,112.352119,2.229235,G9
11111,0.009926,0.964381,8.800071,1.038205,1.353935,1.416966,1.341328,1.193952,146.375336,166.564178,176.570923,164.338974,144.973083,1.830875,G9
11111,0.009939,0.810025,9.380643,1.047191,1.30295,1.417088,1.328558,1.148161,138.483383,159.846359,173.930008,162.044144,139.356567,1.48832,G9
11111,0.010001,0.666753,9.375968,0.967904,1.346189,1.399944,1.260825,1.083267,146.686935,165.483521,176.055344,166.265366,146.893875,1.746774,G9
11111,0.009463,0.702865,10.967755,0.990773,1.217849,1.365623,1.275622,1.14261,158.587219,172.542953,178.163986,171.31279,158.134842,2.687785,G9
0,1,-0.728452,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.672955,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.720727,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.701598,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.693084,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.762485,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.698562,1,0,0,0,0,0,0,0,0,0,0,0,G1
1101,0.009691,0.726182,28.205624,0,1.217814,1.204221,0,1.061919,0,164.586594,175.419617,0,161.868759,0,G0
1101,0.010008,0.792688,27.12533,0,1.236175,1.246215,0,1.062514,0,169.246262,176.524734,0,167.220749,0,G0
1101,0.009704,0.809091,28.109241,0,1.246101,1.252304,0,1.075778,0,166.229385,175.302261,0,163.737961,0,G0
1101,0.0098,0.838553,27.913639,0,1.240257,1.251794,0,1.085787,0,162.313019,173.31636,0,158.420868,0,G0
1101,0.009855,0.655823,28.283398,0,1.245692,1.195182,0,1.04399,0,162.672577,174.737122,0,162.50795,0,G0
1101,0.009939,0.86205,27.656107,0,1.23234,1.251699,0,1.108289,0,167.870651,173.573944,0,165.190262,0,G0
1101,0.010025,0.956434,27.393061,0,1.246368,1.250357,0,1.117048,0,164.778549,172.810669,0,163.217773,0,G0
1101,0.010064,0.955239,27.468975,0,1.246951,1.235723,0,1.12298,0,157.022293,168.845734,0,153.842758,0,G0
1101,0.011507,1.007363,21.126677,0,1.432204,1.399129,0,0.632419,0,155.468872,165.176437,0,171.806549,0,G0
1101,0.009828,0.734132,27.943962,0,1.232924,1.210999,0,1.051843,0,163.517426,174.128189,0,161.526047,0,G0
1000,1,-0.357227,1,0,1.000002,0,0,0,0,29.618279,0,0,0,0,G2
1000,1,-0.078084,1,0,0.999997,0,0,0,0,64.836624,0,0,0,0,G2
1000,1,-0.18588,1,0,0.999999,0,0,0,0,87.888992,0,0,0,0,G2
1000,1,-0.085474,1,0,1.000001,0,0,0,0,137.011215,0,0,0,0,G2
1000,1,-0.179387,1,0,1.000006,0,0,0,0,80.060638,0,0,0,0,G2
1000,1,-0.199327,1,0,1.000002,0,0,0,0,108.287598,0,0,0,0,G2
1000,1,-0.255902,1,0,0.999994,0,0,0,0,52.191212,0,0,0,0,G2
1000,1,-0.244464,1,0,1,0,0,0,0,61.061859,0,0,0,0,G2
1000,1,-0.125303,1,0,0.999996,0,0,0,0,134.098007,0,0,0,0,G2
1000,1,-0.239968,1,0,1.000002,0,0,0,0,132.361725,0,0,0,0,G2
1,1,0.443697,1,0,0,0,0,0.999998,0,0,0,0,159.892532,0,G3
1,0.027471,0.86226,8.558611,0,0,0,0,0.658807,0,0,0,0,169.495255,0,G3
1,0.027034,0.750588,8.260798,0,0,0,0,0.660618,0,0,0,0,52.036568,0,G3
1,0.027406,0.893559,6.617039,0,0,0,0,0.666826,0,0,0,0,175.768677,0,G3
1,1,0.517816,1,0,0,0,0,0.999999,0,0,0,0,164.998001,0,G3
1,1,0.492226,1,0,0,0,0,1.000003,0,0,0,0,164.103256,0,G3
1,1,0.483866,1,0,0,0,0,0.999996,0,0,0,0,170.759048,0,G3
1,0.032967,0.967046,6.362509,0,0,0,0,0.544725,0,0,0,0,173.704575,0,G3
1,1,0.502763,1,0,0,0,0,1.000002,0,0,0,0,44.889503,0,G3
1,1,0.51584,1,0,0,0,0,0.999998,0,0,0,0,50.7924,0,G3
11000,0.017313,0.00827,16.562922,1.268886,1.629099,0,0,0,114.560387,133.119064,0,0,0,1.240211,G4
11000,0.012781,-0.44694,50.63102,1.00659,1.367093,0,0,0,42.42955,39.22506,0,0,0,0.0255,G4
11000,0.011889,-0.455291,55.133663,1.045006,1.365276,0,0,0,105.002586,112.334946,0,0,0,0.912342,G4
11000,0.016734,-0.073055,17.029902,1.283837,1.614403,0,0,0,136.017624,154.751144,0,0,0,1.84212,G4
11000,0.01771,0.004683,16.374195,1.282826,1.686177,0,0,0,132.005554,154.144653,0,0,0,1.674193,G4
11000,0.017813,0.010504,15.88985,1.305858,1.692554,0,0,0,133.874084,156.922607,0,0,0,1.76166,G4
11000,0.017429,0.036607,16.279348,1.285318,1.654193,0,0,0,140.183441,163.246262,0,0,0,1.995824,G4
11000,0.017021,-0.058973,16.642817,1.300964,1.621678,0,0,0,142.316177,166.072464,0,0,0,2.123151,G4
11000,0.017078,-0.015395,16.67091,1.267454,1.62279,0,0,0,121.624878,142.849915,0,0,0,1.396748,G4
11000,0.011987,-0.220726,55.099251,1.055957,1.372786,0,0,0,98.345917,100.853981,0,0,0,0.849059,G4
1100,0.019279,0.189658,27.466497,0,1.020514,1.061996,0,0,0,113.05056,115.385757,0,0,0,G5
1100,0.019031,0.319402,27.646662,0,1.024568,1.053821,0,0,0,161.440491,158.827652,0,0,0,G5
1100,0.018852,0.259142,27.798517,0,1.018045,1.050206,0,0,0,165.068985,166.924835,0,0,0,G5
1100,0.018789,0.100846,27.890408,0,1.019863,1.049865,0,0,0,161.058945,167.725616,0,0,0,G5
1100,0.019128,0.283289,27.676783,0,1.009796,1.064378,0,0,0,167.03392,164.433136,0,0,0,G5
1100,0.018975,0.220504,27.788082,0,1.022127,1.056644,0,0,0,146.130478,150.86702,0,0,0,G5
1100,0.018805,0.07513,27.94903,0,1.027052,1.052291,0,0,0,143.394028,148.480362,0,0,0,G5
1100,0.018422,-0.022152,28.034847,0,1.031838,1.032899,0,0,0,139.990692,157.262695,0,0,0,G5
1100,0.019224,0.04532,27.223623,0,1.016772,1.048854,0,0,0,164.123718,166.710754,0,0,0,G5
1100,0.018755,0.025468,27.652082,0,1.031369,1.037305,0,0,0,159.079269,160.872421,0,0,0,G5
1110,0.015212,0.322959,17.168375,0,1.052125,1.0939,1.006284,0,0,161.027771,179.620499,161.343567,0,0,G6
1110,0.015099,0.248405,17.378466,0,1.062312,1.094016,0.99819,0,0,163.040894,177.300781,162.125793,0,0,G6
1110,0.015395,0.340859,17.14905,0,1.050752,1.106624,0.999292,0,0,164.326721,176.373337,163.052551,0,0,G6
1110,0.015289,0.420885,17.237867,0,1.054394,1.096576,1.00886,0,0,164.659592,175.36908,162.747375,0,0,G6
1110,0.015566,0.329623,16.897444,0,1.071209,1.097627,1.000767,0,0,150.335907,177.270844,152.010605,0,0,G6
1110,0.015577,0.270949,16.801483,0,1.07042,1.093647,0.994089,0,0,155.022339,177.815735,157.191086,0,0,G6
1110,0.015452,0.288639,16.922415,0,1.065323,1.089836,0.998829,0,0,162.073257,178.786301,162.991867,0,0,G6
1110,0.015818,0.044501,16.54907,0,1.058643,1.100686,0.981466,0,0,163.447113,177.285797,166.949493,0,0,G6
1110,0.01405,0.239615,18.471989,0,1.028947,1.076589,1.034727,0,0,170.774841,177.92868,170.193192,0,0,G6
1110,0.014772,0.244437,17.622847,0,1.048856,1.088415,1.001226,0,0,166.34668,178.606033,166.365814,0,0,G6
10001,0.011602,1.347333,72.201683,1.507324,0,0,0,1.686507,118.23542,0,0,0,113.262886,1.615601,G7
10001,0.010613,1.202937,72.33197,1.365978,0,0,0,1.547323,144.603088,0,0,0,139.1371,2.32244,G7
10001,0.010653,1.145428,73.953262,1.418856,0,0,0,1.585526,131.547043,0,0,0,127.874481,1.884668,G7
10001,0.010793,1.153348,72.239662,1.36476,0,0,0,1.575543,138.251114,0,0,0,132.642227,2.047573,G7
10001,0.010667,1.182747,72.002129,1.35998,0,0,0,1.549273,136.212906,0,0,0,129.446472,1.963119,G7
10001,0.010679,1.150035,71.816238,1.362768,0,0,0,1.546107,132.074844,0,0,0,129.911301,1.82528,G7
10001,0.010435,0.951274,72.34948,1.373933,0,0,0,1.517443,152.091919,0,0,0,150.431808,2.839518,G7
10001,0.010907,0.945516,72.178688,1.388334,0,0,0,1.589092,107.580704,0,0,0,106.688972,1.222643,G7
10001,0.012078,0.999471,70.320694,1.409221,0,0,0,1.737786,59.235878,0,0,0,61.574509,0.12081,G7
10001,0.012448,1.297328,71.736969,1.535126,0,0,0,1.813022,65.826645,0,0,0,69.152672,0.354456,G7
11001,0.009312,0.544992,29.699686,1.079202,1.433628,0,0,1.353515,162.860626,175.380936,0,0,159.62619,3.463594,G8
11001,0.009687,0.811194,28.802959,1.280525,1.558194,0,0,1.483399,151.784622,172.088409,0,0,151.70462,2.692305,G8
11001,0.010678,0.873147,21.44853,1.373678,1.696364,0,0,0.696834,137.575256,166.137772,0,0,164.62056,1.933424,G8
11001,0.010698,0.921665,21.427652,1.371171,1.694027,0,0,0.696752,153.336975,171.383102,0,0,170.821045,3.0454,G8
11001,0.009731,0.690302,28.632725,1.205469,1.509367,0,0,1.431585,114.441086,149.183395,0,0,112.304909,1.060611,G8
11001,0.009711,0.828407,28.429342,1.183859,1.504621,0,0,1.462857,121.839569,152.409531,0,0,117.406815,1.230555,G8
11001,0.009788,0.923193,28.363503,1.193446,1.509748,0,0,1.474945,154.104965,170.507935,0,0,151.102371,2.73273,G8
11001,0.009503,0.495076,29.338818,1.142745,1.45979,0,0,1.357309,151.300125,170.097061,0,0,149.241684,2.3773,G8
11001,0.009626,0.376799,29.090879,1.087884,1.468993,0,0,1.318406,134.340576,168.879211,0,0,129.27301,1.505794,G8
11001,0.010783,0.352291,21.3776,1.191578,1.612908,0,0,0.772765,89.489441,88.212166,0,0,88.85627,0.59654,G8
11111,0.008834,1.282685,7.51787,1.564552,1.515079,1.568763,1.538193,1.478468,107.318939,126.482452,150.565216,129.755005,111.18824,0.280518,G9
11111,0.0082,1.095357,10.037858,1.178463,1.337358,1.481374,1.481569,1.33477,151.101456,169.677444,176.936111,165.013382,153.708817,2.162024,G9
11111,0.007958,1.047545,10.449368,1.21078,1.366839,1.457186,1.439888,1.315228,151.609161,169.963013,176.565445,166.173065,155.13327,2.319769,G9
11111,0.008063,1.152834,9.683265,1.200763,1.386998,1.462169,1.472955,1.350742,151.674011,169.399872,174.127243,165.732803,154.407227,2.223627,G9
11111,0.008047,0.9195,9.851491,1.210979,1.388369,1.460019,1.468845,1.347643,150.510559,168.58168,173.24472,164.774063,153.321396,2.158136,G9
11111,0.008023,0.735712,10.246622,1.208579,1.377882,1.447633,1.453443,1.334161,143.956863,164.832611,172.048721,161.635193,147.648056,1.716219,G9
11111,0.008293,0.897672,9.076012,1.218671,1.400744,1.490718,1.480276,1.396235,118.778854,146.280884,162.181259,137.01091,120.309029,0.676198,G9
11111,0.008237,1.009016,9.387828,1.206793,1.385456,1.471193,1.493436,1.364717,136.848541,163.62825,169.982956,153.229736,138.763962,1.347131,G9
11111,0.008358,1.13926,9.189385,1.188375,1.381582,1.478443,1.489339,1.358668,153.222229,169.816025,174.65889,165.533905,154.993118,2.370163,G9
11111,0.008271,1.177129,9.54729,1.231344,1.39894,1.466537,1.456608,1.345468,126.653564,158.265045,162.61908,144.897522,129.189285,1.015792,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1101,0.012631,0.493973,20.882399,0,1.182831,1.223052,0,0.929556,0,154.250717,166.113617,0,164.773148,0,G0
1101,0.012653,0.707169,20.860098,0,1.168252,1.229556,0,0.916032,0,144.264816,169.900009,0,143.445404,0,G0
1101,0.012625,0.405435,20.991903,0,1.148684,1.215827,0,0.929531,0,152.200607,167.515976,0,158.567612,0,G0
1101,0.012654,0.807531,21.261385,0,1.154912,1.230629,0,0.960104,0,170.047729,168.956039,0,152.372986,0,G0
1101,0.01246,0.639225,21.232153,0,1.210232,1.237399,0,0.932007,0,156.319061,169.235611,0,163.216797,0,G0
1101,0.026022,-0.38578,19.8237,0,1.001412,1.035907,0,0,0,150.471741,166.993591,0,109.7043,0,G0
1101,0.012846,0.334742,20.460182,0,1.181613,1.228342,0,0.909932,0,150.697983,174.074387,0,148.416092,0,G0
1101,0.012614,0.587771,21.052015,0,1.181768,1.227336,0,0.934598,0,151.363327,176.211777,0,145.785751,0,G0
1101,0.01251,0.771776,21.471386,0,1.1522,1.220068,0,0.965082,0,160.377319,173.900589,0,152.376373,0,G0
1101,0.012624,0.809268,20.57741,0,1.180267,1.204639,0,0.908678,0,168.891693,174.234146,0,155.848175,0,G0
1000,1,-0.446635,1,0,0.999994,0,0,0,0,130.576035,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,104.219337,0,0,0,0,G2
1000,1,-0.63726,1,0,0.999992,0,0,0,0,89.120705,0,0,0,0,G2
1000,1,-0.562339,1,0,1.000005,0,0,0,0,83.041534,0,0,0,0,G2
1000,1,-0.023712,1,0,0.999996,0,0,0,0,94.194473,0,0,0,0,G2
1000,1,-0.295672,1,0,1.000006,0,0,0,0,159.865707,0,0,0,0,G2
1000,1,-0.329493,1,0,0.999999,0,0,0,0,174.5327,0,0,0,0,G2
1000,1,-0.377284,1,0,0.999995,0,0,0,0,130.564636,0,0,0,0,G2
1000,1,-0.260873,1,0,0.999999,0,0,0,0,45.742229,0,0,0,0,G2
1000,1,-0.251762,1,0,0.999999,0,0,0,0,173.859787,0,0,0,0,G2
1,0,0,0,0,0,0,0,0,0,0,0,0,77.61145,0,G3
1,0.016718,1.007043,37.467548,0,0,0,0,0.890484,0,0,0,0,33.976433,0,G3
1,0,0,0,0,0,0,0,0,0,0,0,0,74.729301,0,G3
1,0,0,0,0,0,0,0,0,0,0,0,0,84.557747,0,G3
1,1,0.398717,1,0,0,0,0,0.999997,0,0,0,0,168.993698,0,G3
1,0,0,0,0,0,0,0,0,0,0,0,0,85.49054,0,G3
1,1,0.496599,1,0,0,0,0,0.999996,0,0,0,0,178.465454,0,G3
1,1,0.473024,1,0,0,0,0,1.000001,0,0,0,0,162.326813,0,G3
1,1,0.490308,1,0,0,0,0,0.999996,0,0,0,0,148.071777,0,G3
1,0,0,0,0,0,0,0,0,0,0,0,0,72.57737,0,G3
11000,1,-0.49783,1,1,0,0,0,0,15.980985,72.636932,0,0,0,0.291708,G4
11000,0.014298,0.265145,43.335747,0.933355,1.35602,0,0,0,162.514709,159.485199,0,0,0,2.395534,G4
11000,0.017128,0.150528,32.805344,1.143336,1.006343,0,0,0,59.11134,51.19342,0,0,0,0.670186,G4
11000,0.013906,0.479933,44.423435,1.024397,1.275422,0,0,0,44.586025,49.813931,0,0,0,0.348918,G4
11000,0.016069,0.540778,39.716812,1.325059,1.033052,0,0,0,64.228134,44.40876,0,0,0,0.577604,G4
11000,0.013521,0.402733,47.848164,1.023916,1.35448,0,0,0,142.109726,148.76796,0,0,0,1.648453,G4
11000,0.011151,-0.211578,55.99432,1.070743,1.272113,0,0,0,156.502136,165.28302,0,0,0,2.468504,G4
11000,0.012976,0.20852,47.99987,1.000193,1.30396,0,0,0,159.992325,152.358551,0,0,0,2.201258,G4
11000,0.013781,0.6976,45.919861,0.986733,1.341906,0,0,0,106.819969,98.186317,0,0,0,1.022954,G4
11000,1,0.446533,1,1.000003,0,0,0,0,28.308504,73.921104,0,0,0,0.468058,G4
1100,0.024069,0.317808,21.402111,0,1.016849,1.03079,0,0,0,93.443291,94.300819,0,0,0,G5
1100,0.021582,0.21086,23.92918,0,1.033244,1.02103,0,0,0,151.506027,159.472275,0,0,0,G5
1100,0.020918,0.354287,16.443775,0,1.472835,0.596876,0,0,0,166.776642,161.350739,0,0,0,G5
1100,0,0,0,0,0,0,0,0,0,93.766418,93.766418,0,0,0,G5
1100,0.02335,0.01223,22.162588,0,1.037353,1.008792,0,0,0,158.190247,165.830353,0,0,0,G5
1100,0.023011,0.229529,22.216434,0,1.022479,1.020171,0,0,0,166.683151,166.313187,0,0,0,G5
1100,0.023433,0.26645,21.863609,0,1.023868,1.024659,0,0,0,146.574524,154.072083,0,0,0,G5
1100,0.03708,0.800136,15.804931,0,1.551422,0.633065,0,0,0,151.121231,152.214645,0,0,0,G5
1100,0,0,0,0,0,0,0,0,0,104.059784,104.059784,0,0,0,G5
1100,0,0,0,0,0,0,0,0,0,85.238174,85.238174,0,0,0,G5
1110,0.029199,-0.043368,17.562973,0,0.958435,1.076853,0,0,0,140.549011,168.024002,98.835403,0,0,G6
1110,0.019888,0.511672,13.202558,0,1.059936,1.086668,1.004203,0,0,161.945007,175.18158,162.5867,0,0,G6
1110,1,-0.489108,1,0,0.999999,0,0,0,0,167.250854,111.96981,111.96981,0,0,G6
1110,0.019445,0.481586,13.649017,0,1.037224,1.115226,0.971375,0,0,169.566971,171.674271,159.935257,0,0,G6
1110,0.019722,0.43352,13.525636,0,1.041881,1.129529,0.960991,0,0,157.424408,174.604202,157.472473,0,0,G6
1110,0.024261,0.508264,22.681602,0,1.165291,0.944768,0,0,0,163.171722,115.279877,92.816658,0,0,G6
1110,0.021595,0.622914,13.019904,0,1.079356,1.203329,0.998427,0,0,155.913086,174.922562,155.40683,0,0,G6
1110,1,0.004846,1,0,1.000003,0,0,0,0,168.454819,112.216362,112.216362,0,0,G6
1110,1,-0.563037,1,0,0.999993,0,0,0,0,166.21344,105.115471,105.115471,0,0,G6
1110,0.020074,0.184303,13.217293,0,1.033758,1.126031,0.951587,0,0,167.117966,175.919952,165.749878,0,0,G6
10001,0.016136,1.172664,37.84771,0.844194,0,0,0,1.457309,23.37867,0,0,0,35.986023,0.340684,G7
10001,0.012156,1.219794,72.603188,1.755065,0,0,0,1.76518,75.618027,0,0,0,75.555916,0.613948,G7
10001,0,0,0,0,0,0,0,0,80.78389,0,0,0,80.78389,0,G7
10001,1,-0.152401,1,0.999999,0,0,0,0,14.110051,0,0,0,75.489555,0.053994,G7
10001,0.010072,1.045063,70.606186,1.373595,0,0,0,1.423205,39.631954,0,0,0,31.592991,0.533867,G7
10001,0.010905,1.187844,70.109825,1.384727,0,0,0,1.537459,33.395641,0,0,0,34.730873,0.666647,G7
10001,0,0,0,0,0,0,0,0,69.368477,0,0,0,69.368477,0,G7
10001,0.010467,1.172019,70.54409,1.367256,0,0,0,1.48155,94.386497,0,0,0,92.3908,1.228466,G7
10001,0.010653,1.116929,70.084503,1.499211,0,0,0,1.371348,64.176888,0,0,0,64.945175,0.620907,G7
10001,0.01051,1.323805,70.591492,1.484609,0,0,0,1.436749,40.846462,0,0,0,48.554039,0.122793,G7
11001,0.010541,0.89502,26.484047,1.295289,1.374629,0,0,1.240201,161.582443,173.266022,0,0,160.606415,3.744105,G8
11001,0.011822,0.857352,23.794563,1.294407,1.498242,0,0,1.268372,164.930695,174.049683,0,0,165.51091,4.739797,G8
11001,0.015422,-0.245824,38.128246,1.004892,1.209229,0,0,0,164.295853,170.964905,0,0,124.826836,3.295316,G8
11001,0.017883,-0.206555,31.819365,1.046291,1.146559,0,0,0,153.516357,167.133942,0,0,114.590202,2.312316,G8
11001,0.011711,0.644384,23.968681,1.145719,1.431978,0,0,1.224919,162.524734,169.025787,0,0,157.100876,3.357679,G8
11001,0.011191,0.731228,25.091311,1.240233,1.43595,0,0,1.267829,164.199875,169.970428,0,0,160.725662,4.073969,G8
11001,0.011619,1.015224,24.495312,1.229485,1.494426,0,0,1.494856,168.725571,172.989197,0,0,166.028915,6.128428,G8
11001,0.015418,0.221916,37.014832,1.162691,1.011037,0,0,0,171.90184,173.911469,0,0,143.788696,5.694261,G8
11001,0.010716,0.887352,26.107718,1.285278,1.387937,0,0,1.303373,169.96254,175.127045,0,0,168.788864,6.427003,G8
11001,0.011375,1.033524,24.757931,1.251602,1.478751,0,0,1.227762,169.134293,175.218353,0,0,166.528946,5.480635,G8
11111,0.009301,1.074907,10.972218,1.130477,1.335742,1.337351,1.310384,1.181247,155.038269,175.887955,169.799332,161.883636,153.550247,2.674495,G9
11111,0.010669,1.392195,6.586637,1.660332,1.59495,1.622065,1.533189,1.49777,150.168198,166.719437,173.620667,165.035873,154.315918,2.786075,G9
11111,0.009081,0.94556,10.187063,1.191545,1.377095,1.439318,1.355778,1.235071,146.859039,163.985458,171.220215,163.482773,151.590088,1.965601,G9
