@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,3,4,18-22'

@attribute numFingers numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1,1,0.461049,0,0,0,0,G3
1,1,0.486204,0,0,0,0,G3
1,1,0.466035,0,0,0,0,G3
0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,G3
1,1,0.270761,0,0,0,0,G3
1,1,0.231942,0,0,0,0,G3
1,1,0.384351,0,0,0,0,G3
2,0.010671,-0.009127,2.137151,0,0,0,G4
2,0.010359,-0.182513,2.314631,0,0,0,G4
2,0.011767,-0.239257,2.880613,0,0,0,G4
1,1,-0.890757,0,0,0,0,G4
3,0.015074,0.274832,2.476516,1.548451,0,0,G4
1,1,-0.968462,0,0,0,0,G4
2,0.010832,0.182582,1.133746,0,0,0,G4
2,0.009896,-0.090671,2.040292,0,0,0,G4
2,0.010102,-0.064743,2.142984,0,0,0,G4
2,0.010755,0.172381,1.551723,0,0,0,G4
2,0.019291,0.552577,1.286835,0,0,0,G5
1,1,0.234747,0,0,0,0,G5
1,1,0.347492,0,0,0,0,G5
0,0,0,0,0,0,0,G5
2,0.017318,0.402656,1.721081,0,0,0,G5
2,0.016626,0.407046,1.734795,0,0,0,G5
2,0.01844,0.239673,1.294113,0,0,0,G5
2,0.020647,0.312447,1.305939,0,0,0,G5
0,0,0,0,0,0,0,G5
2,0.018844,0.415659,1.25409,0,0,0,G5
3,0.013852,0.582497,2.153533,1.995845,0,0,G6
3,0.013305,0.59541,2.442055,2.246718,0,0,G6
3,0.014167,0.532532,2.077801,1.916269,0,0,G6
3,0.014455,0.623132,2.298096,2.077478,0,0,G6
3,0.013917,0.4485,1.66833,1.480218,0,0,G6
3,0.01544,0.62582,2.019825,1.759594,0,0,G6
3,0.020546,0.483239,1.310956,1.256135,0,0,G6
3,0.012939,0.740884,1.775795,1.605941,0,0,G6
3,0.013425,0.750233,1.584066,1.294743,0,0,G6
3,0.014434,0.791949,2.251905,1.984155,0,0,G6
2,0.010607,0.943968,3.142388,0,0,0,G7
3,0.010792,1.077569,2.653922,2.880503,0,0,G7
3,0.039201,3.403178,0.964787,9.783976,0,0,G7
3,0.011007,1.058594,2.764261,2.89045,0,0,G7
2,0.010328,1.095505,2.570461,0,0,0,G7
3,0.011457,1.006503,3.983932,4.172822,0,0,G7
2,0.012013,1.069142,3.9326,0,0,0,G7
2,0.010542,0.981127,2.684536,0,0,0,G7
2,0.011021,0.885921,3.192102,0,0,0,G7
2,0.010978,0.849016,2.425123,0,0,0,G7
4,0.011977,1.227301,4.764359,3.880919,4.396766,0,G8
3,0.010943,0.992309,4.097537,3.117222,0,0,G8
3,0.010353,0.677979,4.031798,3.459741,0,0,G8
3,0.011148,1.123231,4.222198,3.638376,0,0,G8
3,0.010735,0.974945,4.287391,3.475688,0,0,G8
3,0.011378,1.000095,3.915275,3.114105,0,0,G8
3,0.010599,0.930347,3.855591,2.969091,0,0,G8
3,0.010973,0.750694,3.97739,3.212373,0,0,G8
3,0.010902,0.791638,4.61943,3.876088,0,0,G8
3,0.01119,0.925355,3.191657,2.373737,0,0,G8
5,0.00869,1.127704,2.649596,2.737096,1.964551,2.425604,G9
5,0.008805,1.1819,2.549188,2.719091,1.952886,2.46722,G9
5,0.00888,1.383087,2.785559,2.799219,1.841744,2.370723,G9
4,0.008157,1.049647,2.495109,2.557856,2.205323,0,G9
5,0.008863,1.346604,2.684768,2.793168,1.872318,2.433289,G9
5,0.008569,1.247788,3.487632,3.696452,2.991677,3.503557,G9
5,0.008891,1.202673,3.255954,3.460378,2.607853,3.168638,G9
4,0.008414,0.883985,3.248523,3.31209,2.819771,0,G9
5,0.008162,1.361782,3.25262,3.401956,3.194432,2.644456,G9
4,0.008259,1.007664,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3,0.010997,0.597382,2.331832,1.754914,0,0,G0
3,0.010501,0.681706,2.427099,1.933388,0,0,G0
3,0.010776,0.686494,2.528678,1.965183,0,0,G0
2,0.011858,0.505489,1.949924,0,0,0,G0
3,0.01071,0.809986,2.668672,2.077415,0,0,G0
3,0.010442,0.848038,2.462442,1.884354,0,0,G0
3,0.010727,0.606749,2.474867,1.965286,0,0,G0
3,0.011027,0.564187,2.480407,1.967646,0,0,G0
1,1,-0.360713,0,0,0,0,G0
3,0.011043,0.68375,2.587882,1.998994,0,0,G0
1,1,-0.324908,0,0,0,0,G2
1,1,-0.244712,0,0,0,0,G2
1,1,-0.085464,0,0,0,0,G2
1,1,-0.302308,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,1,-0.20352,0,0,0,0,G2
1,1,-0.217339,0,0,0,0,G2
0,0,0,0,0,0,0,G2
2,0.016282,0.074399,1.731921,0,0,0,G2
1,1,-0.157849,0,0,0,0,G2
1,1,0.330429,0,0,0,0,G3
1,1,0.174462,0,0,0,0,G3
1,1,0.285143,0,0,0,0,G3
1,1,0.411038,0,0,0,0,G3
1,1,0.234592,0,0,0,0,G3
1,1,0.134083,0,0,0,0,G3
1,1,0.04225,0,0,0,0,G3
1,1,0.286535,0,0,0,0,G3
1,1,0.382666,0,0,0,0,G3
1,1,0.296203,0,0,0,0,G3
1,1,-0.965539,0,0,0,0,G4
3,0.014551,0.119147,2.763506,1.882963,0,0,G4
3,0.014566,0.231276,2.481959,1.613256,0,0,G4
2,0.010941,-0.14338,1.903705,0,0,0,G4
2,0.011182,-0.373114,1.909232,0,0,0,G4
2,0.011336,-0.547359,1.774987,0,0,0,G4
2,0.011666,-0.176782,1.817703,0,0,0,G4
2,0.011657,0.001529,1.506748,0,0,0,G4
2,0.01138,-0.272443,1.917948,0,0,0,G4
2,0.011634,-0.230886,2.214837,0,0,0,G4
2,0.019664,0.092056,1.650699,0,0,0,G5
2,0.014532,0.274169,1.923573,0,0,0,G5
2,0.015604,0.224598,1.820373,0,0,0,G5
1,1,-0.106119,0,0,0,0,G5
2,0.020069,0.08176,1.869305,0,0,0,G5
2,0.021022,0.301604,1.607996,0,0,0,G5
1,1,0.170835,0,0,0,0,G5
2,0.019412,0.11474,1.798481,0,0,0,G5
2,0.01963,0.10985,1.733206,0,0,0,G5
2,0.019562,0.018719,1.642731,0,0,0,G5
3,0.013107,0.413602,2.201002,1.982784,0,0,G6
3,0.01544,0.377758,2.608777,2.453556,0,0,G6
3,0.015718,0.298367,2.11624,1.918045,0,0,G6
3,0.014902,0.459313,2.530725,2.330842,0,0,G6
3,0.015318,0.491706,2.629942,2.44507,0,0,G6
3,0.01588,0.256337,2.457115,2.297291,0,0,G6
3,0.013119,0.488008,2.403111,2.196668,0,0,G6
3,0.011717,0.50416,2.286544,2.063041,0,0,G6
3,0.012431,0.457934,2.531724,2.296187,0,0,G6
3,0.01289,0.374892,2.13933,1.900911,0,0,G6
2,0.0116,0.701891,2.737714,0,0,0,G7
1,1,-0.820075,0,0,0,0,G7
1,1,-0.818262,0,0,0,0,G7
2,0.011294,0.768414,2.5989,0,0,0,G7
2,0.010973,0.785725,2.74876,0,0,0,G7
2,0.011744,1.105771,3.073532,0,0,0,G7
2,0.011559,0.548605,2.993518,0,0,0,G7
2,0.011198,0.248988,2.465016,0,0,0,G7
2,0.011495,0.527894,2.564542,0,0,0,G7
2,0.01161,0.619472,2.686135,0,0,0,G7
4,0.01214,0.485468,3.499493,2.401753,2.976589,0,G8
3,0.010342,0.955128,3.340404,2.497936,0,0,G8
3,0.010344,0.766878,2.820648,2.086836,0,0,G8
4,0.01162,1.305254,3.620735,2.371606,2.890845,0,G8
3,0.010689,0.937405,3.513155,2.780068,0,0,G8
3,0.010542,0.633478,3.115993,2.311466,0,0,G8
3,0.010133,0.961441,2.535746,1.64341,0,0,G8
3,0.010362,1.20847,2.50407,1.585721,0,0,G8
4,0.011198,1.363419,2.814799,1.813369,1.99695,0,G8
3,0.010683,0.977304,3.111614,2.325379,0,0,G8
5,0.009401,0.835729,2.295031,2.456929,2.271876,1.747492,G9
5,0.009056,0.911842,2.568736,2.714351,2.519471,2.006902,G9
5,0.00916,1.011594,2.435565,2.577415,2.393749,1.891648,G9
5,0.009228,0.799858,2.247694,2.411663,2.225646,1.710008,G9
5,0.00918,0.800566,2.900245,3.049588,2.873989,2.364183,G9
5,0.009104,0.98364,2.869842,2.977826,2.789334,2.22542,G9
5,0.009687,0.788263,3.435466,3.509477,3.323218,2.884544,G9
5,0.009032,0.839511,2.36952,2.5109,2.3356,1.822936,G9
5,0.009112,0.599558,1.909025,2.067713,1.870655,1.363011,G9
5,0.009408,0.929799,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3,0.010461,0.445864,2.46029,1.921464,0,0,G0
3,0.010363,0.479034,2.313767,1.812873,0,0,G0
3,0.010171,0.726965,2.666554,2.133013,0,0,G0
2,0.015402,0.67259,1.576564,0,0,0,G0
3,0.010308,0.543432,2.585765,2.025676,0,0,G0
3,0.010317,0.349437,2.311467,1.794502,0,0,G0
3,0.010817,0.598121,1.871524,1.276168,0,0,G0
3,0.010496,0.796306,2.100502,1.545845,0,0,G0
3,0.010388,0.769418,2.41489,1.872662,0,0,G0
3,0.010418,0.614263,2.518441,1.986993,0,0,G0
1,1,-0.012735,0,0,0,0,G2
1,1,0.005355,0,0,0,0,G2
1,1,0.202659,0,0,0,0,G2
1,1,-0.297177,0,0,0,0,G2
1,1,-0.127664,0,0,0,0,G2
1,1,-0.005915,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,1,-0.106377,0,0,0,0,G2
1,1,0.159143,0,0,0,0,G2
1,1,0.382613,0,0,0,0,G3
1,1,0.214919,0,0,0,0,G3
1,1,0.182696,0,0,0,0,G3
1,1,-0.280551,0,0,0,0,G3
1,1,0.305531,0,0,0,0,G3
1,1,0.417575,0,0,0,0,G3
1,1,0.412537,0,0,0,0,G3
1,1,-0.067955,0,0,0,0,G3
1,1,0.042513,0,0,0,0,G3
1,1,0.380809,0,0,0,0,G3
2,0.011639,-0.909986,2.226848,0,0,0,G4
2,0.011862,0.087269,2.091455,0,0,0,G4
2,0.011523,-0.486802,2.309088,0,0,0,G4
2,0.011721,-0.045499,2.10137,0,0,0,G4
2,0.012125,0.10864,1.629287,0,0,0,G4
2,0.011791,-0.06354,1.988332,0,0,0,G4
2,0.011351,-0.314816,1.993403,0,0,0,G4
2,0.011431,-0.289388,1.887173,0,0,0,G4
2,0.011824,0.413275,1.825598,0,0,0,G4
2,0.011446,-0.778183,2.089965,0,0,0,G4
2,0.016832,0.168277,1.696082,0,0,0,G5
2,0.016675,0.433333,1.612026,0,0,0,G5
2,0.017061,-0.012718,1.956828,0,0,0,G5
1,1,0.181923,0,0,0,0,G5
2,0.016956,0.490639,1.485219,0,0,0,G5
2,0.016701,0.315048,1.79561,0,0,0,G5
2,0.016971,-0.059789,1.55432,0,0,0,G5
0,0,0,0,0,0,0,G5
1,1,0.287377,0,0,0,0,G5
1,1,0.480632,0,0,0,0,G5
3,0.012424,0.081234,1.935494,1.740907,0,0,G6
3,0.012309,0.42676,2.233067,1.997889,0,0,G6
3,0.012357,0.172185,2.168793,1.965827,0,0,G6
3,0.012571,0.608557,2.436686,2.202429,0,0,G6
3,0.012763,0.46298,2.018919,1.673655,0,0,G6
3,0.012316,0.092397,1.681442,1.389185,0,0,G6
2,0.012485,0.192309,2.028868,0,0,0,G6
3,0.012216,0.647684,2.391707,2.120616,0,0,G6
3,0.012516,0.65487,2.04029,1.663921,0,0,G6
3,0.012445,0.141944,1.785106,1.438898,0,0,G6
2,0.010801,0.840307,3.133171,0,0,0,G7
2,0.011388,0.516876,2.594362,0,0,0,G7
1,1,0.521569,0,0,0,0,G7
2,0.0107,0.103685,2.82082,0,0,0,G7
2,0.011124,0.331051,2.46161,0,0,0,G7
2,0.011312,0.845901,2.845204,0,0,0,G7
2,0.011173,0.720649,3.41128,0,0,0,G7
2,0.010702,0.146131,3.56129,0,0,0,G7
2,0.010932,0.524327,2.794676,0,0,0,G7
2,0.010848,0.922788,2.61602,0,0,0,G7
3,0.008996,0.238445,2.624343,2.042938,0,0,G8
3,0.009281,0.282635,2.447461,1.868098,0,0,G8
4,0.011168,1.082419,3.949168,2.764974,3.501531,0,G8
3,0.010148,0.97525,3.400753,2.810094,0,0,G8
4,0.010693,0.529585,2.7427,1.688276,2.20641,0,G8
3,0.009052,0.034141,2.628447,2.078841,0,0,G8
3,0.008512,0.226677,3.194303,2.670617,0,0,G8
4,0.011354,0.948481,3.969992,2.720676,3.315387,0,G8
3,0.010163,0.915602,2.487278,1.777734,0,0,G8
3,0.009547,0.51753,1.884584,1.286888,0,0,G8
5,0.008783,0.779635,3.425827,3.667395,3.412279,2.819075,G9
5,0.008426,0.971793,2.381643,2.581324,2.343382,1.746534,G9
5,0.008556,1.335971,3.471379,3.682538,3.447838,2.80983,G9
5,0.008185,1.170982,4.868867,4.908283,4.713198,4.195436,G9
5,0.007362,0.487906,3.081616,3.178167,3.01303,2.652378,G9
5,0.008676,0.951539,3.544664,3.804386,3.548612,2.892885,G9
5,0.008685,1.292913,3.872543,4.08072,3.81959,3.122391,G9
5,0.008776,1.302239,3.909482,4.140677,3.748071,3.066411,G9
5,0.008702,1.366719,5.148542,5.337552,4.876584,4.493115,G9
5,0.008956,1.255683,4.447258,4.685953,4.366793,3.618086,G9
1,1,-0.659883,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,1,-0.536885,0,0,0,0,G1
3,0.011307,0.607003,2.926789,2.474452,0,0,G0
3,0.010904,0.621065,3.350957,2.904597,0,0,G0
3,0.011255,0.710747,3.373737,2.910336,0,0,G0
3,0.011287,0.714895,3.485087,3.020705,0,0,G0
3,0.011129,0.627897,3.161777,2.695114,0,0,G0
3,0.011039,0.637064,3.012733,2.538603,0,0,G0
3,0.010968,0.565185,2.381183,1.93698,0,0,G0
3,0.011322,0.76783,2.157017,1.677868,0,0,G0
3,0.01158,0.718374,2.442111,1.956667,0,0,G0
3,0.011329,0.639895,3.549635,3.075332,0,0,G0
1,1,-0.186933,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,1,-0.209282,0,0,0,0,G2
1,1,-0.284805,0,0,0,0,G2
1,1,-0.217091,0,0,0,0,G2
1,1,-0.27134,0,0,0,0,G2
1,1,-0.238138,0,0,0,0,G2
1,1,-0.139853,0,0,0,0,G2
1,1,-0.073909,0,0,0,0,G2
2,0.024133,0.344561,1.792009,0,0,0,G3
2,0.023477,0.398717,3.862826,0,0,0,G3
2,0.021554,0.487774,4.240448,0,0,0,G3
1,1,0.449431,0,0,0,0,G3
1,1,0.213496,0,0,0,0,G3
1,1,0.262937,0,0,0,0,G3
1,1,0.214955,0,0,0,0,G3
1,1,0.449552,0,0,0,0,G3
3,0.039145,1.710599,5.172917,3.12756,0,0,G3
2,0.027346,0.708482,1.351454,0,0,0,G3
2,0.010905,-0.426197,1.825454,0,0,0,G4
2,0.011146,-0.069536,3.530479,0,0,0,G4
3,0.017089,0.022753,2.823166,1.789742,0,0,G4
3,0.017418,0.059144,2.985475,1.92139,0,0,G4
2,0.011381,-0.263844,2.781123,0,0,0,G4
2,0.011122,-0.3073,2.479631,0,0,0,G4
2,0.013049,-0.275646,0.202044,0,0,0,G4
3,0.017487,0.023907,1.493393,0.439401,0,0,G4
3,0.01771,0.069277,2.211322,1.09341,0,0,G4
2,0.011279,-0.38037,1.693353,0,0,0,G4
3,0.014206,0.288046,2.849931,1.6898,0,0,G5
3,0.014545,0.317447,4.204533,3.058822,0,0,G5
2,0.025436,0.074045,2.173409,0,0,0,G5
3,0.01414,0.209435,3.050927,1.876142,0,0,G5
2,0.028021,-0.005151,1.915887,0,0,0,G5
2,0.02538,-0.069441,1.753098,0,0,0,G5
2,0.02514,-0.034059,1.87132,0,0,0,G5
2,0.023528,0.042963,1.346594,0,0,0,G5
2,0.023566,0.084807,1.665338,0,0,0,G5
2,0.023388,0.041713,1.840373,0,0,0,G5
3,0.0158,0.199688,1.204062,0.983169,0,0,G6
3,0.015035,0.187067,2.913443,2.706537,0,0,G6
3,0.014336,0.369454,2.088527,1.920591,0,0,G6
3,0.015322,0.352403,1.895619,1.628823,0,0,G6
3,0.015003,0.266749,2.328691,2.138463,0,0,G6
3,0.014944,0.20345,2.542425,2.384473,0,0,G6
3,0.015104,0.146607,2.682917,2.478087,0,0,G6
3,0.015812,0.219407,2.105669,1.864582,0,0,G6
3,0.016373,0.332046,1.014004,0.760149,0,0,G6
3,0.016061,0.30911,1.259691,1.014012,0,0,G6
2,0.010642,0.850724,2.658337,0,0,0,G7
2,0.010463,1.075712,2.951926,0,0,0,G7
2,0.010477,1.098629,3.571117,0,0,0,G7
2,0.010356,1.016533,2.269332,0,0,0,G7
3,0.011348,1.116785,1.167826,1.343747,0,0,G7
3,0.012521,1.353137,0.945183,1.073059,0,0,G7
3,0.011754,1.241883,1.138531,1.276008,0,0,G7
2,0.01052,1.089298,1.81084,0,0,0,G7
2,0.010421,0.953686,2.239412,0,0,0,G7
2,0.010648,0.885284,2.751246,0,0,0,G7
3,0.010382,0.580094,3.795186,3.131284,0,0,G8
3,0.009778,0.478482,3.399163,2.724773,0,0,G8
3,0.009836,0.647255,2.762507,2.035221,0,0,G8
3,0.010311,0.676838,3.266407,2.555871,0,0,G8
3,0.010131,0.713781,3.893752,3.172973,0,0,G8
3,0.01019,0.707518,3.858532,3.128433,0,0,G8
3,0.010273,0.809132,2.72152,1.954157,0,0,G8
3,0.009943,0.647453,2.146554,1.408614,0,0,G8
4,0.010788,0.671939,3.437217,2.458184,2.916452,0,G8
4,0.012367,0.809869,2.067289,0.945105,1.502088,0,G8
5,0.009987,1.007206,1.3535,1.42634,1.264298,0.716703,G9
5,0.008943,0.834694,3.620363,3.733576,3.596873,3.082603,G9
5,0.008941,0.855786,2.173338,2.24887,2.102067,1.629633,G9
5,0.008798,0.914123,3.02333,3.11719,2.989051,2.509864,G9
5,0.008872,0.938263,1.976813,2.054365,1.908625,1.422884,G9
5,0.00901,0.866689,1.861524,1.935582,1.788355,1.304214,G9
5,0.008726,0.844801,2.616194,2.687683,2.565133,2.094741,G9
5,0.00866,0.877421,3.205586,3.278655,3.15305,2.690497,G9
5,0.009008,0.827236,3.250804,3.323889,3.207144,2.70403,G9
5,0.009706,0.825258,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2,0.014926,0.697043,1.908255,0,0,0,G0
3,0.013496,0.355125,2.364843,2.016806,0,0,G0
3,0.013251,0.061216,2.737217,2.284793,0,0,G0
3,0.012943,0.555953,2.494489,2.130704,0,0,G0
3,0.014201,0.52277,2.415777,2.001437,0,0,G0
3,0.013723,0.292447,2.78545,2.22594,0,0,G0
3,0.014019,0.213229,2.604391,2.034541,0,0,G0
3,0.011053,0.544974,2.306246,1.868377,0,0,G0
3,0.010994,0.659414,2.94442,2.477288,0,0,G0
3,0.01129,0.45662,3.083386,2.527724,0,0,G0
0,0,0,0,0,0,0,G2
1,1,-0.423096,0,0,0,0,G2
4,0.00964,0.81831,5.532096,5.382208,4.748091,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
2,0.018964,-0.144776,4.714875,0,0,0,G2
0,0,0,0,0,0,0,G2
1,1,-0.572159,0,0,0,0,G2
1,1,-0.433531,0,0,0,0,G2
1,1,-0.089519,0,0,0,0,G2
1,1,0.258719,0,0,0,0,G3
1,1,0.242,0,0,0,0,G3
1,1,0.098345,0,0,0,0,G3
1,1,0.004216,0,0,0,0,G3
1,1,0.38494,0,0,0,0,G3
1,1,0.549606,0,0,0,0,G3
1,1,0.19082,0,0,0,0,G3
1,1,-0.10305,0,0,0,0,G3
1,1,0.435361,0,0,0,0,G3
1,1,0.591228,0,0,0,0,G3
2,0.010681,-0.412135,1.572294,0,0,0,G4
2,0.010645,0.03018,3.001924,0,0,0,G4
2,0.01056,-0.259703,2.33671,0,0,0,G4
2,0.010659,-0.219504,1.816872,0,0,0,G4
2,0.01047,0.053486,2.32773,0,0,0,G4
2,0.010476,-0.247856,2.299439,0,0,0,G4
2,0.01065,-0.551376,1.830652,0,0,0,G4
2,0.010661,-0.395145,1.767246,0,0,0,G4
3,0.017065,0.214681,2.878506,1.778897,0,0,G4
3,0.016712,0.042194,1.952695,0.867215,0,0,G4
2,0.016788,0.041601,1.743388,0,0,0,G5
2,0.016886,0.078482,2.568621,0,0,0,G5
2,0.017352,0.294631,2.390135,0,0,0,G5
3,0.01326,0.21038,2.873758,1.788195,0,0,G5
2,0.016477,0.427865,2.074523,0,0,0,G5
2,0.016847,0.006204,1.694406,0,0,0,G5
2,0.016809,-0.143872,1.240452,0,0,0,G5
2,0.018528,0.101422,2.793973,0,0,0,G5
2,0.017781,0.569412,2.17444,0,0,0,G5
2,0.017231,0.213745,2.096606,0,0,0,G5
3,0.015592,0.224582,1.500206,1.310854,0,0,G6
3,0.016209,0.13325,1.981838,1.819964,0,0,G6
3,0.01567,0.241294,2.642686,2.498379,0,0,G6
3,0.014326,0.11027,2.455272,2.334549,0,0,G6
3,0.014515,0.106367,1.130134,0.958816,0,0,G6
3,0.012976,0.621728,2.084084,1.89303,0,0,G6
3,0.012967,0.52339,2.407833,2.255274,0,0,G6
3,0.013893,0.442841,2.560258,2.461431,0,0,G6
4,0.011418,0.556809,1.739976,1.626955,0.559517,0,G6
3,0.014028,0.5139,2.637288,2.472481,0,0,G6
3,0.010612,0.730335,2.310038,1.971678,0,0,G7
3,0.010154,-0.055232,2.604583,2.621128,0,0,G7
2,0.010363,-0.074309,3.480368,0,0,0,G7
2,0.010019,0.459548,3.467479,0,0,0,G7
2,0.010007,0.156306,2.866975,0,0,0,G7
2,0.010192,-0.011124,2.521095,0,0,0,G7
3,0.009714,0.05508,2.89088,2.802563,0,0,G7
3,0.0115,0.818824,4.098808,3.870747,0,0,G7
3,0.00987,0.268694,2.0816,1.955405,0,0,G7
3,0.010257,0.520851,1.599136,1.432605,0,0,G7
3,0.010319,0.443635,3.040519,2.391638,0,0,G8
3,0.009411,0.09077,3.386368,2.886837,0,0,G8
3,0.009746,0.468985,3.743832,3.167696,0,0,G8
3,0.009429,-0.164005,2.200986,1.705628,0,0,G8
3,0.009713,0.428036,3.173045,2.632283,0,0,G8
3,0.009941,0.147076,2.401416,1.8465,0,0,G8
3,0.01037,0.576803,3.00123,2.314212,0,0,G8
3,0.010276,0.1909,2.411579,1.767465,0,0,G8
3,0.010529,0.145891,2.09858,1.427324,0,0,G8
3,0.010406,0.510261,3.148965,2.430719,0,0,G8
5,0.008084,1.06497,2.938179,3.045091,2.854487,2.317141,G9
5,0.008211,0.895018,3.10205,3.145814,3.048479,2.49278,G9
5,0.008098,0.595696,2.907748,2.977066,2.853224,2.296777,G9
5,0.008204,1.069266,3.283924,3.386206,3.264339,2.709708,G9
5,0.008105,0.8561,2.807372,2.90635,2.784966,2.266575,G9
5,0.007831,0.490497,2.820379,2.936428,2.803511,2.31036,G9
5,0.008011,1.025218,2.742716,2.790142,2.615518,2.059442,G9
5,0.007937,0.925737,3.603471,3.67582,3.569702,3.069453,G9
5,0.007892,0.775444,3.105814,3.222828,3.057915,2.57627,G9
5,0.008156,1.016059,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2,0.024175,-0.008628,3.466743,0,0,0,G0
3,0.013,0.509244,3.204088,2.730621,0,0,G0
3,0.013446,0.594434,2.859435,2.402386,0,0,G0
3,0.013456,0.44082,3.560318,3.06944,0,0,G0
3,0.012738,0.351001,3.309568,2.836774,0,0,G0
3,0.013126,0.321227,2.393359,1.923379,0,0,G0
3,0.012857,0.324205,2.257071,1.779151,0,0,G0
3,0.01325,0.545601,1.579032,1.073251,0,0,G0
3,0.013314,0.559776,2.660591,2.152958,0,0,G0
3,0.013604,0.567607,3.334086,2.829475,0,0,G0
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,1,-0.248304,0,0,0,0,G2
1,1,-0.362474,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,1,-0.351167,0,0,0,0,G2
2,0.017633,-0.078576,1.370667,0,0,0,G2
1,1,-0.133472,0,0,0,0,G2
1,1,-0.251653,0,0,0,0,G2
1,1,0.190275,0,0,0,0,G3
1,1,0.187176,0,0,0,0,G3
2,0.017241,0.325798,1.447591,0,0,0,G3
2,0.017467,0.436097,1.233397,0,0,0,G3
1,1,0.1556,0,0,0,0,G3
1,1,0.222859,0,0,0,0,G3
1,1,0.309264,0,0,0,0,G3
2,0.016905,0.511787,2.017581,0,0,0,G3
2,0.018043,0.472732,0.566015,0,0,0,G3
1,1,0.25354,0,0,0,0,G3
3,0.017477,-0.000021,1.296927,0.371192,0,0,G4
2,0.011343,-0.102365,2.519146,0,0,0,G4
3,0.017351,0.120058,2.75031,1.723997,0,0,G4
2,0.01216,-0.286956,2.395666,0,0,0,G4
2,0.01233,-0.310827,2.815108,0,0,0,G4
2,0.012639,-0.230822,1.393766,0,0,0,G4
2,0.012517,-0.228206,1.300148,0,0,0,G4
2,0.012831,-0.186455,1.216594,0,0,0,G4
2,0.014258,-0.296336,1.197391,0,0,0,G4
3,0.017062,0.03582,1.29919,0.383091,0,0,G4
2,0.021052,0.139558,2.986548,0,0,0,G5
2,0.022052,0.147804,2.595356,0,0,0,G5
2,0.022395,0.222824,2.719604,0,0,0,G5
3,0.031525,0.347617,1.520247,2.604178,0,0,G5
2,0.021207,0.102128,1.674201,0,0,0,G5
2,0.020503,-0.028735,1.848292,0,0,0,G5
2,0.02077,-0.027244,2.322742,0,0,0,G5
2,0.020459,-0.057109,2.705819,0,0,0,G5
2,0.021021,0.043641,3.202811,0,0,0,G5
2,0.02039,0.054236,3.100928,0,0,0,G5
3,0.015135,0.389652,0.199118,0.123678,0,0,G6
3,0.014573,0.350061,1.965673,1.707701,0,0,G6
3,0.013595,0.478049,1.892295,1.599661,0,0,G6
3,0.013738,0.492278,2.206771,1.941365,0,0,G6
