@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,4,5,6,17-21,22'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,1110,0.248405,1.014125,17.378466,0,2.287251,2.394208,2.207506,0,G6
3,1110,0.340859,1.031472,17.14905,0,2.339605,2.46392,2.269868,0,G6
3,1110,0.420885,1.009359,17.237867,0,2.346586,2.451472,2.276577,0,G6
3,1110,0.329623,0.88497,16.897444,0,1.787336,1.921484,1.724274,0,G6
3,1110,0.270949,0.826688,16.801483,0,1.943836,2.067434,1.880118,0,G6
3,1110,0.288639,0.853461,16.922415,0,2.304076,2.418892,2.241728,0,G6
3,1110,0.044501,0.861331,16.54907,0,2.452699,2.589725,2.409889,0,G6
3,1110,0.239615,1.035168,18.471989,0,3.171474,3.280604,3.168819,0,G6
3,1110,0.244437,1.004307,17.622847,0,2.524149,2.632466,2.473182,0,G6
2,10001,1.347333,1.206629,72.201683,1.615601,0,0,0,1.555722,G7
2,10001,1.202937,1.044722,72.33197,2.32244,0,0,0,2.365039,G7
2,10001,1.145428,1.029672,73.953262,1.884668,0,0,0,1.97073,G7
2,10001,1.153348,0.965388,72.239662,2.047573,0,0,0,2.128826,G7
2,10001,1.182747,0.962683,72.002129,1.963119,0,0,0,1.972337,G7
2,10001,1.150035,1.056092,71.816238,1.82528,0,0,0,2.00705,G7
2,10001,0.951274,1.032187,72.34948,2.839518,0,0,0,2.972112,G7
2,10001,0.945516,0.979077,72.178688,1.222643,0,0,0,1.454624,G7
2,10001,0.999471,0.773504,70.320694,0.12081,0,0,0,0.499218,G7
2,10001,1.297328,0.795194,71.736969,0.354456,0,0,0,0.523019,G7
3,11001,0.544992,1.059212,29.699686,3.463594,4.243196,0,0,3.681748,G8
3,11001,0.811194,1.076568,28.802959,2.692305,3.741098,0,0,3.097004,G8
4,11001,0.873147,0.919678,21.44853,1.933424,3.033857,0,0,1.957484,G8
4,11001,0.921665,1.107732,21.427652,3.0454,4.182112,0,0,3.096088,G8
3,11001,0.690302,0.837593,28.632725,1.060611,1.962115,0,0,1.304427,G8
3,11001,0.828407,0.942505,28.429342,1.230555,2.103075,0,0,1.433966,G8
3,11001,0.923193,1.022956,28.363503,2.73273,3.676888,0,0,3.039683,G8
3,11001,0.495076,0.890381,29.338818,2.3773,3.210921,0,0,2.6298,G8
3,11001,0.376799,0.721406,29.090879,1.505794,2.302745,0,0,1.664755,G8
4,11001,0.352291,0.659854,21.3776,0.59654,1.576943,0,0,0.613251,G8
5,11111,1.282685,1.085027,7.51787,0.280518,1.850322,2.028571,1.907771,1.27657,G9
5,11111,1.095357,1.343303,10.037858,2.162024,3.41393,3.611273,3.501278,2.952716,G9
5,11111,1.047545,1.26462,10.449368,2.319769,3.542961,3.685598,3.565313,3.045263,G9
5,11111,1.152834,1.095991,9.683265,2.223627,3.550491,3.67174,3.587299,3.055944,G9
5,11111,0.9195,1.082165,9.851491,2.158136,3.46041,3.578918,3.489384,2.952679,G9
5,11111,0.735712,0.949379,10.246622,1.716219,2.961399,3.087937,3.00403,2.48096,G9
5,11111,0.897672,0.787352,9.076012,0.676198,1.99697,2.14448,2.011722,1.46829,G9
5,11111,1.009016,1.035568,9.387828,1.347131,2.618608,2.739181,2.630876,2.055403,G9
5,11111,1.13926,1.116737,9.189385,2.370163,3.669908,3.816625,3.714485,3.154437,G9
5,11111,1.177129,1.061109,9.54729,1.015792,2.263813,2.351481,2.220672,1.65872,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.493973,1.002696,20.882399,0,2.50546,2.771589,0,2.434547,G0
3,1101,0.707169,1.083003,20.860098,0,1.779556,1.961989,0,1.473321,G0
3,1101,0.405435,0.902968,20.991903,0,2.12849,2.342911,0,1.965872,G0
3,1101,0.807531,0.954368,21.261385,0,2.688904,2.759218,0,2.066185,G0
3,1101,0.639225,0.95313,21.232153,0,2.676648,2.928436,0,2.506925,G0
2,1101,-0.38578,0.637863,19.8237,0,1.834903,2.023987,0,0,G0
3,1101,0.334742,0.725178,20.460182,0,1.994629,2.16077,0,1.64098,G0
3,1101,0.587771,0.656027,21.052015,0,2.001169,2.161285,0,1.620225,G0
3,1101,0.771776,0.975539,21.471386,0,2.394215,2.558391,0,2.006091,G0
3,1101,0.809268,0.942541,20.57741,0,2.660907,2.713761,0,2.120425,G0
1,1000,-0.446635,0.705502,1,0,1.277505,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,-0.63726,0.535409,1,0,0.894462,0,0,0,G2
1,1000,-0.562339,0.593751,1,0,0.866158,0,0,0,G2
1,1000,-0.023712,0.731584,1,0,0.938148,0,0,0,G2
1,1000,-0.295672,0.700807,1,0,1.980027,0,0,0,G2
1,1000,-0.329493,0.490158,1,0,2.284308,0,0,0,G2
1,1000,-0.377284,0.443086,1,0,1.290012,0,0,0,G2
1,1000,-0.260873,0.698579,1,0,0.662724,0,0,0,G2
1,1000,-0.251762,0.734569,1,0,2.067153,0,0,0,G2
0,1,0,0,0,0,0,0,0,0,G3
2,1,1.007043,0.84771,37.467548,0,0,0,0,0.134786,G3
0,1,0,0,0,0,0,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
1,1,0.398717,0.625731,1,0,0,0,0,1.982845,G3
0,1,0,0,0,0,0,0,0,0,G3
1,1,0.496599,0.788017,1,0,0,0,0,1.78512,G3
1,1,0.473024,0.777787,1,0,0,0,0,2.032873,G3
1,1,0.490308,0.871298,1,0,0,0,0,1.769209,G3
0,1,0,0,0,0,0,0,0,0,G3
1,11000,-0.49783,0.404073,1,0.291708,0,0,0,0,G4
2,11000,0.265145,1.207832,43.335747,2.395534,2.826909,0,0,0,G4
2,11000,0.150528,0.849024,32.805344,0.670186,0.587854,0,0,0,G4
2,11000,0.479933,0.793335,44.423435,0.348918,0.578001,0,0,0,G4
2,11000,0.540778,0.450618,39.716812,0.577604,0.526616,0,0,0,G4
2,11000,0.402733,0.679362,47.848164,1.648453,2.143939,0,0,0,G4
2,11000,-0.211578,0.869945,55.99432,2.468504,2.881587,0,0,0,G4
2,11000,0.20852,0.954483,47.99987,2.201258,2.4291,0,0,0,G4
2,11000,0.6976,0.678877,45.919861,1.022954,1.16707,0,0,0,G4
1,11000,0.446533,0.420077,1,0.468058,0,0,0,0,G4
2,1100,0.317808,0.572572,21.402111,0,0.990261,1.02083,0,0,G5
2,1100,0.21086,0.785725,23.92918,0,1.593661,1.610657,0,0,G5
2,1100,0.354287,1.157577,16.443775,0,2.648782,1.640749,0,0,G5
0,1100,0,0,0,0,0,0,0,0,G5
2,1100,0.01223,0.734557,22.162588,0,1.740619,1.738286,0,0,G5
2,1100,0.229529,0.676725,22.216434,0,2.001103,1.997056,0,0,G5
2,1100,0.26645,0.711991,21.863609,0,1.419548,1.439554,0,0,G5
3,1100,0.800136,1.109469,15.804931,0,2.602875,1.234775,0,0,G5
0,1100,0,0,0,0,0,0,0,0,G5
0,1100,0,0,0,0,0,0,0,0,G5
2,1110,-0.043368,0.636413,17.562973,0,1.294993,1.466297,0,0,G6
3,1110,0.511672,0.889369,13.202558,0,2.211512,2.312101,2.157485,0,G6
1,1110,-0.489108,0.570999,1,0,2.182261,0,0,0,G6
3,1110,0.481586,0.950306,13.649017,0,2.370808,2.461677,2.198257,0,G6
3,1110,0.43352,0.825631,13.525636,0,1.894695,2.052802,1.807447,0,G6
2,1110,0.508264,0.909745,22.681602,0,1.410634,1.033499,0,0,G6
3,1110,0.622914,0.966036,13.019904,0,2.349935,2.702308,2.228577,0,G6
1,1110,0.004846,0.791876,1,0,2.264104,0,0,0,G6
1,1110,-0.563037,0.54199,1,0,1.967882,0,0,0,G6
3,1110,0.184303,0.889428,13.217293,0,2.401308,2.541336,2.300484,0,G6
2,10001,1.172664,0.473931,37.84771,0.340684,0,0,0,0.189126,G7
2,10001,1.219794,1.121157,72.603188,0.613948,0,0,0,0.641166,G7
0,10001,0,0,0,0,0,0,0,0,G7
1,10001,-0.152401,0.136272,1,0.053994,0,0,0,0,G7
2,10001,1.045063,0.33766,70.606186,0.533867,0,0,0,0.181889,G7
2,10001,1.187844,0.367019,70.109825,0.666647,0,0,0,0.500134,G7
0,10001,0,0,0,0,0,0,0,0,G7
2,10001,1.172019,0.706372,70.54409,1.228466,0,0,0,0.790985,G7
2,10001,1.116929,0.576606,70.084503,0.620907,0,0,0,0.400748,G7
2,10001,1.323805,0.52991,70.591492,0.122793,0,0,0,0.246611,G7
3,11001,0.89502,0.971917,26.484047,3.744105,4.201895,0,0,3.589105,G8
3,11001,0.857352,1.302132,23.794563,4.739797,5.474811,0,0,4.758352,G8
2,11001,-0.245824,0.975185,38.128246,3.295316,3.744194,0,0,0,G8
2,11001,-0.206555,0.721539,31.819365,2.312316,2.773104,0,0,0,G8
3,11001,0.644384,0.877267,23.968681,3.357679,3.88082,0,0,3.13008,G8
3,11001,0.731228,0.768287,25.091311,4.073969,4.55499,0,0,3.808392,G8
3,11001,1.015224,0.791049,24.495312,6.128428,6.948523,0,0,6.150044,G8
2,11001,0.221916,0.705051,37.014832,5.694261,5.623022,0,0,0,G8
3,11001,0.887352,0.935331,26.107718,6.427003,6.914099,0,0,6.290797,G8
3,11001,1.033524,1.031711,24.757931,5.480635,6.020041,0,0,5.137407,G8
5,11111,1.074907,0.908757,10.972218,2.674495,3.467142,3.42099,3.247894,2.651787,G9
5,11111,1.392195,1.385827,6.586637,2.786075,4.331477,4.479289,4.214166,3.448234,G9
5,11111,0.94556,0.861541,10.187063,1.965601,3.084621,3.221116,3.054302,2.562638,G9
5,11111,0.939469,1.090867,10.263643,4.15389,5.105647,5.120188,4.926242,4.246762,G9
5,11111,0.943199,0.798409,10.127734,0.817203,1.97503,2.01991,1.812495,1.255303,G9
4,11111,0.896367,0.941229,15.87604,1.384658,2.098935,2.041083,1.80605,0,G9
5,11111,0.667916,1.119402,10.776596,3.601786,4.696747,4.803766,4.735086,4.276867,G9
5,11111,0.58002,1.052011,11.155943,6.017807,7.086591,7.203006,7.151492,6.706867,G9
5,11111,1.052728,0.948001,11.073741,5.221117,6.340759,6.365201,6.127171,5.617724,G9
5,11111,0.936526,0.877846,11.279895,3.601325,4.566732,4.599581,4.503874,3.978602,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
1,0,0.556589,-0.371725,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.598957,1.025194,21.950901,0,1.443633,1.679687,0,1.332674,G0
3,1101,0.553095,1.148941,21.175959,0,2.316373,2.505263,0,2.023229,G0
3,1101,0.616175,1.146282,21.540407,0,2.513523,2.666659,0,2.159433,G0
3,1101,0.612207,1.153117,21.725775,0,2.147329,2.285386,0,1.775265,G0
3,1101,0.463449,1.17592,19.810598,0,1.726695,2.021174,0,1.665006,G0
3,1101,0.705224,1.15498,22.240541,0,2.339178,2.424119,0,1.833871,G0
3,1101,0.483673,1.150069,20.829376,0,1.603513,1.869291,0,1.527964,G0
3,1101,0.628469,1.096475,21.165833,0,2.166372,2.244421,0,1.813531,G0
3,1101,0.528844,1.04504,21.224251,0,1.768159,1.925906,0,1.527198,G0
3,1101,0.721161,1.052926,22.230488,0,2.093999,2.235826,0,1.758586,G0
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1,0.467396,0.606668,1,0,0,0,0,1.608688,G3
1,1,0.461049,0.674613,1,0,0,0,0,2.254209,G3
1,1,0.486204,0.695482,1,0,0,0,0,2.441876,G3
1,1,0.466035,0.661723,1,0,0,0,0,2.032701,G3
0,1,0,0,0,0,0,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
1,1,0.270761,0.709123,1,0,0,0,0,2.326077,G3
1,1,0.231942,0.704317,1,0,0,0,0,2.131044,G3
1,1,0.384351,0.690093,1,0,0,0,0,2.366603,G3
2,11000,-0.009127,1.031965,60.291145,1.833169,2.137151,0,0,0,G4
2,11000,-0.182513,1.126038,65.190086,1.966945,2.314631,0,0,0,G4
2,11000,-0.239257,1.089101,57.752979,2.453563,2.880613,0,0,0,G4
1,11000,-0.890757,0.076166,1,1.284406,0,0,0,0,G4
3,11000,0.274832,1.300608,19.895859,1.931542,2.476516,0,0,0,G4
1,11000,-0.968462,0.04864,1,1.361327,0,0,0,0,G4
2,11000,0.182582,1.123193,64.328163,0.997638,1.133746,0,0,0,G4
2,11000,-0.090671,1.058137,64.884415,1.679981,2.040292,0,0,0,G4
2,11000,-0.064743,1.041764,67.481865,1.817721,2.142984,0,0,0,G4
2,11000,0.172381,1.156947,65.172585,1.355574,1.551723,0,0,0,G4
2,1100,0.552577,0.766375,26.83696,0,1.355692,1.286835,0,0,G5
1,1100,0.234747,0.769145,1,0,1.31139,0,0,0,G5
1,1100,0.347492,0.712485,1,0,1.855923,0,0,0,G5
0,1100,0,0,0,0,0,0,0,0,G5
2,1100,0.402656,0.898188,31.140699,0,1.780371,1.721081,0,0,G5
2,1100,0.407046,0.951567,32.815556,0,1.84666,1.734795,0,0,G5
2,1100,0.239673,0.747147,28.256777,0,1.234023,1.294113,0,0,G5
2,1100,0.312447,0.746853,25.189964,0,1.244284,1.305939,0,0,G5
0,1100,0,0,0,0,0,0,0,0,G5
2,1100,0.415659,0.807061,27.55373,0,1.181218,1.25409,0,0,G5
3,1110,0.582497,0.974883,18.980923,0,2.006508,2.153533,1.995845,0,G6
3,1110,0.59541,0.941199,19.703587,0,2.311925,2.442055,2.246718,0,G6
3,1110,0.532532,0.919969,18.328455,0,2.017834,2.077801,1.916269,0,G6
3,1110,0.623132,0.912956,17.970846,0,2.236663,2.298096,2.077478,0,G6
3,1110,0.4485,0.886854,18.655182,0,1.517597,1.66833,1.480218,0,G6
3,1110,0.62582,0.844682,16.783241,0,2.019006,2.019825,1.759594,0,G6
3,1110,0.483239,0.845279,12.948482,0,1.352494,1.310956,1.256135,0,G6
3,1110,0.740884,0.74577,20.249958,0,1.642932,1.775795,1.605941,0,G6
3,1110,0.750233,0.954471,20.156908,0,1.35763,1.584066,1.294743,0,G6
3,1110,0.791949,1.030164,18.80793,0,1.981714,2.251905,1.984155,0,G6
2,10001,0.943968,0.900033,67.945549,3.339941,0,0,0,3.142388,G7
3,10001,1.077569,1.191589,36.497276,2.726612,0,0,0,2.653922,G7
3,10001,3.403178,2.90838,124.514069,7.899304,0,0,0,0.964787,G7
3,10001,1.058594,1.082551,37.33736,2.926727,0,0,0,2.764261,G7
2,10001,1.095505,1.098608,70.948708,2.593138,0,0,0,2.570461,G7
3,10001,1.006503,1.010494,36.409126,4.11634,0,0,0,3.983932,G7
2,10001,1.069142,0.976073,66.473228,3.792433,0,0,0,3.9326,G7
2,10001,0.981127,1.038161,66.771965,2.945276,0,0,0,2.684536,G7
2,10001,0.885921,0.942478,65.038383,3.113246,0,0,0,3.192102,G7
2,10001,0.849016,0.882407,66.394348,2.266715,0,0,0,2.425123,G7
4,11001,1.227301,1.255788,20.396193,3.803804,4.764359,0,0,3.880919,G8
3,11001,0.992309,1.308586,25.542887,3.288351,4.097537,0,0,3.117222,G8
3,11001,0.677979,0.996916,27.315542,3.106524,4.031798,0,0,3.459741,G8
3,11001,1.123231,1.182118,24.433315,3.275122,4.222198,0,0,3.638376,G8
3,11001,0.974945,1.202946,26.35997,3.630464,4.287391,0,0,3.475688,G8
3,11001,1.000095,1.189858,24.703197,3.10248,3.915275,0,0,3.114105,G8
3,11001,0.930347,1.188416,26.63711,3.32514,3.855591,0,0,2.969091,G8
3,11001,0.750694,1.178473,25.718967,3.234271,3.97739,0,0,3.212373,G8
3,11001,0.791638,1.195559,25.982103,3.933917,4.61943,0,0,3.876088,G8
3,11001,0.925355,0.970092,25.234972,2.693324,3.191657,0,0,2.373737,G8
5,11111,1.127704,1.287582,15.185007,1.500124,2.649596,2.737096,1.964551,2.425604,G9
5,11111,1.1819,1.328144,15.276175,1.264069,2.549188,2.719091,1.952886,2.46722,G9
5,11111,1.383087,1.31177,15.187655,1.686696,2.785559,2.799219,1.841744,2.370723,G9
4,11111,1.049647,1.216364,19.015265,1.461024,2.495109,2.557856,2.205323,0,G9
5,11111,1.346604,1.365156,15.613431,1.459282,2.684768,2.793168,1.872318,2.433289,G9
5,11111,1.247788,1.366577,15.682833,2.232434,3.487632,3.696452,2.991677,3.503557,G9
5,11111,1.202673,1.346891,15.486366,2.020572,3.255954,3.460378,2.607853,3.168638,G9
4,11111,0.883985,1.306442,18.255842,2.253848,3.248523,3.31209,2.819771,0,G9
5,11111,1.361782,1.33326,9.37676,2.016058,3.25262,3.401956,3.194432,2.644456,G9
4,11111,1.007664,1.23662,18.710051,2.400728,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.597382,1.090625,23.849249,0,2.186371,2.331832,0,1.754914,G0
3,1101,0.681706,1.115472,24.9988,0,2.209571,2.427099,0,1.933388,G0
3,1101,0.686494,1.112508,24.508358,0,2.318259,2.528678,0,1.965183,G0
2,1101,0.505489,0.98304,54.984791,0,2.283682,1.949924,0,0,G0
3,1101,0.809986,1.013495,25.160847,0,2.525307,2.668672,0,2.077415,G0
3,1101,0.848038,0.979701,25.775015,0,2.273007,2.462442,0,1.884354,G0
3,1101,0.606749,1.070896,24.676746,0,2.268166,2.474867,0,1.965286,G0
3,1101,0.564187,1.072848,23.645828,0,2.313964,2.480407,0,1.967646,G0
1,1101,-0.360713,0.796177,1,0,1.671627,0,0,0,G0
3,1101,0.68375,1.139601,23.794411,0,2.46249,2.587882,0,1.998994,G0
1,1000,-0.324908,0.904879,1,0,0.635119,0,0,0,G2
1,1000,-0.244712,0.830004,1,0,0.955509,0,0,0,G2
1,1000,-0.085464,0.933874,1,0,0.818895,0,0,0,G2
1,1000,-0.302308,0.834286,1,0,0.890876,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,-0.20352,0.941433,1,0,1.074743,0,0,0,G2
1,1000,-0.217339,0.958562,1,0,0.829774,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
2,1000,0.074399,1.373732,33.111378,0,2.555643,0,0,0,G2
1,1000,-0.157849,0.851933,1,0,0.869108,0,0,0,G2
1,1,0.330429,0.688457,1,0,0,0,0,0.940439,G3
1,1,0.174462,0.968013,1,0,0,0,0,2.48596,G3
1,1,0.285143,0.931877,1,0,0,0,0,2.216718,G3
1,1,0.411038,0.877188,1,0,0,0,0,2.063697,G3
1,1,0.234592,0.89396,1,0,0,0,0,1.884531,G3
1,1,0.134083,0.867564,1,0,0,0,0,1.674197,G3
1,1,0.04225,0.848933,1,0,0,0,0,1.57501,G3
1,1,0.286535,0.843853,1,0,0,0,0,1.653526,G3
1,1,0.382666,0.771164,1,0,0,0,0,1.809224,G3
1,1,0.296203,0.754998,1,0,0,0,0,1.55895,G3
1,11000,-0.965539,0.259996,1,1.764658,0,0,0,0,G4
3,11000,0.119147,1.471787,20.527178,1.913408,2.763506,0,0,0,G4
3,11000,0.231276,1.474227,20.604887,1.746719,2.481959,0,0,0,G4
2,11000,-0.14338,1.251474,61.082603,1.491161,1.903705,0,0,0,G4
2,11000,-0.373114,1.230959,57.431267,1.439109,1.909232,0,0,0,G4
2,11000,-0.547359,1.153618,54.200619,1.268384,1.774987,0,0,0,G4
2,11000,-0.176782,1.184002,54.161648,1.460993,1.817703,0,0,0,G4
2,11000,0.001529,1.113585,56.480007,1.109057,1.506748,0,0,0,G4
2,11000,-0.272443,1.165923,57.925606,1.407744,1.917948,0,0,0,G4
2,11000,-0.230886,1.181201,56.000134,1.768279,2.214837,0,0,0,G4
2,1100,0.092056,0.831786,26.642244,0,1.619893,1.650699,0,0,G5
2,1100,0.274169,0.943422,37.154068,0,1.821331,1.923573,0,0,G5
2,1100,0.224598,0.910117,34.104729,0,1.718175,1.820373,0,0,G5
1,1100,-0.106119,0.920849,1,0,0.953621,0,0,0,G5
2,1100,0.08176,0.927262,26.021835,0,1.80261,1.869305,0,0,G5
2,1100,0.301604,0.943595,24.800642,0,1.56352,1.607996,0,0,G5
1,1100,0.170835,0.887789,1,0,1.032645,0,0,0,G5
2,1100,0.11474,0.879447,26.962458,0,1.732994,1.798481,0,0,G5
2,1100,0.10985,0.876255,26.692886,0,1.668959,1.733206,0,0,G5
2,1100,0.018719,0.855967,26.765795,0,1.565563,1.642731,0,0,G5
3,1110,0.413602,0.942145,20.256214,0,1.985085,2.201002,1.982784,0,G6
3,1110,0.377758,0.95909,17.047852,0,2.432953,2.608777,2.453556,0,G6
3,1110,0.298367,0.924589,16.729675,0,1.935969,2.11624,1.918045,0,G6
3,1110,0.459313,1.004657,17.787954,0,2.313797,2.530725,2.330842,0,G6
3,1110,0.491706,1.007633,17.265451,0,2.430544,2.629942,2.44507,0,G6
3,1110,0.256337,1.007552,16.213783,0,2.335258,2.457115,2.297291,0,G6
3,1110,0.488008,0.99553,20.062643,0,2.245775,2.403111,2.196668,0,G6
3,1110,0.50416,0.996446,22.757629,0,2.050643,2.286544,2.063041,0,G6
3,1110,0.457934,1.047211,21.377962,0,2.336784,2.531724,2.296187,0,G6
3,1110,0.374892,1.049552,20.55521,0,1.969477,2.13933,1.900911,0,G6
2,10001,0.701891,1.119819,65.847382,2.457427,0,0,0,2.737714,G7
1,10001,-0.820075,0.519808,1,2.00795,0,0,0,0,G7
1,10001,-0.818262,0.50776,1,1.861342,0,0,0,0,G7
2,10001,0.768414,1.142831,68.86422,2.50839,0,0,0,2.5989,G7
2,10001,0.785725,1.131886,71.958382,2.437953,0,0,0,2.74876,G7
2,10001,1.105771,1.018693,67.966751,2.764261,0,0,0,3.073532,G7
2,10001,0.548605,1.210535,65.299904,2.644329,0,0,0,2.993518,G7
2,10001,0.248988,1.114058,65.007561,2.150742,0,0,0,2.465016,G7
2,10001,0.527894,1.129908,65.652946,2.337716,0,0,0,2.564542,G7
2,10001,0.619472,1.119336,65.71978,2.408868,0,0,0,2.686135,G7
4,11001,0.485468,1.378346,19.692427,2.364511,3.499493,0,0,2.401753,G8
3,11001,0.955128,1.278494,26.485064,2.257071,3.340404,0,0,2.497936,G8
3,11001,0.766878,1.114626,26.629318,1.818459,2.820648,0,0,2.086836,G8
4,11001,1.305254,1.448913,20.762381,2.434068,3.620735,0,0,2.371606,G8
3,11001,0.937405,1.252518,25.938713,2.376041,3.513155,0,0,2.780068,G8
3,11001,0.633478,1.08734,26.409336,2.091201,3.115993,0,0,2.311466,G8
3,11001,0.961441,1.031569,27.467936,1.574285,2.535746,0,0,1.64341,G8
3,11001,1.20847,1.123564,26.583305,1.472061,2.50407,0,0,1.585721,G8
4,11001,1.363419,1.225177,18.89397,1.593968,2.814799,0,0,1.813369,G8
3,11001,0.977304,1.226979,25.939802,2.084312,3.111614,0,0,2.325379,G8
5,11111,0.835729,1.077653,9.527532,1.239722,2.295031,2.456929,2.271876,1.747492,G9
5,11111,0.911842,1.01224,9.668103,1.47153,2.568736,2.714351,2.519471,2.006902,G9
5,11111,1.011594,0.98381,9.613049,1.357605,2.435565,2.577415,2.393749,1.891648,G9
5,11111,0.799858,0.955558,9.570864,1.137495,2.247694,2.411663,2.225646,1.710008,G9
5,11111,0.800566,1.18467,9.555344,1.821177,2.900245,3.049588,2.873989,2.364183,G9
5,11111,0.98364,1.163117,9.51868,1.841502,2.869842,2.977826,2.789334,2.22542,G9
5,11111,0.788263,1.348693,9.576638,2.481262,3.435466,3.509477,3.323218,2.884544,G9
5,11111,0.839511,0.946905,9.988613,1.339436,2.36952,2.5109,2.3356,1.822936,G9
5,11111,0.599558,0.801616,9.809388,0.850618,1.909025,2.067713,1.870655,1.363011,G9
5,11111,0.929799,0.942135,9.195293,0.542044,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.445864,0.910312,26.168962,0,2.329199,2.46029,0,1.921464,G0
3,1101,0.479034,1.084308,26.312696,0,2.161692,2.313767,0,1.812873,G0
3,1101,0.726965,1.193354,27.028696,0,2.510314,2.666554,0,2.133013,G0
2,1101,0.67259,0.906126,36.385403,0,1.876821,1.576564,0,0,G0
3,1101,0.543432,1.018818,26.946838,0,2.456724,2.585765,0,2.025676,G0
3,1101,0.349437,0.830391,26.449289,0,2.170595,2.311467,0,1.794502,G0
3,1101,0.598121,0.959786,26.165817,0,1.739213,1.871524,0,1.276168,G0
3,1101,0.796306,1.082352,26.78388,0,1.930357,2.100502,0,1.545845,G0
3,1101,0.769418,1.114782,26.587257,0,2.221273,2.41489,0,1.872662,G0
3,1101,0.614263,1.065401,26.258286,0,2.354919,2.518441,0,1.986993,G0
1,1000,-0.012735,0.940489,1,0,1.350897,0,0,0,G2
1,1000,0.005355,0.902595,1,0,0.922587,0,0,0,G2
1,1000,0.202659,0.856856,1,0,0.833086,0,0,0,G2
1,1000,-0.297177,0.799869,1,0,0.972287,0,0,0,G2
1,1000,-0.127664,0.904606,1,0,1.338842,0,0,0,G2
1,1000,-0.005915,0.992813,1,0,1.430212,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,-0.106377,0.805535,1,0,0.893258,0,0,0,G2
1,1000,0.159143,0.808621,1,0,0.781765,0,0,0,G2
1,1,0.382613,0.428554,1,0,0,0,0,1.009142,G3
1,1,0.214919,0.776599,1,0,0,0,0,1.82482,G3
1,1,0.182696,0.594295,1,0,0,0,0,1.858459,G3
