@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,6,22'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute fingersAreas numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,1110,18.207529,G6
3,1110,18.219372,G6
3,1110,17.69631,G6
3,1110,17.821014,G6
3,1110,17.335661,G6
3,1110,17.592731,G6
3,1110,17.603882,G6
3,1110,17.810316,G6
3,10001,39.861755,G7
2,10001,82.571655,G7
2,10001,82.437241,G7
2,10001,82.739212,G7
2,10001,80.042664,G7
2,10001,78.914314,G7
2,10001,78.811905,G7
3,10001,40.46273,G7
3,10001,39.887405,G7
2,10001,79.482819,G7
3,11001,26.204308,G8
3,11001,24.79183,G8
3,11001,24.118744,G8
3,11001,25.001337,G8
3,11001,25.581793,G8
3,11001,28.661814,G8
2,11001,47.382343,G8
2,11001,48.159908,G8
2,11001,47.962708,G8
3,11001,29.155731,G8
5,11111,9.527705,G9
5,11111,8.633718,G9
5,11111,8.977702,G9
5,11111,8.315694,G9
4,11111,15.491269,G9
5,11111,9.337612,G9
5,11111,9.314081,G9
5,11111,9.637558,G9
5,11111,9.212627,G9
4,11111,15.011228,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1,0,1,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
2,1101,36.431053,G0
3,1101,23.114275,G0
3,1101,23.020868,G0
3,1101,24.162859,G0
4,1101,19.540651,G0
3,1101,24.14156,G0
3,1101,24.249035,G0
3,1101,24.816206,G0
3,1101,26.016773,G0
3,1101,21.662022,G0
1,1000,1,G2
2,1000,15.263703,G2
1,1000,1,G2
1,1000,1,G2
2,1000,15.096219,G2
1,1000,1,G2
1,1000,1,G2
1,1000,1,G2
1,1000,1,G2
1,1000,1,G2
1,1,1,G3
0,1,0,G3
1,1,1,G3
1,1,1,G3
1,1,1,G3
1,1,1,G3
2,1,39.014492,G3
2,1,18.054581,G3
1,1,1,G3
1,1,1,G3
2,11000,64.775955,G4
2,11000,72.325745,G4
2,11000,70.673332,G4
2,11000,64.577225,G4
2,11000,66.82843,G4
3,11000,16.852362,G4
2,11000,65.615578,G4
2,11000,64.435852,G4
3,11000,16.912418,G4
2,11000,64.698387,G4
2,1100,36.208942,G5
2,1100,36.89492,G5
2,1100,36.415234,G5
3,1100,16.216082,G5
2,1100,36.463387,G5
2,1100,37.810131,G5
2,1100,36.321648,G5
3,1100,24.371956,G5
3,1100,27.792711,G5
3,1100,14.700775,G5
3,1110,17.659349,G6
3,1110,19.670391,G6
3,1110,19.213182,G6
3,1110,18.47349,G6
3,1110,17.66643,G6
3,1110,17.778664,G6
3,1110,18.257576,G6
3,1110,18.060453,G6
3,1110,18.270853,G6
3,1110,18.136511,G6
3,10001,32.165939,G7
2,10001,72.363976,G7
2,10001,72.157265,G7
3,10001,37.974739,G7
3,10001,34.760662,G7
3,10001,31.771627,G7
2,10001,62.205849,G7
2,10001,63.946724,G7
2,10001,61.445362,G7
3,10001,32.17403,G7
3,11001,22.847958,G8
3,11001,23.77964,G8
3,11001,23.986782,G8
3,11001,24.346552,G8
3,11001,25.855455,G8
3,11001,25.085857,G8
3,11001,24.079029,G8
3,11001,24.72452,G8
3,11001,24.11879,G8
2,11001,38.858223,G8
5,11111,7.614478,G9
5,11111,8.807951,G9
5,11111,8.681292,G9
5,11111,6.667328,G9
5,11111,8.828945,G9
5,11111,9.387129,G9
5,11111,10.185197,G9
5,11111,8.834447,G9
5,11111,7.174205,G9
5,11111,8.426088,G9
2,0,35.591549,G1
0,0,0,G1
1,0,1,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
3,1101,24.088034,G0
3,1101,23.128529,G0
3,1101,23.32196,G0
2,1101,34.513943,G0
3,1101,23.88064,G0
3,1101,24.340282,G0
3,1101,24.066637,G0
2,1101,35.845936,G0
2,1101,35.715801,G0
3,1101,24.617819,G0
2,1000,52.631523,G2
0,1000,0,G2
0,1000,0,G2
1,1000,1,G2
0,1000,0,G2
1,1000,1,G2
1,1000,1,G2
1,1000,1,G2
1,1000,1,G2
1,1000,1,G2
1,1,1,G3
2,1,33.151272,G3
0,1,0,G3
1,1,1,G3
1,1,1,G3
1,1,1,G3
1,1,1,G3
1,1,1,G3
1,1,1,G3
1,1,1,G3
3,11000,10.288001,G4
2,11000,57.404831,G4
3,11000,12.263541,G4
2,11000,55.730202,G4
2,11000,58.169212,G4
2,11000,52.200359,G4
2,11000,52.062038,G4
3,11000,61.852562,G4
2,11000,51.770668,G4
3,11000,63.384914,G4
2,1100,26.076427,G5
2,1100,27.277973,G5
2,1100,27.534216,G5
2,1100,27.582676,G5
2,1100,26.975546,G5
2,1100,26.07238,G5
2,1100,28.225647,G5
3,1100,60.335289,G5
2,1100,27.032518,G5
2,1100,27.724827,G5
4,1110,33.358143,G6
3,1110,16.399914,G6
3,1110,16.156572,G6
3,1110,16.26786,G6
4,1110,25.080109,G6
3,1110,15.414824,G6
3,1110,13.936198,G6
3,1110,15.344725,G6
2,1110,14.859858,G6
3,1110,24.223589,G6
3,10001,30.709044,G7
2,10001,61.148945,G7
3,10001,29.931185,G7
2,10001,57.964828,G7
2,10001,58.989616,G7
3,10001,31.577063,G7
2,10001,57.580097,G7
2,10001,57.93148,G7
3,10001,114.413979,G7
3,10001,106.343872,G7
3,11001,20.997494,G8
3,11001,22.975052,G8
3,11001,21.786654,G8
3,11001,21.023575,G8
3,11001,20.612978,G8
3,11001,20.881372,G8
3,11001,21.139162,G8
3,11001,21.055159,G8
3,11001,20.682329,G8
3,11001,20.561441,G8
5,11111,8.656054,G9
5,11111,8.596058,G9
5,11111,8.835953,G9
5,11111,8.444284,G9
5,11111,8.210151,G9
5,11111,9.262285,G9
5,11111,9.08777,G9
5,11111,9.200364,G9
5,11111,8.893003,G9
5,11111,8.345312,G9
