@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R3,12-17,22'

@attribute ratio numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.011755,0,122.152695,146.870087,0,149.565918,0,G0
0.012031,0,154.161362,170.282288,0,160.810135,0,G0
0.012075,0,161.022964,173.053757,0,159.489426,0,G0
0.011871,0,153.145157,162.79071,0,153.677307,0,G0
0.012626,0,136.43338,150.424774,0,167.237518,0,G0
0.011668,0,160.930649,165.638809,0,152.706314,0,G0
0.011908,0,131.014282,146.538208,0,163.073898,0,G0
0.012328,0,151.760895,174.467575,0,156.389694,0,G0
0.012007,0,136.631256,159.077454,0,153.921677,0,G0
0.011619,0,151.930908,166.597595,0,152.433441,0,G0
0,0,117.830872,0,0,0,0,G2
0,0,124.01622,0,0,0,0,G2
0,0,99.012184,0,0,0,0,G2
0,0,108.854836,0,0,0,0,G2
0,0,116.867622,0,0,0,0,G2
0,0,123.869484,0,0,0,0,G2
0,0,108.005997,0,0,0,0,G2
0,0,123.10746,0,0,0,0,G2
0,0,117.661293,0,0,0,0,G2
0,0,120.214607,0,0,0,0,G2
1,0,0,0,0,153.240005,0,G3
1,0,0,0,0,164.761154,0,G3
1,0,0,0,0,168.078766,0,G3
1,0,0,0,0,162.679443,0,G3
0,0,0,0,0,127.188194,0,G3
0,0,0,0,0,122.43148,0,G3
0,0,0,0,0,117.232765,0,G3
1,0,0,0,0,174.11467,0,G3
1,0,0,0,0,165.992081,0,G3
1,0,0,0,0,168.846268,0,G3
0.010671,142.608719,148.192383,0,0,0,1.833169,G4
0.010359,143.073486,148.448898,0,0,0,1.966945,G4
0.011767,150.040131,158.813202,0,0,0,2.453563,G4
1,129.370483,101.740036,0,0,0,1.284406,G4
0.015074,134.741409,144.302246,0,0,0,1.931542,G4
1,132.729446,111.045799,0,0,0,1.361327,G4
0.010832,96.190529,94.471046,0,0,0,0.997638,G4
0.009896,143.167068,144.280884,0,0,0,1.679981,G4
0.010102,138.369598,143.082077,0,0,0,1.817721,G4
0.010755,123.471497,115.99469,0,0,0,1.355574,G4
0.019291,0,164.772385,129.48732,0,0,0,G5
1,0,132.595245,104.473389,0,0,0,G5
1,0,156.009399,117.700005,0,0,0,G5
0,0,106.560127,106.560127,0,0,0,G5
0.017318,0,151.676117,156.951569,0,0,0,G5
0.016626,0,153.199265,157.496521,0,0,0,G5
0.01844,0,123.998909,155.115494,0,0,0,G5
0.020647,0,131.238403,147.297638,0,0,0,G5
0,0,97.212585,97.212585,0,0,0,G5
0.018844,0,120.572609,140.596344,0,0,0,G5
0.013852,0,155.762787,174.664612,160.603378,0,0,G6
0.013305,0,160.43277,177.964325,162.069748,0,0,G6
0.014167,0,160.042892,172.119171,156.519913,0,0,G6
0.014455,0,163.955414,173.238983,159.029388,0,0,G6
0.013917,0,135.691483,169.216309,150.836426,0,0,G6
0.01544,0,168.189804,162.794006,150.833344,0,0,G6
0.020546,0,132.141464,157.12915,142.97287,0,0,G6
0.012939,0,143.782425,177.435913,145.139389,0,0,G6
0.013425,0,122.926132,171.615631,125.376953,0,0,G6
0.014434,0,149.371735,177.947098,154.68045,0,0,G6
0.010607,157.026794,0,0,0,153.350006,3.339941,G7
0.010792,146.514587,0,0,0,169.597565,2.726612,G7
0.039201,141.190231,0,0,0,156.662415,7.899304,G7
0.011007,149.355484,0,0,0,169.930374,2.926727,G7
0.010328,149.315277,0,0,0,145.518707,2.593138,G7
0.011457,160.500824,0,0,0,175.496185,4.11634,G7
0.012013,158.286575,0,0,0,157.155884,3.792433,G7
0.010542,155.760925,0,0,0,148.542328,2.945276,G7
0.011021,155.196793,0,0,0,155.151657,3.113246,G7
0.010978,141.745361,0,0,0,143.710739,2.266715,G7
0.011977,156.632645,164.539246,0,0,169.881058,3.803804,G8
0.010943,156.239243,170.082565,0,0,153.625641,3.288351,G8
0.010353,154.044998,166.31398,0,0,157.448502,3.106524,G8
0.011148,158.741974,167.550903,0,0,155.900726,3.275122,G8
0.010735,158.98764,168.152054,0,0,157.186798,3.630464,G8
0.011378,154.380402,165.007996,0,0,153.508881,3.10248,G8
0.010599,155.433182,165.591232,0,0,154.681854,3.32514,G8
0.010973,155.21788,166.664536,0,0,157.688614,3.234271,G8
0.010902,160.601257,169.14827,0,0,161.239502,3.933917,G8
0.01119,147.717117,157.342941,0,0,146.42836,2.693324,G8
0.00869,135.905396,161.007889,167.39743,141.484726,144.005966,1.500124,G9
0.008805,132.503952,150.907318,174.85965,139.668854,145.231857,1.264069,G9
0.00888,136.413696,163.732773,161.655243,138.475006,140.840363,1.686696,G9
0.008157,134.754211,154.727402,165.713821,142.605804,113.121742,1.461024,G9
0.008863,133.168564,155.615891,168.761368,137.969986,142.84166,1.459282,G9
0.008569,150.341232,162.578293,178.439911,155.639862,160.404373,2.232434,G9
0.008891,145.954193,162.125244,174.939102,155.371109,155.150055,2.020572,G9
0.008414,148.577805,168.449493,169.78627,155.011536,132.759094,2.253848,G9
0.008162,148.169388,165.013672,176.554276,160.483398,146.952118,2.016058,G9
0.008259,151.653885,176.84465,162.058411,150.301941,128.089996,2.400728,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.010997,0,154.413986,176.052948,0,149.486053,0,G0
0.010501,0,149.278839,171.116913,0,154.100296,0,G0
0.010776,0,152.211761,173.655716,0,153.296646,0,G0
0.011858,0,147.701248,151.05748,0,115.968414,0,G0
0.01071,0,159.827545,175.301086,0,151.545486,0,G0
0.010442,0,152.920975,172.272614,0,148.671677,0,G0
0.010727,0,151.555878,169.758896,0,154.090973,0,G0
0.011027,0,153.505051,173.31575,0,154.941483,0,G0
1,0,156.557526,113.655006,0,113.655006,0,G0
0.011043,0,159.936279,179.567032,0,153.572815,0,G0
1,0,79.437447,0,0,0,0,G2
1,0,100.066063,0,0,0,0,G2
1,0,94.925011,0,0,0,0,G2
1,0,95.667381,0,0,0,0,G2
0,0,95.155243,0,0,0,0,G2
1,0,114.375816,0,0,0,0,G2
1,0,93.815872,0,0,0,0,G2
0,0,84.578339,0,0,0,0,G2
0.016282,0,161.510056,0,0,0,0,G2
1,0,86.919395,0,0,0,0,G2
1,0,0,0,0,81.015839,0,G3
1,0,0,0,0,169.886032,0,G3
1,0,0,0,0,168.192474,0,G3
1,0,0,0,0,162.216324,0,G3
1,0,0,0,0,165.645172,0,G3
1,0,0,0,0,165.02327,0,G3
1,0,0,0,0,162.323685,0,G3
1,0,0,0,0,155.098389,0,G3
1,0,0,0,0,162.399307,0,G3
1,0,0,0,0,160.056046,0,G3
1,148.391205,114.919281,0,0,0,1.764658,G4
0.014551,135.580231,155.046463,0,0,0,1.913408,G4
0.014566,129.999664,145.751144,0,0,0,1.746719,G4
0.010941,131.238724,136.914108,0,0,0,1.491161,G4
0.011182,134.855652,140.517487,0,0,0,1.439109,G4
0.011336,132.316223,137.705414,0,0,0,1.268384,G4
0.011666,136.738449,137.165802,0,0,0,1.460993,G4
0.011657,113.796288,115.482895,0,0,0,1.109057,G4
0.01138,130.363647,141.108109,0,0,0,1.407744,G4
0.011634,143.686371,149.898972,0,0,0,1.768279,G4
0.019664,0,159.162155,156.901779,0,0,0,G5
0.014532,0,152.547195,158.476166,0,0,0,G5
0.015604,0,150.293945,160.575729,0,0,0,G5
1,0,99.920685,93.288712,0,0,0,G5
0.020069,0,160.231628,167.005524,0,0,0,G5
0.021022,0,152.269592,150.652481,0,0,0,G5
1,0,107.296066,95.278168,0,0,0,G5
0.019412,0,157.955429,165.458786,0,0,0,G5
0.01963,0,157.247971,163.017258,0,0,0,G5
0.019562,0,151.761902,163.56308,0,0,0,G5
0.013107,0,153.026871,177.035629,157.07312,0,0,G6
0.01544,0,161.354996,173.432892,167.177094,0,0,G6
0.015718,0,152.993439,173.979294,160.931259,0,0,G6
0.014902,0,160.653336,174.30098,162.617111,0,0,G6
0.015318,0,163.456039,175.007095,164.916046,0,0,G6
0.01588,0,161.811981,178.691193,169.36496,0,0,G6
0.013119,0,160.317123,177.33287,159.530838,0,0,G6
0.011717,0,150.934616,177.395935,157.330917,0,0,G6
0.012431,0,158.989349,177.59906,160.442383,0,0,G6
0.01289,0,155.897583,177.293472,155.1492,0,0,G6
0.0116,149.040085,0,0,0,146.485718,2.457427,G7
1,159.449646,0,0,0,115.350243,2.00795,G7
1,156.616699,0,0,0,112.32476,1.861342,G7
0.011294,149.224228,0,0,0,142.65799,2.50839,G7
0.010973,146.320358,0,0,0,145.153534,2.437953,G7
0.011744,153.694443,0,0,0,148.26355,2.764261,G7
0.011559,151.601334,0,0,0,151.544617,2.644329,G7
0.011198,145.224747,0,0,0,144.845673,2.150742,G7
0.011495,147.57576,0,0,0,143.927277,2.337716,G7
0.01161,148.184067,0,0,0,145.682709,2.408868,G7
0.01214,150.131882,166.04747,0,0,160.463821,2.364511,G8
0.010342,147.091049,177.272507,0,0,143.190796,2.257071,G8
0.010344,142.125412,172.072464,0,0,137.313522,1.818459,G8
0.01162,147.119446,169.16481,0,0,156.647369,2.434068,G8
0.010689,149.366379,170.140472,0,0,147.967316,2.376041,G8
0.010542,146.151352,173.200562,0,0,141.460373,2.091201,G8
0.010133,132.364365,173.690338,0,0,126.198151,1.574285,G8
0.010362,129.088806,169.878281,0,0,122.88015,1.472061,G8
0.011198,131.42363,168.193863,0,0,155.442154,1.593968,G8
0.010683,145.678482,174.788452,0,0,141.746063,2.084312,G8
0.009401,134.220596,157.9496,171.711044,156.565216,136.155518,1.239722,G9
0.009056,139.812759,164.794678,171.657211,158.81192,141.854996,1.47153,G9
0.00916,137.609558,163.820618,169.864365,156.453339,139.31813,1.357605,G9
0.009228,131.569824,157.356689,171.353546,155.391479,134.600113,1.137495,G9
0.00918,147.912994,167.590988,175.581238,164.474091,149.115067,1.821177,G9
0.009104,147.308411,170.897018,170.428162,159.656448,146.080673,1.841502,G9
0.009687,159.218933,172.949188,176.958496,168.227814,157.941162,2.481262,G9
0.009032,136.216583,160.100632,170.111938,156.184235,138.138382,1.339436,G9
0.009112,121.427231,148.172119,171.098495,143.845367,122.36618,0.850618,G9
0.009408,102.866615,128.490097,135.547409,111.932724,102.274124,0.542044,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.010461,0,149.990082,173.954575,0,152.270142,0,G0
0.010363,0,146.6875,174.466568,0,150.405289,0,G0
0.010171,0,152.700775,175.074478,0,155.026413,0,G0
0.015402,0,148.338196,155.210953,0,105.026192,0,G0
0.010308,0,151.211426,173.936127,0,153.118301,0,G0
0.010317,0,147.304459,174.858505,0,149.360184,0,G0
0.010817,0,128.9758,155.731644,0,129.321793,0,G0
0.010496,0,137.456039,158.5625,0,137.122009,0,G0
0.010388,0,145.999115,170.643005,0,148.76207,0,G0
0.010418,0,149.279236,171.825882,0,153.487,0,G0
1,0,144.276566,0,0,0,0,G2
1,0,100.217102,0,0,0,0,G2
1,0,95.298439,0,0,0,0,G2
1,0,105.239433,0,0,0,0,G2
1,0,145.279572,0,0,0,0,G2
1,0,136.597031,0,0,0,0,G2
0,0,98.594231,0,0,0,0,G2
0,0,99.170425,0,0,0,0,G2
1,0,94.985977,0,0,0,0,G2
1,0,85.743286,0,0,0,0,G2
1,0,0,0,0,98.407837,0,G3
1,0,0,0,0,171.740891,0,G3
1,0,0,0,0,170.013168,0,G3
1,0,0,0,0,173.550735,0,G3
1,0,0,0,0,165.628265,0,G3
1,0,0,0,0,150.836395,0,G3
1,0,0,0,0,35.816788,0,G3
1,0,0,0,0,170.748322,0,G3
1,0,0,0,0,168.562042,0,G3
1,0,0,0,0,167.101837,0,G3
0.011639,156.178024,152.339569,0,0,0,2.71989,G4
0.011862,145.743668,138.045349,0,0,0,1.772093,G4
0.011523,151.880783,146.253922,0,0,0,1.95555,G4
0.011721,144.876694,139.253571,0,0,0,1.699678,G4
0.012125,122.254471,118.618935,0,0,0,1.184319,G4
0.011791,138.020248,136.403076,0,0,0,1.582806,G4
0.011351,149.026505,137.463791,0,0,0,1.702291,G4
0.011431,139.443619,133.388092,0,0,0,1.558091,G4
0.011824,140.394547,129.601028,0,0,0,1.504868,G4
0.011446,138.66539,143.67424,0,0,0,1.610083,G4
0.016832,0,152.712128,162.438721,0,0,0,G5
0.016675,0,137.044556,147.886658,0,0,0,G5
0.017061,0,156.314102,166.016556,0,0,0,G5
1,0,148.139496,109.551384,0,0,0,G5
0.016956,0,135.560577,139.314056,0,0,0,G5
0.016701,0,152.000656,165.203598,0,0,0,G5
0.016971,0,135.273224,152.177521,0,0,0,G5
0,0,107.944557,107.944557,0,0,0,G5
1,0,120.664711,99.334045,0,0,0,G5
1,0,139.480194,101.178261,0,0,0,G5
0.012424,0,149.810684,157.619553,156.401718,0,0,G6
0.012309,0,157.000397,167.89502,159.208145,0,0,G6
0.012357,0,156.783646,166.78569,158.661575,0,0,G6
0.012571,0,159.976028,169.576782,160.491562,0,0,G6
0.012763,0,148.478943,173.050964,146.585007,0,0,G6
0.012316,0,141.592667,159.518143,139.051895,0,0,G6
0.012485,0,154.568298,158.059708,112.539734,0,0,G6
0.012216,0,159.037033,170.570984,157.041183,0,0,G6
0.012516,0,148.319366,171.640869,142.875366,0,0,G6
0.012445,0,141.105408,170.384827,139.014694,0,0,G6
0.010801,150.668594,0,0,0,150.995514,2.843188,G7
0.011388,140.308167,0,0,0,140.288681,2.092726,G7
1,161.851349,0,0,0,117.43277,2.119057,G7
0.0107,144.037247,0,0,0,146.765549,2.339879,G7
0.011124,136.850311,0,0,0,138.251663,1.962626,G7
0.011312,146.105255,0,0,0,145.654678,2.434276,G7
0.011173,153.144135,0,0,0,152.452271,3.047875,G7
0.010702,153.899704,0,0,0,156.791107,3.07845,G7
0.010932,146.143143,0,0,0,147.031784,2.424756,G7
0.010848,144.07576,0,0,0,143.409134,2.37546,G7
0.008996,135.183563,172.424942,0,0,138.202881,1.657535,G8
0.009281,131.409119,164.853638,0,0,130.854996,1.435573,G8
0.011168,146.205414,167.223846,0,0,166.823456,2.379813,G8
0.010148,144.602264,170.183136,0,0,147.566315,2.070174,G8
0.010693,131.46283,161.778687,0,0,156.37558,1.483056,G8
0.009052,136.684204,170.869324,0,0,138.510498,1.6683,G8
0.008512,147.342651,172.890701,0,0,150.749207,2.363547,G8
0.011354,148.180847,171.064087,0,0,165.906509,2.493868,G8
0.010163,126.685814,158.627579,0,0,125.453072,1.336743,G8
0.009547,104.501297,137.263962,0,0,105.432472,0.689022,G8
0.008783,153.900742,165.932053,177.010559,164.834259,152.633743,2.249883,G9
0.008426,133.000458,153.450333,171.449402,147.304703,131.042282,1.114731,G9
0.008556,150.800247,165.302719,178.403442,161.183517,148.188446,2.092188,G9
0.008185,160.543762,171.148972,178.936508,168.700562,159.054871,3.504861,G9
0.007362,150.1259,164.402603,172.989182,165.311371,153.017151,2.057277,G9
0.008676,152.219299,166.76535,179.301987,162.070877,150.289688,2.26689,G9
0.008685,154.400238,168.150208,179.499924,162.267639,151.272141,2.537408,G9
0.008776,156.454681,172.142029,176.217773,162.327774,153.205521,2.746417,G9
0.008702,162.086365,171.351151,179.085068,171.103348,161.267334,3.712925,G9
0.008956,155.372482,168.001755,179.053329,166.948303,156.316177,3.086761,G9
1,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
0.011307,0,161.340622,172.317764,0,158.97493,0,G0
0.010904,0,164.759888,173.767715,0,162.431763,0,G0
0.011255,0,163.000961,171.998108,0,162.200592,0,G0
0.011287,0,164.015533,172.588409,0,162.815109,0,G0
0.011129,0,164.182129,174.35054,0,161.032059,0,G0
0.011039,0,163.607239,173.943329,0,159.627289,0,G0
0.010968,0,153.623901,170.138519,0,151.100006,0,G0
0.011322,0,145.07692,162.141937,0,142.040039,0,G0
0.01158,0,152.240524,166.745941,0,149.380859,0,G0
0.011329,0,164.076157,171.779388,0,163.16539,0,G0
1,0,157.296005,0,0,0,0,G2
0,0,109.814468,0,0,0,0,G2
0,0,108.567009,0,0,0,0,G2
1,0,162.70639,0,0,0,0,G2
1,0,161.797882,0,0,0,0,G2
1,0,151.024033,0,0,0,0,G2
1,0,140.342773,0,0,0,0,G2
1,0,135.834869,0,0,0,0,G2
1,0,146.959106,0,0,0,0,G2
1,0,166.021713,0,0,0,0,G2
0.024133,0,0,0,0,163.649704,0,G3
0.023477,0,0,0,0,177.886765,0,G3
0.021554,0,0,0,0,177.153183,0,G3
1,0,0,0,0,171.506561,0,G3
1,0,0,0,0,174.895111,0,G3
1,0,0,0,0,174.891174,0,G3
1,0,0,0,0,163.366943,0,G3
1,0,0,0,0,119.09742,0,G3
0.039145,0,0,0,0,18.644205,0,G3
0.027346,0,0,0,0,55.218674,0,G3
0.010905,129.285919,138.336121,0,0,0,1.419267,G4
0.011146,160.464996,162.809982,0,0,0,3.048718,G4
0.017089,135.445175,155.483444,0,0,0,1.87831,G4
0.017418,139.398102,160.485596,0,0,0,2.023882,G4
0.011381,151.633301,158.923752,0,0,0,2.271867,G4
0.011122,148.185226,155.825806,0,0,0,2.047539,G4
0.013049,33.455364,28.33226,0,0,0,0.73462,G4
0.017487,81.81707,72.161972,0,0,0,0.577558,G4
0.01771,113.152206,139.096649,0,0,0,1.175649,G4
0.011279,123.611679,128.819275,0,0,0,1.291662,G4
0.014206,0,157.322037,169.118546,0,0,0,G5
0.014545,0,166.508057,174.650589,0,0,0,G5
0.025436,0,168.981995,170.749817,0,0,0,G5
0.01414,0,163.111115,171.683517,0,0,0,G5
0.028021,0,166.27475,165.905624,0,0,0,G5
0.02538,0,165.063629,166.400436,0,0,0,G5
0.02514,0,165.949646,168.05275,0,0,0,G5
0.023528,0,148.145294,144.631378,0,0,0,G5
0.023566,0,162.577728,160.291977,0,0,0,G5
0.023388,0,163.670395,163.348419,0,0,0,G5
0.0158,0,101.043854,157.21637,101.784325,0,0,G6
0.015035,0,168.06868,176.964478,168.646957,0,0,G6
0.014336,0,158.142014,172.355759,157.698914,0,0,G6
0.015322,0,147.260864,172.22226,146.605148,0,0,G6
0.015003,0,162.207825,174.699402,162.610794,0,0,G6
0.014944,0,165.263382,174.925446,166.161316,0,0,G6
0.015104,0,166.055908,179.074646,165.715683,0,0,G6
0.015812,0,155.580383,179.418854,157.456482,0,0,G6
0.016373,0,76.782265,52.488419,75.640358,0,0,G6
0.016061,0,106.691628,143.283234,105.905281,0,0,G6
0.010642,147.239105,0,0,0,146.161774,2.441465,G7
0.010463,149.884735,0,0,0,148.098679,2.898259,G7
0.010477,155.848587,0,0,0,155.267761,3.48885,G7
0.010356,137.741837,0,0,0,137.237549,2.14554,G7
0.011348,104.060066,0,0,0,129.37352,1.310523,G7
0.012521,93.149887,0,0,0,99.399506,1.142563,G7
0.011754,102.822296,0,0,0,122.64193,1.32374,G7
0.01052,126.412689,0,0,0,123.27182,1.756464,G7
0.010421,139.598236,0,0,0,136.768402,2.118911,G7
0.010648,148.094772,0,0,0,147.073456,2.517555,G7
0.010382,158.480637,176.085068,0,0,155.626785,2.95488,G8
0.009778,149.907608,178.674545,0,0,152.011536,2.537693,G8
0.009836,137.267517,174.866577,0,0,139.512024,1.916413,G8
0.010311,148.49733,174.560974,0,0,149.212677,2.369776,G8
0.010131,155.612701,175.714432,0,0,155.168549,3.012095,G8
0.01019,155.606888,176.425812,0,0,154.876266,3.005118,G8
0.010273,137.38147,171.604599,0,0,136.647079,1.841751,G8
0.009943,119.251945,162.857666,0,0,119.555695,1.294873,G8
0.010788,145.856598,168.216858,0,0,163.80484,2.413974,G8
0.012367,105.361229,123.62587,0,0,120.353752,0.771953,G8
0.009987,89.999756,89.999458,89.999298,89.999619,89.999756,0.174774,G9
0.008943,155.253113,170.444336,173.939453,167.271011,158.543335,2.643448,G9
0.008941,128.507248,155.721542,161.872971,148.446762,133.622025,1.201961,G9
0.008798,147.790207,167.516266,171.039551,162.523392,151.586609,2.046345,G9
0.008872,120.306122,148.841354,156.972763,140.336182,124.915314,0.94206,G9
0.00901,115.468849,140.062988,149.177109,134.8992,119.705872,0.804654,G9
0.008726,140.598892,162.170227,166.559143,157.991989,145.019211,1.646035,G9
0.00866,150.684158,167.883575,170.556549,164.196899,154.064987,2.231783,G9
0.009008,150.660873,166.730942,170.687378,164.652679,154.545059,2.234489,G9
0.009706,125.240036,148.63356,155.559708,142.707886,127.203087,0.93039,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.014926,0,163.313141,157.572006,0,112.381203,0,G0
0.013496,0,153.959274,169.990997,0,165.125107,0,G0
0.013251,0,159.629929,169.093124,0,163.434418,0,G0
0.012943,0,156.659882,174.244995,0,163.506058,0,G0
0.014201,0,154.977585,176.342056,0,167.394043,0,G0
0.013723,0,164.294754,175.276642,0,163.801163,0,G0
0.014019,0,162.750473,172.860138,0,161.783951,0,G0
0.011053,0,150.473404,163.456894,0,150.234329,0,G0
0.010994,0,161.838943,173.370743,0,160.200562,0,G0
0.01129,0,163.904968,170.908859,0,160.845108,0,G0
0,0,127.964478,0,0,0,0,G2
1,0,169.988449,0,0,0,0,G2
0.00964,0,164.400253,0,0,0,0,G2
0,0,133.505859,0,0,0,0,G2
0,0,130.991837,0,0,0,0,G2
0.018964,0,171.377441,0,0,0,0,G2
0,0,132.267334,0,0,0,0,G2
1,0,173.683914,0,0,0,0,G2
1,0,169.609329,0,0,0,0,G2
1,0,170.278381,0,0,0,0,G2
1,0,0,0,0,173.300598,0,G3
1,0,0,0,0,168.734695,0,G3
1,0,0,0,0,171.00441,0,G3
1,0,0,0,0,171.001312,0,G3
1,0,0,0,0,164.872604,0,G3
1,0,0,0,0,165.899384,0,G3
1,0,0,0,0,171.651367,0,G3
1,0,0,0,0,173.262527,0,G3
1,0,0,0,0,169.016296,0,G3
1,0,0,0,0,169.171112,0,G3
0.010681,109.204361,114.115898,0,0,0,1.017553,G4
0.010645,157.163895,155.012054,0,0,0,2.798666,G4
0.01056,142.87532,146.652206,0,0,0,1.939546,G4
0.010659,126.600418,128.648697,0,0,0,1.390816,G4
0.01047,143.8629,146.420197,0,0,0,1.934932,G4
0.010476,141.976425,145.376938,0,0,0,1.840978,G4
0.01065,122.437637,131.706284,0,0,0,1.265163,G4
0.010661,122.251381,127.043343,0,0,0,1.290655,G4
0.017065,134.402847,153.865128,0,0,0,1.890787,G4
0.016712,102.188873,115.340996,0,0,0,0.902407,G4
0.016788,0,156.728836,157.763153,0,0,0,G5
0.016886,0,168.98143,168.635223,0,0,0,G5
0.017352,0,168.317612,168.511566,0,0,0,G5
0.01326,0,149.981369,175.711517,0,0,0,G5
0.016477,0,164.476639,163.448318,0,0,0,G5
0.016847,0,152.275177,158.358612,0,0,0,G5
0.016809,0,116.658279,135.784607,0,0,0,G5
0.018528,0,170.061966,172.484558,0,0,0,G5
0.017781,0,163.876434,168.40979,0,0,0,G5
0.017231,0,164.235016,165.507813,0,0,0,G5
0.015592,0,138.211761,171.83847,137.981613,0,0,G6
0.016209,0,149.618286,167.49527,160.396805,0,0,G6
0.01567,0,164.68425,176.311234,166.636063,0,0,G6
0.014326,0,162.709,173.865051,164.862595,0,0,G6
0.014515,0,94.128799,98.312462,94.991013,0,0,G6
0.012976,0,153.437592,172.336411,155.097672,0,0,G6
0.012967,0,161.439697,174.80191,161.476852,0,0,G6
0.013893,0,164.131226,175.652222,164.972198,0,0,G6
0.011418,0,115.063995,132.807144,152.381256,0,0,G6
0.014028,0,165.078522,176.044708,165.642166,0,0,G6
0.010612,137.425369,0,0,0,172.701981,2.33742,G7
0.010154,144.95314,0,0,0,175.115402,2.436615,G7
0.010363,154.325699,0,0,0,154.0159,3.351578,G7
0.010019,154.423309,0,0,0,156.210602,3.344792,G7
0.010007,145.399094,0,0,0,150.443222,2.615469,G7
0.010192,148.308945,0,0,0,142.893677,2.716789,G7
0.009714,147.573318,0,0,0,174.962601,2.669241,G7
0.0115,156.227722,0,0,0,175.998642,4.139066,G7
0.00987,129.131973,0,0,0,177.246353,1.855858,G7
0.010257,112.155945,0,0,0,173.972748,1.419323,G7
0.010319,146.550705,163.570297,0,0,149.973877,2.297894,G8
0.009411,155.074615,167.062149,0,0,155.797607,2.767782,G8
0.009746,155.126083,167.427872,0,0,156.861847,3.041061,G8
0.009429,133.264969,155.18512,0,0,134.640335,1.562639,G8
0.009713,149.671906,163.21315,0,0,151.209747,2.51206,G8
0.009941,136.591568,158.855927,0,0,138.992142,1.703199,G8
0.01037,146.596649,161.371613,0,0,148.357452,2.351192,G8
0.010276,136.047607,152.707016,0,0,138.286896,1.76306,G8
0.010529,127.731041,144.199234,0,0,128.436478,1.480163,G8
0.010406,148.128326,163.506897,0,0,150.566574,2.486948,G8
0.008084,138.654678,163.387695,173.650223,156.365814,145.343475,1.531672,G9
0.008211,143.722519,167.816238,175.519089,161.139465,151.216568,1.770014,G9
0.008098,137.295746,164.595673,175.088028,158.451981,146.128571,1.445141,G9
0.008204,146.417358,168.718384,175.517059,162.581223,152.874191,1.942096,G9
0.008105,138.432236,163.403839,175.131546,158.541183,146.605347,1.415563,G9
0.007831,139.377716,165.295532,176.544342,160.007858,148.250595,1.555959,G9
0.008011,136.194504,167.98584,168.691528,151.093994,141.294708,1.458093,G9
0.007937,149.768112,168.683075,177.104172,165.125702,156.197403,2.197734,G9
0.007892,144.141785,167.175308,175.697296,160.717194,150.751556,1.803062,G9
0.008156,146.83577,167.954468,175.162354,161.709534,152.199478,1.985048,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.024175,0,171.544647,176.717163,0,125.928978,0,G0
0.013,0,163.625015,174.354645,0,165.139648,0,G0
0.013446,0,160.086807,173.97673,0,162.229675,0,G0
0.013456,0,165.686432,174.89653,0,167.78476,0,G0
0.012738,0,165.114899,176.808853,0,166.764359,0,G0
0.013126,0,154.619171,174.109283,0,156.546158,0,G0
0.012857,0,153.145767,173.657135,0,153.839874,0,G0
0.01325,0,121.333176,153.840942,0,120.798889,0,G0
0.013314,0,155.591034,174.128189,0,158.559586,0,G0
0.013604,0,164.628204,176.796249,0,165.029724,0,G0
0,0,100.948578,0,0,0,0,G2
0,0,106.038559,0,0,0,0,G2
0,0,106.402267,0,0,0,0,G2
1,0,151.340164,0,0,0,0,G2
