@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,3,4,5,18-22'

@attribute numFingers numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
2,0.013521,0.402733,0.679362,2.143939,0,0,0,G4
2,0.011151,-0.211578,0.869945,2.881587,0,0,0,G4
2,0.012976,0.20852,0.954483,2.4291,0,0,0,G4
2,0.013781,0.6976,0.678877,1.16707,0,0,0,G4
1,1,0.446533,0.420077,0,0,0,0,G4
2,0.024069,0.317808,0.572572,1.02083,0,0,0,G5
2,0.021582,0.21086,0.785725,1.610657,0,0,0,G5
2,0.020918,0.354287,1.157577,1.640749,0,0,0,G5
0,0,0,0,0,0,0,0,G5
2,0.02335,0.01223,0.734557,1.738286,0,0,0,G5
2,0.023011,0.229529,0.676725,1.997056,0,0,0,G5
2,0.023433,0.26645,0.711991,1.439554,0,0,0,G5
3,0.03708,0.800136,1.109469,1.234775,2.711801,0,0,G5
0,0,0,0,0,0,0,0,G5
0,0,0,0,0,0,0,0,G5
2,0.029199,-0.043368,0.636413,1.466297,0,0,0,G6
3,0.019888,0.511672,0.889369,2.312101,2.157485,0,0,G6
1,1,-0.489108,0.570999,0,0,0,0,G6
3,0.019445,0.481586,0.950306,2.461677,2.198257,0,0,G6
3,0.019722,0.43352,0.825631,2.052802,1.807447,0,0,G6
2,0.024261,0.508264,0.909745,1.033499,0,0,0,G6
3,0.021595,0.622914,0.966036,2.702308,2.228577,0,0,G6
1,1,0.004846,0.791876,0,0,0,0,G6
1,1,-0.563037,0.54199,0,0,0,0,G6
3,0.020074,0.184303,0.889428,2.541336,2.300484,0,0,G6
2,0.016136,1.172664,0.473931,0.189126,0,0,0,G7
2,0.012156,1.219794,1.121157,0.641166,0,0,0,G7
0,0,0,0,0,0,0,0,G7
1,1,-0.152401,0.136272,0,0,0,0,G7
2,0.010072,1.045063,0.33766,0.181889,0,0,0,G7
2,0.010905,1.187844,0.367019,0.500134,0,0,0,G7
0,0,0,0,0,0,0,0,G7
2,0.010467,1.172019,0.706372,0.790985,0,0,0,G7
2,0.010653,1.116929,0.576606,0.400748,0,0,0,G7
2,0.01051,1.323805,0.52991,0.246611,0,0,0,G7
3,0.010541,0.89502,0.971917,4.201895,3.589105,0,0,G8
3,0.011822,0.857352,1.302132,5.474811,4.758352,0,0,G8
2,0.015422,-0.245824,0.975185,3.744194,0,0,0,G8
2,0.017883,-0.206555,0.721539,2.773104,0,0,0,G8
3,0.011711,0.644384,0.877267,3.88082,3.13008,0,0,G8
3,0.011191,0.731228,0.768287,4.55499,3.808392,0,0,G8
3,0.011619,1.015224,0.791049,6.948523,6.150044,0,0,G8
2,0.015418,0.221916,0.705051,5.623022,0,0,0,G8
3,0.010716,0.887352,0.935331,6.914099,6.290797,0,0,G8
3,0.011375,1.033524,1.031711,6.020041,5.137407,0,0,G8
5,0.009301,1.074907,0.908757,3.467142,3.42099,3.247894,2.651787,G9
5,0.010669,1.392195,1.385827,4.331477,4.479289,4.214166,3.448234,G9
5,0.009081,0.94556,0.861541,3.084621,3.221116,3.054302,2.562638,G9
5,0.009167,0.939469,1.090867,5.105647,5.120188,4.926242,4.246762,G9
5,0.009374,0.943199,0.798409,1.97503,2.01991,1.812495,1.255303,G9
4,0.010555,0.896367,0.941229,2.098935,2.041083,1.80605,0,G9
5,0.009925,0.667916,1.119402,4.696747,4.803766,4.735086,4.276867,G9
5,0.009157,0.58002,1.052011,7.086591,7.203006,7.151492,6.706867,G9
5,0.009493,1.052728,0.948001,6.340759,6.365201,6.127171,5.617724,G9
5,0.009193,0.936526,0.877846,4.566732,4.599581,4.503874,3.978602,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,1,0.556589,-0.371725,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,0.011755,0.598957,1.025194,1.679687,1.332674,0,0,G0
3,0.012031,0.553095,1.148941,2.505263,2.023229,0,0,G0
3,0.012075,0.616175,1.146282,2.666659,2.159433,0,0,G0
3,0.011871,0.612207,1.153117,2.285386,1.775265,0,0,G0
3,0.012626,0.463449,1.17592,2.021174,1.665006,0,0,G0
3,0.011668,0.705224,1.15498,2.424119,1.833871,0,0,G0
3,0.011908,0.483673,1.150069,1.869291,1.527964,0,0,G0
3,0.012328,0.628469,1.096475,2.244421,1.813531,0,0,G0
3,0.012007,0.528844,1.04504,1.925906,1.527198,0,0,G0
3,0.011619,0.721161,1.052926,2.235826,1.758586,0,0,G0
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,0.467396,0.606668,0,0,0,0,G3
1,1,0.461049,0.674613,0,0,0,0,G3
1,1,0.486204,0.695482,0,0,0,0,G3
1,1,0.466035,0.661723,0,0,0,0,G3
0,0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,G3
1,1,0.270761,0.709123,0,0,0,0,G3
1,1,0.231942,0.704317,0,0,0,0,G3
1,1,0.384351,0.690093,0,0,0,0,G3
2,0.010671,-0.009127,1.031965,2.137151,0,0,0,G4
2,0.010359,-0.182513,1.126038,2.314631,0,0,0,G4
2,0.011767,-0.239257,1.089101,2.880613,0,0,0,G4
1,1,-0.890757,0.076166,0,0,0,0,G4
3,0.015074,0.274832,1.300608,2.476516,1.548451,0,0,G4
1,1,-0.968462,0.04864,0,0,0,0,G4
2,0.010832,0.182582,1.123193,1.133746,0,0,0,G4
2,0.009896,-0.090671,1.058137,2.040292,0,0,0,G4
2,0.010102,-0.064743,1.041764,2.142984,0,0,0,G4
2,0.010755,0.172381,1.156947,1.551723,0,0,0,G4
2,0.019291,0.552577,0.766375,1.286835,0,0,0,G5
1,1,0.234747,0.769145,0,0,0,0,G5
1,1,0.347492,0.712485,0,0,0,0,G5
0,0,0,0,0,0,0,0,G5
2,0.017318,0.402656,0.898188,1.721081,0,0,0,G5
2,0.016626,0.407046,0.951567,1.734795,0,0,0,G5
2,0.01844,0.239673,0.747147,1.294113,0,0,0,G5
2,0.020647,0.312447,0.746853,1.305939,0,0,0,G5
0,0,0,0,0,0,0,0,G5
2,0.018844,0.415659,0.807061,1.25409,0,0,0,G5
3,0.013852,0.582497,0.974883,2.153533,1.995845,0,0,G6
3,0.013305,0.59541,0.941199,2.442055,2.246718,0,0,G6
3,0.014167,0.532532,0.919969,2.077801,1.916269,0,0,G6
3,0.014455,0.623132,0.912956,2.298096,2.077478,0,0,G6
3,0.013917,0.4485,0.886854,1.66833,1.480218,0,0,G6
3,0.01544,0.62582,0.844682,2.019825,1.759594,0,0,G6
3,0.020546,0.483239,0.845279,1.310956,1.256135,0,0,G6
3,0.012939,0.740884,0.74577,1.775795,1.605941,0,0,G6
3,0.013425,0.750233,0.954471,1.584066,1.294743,0,0,G6
3,0.014434,0.791949,1.030164,2.251905,1.984155,0,0,G6
2,0.010607,0.943968,0.900033,3.142388,0,0,0,G7
3,0.010792,1.077569,1.191589,2.653922,2.880503,0,0,G7
3,0.039201,3.403178,2.90838,0.964787,9.783976,0,0,G7
3,0.011007,1.058594,1.082551,2.764261,2.89045,0,0,G7
2,0.010328,1.095505,1.098608,2.570461,0,0,0,G7
3,0.011457,1.006503,1.010494,3.983932,4.172822,0,0,G7
2,0.012013,1.069142,0.976073,3.9326,0,0,0,G7
2,0.010542,0.981127,1.038161,2.684536,0,0,0,G7
2,0.011021,0.885921,0.942478,3.192102,0,0,0,G7
2,0.010978,0.849016,0.882407,2.425123,0,0,0,G7
4,0.011977,1.227301,1.255788,4.764359,3.880919,4.396766,0,G8
3,0.010943,0.992309,1.308586,4.097537,3.117222,0,0,G8
3,0.010353,0.677979,0.996916,4.031798,3.459741,0,0,G8
3,0.011148,1.123231,1.182118,4.222198,3.638376,0,0,G8
3,0.010735,0.974945,1.202946,4.287391,3.475688,0,0,G8
3,0.011378,1.000095,1.189858,3.915275,3.114105,0,0,G8
3,0.010599,0.930347,1.188416,3.855591,2.969091,0,0,G8
3,0.010973,0.750694,1.178473,3.97739,3.212373,0,0,G8
3,0.010902,0.791638,1.195559,4.61943,3.876088,0,0,G8
3,0.01119,0.925355,0.970092,3.191657,2.373737,0,0,G8
5,0.00869,1.127704,1.287582,2.649596,2.737096,1.964551,2.425604,G9
5,0.008805,1.1819,1.328144,2.549188,2.719091,1.952886,2.46722,G9
5,0.00888,1.383087,1.31177,2.785559,2.799219,1.841744,2.370723,G9
4,0.008157,1.049647,1.216364,2.495109,2.557856,2.205323,0,G9
5,0.008863,1.346604,1.365156,2.684768,2.793168,1.872318,2.433289,G9
5,0.008569,1.247788,1.366577,3.487632,3.696452,2.991677,3.503557,G9
5,0.008891,1.202673,1.346891,3.255954,3.460378,2.607853,3.168638,G9
4,0.008414,0.883985,1.306442,3.248523,3.31209,2.819771,0,G9
5,0.008162,1.361782,1.33326,3.25262,3.401956,3.194432,2.644456,G9
4,0.008259,1.007664,1.23662,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,0.010997,0.597382,1.090625,2.331832,1.754914,0,0,G0
3,0.010501,0.681706,1.115472,2.427099,1.933388,0,0,G0
3,0.010776,0.686494,1.112508,2.528678,1.965183,0,0,G0
2,0.011858,0.505489,0.98304,1.949924,0,0,0,G0
3,0.01071,0.809986,1.013495,2.668672,2.077415,0,0,G0
3,0.010442,0.848038,0.979701,2.462442,1.884354,0,0,G0
3,0.010727,0.606749,1.070896,2.474867,1.965286,0,0,G0
3,0.011027,0.564187,1.072848,2.480407,1.967646,0,0,G0
1,1,-0.360713,0.796177,0,0,0,0,G0
3,0.011043,0.68375,1.139601,2.587882,1.998994,0,0,G0
1,1,-0.324908,0.904879,0,0,0,0,G2
1,1,-0.244712,0.830004,0,0,0,0,G2
1,1,-0.085464,0.933874,0,0,0,0,G2
1,1,-0.302308,0.834286,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,-0.20352,0.941433,0,0,0,0,G2
1,1,-0.217339,0.958562,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
2,0.016282,0.074399,1.373732,1.731921,0,0,0,G2
1,1,-0.157849,0.851933,0,0,0,0,G2
1,1,0.330429,0.688457,0,0,0,0,G3
1,1,0.174462,0.968013,0,0,0,0,G3
1,1,0.285143,0.931877,0,0,0,0,G3
1,1,0.411038,0.877188,0,0,0,0,G3
1,1,0.234592,0.89396,0,0,0,0,G3
1,1,0.134083,0.867564,0,0,0,0,G3
1,1,0.04225,0.848933,0,0,0,0,G3
1,1,0.286535,0.843853,0,0,0,0,G3
1,1,0.382666,0.771164,0,0,0,0,G3
1,1,0.296203,0.754998,0,0,0,0,G3
1,1,-0.965539,0.259996,0,0,0,0,G4
3,0.014551,0.119147,1.471787,2.763506,1.882963,0,0,G4
3,0.014566,0.231276,1.474227,2.481959,1.613256,0,0,G4
2,0.010941,-0.14338,1.251474,1.903705,0,0,0,G4
2,0.011182,-0.373114,1.230959,1.909232,0,0,0,G4
2,0.011336,-0.547359,1.153618,1.774987,0,0,0,G4
2,0.011666,-0.176782,1.184002,1.817703,0,0,0,G4
2,0.011657,0.001529,1.113585,1.506748,0,0,0,G4
2,0.01138,-0.272443,1.165923,1.917948,0,0,0,G4
2,0.011634,-0.230886,1.181201,2.214837,0,0,0,G4
2,0.019664,0.092056,0.831786,1.650699,0,0,0,G5
2,0.014532,0.274169,0.943422,1.923573,0,0,0,G5
2,0.015604,0.224598,0.910117,1.820373,0,0,0,G5
1,1,-0.106119,0.920849,0,0,0,0,G5
2,0.020069,0.08176,0.927262,1.869305,0,0,0,G5
2,0.021022,0.301604,0.943595,1.607996,0,0,0,G5
1,1,0.170835,0.887789,0,0,0,0,G5
2,0.019412,0.11474,0.879447,1.798481,0,0,0,G5
2,0.01963,0.10985,0.876255,1.733206,0,0,0,G5
2,0.019562,0.018719,0.855967,1.642731,0,0,0,G5
3,0.013107,0.413602,0.942145,2.201002,1.982784,0,0,G6
3,0.01544,0.377758,0.95909,2.608777,2.453556,0,0,G6
3,0.015718,0.298367,0.924589,2.11624,1.918045,0,0,G6
3,0.014902,0.459313,1.004657,2.530725,2.330842,0,0,G6
3,0.015318,0.491706,1.007633,2.629942,2.44507,0,0,G6
3,0.01588,0.256337,1.007552,2.457115,2.297291,0,0,G6
3,0.013119,0.488008,0.99553,2.403111,2.196668,0,0,G6
3,0.011717,0.50416,0.996446,2.286544,2.063041,0,0,G6
3,0.012431,0.457934,1.047211,2.531724,2.296187,0,0,G6
3,0.01289,0.374892,1.049552,2.13933,1.900911,0,0,G6
2,0.0116,0.701891,1.119819,2.737714,0,0,0,G7
1,1,-0.820075,0.519808,0,0,0,0,G7
1,1,-0.818262,0.50776,0,0,0,0,G7
2,0.011294,0.768414,1.142831,2.5989,0,0,0,G7
2,0.010973,0.785725,1.131886,2.74876,0,0,0,G7
2,0.011744,1.105771,1.018693,3.073532,0,0,0,G7
2,0.011559,0.548605,1.210535,2.993518,0,0,0,G7
2,0.011198,0.248988,1.114058,2.465016,0,0,0,G7
2,0.011495,0.527894,1.129908,2.564542,0,0,0,G7
2,0.01161,0.619472,1.119336,2.686135,0,0,0,G7
4,0.01214,0.485468,1.378346,3.499493,2.401753,2.976589,0,G8
3,0.010342,0.955128,1.278494,3.340404,2.497936,0,0,G8
3,0.010344,0.766878,1.114626,2.820648,2.086836,0,0,G8
4,0.01162,1.305254,1.448913,3.620735,2.371606,2.890845,0,G8
3,0.010689,0.937405,1.252518,3.513155,2.780068,0,0,G8
3,0.010542,0.633478,1.08734,3.115993,2.311466,0,0,G8
3,0.010133,0.961441,1.031569,2.535746,1.64341,0,0,G8
3,0.010362,1.20847,1.123564,2.50407,1.585721,0,0,G8
4,0.011198,1.363419,1.225177,2.814799,1.813369,1.99695,0,G8
3,0.010683,0.977304,1.226979,3.111614,2.325379,0,0,G8
5,0.009401,0.835729,1.077653,2.295031,2.456929,2.271876,1.747492,G9
5,0.009056,0.911842,1.01224,2.568736,2.714351,2.519471,2.006902,G9
5,0.00916,1.011594,0.98381,2.435565,2.577415,2.393749,1.891648,G9
5,0.009228,0.799858,0.955558,2.247694,2.411663,2.225646,1.710008,G9
5,0.00918,0.800566,1.18467,2.900245,3.049588,2.873989,2.364183,G9
5,0.009104,0.98364,1.163117,2.869842,2.977826,2.789334,2.22542,G9
5,0.009687,0.788263,1.348693,3.435466,3.509477,3.323218,2.884544,G9
5,0.009032,0.839511,0.946905,2.36952,2.5109,2.3356,1.822936,G9
5,0.009112,0.599558,0.801616,1.909025,2.067713,1.870655,1.363011,G9
5,0.009408,0.929799,0.942135,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,0.010461,0.445864,0.910312,2.46029,1.921464,0,0,G0
3,0.010363,0.479034,1.084308,2.313767,1.812873,0,0,G0
3,0.010171,0.726965,1.193354,2.666554,2.133013,0,0,G0
2,0.015402,0.67259,0.906126,1.576564,0,0,0,G0
3,0.010308,0.543432,1.018818,2.585765,2.025676,0,0,G0
3,0.010317,0.349437,0.830391,2.311467,1.794502,0,0,G0
3,0.010817,0.598121,0.959786,1.871524,1.276168,0,0,G0
3,0.010496,0.796306,1.082352,2.100502,1.545845,0,0,G0
3,0.010388,0.769418,1.114782,2.41489,1.872662,0,0,G0
3,0.010418,0.614263,1.065401,2.518441,1.986993,0,0,G0
1,1,-0.012735,0.940489,0,0,0,0,G2
1,1,0.005355,0.902595,0,0,0,0,G2
1,1,0.202659,0.856856,0,0,0,0,G2
1,1,-0.297177,0.799869,0,0,0,0,G2
1,1,-0.127664,0.904606,0,0,0,0,G2
1,1,-0.005915,0.992813,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,-0.106377,0.805535,0,0,0,0,G2
1,1,0.159143,0.808621,0,0,0,0,G2
1,1,0.382613,0.428554,0,0,0,0,G3
1,1,0.214919,0.776599,0,0,0,0,G3
1,1,0.182696,0.594295,0,0,0,0,G3
1,1,-0.280551,0.586515,0,0,0,0,G3
1,1,0.305531,0.478185,0,0,0,0,G3
1,1,0.417575,0.360722,0,0,0,0,G3
1,1,0.412537,0.407221,0,0,0,0,G3
1,1,-0.067955,0.629562,0,0,0,0,G3
1,1,0.042513,0.652679,0,0,0,0,G3
1,1,0.380809,0.53114,0,0,0,0,G3
2,0.011639,-0.909986,0.859095,2.226848,0,0,0,G4
2,0.011862,0.087269,1.282806,2.091455,0,0,0,G4
2,0.011523,-0.486802,1.160692,2.309088,0,0,0,G4
2,0.011721,-0.045499,1.05981,2.10137,0,0,0,G4
2,0.012125,0.10864,0.677994,1.629287,0,0,0,G4
2,0.011791,-0.06354,1.268584,1.988332,0,0,0,G4
2,0.011351,-0.314816,1.308857,1.993403,0,0,0,G4
2,0.011431,-0.289388,1.104593,1.887173,0,0,0,G4
2,0.011824,0.413275,1.065004,1.825598,0,0,0,G4
2,0.011446,-0.778183,0.934078,2.089965,0,0,0,G4
2,0.016832,0.168277,0.900112,1.696082,0,0,0,G5
2,0.016675,0.433333,0.901322,1.612026,0,0,0,G5
2,0.017061,-0.012718,0.709856,1.956828,0,0,0,G5
1,1,0.181923,0.829421,0,0,0,0,G5
2,0.016956,0.490639,0.932993,1.485219,0,0,0,G5
2,0.016701,0.315048,0.945703,1.79561,0,0,0,G5
2,0.016971,-0.059789,0.802615,1.55432,0,0,0,G5
0,0,0,0,0,0,0,0,G5
1,1,0.287377,0.721637,0,0,0,0,G5
1,1,0.480632,0.638595,0,0,0,0,G5
3,0.012424,0.081234,0.928371,1.935494,1.740907,0,0,G6
3,0.012309,0.42676,1.103648,2.233067,1.997889,0,0,G6
3,0.012357,0.172185,0.961613,2.168793,1.965827,0,0,G6
3,0.012571,0.608557,0.988794,2.436686,2.202429,0,0,G6
3,0.012763,0.46298,1.02717,2.018919,1.673655,0,0,G6
3,0.012316,0.092397,0.936006,1.681442,1.389185,0,0,G6
2,0.012485,0.192309,0.686904,2.028868,0,0,0,G6
3,0.012216,0.647684,0.855413,2.391707,2.120616,0,0,G6
3,0.012516,0.65487,0.941777,2.04029,1.663921,0,0,G6
3,0.012445,0.141944,0.963241,1.785106,1.438898,0,0,G6
2,0.010801,0.840307,0.687236,3.133171,0,0,0,G7
2,0.011388,0.516876,1.055557,2.594362,0,0,0,G7
1,1,0.521569,0.392595,0,0,0,0,G7
2,0.0107,0.103685,0.898498,2.82082,0,0,0,G7
2,0.011124,0.331051,1.059316,2.46161,0,0,0,G7
2,0.011312,0.845901,0.705152,2.845204,0,0,0,G7
2,0.011173,0.720649,0.637664,3.41128,0,0,0,G7
2,0.010702,0.146131,0.786996,3.56129,0,0,0,G7
2,0.010932,0.524327,0.666335,2.794676,0,0,0,G7
2,0.010848,0.922788,0.926507,2.61602,0,0,0,G7
3,0.008996,0.238445,0.746876,2.624343,2.042938,0,0,G8
3,0.009281,0.282635,0.66335,2.447461,1.868098,0,0,G8
4,0.011168,1.082419,1.009961,3.949168,2.764974,3.501531,0,G8
3,0.010148,0.97525,0.750555,3.400753,2.810094,0,0,G8
4,0.010693,0.529585,0.965698,2.7427,1.688276,2.20641,0,G8
3,0.009052,0.034141,0.650669,2.628447,2.078841,0,0,G8
3,0.008512,0.226677,0.595711,3.194303,2.670617,0,0,G8
4,0.011354,0.948481,0.822748,3.969992,2.720676,3.315387,0,G8
3,0.010163,0.915602,0.851607,2.487278,1.777734,0,0,G8
3,0.009547,0.51753,0.770491,1.884584,1.286888,0,0,G8
5,0.008783,0.779635,1.438505,3.425827,3.667395,3.412279,2.819075,G9
5,0.008426,0.971793,1.202741,2.381643,2.581324,2.343382,1.746534,G9
5,0.008556,1.335971,1.255053,3.471379,3.682538,3.447838,2.80983,G9
5,0.008185,1.170982,1.330061,4.868867,4.908283,4.713198,4.195436,G9
5,0.007362,0.487906,1.101408,3.081616,3.178167,3.01303,2.652378,G9
5,0.008676,0.951539,1.4344,3.544664,3.804386,3.548612,2.892885,G9
5,0.008685,1.292913,1.534743,3.872543,4.08072,3.81959,3.122391,G9
5,0.008776,1.302239,1.508981,3.909482,4.140677,3.748071,3.066411,G9
5,0.008702,1.366719,1.493291,5.148542,5.337552,4.876584,4.493115,G9
5,0.008956,1.255683,1.584597,4.447258,4.685953,4.366793,3.618086,G9
1,1,-0.659883,0.388478,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,1,-0.536885,0.572105,0,0,0,0,G1
3,0.011307,0.607003,0.933986,2.926789,2.474452,0,0,G0
3,0.010904,0.621065,1.022727,3.350957,2.904597,0,0,G0
3,0.011255,0.710747,1.008663,3.373737,2.910336,0,0,G0
3,0.011287,0.714895,0.978851,3.485087,3.020705,0,0,G0
3,0.011129,0.627897,1.002556,3.161777,2.695114,0,0,G0
3,0.011039,0.637064,1.001954,3.012733,2.538603,0,0,G0
3,0.010968,0.565185,0.945057,2.381183,1.93698,0,0,G0
3,0.011322,0.76783,0.828897,2.157017,1.677868,0,0,G0
3,0.01158,0.718374,0.959079,2.442111,1.956667,0,0,G0
3,0.011329,0.639895,0.920995,3.549635,3.075332,0,0,G0
1,1,-0.186933,0.752226,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,-0.209282,0.960286,0,0,0,0,G2
1,1,-0.284805,0.818337,0,0,0,0,G2
1,1,-0.217091,0.841928,0,0,0,0,G2
1,1,-0.27134,0.839827,0,0,0,0,G2
1,1,-0.238138,0.80107,0,0,0,0,G2
1,1,-0.139853,0.819822,0,0,0,0,G2
1,1,-0.073909,0.822595,0,0,0,0,G2
2,0.024133,0.344561,0.891323,1.792009,0,0,0,G3
2,0.023477,0.398717,1.23157,3.862826,0,0,0,G3
2,0.021554,0.487774,1.261465,4.240448,0,0,0,G3
1,1,0.449431,0.793664,0,0,0,0,G3
1,1,0.213496,0.866528,0,0,0,0,G3
1,1,0.262937,0.817743,0,0,0,0,G3
1,1,0.214955,0.722604,0,0,0,0,G3
1,1,0.449552,0.624235,0,0,0,0,G3
3,0.039145,1.710599,1.659585,5.172917,3.12756,0,0,G3
2,0.027346,0.708482,0.886567,1.351454,0,0,0,G3
2,0.010905,-0.426197,0.897239,1.825454,0,0,0,G4
2,0.011146,-0.069536,1.333772,3.530479,0,0,0,G4
3,0.017089,0.022753,1.448977,2.823166,1.789742,0,0,G4
3,0.017418,0.059144,1.387689,2.985475,1.92139,0,0,G4
2,0.011381,-0.263844,1.098991,2.781123,0,0,0,G4
2,0.011122,-0.3073,0.990813,2.479631,0,0,0,G4
2,0.013049,-0.275646,0.839786,0.202044,0,0,0,G4
3,0.017487,0.023907,1.296489,1.493393,0.439401,0,0,G4
3,0.01771,0.069277,1.426154,2.211322,1.09341,0,0,G4
2,0.011279,-0.38037,0.949838,1.693353,0,0,0,G4
3,0.014206,0.288046,1.042303,2.849931,1.6898,0,0,G5
3,0.014545,0.317447,1.290128,4.204533,3.058822,0,0,G5
2,0.025436,0.074045,0.889349,2.173409,0,0,0,G5
3,0.01414,0.209435,1.17151,3.050927,1.876142,0,0,G5
2,0.028021,-0.005151,0.798506,1.915887,0,0,0,G5
2,0.02538,-0.069441,0.75933,1.753098,0,0,0,G5
2,0.02514,-0.034059,0.773211,1.87132,0,0,0,G5
2,0.023528,0.042963,0.708467,1.346594,0,0,0,G5
2,0.023566,0.084807,0.779153,1.665338,0,0,0,G5
2,0.023388,0.041713,0.75027,1.840373,0,0,0,G5
3,0.0158,0.199688,0.861583,1.204062,0.983169,0,0,G6
3,0.015035,0.187067,1.073101,2.913443,2.706537,0,0,G6
3,0.014336,0.369454,0.975605,2.088527,1.920591,0,0,G6
3,0.015322,0.352403,1.028932,1.895619,1.628823,0,0,G6
3,0.015003,0.266749,1.011945,2.328691,2.138463,0,0,G6
3,0.014944,0.20345,0.903783,2.542425,2.384473,0,0,G6
3,0.015104,0.146607,0.877971,2.682917,2.478087,0,0,G6
3,0.015812,0.219407,0.940807,2.105669,1.864582,0,0,G6
3,0.016373,0.332046,0.945671,1.014004,0.760149,0,0,G6
3,0.016061,0.30911,0.927862,1.259691,1.014012,0,0,G6
2,0.010642,0.850724,0.700165,2.658337,0,0,0,G7
2,0.010463,1.075712,0.807237,2.951926,0,0,0,G7
2,0.010477,1.098629,0.825603,3.571117,0,0,0,G7
2,0.010356,1.016533,0.719546,2.269332,0,0,0,G7
3,0.011348,1.116785,0.772189,1.167826,1.343747,0,0,G7
3,0.012521,1.353137,0.826689,0.945183,1.073059,0,0,G7
3,0.011754,1.241883,0.764244,1.138531,1.276008,0,0,G7
2,0.01052,1.089298,0.669785,1.81084,0,0,0,G7
2,0.010421,0.953686,0.689829,2.239412,0,0,0,G7
2,0.010648,0.885284,0.725398,2.751246,0,0,0,G7
3,0.010382,0.580094,0.971662,3.795186,3.131284,0,0,G8
3,0.009778,0.478482,1.205836,3.399163,2.724773,0,0,G8
3,0.009836,0.647255,1.012403,2.762507,2.035221,0,0,G8
3,0.010311,0.676838,1.103321,3.266407,2.555871,0,0,G8
3,0.010131,0.713781,1.024047,3.893752,3.172973,0,0,G8
3,0.01019,0.707518,1.030701,3.858532,3.128433,0,0,G8
3,0.010273,0.809132,1.039181,2.72152,1.954157,0,0,G8
3,0.009943,0.647453,0.751964,2.146554,1.408614,0,0,G8
4,0.010788,0.671939,1.084829,3.437217,2.458184,2.916452,0,G8
4,0.012367,0.809869,1.015137,2.067289,0.945105,1.502088,0,G8
5,0.009987,1.007206,0.887216,1.3535,1.42634,1.264298,0.716703,G9
5,0.008943,0.834694,1.041891,3.620363,3.733576,3.596873,3.082603,G9
5,0.008941,0.855786,0.848052,2.173338,2.24887,2.102067,1.629633,G9
5,0.008798,0.914123,0.988916,3.02333,3.11719,2.989051,2.509864,G9
5,0.008872,0.938263,0.92677,1.976813,2.054365,1.908625,1.422884,G9
5,0.00901,0.866689,0.953086,1.861524,1.935582,1.788355,1.304214,G9
5,0.008726,0.844801,0.804668,2.616194,2.687683,2.565133,2.094741,G9
5,0.00866,0.877421,0.774487,3.205586,3.278655,3.15305,2.690497,G9
