@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R3,5,6,7-11,18-22'

@attribute ratio numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.009463,1.080709,10.967755,0.990773,1.217849,1.365623,1.275622,1.14261,3.385308,3.56586,3.432508,2.926412,G9
1,0.513998,1,0,0,0,0,0,0,0,0,0,G1
1,0.584972,1,0,0,0,0,0,0,0,0,0,G1
1,0.537501,1,0,0,0,0,0,0,0,0,0,G1
1,0.532832,1,0,0,0,0,0,0,0,0,0,G1
1,0.469594,1,0,0,0,0,0,0,0,0,0,G1
1,0.47517,1,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
1,0.527928,1,0,0,0,0,0,0,0,0,0,G1
0.009691,1.074775,28.205624,0,1.217814,1.204221,0,1.061919,3.304496,3.448358,0,3.020074,G0
0.010008,1.182609,27.12533,0,1.236175,1.246215,0,1.062514,4.541755,4.727411,0,4.205803,G0
0.009704,1.164044,28.109241,0,1.246101,1.252304,0,1.075778,3.824039,4.012097,0,3.487435,G0
0.0098,1.075516,27.913639,0,1.240257,1.251794,0,1.085787,3.142044,3.325052,0,2.7981,G0
0.009855,1.051815,28.283398,0,1.245692,1.195182,0,1.04399,3.248622,3.389153,0,2.988763,G0
0.009939,1.089669,27.656107,0,1.23234,1.251699,0,1.108289,4.264217,4.445772,0,3.949125,G0
0.010025,1.02905,27.393061,0,1.246368,1.250357,0,1.117048,3.768033,3.977086,0,3.516061,G0
0.010064,0.944636,27.468975,0,1.246951,1.235723,0,1.12298,2.731685,2.908622,0,2.460076,G0
0.011507,1.118087,21.126677,0,1.432204,1.399129,0,0.632419,3.123606,3.323933,0,2.592962,G0
0.009828,1.070149,27.943962,0,1.232924,1.210999,0,1.051843,3.240444,3.381718,0,2.946951,G0
1,0.413412,1,0,1.000002,0,0,0,0.40087,0,0,0,G2
1,0.81329,1,0,0.999997,0,0,0,0.653741,0,0,0,G2
1,0.787667,1,0,0.999999,0,0,0,0.85771,0,0,0,G2
1,0.800882,1,0,1.000001,0,0,0,1.321642,0,0,0,G2
1,0.713245,1,0,1.000006,0,0,0,0.898788,0,0,0,G2
1,0.855622,1,0,1.000002,0,0,0,1.036665,0,0,0,G2
1,0.608424,1,0,0.999994,0,0,0,0.616803,0,0,0,G2
1,0.461732,1,0,1,0,0,0,0.922724,0,0,0,G2
1,0.601262,1,0,0.999996,0,0,0,1.167477,0,0,0,G2
1,0.602885,1,0,1.000002,0,0,0,1.068267,0,0,0,G2
1,0.555626,1,0,0,0,0,0.999998,0,0,0,1.649739,G3
0.027471,0.653779,8.558611,0,0,0,0,0.658807,0,0,0,1.435525,G3
0.027034,0.592454,8.260798,0,0,0,0,0.660618,0,0,0,0.548141,G3
0.027406,0.828634,6.617039,0,0,0,0,0.666826,0,0,0,1.853569,G3
1,0.639066,1,0,0,0,0,0.999999,0,0,0,1.988561,G3
1,0.655908,1,0,0,0,0,1.000003,0,0,0,1.962445,G3
1,0.707425,1,0,0,0,0,0.999996,0,0,0,2.501432,G3
0.032967,0.872807,6.362509,0,0,0,0,0.544725,0,0,0,2.919052,G3
1,0.467815,1,0,0,0,0,1.000002,0,0,0,0.683025,G3
1,0.433847,1,0,0,0,0,0.999998,0,0,0,0.724118,G3
0.017313,1.100329,16.562922,1.268886,1.629099,0,0,0,2.010482,0,0,0,G4
0.012781,0.466721,50.63102,1.00659,1.367093,0,0,0,0.501815,0,0,0,G4
0.011889,0.861769,55.133663,1.045006,1.365276,0,0,0,1.475883,0,0,0,G4
0.016734,1.135414,17.029902,1.283837,1.614403,0,0,0,2.571226,0,0,0,G4
0.01771,1.254171,16.374195,1.282826,1.686177,0,0,0,2.580039,0,0,0,G4
0.017813,1.342452,15.88985,1.305858,1.692554,0,0,0,2.688617,0,0,0,G4
0.017429,1.219558,16.279348,1.285318,1.654193,0,0,0,2.891256,0,0,0,G4
0.017021,1.180501,16.642817,1.300964,1.621678,0,0,0,2.984541,0,0,0,G4
0.017078,1.10555,16.67091,1.267454,1.62279,0,0,0,2.168492,0,0,0,G4
0.011987,0.979685,55.099251,1.055957,1.372786,0,0,0,1.356099,0,0,0,G4
0.019279,0.558474,27.466497,0,1.020514,1.061996,0,0,1.106471,1.161095,0,0,G5
0.019031,0.773781,27.646662,0,1.024568,1.053821,0,0,2.219078,2.218372,0,0,G5
0.018852,0.804876,27.798517,0,1.018045,1.050206,0,0,2.037471,2.080377,0,0,G5
0.018789,0.767767,27.890408,0,1.019863,1.049865,0,0,1.919999,1.983265,0,0,G5
0.019128,0.794308,27.676783,0,1.009796,1.064378,0,0,2.073163,2.115077,0,0,G5
0.018975,0.705901,27.788082,0,1.022127,1.056644,0,0,1.444278,1.495915,0,0,G5
0.018805,0.703821,27.94903,0,1.027052,1.052291,0,0,1.429522,1.474883,0,0,G5
0.018422,0.783468,28.034847,0,1.031838,1.032899,0,0,1.405533,1.459107,0,0,G5
0.019224,0.700131,27.223623,0,1.016772,1.048854,0,0,1.967316,2.012777,0,0,G5
0.018755,0.636403,27.652082,0,1.031369,1.037305,0,0,1.733198,1.746467,0,0,G5
0.015212,0.972516,17.168375,0,1.052125,1.0939,1.006284,0,2.164897,2.290388,2.118141,0,G6
0.015099,1.014125,17.378466,0,1.062312,1.094016,0.99819,0,2.287251,2.394208,2.207506,0,G6
0.015395,1.031472,17.14905,0,1.050752,1.106624,0.999292,0,2.339605,2.46392,2.269868,0,G6
0.015289,1.009359,17.237867,0,1.054394,1.096576,1.00886,0,2.346586,2.451472,2.276577,0,G6
0.015566,0.88497,16.897444,0,1.071209,1.097627,1.000767,0,1.787336,1.921484,1.724274,0,G6
0.015577,0.826688,16.801483,0,1.07042,1.093647,0.994089,0,1.943836,2.067434,1.880118,0,G6
0.015452,0.853461,16.922415,0,1.065323,1.089836,0.998829,0,2.304076,2.418892,2.241728,0,G6
0.015818,0.861331,16.54907,0,1.058643,1.100686,0.981466,0,2.452699,2.589725,2.409889,0,G6
0.01405,1.035168,18.471989,0,1.028947,1.076589,1.034727,0,3.171474,3.280604,3.168819,0,G6
0.014772,1.004307,17.622847,0,1.048856,1.088415,1.001226,0,2.524149,2.632466,2.473182,0,G6
0.011602,1.206629,72.201683,1.507324,0,0,0,1.686507,0,0,0,1.555722,G7
0.010613,1.044722,72.33197,1.365978,0,0,0,1.547323,0,0,0,2.365039,G7
0.010653,1.029672,73.953262,1.418856,0,0,0,1.585526,0,0,0,1.97073,G7
0.010793,0.965388,72.239662,1.36476,0,0,0,1.575543,0,0,0,2.128826,G7
0.010667,0.962683,72.002129,1.35998,0,0,0,1.549273,0,0,0,1.972337,G7
0.010679,1.056092,71.816238,1.362768,0,0,0,1.546107,0,0,0,2.00705,G7
0.010435,1.032187,72.34948,1.373933,0,0,0,1.517443,0,0,0,2.972112,G7
0.010907,0.979077,72.178688,1.388334,0,0,0,1.589092,0,0,0,1.454624,G7
0.012078,0.773504,70.320694,1.409221,0,0,0,1.737786,0,0,0,0.499218,G7
0.012448,0.795194,71.736969,1.535126,0,0,0,1.813022,0,0,0,0.523019,G7
0.009312,1.059212,29.699686,1.079202,1.433628,0,0,1.353515,4.243196,0,0,3.681748,G8
0.009687,1.076568,28.802959,1.280525,1.558194,0,0,1.483399,3.741098,0,0,3.097004,G8
0.010678,0.919678,21.44853,1.373678,1.696364,0,0,0.696834,3.033857,0,0,1.957484,G8
0.010698,1.107732,21.427652,1.371171,1.694027,0,0,0.696752,4.182112,0,0,3.096088,G8
0.009731,0.837593,28.632725,1.205469,1.509367,0,0,1.431585,1.962115,0,0,1.304427,G8
0.009711,0.942505,28.429342,1.183859,1.504621,0,0,1.462857,2.103075,0,0,1.433966,G8
0.009788,1.022956,28.363503,1.193446,1.509748,0,0,1.474945,3.676888,0,0,3.039683,G8
0.009503,0.890381,29.338818,1.142745,1.45979,0,0,1.357309,3.210921,0,0,2.6298,G8
0.009626,0.721406,29.090879,1.087884,1.468993,0,0,1.318406,2.302745,0,0,1.664755,G8
0.010783,0.659854,21.3776,1.191578,1.612908,0,0,0.772765,1.576943,0,0,0.613251,G8
0.008834,1.085027,7.51787,1.564552,1.515079,1.568763,1.538193,1.478468,1.850322,2.028571,1.907771,1.27657,G9
0.0082,1.343303,10.037858,1.178463,1.337358,1.481374,1.481569,1.33477,3.41393,3.611273,3.501278,2.952716,G9
0.007958,1.26462,10.449368,1.21078,1.366839,1.457186,1.439888,1.315228,3.542961,3.685598,3.565313,3.045263,G9
0.008063,1.095991,9.683265,1.200763,1.386998,1.462169,1.472955,1.350742,3.550491,3.67174,3.587299,3.055944,G9
0.008047,1.082165,9.851491,1.210979,1.388369,1.460019,1.468845,1.347643,3.46041,3.578918,3.489384,2.952679,G9
0.008023,0.949379,10.246622,1.208579,1.377882,1.447633,1.453443,1.334161,2.961399,3.087937,3.00403,2.48096,G9
0.008293,0.787352,9.076012,1.218671,1.400744,1.490718,1.480276,1.396235,1.99697,2.14448,2.011722,1.46829,G9
0.008237,1.035568,9.387828,1.206793,1.385456,1.471193,1.493436,1.364717,2.618608,2.739181,2.630876,2.055403,G9
0.008358,1.116737,9.189385,1.188375,1.381582,1.478443,1.489339,1.358668,3.669908,3.816625,3.714485,3.154437,G9
0.008271,1.061109,9.54729,1.231344,1.39894,1.466537,1.456608,1.345468,2.263813,2.351481,2.220672,1.65872,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0.012631,1.002696,20.882399,0,1.182831,1.223052,0,0.929556,2.50546,2.771589,0,2.434547,G0
0.012653,1.083003,20.860098,0,1.168252,1.229556,0,0.916032,1.779556,1.961989,0,1.473321,G0
0.012625,0.902968,20.991903,0,1.148684,1.215827,0,0.929531,2.12849,2.342911,0,1.965872,G0
0.012654,0.954368,21.261385,0,1.154912,1.230629,0,0.960104,2.688904,2.759218,0,2.066185,G0
0.01246,0.95313,21.232153,0,1.210232,1.237399,0,0.932007,2.676648,2.928436,0,2.506925,G0
0.026022,0.637863,19.8237,0,1.001412,1.035907,0,0,1.834903,2.023987,0,0,G0
0.012846,0.725178,20.460182,0,1.181613,1.228342,0,0.909932,1.994629,2.16077,0,1.64098,G0
0.012614,0.656027,21.052015,0,1.181768,1.227336,0,0.934598,2.001169,2.161285,0,1.620225,G0
0.01251,0.975539,21.471386,0,1.1522,1.220068,0,0.965082,2.394215,2.558391,0,2.006091,G0
0.012624,0.942541,20.57741,0,1.180267,1.204639,0,0.908678,2.660907,2.713761,0,2.120425,G0
1,0.705502,1,0,0.999994,0,0,0,1.277505,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
1,0.535409,1,0,0.999992,0,0,0,0.894462,0,0,0,G2
1,0.593751,1,0,1.000005,0,0,0,0.866158,0,0,0,G2
1,0.731584,1,0,0.999996,0,0,0,0.938148,0,0,0,G2
1,0.700807,1,0,1.000006,0,0,0,1.980027,0,0,0,G2
1,0.490158,1,0,0.999999,0,0,0,2.284308,0,0,0,G2
1,0.443086,1,0,0.999995,0,0,0,1.290012,0,0,0,G2
1,0.698579,1,0,0.999999,0,0,0,0.662724,0,0,0,G2
1,0.734569,1,0,0.999999,0,0,0,2.067153,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G3
0.016718,0.84771,37.467548,0,0,0,0,0.890484,0,0,0,0.134786,G3
0,0,0,0,0,0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,0,0,0,0,G3
1,0.625731,1,0,0,0,0,0.999997,0,0,0,1.982845,G3
0,0,0,0,0,0,0,0,0,0,0,0,G3
1,0.788017,1,0,0,0,0,0.999996,0,0,0,1.78512,G3
1,0.777787,1,0,0,0,0,1.000001,0,0,0,2.032873,G3
1,0.871298,1,0,0,0,0,0.999996,0,0,0,1.769209,G3
0,0,0,0,0,0,0,0,0,0,0,0,G3
1,0.404073,1,1,0,0,0,0,0,0,0,0,G4
0.014298,1.207832,43.335747,0.933355,1.35602,0,0,0,2.826909,0,0,0,G4
0.017128,0.849024,32.805344,1.143336,1.006343,0,0,0,0.587854,0,0,0,G4
0.013906,0.793335,44.423435,1.024397,1.275422,0,0,0,0.578001,0,0,0,G4
0.016069,0.450618,39.716812,1.325059,1.033052,0,0,0,0.526616,0,0,0,G4
0.013521,0.679362,47.848164,1.023916,1.35448,0,0,0,2.143939,0,0,0,G4
0.011151,0.869945,55.99432,1.070743,1.272113,0,0,0,2.881587,0,0,0,G4
0.012976,0.954483,47.99987,1.000193,1.30396,0,0,0,2.4291,0,0,0,G4
0.013781,0.678877,45.919861,0.986733,1.341906,0,0,0,1.16707,0,0,0,G4
1,0.420077,1,1.000003,0,0,0,0,0,0,0,0,G4
0.024069,0.572572,21.402111,0,1.016849,1.03079,0,0,0.990261,1.02083,0,0,G5
0.021582,0.785725,23.92918,0,1.033244,1.02103,0,0,1.593661,1.610657,0,0,G5
0.020918,1.157577,16.443775,0,1.472835,0.596876,0,0,2.648782,1.640749,0,0,G5
0,0,0,0,0,0,0,0,0,0,0,0,G5
0.02335,0.734557,22.162588,0,1.037353,1.008792,0,0,1.740619,1.738286,0,0,G5
0.023011,0.676725,22.216434,0,1.022479,1.020171,0,0,2.001103,1.997056,0,0,G5
0.023433,0.711991,21.863609,0,1.023868,1.024659,0,0,1.419548,1.439554,0,0,G5
0.03708,1.109469,15.804931,0,1.551422,0.633065,0,0,2.602875,1.234775,0,0,G5
0,0,0,0,0,0,0,0,0,0,0,0,G5
0,0,0,0,0,0,0,0,0,0,0,0,G5
0.029199,0.636413,17.562973,0,0.958435,1.076853,0,0,1.294993,1.466297,0,0,G6
0.019888,0.889369,13.202558,0,1.059936,1.086668,1.004203,0,2.211512,2.312101,2.157485,0,G6
1,0.570999,1,0,0.999999,0,0,0,2.182261,0,0,0,G6
0.019445,0.950306,13.649017,0,1.037224,1.115226,0.971375,0,2.370808,2.461677,2.198257,0,G6
0.019722,0.825631,13.525636,0,1.041881,1.129529,0.960991,0,1.894695,2.052802,1.807447,0,G6
0.024261,0.909745,22.681602,0,1.165291,0.944768,0,0,1.410634,1.033499,0,0,G6
0.021595,0.966036,13.019904,0,1.079356,1.203329,0.998427,0,2.349935,2.702308,2.228577,0,G6
1,0.791876,1,0,1.000003,0,0,0,2.264104,0,0,0,G6
1,0.54199,1,0,0.999993,0,0,0,1.967882,0,0,0,G6
0.020074,0.889428,13.217293,0,1.033758,1.126031,0.951587,0,2.401308,2.541336,2.300484,0,G6
0.016136,0.473931,37.84771,0.844194,0,0,0,1.457309,0,0,0,0.189126,G7
0.012156,1.121157,72.603188,1.755065,0,0,0,1.76518,0,0,0,0.641166,G7
0,0,0,0,0,0,0,0,0,0,0,0,G7
1,0.136272,1,0.999999,0,0,0,0,0,0,0,0,G7
0.010072,0.33766,70.606186,1.373595,0,0,0,1.423205,0,0,0,0.181889,G7
0.010905,0.367019,70.109825,1.384727,0,0,0,1.537459,0,0,0,0.500134,G7
0,0,0,0,0,0,0,0,0,0,0,0,G7
0.010467,0.706372,70.54409,1.367256,0,0,0,1.48155,0,0,0,0.790985,G7
0.010653,0.576606,70.084503,1.499211,0,0,0,1.371348,0,0,0,0.400748,G7
0.01051,0.52991,70.591492,1.484609,0,0,0,1.436749,0,0,0,0.246611,G7
0.010541,0.971917,26.484047,1.295289,1.374629,0,0,1.240201,4.201895,0,0,3.589105,G8
0.011822,1.302132,23.794563,1.294407,1.498242,0,0,1.268372,5.474811,0,0,4.758352,G8
0.015422,0.975185,38.128246,1.004892,1.209229,0,0,0,3.744194,0,0,0,G8
0.017883,0.721539,31.819365,1.046291,1.146559,0,0,0,2.773104,0,0,0,G8
0.011711,0.877267,23.968681,1.145719,1.431978,0,0,1.224919,3.88082,0,0,3.13008,G8
0.011191,0.768287,25.091311,1.240233,1.43595,0,0,1.267829,4.55499,0,0,3.808392,G8
0.011619,0.791049,24.495312,1.229485,1.494426,0,0,1.494856,6.948523,0,0,6.150044,G8
0.015418,0.705051,37.014832,1.162691,1.011037,0,0,0,5.623022,0,0,0,G8
0.010716,0.935331,26.107718,1.285278,1.387937,0,0,1.303373,6.914099,0,0,6.290797,G8
0.011375,1.031711,24.757931,1.251602,1.478751,0,0,1.227762,6.020041,0,0,5.137407,G8
0.009301,0.908757,10.972218,1.130477,1.335742,1.337351,1.310384,1.181247,3.467142,3.42099,3.247894,2.651787,G9
0.010669,1.385827,6.586637,1.660332,1.59495,1.622065,1.533189,1.49777,4.331477,4.479289,4.214166,3.448234,G9
0.009081,0.861541,10.187063,1.191545,1.377095,1.439318,1.355778,1.235071,3.084621,3.221116,3.054302,2.562638,G9
0.009167,1.090867,10.263643,1.164319,1.368469,1.428492,1.38768,1.169015,5.105647,5.120188,4.926242,4.246762,G9
0.009374,0.798409,10.127734,1.207754,1.42765,1.434598,1.35366,1.215007,1.97503,2.01991,1.812495,1.255303,G9
0.010555,0.941229,15.87604,1.191086,1.254766,1.268647,1.245042,0,2.098935,2.041083,1.80605,0,G9
0.009925,1.119402,10.776596,1.100644,1.353446,1.34881,1.305818,1.168731,4.696747,4.803766,4.735086,4.276867,G9
0.009157,1.052011,11.155943,1.151319,1.339425,1.343994,1.323795,1.223308,7.086591,7.203006,7.151492,6.706867,G9
0.009493,0.948001,11.073741,1.164565,1.40802,1.408159,1.287655,1.219154,6.340759,6.365201,6.127171,5.617724,G9
0.009193,0.877846,11.279895,1.146609,1.335061,1.330895,1.318071,1.176286,4.566732,4.599581,4.503874,3.978602,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
1,-0.371725,1,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0.011755,1.025194,21.950901,0,1.24265,1.201938,0,0.862207,1.443633,1.679687,0,1.332674,G0
0.012031,1.148941,21.175959,0,1.200796,1.234027,0,0.85895,2.316373,2.505263,0,2.023229,G0
0.012075,1.146282,21.540407,0,1.174185,1.22888,0,0.892729,2.513523,2.666659,0,2.159433,G0
0.011871,1.153117,21.725775,0,1.192528,1.24191,0,0.871867,2.147329,2.285386,0,1.775265,G0
0.012626,1.17592,19.810598,0,1.190812,1.248969,0,0.814279,1.726695,2.021174,0,1.665006,G0
0.011668,1.15498,22.240541,0,1.199541,1.24791,0,0.880722,2.339178,2.424119,0,1.833871,G0
0.011908,1.150069,20.829376,0,1.212121,1.231711,0,0.82093,1.603513,1.869291,0,1.527964,G0
0.012328,1.096475,21.165833,0,1.229028,1.165187,0,0.869909,2.166372,2.244421,0,1.813531,G0
0.012007,1.04504,21.224251,0,1.234574,1.191104,0,0.844482,1.768159,1.925906,0,1.527198,G0
0.011619,1.052926,22.230488,0,1.186335,1.214395,0,0.897114,2.093999,2.235826,0,1.758586,G0
0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
1,0.606668,1,0,0,0,0,1.000003,0,0,0,1.608688,G3
1,0.674613,1,0,0,0,0,0.999997,0,0,0,2.254209,G3
1,0.695482,1,0,0,0,0,1,0,0,0,2.441876,G3
1,0.661723,1,0,0,0,0,1.000002,0,0,0,2.032701,G3
0,0,0,0,0,0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,0,0,0,0,G3
1,0.709123,1,0,0,0,0,1.000001,0,0,0,2.326077,G3
1,0.704317,1,0,0,0,0,1.000002,0,0,0,2.131044,G3
1,0.690093,1,0,0,0,0,0.999994,0,0,0,2.366603,G3
0.010671,1.031965,60.291145,1.132738,1.300698,0,0,0,2.137151,0,0,0,G4
0.010359,1.126038,65.190086,1.189796,1.363944,0,0,0,2.314631,0,0,0,G4
0.011767,1.089101,57.752979,1.239399,1.365749,0,0,0,2.880613,0,0,0,G4
1,0.076166,1,1.000005,0,0,0,0,0,0,0,0,G4
0.015074,1.300608,19.895859,1.372583,1.650121,0,0,0,2.476516,0,0,0,G4
1,0.04864,1,1,0,0,0,0,0,0,0,0,G4
0.010832,1.123193,64.328163,1.151952,1.426916,0,0,0,1.133746,0,0,0,G4
0.009896,1.058137,64.884415,1.041693,1.330722,0,0,0,2.040292,0,0,0,G4
0.010102,1.041764,67.481865,1.208348,1.375295,0,0,0,2.142984,0,0,0,G4
0.010755,1.156947,65.172585,1.134478,1.444546,0,0,0,1.551723,0,0,0,G4
0.019291,0.766375,26.83696,0,1.026048,1.035624,0,0,1.355692,1.286835,0,0,G5
1,0.769145,1,0,0.999994,0,0,0,1.31139,0,0,0,G5
1,0.712485,1,0,1.000002,0,0,0,1.855923,0,0,0,G5
0,0,0,0,0,0,0,0,0,0,0,0,G5
0.017318,0.898188,31.140699,0,1.090127,1.003513,0,0,1.780371,1.721081,0,0,G5
0.016626,0.951567,32.815556,0,1.115822,0.985227,0,0,1.84666,1.734795,0,0,G5
0.01844,0.747147,28.256777,0,1.042479,1.028126,0,0,1.234023,1.294113,0,0,G5
0.020647,0.746853,25.189964,0,1.015934,1.041754,0,0,1.244284,1.305939,0,0,G5
0,0,0,0,0,0,0,0,0,0,0,0,G5
0.018844,0.807061,27.55373,0,1.02692,1.038733,0,0,1.181218,1.25409,0,0,G5
0.013852,0.974883,18.980923,0,1.064651,1.104632,1.012888,0,2.006508,2.153533,1.995845,0,G6
0.013305,0.941199,19.703587,0,1.085523,1.107346,1.008321,0,2.311925,2.442055,2.246718,0,G6
0.014167,0.919969,18.328455,0,1.075459,1.080453,1.00948,0,2.017834,2.077801,1.916269,0,G6
0.014455,0.912956,17.970846,0,1.084311,1.097829,0.983892,0,2.236663,2.298096,2.077478,0,G6
0.013917,0.886854,18.655182,0,1.100736,1.108565,0.968007,0,1.517597,1.66833,1.480218,0,G6
0.01544,0.844682,16.783241,0,1.075617,1.098641,0.961276,0,2.019006,2.019825,1.759594,0,G6
0.020546,0.845279,12.948482,0,1.095581,1.006722,0.972298,0,1.352494,1.310956,1.256135,0,G6
0.012939,0.74577,20.249958,0,1.085219,1.098258,1.041239,0,1.642932,1.775795,1.605941,0,G6
0.013425,0.954471,20.156908,0,1.140257,1.162838,1.055852,0,1.35763,1.584066,1.294743,0,G6
0.014434,1.030164,18.80793,0,1.101779,1.164798,1.033622,0,1.981714,2.251905,1.984155,0,G6
0.010607,0.900033,67.945549,1.441407,0,0,0,1.435959,0,0,0,3.142388,G7
0.010792,1.191589,36.497276,1.512567,0,0,0,0.945885,0,0,0,2.653922,G7
0.039201,2.90838,124.514069,4.990539,0,0,0,4.886368,0,0,0,0.964787,G7
0.011007,1.082551,37.33736,1.529192,0,0,0,0.947719,0,0,0,2.764261,G7
0.010328,1.098608,70.948708,1.378714,0,0,0,1.468358,0,0,0,2.570461,G7
0.011457,1.010494,36.409126,1.491614,0,0,0,0.907181,0,0,0,3.983932,G7
0.012013,0.976073,66.473228,1.463503,0,0,0,1.604004,0,0,0,3.9326,G7
0.010542,1.038161,66.771965,1.384676,0,0,0,1.407997,0,0,0,2.684536,G7
0.011021,0.942478,65.038383,1.377965,0,0,0,1.434741,0,0,0,3.192102,G7
0.010978,0.882407,66.394348,1.40404,0,0,0,1.458801,0,0,0,2.425123,G7
0.011977,1.255788,20.396193,1.513531,1.713955,0,0,0.817845,4.764359,0,0,3.880919,G8
0.010943,1.308586,25.542887,1.347121,1.627224,0,0,1.385166,4.097537,0,0,3.117222,G8
0.010353,0.996916,27.315542,1.363561,1.561824,0,0,1.378832,4.031798,0,0,3.459741,G8
0.011148,1.182118,24.433315,1.190617,1.580868,0,0,1.514345,4.222198,0,0,3.638376,G8
0.010735,1.202946,26.35997,1.345059,1.558688,0,0,1.352466,4.287391,0,0,3.475688,G8
0.011378,1.189858,24.703197,1.34382,1.60452,0,0,1.389918,3.915275,0,0,3.114105,G8
0.010599,1.188416,26.63711,1.423092,1.545567,0,0,1.269851,3.855591,0,0,2.969091,G8
0.010973,1.178473,25.718967,1.361962,1.55208,0,0,1.238892,3.97739,0,0,3.212373,G8
0.010902,1.195559,25.982103,1.344062,1.543994,0,0,1.279367,4.61943,0,0,3.876088,G8
0.01119,0.970092,25.234972,1.440779,1.543733,0,0,1.336294,3.191657,0,0,2.373737,G8
0.00869,1.287582,15.185007,1.246743,1.452819,1.500554,1.225822,1.48086,2.649596,2.737096,1.964551,2.425604,G9
0.008805,1.328144,15.276175,1.302738,1.510524,1.530773,1.266141,1.520128,2.549188,2.719091,1.952886,2.46722,G9
0.00888,1.31177,15.187655,1.31206,1.510784,1.538225,1.282076,1.50265,2.785559,2.799219,1.841744,2.370723,G9
0.008157,1.216364,19.015265,1.230415,1.420938,1.401083,1.363209,0,2.495109,2.557856,2.205323,0,G9
0.008863,1.365156,15.613431,1.355041,1.537422,1.556531,1.289242,1.513748,2.684768,2.793168,1.872318,2.433289,G9
0.008569,1.366577,15.682833,1.245336,1.471763,1.512222,1.276404,1.530633,3.487632,3.696452,2.991677,3.503557,G9
0.008891,1.346891,15.486366,1.293504,1.482531,1.562533,1.120492,1.54004,3.255954,3.460378,2.607853,3.168638,G9
0.008414,1.306442,18.255842,1.217344,1.391759,1.441124,1.271749,0,3.248523,3.31209,2.819771,0,G9
0.008162,1.33326,9.37676,1.188197,1.440188,1.500533,1.454931,1.443262,3.25262,3.401956,3.194432,2.644456,G9
0.008259,1.23662,18.710051,1.13986,1.347402,1.410245,1.318829,0,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
