@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,4,5,7-11,17-21,22'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1110,0.009914,0.641382,1.39442,0,1.657774,1.69472,1.652385,0,0,2.747815,2.996877,2.968055,0,G6
1110,0.013093,0.070663,0.7709,0,1.060436,1.085205,0.994053,0,0,1.516607,1.69428,1.633131,0,G6
1110,0.013391,-0.009252,0.785042,0,1.053888,1.09321,0.987669,0,0,1.645035,1.852884,1.783288,0,G6
1110,0.010097,0.667561,1.313331,0,1.63105,1.675169,1.546914,0,0,2.539201,2.884054,2.807809,0,G6
1110,0.012,1.009683,0.913673,0,1.930304,1.973412,1.798294,0,0,2.169876,2.692333,2.55109,0,G6
1110,0.012938,0.356224,0.865698,0,1.092186,1.095433,1.04096,0,0,2.311286,2.460773,2.325623,0,G6
1110,0.013074,0.24501,0.913107,0,1.102524,1.072247,1.014559,0,0,2.888182,2.963516,2.827507,0,G6
10001,0.010995,0.13836,0.783446,1.168152,0,0,0,1.134924,2.192527,0,0,0,2.306137,G7
10001,0.018794,-0.164355,0.71422,1.2235,0,0,0,0.873493,2.098306,0,0,0,1.75715,G7
10001,1,-0.624042,0.682302,0.999999,0,0,0,0,2.219085,0,0,0,0,G7
10001,0.011389,0.329231,0.982685,1.216756,0,0,0,0.883307,2.246607,0,0,0,2.023843,G7
10001,0.011811,0.38034,0.829572,1.285367,0,0,0,0.929975,2.159252,0,0,0,1.875043,G7
10001,0.013733,0.793739,1.705116,2.118214,0,0,0,1.404917,4.417421,0,0,0,4.073871,G7
10001,0.011211,0.29787,1.017446,1.137744,0,0,0,1.197526,2.523398,0,0,0,2.696643,G7
10001,0.025956,3.005895,-4.037921,5.048185,0,0,0,4.890343,9.964713,0,0,0,12.381773,G7
10001,0.027612,1.964791,3.744629,4.32368,0,0,0,2.149859,8.969092,0,0,0,4.264287,G7
10001,0.015468,2.029247,2.149701,2.969179,0,0,0,3.065298,5.735237,0,0,0,6.370481,G7
11001,0.014554,0.470137,1.070538,1.055774,1.485595,0,0,1.143429,2.463647,3.189894,0,0,2.539773,G8
11001,0.016555,-0.328652,1.079445,0.944878,1.26286,0,0,0,2.552048,2.908525,0,0,0,G8
11001,0.013906,0.308704,1.041452,1.07555,1.432347,0,0,1.095186,2.625465,3.310952,0,0,2.756505,G8
11001,0.040954,4.830279,-5.929143,4.60176,5.814095,0,0,4.274877,13.37717,16.406713,0,0,14.285071,G8
11001,0.0143,0.317377,1.018776,1.035106,1.45382,0,0,1.1048,2.271872,2.93282,0,0,2.30768,G8
11001,0.0143,0.478468,1.080394,1.085714,1.494149,0,0,1.140944,2.384982,3.216164,0,0,2.59698,G8
11001,0.013716,0.378964,1.171522,1.063753,1.448928,0,0,1.112618,3.270124,4.019603,0,0,3.459401,G8
11001,0.013726,0.325927,1.207806,1.088946,1.408298,0,0,1.116171,4.73728,5.407362,0,0,4.905256,G8
11001,0.014045,0.254995,1.092935,1.141094,1.456139,0,0,1.10237,3.730794,4.469506,0,0,3.892395,G8
11001,0.01463,0.253362,1.049074,1.128674,1.494479,0,0,1.10443,3.08476,3.858044,0,0,3.208477,G8
11111,0.009553,0.985754,1.059274,1.013167,1.392894,1.382275,1.35018,1.229319,2.605869,3.583256,3.591082,3.476862,2.806365,G9
11111,0.010038,0.842018,0.910056,1.024812,1.35373,1.427096,1.321351,1.156444,1.26991,2.19238,2.324479,2.169836,1.536889,G9
11111,0.010154,1.16038,1.12397,1.110522,1.454101,1.464803,1.416359,1.270068,1.967825,3.13889,3.205146,3.083863,2.320241,G9
11111,0.01013,1.081631,1.244326,1.201026,1.455374,1.441992,1.242956,0,4.289592,5.136301,5.129916,4.419653,0,G9
11111,0.010769,0.925269,0.988158,1.235293,1.176536,1.119924,1.038524,0,3.943308,4.039729,4.006492,3.576392,0,G9
11111,0.010833,0.821203,0.742008,1.193114,1.217632,1.120491,0.994459,0,2.229235,2.401072,2.326977,1.889486,0,G9
11111,0.009926,0.964381,0.971874,1.038205,1.353935,1.416966,1.341328,1.193952,1.830875,2.764143,2.869909,2.733367,2.075783,G9
11111,0.009939,0.810025,0.942821,1.047191,1.30295,1.417088,1.328558,1.148161,1.48832,2.336564,2.509696,2.377496,1.753782,G9
11111,0.010001,0.666753,0.964272,0.967904,1.346189,1.399944,1.260825,1.083267,1.746774,2.628773,2.724137,2.545563,1.978785,G9
11111,0.009463,0.702865,1.080709,0.990773,1.217849,1.365623,1.275622,1.14261,2.687785,3.385308,3.56586,3.432508,2.926412,G9
0,1,-0.728452,0.513998,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.672955,0.584972,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.720727,0.537501,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.701598,0.532832,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.693084,0.469594,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.762485,0.47517,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.698562,0.527928,0,0,0,0,0,0,0,0,0,0,G1
1101,0.009691,0.726182,1.074775,0,1.217814,1.204221,0,1.061919,0,3.304496,3.448358,0,3.020074,G0
1101,0.010008,0.792688,1.182609,0,1.236175,1.246215,0,1.062514,0,4.541755,4.727411,0,4.205803,G0
1101,0.009704,0.809091,1.164044,0,1.246101,1.252304,0,1.075778,0,3.824039,4.012097,0,3.487435,G0
1101,0.0098,0.838553,1.075516,0,1.240257,1.251794,0,1.085787,0,3.142044,3.325052,0,2.7981,G0
1101,0.009855,0.655823,1.051815,0,1.245692,1.195182,0,1.04399,0,3.248622,3.389153,0,2.988763,G0
1101,0.009939,0.86205,1.089669,0,1.23234,1.251699,0,1.108289,0,4.264217,4.445772,0,3.949125,G0
1101,0.010025,0.956434,1.02905,0,1.246368,1.250357,0,1.117048,0,3.768033,3.977086,0,3.516061,G0
1101,0.010064,0.955239,0.944636,0,1.246951,1.235723,0,1.12298,0,2.731685,2.908622,0,2.460076,G0
1101,0.011507,1.007363,1.118087,0,1.432204,1.399129,0,0.632419,0,3.123606,3.323933,0,2.592962,G0
1101,0.009828,0.734132,1.070149,0,1.232924,1.210999,0,1.051843,0,3.240444,3.381718,0,2.946951,G0
1000,1,-0.357227,0.413412,0,1.000002,0,0,0,0,0.40087,0,0,0,G2
1000,1,-0.078084,0.81329,0,0.999997,0,0,0,0,0.653741,0,0,0,G2
1000,1,-0.18588,0.787667,0,0.999999,0,0,0,0,0.85771,0,0,0,G2
1000,1,-0.085474,0.800882,0,1.000001,0,0,0,0,1.321642,0,0,0,G2
1000,1,-0.179387,0.713245,0,1.000006,0,0,0,0,0.898788,0,0,0,G2
1000,1,-0.199327,0.855622,0,1.000002,0,0,0,0,1.036665,0,0,0,G2
1000,1,-0.255902,0.608424,0,0.999994,0,0,0,0,0.616803,0,0,0,G2
1000,1,-0.244464,0.461732,0,1,0,0,0,0,0.922724,0,0,0,G2
1000,1,-0.125303,0.601262,0,0.999996,0,0,0,0,1.167477,0,0,0,G2
1000,1,-0.239968,0.602885,0,1.000002,0,0,0,0,1.068267,0,0,0,G2
1,1,0.443697,0.555626,0,0,0,0,0.999998,0,0,0,0,1.649739,G3
1,0.027471,0.86226,0.653779,0,0,0,0,0.658807,0,0,0,0,1.435525,G3
1,0.027034,0.750588,0.592454,0,0,0,0,0.660618,0,0,0,0,0.548141,G3
1,0.027406,0.893559,0.828634,0,0,0,0,0.666826,0,0,0,0,1.853569,G3
1,1,0.517816,0.639066,0,0,0,0,0.999999,0,0,0,0,1.988561,G3
1,1,0.492226,0.655908,0,0,0,0,1.000003,0,0,0,0,1.962445,G3
1,1,0.483866,0.707425,0,0,0,0,0.999996,0,0,0,0,2.501432,G3
1,0.032967,0.967046,0.872807,0,0,0,0,0.544725,0,0,0,0,2.919052,G3
1,1,0.502763,0.467815,0,0,0,0,1.000002,0,0,0,0,0.683025,G3
1,1,0.51584,0.433847,0,0,0,0,0.999998,0,0,0,0,0.724118,G3
11000,0.017313,0.00827,1.100329,1.268886,1.629099,0,0,0,1.240211,2.010482,0,0,0,G4
11000,0.012781,-0.44694,0.466721,1.00659,1.367093,0,0,0,0.0255,0.501815,0,0,0,G4
11000,0.011889,-0.455291,0.861769,1.045006,1.365276,0,0,0,0.912342,1.475883,0,0,0,G4
11000,0.016734,-0.073055,1.135414,1.283837,1.614403,0,0,0,1.84212,2.571226,0,0,0,G4
11000,0.01771,0.004683,1.254171,1.282826,1.686177,0,0,0,1.674193,2.580039,0,0,0,G4
11000,0.017813,0.010504,1.342452,1.305858,1.692554,0,0,0,1.76166,2.688617,0,0,0,G4
11000,0.017429,0.036607,1.219558,1.285318,1.654193,0,0,0,1.995824,2.891256,0,0,0,G4
11000,0.017021,-0.058973,1.180501,1.300964,1.621678,0,0,0,2.123151,2.984541,0,0,0,G4
11000,0.017078,-0.015395,1.10555,1.267454,1.62279,0,0,0,1.396748,2.168492,0,0,0,G4
11000,0.011987,-0.220726,0.979685,1.055957,1.372786,0,0,0,0.849059,1.356099,0,0,0,G4
1100,0.019279,0.189658,0.558474,0,1.020514,1.061996,0,0,0,1.106471,1.161095,0,0,G5
1100,0.019031,0.319402,0.773781,0,1.024568,1.053821,0,0,0,2.219078,2.218372,0,0,G5
1100,0.018852,0.259142,0.804876,0,1.018045,1.050206,0,0,0,2.037471,2.080377,0,0,G5
1100,0.018789,0.100846,0.767767,0,1.019863,1.049865,0,0,0,1.919999,1.983265,0,0,G5
1100,0.019128,0.283289,0.794308,0,1.009796,1.064378,0,0,0,2.073163,2.115077,0,0,G5
1100,0.018975,0.220504,0.705901,0,1.022127,1.056644,0,0,0,1.444278,1.495915,0,0,G5
1100,0.018805,0.07513,0.703821,0,1.027052,1.052291,0,0,0,1.429522,1.474883,0,0,G5
1100,0.018422,-0.022152,0.783468,0,1.031838,1.032899,0,0,0,1.405533,1.459107,0,0,G5
1100,0.019224,0.04532,0.700131,0,1.016772,1.048854,0,0,0,1.967316,2.012777,0,0,G5
1100,0.018755,0.025468,0.636403,0,1.031369,1.037305,0,0,0,1.733198,1.746467,0,0,G5
1110,0.015212,0.322959,0.972516,0,1.052125,1.0939,1.006284,0,0,2.164897,2.290388,2.118141,0,G6
1110,0.015099,0.248405,1.014125,0,1.062312,1.094016,0.99819,0,0,2.287251,2.394208,2.207506,0,G6
1110,0.015395,0.340859,1.031472,0,1.050752,1.106624,0.999292,0,0,2.339605,2.46392,2.269868,0,G6
1110,0.015289,0.420885,1.009359,0,1.054394,1.096576,1.00886,0,0,2.346586,2.451472,2.276577,0,G6
1110,0.015566,0.329623,0.88497,0,1.071209,1.097627,1.000767,0,0,1.787336,1.921484,1.724274,0,G6
1110,0.015577,0.270949,0.826688,0,1.07042,1.093647,0.994089,0,0,1.943836,2.067434,1.880118,0,G6
1110,0.015452,0.288639,0.853461,0,1.065323,1.089836,0.998829,0,0,2.304076,2.418892,2.241728,0,G6
1110,0.015818,0.044501,0.861331,0,1.058643,1.100686,0.981466,0,0,2.452699,2.589725,2.409889,0,G6
1110,0.01405,0.239615,1.035168,0,1.028947,1.076589,1.034727,0,0,3.171474,3.280604,3.168819,0,G6
1110,0.014772,0.244437,1.004307,0,1.048856,1.088415,1.001226,0,0,2.524149,2.632466,2.473182,0,G6
10001,0.011602,1.347333,1.206629,1.507324,0,0,0,1.686507,1.615601,0,0,0,1.555722,G7
10001,0.010613,1.202937,1.044722,1.365978,0,0,0,1.547323,2.32244,0,0,0,2.365039,G7
10001,0.010653,1.145428,1.029672,1.418856,0,0,0,1.585526,1.884668,0,0,0,1.97073,G7
10001,0.010793,1.153348,0.965388,1.36476,0,0,0,1.575543,2.047573,0,0,0,2.128826,G7
10001,0.010667,1.182747,0.962683,1.35998,0,0,0,1.549273,1.963119,0,0,0,1.972337,G7
10001,0.010679,1.150035,1.056092,1.362768,0,0,0,1.546107,1.82528,0,0,0,2.00705,G7
10001,0.010435,0.951274,1.032187,1.373933,0,0,0,1.517443,2.839518,0,0,0,2.972112,G7
10001,0.010907,0.945516,0.979077,1.388334,0,0,0,1.589092,1.222643,0,0,0,1.454624,G7
10001,0.012078,0.999471,0.773504,1.409221,0,0,0,1.737786,0.12081,0,0,0,0.499218,G7
10001,0.012448,1.297328,0.795194,1.535126,0,0,0,1.813022,0.354456,0,0,0,0.523019,G7
11001,0.009312,0.544992,1.059212,1.079202,1.433628,0,0,1.353515,3.463594,4.243196,0,0,3.681748,G8
11001,0.009687,0.811194,1.076568,1.280525,1.558194,0,0,1.483399,2.692305,3.741098,0,0,3.097004,G8
11001,0.010678,0.873147,0.919678,1.373678,1.696364,0,0,0.696834,1.933424,3.033857,0,0,1.957484,G8
11001,0.010698,0.921665,1.107732,1.371171,1.694027,0,0,0.696752,3.0454,4.182112,0,0,3.096088,G8
11001,0.009731,0.690302,0.837593,1.205469,1.509367,0,0,1.431585,1.060611,1.962115,0,0,1.304427,G8
11001,0.009711,0.828407,0.942505,1.183859,1.504621,0,0,1.462857,1.230555,2.103075,0,0,1.433966,G8
11001,0.009788,0.923193,1.022956,1.193446,1.509748,0,0,1.474945,2.73273,3.676888,0,0,3.039683,G8
11001,0.009503,0.495076,0.890381,1.142745,1.45979,0,0,1.357309,2.3773,3.210921,0,0,2.6298,G8
11001,0.009626,0.376799,0.721406,1.087884,1.468993,0,0,1.318406,1.505794,2.302745,0,0,1.664755,G8
11001,0.010783,0.352291,0.659854,1.191578,1.612908,0,0,0.772765,0.59654,1.576943,0,0,0.613251,G8
11111,0.008834,1.282685,1.085027,1.564552,1.515079,1.568763,1.538193,1.478468,0.280518,1.850322,2.028571,1.907771,1.27657,G9
11111,0.0082,1.095357,1.343303,1.178463,1.337358,1.481374,1.481569,1.33477,2.162024,3.41393,3.611273,3.501278,2.952716,G9
11111,0.007958,1.047545,1.26462,1.21078,1.366839,1.457186,1.439888,1.315228,2.319769,3.542961,3.685598,3.565313,3.045263,G9
11111,0.008063,1.152834,1.095991,1.200763,1.386998,1.462169,1.472955,1.350742,2.223627,3.550491,3.67174,3.587299,3.055944,G9
11111,0.008047,0.9195,1.082165,1.210979,1.388369,1.460019,1.468845,1.347643,2.158136,3.46041,3.578918,3.489384,2.952679,G9
11111,0.008023,0.735712,0.949379,1.208579,1.377882,1.447633,1.453443,1.334161,1.716219,2.961399,3.087937,3.00403,2.48096,G9
11111,0.008293,0.897672,0.787352,1.218671,1.400744,1.490718,1.480276,1.396235,0.676198,1.99697,2.14448,2.011722,1.46829,G9
11111,0.008237,1.009016,1.035568,1.206793,1.385456,1.471193,1.493436,1.364717,1.347131,2.618608,2.739181,2.630876,2.055403,G9
11111,0.008358,1.13926,1.116737,1.188375,1.381582,1.478443,1.489339,1.358668,2.370163,3.669908,3.816625,3.714485,3.154437,G9
11111,0.008271,1.177129,1.061109,1.231344,1.39894,1.466537,1.456608,1.345468,1.015792,2.263813,2.351481,2.220672,1.65872,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1101,0.012631,0.493973,1.002696,0,1.182831,1.223052,0,0.929556,0,2.50546,2.771589,0,2.434547,G0
1101,0.012653,0.707169,1.083003,0,1.168252,1.229556,0,0.916032,0,1.779556,1.961989,0,1.473321,G0
1101,0.012625,0.405435,0.902968,0,1.148684,1.215827,0,0.929531,0,2.12849,2.342911,0,1.965872,G0
1101,0.012654,0.807531,0.954368,0,1.154912,1.230629,0,0.960104,0,2.688904,2.759218,0,2.066185,G0
1101,0.01246,0.639225,0.95313,0,1.210232,1.237399,0,0.932007,0,2.676648,2.928436,0,2.506925,G0
1101,0.026022,-0.38578,0.637863,0,1.001412,1.035907,0,0,0,1.834903,2.023987,0,0,G0
1101,0.012846,0.334742,0.725178,0,1.181613,1.228342,0,0.909932,0,1.994629,2.16077,0,1.64098,G0
1101,0.012614,0.587771,0.656027,0,1.181768,1.227336,0,0.934598,0,2.001169,2.161285,0,1.620225,G0
1101,0.01251,0.771776,0.975539,0,1.1522,1.220068,0,0.965082,0,2.394215,2.558391,0,2.006091,G0
1101,0.012624,0.809268,0.942541,0,1.180267,1.204639,0,0.908678,0,2.660907,2.713761,0,2.120425,G0
1000,1,-0.446635,0.705502,0,0.999994,0,0,0,0,1.277505,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,1,-0.63726,0.535409,0,0.999992,0,0,0,0,0.894462,0,0,0,G2
1000,1,-0.562339,0.593751,0,1.000005,0,0,0,0,0.866158,0,0,0,G2
1000,1,-0.023712,0.731584,0,0.999996,0,0,0,0,0.938148,0,0,0,G2
1000,1,-0.295672,0.700807,0,1.000006,0,0,0,0,1.980027,0,0,0,G2
1000,1,-0.329493,0.490158,0,0.999999,0,0,0,0,2.284308,0,0,0,G2
1000,1,-0.377284,0.443086,0,0.999995,0,0,0,0,1.290012,0,0,0,G2
1000,1,-0.260873,0.698579,0,0.999999,0,0,0,0,0.662724,0,0,0,G2
1000,1,-0.251762,0.734569,0,0.999999,0,0,0,0,2.067153,0,0,0,G2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,G3
1,0.016718,1.007043,0.84771,0,0,0,0,0.890484,0,0,0,0,0.134786,G3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,G3
1,1,0.398717,0.625731,0,0,0,0,0.999997,0,0,0,0,1.982845,G3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,G3
1,1,0.496599,0.788017,0,0,0,0,0.999996,0,0,0,0,1.78512,G3
1,1,0.473024,0.777787,0,0,0,0,1.000001,0,0,0,0,2.032873,G3
1,1,0.490308,0.871298,0,0,0,0,0.999996,0,0,0,0,1.769209,G3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,G3
11000,1,-0.49783,0.404073,1,0,0,0,0,0.291708,0,0,0,0,G4
11000,0.014298,0.265145,1.207832,0.933355,1.35602,0,0,0,2.395534,2.826909,0,0,0,G4
11000,0.017128,0.150528,0.849024,1.143336,1.006343,0,0,0,0.670186,0.587854,0,0,0,G4
11000,0.013906,0.479933,0.793335,1.024397,1.275422,0,0,0,0.348918,0.578001,0,0,0,G4
11000,0.016069,0.540778,0.450618,1.325059,1.033052,0,0,0,0.577604,0.526616,0,0,0,G4
11000,0.013521,0.402733,0.679362,1.023916,1.35448,0,0,0,1.648453,2.143939,0,0,0,G4
11000,0.011151,-0.211578,0.869945,1.070743,1.272113,0,0,0,2.468504,2.881587,0,0,0,G4
11000,0.012976,0.20852,0.954483,1.000193,1.30396,0,0,0,2.201258,2.4291,0,0,0,G4
11000,0.013781,0.6976,0.678877,0.986733,1.341906,0,0,0,1.022954,1.16707,0,0,0,G4
11000,1,0.446533,0.420077,1.000003,0,0,0,0,0.468058,0,0,0,0,G4
1100,0.024069,0.317808,0.572572,0,1.016849,1.03079,0,0,0,0.990261,1.02083,0,0,G5
1100,0.021582,0.21086,0.785725,0,1.033244,1.02103,0,0,0,1.593661,1.610657,0,0,G5
1100,0.020918,0.354287,1.157577,0,1.472835,0.596876,0,0,0,2.648782,1.640749,0,0,G5
1100,0,0,0,0,0,0,0,0,0,0,0,0,0,G5
1100,0.02335,0.01223,0.734557,0,1.037353,1.008792,0,0,0,1.740619,1.738286,0,0,G5
1100,0.023011,0.229529,0.676725,0,1.022479,1.020171,0,0,0,2.001103,1.997056,0,0,G5
1100,0.023433,0.26645,0.711991,0,1.023868,1.024659,0,0,0,1.419548,1.439554,0,0,G5
1100,0.03708,0.800136,1.109469,0,1.551422,0.633065,0,0,0,2.602875,1.234775,0,0,G5
1100,0,0,0,0,0,0,0,0,0,0,0,0,0,G5
1100,0,0,0,0,0,0,0,0,0,0,0,0,0,G5
1110,0.029199,-0.043368,0.636413,0,0.958435,1.076853,0,0,0,1.294993,1.466297,0,0,G6
1110,0.019888,0.511672,0.889369,0,1.059936,1.086668,1.004203,0,0,2.211512,2.312101,2.157485,0,G6
1110,1,-0.489108,0.570999,0,0.999999,0,0,0,0,2.182261,0,0,0,G6
1110,0.019445,0.481586,0.950306,0,1.037224,1.115226,0.971375,0,0,2.370808,2.461677,2.198257,0,G6
1110,0.019722,0.43352,0.825631,0,1.041881,1.129529,0.960991,0,0,1.894695,2.052802,1.807447,0,G6
1110,0.024261,0.508264,0.909745,0,1.165291,0.944768,0,0,0,1.410634,1.033499,0,0,G6
1110,0.021595,0.622914,0.966036,0,1.079356,1.203329,0.998427,0,0,2.349935,2.702308,2.228577,0,G6
1110,1,0.004846,0.791876,0,1.000003,0,0,0,0,2.264104,0,0,0,G6
1110,1,-0.563037,0.54199,0,0.999993,0,0,0,0,1.967882,0,0,0,G6
1110,0.020074,0.184303,0.889428,0,1.033758,1.126031,0.951587,0,0,2.401308,2.541336,2.300484,0,G6
10001,0.016136,1.172664,0.473931,0.844194,0,0,0,1.457309,0.340684,0,0,0,0.189126,G7
10001,0.012156,1.219794,1.121157,1.755065,0,0,0,1.76518,0.613948,0,0,0,0.641166,G7
10001,0,0,0,0,0,0,0,0,0,0,0,0,0,G7
10001,1,-0.152401,0.136272,0.999999,0,0,0,0,0.053994,0,0,0,0,G7
10001,0.010072,1.045063,0.33766,1.373595,0,0,0,1.423205,0.533867,0,0,0,0.181889,G7
10001,0.010905,1.187844,0.367019,1.384727,0,0,0,1.537459,0.666647,0,0,0,0.500134,G7
10001,0,0,0,0,0,0,0,0,0,0,0,0,0,G7
10001,0.010467,1.172019,0.706372,1.367256,0,0,0,1.48155,1.228466,0,0,0,0.790985,G7
10001,0.010653,1.116929,0.576606,1.499211,0,0,0,1.371348,0.620907,0,0,0,0.400748,G7
10001,0.01051,1.323805,0.52991,1.484609,0,0,0,1.436749,0.122793,0,0,0,0.246611,G7
11001,0.010541,0.89502,0.971917,1.295289,1.374629,0,0,1.240201,3.744105,4.201895,0,0,3.589105,G8
11001,0.011822,0.857352,1.302132,1.294407,1.498242,0,0,1.268372,4.739797,5.474811,0,0,4.758352,G8
11001,0.015422,-0.245824,0.975185,1.004892,1.209229,0,0,0,3.295316,3.744194,0,0,0,G8
11001,0.017883,-0.206555,0.721539,1.046291,1.146559,0,0,0,2.312316,2.773104,0,0,0,G8
11001,0.011711,0.644384,0.877267,1.145719,1.431978,0,0,1.224919,3.357679,3.88082,0,0,3.13008,G8
11001,0.011191,0.731228,0.768287,1.240233,1.43595,0,0,1.267829,4.073969,4.55499,0,0,3.808392,G8
11001,0.011619,1.015224,0.791049,1.229485,1.494426,0,0,1.494856,6.128428,6.948523,0,0,6.150044,G8
11001,0.015418,0.221916,0.705051,1.162691,1.011037,0,0,0,5.694261,5.623022,0,0,0,G8
11001,0.010716,0.887352,0.935331,1.285278,1.387937,0,0,1.303373,6.427003,6.914099,0,0,6.290797,G8
11001,0.011375,1.033524,1.031711,1.251602,1.478751,0,0,1.227762,5.480635,6.020041,0,0,5.137407,G8
11111,0.009301,1.074907,0.908757,1.130477,1.335742,1.337351,1.310384,1.181247,2.674495,3.467142,3.42099,3.247894,2.651787,G9
11111,0.010669,1.392195,1.385827,1.660332,1.59495,1.622065,1.533189,1.49777,2.786075,4.331477,4.479289,4.214166,3.448234,G9
11111,0.009081,0.94556,0.861541,1.191545,1.377095,1.439318,1.355778,1.235071,1.965601,3.084621,3.221116,3.054302,2.562638,G9
11111,0.009167,0.939469,1.090867,1.164319,1.368469,1.428492,1.38768,1.169015,4.15389,5.105647,5.120188,4.926242,4.246762,G9
11111,0.009374,0.943199,0.798409,1.207754,1.42765,1.434598,1.35366,1.215007,0.817203,1.97503,2.01991,1.812495,1.255303,G9
11111,0.010555,0.896367,0.941229,1.191086,1.254766,1.268647,1.245042,0,1.384658,2.098935,2.041083,1.80605,0,G9
11111,0.009925,0.667916,1.119402,1.100644,1.353446,1.34881,1.305818,1.168731,3.601786,4.696747,4.803766,4.735086,4.276867,G9
11111,0.009157,0.58002,1.052011,1.151319,1.339425,1.343994,1.323795,1.223308,6.017807,7.086591,7.203006,7.151492,6.706867,G9
11111,0.009493,1.052728,0.948001,1.164565,1.40802,1.408159,1.287655,1.219154,5.221117,6.340759,6.365201,6.127171,5.617724,G9
11111,0.009193,0.936526,0.877846,1.146609,1.335061,1.330895,1.318071,1.176286,3.601325,4.566732,4.599581,4.503874,3.978602,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,0.556589,-0.371725,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1101,0.011755,0.598957,1.025194,0,1.24265,1.201938,0,0.862207,0,1.443633,1.679687,0,1.332674,G0
1101,0.012031,0.553095,1.148941,0,1.200796,1.234027,0,0.85895,0,2.316373,2.505263,0,2.023229,G0
1101,0.012075,0.616175,1.146282,0,1.174185,1.22888,0,0.892729,0,2.513523,2.666659,0,2.159433,G0
1101,0.011871,0.612207,1.153117,0,1.192528,1.24191,0,0.871867,0,2.147329,2.285386,0,1.775265,G0
1101,0.012626,0.463449,1.17592,0,1.190812,1.248969,0,0.814279,0,1.726695,2.021174,0,1.665006,G0
1101,0.011668,0.705224,1.15498,0,1.199541,1.24791,0,0.880722,0,2.339178,2.424119,0,1.833871,G0
1101,0.011908,0.483673,1.150069,0,1.212121,1.231711,0,0.82093,0,1.603513,1.869291,0,1.527964,G0
1101,0.012328,0.628469,1.096475,0,1.229028,1.165187,0,0.869909,0,2.166372,2.244421,0,1.813531,G0
1101,0.012007,0.528844,1.04504,0,1.234574,1.191104,0,0.844482,0,1.768159,1.925906,0,1.527198,G0
1101,0.011619,0.721161,1.052926,0,1.186335,1.214395,0,0.897114,0,2.093999,2.235826,0,1.758586,G0
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
