@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,4,6,12-17,22'

@attribute numFingers numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
5,1.177129,9.54729,126.653564,158.265045,162.61908,144.897522,129.189285,1.015792,G9
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
3,0.493973,20.882399,0,154.250717,166.113617,0,164.773148,0,G0
3,0.707169,20.860098,0,144.264816,169.900009,0,143.445404,0,G0
3,0.405435,20.991903,0,152.200607,167.515976,0,158.567612,0,G0
3,0.807531,21.261385,0,170.047729,168.956039,0,152.372986,0,G0
3,0.639225,21.232153,0,156.319061,169.235611,0,163.216797,0,G0
2,-0.38578,19.8237,0,150.471741,166.993591,0,109.7043,0,G0
3,0.334742,20.460182,0,150.697983,174.074387,0,148.416092,0,G0
3,0.587771,21.052015,0,151.363327,176.211777,0,145.785751,0,G0
3,0.771776,21.471386,0,160.377319,173.900589,0,152.376373,0,G0
3,0.809268,20.57741,0,168.891693,174.234146,0,155.848175,0,G0
1,-0.446635,1,0,130.576035,0,0,0,0,G2
0,0,0,0,104.219337,0,0,0,0,G2
1,-0.63726,1,0,89.120705,0,0,0,0,G2
1,-0.562339,1,0,83.041534,0,0,0,0,G2
1,-0.023712,1,0,94.194473,0,0,0,0,G2
1,-0.295672,1,0,159.865707,0,0,0,0,G2
1,-0.329493,1,0,174.5327,0,0,0,0,G2
1,-0.377284,1,0,130.564636,0,0,0,0,G2
1,-0.260873,1,0,45.742229,0,0,0,0,G2
1,-0.251762,1,0,173.859787,0,0,0,0,G2
0,0,0,0,0,0,0,77.61145,0,G3
2,1.007043,37.467548,0,0,0,0,33.976433,0,G3
0,0,0,0,0,0,0,74.729301,0,G3
0,0,0,0,0,0,0,84.557747,0,G3
1,0.398717,1,0,0,0,0,168.993698,0,G3
0,0,0,0,0,0,0,85.49054,0,G3
1,0.496599,1,0,0,0,0,178.465454,0,G3
1,0.473024,1,0,0,0,0,162.326813,0,G3
1,0.490308,1,0,0,0,0,148.071777,0,G3
0,0,0,0,0,0,0,72.57737,0,G3
1,-0.49783,1,15.980985,72.636932,0,0,0,0.291708,G4
2,0.265145,43.335747,162.514709,159.485199,0,0,0,2.395534,G4
2,0.150528,32.805344,59.11134,51.19342,0,0,0,0.670186,G4
2,0.479933,44.423435,44.586025,49.813931,0,0,0,0.348918,G4
2,0.540778,39.716812,64.228134,44.40876,0,0,0,0.577604,G4
2,0.402733,47.848164,142.109726,148.76796,0,0,0,1.648453,G4
2,-0.211578,55.99432,156.502136,165.28302,0,0,0,2.468504,G4
2,0.20852,47.99987,159.992325,152.358551,0,0,0,2.201258,G4
2,0.6976,45.919861,106.819969,98.186317,0,0,0,1.022954,G4
1,0.446533,1,28.308504,73.921104,0,0,0,0.468058,G4
2,0.317808,21.402111,0,93.443291,94.300819,0,0,0,G5
2,0.21086,23.92918,0,151.506027,159.472275,0,0,0,G5
2,0.354287,16.443775,0,166.776642,161.350739,0,0,0,G5
0,0,0,0,93.766418,93.766418,0,0,0,G5
2,0.01223,22.162588,0,158.190247,165.830353,0,0,0,G5
2,0.229529,22.216434,0,166.683151,166.313187,0,0,0,G5
2,0.26645,21.863609,0,146.574524,154.072083,0,0,0,G5
3,0.800136,15.804931,0,151.121231,152.214645,0,0,0,G5
0,0,0,0,104.059784,104.059784,0,0,0,G5
0,0,0,0,85.238174,85.238174,0,0,0,G5
2,-0.043368,17.562973,0,140.549011,168.024002,98.835403,0,0,G6
3,0.511672,13.202558,0,161.945007,175.18158,162.5867,0,0,G6
1,-0.489108,1,0,167.250854,111.96981,111.96981,0,0,G6
3,0.481586,13.649017,0,169.566971,171.674271,159.935257,0,0,G6
3,0.43352,13.525636,0,157.424408,174.604202,157.472473,0,0,G6
2,0.508264,22.681602,0,163.171722,115.279877,92.816658,0,0,G6
3,0.622914,13.019904,0,155.913086,174.922562,155.40683,0,0,G6
1,0.004846,1,0,168.454819,112.216362,112.216362,0,0,G6
1,-0.563037,1,0,166.21344,105.115471,105.115471,0,0,G6
3,0.184303,13.217293,0,167.117966,175.919952,165.749878,0,0,G6
2,1.172664,37.84771,23.37867,0,0,0,35.986023,0.340684,G7
2,1.219794,72.603188,75.618027,0,0,0,75.555916,0.613948,G7
0,0,0,80.78389,0,0,0,80.78389,0,G7
1,-0.152401,1,14.110051,0,0,0,75.489555,0.053994,G7
2,1.045063,70.606186,39.631954,0,0,0,31.592991,0.533867,G7
2,1.187844,70.109825,33.395641,0,0,0,34.730873,0.666647,G7
0,0,0,69.368477,0,0,0,69.368477,0,G7
2,1.172019,70.54409,94.386497,0,0,0,92.3908,1.228466,G7
2,1.116929,70.084503,64.176888,0,0,0,64.945175,0.620907,G7
2,1.323805,70.591492,40.846462,0,0,0,48.554039,0.122793,G7
3,0.89502,26.484047,161.582443,173.266022,0,0,160.606415,3.744105,G8
3,0.857352,23.794563,164.930695,174.049683,0,0,165.51091,4.739797,G8
2,-0.245824,38.128246,164.295853,170.964905,0,0,124.826836,3.295316,G8
2,-0.206555,31.819365,153.516357,167.133942,0,0,114.590202,2.312316,G8
3,0.644384,23.968681,162.524734,169.025787,0,0,157.100876,3.357679,G8
3,0.731228,25.091311,164.199875,169.970428,0,0,160.725662,4.073969,G8
3,1.015224,24.495312,168.725571,172.989197,0,0,166.028915,6.128428,G8
2,0.221916,37.014832,171.90184,173.911469,0,0,143.788696,5.694261,G8
3,0.887352,26.107718,169.96254,175.127045,0,0,168.788864,6.427003,G8
3,1.033524,24.757931,169.134293,175.218353,0,0,166.528946,5.480635,G8
5,1.074907,10.972218,155.038269,175.887955,169.799332,161.883636,153.550247,2.674495,G9
5,1.392195,6.586637,150.168198,166.719437,173.620667,165.035873,154.315918,2.786075,G9
5,0.94556,10.187063,146.859039,163.985458,171.220215,163.482773,151.590088,1.965601,G9
5,0.939469,10.263643,163.759888,176.741943,173.659576,168.810577,164.231049,4.15389,G9
5,0.943199,10.127734,117.066833,145.936798,157.395798,134.554031,120.591537,0.817203,G9
4,0.896367,15.87604,129.125961,162.191605,150.170685,136.621933,118.618126,1.384658,G9
5,0.667916,10.776596,162.522278,170.623154,176.618164,174.632721,166.298843,3.601786,G9
5,0.58002,11.155943,169.0009,174.303299,177.562317,176.332108,171.26474,6.017807,G9
5,1.052728,11.073741,167.112549,176.145111,177.550797,173.446671,168.2453,5.221117,G9
5,0.936526,11.279895,161.455475,173.36377,176.105438,171.215652,163.851273,3.601325,G9
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
1,0.556589,1,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
3,0.598957,21.950901,0,122.152695,146.870087,0,149.565918,0,G0
3,0.553095,21.175959,0,154.161362,170.282288,0,160.810135,0,G0
3,0.616175,21.540407,0,161.022964,173.053757,0,159.489426,0,G0
3,0.612207,21.725775,0,153.145157,162.79071,0,153.677307,0,G0
3,0.463449,19.810598,0,136.43338,150.424774,0,167.237518,0,G0
3,0.705224,22.240541,0,160.930649,165.638809,0,152.706314,0,G0
3,0.483673,20.829376,0,131.014282,146.538208,0,163.073898,0,G0
3,0.628469,21.165833,0,151.760895,174.467575,0,156.389694,0,G0
3,0.528844,21.224251,0,136.631256,159.077454,0,153.921677,0,G0
3,0.721161,22.230488,0,151.930908,166.597595,0,152.433441,0,G0
0,0,0,0,117.830872,0,0,0,0,G2
0,0,0,0,124.01622,0,0,0,0,G2
0,0,0,0,99.012184,0,0,0,0,G2
0,0,0,0,108.854836,0,0,0,0,G2
0,0,0,0,116.867622,0,0,0,0,G2
0,0,0,0,123.869484,0,0,0,0,G2
0,0,0,0,108.005997,0,0,0,0,G2
0,0,0,0,123.10746,0,0,0,0,G2
0,0,0,0,117.661293,0,0,0,0,G2
0,0,0,0,120.214607,0,0,0,0,G2
1,0.467396,1,0,0,0,0,153.240005,0,G3
1,0.461049,1,0,0,0,0,164.761154,0,G3
1,0.486204,1,0,0,0,0,168.078766,0,G3
1,0.466035,1,0,0,0,0,162.679443,0,G3
0,0,0,0,0,0,0,127.188194,0,G3
0,0,0,0,0,0,0,122.43148,0,G3
0,0,0,0,0,0,0,117.232765,0,G3
1,0.270761,1,0,0,0,0,174.11467,0,G3
1,0.231942,1,0,0,0,0,165.992081,0,G3
1,0.384351,1,0,0,0,0,168.846268,0,G3
2,-0.009127,60.291145,142.608719,148.192383,0,0,0,1.833169,G4
2,-0.182513,65.190086,143.073486,148.448898,0,0,0,1.966945,G4
2,-0.239257,57.752979,150.040131,158.813202,0,0,0,2.453563,G4
1,-0.890757,1,129.370483,101.740036,0,0,0,1.284406,G4
3,0.274832,19.895859,134.741409,144.302246,0,0,0,1.931542,G4
1,-0.968462,1,132.729446,111.045799,0,0,0,1.361327,G4
2,0.182582,64.328163,96.190529,94.471046,0,0,0,0.997638,G4
2,-0.090671,64.884415,143.167068,144.280884,0,0,0,1.679981,G4
2,-0.064743,67.481865,138.369598,143.082077,0,0,0,1.817721,G4
2,0.172381,65.172585,123.471497,115.99469,0,0,0,1.355574,G4
2,0.552577,26.83696,0,164.772385,129.48732,0,0,0,G5
1,0.234747,1,0,132.595245,104.473389,0,0,0,G5
1,0.347492,1,0,156.009399,117.700005,0,0,0,G5
0,0,0,0,106.560127,106.560127,0,0,0,G5
2,0.402656,31.140699,0,151.676117,156.951569,0,0,0,G5
2,0.407046,32.815556,0,153.199265,157.496521,0,0,0,G5
2,0.239673,28.256777,0,123.998909,155.115494,0,0,0,G5
2,0.312447,25.189964,0,131.238403,147.297638,0,0,0,G5
0,0,0,0,97.212585,97.212585,0,0,0,G5
2,0.415659,27.55373,0,120.572609,140.596344,0,0,0,G5
3,0.582497,18.980923,0,155.762787,174.664612,160.603378,0,0,G6
3,0.59541,19.703587,0,160.43277,177.964325,162.069748,0,0,G6
3,0.532532,18.328455,0,160.042892,172.119171,156.519913,0,0,G6
3,0.623132,17.970846,0,163.955414,173.238983,159.029388,0,0,G6
3,0.4485,18.655182,0,135.691483,169.216309,150.836426,0,0,G6
3,0.62582,16.783241,0,168.189804,162.794006,150.833344,0,0,G6
3,0.483239,12.948482,0,132.141464,157.12915,142.97287,0,0,G6
3,0.740884,20.249958,0,143.782425,177.435913,145.139389,0,0,G6
3,0.750233,20.156908,0,122.926132,171.615631,125.376953,0,0,G6
3,0.791949,18.80793,0,149.371735,177.947098,154.68045,0,0,G6
2,0.943968,67.945549,157.026794,0,0,0,153.350006,3.339941,G7
3,1.077569,36.497276,146.514587,0,0,0,169.597565,2.726612,G7
3,3.403178,124.514069,141.190231,0,0,0,156.662415,7.899304,G7
3,1.058594,37.33736,149.355484,0,0,0,169.930374,2.926727,G7
2,1.095505,70.948708,149.315277,0,0,0,145.518707,2.593138,G7
3,1.006503,36.409126,160.500824,0,0,0,175.496185,4.11634,G7
2,1.069142,66.473228,158.286575,0,0,0,157.155884,3.792433,G7
2,0.981127,66.771965,155.760925,0,0,0,148.542328,2.945276,G7
2,0.885921,65.038383,155.196793,0,0,0,155.151657,3.113246,G7
2,0.849016,66.394348,141.745361,0,0,0,143.710739,2.266715,G7
4,1.227301,20.396193,156.632645,164.539246,0,0,169.881058,3.803804,G8
3,0.992309,25.542887,156.239243,170.082565,0,0,153.625641,3.288351,G8
3,0.677979,27.315542,154.044998,166.31398,0,0,157.448502,3.106524,G8
3,1.123231,24.433315,158.741974,167.550903,0,0,155.900726,3.275122,G8
3,0.974945,26.35997,158.98764,168.152054,0,0,157.186798,3.630464,G8
3,1.000095,24.703197,154.380402,165.007996,0,0,153.508881,3.10248,G8
3,0.930347,26.63711,155.433182,165.591232,0,0,154.681854,3.32514,G8
3,0.750694,25.718967,155.21788,166.664536,0,0,157.688614,3.234271,G8
3,0.791638,25.982103,160.601257,169.14827,0,0,161.239502,3.933917,G8
3,0.925355,25.234972,147.717117,157.342941,0,0,146.42836,2.693324,G8
5,1.127704,15.185007,135.905396,161.007889,167.39743,141.484726,144.005966,1.500124,G9
5,1.1819,15.276175,132.503952,150.907318,174.85965,139.668854,145.231857,1.264069,G9
5,1.383087,15.187655,136.413696,163.732773,161.655243,138.475006,140.840363,1.686696,G9
4,1.049647,19.015265,134.754211,154.727402,165.713821,142.605804,113.121742,1.461024,G9
5,1.346604,15.613431,133.168564,155.615891,168.761368,137.969986,142.84166,1.459282,G9
5,1.247788,15.682833,150.341232,162.578293,178.439911,155.639862,160.404373,2.232434,G9
5,1.202673,15.486366,145.954193,162.125244,174.939102,155.371109,155.150055,2.020572,G9
4,0.883985,18.255842,148.577805,168.449493,169.78627,155.011536,132.759094,2.253848,G9
5,1.361782,9.37676,148.169388,165.013672,176.554276,160.483398,146.952118,2.016058,G9
4,1.007664,18.710051,151.653885,176.84465,162.058411,150.301941,128.089996,2.400728,G9
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
3,0.597382,23.849249,0,154.413986,176.052948,0,149.486053,0,G0
3,0.681706,24.9988,0,149.278839,171.116913,0,154.100296,0,G0
3,0.686494,24.508358,0,152.211761,173.655716,0,153.296646,0,G0
2,0.505489,54.984791,0,147.701248,151.05748,0,115.968414,0,G0
3,0.809986,25.160847,0,159.827545,175.301086,0,151.545486,0,G0
3,0.848038,25.775015,0,152.920975,172.272614,0,148.671677,0,G0
3,0.606749,24.676746,0,151.555878,169.758896,0,154.090973,0,G0
3,0.564187,23.645828,0,153.505051,173.31575,0,154.941483,0,G0
1,-0.360713,1,0,156.557526,113.655006,0,113.655006,0,G0
3,0.68375,23.794411,0,159.936279,179.567032,0,153.572815,0,G0
1,-0.324908,1,0,79.437447,0,0,0,0,G2
1,-0.244712,1,0,100.066063,0,0,0,0,G2
1,-0.085464,1,0,94.925011,0,0,0,0,G2
1,-0.302308,1,0,95.667381,0,0,0,0,G2
0,0,0,0,95.155243,0,0,0,0,G2
1,-0.20352,1,0,114.375816,0,0,0,0,G2
1,-0.217339,1,0,93.815872,0,0,0,0,G2
0,0,0,0,84.578339,0,0,0,0,G2
2,0.074399,33.111378,0,161.510056,0,0,0,0,G2
1,-0.157849,1,0,86.919395,0,0,0,0,G2
1,0.330429,1,0,0,0,0,81.015839,0,G3
1,0.174462,1,0,0,0,0,169.886032,0,G3
1,0.285143,1,0,0,0,0,168.192474,0,G3
1,0.411038,1,0,0,0,0,162.216324,0,G3
1,0.234592,1,0,0,0,0,165.645172,0,G3
1,0.134083,1,0,0,0,0,165.02327,0,G3
1,0.04225,1,0,0,0,0,162.323685,0,G3
1,0.286535,1,0,0,0,0,155.098389,0,G3
1,0.382666,1,0,0,0,0,162.399307,0,G3
1,0.296203,1,0,0,0,0,160.056046,0,G3
1,-0.965539,1,148.391205,114.919281,0,0,0,1.764658,G4
3,0.119147,20.527178,135.580231,155.046463,0,0,0,1.913408,G4
3,0.231276,20.604887,129.999664,145.751144,0,0,0,1.746719,G4
2,-0.14338,61.082603,131.238724,136.914108,0,0,0,1.491161,G4
2,-0.373114,57.431267,134.855652,140.517487,0,0,0,1.439109,G4
2,-0.547359,54.200619,132.316223,137.705414,0,0,0,1.268384,G4
2,-0.176782,54.161648,136.738449,137.165802,0,0,0,1.460993,G4
2,0.001529,56.480007,113.796288,115.482895,0,0,0,1.109057,G4
2,-0.272443,57.925606,130.363647,141.108109,0,0,0,1.407744,G4
2,-0.230886,56.000134,143.686371,149.898972,0,0,0,1.768279,G4
2,0.092056,26.642244,0,159.162155,156.901779,0,0,0,G5
2,0.274169,37.154068,0,152.547195,158.476166,0,0,0,G5
2,0.224598,34.104729,0,150.293945,160.575729,0,0,0,G5
1,-0.106119,1,0,99.920685,93.288712,0,0,0,G5
2,0.08176,26.021835,0,160.231628,167.005524,0,0,0,G5
2,0.301604,24.800642,0,152.269592,150.652481,0,0,0,G5
1,0.170835,1,0,107.296066,95.278168,0,0,0,G5
2,0.11474,26.962458,0,157.955429,165.458786,0,0,0,G5
2,0.10985,26.692886,0,157.247971,163.017258,0,0,0,G5
2,0.018719,26.765795,0,151.761902,163.56308,0,0,0,G5
3,0.413602,20.256214,0,153.026871,177.035629,157.07312,0,0,G6
3,0.377758,17.047852,0,161.354996,173.432892,167.177094,0,0,G6
3,0.298367,16.729675,0,152.993439,173.979294,160.931259,0,0,G6
3,0.459313,17.787954,0,160.653336,174.30098,162.617111,0,0,G6
3,0.491706,17.265451,0,163.456039,175.007095,164.916046,0,0,G6
3,0.256337,16.213783,0,161.811981,178.691193,169.36496,0,0,G6
3,0.488008,20.062643,0,160.317123,177.33287,159.530838,0,0,G6
3,0.50416,22.757629,0,150.934616,177.395935,157.330917,0,0,G6
3,0.457934,21.377962,0,158.989349,177.59906,160.442383,0,0,G6
3,0.374892,20.55521,0,155.897583,177.293472,155.1492,0,0,G6
2,0.701891,65.847382,149.040085,0,0,0,146.485718,2.457427,G7
1,-0.820075,1,159.449646,0,0,0,115.350243,2.00795,G7
1,-0.818262,1,156.616699,0,0,0,112.32476,1.861342,G7
2,0.768414,68.86422,149.224228,0,0,0,142.65799,2.50839,G7
2,0.785725,71.958382,146.320358,0,0,0,145.153534,2.437953,G7
2,1.105771,67.966751,153.694443,0,0,0,148.26355,2.764261,G7
2,0.548605,65.299904,151.601334,0,0,0,151.544617,2.644329,G7
2,0.248988,65.007561,145.224747,0,0,0,144.845673,2.150742,G7
2,0.527894,65.652946,147.57576,0,0,0,143.927277,2.337716,G7
2,0.619472,65.71978,148.184067,0,0,0,145.682709,2.408868,G7
4,0.485468,19.692427,150.131882,166.04747,0,0,160.463821,2.364511,G8
3,0.955128,26.485064,147.091049,177.272507,0,0,143.190796,2.257071,G8
3,0.766878,26.629318,142.125412,172.072464,0,0,137.313522,1.818459,G8
4,1.305254,20.762381,147.119446,169.16481,0,0,156.647369,2.434068,G8
3,0.937405,25.938713,149.366379,170.140472,0,0,147.967316,2.376041,G8
3,0.633478,26.409336,146.151352,173.200562,0,0,141.460373,2.091201,G8
3,0.961441,27.467936,132.364365,173.690338,0,0,126.198151,1.574285,G8
3,1.20847,26.583305,129.088806,169.878281,0,0,122.88015,1.472061,G8
4,1.363419,18.89397,131.42363,168.193863,0,0,155.442154,1.593968,G8
3,0.977304,25.939802,145.678482,174.788452,0,0,141.746063,2.084312,G8
5,0.835729,9.527532,134.220596,157.9496,171.711044,156.565216,136.155518,1.239722,G9
5,0.911842,9.668103,139.812759,164.794678,171.657211,158.81192,141.854996,1.47153,G9
5,1.011594,9.613049,137.609558,163.820618,169.864365,156.453339,139.31813,1.357605,G9
5,0.799858,9.570864,131.569824,157.356689,171.353546,155.391479,134.600113,1.137495,G9
5,0.800566,9.555344,147.912994,167.590988,175.581238,164.474091,149.115067,1.821177,G9
5,0.98364,9.51868,147.308411,170.897018,170.428162,159.656448,146.080673,1.841502,G9
5,0.788263,9.576638,159.218933,172.949188,176.958496,168.227814,157.941162,2.481262,G9
5,0.839511,9.988613,136.216583,160.100632,170.111938,156.184235,138.138382,1.339436,G9
5,0.599558,9.809388,121.427231,148.172119,171.098495,143.845367,122.36618,0.850618,G9
5,0.929799,9.195293,102.866615,128.490097,135.547409,111.932724,102.274124,0.542044,G9
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
3,0.445864,26.168962,0,149.990082,173.954575,0,152.270142,0,G0
3,0.479034,26.312696,0,146.6875,174.466568,0,150.405289,0,G0
3,0.726965,27.028696,0,152.700775,175.074478,0,155.026413,0,G0
2,0.67259,36.385403,0,148.338196,155.210953,0,105.026192,0,G0
3,0.543432,26.946838,0,151.211426,173.936127,0,153.118301,0,G0
3,0.349437,26.449289,0,147.304459,174.858505,0,149.360184,0,G0
3,0.598121,26.165817,0,128.9758,155.731644,0,129.321793,0,G0
3,0.796306,26.78388,0,137.456039,158.5625,0,137.122009,0,G0
3,0.769418,26.587257,0,145.999115,170.643005,0,148.76207,0,G0
3,0.614263,26.258286,0,149.279236,171.825882,0,153.487,0,G0
1,-0.012735,1,0,144.276566,0,0,0,0,G2
1,0.005355,1,0,100.217102,0,0,0,0,G2
1,0.202659,1,0,95.298439,0,0,0,0,G2
1,-0.297177,1,0,105.239433,0,0,0,0,G2
1,-0.127664,1,0,145.279572,0,0,0,0,G2
1,-0.005915,1,0,136.597031,0,0,0,0,G2
0,0,0,0,98.594231,0,0,0,0,G2
0,0,0,0,99.170425,0,0,0,0,G2
1,-0.106377,1,0,94.985977,0,0,0,0,G2
1,0.159143,1,0,85.743286,0,0,0,0,G2
1,0.382613,1,0,0,0,0,98.407837,0,G3
1,0.214919,1,0,0,0,0,171.740891,0,G3
1,0.182696,1,0,0,0,0,170.013168,0,G3
1,-0.280551,1,0,0,0,0,173.550735,0,G3
1,0.305531,1,0,0,0,0,165.628265,0,G3
1,0.417575,1,0,0,0,0,150.836395,0,G3
1,0.412537,1,0,0,0,0,35.816788,0,G3
1,-0.067955,1,0,0,0,0,170.748322,0,G3
1,0.042513,1,0,0,0,0,168.562042,0,G3
1,0.380809,1,0,0,0,0,167.101837,0,G3
2,-0.909986,58.086987,156.178024,152.339569,0,0,0,2.71989,G4
2,0.087269,57.091476,145.743668,138.045349,0,0,0,1.772093,G4
2,-0.486802,56.859406,151.880783,146.253922,0,0,0,1.95555,G4
2,-0.045499,57.191746,144.876694,139.253571,0,0,0,1.699678,G4
2,0.10864,55.289829,122.254471,118.618935,0,0,0,1.184319,G4
2,-0.06354,57.419991,138.020248,136.403076,0,0,0,1.582806,G4
2,-0.314816,55.999855,149.026505,137.463791,0,0,0,1.702291,G4
2,-0.289388,57.919682,139.443619,133.388092,0,0,0,1.558091,G4
2,0.413275,55.645729,140.394547,129.601028,0,0,0,1.504868,G4
2,-0.778183,58.284771,138.66539,143.67424,0,0,0,1.610083,G4
2,0.168277,31.363859,0,152.712128,162.438721,0,0,0,G5
2,0.433333,31.544939,0,137.044556,147.886658,0,0,0,G5
2,-0.012718,30.578329,0,156.314102,166.016556,0,0,0,G5
1,0.181923,1,0,148.139496,109.551384,0,0,0,G5
2,0.490639,30.718582,0,135.560577,139.314056,0,0,0,G5
2,0.315048,31.152681,0,152.000656,165.203598,0,0,0,G5
2,-0.059789,30.603867,0,135.273224,152.177521,0,0,0,G5
0,0,0,0,107.944557,107.944557,0,0,0,G5
1,0.287377,1,0,120.664711,99.334045,0,0,0,G5
1,0.480632,1,0,139.480194,101.178261,0,0,0,G5
3,0.081234,21.632675,0,149.810684,157.619553,156.401718,0,0,G6
3,0.42676,21.888054,0,157.000397,167.89502,159.208145,0,0,G6
3,0.172185,21.601242,0,156.783646,166.78569,158.661575,0,0,G6
3,0.608557,21.487022,0,159.976028,169.576782,160.491562,0,0,G6
3,0.46298,21.360723,0,148.478943,173.050964,146.585007,0,0,G6
3,0.092397,21.818707,0,141.592667,159.518143,139.051895,0,0,G6
2,0.192309,46.536037,0,154.568298,158.059708,112.539734,0,0,G6
3,0.647684,22.232635,0,159.037033,170.570984,157.041183,0,0,G6
3,0.65487,22.062029,0,148.319366,171.640869,142.875366,0,0,G6
3,0.141944,21.714144,0,141.105408,170.384827,139.014694,0,0,G6
2,0.840307,72.915581,150.668594,0,0,0,150.995514,2.843188,G7
2,0.516876,71.795464,140.308167,0,0,0,140.288681,2.092726,G7
1,0.521569,1,161.851349,0,0,0,117.43277,2.119057,G7
2,0.103685,74.483971,144.037247,0,0,0,146.765549,2.339879,G7
2,0.331051,72.88903,136.850311,0,0,0,138.251663,1.962626,G7
2,0.845901,71.345612,146.105255,0,0,0,145.654678,2.434276,G7
2,0.720649,72.90947,153.144135,0,0,0,152.452271,3.047875,G7
2,0.146131,73.319832,153.899704,0,0,0,156.791107,3.07845,G7
2,0.524327,71.310219,146.143143,0,0,0,147.031784,2.424756,G7
2,0.922788,72.125488,144.07576,0,0,0,143.409134,2.37546,G7
3,0.238445,31.338329,135.183563,172.424942,0,0,138.202881,1.657535,G8
3,0.282635,29.624895,131.409119,164.853638,0,0,130.854996,1.435573,G8
4,1.082419,20.945076,146.205414,167.223846,0,0,166.823456,2.379813,G8
3,0.97525,27.066563,144.602264,170.183136,0,0,147.566315,2.070174,G8
4,0.529585,20.89237,131.46283,161.778687,0,0,156.37558,1.483056,G8
3,0.034141,30.838646,136.684204,170.869324,0,0,138.510498,1.6683,G8
3,0.226677,33.216892,147.342651,172.890701,0,0,150.749207,2.363547,G8
4,0.948481,19.724712,148.180847,171.064087,0,0,165.906509,2.493868,G8
3,0.915602,26.856787,126.685814,158.627579,0,0,125.453072,1.336743,G8
3,0.51753,28.943487,104.501297,137.263962,0,0,105.432472,0.689022,G8
5,0.779635,9.225645,153.900742,165.932053,177.010559,164.834259,152.633743,2.249883,G9
5,0.971793,8.554334,133.000458,153.450333,171.449402,147.304703,131.042282,1.114731,G9
5,1.335971,7.527702,150.800247,165.302719,178.403442,161.183517,148.188446,2.092188,G9
5,1.170982,9.265546,160.543762,171.148972,178.936508,168.700562,159.054871,3.504861,G9
5,0.487906,13.013872,150.1259,164.402603,172.989182,165.311371,153.017151,2.057277,G9
5,0.951539,7.865595,152.219299,166.76535,179.301987,162.070877,150.289688,2.26689,G9
5,1.292913,7.158701,154.400238,168.150208,179.499924,162.267639,151.272141,2.537408,G9
5,1.302239,8.319952,156.454681,172.142029,176.217773,162.327774,153.205521,2.746417,G9
5,1.366719,9.097486,162.086365,171.351151,179.085068,171.103348,161.267334,3.712925,G9
5,1.255683,7.326109,155.372482,168.001755,179.053329,166.948303,156.316177,3.086761,G9
1,-0.659883,1,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
1,-0.536885,1,0,0,0,0,0,0,G1
3,0.607003,23.832621,0,161.340622,172.317764,0,158.97493,0,G0
3,0.621065,24.683174,0,164.759888,173.767715,0,162.431763,0,G0
3,0.710747,24.046339,0,163.000961,171.998108,0,162.200592,0,G0
3,0.714895,24.023407,0,164.015533,172.588409,0,162.815109,0,G0
