@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R4,5,6,7-11,12-17,18-22'

@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.734957,-0.436434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0.581342,-0.577997,5.416896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
-0.667931,0.62587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0.861251,1.653102,4.915854,0,1.957854,2.010384,0,1.364175,0,142.332962,156.281662,0,176.483307,0,3.200804,3.866323,0,3.432589,G0
0.461436,1.011152,19.595537,0,1.224617,1.244116,0,0.864754,0,160.787567,176.201752,0,164.689804,0,2.869781,3.06101,0,2.529032,G0
0.41388,1.065574,19.243837,0,1.229299,1.240213,0,0.836934,0,165.657059,177.942795,0,168.724884,0,3.455971,3.626464,0,3.077377,G0
1.781367,3.374366,7.804761,0,4.023008,4.10746,0,3.410824,0,150.5522,166.814194,0,173.651367,0,7.758927,8.722976,0,1.401234,G0
0.36219,0.929811,19.793972,0,1.190412,1.207986,0,0.880788,0,145.580276,172.613708,0,153.259186,0,1.929311,2.121263,0,1.66838,G0
0.457707,0.937605,20.028419,0,1.208405,1.229555,0,0.881295,0,147.211563,176.082993,0,150.05191,0,1.962166,2.130976,0,1.614336,G0
0.568438,0.962773,19.043934,0,1.226237,1.254268,0,0.87878,0,160.27478,173.541443,0,159.658691,0,2.668828,2.823006,0,2.236153,G0
-0.014742,0.848819,22.023912,0,1.026995,1.029347,0,0,0,169.804062,172.109787,0,118.577271,0,2.519809,2.537647,0,0,G0
0.961435,1.621572,1.973912,0,2.166436,2.158539,0,1.457891,0,156.990738,168.490891,0,171.412415,0,5.07996,5.543409,0,4.864698,G0
0.910031,1.746894,4.449722,0,2.065204,2.078488,0,1.363215,0,157.996826,168.456482,0,173.448929,0,5.056568,5.529736,0,4.884039,G0
-0.303567,0.691537,1,0,1.000004,0,0,0,0,76.631912,0,0,0,0,0.782167,0,0,0,G2
0,0,0,0,0,0,0,0,0,89.042931,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,80.755898,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,69.18438,0,0,0,0,0,0,0,0,G2
-0.315823,0.645461,1,0,0.999996,0,0,0,0,71.548866,0,0,0,0,0.811374,0,0,0,G2
-0.111525,0.73004,1,0,1.000002,0,0,0,0,71.709641,0,0,0,0,0.624098,0,0,0,G2
-0.210051,0.817998,1,0,1.000004,0,0,0,0,103.47081,0,0,0,0,0.96388,0,0,0,G2
0,0,0,0,0,0,0,0,0,91.103645,0,0,0,0,0,0,0,0,G2
-0.267906,0.715518,1,0,1.000001,0,0,0,0,71.640854,0,0,0,0,0.669806,0,0,0,G2
-0.291259,0.765787,1,0,1.000002,0,0,0,0,88.540672,0,0,0,0,0.819212,0,0,0,G2
0.488662,2.687721,49.595951,0,0,0,0,1.767377,0,0,0,0,166.237671,0,0,0,0,5.588802,G3
0,0,0,0,0,0,0,0,0,0,0,0,129.491425,0,0,0,0,0,G3
0.822483,1.57313,53.400436,0,0,0,0,2.123707,0,0,0,0,144.016495,0,0,0,0,3.357691,G3
0.211315,0.854765,1,0,0,0,0,0.999996,0,0,0,0,158.374939,0,0,0,0,1.962697,G3
0.257286,0.895916,1,0,0,0,0,1,0,0,0,0,171.498672,0,0,0,0,2.435554,G3
0.294008,0.85043,1,0,0,0,0,0.999998,0,0,0,0,170.657898,0,0,0,0,2.509979,G3
0.213918,0.866428,1,0,0,0,0,1,0,0,0,0,175.978775,0,0,0,0,2.32126,G3
0.220521,0.823966,1,0,0,0,0,1.000006,0,0,0,0,175.711761,0,0,0,0,2.432033,G3
0.164169,0.803636,1,0,0,0,0,1.000002,0,0,0,0,173.301636,0,0,0,0,2.480385,G3
0.15234,0.808144,1,0,0,0,0,0.999999,0,0,0,0,173.116989,0,0,0,0,2.548279,G3
-0.174105,1.103987,50.252277,1.044579,1.342763,0,0,0,150.429321,146.845932,0,0,0,1.92091,2.217389,0,0,0,G4
-0.122953,1.115498,48.429398,1.02026,1.317112,0,0,0,151.068497,151.967392,0,0,0,1.920436,2.281158,0,0,0,G4
0.18846,1.460319,14.786871,1.321736,1.651423,0,0,0,149.284546,162.463028,0,0,0,2.536567,3.216953,0,0,0,G4
-0.164602,1.124563,50.12207,1.062853,1.324382,0,0,0,148.854691,155.270782,0,0,0,1.971869,2.394318,0,0,0,G4
-0.94572,0.261743,1,0.999999,0,0,0,0,164.039963,121.562927,0,0,0,2.732039,0,0,0,0,G4
-0.150126,1.15236,49.292255,1.073794,1.305825,0,0,0,156.950668,157.529922,0,0,0,2.382105,2.670159,0,0,0,G4
-0.98293,0.149529,1,1,0,0,0,0,160.305389,123.231895,0,0,0,2.472052,0,0,0,0,G4
-0.008154,2.584348,77.524254,2.426124,3.016753,0,0,0,159.547836,145.906097,0,0,0,5.081109,5.19557,0,0,0,G4
-0.180848,1.120862,50.425652,1.064021,1.320108,0,0,0,149.536087,149.475662,0,0,0,1.956647,2.264404,0,0,0,G4
1.36589,3.074546,34.100098,2.693211,3.576104,0,0,0,149.248337,151.168625,0,0,0,4.982361,6.120978,0,0,0,G4
-0.063246,1.608927,30.171564,0,2.199013,1.639511,0,0,0,159.585892,140.582916,0,0,0,3.765091,0.737544,0,0,G5
0.972259,1.275522,9.168107,0,2.141881,2.164818,0,0,0,143.613663,166.919235,0,0,0,3.384465,3.725769,0,0,G5
0.856262,1.844815,11.501387,0,2.333805,2.369005,0,0,0,162.262024,175.851837,0,0,0,5.593565,5.910605,0,0,G5
-0.077521,0.717603,26.184465,0,1.039329,1.026227,0,0,0,164.674164,168.732422,0,0,0,2.093861,2.101737,0,0,G5
1.139007,1.570754,18.09214,0,2.224451,2.196905,0,0,0,150.221451,170.661713,0,0,0,4.059782,4.40859,0,0,G5
-0.078388,0.701412,26.263199,0,1.031068,1.032578,0,0,0,153.755936,164.539261,0,0,0,1.656116,1.69653,0,0,G5
0.136451,0.731091,27.691299,0,1.036524,1.036543,0,0,0,160.427338,161.81131,0,0,0,1.798941,1.804901,0,0,G5
0.192035,0.831773,27.695864,0,1.043691,1.033134,0,0,0,169.577728,170.070908,0,0,0,2.568328,2.561266,0,0,G5
0.017633,0.82368,28.322369,0,1.053787,1.028065,0,0,0,169.768372,174.412598,0,0,0,3.158669,3.18687,0,0,G5
-0.183645,1.71031,31.533884,0,2.297198,1.865203,0,0,0,172.394135,155.047699,0,0,0,5.362423,1.921971,0,0,G5
0.15807,0.829726,19.914471,0,1.077399,1.096178,0.999451,0,0,137.544159,159.832901,170.051941,0,0,1.579357,1.806409,1.735807,0,G6
0.699618,1.753694,7.737838,0,2.026054,2.017691,1.018541,0,0,134.139099,160.811981,148.163284,0,0,2.820252,3.387056,0.9349,0,G6
0.125004,0.876376,19.64415,0,1.049706,1.090622,1.000589,0,0,143.387024,158.568115,155.211288,0,0,1.585589,1.715658,1.609502,0,G6
0.641382,1.39442,7.008226,0,1.657774,1.69472,1.652385,0,0,146.291122,162.02771,164.283127,0,0,2.747815,2.996877,2.968055,0,G6
0.070663,0.7709,19.759106,0,1.060436,1.085205,0.994053,0,0,136.786469,155.803604,167.825119,0,0,1.516607,1.69428,1.633131,0,G6
-0.009252,0.785042,19.387762,0,1.053888,1.09321,0.987669,0,0,141.794525,159.851151,173.523972,0,0,1.645035,1.852884,1.783288,0,G6
0.667561,1.313331,5.810316,0,1.63105,1.675169,1.546914,0,0,141.09761,160.426376,172.090042,0,0,2.539201,2.884054,2.807809,0,G6
1.009683,0.913673,3.458053,0,1.930304,1.973412,1.798294,0,0,120.411613,145.582108,153.855331,0,0,2.169876,2.692333,2.55109,0,G6
0.356224,0.865698,20.15057,0,1.092186,1.095433,1.04096,0,0,158.09407,177.012131,163.414658,0,0,2.311286,2.460773,2.325623,0,G6
0.24501,0.913107,20.21986,0,1.102524,1.072247,1.014559,0,0,165.891724,177.825241,168.170349,0,0,2.888182,2.963516,2.827507,0,G6
0.13836,0.783446,53.090115,1.168152,0,0,0,1.134924,150.866776,0,0,0,160.885162,2.192527,0,0,0,2.306137,G7
-0.164355,0.71422,28.018694,1.2235,0,0,0,0.873493,155.767197,0,0,0,160.37619,2.098306,0,0,0,1.75715,G7
-0.624042,0.682302,1,0.999999,0,0,0,0,168.665237,0,0,0,121.673973,2.219085,0,0,0,0,G7
0.329231,0.982685,30.324524,1.216756,0,0,0,0.883307,152.517059,0,0,0,164.810593,2.246607,0,0,0,2.023843,G7
0.38034,0.829572,30.072052,1.285367,0,0,0,0.929975,146.980499,0,0,0,155.708069,2.159252,0,0,0,1.875043,G7
0.793739,1.705116,5.104064,2.118214,0,0,0,1.404917,154.054306,0,0,0,168.350494,4.417421,0,0,0,4.073871,G7
0.29787,1.017446,53.317043,1.137744,0,0,0,1.197526,157.02507,0,0,0,162.3703,2.523398,0,0,0,2.696643,G7
3.005895,-4.037921,26.40741,5.048185,0,0,0,4.890343,149.606033,0,0,0,171.202713,9.964713,0,0,0,12.381773,G7
1.964791,3.744629,13.585074,4.32368,0,0,0,2.149859,167.218613,0,0,0,156.438965,8.969092,0,0,0,4.264287,G7
2.029247,2.149701,9.604671,2.969179,0,0,0,3.065298,150.675461,0,0,0,162.227585,5.735237,0,0,0,6.370481,G7
0.470137,1.070538,19.364756,1.055774,1.485595,0,0,1.143429,155.961044,167.585281,0,0,154.640747,2.463647,3.189894,0,0,2.539773,G8
-0.328652,1.079445,35.649731,0.944878,1.26286,0,0,0,164.735199,165.001053,0,0,125.562599,2.552048,2.908525,0,0,0,G8
0.308704,1.041452,20.332781,1.07555,1.432347,0,0,1.095186,157.161865,170.758362,0,0,159.944489,2.625465,3.310952,0,0,2.756505,G8
4.830279,-5.929143,69.943497,4.60176,5.814095,0,0,4.274877,160.598526,172.398666,0,0,167.251312,13.37717,16.406713,0,0,14.285071,G8
0.317377,1.018776,19.7327,1.035106,1.45382,0,0,1.1048,154.976593,167.743378,0,0,153.04213,2.271872,2.93282,0,0,2.30768,G8
0.478468,1.080394,19.846165,1.085714,1.494149,0,0,1.140944,153.281052,170.502991,0,0,156.384583,2.384982,3.216164,0,0,2.59698,G8
0.378964,1.171522,20.634821,1.063753,1.448928,0,0,1.112618,162.362473,173.528778,0,0,164.775055,3.270124,4.019603,0,0,3.459401,G8
0.325927,1.207806,20.530083,1.088946,1.408298,0,0,1.116171,168.317596,175.326996,0,0,170.124725,4.73728,5.407362,0,0,4.905256,G8
0.254995,1.092935,20.212069,1.141094,1.456139,0,0,1.10237,163.177673,172.859192,0,0,166.632324,3.730794,4.469506,0,0,3.892395,G8
0.253362,1.049074,19.471188,1.128674,1.494479,0,0,1.10443,159.355789,170.543777,0,0,162.294601,3.08476,3.858044,0,0,3.208477,G8
0.985754,1.059274,8.73686,1.013167,1.392894,1.382275,1.35018,1.229319,157.120651,172.834534,175.773148,167.556152,154.049805,2.605869,3.583256,3.591082,3.476862,2.806365,G9
0.842018,0.910056,8.881664,1.024812,1.35373,1.427096,1.321351,1.156444,133.280258,155.881714,174.511292,157.903885,132.996231,1.26991,2.19238,2.324479,2.169836,1.536889,G9
1.16038,1.12397,7.105643,1.110522,1.454101,1.464803,1.416359,1.270068,148.056274,166.669312,176.250839,165.183868,147.019974,1.967825,3.13889,3.205146,3.083863,2.320241,G9
1.081631,1.244326,15.284383,1.201026,1.455374,1.441992,1.242956,0,164.037476,173.334671,173.708176,164.406357,134.793076,4.289592,5.136301,5.129916,4.419653,0,G9
0.925269,0.988158,16.43553,1.235293,1.176536,1.119924,1.038524,0,167.370453,174.924911,177.908005,164.890381,129.877228,3.943308,4.039729,4.006492,3.576392,0,G9
0.821203,0.742008,15.619578,1.193114,1.217632,1.120491,0.994459,0,152.74411,167.642105,174.411667,149.000046,112.352119,2.229235,2.401072,2.326977,1.889486,0,G9
0.964381,0.971874,8.800071,1.038205,1.353935,1.416966,1.341328,1.193952,146.375336,166.564178,176.570923,164.338974,144.973083,1.830875,2.764143,2.869909,2.733367,2.075783,G9
0.810025,0.942821,9.380643,1.047191,1.30295,1.417088,1.328558,1.148161,138.483383,159.846359,173.930008,162.044144,139.356567,1.48832,2.336564,2.509696,2.377496,1.753782,G9
0.666753,0.964272,9.375968,0.967904,1.346189,1.399944,1.260825,1.083267,146.686935,165.483521,176.055344,166.265366,146.893875,1.746774,2.628773,2.724137,2.545563,1.978785,G9
0.702865,1.080709,10.967755,0.990773,1.217849,1.365623,1.275622,1.14261,158.587219,172.542953,178.163986,171.31279,158.134842,2.687785,3.385308,3.56586,3.432508,2.926412,G9
-0.728452,0.513998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
-0.672955,0.584972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
-0.720727,0.537501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
-0.701598,0.532832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
-0.693084,0.469594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
-0.762485,0.47517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
-0.698562,0.527928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0.726182,1.074775,28.205624,0,1.217814,1.204221,0,1.061919,0,164.586594,175.419617,0,161.868759,0,3.304496,3.448358,0,3.020074,G0
0.792688,1.182609,27.12533,0,1.236175,1.246215,0,1.062514,0,169.246262,176.524734,0,167.220749,0,4.541755,4.727411,0,4.205803,G0
0.809091,1.164044,28.109241,0,1.246101,1.252304,0,1.075778,0,166.229385,175.302261,0,163.737961,0,3.824039,4.012097,0,3.487435,G0
0.838553,1.075516,27.913639,0,1.240257,1.251794,0,1.085787,0,162.313019,173.31636,0,158.420868,0,3.142044,3.325052,0,2.7981,G0
0.655823,1.051815,28.283398,0,1.245692,1.195182,0,1.04399,0,162.672577,174.737122,0,162.50795,0,3.248622,3.389153,0,2.988763,G0
0.86205,1.089669,27.656107,0,1.23234,1.251699,0,1.108289,0,167.870651,173.573944,0,165.190262,0,4.264217,4.445772,0,3.949125,G0
0.956434,1.02905,27.393061,0,1.246368,1.250357,0,1.117048,0,164.778549,172.810669,0,163.217773,0,3.768033,3.977086,0,3.516061,G0
0.955239,0.944636,27.468975,0,1.246951,1.235723,0,1.12298,0,157.022293,168.845734,0,153.842758,0,2.731685,2.908622,0,2.460076,G0
1.007363,1.118087,21.126677,0,1.432204,1.399129,0,0.632419,0,155.468872,165.176437,0,171.806549,0,3.123606,3.323933,0,2.592962,G0
0.734132,1.070149,27.943962,0,1.232924,1.210999,0,1.051843,0,163.517426,174.128189,0,161.526047,0,3.240444,3.381718,0,2.946951,G0
-0.357227,0.413412,1,0,1.000002,0,0,0,0,29.618279,0,0,0,0,0.40087,0,0,0,G2
-0.078084,0.81329,1,0,0.999997,0,0,0,0,64.836624,0,0,0,0,0.653741,0,0,0,G2
-0.18588,0.787667,1,0,0.999999,0,0,0,0,87.888992,0,0,0,0,0.85771,0,0,0,G2
-0.085474,0.800882,1,0,1.000001,0,0,0,0,137.011215,0,0,0,0,1.321642,0,0,0,G2
-0.179387,0.713245,1,0,1.000006,0,0,0,0,80.060638,0,0,0,0,0.898788,0,0,0,G2
-0.199327,0.855622,1,0,1.000002,0,0,0,0,108.287598,0,0,0,0,1.036665,0,0,0,G2
-0.255902,0.608424,1,0,0.999994,0,0,0,0,52.191212,0,0,0,0,0.616803,0,0,0,G2
-0.244464,0.461732,1,0,1,0,0,0,0,61.061859,0,0,0,0,0.922724,0,0,0,G2
-0.125303,0.601262,1,0,0.999996,0,0,0,0,134.098007,0,0,0,0,1.167477,0,0,0,G2
-0.239968,0.602885,1,0,1.000002,0,0,0,0,132.361725,0,0,0,0,1.068267,0,0,0,G2
0.443697,0.555626,1,0,0,0,0,0.999998,0,0,0,0,159.892532,0,0,0,0,1.649739,G3
0.86226,0.653779,8.558611,0,0,0,0,0.658807,0,0,0,0,169.495255,0,0,0,0,1.435525,G3
0.750588,0.592454,8.260798,0,0,0,0,0.660618,0,0,0,0,52.036568,0,0,0,0,0.548141,G3
0.893559,0.828634,6.617039,0,0,0,0,0.666826,0,0,0,0,175.768677,0,0,0,0,1.853569,G3
0.517816,0.639066,1,0,0,0,0,0.999999,0,0,0,0,164.998001,0,0,0,0,1.988561,G3
0.492226,0.655908,1,0,0,0,0,1.000003,0,0,0,0,164.103256,0,0,0,0,1.962445,G3
0.483866,0.707425,1,0,0,0,0,0.999996,0,0,0,0,170.759048,0,0,0,0,2.501432,G3
0.967046,0.872807,6.362509,0,0,0,0,0.544725,0,0,0,0,173.704575,0,0,0,0,2.919052,G3
0.502763,0.467815,1,0,0,0,0,1.000002,0,0,0,0,44.889503,0,0,0,0,0.683025,G3
0.51584,0.433847,1,0,0,0,0,0.999998,0,0,0,0,50.7924,0,0,0,0,0.724118,G3
0.00827,1.100329,16.562922,1.268886,1.629099,0,0,0,114.560387,133.119064,0,0,0,1.240211,2.010482,0,0,0,G4
-0.44694,0.466721,50.63102,1.00659,1.367093,0,0,0,42.42955,39.22506,0,0,0,0.0255,0.501815,0,0,0,G4
-0.455291,0.861769,55.133663,1.045006,1.365276,0,0,0,105.002586,112.334946,0,0,0,0.912342,1.475883,0,0,0,G4
-0.073055,1.135414,17.029902,1.283837,1.614403,0,0,0,136.017624,154.751144,0,0,0,1.84212,2.571226,0,0,0,G4
0.004683,1.254171,16.374195,1.282826,1.686177,0,0,0,132.005554,154.144653,0,0,0,1.674193,2.580039,0,0,0,G4
0.010504,1.342452,15.88985,1.305858,1.692554,0,0,0,133.874084,156.922607,0,0,0,1.76166,2.688617,0,0,0,G4
0.036607,1.219558,16.279348,1.285318,1.654193,0,0,0,140.183441,163.246262,0,0,0,1.995824,2.891256,0,0,0,G4
-0.058973,1.180501,16.642817,1.300964,1.621678,0,0,0,142.316177,166.072464,0,0,0,2.123151,2.984541,0,0,0,G4
-0.015395,1.10555,16.67091,1.267454,1.62279,0,0,0,121.624878,142.849915,0,0,0,1.396748,2.168492,0,0,0,G4
-0.220726,0.979685,55.099251,1.055957,1.372786,0,0,0,98.345917,100.853981,0,0,0,0.849059,1.356099,0,0,0,G4
0.189658,0.558474,27.466497,0,1.020514,1.061996,0,0,0,113.05056,115.385757,0,0,0,1.106471,1.161095,0,0,G5
0.319402,0.773781,27.646662,0,1.024568,1.053821,0,0,0,161.440491,158.827652,0,0,0,2.219078,2.218372,0,0,G5
0.259142,0.804876,27.798517,0,1.018045,1.050206,0,0,0,165.068985,166.924835,0,0,0,2.037471,2.080377,0,0,G5
0.100846,0.767767,27.890408,0,1.019863,1.049865,0,0,0,161.058945,167.725616,0,0,0,1.919999,1.983265,0,0,G5
0.283289,0.794308,27.676783,0,1.009796,1.064378,0,0,0,167.03392,164.433136,0,0,0,2.073163,2.115077,0,0,G5
0.220504,0.705901,27.788082,0,1.022127,1.056644,0,0,0,146.130478,150.86702,0,0,0,1.444278,1.495915,0,0,G5
0.07513,0.703821,27.94903,0,1.027052,1.052291,0,0,0,143.394028,148.480362,0,0,0,1.429522,1.474883,0,0,G5
-0.022152,0.783468,28.034847,0,1.031838,1.032899,0,0,0,139.990692,157.262695,0,0,0,1.405533,1.459107,0,0,G5
0.04532,0.700131,27.223623,0,1.016772,1.048854,0,0,0,164.123718,166.710754,0,0,0,1.967316,2.012777,0,0,G5
0.025468,0.636403,27.652082,0,1.031369,1.037305,0,0,0,159.079269,160.872421,0,0,0,1.733198,1.746467,0,0,G5
0.322959,0.972516,17.168375,0,1.052125,1.0939,1.006284,0,0,161.027771,179.620499,161.343567,0,0,2.164897,2.290388,2.118141,0,G6
0.248405,1.014125,17.378466,0,1.062312,1.094016,0.99819,0,0,163.040894,177.300781,162.125793,0,0,2.287251,2.394208,2.207506,0,G6
0.340859,1.031472,17.14905,0,1.050752,1.106624,0.999292,0,0,164.326721,176.373337,163.052551,0,0,2.339605,2.46392,2.269868,0,G6
0.420885,1.009359,17.237867,0,1.054394,1.096576,1.00886,0,0,164.659592,175.36908,162.747375,0,0,2.346586,2.451472,2.276577,0,G6
0.329623,0.88497,16.897444,0,1.071209,1.097627,1.000767,0,0,150.335907,177.270844,152.010605,0,0,1.787336,1.921484,1.724274,0,G6
0.270949,0.826688,16.801483,0,1.07042,1.093647,0.994089,0,0,155.022339,177.815735,157.191086,0,0,1.943836,2.067434,1.880118,0,G6
0.288639,0.853461,16.922415,0,1.065323,1.089836,0.998829,0,0,162.073257,178.786301,162.991867,0,0,2.304076,2.418892,2.241728,0,G6
0.044501,0.861331,16.54907,0,1.058643,1.100686,0.981466,0,0,163.447113,177.285797,166.949493,0,0,2.452699,2.589725,2.409889,0,G6
0.239615,1.035168,18.471989,0,1.028947,1.076589,1.034727,0,0,170.774841,177.92868,170.193192,0,0,3.171474,3.280604,3.168819,0,G6
0.244437,1.004307,17.622847,0,1.048856,1.088415,1.001226,0,0,166.34668,178.606033,166.365814,0,0,2.524149,2.632466,2.473182,0,G6
1.347333,1.206629,72.201683,1.507324,0,0,0,1.686507,118.23542,0,0,0,113.262886,1.615601,0,0,0,1.555722,G7
1.202937,1.044722,72.33197,1.365978,0,0,0,1.547323,144.603088,0,0,0,139.1371,2.32244,0,0,0,2.365039,G7
1.145428,1.029672,73.953262,1.418856,0,0,0,1.585526,131.547043,0,0,0,127.874481,1.884668,0,0,0,1.97073,G7
1.153348,0.965388,72.239662,1.36476,0,0,0,1.575543,138.251114,0,0,0,132.642227,2.047573,0,0,0,2.128826,G7
1.182747,0.962683,72.002129,1.35998,0,0,0,1.549273,136.212906,0,0,0,129.446472,1.963119,0,0,0,1.972337,G7
1.150035,1.056092,71.816238,1.362768,0,0,0,1.546107,132.074844,0,0,0,129.911301,1.82528,0,0,0,2.00705,G7
0.951274,1.032187,72.34948,1.373933,0,0,0,1.517443,152.091919,0,0,0,150.431808,2.839518,0,0,0,2.972112,G7
0.945516,0.979077,72.178688,1.388334,0,0,0,1.589092,107.580704,0,0,0,106.688972,1.222643,0,0,0,1.454624,G7
0.999471,0.773504,70.320694,1.409221,0,0,0,1.737786,59.235878,0,0,0,61.574509,0.12081,0,0,0,0.499218,G7
1.297328,0.795194,71.736969,1.535126,0,0,0,1.813022,65.826645,0,0,0,69.152672,0.354456,0,0,0,0.523019,G7
0.544992,1.059212,29.699686,1.079202,1.433628,0,0,1.353515,162.860626,175.380936,0,0,159.62619,3.463594,4.243196,0,0,3.681748,G8
0.811194,1.076568,28.802959,1.280525,1.558194,0,0,1.483399,151.784622,172.088409,0,0,151.70462,2.692305,3.741098,0,0,3.097004,G8
0.873147,0.919678,21.44853,1.373678,1.696364,0,0,0.696834,137.575256,166.137772,0,0,164.62056,1.933424,3.033857,0,0,1.957484,G8
0.921665,1.107732,21.427652,1.371171,1.694027,0,0,0.696752,153.336975,171.383102,0,0,170.821045,3.0454,4.182112,0,0,3.096088,G8
0.690302,0.837593,28.632725,1.205469,1.509367,0,0,1.431585,114.441086,149.183395,0,0,112.304909,1.060611,1.962115,0,0,1.304427,G8
0.828407,0.942505,28.429342,1.183859,1.504621,0,0,1.462857,121.839569,152.409531,0,0,117.406815,1.230555,2.103075,0,0,1.433966,G8
0.923193,1.022956,28.363503,1.193446,1.509748,0,0,1.474945,154.104965,170.507935,0,0,151.102371,2.73273,3.676888,0,0,3.039683,G8
0.495076,0.890381,29.338818,1.142745,1.45979,0,0,1.357309,151.300125,170.097061,0,0,149.241684,2.3773,3.210921,0,0,2.6298,G8
0.376799,0.721406,29.090879,1.087884,1.468993,0,0,1.318406,134.340576,168.879211,0,0,129.27301,1.505794,2.302745,0,0,1.664755,G8
0.352291,0.659854,21.3776,1.191578,1.612908,0,0,0.772765,89.489441,88.212166,0,0,88.85627,0.59654,1.576943,0,0,0.613251,G8
1.282685,1.085027,7.51787,1.564552,1.515079,1.568763,1.538193,1.478468,107.318939,126.482452,150.565216,129.755005,111.18824,0.280518,1.850322,2.028571,1.907771,1.27657,G9
1.095357,1.343303,10.037858,1.178463,1.337358,1.481374,1.481569,1.33477,151.101456,169.677444,176.936111,165.013382,153.708817,2.162024,3.41393,3.611273,3.501278,2.952716,G9
1.047545,1.26462,10.449368,1.21078,1.366839,1.457186,1.439888,1.315228,151.609161,169.963013,176.565445,166.173065,155.13327,2.319769,3.542961,3.685598,3.565313,3.045263,G9
1.152834,1.095991,9.683265,1.200763,1.386998,1.462169,1.472955,1.350742,151.674011,169.399872,174.127243,165.732803,154.407227,2.223627,3.550491,3.67174,3.587299,3.055944,G9
0.9195,1.082165,9.851491,1.210979,1.388369,1.460019,1.468845,1.347643,150.510559,168.58168,173.24472,164.774063,153.321396,2.158136,3.46041,3.578918,3.489384,2.952679,G9
0.735712,0.949379,10.246622,1.208579,1.377882,1.447633,1.453443,1.334161,143.956863,164.832611,172.048721,161.635193,147.648056,1.716219,2.961399,3.087937,3.00403,2.48096,G9
0.897672,0.787352,9.076012,1.218671,1.400744,1.490718,1.480276,1.396235,118.778854,146.280884,162.181259,137.01091,120.309029,0.676198,1.99697,2.14448,2.011722,1.46829,G9
1.009016,1.035568,9.387828,1.206793,1.385456,1.471193,1.493436,1.364717,136.848541,163.62825,169.982956,153.229736,138.763962,1.347131,2.618608,2.739181,2.630876,2.055403,G9
1.13926,1.116737,9.189385,1.188375,1.381582,1.478443,1.489339,1.358668,153.222229,169.816025,174.65889,165.533905,154.993118,2.370163,3.669908,3.816625,3.714485,3.154437,G9
1.177129,1.061109,9.54729,1.231344,1.39894,1.466537,1.456608,1.345468,126.653564,158.265045,162.61908,144.897522,129.189285,1.015792,2.263813,2.351481,2.220672,1.65872,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
