@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,18-22'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
11000,1,0,0,0,0,G4
11000,0.014551,2.763506,1.882963,0,0,G4
11000,0.014566,2.481959,1.613256,0,0,G4
11000,0.010941,1.903705,0,0,0,G4
11000,0.011182,1.909232,0,0,0,G4
11000,0.011336,1.774987,0,0,0,G4
11000,0.011666,1.817703,0,0,0,G4
11000,0.011657,1.506748,0,0,0,G4
11000,0.01138,1.917948,0,0,0,G4
11000,0.011634,2.214837,0,0,0,G4
1100,0.019664,1.650699,0,0,0,G5
1100,0.014532,1.923573,0,0,0,G5
1100,0.015604,1.820373,0,0,0,G5
1100,1,0,0,0,0,G5
1100,0.020069,1.869305,0,0,0,G5
1100,0.021022,1.607996,0,0,0,G5
1100,1,0,0,0,0,G5
1100,0.019412,1.798481,0,0,0,G5
1100,0.01963,1.733206,0,0,0,G5
1100,0.019562,1.642731,0,0,0,G5
1110,0.013107,2.201002,1.982784,0,0,G6
1110,0.01544,2.608777,2.453556,0,0,G6
1110,0.015718,2.11624,1.918045,0,0,G6
1110,0.014902,2.530725,2.330842,0,0,G6
1110,0.015318,2.629942,2.44507,0,0,G6
1110,0.01588,2.457115,2.297291,0,0,G6
1110,0.013119,2.403111,2.196668,0,0,G6
1110,0.011717,2.286544,2.063041,0,0,G6
1110,0.012431,2.531724,2.296187,0,0,G6
1110,0.01289,2.13933,1.900911,0,0,G6
10001,0.0116,2.737714,0,0,0,G7
10001,1,0,0,0,0,G7
10001,1,0,0,0,0,G7
10001,0.011294,2.5989,0,0,0,G7
10001,0.010973,2.74876,0,0,0,G7
10001,0.011744,3.073532,0,0,0,G7
10001,0.011559,2.993518,0,0,0,G7
10001,0.011198,2.465016,0,0,0,G7
10001,0.011495,2.564542,0,0,0,G7
10001,0.01161,2.686135,0,0,0,G7
11001,0.01214,3.499493,2.401753,2.976589,0,G8
11001,0.010342,3.340404,2.497936,0,0,G8
11001,0.010344,2.820648,2.086836,0,0,G8
11001,0.01162,3.620735,2.371606,2.890845,0,G8
11001,0.010689,3.513155,2.780068,0,0,G8
11001,0.010542,3.115993,2.311466,0,0,G8
11001,0.010133,2.535746,1.64341,0,0,G8
11001,0.010362,2.50407,1.585721,0,0,G8
11001,0.011198,2.814799,1.813369,1.99695,0,G8
11001,0.010683,3.111614,2.325379,0,0,G8
11111,0.009401,2.295031,2.456929,2.271876,1.747492,G9
11111,0.009056,2.568736,2.714351,2.519471,2.006902,G9
11111,0.00916,2.435565,2.577415,2.393749,1.891648,G9
11111,0.009228,2.247694,2.411663,2.225646,1.710008,G9
11111,0.00918,2.900245,3.049588,2.873989,2.364183,G9
11111,0.009104,2.869842,2.977826,2.789334,2.22542,G9
11111,0.009687,3.435466,3.509477,3.323218,2.884544,G9
11111,0.009032,2.36952,2.5109,2.3356,1.822936,G9
11111,0.009112,1.909025,2.067713,1.870655,1.363011,G9
11111,0.009408,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0.010461,2.46029,1.921464,0,0,G0
1101,0.010363,2.313767,1.812873,0,0,G0
1101,0.010171,2.666554,2.133013,0,0,G0
1101,0.015402,1.576564,0,0,0,G0
1101,0.010308,2.585765,2.025676,0,0,G0
1101,0.010317,2.311467,1.794502,0,0,G0
1101,0.010817,1.871524,1.276168,0,0,G0
1101,0.010496,2.100502,1.545845,0,0,G0
1101,0.010388,2.41489,1.872662,0,0,G0
1101,0.010418,2.518441,1.986993,0,0,G0
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
11000,0.011639,2.226848,0,0,0,G4
11000,0.011862,2.091455,0,0,0,G4
11000,0.011523,2.309088,0,0,0,G4
11000,0.011721,2.10137,0,0,0,G4
11000,0.012125,1.629287,0,0,0,G4
11000,0.011791,1.988332,0,0,0,G4
11000,0.011351,1.993403,0,0,0,G4
11000,0.011431,1.887173,0,0,0,G4
11000,0.011824,1.825598,0,0,0,G4
11000,0.011446,2.089965,0,0,0,G4
1100,0.016832,1.696082,0,0,0,G5
1100,0.016675,1.612026,0,0,0,G5
1100,0.017061,1.956828,0,0,0,G5
1100,1,0,0,0,0,G5
1100,0.016956,1.485219,0,0,0,G5
1100,0.016701,1.79561,0,0,0,G5
1100,0.016971,1.55432,0,0,0,G5
1100,0,0,0,0,0,G5
1100,1,0,0,0,0,G5
1100,1,0,0,0,0,G5
1110,0.012424,1.935494,1.740907,0,0,G6
1110,0.012309,2.233067,1.997889,0,0,G6
1110,0.012357,2.168793,1.965827,0,0,G6
1110,0.012571,2.436686,2.202429,0,0,G6
1110,0.012763,2.018919,1.673655,0,0,G6
1110,0.012316,1.681442,1.389185,0,0,G6
1110,0.012485,2.028868,0,0,0,G6
1110,0.012216,2.391707,2.120616,0,0,G6
1110,0.012516,2.04029,1.663921,0,0,G6
1110,0.012445,1.785106,1.438898,0,0,G6
10001,0.010801,3.133171,0,0,0,G7
10001,0.011388,2.594362,0,0,0,G7
10001,1,0,0,0,0,G7
10001,0.0107,2.82082,0,0,0,G7
10001,0.011124,2.46161,0,0,0,G7
10001,0.011312,2.845204,0,0,0,G7
10001,0.011173,3.41128,0,0,0,G7
10001,0.010702,3.56129,0,0,0,G7
10001,0.010932,2.794676,0,0,0,G7
10001,0.010848,2.61602,0,0,0,G7
11001,0.008996,2.624343,2.042938,0,0,G8
11001,0.009281,2.447461,1.868098,0,0,G8
11001,0.011168,3.949168,2.764974,3.501531,0,G8
11001,0.010148,3.400753,2.810094,0,0,G8
11001,0.010693,2.7427,1.688276,2.20641,0,G8
11001,0.009052,2.628447,2.078841,0,0,G8
11001,0.008512,3.194303,2.670617,0,0,G8
11001,0.011354,3.969992,2.720676,3.315387,0,G8
11001,0.010163,2.487278,1.777734,0,0,G8
11001,0.009547,1.884584,1.286888,0,0,G8
11111,0.008783,3.425827,3.667395,3.412279,2.819075,G9
11111,0.008426,2.381643,2.581324,2.343382,1.746534,G9
11111,0.008556,3.471379,3.682538,3.447838,2.80983,G9
11111,0.008185,4.868867,4.908283,4.713198,4.195436,G9
11111,0.007362,3.081616,3.178167,3.01303,2.652378,G9
11111,0.008676,3.544664,3.804386,3.548612,2.892885,G9
11111,0.008685,3.872543,4.08072,3.81959,3.122391,G9
11111,0.008776,3.909482,4.140677,3.748071,3.066411,G9
11111,0.008702,5.148542,5.337552,4.876584,4.493115,G9
11111,0.008956,4.447258,4.685953,4.366793,3.618086,G9
0,1,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,1,0,0,0,0,G1
1101,0.011307,2.926789,2.474452,0,0,G0
1101,0.010904,3.350957,2.904597,0,0,G0
1101,0.011255,3.373737,2.910336,0,0,G0
1101,0.011287,3.485087,3.020705,0,0,G0
1101,0.011129,3.161777,2.695114,0,0,G0
1101,0.011039,3.012733,2.538603,0,0,G0
1101,0.010968,2.381183,1.93698,0,0,G0
1101,0.011322,2.157017,1.677868,0,0,G0
1101,0.01158,2.442111,1.956667,0,0,G0
1101,0.011329,3.549635,3.075332,0,0,G0
1000,1,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1,0.024133,1.792009,0,0,0,G3
1,0.023477,3.862826,0,0,0,G3
1,0.021554,4.240448,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,0.039145,5.172917,3.12756,0,0,G3
1,0.027346,1.351454,0,0,0,G3
11000,0.010905,1.825454,0,0,0,G4
11000,0.011146,3.530479,0,0,0,G4
11000,0.017089,2.823166,1.789742,0,0,G4
11000,0.017418,2.985475,1.92139,0,0,G4
11000,0.011381,2.781123,0,0,0,G4
11000,0.011122,2.479631,0,0,0,G4
11000,0.013049,0.202044,0,0,0,G4
11000,0.017487,1.493393,0.439401,0,0,G4
11000,0.01771,2.211322,1.09341,0,0,G4
11000,0.011279,1.693353,0,0,0,G4
1100,0.014206,2.849931,1.6898,0,0,G5
1100,0.014545,4.204533,3.058822,0,0,G5
1100,0.025436,2.173409,0,0,0,G5
1100,0.01414,3.050927,1.876142,0,0,G5
1100,0.028021,1.915887,0,0,0,G5
1100,0.02538,1.753098,0,0,0,G5
1100,0.02514,1.87132,0,0,0,G5
1100,0.023528,1.346594,0,0,0,G5
1100,0.023566,1.665338,0,0,0,G5
1100,0.023388,1.840373,0,0,0,G5
1110,0.0158,1.204062,0.983169,0,0,G6
1110,0.015035,2.913443,2.706537,0,0,G6
1110,0.014336,2.088527,1.920591,0,0,G6
1110,0.015322,1.895619,1.628823,0,0,G6
1110,0.015003,2.328691,2.138463,0,0,G6
1110,0.014944,2.542425,2.384473,0,0,G6
1110,0.015104,2.682917,2.478087,0,0,G6
1110,0.015812,2.105669,1.864582,0,0,G6
1110,0.016373,1.014004,0.760149,0,0,G6
1110,0.016061,1.259691,1.014012,0,0,G6
10001,0.010642,2.658337,0,0,0,G7
10001,0.010463,2.951926,0,0,0,G7
10001,0.010477,3.571117,0,0,0,G7
10001,0.010356,2.269332,0,0,0,G7
10001,0.011348,1.167826,1.343747,0,0,G7
10001,0.012521,0.945183,1.073059,0,0,G7
10001,0.011754,1.138531,1.276008,0,0,G7
10001,0.01052,1.81084,0,0,0,G7
10001,0.010421,2.239412,0,0,0,G7
10001,0.010648,2.751246,0,0,0,G7
11001,0.010382,3.795186,3.131284,0,0,G8
11001,0.009778,3.399163,2.724773,0,0,G8
11001,0.009836,2.762507,2.035221,0,0,G8
11001,0.010311,3.266407,2.555871,0,0,G8
11001,0.010131,3.893752,3.172973,0,0,G8
11001,0.01019,3.858532,3.128433,0,0,G8
11001,0.010273,2.72152,1.954157,0,0,G8
11001,0.009943,2.146554,1.408614,0,0,G8
11001,0.010788,3.437217,2.458184,2.916452,0,G8
11001,0.012367,2.067289,0.945105,1.502088,0,G8
11111,0.009987,1.3535,1.42634,1.264298,0.716703,G9
11111,0.008943,3.620363,3.733576,3.596873,3.082603,G9
11111,0.008941,2.173338,2.24887,2.102067,1.629633,G9
11111,0.008798,3.02333,3.11719,2.989051,2.509864,G9
11111,0.008872,1.976813,2.054365,1.908625,1.422884,G9
11111,0.00901,1.861524,1.935582,1.788355,1.304214,G9
11111,0.008726,2.616194,2.687683,2.565133,2.094741,G9
11111,0.00866,3.205586,3.278655,3.15305,2.690497,G9
11111,0.009008,3.250804,3.323889,3.207144,2.70403,G9
11111,0.009706,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0.014926,1.908255,0,0,0,G0
1101,0.013496,2.364843,2.016806,0,0,G0
1101,0.013251,2.737217,2.284793,0,0,G0
1101,0.012943,2.494489,2.130704,0,0,G0
1101,0.014201,2.415777,2.001437,0,0,G0
1101,0.013723,2.78545,2.22594,0,0,G0
1101,0.014019,2.604391,2.034541,0,0,G0
1101,0.011053,2.306246,1.868377,0,0,G0
1101,0.010994,2.94442,2.477288,0,0,G0
1101,0.01129,3.083386,2.527724,0,0,G0
1000,0,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,0.00964,5.532096,5.382208,4.748091,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0.018964,4.714875,0,0,0,G2
1000,0,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
11000,0.010681,1.572294,0,0,0,G4
11000,0.010645,3.001924,0,0,0,G4
11000,0.01056,2.33671,0,0,0,G4
11000,0.010659,1.816872,0,0,0,G4
11000,0.01047,2.32773,0,0,0,G4
11000,0.010476,2.299439,0,0,0,G4
11000,0.01065,1.830652,0,0,0,G4
11000,0.010661,1.767246,0,0,0,G4
11000,0.017065,2.878506,1.778897,0,0,G4
11000,0.016712,1.952695,0.867215,0,0,G4
1100,0.016788,1.743388,0,0,0,G5
1100,0.016886,2.568621,0,0,0,G5
1100,0.017352,2.390135,0,0,0,G5
1100,0.01326,2.873758,1.788195,0,0,G5
1100,0.016477,2.074523,0,0,0,G5
1100,0.016847,1.694406,0,0,0,G5
1100,0.016809,1.240452,0,0,0,G5
1100,0.018528,2.793973,0,0,0,G5
1100,0.017781,2.17444,0,0,0,G5
1100,0.017231,2.096606,0,0,0,G5
1110,0.015592,1.500206,1.310854,0,0,G6
1110,0.016209,1.981838,1.819964,0,0,G6
1110,0.01567,2.642686,2.498379,0,0,G6
1110,0.014326,2.455272,2.334549,0,0,G6
1110,0.014515,1.130134,0.958816,0,0,G6
1110,0.012976,2.084084,1.89303,0,0,G6
1110,0.012967,2.407833,2.255274,0,0,G6
1110,0.013893,2.560258,2.461431,0,0,G6
1110,0.011418,1.739976,1.626955,0.559517,0,G6
1110,0.014028,2.637288,2.472481,0,0,G6
10001,0.010612,2.310038,1.971678,0,0,G7
10001,0.010154,2.604583,2.621128,0,0,G7
10001,0.010363,3.480368,0,0,0,G7
10001,0.010019,3.467479,0,0,0,G7
10001,0.010007,2.866975,0,0,0,G7
10001,0.010192,2.521095,0,0,0,G7
10001,0.009714,2.89088,2.802563,0,0,G7
10001,0.0115,4.098808,3.870747,0,0,G7
10001,0.00987,2.0816,1.955405,0,0,G7
10001,0.010257,1.599136,1.432605,0,0,G7
11001,0.010319,3.040519,2.391638,0,0,G8
11001,0.009411,3.386368,2.886837,0,0,G8
11001,0.009746,3.743832,3.167696,0,0,G8
11001,0.009429,2.200986,1.705628,0,0,G8
11001,0.009713,3.173045,2.632283,0,0,G8
11001,0.009941,2.401416,1.8465,0,0,G8
11001,0.01037,3.00123,2.314212,0,0,G8
11001,0.010276,2.411579,1.767465,0,0,G8
11001,0.010529,2.09858,1.427324,0,0,G8
11001,0.010406,3.148965,2.430719,0,0,G8
11111,0.008084,2.938179,3.045091,2.854487,2.317141,G9
11111,0.008211,3.10205,3.145814,3.048479,2.49278,G9
11111,0.008098,2.907748,2.977066,2.853224,2.296777,G9
11111,0.008204,3.283924,3.386206,3.264339,2.709708,G9
11111,0.008105,2.807372,2.90635,2.784966,2.266575,G9
11111,0.007831,2.820379,2.936428,2.803511,2.31036,G9
11111,0.008011,2.742716,2.790142,2.615518,2.059442,G9
11111,0.007937,3.603471,3.67582,3.569702,3.069453,G9
11111,0.007892,3.105814,3.222828,3.057915,2.57627,G9
11111,0.008156,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0.024175,3.466743,0,0,0,G0
1101,0.013,3.204088,2.730621,0,0,G0
1101,0.013446,2.859435,2.402386,0,0,G0
1101,0.013456,3.560318,3.06944,0,0,G0
1101,0.012738,3.309568,2.836774,0,0,G0
1101,0.013126,2.393359,1.923379,0,0,G0
1101,0.012857,2.257071,1.779151,0,0,G0
1101,0.01325,1.579032,1.073251,0,0,G0
1101,0.013314,2.660591,2.152958,0,0,G0
1101,0.013604,3.334086,2.829475,0,0,G0
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,0.017633,1.370667,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,0.017241,1.447591,0,0,0,G3
1,0.017467,1.233397,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,0.016905,2.017581,0,0,0,G3
1,0.018043,0.566015,0,0,0,G3
1,1,0,0,0,0,G3
11000,0.017477,1.296927,0.371192,0,0,G4
11000,0.011343,2.519146,0,0,0,G4
11000,0.017351,2.75031,1.723997,0,0,G4
11000,0.01216,2.395666,0,0,0,G4
11000,0.01233,2.815108,0,0,0,G4
11000,0.012639,1.393766,0,0,0,G4
11000,0.012517,1.300148,0,0,0,G4
11000,0.012831,1.216594,0,0,0,G4
11000,0.014258,1.197391,0,0,0,G4
11000,0.017062,1.29919,0.383091,0,0,G4
1100,0.021052,2.986548,0,0,0,G5
1100,0.022052,2.595356,0,0,0,G5
1100,0.022395,2.719604,0,0,0,G5
1100,0.031525,1.520247,2.604178,0,0,G5
1100,0.021207,1.674201,0,0,0,G5
1100,0.020503,1.848292,0,0,0,G5
1100,0.02077,2.322742,0,0,0,G5
1100,0.020459,2.705819,0,0,0,G5
1100,0.021021,3.202811,0,0,0,G5
1100,0.02039,3.100928,0,0,0,G5
1110,0.015135,0.199118,0.123678,0,0,G6
1110,0.014573,1.965673,1.707701,0,0,G6
1110,0.013595,1.892295,1.599661,0,0,G6
1110,0.013738,2.206771,1.941365,0,0,G6
1110,0.013736,1.941874,1.681604,0,0,G6
1110,0.013928,1.992829,1.736571,0,0,G6
1110,0.013876,2.19402,1.922534,0,0,G6
1110,0.013807,2.664763,2.43194,0,0,G6
1110,0.01415,1.671507,1.365915,0,0,G6
1110,0.014919,0.550751,0.184963,0,0,G6
10001,0.011148,0.384534,0.373431,0,0,G7
10001,0.011434,0.493516,0,0,0,G7
10001,0.011219,0.694488,0,0,0,G7
10001,0.010902,1.143306,0,0,0,G7
10001,0.010432,1.247574,0,0,0,G7
10001,0.010954,0.106801,0.179195,0,0,G7
10001,0.011662,0.232696,0,0,0,G7
10001,0.011852,0.037135,0,0,0,G7
10001,0.011112,0.612904,0.680129,0,0,G7
10001,0.010802,0.775925,0.788083,0,0,G7
11001,0.009672,3.204638,2.588875,0,0,G8
11001,0.009761,2.305337,1.558511,0,0,G8
11001,0.009541,2.158606,1.375083,0,0,G8
11001,0.009822,2.635837,1.837766,0,0,G8
11001,0.009685,3.376349,2.591346,0,0,G8
11001,0.009611,2.905275,2.092289,0,0,G8
11001,0.009718,3.16208,2.312677,0,0,G8
11001,0.009771,2.230921,1.542498,0,0,G8
11001,0.009682,1.665813,0.958638,0,0,G8
11001,0.009763,2.453095,1.781299,0,0,G8
11111,0.008987,2.757621,2.938242,2.803932,2.219361,G9
11111,0.008941,2.303982,2.440433,2.29634,1.776484,G9
11111,0.008827,2.548765,2.698264,2.565171,2.085964,G9
11111,1,0,0,0,0,G9
11111,0.008749,2.306974,2.492724,2.341148,1.723,G9
11111,0.008624,2.469249,2.63335,2.481777,1.916036,G9
11111,0.008786,2.455916,2.642896,2.49847,1.939686,G9
11111,0.008948,3.636585,3.818588,3.671304,3.11106,G9
11111,0.008825,3.58542,3.74994,3.623787,3.021146,G9
11111,0.008881,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0.013042,3.809917,0,0,0,G0
1101,0.011495,2.639111,2.249943,0,0,G0
1101,0.010895,1.861239,1.610192,0,0,G0
1101,0.016768,2.132315,0,0,0,G0
1101,0.012894,2.471603,0,0,0,G0
1101,0.012687,2.752664,2.156658,0,0,G0
1101,0.016537,1.958569,0,0,0,G0
1101,0.012489,2.710219,2.109083,0,0,G0
1101,0.012102,2.570628,2.039878,0,0,G0
1101,0.011832,2.417647,1.897843,0,0,G0
1000,1,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1,0.02319,1.789255,0,0,0,G3
1,0.016277,0.779619,1.341192,0,0,G3
1,0,0,0,0,0,G3
1,0.014628,1.07211,0,0,0,G3
1,0.01504,1.337974,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,0.02276,1.310912,0,0,0,G3
1,0.022718,1.253729,0,0,0,G3
1,0.024239,1.354273,0,0,0,G3
11000,0.012037,1.714143,0,0,0,G4
11000,0.018735,2.399213,1.396729,0,0,G4
11000,0.012,2.195871,0,0,0,G4
11000,0.011555,2.306665,0,0,0,G4
11000,0.011652,2.36277,0,0,0,G4
11000,0.011781,1.996894,0,0,0,G4
11000,0.011935,1.970028,0,0,0,G4
11000,0.011958,1.905056,0,0,0,G4
11000,0.018791,2.199822,1.106381,0,0,G4
11000,0.017666,2.408094,1.332826,0,0,G4
1100,0.019785,1.719043,0,0,0,G5
1100,0.020119,1.679568,0,0,0,G5
1100,0.01997,1.602602,0,0,0,G5
1100,0.020287,1.611276,0,0,0,G5
1100,0.020168,1.909074,0,0,0,G5
1100,0.019834,1.713301,0,0,0,G5
1100,0.019846,1.610795,0,0,0,G5
1100,0.020116,1.66416,0,0,0,G5
1100,0.020067,1.77677,0,0,0,G5
1100,0.019847,1.581132,0,0,0,G5
1110,0.014743,1.450669,1.281818,0,0,G6
1110,0.015098,1.497299,1.346642,0,0,G6
1110,0.014547,1.436411,1.282059,0,0,G6
1110,0.014449,1.575881,1.411345,0,0,G6
1110,0.014934,1.751137,1.559753,0,0,G6
1110,0.014813,1.698875,1.507171,0,0,G6
1110,0.015164,1.455152,1.274632,0,0,G6
1110,0.014885,1.447757,1.26137,0,0,G6
1110,0.015116,1.707485,1.516865,0,0,G6
1110,0.014977,1.580609,1.412423,0,0,G6
10001,0.010438,3.681969,3.847264,0,0,G7
10001,0.010795,2.946744,0,0,0,G7
10001,0.010652,2.998811,0,0,0,G7
10001,0.010717,3.292067,0,0,0,G7
10001,0.011471,3.810102,0,0,0,G7
10001,0.011236,3.469804,0,0,0,G7
10001,0.010897,3.25412,0,0,0,G7
10001,0.010884,3.200303,3.226197,0,0,G7
10001,0.010807,3.626636,3.857832,0,0,G7
10001,0.011076,3.748755,0,0,0,G7
11001,0.011049,6.283594,5.479455,0,0,G8
11001,0.0108,4.651743,3.63243,0,0,G8
11001,0.011102,4.642641,3.629433,0,0,G8
11001,0.011007,5.036147,4.089,0,0,G8
11001,0.010856,5.490388,4.574145,0,0,G8
11001,0.009815,4.662253,3.982023,0,0,G8
11001,0.012549,2.907346,0,0,0,G8
11001,0.012129,2.967525,0,0,0,G8
11001,0.01254,2.827115,0,0,0,G8
11001,0.00966,4.522438,3.792587,0,0,G8
11111,0.009456,3.7999,4.004097,3.830438,3.310155,G9
11111,0.009113,2.945883,3.105919,2.964248,2.414811,G9
11111,0.008982,2.928238,3.065292,2.930815,2.390457,G9
11111,0.009393,2.96248,3.114193,2.960878,2.410872,G9
11111,0.010939,2.266222,2.218778,1.928026,0,G9
11111,0.009364,2.855092,3.101118,2.989568,2.504358,G9
11111,0.009404,2.822205,3.036373,2.87299,2.335129,G9
11111,0.009125,3.24059,3.40203,3.290971,2.755993,G9
11111,0.009162,3.349482,3.481277,3.36743,2.849082,G9
11111,0.011123,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,1,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0.015583,1.98976,0,0,0,G0
1101,0.011402,3.20416,2.461845,0,0,G0
1101,0.011398,3.055864,2.419631,0,0,G0
1101,0.011594,2.502074,1.850251,0,0,G0
1101,0.013536,2.988656,1.91733,2.369823,0,G0
1101,0.011151,2.865042,2.254971,0,0,G0
1101,0.011191,2.610252,2.013928,0,0,G0
1101,0.011357,1.993155,1.356946,0,0,G0
1101,0.010831,2.36433,1.800614,0,0,G0
1101,0.013881,1.970152,0.978485,0,0,G0
1000,1,0,0,0,0,G2
1000,0.020163,0.920387,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,0.02079,0.917084,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1,1,0,0,0,0,G3
1,0,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,0.015459,0.901687,0,0,0,G3
1,0.024163,1.09813,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
11000,0.01132,1.785772,0,0,0,G4
11000,0.010736,1.280858,0,0,0,G4
11000,0.011071,1.004498,0,0,0,G4
11000,0.0114,2.042272,0,0,0,G4
11000,0.011556,1.401508,0,0,0,G4
11000,0.017567,4.029541,2.687808,0,0,G4
11000,0.011834,0.457432,0,0,0,G4
11000,0.011023,2.075738,0,0,0,G4
11000,0.017425,3.696465,2.458309,0,0,G4
11000,0.011751,1.144982,0,0,0,G4
1100,0.015008,1.816245,0,0,0,G5
1100,0.014457,1.860711,0,0,0,G5
1100,0.014868,1.858965,0,0,0,G5
1100,0.013079,2.338717,1.173219,0,0,G5
1100,0.015642,1.798915,0,0,0,G5
1100,0.014786,1.909549,0,0,0,G5
1100,0.01504,1.780497,0,0,0,G5
1100,0.02011,1.248664,2.344054,0,0,G5
1100,0.02342,1.158152,2.723112,0,0,G5
