@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,5,6,18-22'

@attribute numFingers numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,1.153117,21.725775,2.147329,2.285386,0,1.775265,G0
3,1.17592,19.810598,1.726695,2.021174,0,1.665006,G0
3,1.15498,22.240541,2.339178,2.424119,0,1.833871,G0
3,1.150069,20.829376,1.603513,1.869291,0,1.527964,G0
3,1.096475,21.165833,2.166372,2.244421,0,1.813531,G0
3,1.04504,21.224251,1.768159,1.925906,0,1.527198,G0
3,1.052926,22.230488,2.093999,2.235826,0,1.758586,G0
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,0.606668,1,0,0,0,1.608688,G3
1,0.674613,1,0,0,0,2.254209,G3
1,0.695482,1,0,0,0,2.441876,G3
1,0.661723,1,0,0,0,2.032701,G3
0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,G3
1,0.709123,1,0,0,0,2.326077,G3
1,0.704317,1,0,0,0,2.131044,G3
1,0.690093,1,0,0,0,2.366603,G3
2,1.031965,60.291145,2.137151,0,0,0,G4
2,1.126038,65.190086,2.314631,0,0,0,G4
2,1.089101,57.752979,2.880613,0,0,0,G4
1,0.076166,1,0,0,0,0,G4
3,1.300608,19.895859,2.476516,0,0,0,G4
1,0.04864,1,0,0,0,0,G4
2,1.123193,64.328163,1.133746,0,0,0,G4
2,1.058137,64.884415,2.040292,0,0,0,G4
2,1.041764,67.481865,2.142984,0,0,0,G4
2,1.156947,65.172585,1.551723,0,0,0,G4
2,0.766375,26.83696,1.355692,1.286835,0,0,G5
1,0.769145,1,1.31139,0,0,0,G5
1,0.712485,1,1.855923,0,0,0,G5
0,0,0,0,0,0,0,G5
2,0.898188,31.140699,1.780371,1.721081,0,0,G5
2,0.951567,32.815556,1.84666,1.734795,0,0,G5
2,0.747147,28.256777,1.234023,1.294113,0,0,G5
2,0.746853,25.189964,1.244284,1.305939,0,0,G5
0,0,0,0,0,0,0,G5
2,0.807061,27.55373,1.181218,1.25409,0,0,G5
3,0.974883,18.980923,2.006508,2.153533,1.995845,0,G6
3,0.941199,19.703587,2.311925,2.442055,2.246718,0,G6
3,0.919969,18.328455,2.017834,2.077801,1.916269,0,G6
3,0.912956,17.970846,2.236663,2.298096,2.077478,0,G6
3,0.886854,18.655182,1.517597,1.66833,1.480218,0,G6
3,0.844682,16.783241,2.019006,2.019825,1.759594,0,G6
3,0.845279,12.948482,1.352494,1.310956,1.256135,0,G6
3,0.74577,20.249958,1.642932,1.775795,1.605941,0,G6
3,0.954471,20.156908,1.35763,1.584066,1.294743,0,G6
3,1.030164,18.80793,1.981714,2.251905,1.984155,0,G6
2,0.900033,67.945549,0,0,0,3.142388,G7
3,1.191589,36.497276,0,0,0,2.653922,G7
3,2.90838,124.514069,0,0,0,0.964787,G7
3,1.082551,37.33736,0,0,0,2.764261,G7
2,1.098608,70.948708,0,0,0,2.570461,G7
3,1.010494,36.409126,0,0,0,3.983932,G7
2,0.976073,66.473228,0,0,0,3.9326,G7
2,1.038161,66.771965,0,0,0,2.684536,G7
2,0.942478,65.038383,0,0,0,3.192102,G7
2,0.882407,66.394348,0,0,0,2.425123,G7
4,1.255788,20.396193,4.764359,0,0,3.880919,G8
3,1.308586,25.542887,4.097537,0,0,3.117222,G8
3,0.996916,27.315542,4.031798,0,0,3.459741,G8
3,1.182118,24.433315,4.222198,0,0,3.638376,G8
3,1.202946,26.35997,4.287391,0,0,3.475688,G8
3,1.189858,24.703197,3.915275,0,0,3.114105,G8
3,1.188416,26.63711,3.855591,0,0,2.969091,G8
3,1.178473,25.718967,3.97739,0,0,3.212373,G8
3,1.195559,25.982103,4.61943,0,0,3.876088,G8
3,0.970092,25.234972,3.191657,0,0,2.373737,G8
5,1.287582,15.185007,2.649596,2.737096,1.964551,2.425604,G9
5,1.328144,15.276175,2.549188,2.719091,1.952886,2.46722,G9
5,1.31177,15.187655,2.785559,2.799219,1.841744,2.370723,G9
4,1.216364,19.015265,2.495109,2.557856,2.205323,0,G9
5,1.365156,15.613431,2.684768,2.793168,1.872318,2.433289,G9
5,1.366577,15.682833,3.487632,3.696452,2.991677,3.503557,G9
5,1.346891,15.486366,3.255954,3.460378,2.607853,3.168638,G9
4,1.306442,18.255842,3.248523,3.31209,2.819771,0,G9
5,1.33326,9.37676,3.25262,3.401956,3.194432,2.644456,G9
4,1.23662,18.710051,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3,1.090625,23.849249,2.186371,2.331832,0,1.754914,G0
3,1.115472,24.9988,2.209571,2.427099,0,1.933388,G0
3,1.112508,24.508358,2.318259,2.528678,0,1.965183,G0
2,0.98304,54.984791,2.283682,1.949924,0,0,G0
3,1.013495,25.160847,2.525307,2.668672,0,2.077415,G0
3,0.979701,25.775015,2.273007,2.462442,0,1.884354,G0
3,1.070896,24.676746,2.268166,2.474867,0,1.965286,G0
3,1.072848,23.645828,2.313964,2.480407,0,1.967646,G0
1,0.796177,1,1.671627,0,0,0,G0
3,1.139601,23.794411,2.46249,2.587882,0,1.998994,G0
1,0.904879,1,0.635119,0,0,0,G2
1,0.830004,1,0.955509,0,0,0,G2
1,0.933874,1,0.818895,0,0,0,G2
1,0.834286,1,0.890876,0,0,0,G2
0,0,0,0,0,0,0,G2
1,0.941433,1,1.074743,0,0,0,G2
1,0.958562,1,0.829774,0,0,0,G2
0,0,0,0,0,0,0,G2
2,1.373732,33.111378,2.555643,0,0,0,G2
1,0.851933,1,0.869108,0,0,0,G2
1,0.688457,1,0,0,0,0.940439,G3
1,0.968013,1,0,0,0,2.48596,G3
1,0.931877,1,0,0,0,2.216718,G3
1,0.877188,1,0,0,0,2.063697,G3
1,0.89396,1,0,0,0,1.884531,G3
1,0.867564,1,0,0,0,1.674197,G3
1,0.848933,1,0,0,0,1.57501,G3
1,0.843853,1,0,0,0,1.653526,G3
1,0.771164,1,0,0,0,1.809224,G3
1,0.754998,1,0,0,0,1.55895,G3
1,0.259996,1,0,0,0,0,G4
3,1.471787,20.527178,2.763506,0,0,0,G4
3,1.474227,20.604887,2.481959,0,0,0,G4
2,1.251474,61.082603,1.903705,0,0,0,G4
2,1.230959,57.431267,1.909232,0,0,0,G4
2,1.153618,54.200619,1.774987,0,0,0,G4
2,1.184002,54.161648,1.817703,0,0,0,G4
2,1.113585,56.480007,1.506748,0,0,0,G4
2,1.165923,57.925606,1.917948,0,0,0,G4
2,1.181201,56.000134,2.214837,0,0,0,G4
2,0.831786,26.642244,1.619893,1.650699,0,0,G5
2,0.943422,37.154068,1.821331,1.923573,0,0,G5
2,0.910117,34.104729,1.718175,1.820373,0,0,G5
1,0.920849,1,0.953621,0,0,0,G5
2,0.927262,26.021835,1.80261,1.869305,0,0,G5
2,0.943595,24.800642,1.56352,1.607996,0,0,G5
1,0.887789,1,1.032645,0,0,0,G5
2,0.879447,26.962458,1.732994,1.798481,0,0,G5
2,0.876255,26.692886,1.668959,1.733206,0,0,G5
2,0.855967,26.765795,1.565563,1.642731,0,0,G5
3,0.942145,20.256214,1.985085,2.201002,1.982784,0,G6
3,0.95909,17.047852,2.432953,2.608777,2.453556,0,G6
3,0.924589,16.729675,1.935969,2.11624,1.918045,0,G6
3,1.004657,17.787954,2.313797,2.530725,2.330842,0,G6
3,1.007633,17.265451,2.430544,2.629942,2.44507,0,G6
3,1.007552,16.213783,2.335258,2.457115,2.297291,0,G6
3,0.99553,20.062643,2.245775,2.403111,2.196668,0,G6
3,0.996446,22.757629,2.050643,2.286544,2.063041,0,G6
3,1.047211,21.377962,2.336784,2.531724,2.296187,0,G6
3,1.049552,20.55521,1.969477,2.13933,1.900911,0,G6
2,1.119819,65.847382,0,0,0,2.737714,G7
1,0.519808,1,0,0,0,0,G7
1,0.50776,1,0,0,0,0,G7
2,1.142831,68.86422,0,0,0,2.5989,G7
2,1.131886,71.958382,0,0,0,2.74876,G7
2,1.018693,67.966751,0,0,0,3.073532,G7
2,1.210535,65.299904,0,0,0,2.993518,G7
2,1.114058,65.007561,0,0,0,2.465016,G7
2,1.129908,65.652946,0,0,0,2.564542,G7
2,1.119336,65.71978,0,0,0,2.686135,G7
4,1.378346,19.692427,3.499493,0,0,2.401753,G8
3,1.278494,26.485064,3.340404,0,0,2.497936,G8
3,1.114626,26.629318,2.820648,0,0,2.086836,G8
4,1.448913,20.762381,3.620735,0,0,2.371606,G8
3,1.252518,25.938713,3.513155,0,0,2.780068,G8
3,1.08734,26.409336,3.115993,0,0,2.311466,G8
3,1.031569,27.467936,2.535746,0,0,1.64341,G8
3,1.123564,26.583305,2.50407,0,0,1.585721,G8
4,1.225177,18.89397,2.814799,0,0,1.813369,G8
3,1.226979,25.939802,3.111614,0,0,2.325379,G8
5,1.077653,9.527532,2.295031,2.456929,2.271876,1.747492,G9
5,1.01224,9.668103,2.568736,2.714351,2.519471,2.006902,G9
5,0.98381,9.613049,2.435565,2.577415,2.393749,1.891648,G9
5,0.955558,9.570864,2.247694,2.411663,2.225646,1.710008,G9
5,1.18467,9.555344,2.900245,3.049588,2.873989,2.364183,G9
5,1.163117,9.51868,2.869842,2.977826,2.789334,2.22542,G9
5,1.348693,9.576638,3.435466,3.509477,3.323218,2.884544,G9
5,0.946905,9.988613,2.36952,2.5109,2.3356,1.822936,G9
5,0.801616,9.809388,1.909025,2.067713,1.870655,1.363011,G9
5,0.942135,9.195293,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3,0.910312,26.168962,2.329199,2.46029,0,1.921464,G0
3,1.084308,26.312696,2.161692,2.313767,0,1.812873,G0
3,1.193354,27.028696,2.510314,2.666554,0,2.133013,G0
2,0.906126,36.385403,1.876821,1.576564,0,0,G0
3,1.018818,26.946838,2.456724,2.585765,0,2.025676,G0
3,0.830391,26.449289,2.170595,2.311467,0,1.794502,G0
3,0.959786,26.165817,1.739213,1.871524,0,1.276168,G0
3,1.082352,26.78388,1.930357,2.100502,0,1.545845,G0
3,1.114782,26.587257,2.221273,2.41489,0,1.872662,G0
3,1.065401,26.258286,2.354919,2.518441,0,1.986993,G0
1,0.940489,1,1.350897,0,0,0,G2
1,0.902595,1,0.922587,0,0,0,G2
1,0.856856,1,0.833086,0,0,0,G2
1,0.799869,1,0.972287,0,0,0,G2
1,0.904606,1,1.338842,0,0,0,G2
1,0.992813,1,1.430212,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,0.805535,1,0.893258,0,0,0,G2
1,0.808621,1,0.781765,0,0,0,G2
1,0.428554,1,0,0,0,1.009142,G3
1,0.776599,1,0,0,0,1.82482,G3
1,0.594295,1,0,0,0,1.858459,G3
1,0.586515,1,0,0,0,1.956282,G3
1,0.478185,1,0,0,0,1.826247,G3
1,0.360722,1,0,0,0,1.3172,G3
1,0.407221,1,0,0,0,0.694113,G3
1,0.629562,1,0,0,0,1.303099,G3
1,0.652679,1,0,0,0,1.860177,G3
1,0.53114,1,0,0,0,1.907171,G3
2,0.859095,58.086987,2.226848,0,0,0,G4
2,1.282806,57.091476,2.091455,0,0,0,G4
2,1.160692,56.859406,2.309088,0,0,0,G4
2,1.05981,57.191746,2.10137,0,0,0,G4
2,0.677994,55.289829,1.629287,0,0,0,G4
2,1.268584,57.419991,1.988332,0,0,0,G4
2,1.308857,55.999855,1.993403,0,0,0,G4
2,1.104593,57.919682,1.887173,0,0,0,G4
2,1.065004,55.645729,1.825598,0,0,0,G4
2,0.934078,58.284771,2.089965,0,0,0,G4
2,0.900112,31.363859,1.691089,1.696082,0,0,G5
2,0.901322,31.544939,1.457577,1.612026,0,0,G5
2,0.709856,30.578329,1.881676,1.956828,0,0,G5
1,0.829421,1,1.601533,0,0,0,G5
2,0.932993,30.718582,1.421956,1.485219,0,0,G5
2,0.945703,31.152681,1.72959,1.79561,0,0,G5
2,0.802615,30.603867,1.424375,1.55432,0,0,G5
0,0,0,0,0,0,0,G5
1,0.721637,1,1.161865,0,0,0,G5
1,0.638595,1,1.310807,0,0,0,G5
3,0.928371,21.632675,1.786001,1.935494,1.740907,0,G6
3,1.103648,21.888054,2.056832,2.233067,1.997889,0,G6
3,0.961613,21.601242,2.030972,2.168793,1.965827,0,G6
3,0.988794,21.487022,2.262521,2.436686,2.202429,0,G6
3,1.02717,21.360723,1.807229,2.018919,1.673655,0,G6
3,0.936006,21.818707,1.538464,1.681442,1.389185,0,G6
2,0.686904,46.536037,2.148839,2.028868,0,0,G6
3,0.855413,22.232635,2.223527,2.391707,2.120616,0,G6
3,0.941777,22.062029,1.824067,2.04029,1.663921,0,G6
3,0.963241,21.714144,1.608488,1.785106,1.438898,0,G6
2,0.687236,72.915581,0,0,0,3.133171,G7
2,1.055557,71.795464,0,0,0,2.594362,G7
1,0.392595,1,0,0,0,0,G7
2,0.898498,74.483971,0,0,0,2.82082,G7
2,1.059316,72.88903,0,0,0,2.46161,G7
2,0.705152,71.345612,0,0,0,2.845204,G7
2,0.637664,72.90947,0,0,0,3.41128,G7
2,0.786996,73.319832,0,0,0,3.56129,G7
2,0.666335,71.310219,0,0,0,2.794676,G7
2,0.926507,72.125488,0,0,0,2.61602,G7
3,0.746876,31.338329,2.624343,0,0,2.042938,G8
3,0.66335,29.624895,2.447461,0,0,1.868098,G8
4,1.009961,20.945076,3.949168,0,0,2.764974,G8
3,0.750555,27.066563,3.400753,0,0,2.810094,G8
4,0.965698,20.89237,2.7427,0,0,1.688276,G8
3,0.650669,30.838646,2.628447,0,0,2.078841,G8
3,0.595711,33.216892,3.194303,0,0,2.670617,G8
4,0.822748,19.724712,3.969992,0,0,2.720676,G8
3,0.851607,26.856787,2.487278,0,0,1.777734,G8
3,0.770491,28.943487,1.884584,0,0,1.286888,G8
5,1.438505,9.225645,3.425827,3.667395,3.412279,2.819075,G9
5,1.202741,8.554334,2.381643,2.581324,2.343382,1.746534,G9
5,1.255053,7.527702,3.471379,3.682538,3.447838,2.80983,G9
5,1.330061,9.265546,4.868867,4.908283,4.713198,4.195436,G9
5,1.101408,13.013872,3.081616,3.178167,3.01303,2.652378,G9
5,1.4344,7.865595,3.544664,3.804386,3.548612,2.892885,G9
5,1.534743,7.158701,3.872543,4.08072,3.81959,3.122391,G9
5,1.508981,8.319952,3.909482,4.140677,3.748071,3.066411,G9
5,1.493291,9.097486,5.148542,5.337552,4.876584,4.493115,G9
5,1.584597,7.326109,4.447258,4.685953,4.366793,3.618086,G9
1,0.388478,1,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,0.572105,1,0,0,0,0,G1
3,0.933986,23.832621,2.766185,2.926789,0,2.474452,G0
3,1.022727,24.683174,3.201227,3.350957,0,2.904597,G0
3,1.008663,24.046339,3.183687,3.373737,0,2.910336,G0
3,0.978851,24.023407,3.29799,3.485087,0,3.020705,G0
3,1.002556,24.130436,3.020676,3.161777,0,2.695114,G0
3,1.001954,24.313951,2.885796,3.012733,0,2.538603,G0
3,0.945057,24.521149,2.217869,2.381183,0,1.93698,G0
3,0.828897,24.014828,1.97218,2.157017,0,1.677868,G0
3,0.959079,23.529587,2.237125,2.442111,0,1.956667,G0
3,0.920995,23.898355,3.370299,3.549635,0,3.075332,G0
1,0.752226,1,1.567418,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,0.960286,1,2.192798,0,0,0,G2
1,0.818337,1,1.708891,0,0,0,G2
1,0.841928,1,1.636446,0,0,0,G2
1,0.839827,1,1.47822,0,0,0,G2
1,0.80107,1,1.392671,0,0,0,G2
1,0.819822,1,1.635734,0,0,0,G2
1,0.822595,1,2.19797,0,0,0,G2
2,0.891323,8.506701,0,0,0,1.131812,G3
2,1.23157,7.927714,0,0,0,3.205836,G3
2,1.261465,10.126935,0,0,0,3.501036,G3
1,0.793664,1,0,0,0,2.776576,G3
1,0.866528,1,0,0,0,2.932739,G3
1,0.817743,1,0,0,0,3.021891,G3
1,0.722604,1,0,0,0,1.641522,G3
1,0.624235,1,0,0,0,1.123594,G3
3,1.659585,23.497416,0,0,0,4.92411,G3
2,0.886567,5.273829,0,0,0,0.342219,G3
2,0.897239,59.469852,1.825454,0,0,0,G4
2,1.333772,61.977364,3.530479,0,0,0,G4
3,1.448977,17.686871,2.823166,0,0,0,G4
3,1.387689,16.85124,2.985475,0,0,0,G4
2,1.098991,59.102325,2.781123,0,0,0,G4
2,0.990813,58.927902,2.479631,0,0,0,G4
2,0.839786,55.643902,0.202044,0,0,0,G4
3,1.296489,16.527731,1.493393,0,0,0,G4
3,1.426154,16.144819,2.211322,0,0,0,G4
2,0.949838,58.243668,1.693353,0,0,0,G4
3,1.042303,11.685607,2.710305,2.849931,0,0,G5
3,1.290128,12.096399,3.982131,4.204533,0,0,G5
2,0.889349,20.38121,2.098123,2.173409,0,0,G5
3,1.17151,13.059745,2.938351,3.050927,0,0,G5
2,0.798506,18.398626,1.869534,1.915887,0,0,G5
2,0.75933,20.161581,1.736958,1.753098,0,0,G5
2,0.773211,20.579874,1.816385,1.87132,0,0,G5
2,0.708467,21.918484,1.331739,1.346594,0,0,G5
2,0.779153,21.838837,1.654389,1.665338,0,0,G5
2,0.75027,22.028656,1.82399,1.840373,0,0,G5
3,0.861583,16.657824,1.062592,1.204062,0.983169,0,G6
3,1.073101,17.518053,2.772579,2.913443,2.706537,0,G6
3,0.975605,18.369394,1.956763,2.088527,1.920591,0,G6
3,1.028932,17.416874,1.737123,1.895619,1.628823,0,G6
3,1.011945,17.6022,2.182989,2.328691,2.138463,0,G6
3,0.903783,17.486063,2.435153,2.542425,2.384473,0,G6
3,0.877971,17.368622,2.553732,2.682917,2.478087,0,G6
3,0.940807,16.699467,1.938642,2.105669,1.864582,0,G6
3,0.945671,16.363829,0.843195,1.014004,0.760149,0,G6
3,0.927862,16.45619,1.136007,1.259691,1.014012,0,G6
2,0.700165,70.715561,0,0,0,2.658337,G7
2,0.807237,75.25396,0,0,0,2.951926,G7
2,0.825603,74.476662,0,0,0,3.571117,G7
2,0.719546,74.238731,0,0,0,2.269332,G7
3,0.772189,38.641808,0,0,0,1.167826,G7
3,0.826689,38.536831,0,0,0,0.945183,G7
3,0.764244,38.583569,0,0,0,1.138531,G7
2,0.669785,74.622139,0,0,0,1.81084,G7
2,0.689829,73.155258,0,0,0,2.239412,G7
2,0.725398,71.551888,0,0,0,2.751246,G7
3,0.971662,26.781996,3.795186,0,0,3.131284,G8
3,1.205836,28.80545,3.399163,0,0,2.724773,G8
3,1.012403,28.613096,2.762507,0,0,2.035221,G8
3,1.103321,27.207085,3.266407,0,0,2.555871,G8
3,1.024047,27.657455,3.893752,0,0,3.172973,G8
3,1.030701,27.518652,3.858532,0,0,3.128433,G8
3,1.039181,27.286549,2.72152,0,0,1.954157,G8
3,0.751964,28.26943,2.146554,0,0,1.408614,G8
4,1.084829,22.030617,3.437217,0,0,2.458184,G8
4,1.015137,19.272738,2.067289,0,0,0.945105,G8
5,0.887216,8.117502,1.3535,1.42634,1.264298,0.716703,G9
5,1.041891,10.38061,3.620363,3.733576,3.596873,3.082603,G9
5,0.848052,10.620007,2.173338,2.24887,2.102067,1.629633,G9
5,0.988916,10.668647,3.02333,3.11719,2.989051,2.509864,G9
5,0.92677,10.380974,1.976813,2.054365,1.908625,1.422884,G9
5,0.953086,10.107798,1.861524,1.935582,1.788355,1.304214,G9
5,0.804668,10.786802,2.616194,2.687683,2.565133,2.094741,G9
5,0.774487,10.873189,3.205586,3.278655,3.15305,2.690497,G9
5,0.766474,10.106714,3.250804,3.323889,3.207144,2.70403,G9
5,0.71877,8.679494,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2,1.084395,38.291283,2.349562,1.908255,0,0,G0
3,1.095757,18.480722,2.240088,2.364843,0,2.016806,G0
3,0.664541,19.38308,2.657343,2.737217,0,2.284793,G0
3,1.11106,20.122631,2.406829,2.494489,0,2.130704,G0
3,1.072685,16.8874,2.285837,2.415777,0,2.001437,G0
3,0.928006,17.594244,2.730561,2.78545,0,2.22594,G0
3,0.836652,17.135557,2.572453,2.604391,0,2.034541,G0
3,0.757962,24.73082,2.203571,2.306246,0,1.868377,G0
3,1.107473,24.597374,2.843352,2.94442,0,2.477288,G0
3,0.937377,23.893164,3.064668,3.083386,0,2.527724,G0
0,0,0,0,0,0,0,G2
1,0.6465,1,3.54445,0,0,0,G2
4,1.46154,13.236033,4.154349,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
2,1.028209,31.299549,4.468385,0,0,0,G2
0,0,0,0,0,0,0,G2
1,0.750559,1,3.363097,0,0,0,G2
1,0.659362,1,3.076559,0,0,0,G2
1,0.743639,1,3.986492,0,0,0,G2
1,0.79687,1,0,0,0,3.011063,G3
1,0.968297,1,0,0,0,2.523862,G3
1,0.831962,1,0,0,0,2.215978,G3
1,0.816869,1,0,0,0,2.314746,G3
1,0.814868,1,0,0,0,2.107048,G3
1,0.723149,1,0,0,0,2.113102,G3
1,0.791523,1,0,0,0,2.365075,G3
1,0.707491,1,0,0,0,2.237571,G3
1,0.754073,1,0,0,0,2.388552,G3
1,0.659504,1,0,0,0,2.27134,G3
2,0.775308,65.318405,1.572294,0,0,0,G4
2,1.351838,65.491806,3.001924,0,0,0,G4
2,1.228657,65.689003,2.33671,0,0,0,G4
2,1.035255,65.159004,1.816872,0,0,0,G4
2,1.109588,65.979103,2.32773,0,0,0,G4
2,0.953179,66.501663,2.299439,0,0,0,G4
2,0.839997,64.783302,1.830652,0,0,0,G4
2,0.893107,64.950844,1.767246,0,0,0,G4
3,1.235542,16.796658,2.878506,0,0,0,G4
3,0.72105,18.161686,1.952695,0,0,0,G4
2,0.633958,31.326227,1.722713,1.743388,0,0,G5
2,0.891532,31.055428,2.581657,2.568621,0,0,G5
2,0.976334,30.137165,2.401241,2.390135,0,0,G5
3,0.966125,13.325322,2.666439,2.873758,0,0,G5
2,0.779371,31.824545,2.087623,2.074523,0,0,G5
2,0.510842,31.048302,1.664791,1.694406,0,0,G5
2,0.427131,31.270361,1.163773,1.240452,0,0,G5
2,0.925309,28.455935,2.72335,2.793973,0,0,G5
2,0.948335,29.550285,2.107367,2.17444,0,0,G5
2,0.802045,30.557974,2.062761,2.096606,0,0,G5
3,0.647937,16.533199,1.42763,1.500206,1.310854,0,G6
3,0.92864,16.692812,1.789716,1.981838,1.819964,0,G6
3,0.960474,16.806068,2.521985,2.642686,2.498379,0,G6
3,0.892352,18.324083,2.382643,2.455272,2.334549,0,G6
3,0.666474,18.348501,1.008187,1.130134,0.958816,0,G6
3,0.769496,20.432085,1.95213,2.084084,1.89303,0,G6
3,0.805041,20.292376,2.326217,2.407833,2.255274,0,G6
3,0.866414,19.460609,2.535329,2.560258,2.461431,0,G6
4,0.847177,10.994694,1.5337,1.739976,1.626955,0,G6
3,0.890985,18.556179,2.560162,2.637288,2.472481,0,G6
3,0.77272,35.495674,0,0,0,2.310038,G7
3,1.160069,35.866348,0,0,0,2.604583,G7
2,1.443389,75.422852,0,0,0,3.480368,G7
2,1.207844,74.180641,0,0,0,3.467479,G7
2,1.216426,74.219231,0,0,0,2.866975,G7
2,1.24968,74.716354,0,0,0,2.521095,G7
3,1.19882,36.625576,0,0,0,2.89088,G7
3,0.862795,37.01638,0,0,0,4.098808,G7
3,0.920606,36.231289,0,0,0,2.0816,G7
3,0.598301,35.962658,0,0,0,1.599136,G7
3,0.795187,27.756029,3.040519,0,0,2.391638,G8
3,1.036468,29.875498,3.386368,0,0,2.886837,G8
3,1.116939,29.024912,3.743832,0,0,3.167696,G8
3,0.880468,29.770184,2.200986,0,0,1.705628,G8
3,0.991011,29.067978,3.173045,0,0,2.632283,G8
3,0.77672,28.48715,2.401416,0,0,1.8465,G8
3,1.029906,27.552652,3.00123,0,0,2.314212,G8
3,0.726511,27.772738,2.411579,0,0,1.767465,G8
3,0.612317,27.101961,2.09858,0,0,1.427324,G8
3,1.02613,27.459078,3.148965,0,0,2.430719,G8
5,1.232757,10.199184,2.938179,3.045091,2.854487,2.317141,G9
5,1.133635,9.973606,3.10205,3.145814,3.048479,2.49278,G9
5,1.130398,9.548086,2.907748,2.977066,2.853224,2.296777,G9
5,1.1406,9.867544,3.283924,3.386206,3.264339,2.709708,G9
5,0.933275,10.096302,2.807372,2.90635,2.784966,2.266575,G9
5,0.951265,11.216157,2.820379,2.936428,2.803511,2.31036,G9
5,0.978465,10.16984,2.742716,2.790142,2.615518,2.059442,G9
5,1.043397,10.423194,3.603471,3.67582,3.569702,3.069453,G9
5,0.978916,10.940663,3.105814,3.222828,3.057915,2.57627,G9
5,1.2131,9.712573,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2,0.908698,21.734158,3.317573,3.466743,0,0,G0
3,0.992541,19.993917,3.034431,3.204088,0,2.730621,G0
3,0.841796,19.555384,2.649997,2.859435,0,2.402386,G0
3,0.83607,19.365208,3.344195,3.560318,0,3.06944,G0
3,0.843869,20.266689,3.137235,3.309568,0,2.836774,G0
3,0.681571,19.79883,2.215873,2.393359,0,1.923379,G0
3,0.696714,20.033066,2.109945,2.257071,0,1.779151,G0
3,0.595058,19.965027,1.378094,1.579032,0,1.073251,G0
3,0.942227,19.920025,2.401174,2.660591,0,2.152958,G0
3,1.02037,19.343338,3.125719,3.334086,0,2.829475,G0
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,0.904027,1,1.552487,0,0,0,G2
1,0.860532,1,0.596845,0,0,0,G2
0,0,0,0,0,0,0,G2
1,0.845578,1,1.209536,0,0,0,G2
2,1.280742,28.548655,2.230498,0,0,0,G2
1,0.840209,1,1.780096,0,0,0,G2
1,0.919942,1,2.182993,0,0,0,G2
1,0.808455,1,0,0,0,1.181902,G3
