@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R5,18-22'

@attribute Max_Y numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.801616,1.909025,2.067713,1.870655,1.363011,G9
0.942135,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0.910312,2.46029,1.921464,0,0,G0
1.084308,2.313767,1.812873,0,0,G0
1.193354,2.666554,2.133013,0,0,G0
0.906126,1.576564,0,0,0,G0
1.018818,2.585765,2.025676,0,0,G0
0.830391,2.311467,1.794502,0,0,G0
0.959786,1.871524,1.276168,0,0,G0
1.082352,2.100502,1.545845,0,0,G0
1.114782,2.41489,1.872662,0,0,G0
1.065401,2.518441,1.986993,0,0,G0
0.940489,0,0,0,0,G2
0.902595,0,0,0,0,G2
0.856856,0,0,0,0,G2
0.799869,0,0,0,0,G2
0.904606,0,0,0,0,G2
0.992813,0,0,0,0,G2
0,0,0,0,0,G2
0,0,0,0,0,G2
0.805535,0,0,0,0,G2
0.808621,0,0,0,0,G2
0.428554,0,0,0,0,G3
0.776599,0,0,0,0,G3
0.594295,0,0,0,0,G3
0.586515,0,0,0,0,G3
0.478185,0,0,0,0,G3
0.360722,0,0,0,0,G3
0.407221,0,0,0,0,G3
0.629562,0,0,0,0,G3
0.652679,0,0,0,0,G3
0.53114,0,0,0,0,G3
0.859095,2.226848,0,0,0,G4
1.282806,2.091455,0,0,0,G4
1.160692,2.309088,0,0,0,G4
1.05981,2.10137,0,0,0,G4
0.677994,1.629287,0,0,0,G4
1.268584,1.988332,0,0,0,G4
1.308857,1.993403,0,0,0,G4
1.104593,1.887173,0,0,0,G4
1.065004,1.825598,0,0,0,G4
0.934078,2.089965,0,0,0,G4
0.900112,1.696082,0,0,0,G5
0.901322,1.612026,0,0,0,G5
0.709856,1.956828,0,0,0,G5
0.829421,0,0,0,0,G5
0.932993,1.485219,0,0,0,G5
0.945703,1.79561,0,0,0,G5
0.802615,1.55432,0,0,0,G5
0,0,0,0,0,G5
0.721637,0,0,0,0,G5
0.638595,0,0,0,0,G5
0.928371,1.935494,1.740907,0,0,G6
1.103648,2.233067,1.997889,0,0,G6
0.961613,2.168793,1.965827,0,0,G6
0.988794,2.436686,2.202429,0,0,G6
1.02717,2.018919,1.673655,0,0,G6
0.936006,1.681442,1.389185,0,0,G6
0.686904,2.028868,0,0,0,G6
0.855413,2.391707,2.120616,0,0,G6
0.941777,2.04029,1.663921,0,0,G6
0.963241,1.785106,1.438898,0,0,G6
0.687236,3.133171,0,0,0,G7
1.055557,2.594362,0,0,0,G7
0.392595,0,0,0,0,G7
0.898498,2.82082,0,0,0,G7
1.059316,2.46161,0,0,0,G7
0.705152,2.845204,0,0,0,G7
0.637664,3.41128,0,0,0,G7
0.786996,3.56129,0,0,0,G7
0.666335,2.794676,0,0,0,G7
0.926507,2.61602,0,0,0,G7
0.746876,2.624343,2.042938,0,0,G8
0.66335,2.447461,1.868098,0,0,G8
1.009961,3.949168,2.764974,3.501531,0,G8
0.750555,3.400753,2.810094,0,0,G8
0.965698,2.7427,1.688276,2.20641,0,G8
0.650669,2.628447,2.078841,0,0,G8
0.595711,3.194303,2.670617,0,0,G8
0.822748,3.969992,2.720676,3.315387,0,G8
0.851607,2.487278,1.777734,0,0,G8
0.770491,1.884584,1.286888,0,0,G8
1.438505,3.425827,3.667395,3.412279,2.819075,G9
1.202741,2.381643,2.581324,2.343382,1.746534,G9
1.255053,3.471379,3.682538,3.447838,2.80983,G9
1.330061,4.868867,4.908283,4.713198,4.195436,G9
1.101408,3.081616,3.178167,3.01303,2.652378,G9
1.4344,3.544664,3.804386,3.548612,2.892885,G9
1.534743,3.872543,4.08072,3.81959,3.122391,G9
1.508981,3.909482,4.140677,3.748071,3.066411,G9
1.493291,5.148542,5.337552,4.876584,4.493115,G9
1.584597,4.447258,4.685953,4.366793,3.618086,G9
0.388478,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0.572105,0,0,0,0,G1
0.933986,2.926789,2.474452,0,0,G0
1.022727,3.350957,2.904597,0,0,G0
1.008663,3.373737,2.910336,0,0,G0
0.978851,3.485087,3.020705,0,0,G0
1.002556,3.161777,2.695114,0,0,G0
1.001954,3.012733,2.538603,0,0,G0
0.945057,2.381183,1.93698,0,0,G0
0.828897,2.157017,1.677868,0,0,G0
0.959079,2.442111,1.956667,0,0,G0
0.920995,3.549635,3.075332,0,0,G0
0.752226,0,0,0,0,G2
0,0,0,0,0,G2
0,0,0,0,0,G2
0.960286,0,0,0,0,G2
0.818337,0,0,0,0,G2
0.841928,0,0,0,0,G2
0.839827,0,0,0,0,G2
0.80107,0,0,0,0,G2
0.819822,0,0,0,0,G2
0.822595,0,0,0,0,G2
0.891323,1.792009,0,0,0,G3
1.23157,3.862826,0,0,0,G3
1.261465,4.240448,0,0,0,G3
0.793664,0,0,0,0,G3
0.866528,0,0,0,0,G3
0.817743,0,0,0,0,G3
0.722604,0,0,0,0,G3
0.624235,0,0,0,0,G3
1.659585,5.172917,3.12756,0,0,G3
0.886567,1.351454,0,0,0,G3
0.897239,1.825454,0,0,0,G4
1.333772,3.530479,0,0,0,G4
1.448977,2.823166,1.789742,0,0,G4
1.387689,2.985475,1.92139,0,0,G4
1.098991,2.781123,0,0,0,G4
0.990813,2.479631,0,0,0,G4
0.839786,0.202044,0,0,0,G4
1.296489,1.493393,0.439401,0,0,G4
1.426154,2.211322,1.09341,0,0,G4
0.949838,1.693353,0,0,0,G4
1.042303,2.849931,1.6898,0,0,G5
1.290128,4.204533,3.058822,0,0,G5
0.889349,2.173409,0,0,0,G5
1.17151,3.050927,1.876142,0,0,G5
0.798506,1.915887,0,0,0,G5
0.75933,1.753098,0,0,0,G5
0.773211,1.87132,0,0,0,G5
0.708467,1.346594,0,0,0,G5
0.779153,1.665338,0,0,0,G5
0.75027,1.840373,0,0,0,G5
0.861583,1.204062,0.983169,0,0,G6
1.073101,2.913443,2.706537,0,0,G6
0.975605,2.088527,1.920591,0,0,G6
1.028932,1.895619,1.628823,0,0,G6
1.011945,2.328691,2.138463,0,0,G6
0.903783,2.542425,2.384473,0,0,G6
0.877971,2.682917,2.478087,0,0,G6
0.940807,2.105669,1.864582,0,0,G6
0.945671,1.014004,0.760149,0,0,G6
0.927862,1.259691,1.014012,0,0,G6
0.700165,2.658337,0,0,0,G7
0.807237,2.951926,0,0,0,G7
0.825603,3.571117,0,0,0,G7
0.719546,2.269332,0,0,0,G7
0.772189,1.167826,1.343747,0,0,G7
0.826689,0.945183,1.073059,0,0,G7
0.764244,1.138531,1.276008,0,0,G7
0.669785,1.81084,0,0,0,G7
0.689829,2.239412,0,0,0,G7
0.725398,2.751246,0,0,0,G7
0.971662,3.795186,3.131284,0,0,G8
1.205836,3.399163,2.724773,0,0,G8
1.012403,2.762507,2.035221,0,0,G8
1.103321,3.266407,2.555871,0,0,G8
1.024047,3.893752,3.172973,0,0,G8
1.030701,3.858532,3.128433,0,0,G8
1.039181,2.72152,1.954157,0,0,G8
0.751964,2.146554,1.408614,0,0,G8
1.084829,3.437217,2.458184,2.916452,0,G8
1.015137,2.067289,0.945105,1.502088,0,G8
0.887216,1.3535,1.42634,1.264298,0.716703,G9
1.041891,3.620363,3.733576,3.596873,3.082603,G9
0.848052,2.173338,2.24887,2.102067,1.629633,G9
0.988916,3.02333,3.11719,2.989051,2.509864,G9
0.92677,1.976813,2.054365,1.908625,1.422884,G9
0.953086,1.861524,1.935582,1.788355,1.304214,G9
0.804668,2.616194,2.687683,2.565133,2.094741,G9
0.774487,3.205586,3.278655,3.15305,2.690497,G9
0.766474,3.250804,3.323889,3.207144,2.70403,G9
0.71877,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
1.084395,1.908255,0,0,0,G0
1.095757,2.364843,2.016806,0,0,G0
0.664541,2.737217,2.284793,0,0,G0
1.11106,2.494489,2.130704,0,0,G0
1.072685,2.415777,2.001437,0,0,G0
0.928006,2.78545,2.22594,0,0,G0
0.836652,2.604391,2.034541,0,0,G0
0.757962,2.306246,1.868377,0,0,G0
1.107473,2.94442,2.477288,0,0,G0
0.937377,3.083386,2.527724,0,0,G0
0,0,0,0,0,G2
0.6465,0,0,0,0,G2
1.46154,5.532096,5.382208,4.748091,0,G2
0,0,0,0,0,G2
0,0,0,0,0,G2
1.028209,4.714875,0,0,0,G2
0,0,0,0,0,G2
0.750559,0,0,0,0,G2
0.659362,0,0,0,0,G2
0.743639,0,0,0,0,G2
0.79687,0,0,0,0,G3
0.968297,0,0,0,0,G3
0.831962,0,0,0,0,G3
0.816869,0,0,0,0,G3
0.814868,0,0,0,0,G3
0.723149,0,0,0,0,G3
0.791523,0,0,0,0,G3
0.707491,0,0,0,0,G3
0.754073,0,0,0,0,G3
0.659504,0,0,0,0,G3
0.775308,1.572294,0,0,0,G4
1.351838,3.001924,0,0,0,G4
1.228657,2.33671,0,0,0,G4
1.035255,1.816872,0,0,0,G4
1.109588,2.32773,0,0,0,G4
0.953179,2.299439,0,0,0,G4
0.839997,1.830652,0,0,0,G4
0.893107,1.767246,0,0,0,G4
1.235542,2.878506,1.778897,0,0,G4
0.72105,1.952695,0.867215,0,0,G4
0.633958,1.743388,0,0,0,G5
0.891532,2.568621,0,0,0,G5
0.976334,2.390135,0,0,0,G5
0.966125,2.873758,1.788195,0,0,G5
0.779371,2.074523,0,0,0,G5
0.510842,1.694406,0,0,0,G5
0.427131,1.240452,0,0,0,G5
0.925309,2.793973,0,0,0,G5
0.948335,2.17444,0,0,0,G5
0.802045,2.096606,0,0,0,G5
0.647937,1.500206,1.310854,0,0,G6
0.92864,1.981838,1.819964,0,0,G6
0.960474,2.642686,2.498379,0,0,G6
0.892352,2.455272,2.334549,0,0,G6
0.666474,1.130134,0.958816,0,0,G6
0.769496,2.084084,1.89303,0,0,G6
0.805041,2.407833,2.255274,0,0,G6
0.866414,2.560258,2.461431,0,0,G6
0.847177,1.739976,1.626955,0.559517,0,G6
0.890985,2.637288,2.472481,0,0,G6
0.77272,2.310038,1.971678,0,0,G7
1.160069,2.604583,2.621128,0,0,G7
1.443389,3.480368,0,0,0,G7
1.207844,3.467479,0,0,0,G7
1.216426,2.866975,0,0,0,G7
1.24968,2.521095,0,0,0,G7
1.19882,2.89088,2.802563,0,0,G7
0.862795,4.098808,3.870747,0,0,G7
0.920606,2.0816,1.955405,0,0,G7
0.598301,1.599136,1.432605,0,0,G7
0.795187,3.040519,2.391638,0,0,G8
1.036468,3.386368,2.886837,0,0,G8
1.116939,3.743832,3.167696,0,0,G8
0.880468,2.200986,1.705628,0,0,G8
0.991011,3.173045,2.632283,0,0,G8
0.77672,2.401416,1.8465,0,0,G8
1.029906,3.00123,2.314212,0,0,G8
0.726511,2.411579,1.767465,0,0,G8
0.612317,2.09858,1.427324,0,0,G8
1.02613,3.148965,2.430719,0,0,G8
1.232757,2.938179,3.045091,2.854487,2.317141,G9
1.133635,3.10205,3.145814,3.048479,2.49278,G9
1.130398,2.907748,2.977066,2.853224,2.296777,G9
1.1406,3.283924,3.386206,3.264339,2.709708,G9
0.933275,2.807372,2.90635,2.784966,2.266575,G9
0.951265,2.820379,2.936428,2.803511,2.31036,G9
0.978465,2.742716,2.790142,2.615518,2.059442,G9
1.043397,3.603471,3.67582,3.569702,3.069453,G9
0.978916,3.105814,3.222828,3.057915,2.57627,G9
1.2131,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0.908698,3.466743,0,0,0,G0
0.992541,3.204088,2.730621,0,0,G0
0.841796,2.859435,2.402386,0,0,G0
0.83607,3.560318,3.06944,0,0,G0
0.843869,3.309568,2.836774,0,0,G0
0.681571,2.393359,1.923379,0,0,G0
0.696714,2.257071,1.779151,0,0,G0
0.595058,1.579032,1.073251,0,0,G0
0.942227,2.660591,2.152958,0,0,G0
1.02037,3.334086,2.829475,0,0,G0
0,0,0,0,0,G2
0,0,0,0,0,G2
0,0,0,0,0,G2
0.904027,0,0,0,0,G2
0.860532,0,0,0,0,G2
0,0,0,0,0,G2
0.845578,0,0,0,0,G2
1.280742,1.370667,0,0,0,G2
0.840209,0,0,0,0,G2
0.919942,0,0,0,0,G2
0.808455,0,0,0,0,G3
0.947213,0,0,0,0,G3
0.888754,1.447591,0,0,0,G3
0.73193,1.233397,0,0,0,G3
0.574298,0,0,0,0,G3
0.561295,0,0,0,0,G3
0.545472,0,0,0,0,G3
0.678693,2.017581,0,0,0,G3
0.69639,0.566015,0,0,0,G3
0.779983,0,0,0,0,G3
1.08582,1.296927,0.371192,0,0,G4
1.318317,2.519146,0,0,0,G4
1.510522,2.75031,1.723997,0,0,G4
1.153748,2.395666,0,0,0,G4
1.121304,2.815108,0,0,0,G4
1.026543,1.393766,0,0,0,G4
0.980889,1.300148,0,0,0,G4
1.011124,1.216594,0,0,0,G4
0.892096,1.197391,0,0,0,G4
1.138649,1.29919,0.383091,0,0,G4
0.853475,2.986548,0,0,0,G5
0.914233,2.595356,0,0,0,G5
0.908718,2.719604,0,0,0,G5
1.090106,1.520247,2.604178,0,0,G5
0.808731,1.674201,0,0,0,G5
0.800222,1.848292,0,0,0,G5
0.857413,2.322742,0,0,0,G5
0.866703,2.705819,0,0,0,G5
0.865421,3.202811,0,0,0,G5
0.852607,3.100928,0,0,0,G5
0.915078,0.199118,0.123678,0,0,G6
0.973619,1.965673,1.707701,0,0,G6
0.992767,1.892295,1.599661,0,0,G6
0.996788,2.206771,1.941365,0,0,G6
0.903235,1.941874,1.681604,0,0,G6
0.916604,1.992829,1.736571,0,0,G6
0.963934,2.19402,1.922534,0,0,G6
0.991339,2.664763,2.43194,0,0,G6
0.964287,1.671507,1.365915,0,0,G6
0.938965,0.550751,0.184963,0,0,G6
0.424214,0.384534,0.373431,0,0,G7
0.479772,0.493516,0,0,0,G7
0.405363,0.694488,0,0,0,G7
0.457093,1.143306,0,0,0,G7
0.508598,1.247574,0,0,0,G7
0.399364,0.106801,0.179195,0,0,G7
0.384122,0.232696,0,0,0,G7
0.383998,0.037135,0,0,0,G7
0.454909,0.612904,0.680129,0,0,G7
0.513884,0.775925,0.788083,0,0,G7
0.786356,3.204638,2.588875,0,0,G8
0.962037,2.305337,1.558511,0,0,G8
0.882369,2.158606,1.375083,0,0,G8
0.873196,2.635837,1.837766,0,0,G8
0.907886,3.376349,2.591346,0,0,G8
0.819426,2.905275,2.092289,0,0,G8
0.688344,3.16208,2.312677,0,0,G8
0.8349,2.230921,1.542498,0,0,G8
0.773971,1.665813,0.958638,0,0,G8
0.747363,2.453095,1.781299,0,0,G8
1.080613,2.757621,2.938242,2.803932,2.219361,G9
0.968518,2.303982,2.440433,2.29634,1.776484,G9
0.861062,2.548765,2.698264,2.565171,2.085964,G9
-0.004083,0,0,0,0,G9
0.835181,2.306974,2.492724,2.341148,1.723,G9
0.713481,2.469249,2.63335,2.481777,1.916036,G9
0.685098,2.455916,2.642896,2.49847,1.939686,G9
1.174421,3.636585,3.818588,3.671304,3.11106,G9
1.128191,3.58542,3.74994,3.623787,3.021146,G9
1.200381,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0.927925,3.809917,0,0,0,G0
1.02856,2.639111,2.249943,0,0,G0
0.978688,1.861239,1.610192,0,0,G0
0.995054,2.132315,0,0,0,G0
0.972794,2.471603,0,0,0,G0
1.10794,2.752664,2.156658,0,0,G0
0.954092,1.958569,0,0,0,G0
1.050902,2.710219,2.109083,0,0,G0
0.834918,2.570628,2.039878,0,0,G0
0.875696,2.417647,1.897843,0,0,G0
0.124494,0,0,0,0,G2
0,0,0,0,0,G2
0,0,0,0,0,G2
0.092887,0,0,0,0,G2
-0.033828,0,0,0,0,G2
-0.068894,0,0,0,0,G2
0.069475,0,0,0,0,G2
0,0,0,0,0,G2
0.004645,0,0,0,0,G2
-0.02539,0,0,0,0,G2
0.884812,1.789255,0,0,0,G3
1.168917,0.779619,1.341192,0,0,G3
0,0,0,0,0,G3
0.892521,1.07211,0,0,0,G3
0.958842,1.337974,0,0,0,G3
0.593769,0,0,0,0,G3
0.533063,0,0,0,0,G3
0.71201,1.310912,0,0,0,G3
0.734343,1.253729,0,0,0,G3
0.752641,1.354273,0,0,0,G3
0.915433,1.714143,0,0,0,G4
1.434125,2.399213,1.396729,0,0,G4
1.1645,2.195871,0,0,0,G4
1.10203,2.306665,0,0,0,G4
1.047006,2.36277,0,0,0,G4
1.002143,1.996894,0,0,0,G4
1.116914,1.970028,0,0,0,G4
1.006149,1.905056,0,0,0,G4
1.151243,2.199822,1.106381,0,0,G4
1.142098,2.408094,1.332826,0,0,G4
0.800326,1.719043,0,0,0,G5
0.862742,1.679568,0,0,0,G5
0.866905,1.602602,0,0,0,G5
0.851129,1.611276,0,0,0,G5
0.794684,1.909074,0,0,0,G5
0.834876,1.713301,0,0,0,G5
0.836722,1.610795,0,0,0,G5
0.827602,1.66416,0,0,0,G5
0.821288,1.77677,0,0,0,G5
0.816408,1.581132,0,0,0,G5
0.817734,1.450669,1.281818,0,0,G6
0.859687,1.497299,1.346642,0,0,G6
0.827682,1.436411,1.282059,0,0,G6
0.816859,1.575881,1.411345,0,0,G6
0.783414,1.751137,1.559753,0,0,G6
0.783798,1.698875,1.507171,0,0,G6
0.722558,1.455152,1.274632,0,0,G6
0.711204,1.447757,1.26137,0,0,G6
0.780966,1.707485,1.516865,0,0,G6
0.863926,1.580609,1.412423,0,0,G6
0.894478,3.681969,3.847264,0,0,G7
0.93806,2.946744,0,0,0,G7
0.936678,2.998811,0,0,0,G7
0.934665,3.292067,0,0,0,G7
0.917572,3.810102,0,0,0,G7
0.958126,3.469804,0,0,0,G7
0.923267,3.25412,0,0,0,G7
1.018662,3.200303,3.226197,0,0,G7
0.905767,3.626636,3.857832,0,0,G7
0.914272,3.748755,0,0,0,G7
1.333848,6.283594,5.479455,0,0,G8
1.297401,4.651743,3.63243,0,0,G8
1.376521,4.642641,3.629433,0,0,G8
1.322932,5.036147,4.089,0,0,G8
1.304092,5.490388,4.574145,0,0,G8
1.124813,4.662253,3.982023,0,0,G8
0.758516,2.907346,0,0,0,G8
0.769346,2.967525,0,0,0,G8
0.725014,2.827115,0,0,0,G8
1.133924,4.522438,3.792587,0,0,G8
1.27794,3.7999,4.004097,3.830438,3.310155,G9
1.179577,2.945883,3.105919,2.964248,2.414811,G9
1.170372,2.928238,3.065292,2.930815,2.390457,G9
1.182465,2.96248,3.114193,2.960878,2.410872,G9
0.869348,2.266222,2.218778,1.928026,0,G9
1.150829,2.855092,3.101118,2.989568,2.504358,G9
1.1299,2.822205,3.036373,2.87299,2.335129,G9
1.166982,3.24059,3.40203,3.290971,2.755993,G9
1.185761,3.349482,3.481277,3.36743,2.849082,G9
0.952632,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0.874282,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
1.167571,1.98976,0,0,0,G0
1.122981,3.20416,2.461845,0,0,G0
1.076474,3.055864,2.419631,0,0,G0
0.998972,2.502074,1.850251,0,0,G0
1.236716,2.988656,1.91733,2.369823,0,G0
1.040268,2.865042,2.254971,0,0,G0
1.013315,2.610252,2.013928,0,0,G0
1.02419,1.993155,1.356946,0,0,G0
1.021352,2.36433,1.800614,0,0,G0
1.121071,1.970152,0.978485,0,0,G0
0.840151,0,0,0,0,G2
1.344259,0.920387,0,0,0,G2
0.885657,0,0,0,0,G2
0.881814,0,0,0,0,G2
1.27485,0.917084,0,0,0,G2
0.8538,0,0,0,0,G2
0.879004,0,0,0,0,G2
0.85692,0,0,0,0,G2
0.880106,0,0,0,0,G2
0.900084,0,0,0,0,G2
0.726551,0,0,0,0,G3
0,0,0,0,0,G3
0.956751,0,0,0,0,G3
0.962371,0,0,0,0,G3
0.680975,0,0,0,0,G3
0.709663,0,0,0,0,G3
1.009762,0.901687,0,0,0,G3
0.908979,1.09813,0,0,0,G3
0.728388,0,0,0,0,G3
0.696982,0,0,0,0,G3
1.053698,1.785772,0,0,0,G4
0.976454,1.280858,0,0,0,G4
1.001867,1.004498,0,0,0,G4
0.959754,2.042272,0,0,0,G4
0.94222,1.401508,0,0,0,G4
1.444253,4.029541,2.687808,0,0,G4
0.888666,0.457432,0,0,0,G4
0.90677,2.075738,0,0,0,G4
1.630031,3.696465,2.458309,0,0,G4
1.141769,1.144982,0,0,0,G4
0.946597,1.816245,0,0,0,G5
0.925658,1.860711,0,0,0,G5
0.927572,1.858965,0,0,0,G5
1.199853,2.338717,1.173219,0,0,G5
0.83953,1.798915,0,0,0,G5
0.885411,1.909549,0,0,0,G5
0.941837,1.780497,0,0,0,G5
1.144473,1.248664,2.344054,0,0,G5
1.293859,1.158152,2.723112,0,0,G5
1.377801,2.532689,1.143299,0,0,G5
1.036278,1.96919,1.589761,0,0,G6
0.94036,2.135509,1.936107,0,0,G6
0.906906,1.994321,1.801929,0,0,G6
0.87662,1.921056,1.771123,0,0,G6
0.952347,1.827847,1.54008,0,0,G6
0.959195,1.756764,1.494779,0,0,G6
0.923365,1.906356,1.705583,0,0,G6
0.89911,1.751175,1.551385,0,0,G6
0.919454,1.795738,1.508183,0,0,G6
0.956043,1.590309,1.243001,0,0,G6
0.825058,1.999654,2.011295,0,0,G7
0.78721,1.705775,0,0,0,G7
0.813854,1.717888,0,0,0,G7
0.843,1.520037,1.52356,0,0,G7
0.827463,1.917698,2.06951,0,0,G7
0.790766,1.806338,1.826169,0,0,G7
0.73595,1.37007,0,0,0,G7
0.795184,2.017808,0,0,0,G7
0.796316,2.422347,0,0,0,G7
0.783412,1.390132,1.455146,0,0,G7
1.268532,2.646246,1.849942,0,0,G8
1.550729,4.854231,4.078568,0,0,G8
1.598437,5.807872,4.858295,0,0,G8
1.461919,4.383067,3.523525,0,0,G8
1.361272,3.381474,2.580142,0,0,G8
1.388609,3.098134,2.294698,0,0,G8
1.454884,3.361227,2.561757,0,0,G8
1.496487,4.202931,3.434555,0,0,G8
1.535446,4.994956,4.152629,0,0,G8
1.068791,2.496996,0,0,0,G8
1.427015,3.674808,3.784061,3.378028,2.918843,G9
1.413689,3.632619,3.795228,3.502339,2.980148,G9
1.36548,3.984668,4.100236,3.837862,3.340853,G9
1.483501,3.256173,3.430293,3.099514,2.536885,G9
1.304054,2.991236,3.110813,2.795954,2.336367,G9
1.361284,3.690811,3.834839,3.600015,3.186671,G9
1.341811,3.93583,4.084382,3.87824,3.450444,G9
1.319125,3.668078,3.733304,3.421971,2.961751,G9
1.343428,2.699836,2.79611,2.410121,1.910989,G9
1.295975,2.794431,2.91388,2.562673,2.113498,G9
-1.17359,0.750697,0,0,0,G1
0,0,0,0,0,G1
-0.706407,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0.736359,2.532731,2.073618,0,0,G0
1.034234,4.403193,3.902009,0,0,G0
0.983857,4.036168,3.518292,0,0,G0
0.9458,2.836219,0,0,0,G0
0.949965,2.512621,2.108184,0,0,G0
0.97247,2.961737,2.464311,0,0,G0
1.031809,3.890916,3.405363,0,0,G0
0.913151,3.349275,0,0,0,G0
0.924732,2.617632,0,0,0,G0
0.702197,3.187417,2.707933,0,0,G0
4.437551,2.371864,0,0,0,G2
0,0,0,0,0,G2
0,0,0,0,0,G2
-0.500419,0,0,0,0,G2
0,0,0,0,0,G2
-0.790939,0,0,0,0,G2
0.648214,0,0,0,0,G2
0.695994,0,0,0,0,G2
0.680582,0,0,0,0,G2
0.662175,0,0,0,0,G2
0.73561,0,0,0,0,G3
1.139866,3.003875,0,0,0,G3
0,0,0,0,0,G3
0.883641,0,0,0,0,G3
0.879319,0,0,0,0,G3
0.833071,0,0,0,0,G3
0.845208,0,0,0,0,G3
0.860605,0,0,0,0,G3
0.841087,0,0,0,0,G3
0.755256,0,0,0,0,G3
1.53506,1.508702,0.348343,0,0,G4
1.391002,2.376202,0,0,0,G4
1.564538,2.246101,1.064484,0,0,G4
1.238433,1.775503,0,0,0,G4
1.116702,2.696558,0,0,0,G4
1.072066,1.894687,0,0,0,G4
1.131225,2.155454,0,0,0,G4
2.852303,3.088927,1.600538,0,0,G4
1.283077,2.679899,0,0,0,G4
3.320397,2.952057,1.339858,0,0,G4
0.714377,1.720098,0,0,0,G5
0.945916,2.668509,0,0,0,G5
0.900844,2.511825,0,0,0,G5
0.891132,2.788701,0,0,0,G5
0.813929,2.140681,0,0,0,G5
0.809435,2.446493,0,0,0,G5
0.792402,2.3425,0,0,0,G5
2.213762,6.520558,0.567594,0,0,G5
0.836541,1.740856,0,0,0,G5
0.741945,1.631936,0,0,0,G5
1.581077,5.318959,0.260904,4.736605,0,G6
0.827264,3.086457,2.910534,0,0,G6
0.760551,3.024344,2.858088,0,0,G6
0.568608,2.318944,2.147071,0,0,G6
1.883136,6.921296,1.31241,6.485574,0,G6
0.792017,2.124966,1.978572,0,0,G6
0.799378,1.278009,1.057071,0,0,G6
0.839703,2.509493,2.366792,0,0,G6
0.638898,2.17878,0,0,0,G6
0.877654,2.339657,2.051948,0,0,G6
1.032663,1.927939,2.205177,0,0,G7
0.723627,1.460773,0,0,0,G7
0.696,0.691008,0.807164,0,0,G7
0.817296,2.012805,0,0,0,G7
0.748672,1.698868,0,0,0,G7
0.633878,1.130914,1.23091,0,0,G7
1.066187,3.010971,0,0,0,G7
1.006429,3.029893,0,0,0,G7
4.407277,4.90577,13.095601,0,0,G7
4.139905,2.00298,10.297478,0,0,G7
1.104342,3.668756,3.193327,0,0,G8
1.251412,4.192065,3.666392,0,0,G8
1.173207,4.230053,3.700291,0,0,G8
1.148731,3.812274,3.30469,0,0,G8
1.155998,3.933349,3.398436,0,0,G8
1.043317,3.81933,3.356642,0,0,G8
0.956007,3.623254,3.169623,0,0,G8
1.040511,3.670811,3.23271,0,0,G8
1.111945,3.457265,2.981282,0,0,G8
1.013234,2.646977,2.135363,0,0,G8
1.157735,3.062286,3.213935,2.961429,2.355674,G9
1.255594,3.675258,3.813145,3.565082,2.955591,G9
1.184164,3.585953,3.756645,3.500747,2.903466,G9
1.250833,2.868926,3.010063,2.74509,2.126699,G9
1.220477,2.69657,2.829509,2.58122,1.969107,G9
1.088166,3.015776,3.199347,2.939293,2.362875,G9
