@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R4,5,12-16,17-22'

@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.964381,0.971874,146.375336,166.564178,176.570923,164.338974,144.973083,1.830875,2.764143,2.869909,2.733367,2.075783,G9
0.810025,0.942821,138.483383,159.846359,173.930008,162.044144,139.356567,1.48832,2.336564,2.509696,2.377496,1.753782,G9
0.666753,0.964272,146.686935,165.483521,176.055344,166.265366,146.893875,1.746774,2.628773,2.724137,2.545563,1.978785,G9
0.702865,1.080709,158.587219,172.542953,178.163986,171.31279,158.134842,2.687785,3.385308,3.56586,3.432508,2.926412,G9
-0.728452,0.513998,0,0,0,0,0,0,0,0,0,0,G1
-0.672955,0.584972,0,0,0,0,0,0,0,0,0,0,G1
-0.720727,0.537501,0,0,0,0,0,0,0,0,0,0,G1
-0.701598,0.532832,0,0,0,0,0,0,0,0,0,0,G1
-0.693084,0.469594,0,0,0,0,0,0,0,0,0,0,G1
-0.762485,0.47517,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
-0.698562,0.527928,0,0,0,0,0,0,0,0,0,0,G1
0.726182,1.074775,0,164.586594,175.419617,0,161.868759,0,3.304496,3.448358,0,3.020074,G0
0.792688,1.182609,0,169.246262,176.524734,0,167.220749,0,4.541755,4.727411,0,4.205803,G0
0.809091,1.164044,0,166.229385,175.302261,0,163.737961,0,3.824039,4.012097,0,3.487435,G0
0.838553,1.075516,0,162.313019,173.31636,0,158.420868,0,3.142044,3.325052,0,2.7981,G0
0.655823,1.051815,0,162.672577,174.737122,0,162.50795,0,3.248622,3.389153,0,2.988763,G0
0.86205,1.089669,0,167.870651,173.573944,0,165.190262,0,4.264217,4.445772,0,3.949125,G0
0.956434,1.02905,0,164.778549,172.810669,0,163.217773,0,3.768033,3.977086,0,3.516061,G0
0.955239,0.944636,0,157.022293,168.845734,0,153.842758,0,2.731685,2.908622,0,2.460076,G0
1.007363,1.118087,0,155.468872,165.176437,0,171.806549,0,3.123606,3.323933,0,2.592962,G0
0.734132,1.070149,0,163.517426,174.128189,0,161.526047,0,3.240444,3.381718,0,2.946951,G0
-0.357227,0.413412,0,29.618279,0,0,0,0,0.40087,0,0,0,G2
-0.078084,0.81329,0,64.836624,0,0,0,0,0.653741,0,0,0,G2
-0.18588,0.787667,0,87.888992,0,0,0,0,0.85771,0,0,0,G2
-0.085474,0.800882,0,137.011215,0,0,0,0,1.321642,0,0,0,G2
-0.179387,0.713245,0,80.060638,0,0,0,0,0.898788,0,0,0,G2
-0.199327,0.855622,0,108.287598,0,0,0,0,1.036665,0,0,0,G2
-0.255902,0.608424,0,52.191212,0,0,0,0,0.616803,0,0,0,G2
-0.244464,0.461732,0,61.061859,0,0,0,0,0.922724,0,0,0,G2
-0.125303,0.601262,0,134.098007,0,0,0,0,1.167477,0,0,0,G2
-0.239968,0.602885,0,132.361725,0,0,0,0,1.068267,0,0,0,G2
0.443697,0.555626,0,0,0,0,159.892532,0,0,0,0,1.649739,G3
0.86226,0.653779,0,0,0,0,169.495255,0,0,0,0,1.435525,G3
0.750588,0.592454,0,0,0,0,52.036568,0,0,0,0,0.548141,G3
0.893559,0.828634,0,0,0,0,175.768677,0,0,0,0,1.853569,G3
0.517816,0.639066,0,0,0,0,164.998001,0,0,0,0,1.988561,G3
0.492226,0.655908,0,0,0,0,164.103256,0,0,0,0,1.962445,G3
0.483866,0.707425,0,0,0,0,170.759048,0,0,0,0,2.501432,G3
0.967046,0.872807,0,0,0,0,173.704575,0,0,0,0,2.919052,G3
0.502763,0.467815,0,0,0,0,44.889503,0,0,0,0,0.683025,G3
0.51584,0.433847,0,0,0,0,50.7924,0,0,0,0,0.724118,G3
0.00827,1.100329,114.560387,133.119064,0,0,0,1.240211,2.010482,0,0,0,G4
-0.44694,0.466721,42.42955,39.22506,0,0,0,0.0255,0.501815,0,0,0,G4
-0.455291,0.861769,105.002586,112.334946,0,0,0,0.912342,1.475883,0,0,0,G4
-0.073055,1.135414,136.017624,154.751144,0,0,0,1.84212,2.571226,0,0,0,G4
0.004683,1.254171,132.005554,154.144653,0,0,0,1.674193,2.580039,0,0,0,G4
0.010504,1.342452,133.874084,156.922607,0,0,0,1.76166,2.688617,0,0,0,G4
0.036607,1.219558,140.183441,163.246262,0,0,0,1.995824,2.891256,0,0,0,G4
-0.058973,1.180501,142.316177,166.072464,0,0,0,2.123151,2.984541,0,0,0,G4
-0.015395,1.10555,121.624878,142.849915,0,0,0,1.396748,2.168492,0,0,0,G4
-0.220726,0.979685,98.345917,100.853981,0,0,0,0.849059,1.356099,0,0,0,G4
0.189658,0.558474,0,113.05056,115.385757,0,0,0,1.106471,1.161095,0,0,G5
0.319402,0.773781,0,161.440491,158.827652,0,0,0,2.219078,2.218372,0,0,G5
0.259142,0.804876,0,165.068985,166.924835,0,0,0,2.037471,2.080377,0,0,G5
0.100846,0.767767,0,161.058945,167.725616,0,0,0,1.919999,1.983265,0,0,G5
0.283289,0.794308,0,167.03392,164.433136,0,0,0,2.073163,2.115077,0,0,G5
0.220504,0.705901,0,146.130478,150.86702,0,0,0,1.444278,1.495915,0,0,G5
0.07513,0.703821,0,143.394028,148.480362,0,0,0,1.429522,1.474883,0,0,G5
-0.022152,0.783468,0,139.990692,157.262695,0,0,0,1.405533,1.459107,0,0,G5
0.04532,0.700131,0,164.123718,166.710754,0,0,0,1.967316,2.012777,0,0,G5
0.025468,0.636403,0,159.079269,160.872421,0,0,0,1.733198,1.746467,0,0,G5
0.322959,0.972516,0,161.027771,179.620499,161.343567,0,0,2.164897,2.290388,2.118141,0,G6
0.248405,1.014125,0,163.040894,177.300781,162.125793,0,0,2.287251,2.394208,2.207506,0,G6
0.340859,1.031472,0,164.326721,176.373337,163.052551,0,0,2.339605,2.46392,2.269868,0,G6
0.420885,1.009359,0,164.659592,175.36908,162.747375,0,0,2.346586,2.451472,2.276577,0,G6
0.329623,0.88497,0,150.335907,177.270844,152.010605,0,0,1.787336,1.921484,1.724274,0,G6
0.270949,0.826688,0,155.022339,177.815735,157.191086,0,0,1.943836,2.067434,1.880118,0,G6
0.288639,0.853461,0,162.073257,178.786301,162.991867,0,0,2.304076,2.418892,2.241728,0,G6
0.044501,0.861331,0,163.447113,177.285797,166.949493,0,0,2.452699,2.589725,2.409889,0,G6
0.239615,1.035168,0,170.774841,177.92868,170.193192,0,0,3.171474,3.280604,3.168819,0,G6
0.244437,1.004307,0,166.34668,178.606033,166.365814,0,0,2.524149,2.632466,2.473182,0,G6
1.347333,1.206629,118.23542,0,0,0,113.262886,1.615601,0,0,0,1.555722,G7
1.202937,1.044722,144.603088,0,0,0,139.1371,2.32244,0,0,0,2.365039,G7
1.145428,1.029672,131.547043,0,0,0,127.874481,1.884668,0,0,0,1.97073,G7
1.153348,0.965388,138.251114,0,0,0,132.642227,2.047573,0,0,0,2.128826,G7
1.182747,0.962683,136.212906,0,0,0,129.446472,1.963119,0,0,0,1.972337,G7
1.150035,1.056092,132.074844,0,0,0,129.911301,1.82528,0,0,0,2.00705,G7
0.951274,1.032187,152.091919,0,0,0,150.431808,2.839518,0,0,0,2.972112,G7
0.945516,0.979077,107.580704,0,0,0,106.688972,1.222643,0,0,0,1.454624,G7
0.999471,0.773504,59.235878,0,0,0,61.574509,0.12081,0,0,0,0.499218,G7
1.297328,0.795194,65.826645,0,0,0,69.152672,0.354456,0,0,0,0.523019,G7
0.544992,1.059212,162.860626,175.380936,0,0,159.62619,3.463594,4.243196,0,0,3.681748,G8
0.811194,1.076568,151.784622,172.088409,0,0,151.70462,2.692305,3.741098,0,0,3.097004,G8
0.873147,0.919678,137.575256,166.137772,0,0,164.62056,1.933424,3.033857,0,0,1.957484,G8
0.921665,1.107732,153.336975,171.383102,0,0,170.821045,3.0454,4.182112,0,0,3.096088,G8
0.690302,0.837593,114.441086,149.183395,0,0,112.304909,1.060611,1.962115,0,0,1.304427,G8
0.828407,0.942505,121.839569,152.409531,0,0,117.406815,1.230555,2.103075,0,0,1.433966,G8
0.923193,1.022956,154.104965,170.507935,0,0,151.102371,2.73273,3.676888,0,0,3.039683,G8
0.495076,0.890381,151.300125,170.097061,0,0,149.241684,2.3773,3.210921,0,0,2.6298,G8
0.376799,0.721406,134.340576,168.879211,0,0,129.27301,1.505794,2.302745,0,0,1.664755,G8
0.352291,0.659854,89.489441,88.212166,0,0,88.85627,0.59654,1.576943,0,0,0.613251,G8
1.282685,1.085027,107.318939,126.482452,150.565216,129.755005,111.18824,0.280518,1.850322,2.028571,1.907771,1.27657,G9
1.095357,1.343303,151.101456,169.677444,176.936111,165.013382,153.708817,2.162024,3.41393,3.611273,3.501278,2.952716,G9
1.047545,1.26462,151.609161,169.963013,176.565445,166.173065,155.13327,2.319769,3.542961,3.685598,3.565313,3.045263,G9
1.152834,1.095991,151.674011,169.399872,174.127243,165.732803,154.407227,2.223627,3.550491,3.67174,3.587299,3.055944,G9
0.9195,1.082165,150.510559,168.58168,173.24472,164.774063,153.321396,2.158136,3.46041,3.578918,3.489384,2.952679,G9
0.735712,0.949379,143.956863,164.832611,172.048721,161.635193,147.648056,1.716219,2.961399,3.087937,3.00403,2.48096,G9
0.897672,0.787352,118.778854,146.280884,162.181259,137.01091,120.309029,0.676198,1.99697,2.14448,2.011722,1.46829,G9
1.009016,1.035568,136.848541,163.62825,169.982956,153.229736,138.763962,1.347131,2.618608,2.739181,2.630876,2.055403,G9
1.13926,1.116737,153.222229,169.816025,174.65889,165.533905,154.993118,2.370163,3.669908,3.816625,3.714485,3.154437,G9
1.177129,1.061109,126.653564,158.265045,162.61908,144.897522,129.189285,1.015792,2.263813,2.351481,2.220672,1.65872,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0.493973,1.002696,0,154.250717,166.113617,0,164.773148,0,2.50546,2.771589,0,2.434547,G0
0.707169,1.083003,0,144.264816,169.900009,0,143.445404,0,1.779556,1.961989,0,1.473321,G0
0.405435,0.902968,0,152.200607,167.515976,0,158.567612,0,2.12849,2.342911,0,1.965872,G0
0.807531,0.954368,0,170.047729,168.956039,0,152.372986,0,2.688904,2.759218,0,2.066185,G0
0.639225,0.95313,0,156.319061,169.235611,0,163.216797,0,2.676648,2.928436,0,2.506925,G0
-0.38578,0.637863,0,150.471741,166.993591,0,109.7043,0,1.834903,2.023987,0,0,G0
0.334742,0.725178,0,150.697983,174.074387,0,148.416092,0,1.994629,2.16077,0,1.64098,G0
0.587771,0.656027,0,151.363327,176.211777,0,145.785751,0,2.001169,2.161285,0,1.620225,G0
0.771776,0.975539,0,160.377319,173.900589,0,152.376373,0,2.394215,2.558391,0,2.006091,G0
0.809268,0.942541,0,168.891693,174.234146,0,155.848175,0,2.660907,2.713761,0,2.120425,G0
-0.446635,0.705502,0,130.576035,0,0,0,0,1.277505,0,0,0,G2
0,0,0,104.219337,0,0,0,0,0,0,0,0,G2
-0.63726,0.535409,0,89.120705,0,0,0,0,0.894462,0,0,0,G2
-0.562339,0.593751,0,83.041534,0,0,0,0,0.866158,0,0,0,G2
-0.023712,0.731584,0,94.194473,0,0,0,0,0.938148,0,0,0,G2
-0.295672,0.700807,0,159.865707,0,0,0,0,1.980027,0,0,0,G2
-0.329493,0.490158,0,174.5327,0,0,0,0,2.284308,0,0,0,G2
-0.377284,0.443086,0,130.564636,0,0,0,0,1.290012,0,0,0,G2
-0.260873,0.698579,0,45.742229,0,0,0,0,0.662724,0,0,0,G2
-0.251762,0.734569,0,173.859787,0,0,0,0,2.067153,0,0,0,G2
0,0,0,0,0,0,77.61145,0,0,0,0,0,G3
1.007043,0.84771,0,0,0,0,33.976433,0,0,0,0,0.134786,G3
0,0,0,0,0,0,74.729301,0,0,0,0,0,G3
0,0,0,0,0,0,84.557747,0,0,0,0,0,G3
0.398717,0.625731,0,0,0,0,168.993698,0,0,0,0,1.982845,G3
0,0,0,0,0,0,85.49054,0,0,0,0,0,G3
0.496599,0.788017,0,0,0,0,178.465454,0,0,0,0,1.78512,G3
0.473024,0.777787,0,0,0,0,162.326813,0,0,0,0,2.032873,G3
0.490308,0.871298,0,0,0,0,148.071777,0,0,0,0,1.769209,G3
0,0,0,0,0,0,72.57737,0,0,0,0,0,G3
-0.49783,0.404073,15.980985,72.636932,0,0,0,0.291708,0,0,0,0,G4
0.265145,1.207832,162.514709,159.485199,0,0,0,2.395534,2.826909,0,0,0,G4
0.150528,0.849024,59.11134,51.19342,0,0,0,0.670186,0.587854,0,0,0,G4
0.479933,0.793335,44.586025,49.813931,0,0,0,0.348918,0.578001,0,0,0,G4
0.540778,0.450618,64.228134,44.40876,0,0,0,0.577604,0.526616,0,0,0,G4
0.402733,0.679362,142.109726,148.76796,0,0,0,1.648453,2.143939,0,0,0,G4
-0.211578,0.869945,156.502136,165.28302,0,0,0,2.468504,2.881587,0,0,0,G4
0.20852,0.954483,159.992325,152.358551,0,0,0,2.201258,2.4291,0,0,0,G4
0.6976,0.678877,106.819969,98.186317,0,0,0,1.022954,1.16707,0,0,0,G4
0.446533,0.420077,28.308504,73.921104,0,0,0,0.468058,0,0,0,0,G4
0.317808,0.572572,0,93.443291,94.300819,0,0,0,0.990261,1.02083,0,0,G5
0.21086,0.785725,0,151.506027,159.472275,0,0,0,1.593661,1.610657,0,0,G5
0.354287,1.157577,0,166.776642,161.350739,0,0,0,2.648782,1.640749,0,0,G5
0,0,0,93.766418,93.766418,0,0,0,0,0,0,0,G5
0.01223,0.734557,0,158.190247,165.830353,0,0,0,1.740619,1.738286,0,0,G5
0.229529,0.676725,0,166.683151,166.313187,0,0,0,2.001103,1.997056,0,0,G5
0.26645,0.711991,0,146.574524,154.072083,0,0,0,1.419548,1.439554,0,0,G5
0.800136,1.109469,0,151.121231,152.214645,0,0,0,2.602875,1.234775,0,0,G5
0,0,0,104.059784,104.059784,0,0,0,0,0,0,0,G5
0,0,0,85.238174,85.238174,0,0,0,0,0,0,0,G5
-0.043368,0.636413,0,140.549011,168.024002,98.835403,0,0,1.294993,1.466297,0,0,G6
0.511672,0.889369,0,161.945007,175.18158,162.5867,0,0,2.211512,2.312101,2.157485,0,G6
-0.489108,0.570999,0,167.250854,111.96981,111.96981,0,0,2.182261,0,0,0,G6
0.481586,0.950306,0,169.566971,171.674271,159.935257,0,0,2.370808,2.461677,2.198257,0,G6
0.43352,0.825631,0,157.424408,174.604202,157.472473,0,0,1.894695,2.052802,1.807447,0,G6
0.508264,0.909745,0,163.171722,115.279877,92.816658,0,0,1.410634,1.033499,0,0,G6
0.622914,0.966036,0,155.913086,174.922562,155.40683,0,0,2.349935,2.702308,2.228577,0,G6
0.004846,0.791876,0,168.454819,112.216362,112.216362,0,0,2.264104,0,0,0,G6
-0.563037,0.54199,0,166.21344,105.115471,105.115471,0,0,1.967882,0,0,0,G6
0.184303,0.889428,0,167.117966,175.919952,165.749878,0,0,2.401308,2.541336,2.300484,0,G6
1.172664,0.473931,23.37867,0,0,0,35.986023,0.340684,0,0,0,0.189126,G7
1.219794,1.121157,75.618027,0,0,0,75.555916,0.613948,0,0,0,0.641166,G7
0,0,80.78389,0,0,0,80.78389,0,0,0,0,0,G7
-0.152401,0.136272,14.110051,0,0,0,75.489555,0.053994,0,0,0,0,G7
1.045063,0.33766,39.631954,0,0,0,31.592991,0.533867,0,0,0,0.181889,G7
1.187844,0.367019,33.395641,0,0,0,34.730873,0.666647,0,0,0,0.500134,G7
0,0,69.368477,0,0,0,69.368477,0,0,0,0,0,G7
1.172019,0.706372,94.386497,0,0,0,92.3908,1.228466,0,0,0,0.790985,G7
1.116929,0.576606,64.176888,0,0,0,64.945175,0.620907,0,0,0,0.400748,G7
1.323805,0.52991,40.846462,0,0,0,48.554039,0.122793,0,0,0,0.246611,G7
0.89502,0.971917,161.582443,173.266022,0,0,160.606415,3.744105,4.201895,0,0,3.589105,G8
0.857352,1.302132,164.930695,174.049683,0,0,165.51091,4.739797,5.474811,0,0,4.758352,G8
-0.245824,0.975185,164.295853,170.964905,0,0,124.826836,3.295316,3.744194,0,0,0,G8
-0.206555,0.721539,153.516357,167.133942,0,0,114.590202,2.312316,2.773104,0,0,0,G8
0.644384,0.877267,162.524734,169.025787,0,0,157.100876,3.357679,3.88082,0,0,3.13008,G8
0.731228,0.768287,164.199875,169.970428,0,0,160.725662,4.073969,4.55499,0,0,3.808392,G8
1.015224,0.791049,168.725571,172.989197,0,0,166.028915,6.128428,6.948523,0,0,6.150044,G8
0.221916,0.705051,171.90184,173.911469,0,0,143.788696,5.694261,5.623022,0,0,0,G8
0.887352,0.935331,169.96254,175.127045,0,0,168.788864,6.427003,6.914099,0,0,6.290797,G8
1.033524,1.031711,169.134293,175.218353,0,0,166.528946,5.480635,6.020041,0,0,5.137407,G8
1.074907,0.908757,155.038269,175.887955,169.799332,161.883636,153.550247,2.674495,3.467142,3.42099,3.247894,2.651787,G9
1.392195,1.385827,150.168198,166.719437,173.620667,165.035873,154.315918,2.786075,4.331477,4.479289,4.214166,3.448234,G9
0.94556,0.861541,146.859039,163.985458,171.220215,163.482773,151.590088,1.965601,3.084621,3.221116,3.054302,2.562638,G9
0.939469,1.090867,163.759888,176.741943,173.659576,168.810577,164.231049,4.15389,5.105647,5.120188,4.926242,4.246762,G9
0.943199,0.798409,117.066833,145.936798,157.395798,134.554031,120.591537,0.817203,1.97503,2.01991,1.812495,1.255303,G9
0.896367,0.941229,129.125961,162.191605,150.170685,136.621933,118.618126,1.384658,2.098935,2.041083,1.80605,0,G9
0.667916,1.119402,162.522278,170.623154,176.618164,174.632721,166.298843,3.601786,4.696747,4.803766,4.735086,4.276867,G9
0.58002,1.052011,169.0009,174.303299,177.562317,176.332108,171.26474,6.017807,7.086591,7.203006,7.151492,6.706867,G9
1.052728,0.948001,167.112549,176.145111,177.550797,173.446671,168.2453,5.221117,6.340759,6.365201,6.127171,5.617724,G9
0.936526,0.877846,161.455475,173.36377,176.105438,171.215652,163.851273,3.601325,4.566732,4.599581,4.503874,3.978602,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0.556589,-0.371725,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0.598957,1.025194,0,122.152695,146.870087,0,149.565918,0,1.443633,1.679687,0,1.332674,G0
0.553095,1.148941,0,154.161362,170.282288,0,160.810135,0,2.316373,2.505263,0,2.023229,G0
0.616175,1.146282,0,161.022964,173.053757,0,159.489426,0,2.513523,2.666659,0,2.159433,G0
0.612207,1.153117,0,153.145157,162.79071,0,153.677307,0,2.147329,2.285386,0,1.775265,G0
0.463449,1.17592,0,136.43338,150.424774,0,167.237518,0,1.726695,2.021174,0,1.665006,G0
0.705224,1.15498,0,160.930649,165.638809,0,152.706314,0,2.339178,2.424119,0,1.833871,G0
0.483673,1.150069,0,131.014282,146.538208,0,163.073898,0,1.603513,1.869291,0,1.527964,G0
0.628469,1.096475,0,151.760895,174.467575,0,156.389694,0,2.166372,2.244421,0,1.813531,G0
0.528844,1.04504,0,136.631256,159.077454,0,153.921677,0,1.768159,1.925906,0,1.527198,G0
0.721161,1.052926,0,151.930908,166.597595,0,152.433441,0,2.093999,2.235826,0,1.758586,G0
0,0,0,117.830872,0,0,0,0,0,0,0,0,G2
0,0,0,124.01622,0,0,0,0,0,0,0,0,G2
0,0,0,99.012184,0,0,0,0,0,0,0,0,G2
0,0,0,108.854836,0,0,0,0,0,0,0,0,G2
0,0,0,116.867622,0,0,0,0,0,0,0,0,G2
0,0,0,123.869484,0,0,0,0,0,0,0,0,G2
0,0,0,108.005997,0,0,0,0,0,0,0,0,G2
0,0,0,123.10746,0,0,0,0,0,0,0,0,G2
0,0,0,117.661293,0,0,0,0,0,0,0,0,G2
0,0,0,120.214607,0,0,0,0,0,0,0,0,G2
0.467396,0.606668,0,0,0,0,153.240005,0,0,0,0,1.608688,G3
0.461049,0.674613,0,0,0,0,164.761154,0,0,0,0,2.254209,G3
0.486204,0.695482,0,0,0,0,168.078766,0,0,0,0,2.441876,G3
0.466035,0.661723,0,0,0,0,162.679443,0,0,0,0,2.032701,G3
0,0,0,0,0,0,127.188194,0,0,0,0,0,G3
0,0,0,0,0,0,122.43148,0,0,0,0,0,G3
0,0,0,0,0,0,117.232765,0,0,0,0,0,G3
0.270761,0.709123,0,0,0,0,174.11467,0,0,0,0,2.326077,G3
0.231942,0.704317,0,0,0,0,165.992081,0,0,0,0,2.131044,G3
0.384351,0.690093,0,0,0,0,168.846268,0,0,0,0,2.366603,G3
-0.009127,1.031965,142.608719,148.192383,0,0,0,1.833169,2.137151,0,0,0,G4
-0.182513,1.126038,143.073486,148.448898,0,0,0,1.966945,2.314631,0,0,0,G4
-0.239257,1.089101,150.040131,158.813202,0,0,0,2.453563,2.880613,0,0,0,G4
-0.890757,0.076166,129.370483,101.740036,0,0,0,1.284406,0,0,0,0,G4
0.274832,1.300608,134.741409,144.302246,0,0,0,1.931542,2.476516,0,0,0,G4
-0.968462,0.04864,132.729446,111.045799,0,0,0,1.361327,0,0,0,0,G4
0.182582,1.123193,96.190529,94.471046,0,0,0,0.997638,1.133746,0,0,0,G4
-0.090671,1.058137,143.167068,144.280884,0,0,0,1.679981,2.040292,0,0,0,G4
-0.064743,1.041764,138.369598,143.082077,0,0,0,1.817721,2.142984,0,0,0,G4
0.172381,1.156947,123.471497,115.99469,0,0,0,1.355574,1.551723,0,0,0,G4
0.552577,0.766375,0,164.772385,129.48732,0,0,0,1.355692,1.286835,0,0,G5
0.234747,0.769145,0,132.595245,104.473389,0,0,0,1.31139,0,0,0,G5
0.347492,0.712485,0,156.009399,117.700005,0,0,0,1.855923,0,0,0,G5
0,0,0,106.560127,106.560127,0,0,0,0,0,0,0,G5
0.402656,0.898188,0,151.676117,156.951569,0,0,0,1.780371,1.721081,0,0,G5
0.407046,0.951567,0,153.199265,157.496521,0,0,0,1.84666,1.734795,0,0,G5
0.239673,0.747147,0,123.998909,155.115494,0,0,0,1.234023,1.294113,0,0,G5
0.312447,0.746853,0,131.238403,147.297638,0,0,0,1.244284,1.305939,0,0,G5
0,0,0,97.212585,97.212585,0,0,0,0,0,0,0,G5
0.415659,0.807061,0,120.572609,140.596344,0,0,0,1.181218,1.25409,0,0,G5
0.582497,0.974883,0,155.762787,174.664612,160.603378,0,0,2.006508,2.153533,1.995845,0,G6
0.59541,0.941199,0,160.43277,177.964325,162.069748,0,0,2.311925,2.442055,2.246718,0,G6
0.532532,0.919969,0,160.042892,172.119171,156.519913,0,0,2.017834,2.077801,1.916269,0,G6
0.623132,0.912956,0,163.955414,173.238983,159.029388,0,0,2.236663,2.298096,2.077478,0,G6
0.4485,0.886854,0,135.691483,169.216309,150.836426,0,0,1.517597,1.66833,1.480218,0,G6
0.62582,0.844682,0,168.189804,162.794006,150.833344,0,0,2.019006,2.019825,1.759594,0,G6
0.483239,0.845279,0,132.141464,157.12915,142.97287,0,0,1.352494,1.310956,1.256135,0,G6
0.740884,0.74577,0,143.782425,177.435913,145.139389,0,0,1.642932,1.775795,1.605941,0,G6
0.750233,0.954471,0,122.926132,171.615631,125.376953,0,0,1.35763,1.584066,1.294743,0,G6
0.791949,1.030164,0,149.371735,177.947098,154.68045,0,0,1.981714,2.251905,1.984155,0,G6
0.943968,0.900033,157.026794,0,0,0,153.350006,3.339941,0,0,0,3.142388,G7
1.077569,1.191589,146.514587,0,0,0,169.597565,2.726612,0,0,0,2.653922,G7
3.403178,2.90838,141.190231,0,0,0,156.662415,7.899304,0,0,0,0.964787,G7
1.058594,1.082551,149.355484,0,0,0,169.930374,2.926727,0,0,0,2.764261,G7
1.095505,1.098608,149.315277,0,0,0,145.518707,2.593138,0,0,0,2.570461,G7
1.006503,1.010494,160.500824,0,0,0,175.496185,4.11634,0,0,0,3.983932,G7
1.069142,0.976073,158.286575,0,0,0,157.155884,3.792433,0,0,0,3.9326,G7
0.981127,1.038161,155.760925,0,0,0,148.542328,2.945276,0,0,0,2.684536,G7
0.885921,0.942478,155.196793,0,0,0,155.151657,3.113246,0,0,0,3.192102,G7
0.849016,0.882407,141.745361,0,0,0,143.710739,2.266715,0,0,0,2.425123,G7
1.227301,1.255788,156.632645,164.539246,0,0,169.881058,3.803804,4.764359,0,0,3.880919,G8
0.992309,1.308586,156.239243,170.082565,0,0,153.625641,3.288351,4.097537,0,0,3.117222,G8
0.677979,0.996916,154.044998,166.31398,0,0,157.448502,3.106524,4.031798,0,0,3.459741,G8
1.123231,1.182118,158.741974,167.550903,0,0,155.900726,3.275122,4.222198,0,0,3.638376,G8
0.974945,1.202946,158.98764,168.152054,0,0,157.186798,3.630464,4.287391,0,0,3.475688,G8
1.000095,1.189858,154.380402,165.007996,0,0,153.508881,3.10248,3.915275,0,0,3.114105,G8
0.930347,1.188416,155.433182,165.591232,0,0,154.681854,3.32514,3.855591,0,0,2.969091,G8
0.750694,1.178473,155.21788,166.664536,0,0,157.688614,3.234271,3.97739,0,0,3.212373,G8
0.791638,1.195559,160.601257,169.14827,0,0,161.239502,3.933917,4.61943,0,0,3.876088,G8
0.925355,0.970092,147.717117,157.342941,0,0,146.42836,2.693324,3.191657,0,0,2.373737,G8
1.127704,1.287582,135.905396,161.007889,167.39743,141.484726,144.005966,1.500124,2.649596,2.737096,1.964551,2.425604,G9
1.1819,1.328144,132.503952,150.907318,174.85965,139.668854,145.231857,1.264069,2.549188,2.719091,1.952886,2.46722,G9
1.383087,1.31177,136.413696,163.732773,161.655243,138.475006,140.840363,1.686696,2.785559,2.799219,1.841744,2.370723,G9
1.049647,1.216364,134.754211,154.727402,165.713821,142.605804,113.121742,1.461024,2.495109,2.557856,2.205323,0,G9
1.346604,1.365156,133.168564,155.615891,168.761368,137.969986,142.84166,1.459282,2.684768,2.793168,1.872318,2.433289,G9
1.247788,1.366577,150.341232,162.578293,178.439911,155.639862,160.404373,2.232434,3.487632,3.696452,2.991677,3.503557,G9
1.202673,1.346891,145.954193,162.125244,174.939102,155.371109,155.150055,2.020572,3.255954,3.460378,2.607853,3.168638,G9
0.883985,1.306442,148.577805,168.449493,169.78627,155.011536,132.759094,2.253848,3.248523,3.31209,2.819771,0,G9
1.361782,1.33326,148.169388,165.013672,176.554276,160.483398,146.952118,2.016058,3.25262,3.401956,3.194432,2.644456,G9
