@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,4,17-22'

@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1101,0.598957,0,1.443633,1.679687,0,1.332674,G0
1101,0.553095,0,2.316373,2.505263,0,2.023229,G0
1101,0.616175,0,2.513523,2.666659,0,2.159433,G0
1101,0.612207,0,2.147329,2.285386,0,1.775265,G0
1101,0.463449,0,1.726695,2.021174,0,1.665006,G0
1101,0.705224,0,2.339178,2.424119,0,1.833871,G0
1101,0.483673,0,1.603513,1.869291,0,1.527964,G0
1101,0.628469,0,2.166372,2.244421,0,1.813531,G0
1101,0.528844,0,1.768159,1.925906,0,1.527198,G0
1101,0.721161,0,2.093999,2.235826,0,1.758586,G0
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1,0.467396,0,0,0,0,1.608688,G3
1,0.461049,0,0,0,0,2.254209,G3
1,0.486204,0,0,0,0,2.441876,G3
1,0.466035,0,0,0,0,2.032701,G3
1,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,G3
1,0.270761,0,0,0,0,2.326077,G3
1,0.231942,0,0,0,0,2.131044,G3
1,0.384351,0,0,0,0,2.366603,G3
11000,-0.009127,1.833169,2.137151,0,0,0,G4
11000,-0.182513,1.966945,2.314631,0,0,0,G4
11000,-0.239257,2.453563,2.880613,0,0,0,G4
11000,-0.890757,1.284406,0,0,0,0,G4
11000,0.274832,1.931542,2.476516,0,0,0,G4
11000,-0.968462,1.361327,0,0,0,0,G4
11000,0.182582,0.997638,1.133746,0,0,0,G4
11000,-0.090671,1.679981,2.040292,0,0,0,G4
11000,-0.064743,1.817721,2.142984,0,0,0,G4
11000,0.172381,1.355574,1.551723,0,0,0,G4
1100,0.552577,0,1.355692,1.286835,0,0,G5
1100,0.234747,0,1.31139,0,0,0,G5
1100,0.347492,0,1.855923,0,0,0,G5
1100,0,0,0,0,0,0,G5
1100,0.402656,0,1.780371,1.721081,0,0,G5
1100,0.407046,0,1.84666,1.734795,0,0,G5
1100,0.239673,0,1.234023,1.294113,0,0,G5
1100,0.312447,0,1.244284,1.305939,0,0,G5
1100,0,0,0,0,0,0,G5
1100,0.415659,0,1.181218,1.25409,0,0,G5
1110,0.582497,0,2.006508,2.153533,1.995845,0,G6
1110,0.59541,0,2.311925,2.442055,2.246718,0,G6
1110,0.532532,0,2.017834,2.077801,1.916269,0,G6
1110,0.623132,0,2.236663,2.298096,2.077478,0,G6
1110,0.4485,0,1.517597,1.66833,1.480218,0,G6
1110,0.62582,0,2.019006,2.019825,1.759594,0,G6
1110,0.483239,0,1.352494,1.310956,1.256135,0,G6
1110,0.740884,0,1.642932,1.775795,1.605941,0,G6
1110,0.750233,0,1.35763,1.584066,1.294743,0,G6
1110,0.791949,0,1.981714,2.251905,1.984155,0,G6
10001,0.943968,3.339941,0,0,0,3.142388,G7
10001,1.077569,2.726612,0,0,0,2.653922,G7
10001,3.403178,7.899304,0,0,0,0.964787,G7
10001,1.058594,2.926727,0,0,0,2.764261,G7
10001,1.095505,2.593138,0,0,0,2.570461,G7
10001,1.006503,4.11634,0,0,0,3.983932,G7
10001,1.069142,3.792433,0,0,0,3.9326,G7
10001,0.981127,2.945276,0,0,0,2.684536,G7
10001,0.885921,3.113246,0,0,0,3.192102,G7
10001,0.849016,2.266715,0,0,0,2.425123,G7
11001,1.227301,3.803804,4.764359,0,0,3.880919,G8
11001,0.992309,3.288351,4.097537,0,0,3.117222,G8
11001,0.677979,3.106524,4.031798,0,0,3.459741,G8
11001,1.123231,3.275122,4.222198,0,0,3.638376,G8
11001,0.974945,3.630464,4.287391,0,0,3.475688,G8
11001,1.000095,3.10248,3.915275,0,0,3.114105,G8
11001,0.930347,3.32514,3.855591,0,0,2.969091,G8
11001,0.750694,3.234271,3.97739,0,0,3.212373,G8
11001,0.791638,3.933917,4.61943,0,0,3.876088,G8
11001,0.925355,2.693324,3.191657,0,0,2.373737,G8
11111,1.127704,1.500124,2.649596,2.737096,1.964551,2.425604,G9
11111,1.1819,1.264069,2.549188,2.719091,1.952886,2.46722,G9
11111,1.383087,1.686696,2.785559,2.799219,1.841744,2.370723,G9
11111,1.049647,1.461024,2.495109,2.557856,2.205323,0,G9
11111,1.346604,1.459282,2.684768,2.793168,1.872318,2.433289,G9
11111,1.247788,2.232434,3.487632,3.696452,2.991677,3.503557,G9
11111,1.202673,2.020572,3.255954,3.460378,2.607853,3.168638,G9
11111,0.883985,2.253848,3.248523,3.31209,2.819771,0,G9
11111,1.361782,2.016058,3.25262,3.401956,3.194432,2.644456,G9
11111,1.007664,2.400728,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.597382,0,2.186371,2.331832,0,1.754914,G0
1101,0.681706,0,2.209571,2.427099,0,1.933388,G0
1101,0.686494,0,2.318259,2.528678,0,1.965183,G0
1101,0.505489,0,2.283682,1.949924,0,0,G0
1101,0.809986,0,2.525307,2.668672,0,2.077415,G0
1101,0.848038,0,2.273007,2.462442,0,1.884354,G0
1101,0.606749,0,2.268166,2.474867,0,1.965286,G0
1101,0.564187,0,2.313964,2.480407,0,1.967646,G0
1101,-0.360713,0,1.671627,0,0,0,G0
1101,0.68375,0,2.46249,2.587882,0,1.998994,G0
1000,-0.324908,0,0.635119,0,0,0,G2
1000,-0.244712,0,0.955509,0,0,0,G2
1000,-0.085464,0,0.818895,0,0,0,G2
1000,-0.302308,0,0.890876,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.20352,0,1.074743,0,0,0,G2
1000,-0.217339,0,0.829774,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0.074399,0,2.555643,0,0,0,G2
1000,-0.157849,0,0.869108,0,0,0,G2
1,0.330429,0,0,0,0,0.940439,G3
1,0.174462,0,0,0,0,2.48596,G3
1,0.285143,0,0,0,0,2.216718,G3
1,0.411038,0,0,0,0,2.063697,G3
1,0.234592,0,0,0,0,1.884531,G3
1,0.134083,0,0,0,0,1.674197,G3
1,0.04225,0,0,0,0,1.57501,G3
1,0.286535,0,0,0,0,1.653526,G3
1,0.382666,0,0,0,0,1.809224,G3
1,0.296203,0,0,0,0,1.55895,G3
11000,-0.965539,1.764658,0,0,0,0,G4
11000,0.119147,1.913408,2.763506,0,0,0,G4
11000,0.231276,1.746719,2.481959,0,0,0,G4
11000,-0.14338,1.491161,1.903705,0,0,0,G4
11000,-0.373114,1.439109,1.909232,0,0,0,G4
11000,-0.547359,1.268384,1.774987,0,0,0,G4
11000,-0.176782,1.460993,1.817703,0,0,0,G4
11000,0.001529,1.109057,1.506748,0,0,0,G4
11000,-0.272443,1.407744,1.917948,0,0,0,G4
11000,-0.230886,1.768279,2.214837,0,0,0,G4
1100,0.092056,0,1.619893,1.650699,0,0,G5
1100,0.274169,0,1.821331,1.923573,0,0,G5
1100,0.224598,0,1.718175,1.820373,0,0,G5
1100,-0.106119,0,0.953621,0,0,0,G5
1100,0.08176,0,1.80261,1.869305,0,0,G5
1100,0.301604,0,1.56352,1.607996,0,0,G5
1100,0.170835,0,1.032645,0,0,0,G5
1100,0.11474,0,1.732994,1.798481,0,0,G5
1100,0.10985,0,1.668959,1.733206,0,0,G5
1100,0.018719,0,1.565563,1.642731,0,0,G5
1110,0.413602,0,1.985085,2.201002,1.982784,0,G6
1110,0.377758,0,2.432953,2.608777,2.453556,0,G6
1110,0.298367,0,1.935969,2.11624,1.918045,0,G6
1110,0.459313,0,2.313797,2.530725,2.330842,0,G6
1110,0.491706,0,2.430544,2.629942,2.44507,0,G6
1110,0.256337,0,2.335258,2.457115,2.297291,0,G6
1110,0.488008,0,2.245775,2.403111,2.196668,0,G6
1110,0.50416,0,2.050643,2.286544,2.063041,0,G6
1110,0.457934,0,2.336784,2.531724,2.296187,0,G6
1110,0.374892,0,1.969477,2.13933,1.900911,0,G6
10001,0.701891,2.457427,0,0,0,2.737714,G7
10001,-0.820075,2.00795,0,0,0,0,G7
10001,-0.818262,1.861342,0,0,0,0,G7
10001,0.768414,2.50839,0,0,0,2.5989,G7
10001,0.785725,2.437953,0,0,0,2.74876,G7
10001,1.105771,2.764261,0,0,0,3.073532,G7
10001,0.548605,2.644329,0,0,0,2.993518,G7
10001,0.248988,2.150742,0,0,0,2.465016,G7
10001,0.527894,2.337716,0,0,0,2.564542,G7
10001,0.619472,2.408868,0,0,0,2.686135,G7
11001,0.485468,2.364511,3.499493,0,0,2.401753,G8
11001,0.955128,2.257071,3.340404,0,0,2.497936,G8
11001,0.766878,1.818459,2.820648,0,0,2.086836,G8
11001,1.305254,2.434068,3.620735,0,0,2.371606,G8
11001,0.937405,2.376041,3.513155,0,0,2.780068,G8
11001,0.633478,2.091201,3.115993,0,0,2.311466,G8
11001,0.961441,1.574285,2.535746,0,0,1.64341,G8
11001,1.20847,1.472061,2.50407,0,0,1.585721,G8
11001,1.363419,1.593968,2.814799,0,0,1.813369,G8
11001,0.977304,2.084312,3.111614,0,0,2.325379,G8
11111,0.835729,1.239722,2.295031,2.456929,2.271876,1.747492,G9
11111,0.911842,1.47153,2.568736,2.714351,2.519471,2.006902,G9
11111,1.011594,1.357605,2.435565,2.577415,2.393749,1.891648,G9
11111,0.799858,1.137495,2.247694,2.411663,2.225646,1.710008,G9
11111,0.800566,1.821177,2.900245,3.049588,2.873989,2.364183,G9
11111,0.98364,1.841502,2.869842,2.977826,2.789334,2.22542,G9
11111,0.788263,2.481262,3.435466,3.509477,3.323218,2.884544,G9
11111,0.839511,1.339436,2.36952,2.5109,2.3356,1.822936,G9
11111,0.599558,0.850618,1.909025,2.067713,1.870655,1.363011,G9
11111,0.929799,0.542044,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.445864,0,2.329199,2.46029,0,1.921464,G0
1101,0.479034,0,2.161692,2.313767,0,1.812873,G0
1101,0.726965,0,2.510314,2.666554,0,2.133013,G0
1101,0.67259,0,1.876821,1.576564,0,0,G0
1101,0.543432,0,2.456724,2.585765,0,2.025676,G0
1101,0.349437,0,2.170595,2.311467,0,1.794502,G0
1101,0.598121,0,1.739213,1.871524,0,1.276168,G0
1101,0.796306,0,1.930357,2.100502,0,1.545845,G0
1101,0.769418,0,2.221273,2.41489,0,1.872662,G0
1101,0.614263,0,2.354919,2.518441,0,1.986993,G0
1000,-0.012735,0,1.350897,0,0,0,G2
1000,0.005355,0,0.922587,0,0,0,G2
1000,0.202659,0,0.833086,0,0,0,G2
1000,-0.297177,0,0.972287,0,0,0,G2
1000,-0.127664,0,1.338842,0,0,0,G2
1000,-0.005915,0,1.430212,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.106377,0,0.893258,0,0,0,G2
1000,0.159143,0,0.781765,0,0,0,G2
1,0.382613,0,0,0,0,1.009142,G3
1,0.214919,0,0,0,0,1.82482,G3
1,0.182696,0,0,0,0,1.858459,G3
1,-0.280551,0,0,0,0,1.956282,G3
1,0.305531,0,0,0,0,1.826247,G3
1,0.417575,0,0,0,0,1.3172,G3
1,0.412537,0,0,0,0,0.694113,G3
1,-0.067955,0,0,0,0,1.303099,G3
1,0.042513,0,0,0,0,1.860177,G3
1,0.380809,0,0,0,0,1.907171,G3
11000,-0.909986,2.71989,2.226848,0,0,0,G4
11000,0.087269,1.772093,2.091455,0,0,0,G4
11000,-0.486802,1.95555,2.309088,0,0,0,G4
11000,-0.045499,1.699678,2.10137,0,0,0,G4
11000,0.10864,1.184319,1.629287,0,0,0,G4
11000,-0.06354,1.582806,1.988332,0,0,0,G4
11000,-0.314816,1.702291,1.993403,0,0,0,G4
11000,-0.289388,1.558091,1.887173,0,0,0,G4
11000,0.413275,1.504868,1.825598,0,0,0,G4
11000,-0.778183,1.610083,2.089965,0,0,0,G4
1100,0.168277,0,1.691089,1.696082,0,0,G5
1100,0.433333,0,1.457577,1.612026,0,0,G5
1100,-0.012718,0,1.881676,1.956828,0,0,G5
1100,0.181923,0,1.601533,0,0,0,G5
1100,0.490639,0,1.421956,1.485219,0,0,G5
1100,0.315048,0,1.72959,1.79561,0,0,G5
1100,-0.059789,0,1.424375,1.55432,0,0,G5
1100,0,0,0,0,0,0,G5
1100,0.287377,0,1.161865,0,0,0,G5
1100,0.480632,0,1.310807,0,0,0,G5
1110,0.081234,0,1.786001,1.935494,1.740907,0,G6
1110,0.42676,0,2.056832,2.233067,1.997889,0,G6
1110,0.172185,0,2.030972,2.168793,1.965827,0,G6
1110,0.608557,0,2.262521,2.436686,2.202429,0,G6
1110,0.46298,0,1.807229,2.018919,1.673655,0,G6
1110,0.092397,0,1.538464,1.681442,1.389185,0,G6
1110,0.192309,0,2.148839,2.028868,0,0,G6
1110,0.647684,0,2.223527,2.391707,2.120616,0,G6
1110,0.65487,0,1.824067,2.04029,1.663921,0,G6
1110,0.141944,0,1.608488,1.785106,1.438898,0,G6
10001,0.840307,2.843188,0,0,0,3.133171,G7
10001,0.516876,2.092726,0,0,0,2.594362,G7
10001,0.521569,2.119057,0,0,0,0,G7
10001,0.103685,2.339879,0,0,0,2.82082,G7
10001,0.331051,1.962626,0,0,0,2.46161,G7
10001,0.845901,2.434276,0,0,0,2.845204,G7
10001,0.720649,3.047875,0,0,0,3.41128,G7
10001,0.146131,3.07845,0,0,0,3.56129,G7
10001,0.524327,2.424756,0,0,0,2.794676,G7
10001,0.922788,2.37546,0,0,0,2.61602,G7
11001,0.238445,1.657535,2.624343,0,0,2.042938,G8
11001,0.282635,1.435573,2.447461,0,0,1.868098,G8
11001,1.082419,2.379813,3.949168,0,0,2.764974,G8
11001,0.97525,2.070174,3.400753,0,0,2.810094,G8
11001,0.529585,1.483056,2.7427,0,0,1.688276,G8
11001,0.034141,1.6683,2.628447,0,0,2.078841,G8
11001,0.226677,2.363547,3.194303,0,0,2.670617,G8
11001,0.948481,2.493868,3.969992,0,0,2.720676,G8
11001,0.915602,1.336743,2.487278,0,0,1.777734,G8
11001,0.51753,0.689022,1.884584,0,0,1.286888,G8
11111,0.779635,2.249883,3.425827,3.667395,3.412279,2.819075,G9
11111,0.971793,1.114731,2.381643,2.581324,2.343382,1.746534,G9
11111,1.335971,2.092188,3.471379,3.682538,3.447838,2.80983,G9
11111,1.170982,3.504861,4.868867,4.908283,4.713198,4.195436,G9
11111,0.487906,2.057277,3.081616,3.178167,3.01303,2.652378,G9
11111,0.951539,2.26689,3.544664,3.804386,3.548612,2.892885,G9
11111,1.292913,2.537408,3.872543,4.08072,3.81959,3.122391,G9
11111,1.302239,2.746417,3.909482,4.140677,3.748071,3.066411,G9
11111,1.366719,3.712925,5.148542,5.337552,4.876584,4.493115,G9
11111,1.255683,3.086761,4.447258,4.685953,4.366793,3.618086,G9
0,-0.659883,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,-0.536885,0,0,0,0,0,G1
1101,0.607003,0,2.766185,2.926789,0,2.474452,G0
1101,0.621065,0,3.201227,3.350957,0,2.904597,G0
1101,0.710747,0,3.183687,3.373737,0,2.910336,G0
1101,0.714895,0,3.29799,3.485087,0,3.020705,G0
1101,0.627897,0,3.020676,3.161777,0,2.695114,G0
1101,0.637064,0,2.885796,3.012733,0,2.538603,G0
1101,0.565185,0,2.217869,2.381183,0,1.93698,G0
1101,0.76783,0,1.97218,2.157017,0,1.677868,G0
1101,0.718374,0,2.237125,2.442111,0,1.956667,G0
1101,0.639895,0,3.370299,3.549635,0,3.075332,G0
1000,-0.186933,0,1.567418,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.209282,0,2.192798,0,0,0,G2
1000,-0.284805,0,1.708891,0,0,0,G2
1000,-0.217091,0,1.636446,0,0,0,G2
1000,-0.27134,0,1.47822,0,0,0,G2
1000,-0.238138,0,1.392671,0,0,0,G2
1000,-0.139853,0,1.635734,0,0,0,G2
1000,-0.073909,0,2.19797,0,0,0,G2
1,0.344561,0,0,0,0,1.131812,G3
1,0.398717,0,0,0,0,3.205836,G3
1,0.487774,0,0,0,0,3.501036,G3
1,0.449431,0,0,0,0,2.776576,G3
1,0.213496,0,0,0,0,2.932739,G3
1,0.262937,0,0,0,0,3.021891,G3
1,0.214955,0,0,0,0,1.641522,G3
1,0.449552,0,0,0,0,1.123594,G3
1,1.710599,0,0,0,0,4.92411,G3
1,0.708482,0,0,0,0,0.342219,G3
11000,-0.426197,1.419267,1.825454,0,0,0,G4
11000,-0.069536,3.048718,3.530479,0,0,0,G4
11000,0.022753,1.87831,2.823166,0,0,0,G4
11000,0.059144,2.023882,2.985475,0,0,0,G4
11000,-0.263844,2.271867,2.781123,0,0,0,G4
11000,-0.3073,2.047539,2.479631,0,0,0,G4
11000,-0.275646,0.73462,0.202044,0,0,0,G4
11000,0.023907,0.577558,1.493393,0,0,0,G4
11000,0.069277,1.175649,2.211322,0,0,0,G4
11000,-0.38037,1.291662,1.693353,0,0,0,G4
1100,0.288046,0,2.710305,2.849931,0,0,G5
1100,0.317447,0,3.982131,4.204533,0,0,G5
1100,0.074045,0,2.098123,2.173409,0,0,G5
1100,0.209435,0,2.938351,3.050927,0,0,G5
1100,-0.005151,0,1.869534,1.915887,0,0,G5
1100,-0.069441,0,1.736958,1.753098,0,0,G5
1100,-0.034059,0,1.816385,1.87132,0,0,G5
1100,0.042963,0,1.331739,1.346594,0,0,G5
1100,0.084807,0,1.654389,1.665338,0,0,G5
1100,0.041713,0,1.82399,1.840373,0,0,G5
1110,0.199688,0,1.062592,1.204062,0.983169,0,G6
1110,0.187067,0,2.772579,2.913443,2.706537,0,G6
1110,0.369454,0,1.956763,2.088527,1.920591,0,G6
1110,0.352403,0,1.737123,1.895619,1.628823,0,G6
1110,0.266749,0,2.182989,2.328691,2.138463,0,G6
1110,0.20345,0,2.435153,2.542425,2.384473,0,G6
1110,0.146607,0,2.553732,2.682917,2.478087,0,G6
1110,0.219407,0,1.938642,2.105669,1.864582,0,G6
1110,0.332046,0,0.843195,1.014004,0.760149,0,G6
1110,0.30911,0,1.136007,1.259691,1.014012,0,G6
10001,0.850724,2.441465,0,0,0,2.658337,G7
10001,1.075712,2.898259,0,0,0,2.951926,G7
10001,1.098629,3.48885,0,0,0,3.571117,G7
10001,1.016533,2.14554,0,0,0,2.269332,G7
10001,1.116785,1.310523,0,0,0,1.167826,G7
10001,1.353137,1.142563,0,0,0,0.945183,G7
10001,1.241883,1.32374,0,0,0,1.138531,G7
10001,1.089298,1.756464,0,0,0,1.81084,G7
10001,0.953686,2.118911,0,0,0,2.239412,G7
10001,0.885284,2.517555,0,0,0,2.751246,G7
11001,0.580094,2.95488,3.795186,0,0,3.131284,G8
11001,0.478482,2.537693,3.399163,0,0,2.724773,G8
11001,0.647255,1.916413,2.762507,0,0,2.035221,G8
11001,0.676838,2.369776,3.266407,0,0,2.555871,G8
11001,0.713781,3.012095,3.893752,0,0,3.172973,G8
11001,0.707518,3.005118,3.858532,0,0,3.128433,G8
11001,0.809132,1.841751,2.72152,0,0,1.954157,G8
11001,0.647453,1.294873,2.146554,0,0,1.408614,G8
11001,0.671939,2.413974,3.437217,0,0,2.458184,G8
11001,0.809869,0.771953,2.067289,0,0,0.945105,G8
11111,1.007206,0.174774,1.3535,1.42634,1.264298,0.716703,G9
11111,0.834694,2.643448,3.620363,3.733576,3.596873,3.082603,G9
11111,0.855786,1.201961,2.173338,2.24887,2.102067,1.629633,G9
11111,0.914123,2.046345,3.02333,3.11719,2.989051,2.509864,G9
11111,0.938263,0.94206,1.976813,2.054365,1.908625,1.422884,G9
11111,0.866689,0.804654,1.861524,1.935582,1.788355,1.304214,G9
11111,0.844801,1.646035,2.616194,2.687683,2.565133,2.094741,G9
11111,0.877421,2.231783,3.205586,3.278655,3.15305,2.690497,G9
11111,0.827236,2.234489,3.250804,3.323889,3.207144,2.70403,G9
11111,0.825258,0.93039,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.697043,0,2.349562,1.908255,0,0,G0
1101,0.355125,0,2.240088,2.364843,0,2.016806,G0
1101,0.061216,0,2.657343,2.737217,0,2.284793,G0
1101,0.555953,0,2.406829,2.494489,0,2.130704,G0
1101,0.52277,0,2.285837,2.415777,0,2.001437,G0
1101,0.292447,0,2.730561,2.78545,0,2.22594,G0
1101,0.213229,0,2.572453,2.604391,0,2.034541,G0
1101,0.544974,0,2.203571,2.306246,0,1.868377,G0
1101,0.659414,0,2.843352,2.94442,0,2.477288,G0
1101,0.45662,0,3.064668,3.083386,0,2.527724,G0
1000,0,0,0,0,0,0,G2
1000,-0.423096,0,3.54445,0,0,0,G2
1000,0.81831,0,4.154349,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.144776,0,4.468385,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.572159,0,3.363097,0,0,0,G2
1000,-0.433531,0,3.076559,0,0,0,G2
1000,-0.089519,0,3.986492,0,0,0,G2
1,0.258719,0,0,0,0,3.011063,G3
1,0.242,0,0,0,0,2.523862,G3
1,0.098345,0,0,0,0,2.215978,G3
1,0.004216,0,0,0,0,2.314746,G3
1,0.38494,0,0,0,0,2.107048,G3
1,0.549606,0,0,0,0,2.113102,G3
1,0.19082,0,0,0,0,2.365075,G3
1,-0.10305,0,0,0,0,2.237571,G3
1,0.435361,0,0,0,0,2.388552,G3
1,0.591228,0,0,0,0,2.27134,G3
11000,-0.412135,1.017553,1.572294,0,0,0,G4
11000,0.03018,2.798666,3.001924,0,0,0,G4
11000,-0.259703,1.939546,2.33671,0,0,0,G4
11000,-0.219504,1.390816,1.816872,0,0,0,G4
11000,0.053486,1.934932,2.32773,0,0,0,G4
11000,-0.247856,1.840978,2.299439,0,0,0,G4
11000,-0.551376,1.265163,1.830652,0,0,0,G4
11000,-0.395145,1.290655,1.767246,0,0,0,G4
11000,0.214681,1.890787,2.878506,0,0,0,G4
11000,0.042194,0.902407,1.952695,0,0,0,G4
1100,0.041601,0,1.722713,1.743388,0,0,G5
1100,0.078482,0,2.581657,2.568621,0,0,G5
1100,0.294631,0,2.401241,2.390135,0,0,G5
1100,0.21038,0,2.666439,2.873758,0,0,G5
1100,0.427865,0,2.087623,2.074523,0,0,G5
1100,0.006204,0,1.664791,1.694406,0,0,G5
1100,-0.143872,0,1.163773,1.240452,0,0,G5
1100,0.101422,0,2.72335,2.793973,0,0,G5
1100,0.569412,0,2.107367,2.17444,0,0,G5
1100,0.213745,0,2.062761,2.096606,0,0,G5
1110,0.224582,0,1.42763,1.500206,1.310854,0,G6
1110,0.13325,0,1.789716,1.981838,1.819964,0,G6
1110,0.241294,0,2.521985,2.642686,2.498379,0,G6
1110,0.11027,0,2.382643,2.455272,2.334549,0,G6
1110,0.106367,0,1.008187,1.130134,0.958816,0,G6
1110,0.621728,0,1.95213,2.084084,1.89303,0,G6
1110,0.52339,0,2.326217,2.407833,2.255274,0,G6
1110,0.442841,0,2.535329,2.560258,2.461431,0,G6
1110,0.556809,0,1.5337,1.739976,1.626955,0,G6
1110,0.5139,0,2.560162,2.637288,2.472481,0,G6
10001,0.730335,2.33742,0,0,0,2.310038,G7
10001,-0.055232,2.436615,0,0,0,2.604583,G7
10001,-0.074309,3.351578,0,0,0,3.480368,G7
10001,0.459548,3.344792,0,0,0,3.467479,G7
10001,0.156306,2.615469,0,0,0,2.866975,G7
10001,-0.011124,2.716789,0,0,0,2.521095,G7
10001,0.05508,2.669241,0,0,0,2.89088,G7
10001,0.818824,4.139066,0,0,0,4.098808,G7
10001,0.268694,1.855858,0,0,0,2.0816,G7
10001,0.520851,1.419323,0,0,0,1.599136,G7
11001,0.443635,2.297894,3.040519,0,0,2.391638,G8
11001,0.09077,2.767782,3.386368,0,0,2.886837,G8
11001,0.468985,3.041061,3.743832,0,0,3.167696,G8
11001,-0.164005,1.562639,2.200986,0,0,1.705628,G8
11001,0.428036,2.51206,3.173045,0,0,2.632283,G8
11001,0.147076,1.703199,2.401416,0,0,1.8465,G8
11001,0.576803,2.351192,3.00123,0,0,2.314212,G8
11001,0.1909,1.76306,2.411579,0,0,1.767465,G8
11001,0.145891,1.480163,2.09858,0,0,1.427324,G8
11001,0.510261,2.486948,3.148965,0,0,2.430719,G8
11111,1.06497,1.531672,2.938179,3.045091,2.854487,2.317141,G9
11111,0.895018,1.770014,3.10205,3.145814,3.048479,2.49278,G9
11111,0.595696,1.445141,2.907748,2.977066,2.853224,2.296777,G9
11111,1.069266,1.942096,3.283924,3.386206,3.264339,2.709708,G9
11111,0.8561,1.415563,2.807372,2.90635,2.784966,2.266575,G9
11111,0.490497,1.555959,2.820379,2.936428,2.803511,2.31036,G9
11111,1.025218,1.458093,2.742716,2.790142,2.615518,2.059442,G9
11111,0.925737,2.197734,3.603471,3.67582,3.569702,3.069453,G9
11111,0.775444,1.803062,3.105814,3.222828,3.057915,2.57627,G9
11111,1.016059,1.985048,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,-0.008628,0,3.317573,3.466743,0,0,G0
1101,0.509244,0,3.034431,3.204088,0,2.730621,G0
1101,0.594434,0,2.649997,2.859435,0,2.402386,G0
1101,0.44082,0,3.344195,3.560318,0,3.06944,G0
1101,0.351001,0,3.137235,3.309568,0,2.836774,G0
1101,0.321227,0,2.215873,2.393359,0,1.923379,G0
1101,0.324205,0,2.109945,2.257071,0,1.779151,G0
1101,0.545601,0,1.378094,1.579032,0,1.073251,G0
1101,0.559776,0,2.401174,2.660591,0,2.152958,G0
1101,0.567607,0,3.125719,3.334086,0,2.829475,G0
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.248304,0,1.552487,0,0,0,G2
