@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R4,7-11,12-16,22'

@attribute Max_X numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.893559,0,0,0,0,0.666826,0,0,0,0,175.768677,G3
0.517816,0,0,0,0,0.999999,0,0,0,0,164.998001,G3
0.492226,0,0,0,0,1.000003,0,0,0,0,164.103256,G3
0.483866,0,0,0,0,0.999996,0,0,0,0,170.759048,G3
0.967046,0,0,0,0,0.544725,0,0,0,0,173.704575,G3
0.502763,0,0,0,0,1.000002,0,0,0,0,44.889503,G3
0.51584,0,0,0,0,0.999998,0,0,0,0,50.7924,G3
0.00827,1.268886,1.629099,0,0,0,114.560387,133.119064,0,0,0,G4
-0.44694,1.00659,1.367093,0,0,0,42.42955,39.22506,0,0,0,G4
-0.455291,1.045006,1.365276,0,0,0,105.002586,112.334946,0,0,0,G4
-0.073055,1.283837,1.614403,0,0,0,136.017624,154.751144,0,0,0,G4
0.004683,1.282826,1.686177,0,0,0,132.005554,154.144653,0,0,0,G4
0.010504,1.305858,1.692554,0,0,0,133.874084,156.922607,0,0,0,G4
0.036607,1.285318,1.654193,0,0,0,140.183441,163.246262,0,0,0,G4
-0.058973,1.300964,1.621678,0,0,0,142.316177,166.072464,0,0,0,G4
-0.015395,1.267454,1.62279,0,0,0,121.624878,142.849915,0,0,0,G4
-0.220726,1.055957,1.372786,0,0,0,98.345917,100.853981,0,0,0,G4
0.189658,0,1.020514,1.061996,0,0,0,113.05056,115.385757,0,0,G5
0.319402,0,1.024568,1.053821,0,0,0,161.440491,158.827652,0,0,G5
0.259142,0,1.018045,1.050206,0,0,0,165.068985,166.924835,0,0,G5
0.100846,0,1.019863,1.049865,0,0,0,161.058945,167.725616,0,0,G5
0.283289,0,1.009796,1.064378,0,0,0,167.03392,164.433136,0,0,G5
0.220504,0,1.022127,1.056644,0,0,0,146.130478,150.86702,0,0,G5
0.07513,0,1.027052,1.052291,0,0,0,143.394028,148.480362,0,0,G5
-0.022152,0,1.031838,1.032899,0,0,0,139.990692,157.262695,0,0,G5
0.04532,0,1.016772,1.048854,0,0,0,164.123718,166.710754,0,0,G5
0.025468,0,1.031369,1.037305,0,0,0,159.079269,160.872421,0,0,G5
0.322959,0,1.052125,1.0939,1.006284,0,0,161.027771,179.620499,161.343567,0,G6
0.248405,0,1.062312,1.094016,0.99819,0,0,163.040894,177.300781,162.125793,0,G6
0.340859,0,1.050752,1.106624,0.999292,0,0,164.326721,176.373337,163.052551,0,G6
0.420885,0,1.054394,1.096576,1.00886,0,0,164.659592,175.36908,162.747375,0,G6
0.329623,0,1.071209,1.097627,1.000767,0,0,150.335907,177.270844,152.010605,0,G6
0.270949,0,1.07042,1.093647,0.994089,0,0,155.022339,177.815735,157.191086,0,G6
0.288639,0,1.065323,1.089836,0.998829,0,0,162.073257,178.786301,162.991867,0,G6
0.044501,0,1.058643,1.100686,0.981466,0,0,163.447113,177.285797,166.949493,0,G6
0.239615,0,1.028947,1.076589,1.034727,0,0,170.774841,177.92868,170.193192,0,G6
0.244437,0,1.048856,1.088415,1.001226,0,0,166.34668,178.606033,166.365814,0,G6
1.347333,1.507324,0,0,0,1.686507,118.23542,0,0,0,113.262886,G7
1.202937,1.365978,0,0,0,1.547323,144.603088,0,0,0,139.1371,G7
1.145428,1.418856,0,0,0,1.585526,131.547043,0,0,0,127.874481,G7
1.153348,1.36476,0,0,0,1.575543,138.251114,0,0,0,132.642227,G7
1.182747,1.35998,0,0,0,1.549273,136.212906,0,0,0,129.446472,G7
1.150035,1.362768,0,0,0,1.546107,132.074844,0,0,0,129.911301,G7
0.951274,1.373933,0,0,0,1.517443,152.091919,0,0,0,150.431808,G7
0.945516,1.388334,0,0,0,1.589092,107.580704,0,0,0,106.688972,G7
0.999471,1.409221,0,0,0,1.737786,59.235878,0,0,0,61.574509,G7
1.297328,1.535126,0,0,0,1.813022,65.826645,0,0,0,69.152672,G7
0.544992,1.079202,1.433628,0,0,1.353515,162.860626,175.380936,0,0,159.62619,G8
0.811194,1.280525,1.558194,0,0,1.483399,151.784622,172.088409,0,0,151.70462,G8
0.873147,1.373678,1.696364,0,0,0.696834,137.575256,166.137772,0,0,164.62056,G8
0.921665,1.371171,1.694027,0,0,0.696752,153.336975,171.383102,0,0,170.821045,G8
0.690302,1.205469,1.509367,0,0,1.431585,114.441086,149.183395,0,0,112.304909,G8
0.828407,1.183859,1.504621,0,0,1.462857,121.839569,152.409531,0,0,117.406815,G8
0.923193,1.193446,1.509748,0,0,1.474945,154.104965,170.507935,0,0,151.102371,G8
0.495076,1.142745,1.45979,0,0,1.357309,151.300125,170.097061,0,0,149.241684,G8
0.376799,1.087884,1.468993,0,0,1.318406,134.340576,168.879211,0,0,129.27301,G8
0.352291,1.191578,1.612908,0,0,0.772765,89.489441,88.212166,0,0,88.85627,G8
1.282685,1.564552,1.515079,1.568763,1.538193,1.478468,107.318939,126.482452,150.565216,129.755005,111.18824,G9
1.095357,1.178463,1.337358,1.481374,1.481569,1.33477,151.101456,169.677444,176.936111,165.013382,153.708817,G9
1.047545,1.21078,1.366839,1.457186,1.439888,1.315228,151.609161,169.963013,176.565445,166.173065,155.13327,G9
1.152834,1.200763,1.386998,1.462169,1.472955,1.350742,151.674011,169.399872,174.127243,165.732803,154.407227,G9
0.9195,1.210979,1.388369,1.460019,1.468845,1.347643,150.510559,168.58168,173.24472,164.774063,153.321396,G9
0.735712,1.208579,1.377882,1.447633,1.453443,1.334161,143.956863,164.832611,172.048721,161.635193,147.648056,G9
0.897672,1.218671,1.400744,1.490718,1.480276,1.396235,118.778854,146.280884,162.181259,137.01091,120.309029,G9
1.009016,1.206793,1.385456,1.471193,1.493436,1.364717,136.848541,163.62825,169.982956,153.229736,138.763962,G9
1.13926,1.188375,1.381582,1.478443,1.489339,1.358668,153.222229,169.816025,174.65889,165.533905,154.993118,G9
1.177129,1.231344,1.39894,1.466537,1.456608,1.345468,126.653564,158.265045,162.61908,144.897522,129.189285,G9
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0.493973,0,1.182831,1.223052,0,0.929556,0,154.250717,166.113617,0,164.773148,G0
0.707169,0,1.168252,1.229556,0,0.916032,0,144.264816,169.900009,0,143.445404,G0
0.405435,0,1.148684,1.215827,0,0.929531,0,152.200607,167.515976,0,158.567612,G0
0.807531,0,1.154912,1.230629,0,0.960104,0,170.047729,168.956039,0,152.372986,G0
0.639225,0,1.210232,1.237399,0,0.932007,0,156.319061,169.235611,0,163.216797,G0
-0.38578,0,1.001412,1.035907,0,0,0,150.471741,166.993591,0,109.7043,G0
0.334742,0,1.181613,1.228342,0,0.909932,0,150.697983,174.074387,0,148.416092,G0
0.587771,0,1.181768,1.227336,0,0.934598,0,151.363327,176.211777,0,145.785751,G0
0.771776,0,1.1522,1.220068,0,0.965082,0,160.377319,173.900589,0,152.376373,G0
0.809268,0,1.180267,1.204639,0,0.908678,0,168.891693,174.234146,0,155.848175,G0
-0.446635,0,0.999994,0,0,0,0,130.576035,0,0,0,G2
0,0,0,0,0,0,0,104.219337,0,0,0,G2
-0.63726,0,0.999992,0,0,0,0,89.120705,0,0,0,G2
-0.562339,0,1.000005,0,0,0,0,83.041534,0,0,0,G2
-0.023712,0,0.999996,0,0,0,0,94.194473,0,0,0,G2
-0.295672,0,1.000006,0,0,0,0,159.865707,0,0,0,G2
-0.329493,0,0.999999,0,0,0,0,174.5327,0,0,0,G2
-0.377284,0,0.999995,0,0,0,0,130.564636,0,0,0,G2
-0.260873,0,0.999999,0,0,0,0,45.742229,0,0,0,G2
-0.251762,0,0.999999,0,0,0,0,173.859787,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,77.61145,G3
1.007043,0,0,0,0,0.890484,0,0,0,0,33.976433,G3
0,0,0,0,0,0,0,0,0,0,74.729301,G3
0,0,0,0,0,0,0,0,0,0,84.557747,G3
0.398717,0,0,0,0,0.999997,0,0,0,0,168.993698,G3
0,0,0,0,0,0,0,0,0,0,85.49054,G3
0.496599,0,0,0,0,0.999996,0,0,0,0,178.465454,G3
0.473024,0,0,0,0,1.000001,0,0,0,0,162.326813,G3
0.490308,0,0,0,0,0.999996,0,0,0,0,148.071777,G3
0,0,0,0,0,0,0,0,0,0,72.57737,G3
-0.49783,1,0,0,0,0,15.980985,72.636932,0,0,0,G4
0.265145,0.933355,1.35602,0,0,0,162.514709,159.485199,0,0,0,G4
0.150528,1.143336,1.006343,0,0,0,59.11134,51.19342,0,0,0,G4
0.479933,1.024397,1.275422,0,0,0,44.586025,49.813931,0,0,0,G4
0.540778,1.325059,1.033052,0,0,0,64.228134,44.40876,0,0,0,G4
0.402733,1.023916,1.35448,0,0,0,142.109726,148.76796,0,0,0,G4
-0.211578,1.070743,1.272113,0,0,0,156.502136,165.28302,0,0,0,G4
0.20852,1.000193,1.30396,0,0,0,159.992325,152.358551,0,0,0,G4
0.6976,0.986733,1.341906,0,0,0,106.819969,98.186317,0,0,0,G4
0.446533,1.000003,0,0,0,0,28.308504,73.921104,0,0,0,G4
0.317808,0,1.016849,1.03079,0,0,0,93.443291,94.300819,0,0,G5
0.21086,0,1.033244,1.02103,0,0,0,151.506027,159.472275,0,0,G5
0.354287,0,1.472835,0.596876,0,0,0,166.776642,161.350739,0,0,G5
0,0,0,0,0,0,0,93.766418,93.766418,0,0,G5
0.01223,0,1.037353,1.008792,0,0,0,158.190247,165.830353,0,0,G5
0.229529,0,1.022479,1.020171,0,0,0,166.683151,166.313187,0,0,G5
0.26645,0,1.023868,1.024659,0,0,0,146.574524,154.072083,0,0,G5
0.800136,0,1.551422,0.633065,0,0,0,151.121231,152.214645,0,0,G5
0,0,0,0,0,0,0,104.059784,104.059784,0,0,G5
0,0,0,0,0,0,0,85.238174,85.238174,0,0,G5
-0.043368,0,0.958435,1.076853,0,0,0,140.549011,168.024002,98.835403,0,G6
0.511672,0,1.059936,1.086668,1.004203,0,0,161.945007,175.18158,162.5867,0,G6
-0.489108,0,0.999999,0,0,0,0,167.250854,111.96981,111.96981,0,G6
0.481586,0,1.037224,1.115226,0.971375,0,0,169.566971,171.674271,159.935257,0,G6
0.43352,0,1.041881,1.129529,0.960991,0,0,157.424408,174.604202,157.472473,0,G6
0.508264,0,1.165291,0.944768,0,0,0,163.171722,115.279877,92.816658,0,G6
0.622914,0,1.079356,1.203329,0.998427,0,0,155.913086,174.922562,155.40683,0,G6
0.004846,0,1.000003,0,0,0,0,168.454819,112.216362,112.216362,0,G6
-0.563037,0,0.999993,0,0,0,0,166.21344,105.115471,105.115471,0,G6
0.184303,0,1.033758,1.126031,0.951587,0,0,167.117966,175.919952,165.749878,0,G6
1.172664,0.844194,0,0,0,1.457309,23.37867,0,0,0,35.986023,G7
1.219794,1.755065,0,0,0,1.76518,75.618027,0,0,0,75.555916,G7
0,0,0,0,0,0,80.78389,0,0,0,80.78389,G7
-0.152401,0.999999,0,0,0,0,14.110051,0,0,0,75.489555,G7
1.045063,1.373595,0,0,0,1.423205,39.631954,0,0,0,31.592991,G7
1.187844,1.384727,0,0,0,1.537459,33.395641,0,0,0,34.730873,G7
0,0,0,0,0,0,69.368477,0,0,0,69.368477,G7
1.172019,1.367256,0,0,0,1.48155,94.386497,0,0,0,92.3908,G7
1.116929,1.499211,0,0,0,1.371348,64.176888,0,0,0,64.945175,G7
1.323805,1.484609,0,0,0,1.436749,40.846462,0,0,0,48.554039,G7
0.89502,1.295289,1.374629,0,0,1.240201,161.582443,173.266022,0,0,160.606415,G8
0.857352,1.294407,1.498242,0,0,1.268372,164.930695,174.049683,0,0,165.51091,G8
-0.245824,1.004892,1.209229,0,0,0,164.295853,170.964905,0,0,124.826836,G8
-0.206555,1.046291,1.146559,0,0,0,153.516357,167.133942,0,0,114.590202,G8
0.644384,1.145719,1.431978,0,0,1.224919,162.524734,169.025787,0,0,157.100876,G8
0.731228,1.240233,1.43595,0,0,1.267829,164.199875,169.970428,0,0,160.725662,G8
1.015224,1.229485,1.494426,0,0,1.494856,168.725571,172.989197,0,0,166.028915,G8
0.221916,1.162691,1.011037,0,0,0,171.90184,173.911469,0,0,143.788696,G8
0.887352,1.285278,1.387937,0,0,1.303373,169.96254,175.127045,0,0,168.788864,G8
1.033524,1.251602,1.478751,0,0,1.227762,169.134293,175.218353,0,0,166.528946,G8
1.074907,1.130477,1.335742,1.337351,1.310384,1.181247,155.038269,175.887955,169.799332,161.883636,153.550247,G9
1.392195,1.660332,1.59495,1.622065,1.533189,1.49777,150.168198,166.719437,173.620667,165.035873,154.315918,G9
0.94556,1.191545,1.377095,1.439318,1.355778,1.235071,146.859039,163.985458,171.220215,163.482773,151.590088,G9
0.939469,1.164319,1.368469,1.428492,1.38768,1.169015,163.759888,176.741943,173.659576,168.810577,164.231049,G9
0.943199,1.207754,1.42765,1.434598,1.35366,1.215007,117.066833,145.936798,157.395798,134.554031,120.591537,G9
0.896367,1.191086,1.254766,1.268647,1.245042,0,129.125961,162.191605,150.170685,136.621933,118.618126,G9
0.667916,1.100644,1.353446,1.34881,1.305818,1.168731,162.522278,170.623154,176.618164,174.632721,166.298843,G9
0.58002,1.151319,1.339425,1.343994,1.323795,1.223308,169.0009,174.303299,177.562317,176.332108,171.26474,G9
1.052728,1.164565,1.40802,1.408159,1.287655,1.219154,167.112549,176.145111,177.550797,173.446671,168.2453,G9
0.936526,1.146609,1.335061,1.330895,1.318071,1.176286,161.455475,173.36377,176.105438,171.215652,163.851273,G9
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0.556589,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0.598957,0,1.24265,1.201938,0,0.862207,0,122.152695,146.870087,0,149.565918,G0
0.553095,0,1.200796,1.234027,0,0.85895,0,154.161362,170.282288,0,160.810135,G0
0.616175,0,1.174185,1.22888,0,0.892729,0,161.022964,173.053757,0,159.489426,G0
0.612207,0,1.192528,1.24191,0,0.871867,0,153.145157,162.79071,0,153.677307,G0
0.463449,0,1.190812,1.248969,0,0.814279,0,136.43338,150.424774,0,167.237518,G0
0.705224,0,1.199541,1.24791,0,0.880722,0,160.930649,165.638809,0,152.706314,G0
0.483673,0,1.212121,1.231711,0,0.82093,0,131.014282,146.538208,0,163.073898,G0
0.628469,0,1.229028,1.165187,0,0.869909,0,151.760895,174.467575,0,156.389694,G0
0.528844,0,1.234574,1.191104,0,0.844482,0,136.631256,159.077454,0,153.921677,G0
0.721161,0,1.186335,1.214395,0,0.897114,0,151.930908,166.597595,0,152.433441,G0
0,0,0,0,0,0,0,117.830872,0,0,0,G2
0,0,0,0,0,0,0,124.01622,0,0,0,G2
0,0,0,0,0,0,0,99.012184,0,0,0,G2
0,0,0,0,0,0,0,108.854836,0,0,0,G2
0,0,0,0,0,0,0,116.867622,0,0,0,G2
0,0,0,0,0,0,0,123.869484,0,0,0,G2
0,0,0,0,0,0,0,108.005997,0,0,0,G2
0,0,0,0,0,0,0,123.10746,0,0,0,G2
0,0,0,0,0,0,0,117.661293,0,0,0,G2
0,0,0,0,0,0,0,120.214607,0,0,0,G2
0.467396,0,0,0,0,1.000003,0,0,0,0,153.240005,G3
0.461049,0,0,0,0,0.999997,0,0,0,0,164.761154,G3
0.486204,0,0,0,0,1,0,0,0,0,168.078766,G3
0.466035,0,0,0,0,1.000002,0,0,0,0,162.679443,G3
0,0,0,0,0,0,0,0,0,0,127.188194,G3
0,0,0,0,0,0,0,0,0,0,122.43148,G3
0,0,0,0,0,0,0,0,0,0,117.232765,G3
0.270761,0,0,0,0,1.000001,0,0,0,0,174.11467,G3
0.231942,0,0,0,0,1.000002,0,0,0,0,165.992081,G3
0.384351,0,0,0,0,0.999994,0,0,0,0,168.846268,G3
-0.009127,1.132738,1.300698,0,0,0,142.608719,148.192383,0,0,0,G4
-0.182513,1.189796,1.363944,0,0,0,143.073486,148.448898,0,0,0,G4
-0.239257,1.239399,1.365749,0,0,0,150.040131,158.813202,0,0,0,G4
-0.890757,1.000005,0,0,0,0,129.370483,101.740036,0,0,0,G4
0.274832,1.372583,1.650121,0,0,0,134.741409,144.302246,0,0,0,G4
-0.968462,1,0,0,0,0,132.729446,111.045799,0,0,0,G4
0.182582,1.151952,1.426916,0,0,0,96.190529,94.471046,0,0,0,G4
-0.090671,1.041693,1.330722,0,0,0,143.167068,144.280884,0,0,0,G4
-0.064743,1.208348,1.375295,0,0,0,138.369598,143.082077,0,0,0,G4
0.172381,1.134478,1.444546,0,0,0,123.471497,115.99469,0,0,0,G4
0.552577,0,1.026048,1.035624,0,0,0,164.772385,129.48732,0,0,G5
0.234747,0,0.999994,0,0,0,0,132.595245,104.473389,0,0,G5
0.347492,0,1.000002,0,0,0,0,156.009399,117.700005,0,0,G5
0,0,0,0,0,0,0,106.560127,106.560127,0,0,G5
0.402656,0,1.090127,1.003513,0,0,0,151.676117,156.951569,0,0,G5
0.407046,0,1.115822,0.985227,0,0,0,153.199265,157.496521,0,0,G5
0.239673,0,1.042479,1.028126,0,0,0,123.998909,155.115494,0,0,G5
0.312447,0,1.015934,1.041754,0,0,0,131.238403,147.297638,0,0,G5
0,0,0,0,0,0,0,97.212585,97.212585,0,0,G5
0.415659,0,1.02692,1.038733,0,0,0,120.572609,140.596344,0,0,G5
0.582497,0,1.064651,1.104632,1.012888,0,0,155.762787,174.664612,160.603378,0,G6
0.59541,0,1.085523,1.107346,1.008321,0,0,160.43277,177.964325,162.069748,0,G6
0.532532,0,1.075459,1.080453,1.00948,0,0,160.042892,172.119171,156.519913,0,G6
0.623132,0,1.084311,1.097829,0.983892,0,0,163.955414,173.238983,159.029388,0,G6
0.4485,0,1.100736,1.108565,0.968007,0,0,135.691483,169.216309,150.836426,0,G6
0.62582,0,1.075617,1.098641,0.961276,0,0,168.189804,162.794006,150.833344,0,G6
0.483239,0,1.095581,1.006722,0.972298,0,0,132.141464,157.12915,142.97287,0,G6
0.740884,0,1.085219,1.098258,1.041239,0,0,143.782425,177.435913,145.139389,0,G6
0.750233,0,1.140257,1.162838,1.055852,0,0,122.926132,171.615631,125.376953,0,G6
0.791949,0,1.101779,1.164798,1.033622,0,0,149.371735,177.947098,154.68045,0,G6
0.943968,1.441407,0,0,0,1.435959,157.026794,0,0,0,153.350006,G7
1.077569,1.512567,0,0,0,0.945885,146.514587,0,0,0,169.597565,G7
3.403178,4.990539,0,0,0,4.886368,141.190231,0,0,0,156.662415,G7
1.058594,1.529192,0,0,0,0.947719,149.355484,0,0,0,169.930374,G7
1.095505,1.378714,0,0,0,1.468358,149.315277,0,0,0,145.518707,G7
1.006503,1.491614,0,0,0,0.907181,160.500824,0,0,0,175.496185,G7
1.069142,1.463503,0,0,0,1.604004,158.286575,0,0,0,157.155884,G7
0.981127,1.384676,0,0,0,1.407997,155.760925,0,0,0,148.542328,G7
0.885921,1.377965,0,0,0,1.434741,155.196793,0,0,0,155.151657,G7
0.849016,1.40404,0,0,0,1.458801,141.745361,0,0,0,143.710739,G7
1.227301,1.513531,1.713955,0,0,0.817845,156.632645,164.539246,0,0,169.881058,G8
0.992309,1.347121,1.627224,0,0,1.385166,156.239243,170.082565,0,0,153.625641,G8
0.677979,1.363561,1.561824,0,0,1.378832,154.044998,166.31398,0,0,157.448502,G8
1.123231,1.190617,1.580868,0,0,1.514345,158.741974,167.550903,0,0,155.900726,G8
0.974945,1.345059,1.558688,0,0,1.352466,158.98764,168.152054,0,0,157.186798,G8
1.000095,1.34382,1.60452,0,0,1.389918,154.380402,165.007996,0,0,153.508881,G8
0.930347,1.423092,1.545567,0,0,1.269851,155.433182,165.591232,0,0,154.681854,G8
0.750694,1.361962,1.55208,0,0,1.238892,155.21788,166.664536,0,0,157.688614,G8
0.791638,1.344062,1.543994,0,0,1.279367,160.601257,169.14827,0,0,161.239502,G8
0.925355,1.440779,1.543733,0,0,1.336294,147.717117,157.342941,0,0,146.42836,G8
1.127704,1.246743,1.452819,1.500554,1.225822,1.48086,135.905396,161.007889,167.39743,141.484726,144.005966,G9
1.1819,1.302738,1.510524,1.530773,1.266141,1.520128,132.503952,150.907318,174.85965,139.668854,145.231857,G9
1.383087,1.31206,1.510784,1.538225,1.282076,1.50265,136.413696,163.732773,161.655243,138.475006,140.840363,G9
1.049647,1.230415,1.420938,1.401083,1.363209,0,134.754211,154.727402,165.713821,142.605804,113.121742,G9
1.346604,1.355041,1.537422,1.556531,1.289242,1.513748,133.168564,155.615891,168.761368,137.969986,142.84166,G9
1.247788,1.245336,1.471763,1.512222,1.276404,1.530633,150.341232,162.578293,178.439911,155.639862,160.404373,G9
1.202673,1.293504,1.482531,1.562533,1.120492,1.54004,145.954193,162.125244,174.939102,155.371109,155.150055,G9
0.883985,1.217344,1.391759,1.441124,1.271749,0,148.577805,168.449493,169.78627,155.011536,132.759094,G9
1.361782,1.188197,1.440188,1.500533,1.454931,1.443262,148.169388,165.013672,176.554276,160.483398,146.952118,G9
1.007664,1.13986,1.347402,1.410245,1.318829,0,151.653885,176.84465,162.058411,150.301941,128.089996,G9
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0.597382,0,1.211881,1.24072,0,0.923508,0,154.413986,176.052948,0,149.486053,G0
0.681706,0,1.236499,1.242323,0,0.937168,0,149.278839,171.116913,0,154.100296,G0
0.686494,0,1.242307,1.264151,0,0.943157,0,152.211761,173.655716,0,153.296646,G0
0.505489,0,1.36152,1.035003,0,0,0,147.701248,151.05748,0,115.968414,G0
0.809986,0,1.214831,1.244301,0,1.009818,0,159.827545,175.301086,0,151.545486,G0
0.848038,0,1.229102,1.261844,0,0.998297,0,152.920975,172.272614,0,148.671677,G0
0.606749,0,1.227677,1.254226,0,0.942421,0,151.555878,169.758896,0,154.090973,G0
0.564187,0,1.229199,1.232997,0,0.922552,0,153.505051,173.31575,0,154.941483,G0
-0.360713,0,0.999995,0,0,0,0,156.557526,113.655006,0,113.655006,G0
0.68375,0,1.215578,1.236248,0,0.9329,0,159.936279,179.567032,0,153.572815,G0
-0.324908,0,1.000007,0,0,0,0,79.437447,0,0,0,G2
-0.244712,0,1.000002,0,0,0,0,100.066063,0,0,0,G2
-0.085464,0,0.999998,0,0,0,0,94.925011,0,0,0,G2
-0.302308,0,1.000004,0,0,0,0,95.667381,0,0,0,G2
0,0,0,0,0,0,0,95.155243,0,0,0,G2
-0.20352,0,1.000002,0,0,0,0,114.375816,0,0,0,G2
-0.217339,0,1.000004,0,0,0,0,93.815872,0,0,0,G2
0,0,0,0,0,0,0,84.578339,0,0,0,G2
0.074399,0,1.461845,0,0,0,0,161.510056,0,0,0,G2
-0.157849,0,0.999997,0,0,0,0,86.919395,0,0,0,G2
0.330429,0,0,0,0,0.999991,0,0,0,0,81.015839,G3
0.174462,0,0,0,0,1.000002,0,0,0,0,169.886032,G3
0.285143,0,0,0,0,1.000004,0,0,0,0,168.192474,G3
0.411038,0,0,0,0,0.999995,0,0,0,0,162.216324,G3
0.234592,0,0,0,0,0.999996,0,0,0,0,165.645172,G3
0.134083,0,0,0,0,1.000001,0,0,0,0,165.02327,G3
0.04225,0,0,0,0,0.999997,0,0,0,0,162.323685,G3
0.286535,0,0,0,0,0.999997,0,0,0,0,155.098389,G3
0.382666,0,0,0,0,1,0,0,0,0,162.399307,G3
0.296203,0,0,0,0,1.000009,0,0,0,0,160.056046,G3
-0.965539,1.000001,0,0,0,0,148.391205,114.919281,0,0,0,G4
0.119147,1.372331,1.668,0,0,0,135.580231,155.046463,0,0,0,G4
0.231276,1.383623,1.664197,0,0,0,129.999664,145.751144,0,0,0,G4
-0.14338,1.126141,1.363223,0,0,0,131.238724,136.914108,0,0,0,G4
-0.373114,1.020673,1.343447,0,0,0,134.855652,140.517487,0,0,0,G4
-0.547359,0.94005,1.333877,0,0,0,132.316223,137.705414,0,0,0,G4
-0.176782,1.017405,1.317151,0,0,0,136.738449,137.165802,0,0,0,G4
0.001529,1.06515,1.362235,0,0,0,113.796288,115.482895,0,0,0,G4
-0.272443,1.080464,1.357243,0,0,0,130.363647,141.108109,0,0,0,G4
-0.230886,1.062843,1.344985,0,0,0,143.686371,149.898972,0,0,0,G4
0.092056,0,1.013643,1.050725,0,0,0,159.162155,156.901779,0,0,G5
0.274169,0,1.032925,1.083044,0,0,0,152.547195,158.476166,0,0,G5
0.224598,0,1.030936,1.066185,0,0,0,150.293945,160.575729,0,0,G5
-0.106119,0,1.000002,0,0,0,0,99.920685,93.288712,0,0,G5
0.08176,0,1.009389,1.04801,0,0,0,160.231628,167.005524,0,0,G5
0.301604,0,0.999942,1.049372,0,0,0,152.269592,150.652481,0,0,G5
0.170835,0,1,0,0,0,0,107.296066,95.278168,0,0,G5
0.11474,0,1.013852,1.049536,0,0,0,157.955429,165.458786,0,0,G5
0.10985,0,1.00959,1.051953,0,0,0,157.247971,163.017258,0,0,G5
0.018719,0,1.011949,1.050462,0,0,0,151.761902,163.56308,0,0,G5
0.413602,0,1.069799,1.140531,1.024656,0,0,153.026871,177.035629,157.07312,0,G6
0.377758,0,1.053839,1.111896,1.003719,0,0,161.354996,173.432892,167.177094,0,G6
0.298367,0,1.064541,1.119344,0.979428,0,0,152.993439,173.979294,160.931259,0,G6
0.459313,0,1.031419,1.130795,1.022165,0,0,160.653336,174.30098,162.617111,0,G6
0.491706,0,1.022672,1.12598,1.018385,0,0,163.456039,175.007095,164.916046,0,G6
0.256337,0,1.066802,1.089841,0.964393,0,0,161.811981,178.691193,169.36496,0,G6
0.488008,0,1.064239,1.118604,1.029358,0,0,160.317123,177.33287,159.530838,0,G6
0.50416,0,1.110473,1.14987,1.040125,0,0,150.934616,177.395935,157.330917,0,G6
0.457934,0,1.086356,1.142374,1.031407,0,0,158.989349,177.59906,160.442383,0,G6
0.374892,0,1.063441,1.134378,1.008969,0,0,155.897583,177.293472,155.1492,0,G6
0.701891,1.287261,0,0,0,1.554972,149.040085,0,0,0,146.485718,G7
-0.820075,1.000002,0,0,0,0,159.449646,0,0,0,115.350243,G7
-0.818262,0.999996,0,0,0,0,156.616699,0,0,0,112.32476,G7
0.768414,1.326048,0,0,0,1.579405,149.224228,0,0,0,142.65799,G7
