@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,4,22'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11000,0.010476,-0.247856,G4
11000,0.01065,-0.551376,G4
11000,0.010661,-0.395145,G4
11000,0.017065,0.214681,G4
11000,0.016712,0.042194,G4
1100,0.016788,0.041601,G5
1100,0.016886,0.078482,G5
1100,0.017352,0.294631,G5
1100,0.01326,0.21038,G5
1100,0.016477,0.427865,G5
1100,0.016847,0.006204,G5
1100,0.016809,-0.143872,G5
1100,0.018528,0.101422,G5
1100,0.017781,0.569412,G5
1100,0.017231,0.213745,G5
1110,0.015592,0.224582,G6
1110,0.016209,0.13325,G6
1110,0.01567,0.241294,G6
1110,0.014326,0.11027,G6
1110,0.014515,0.106367,G6
1110,0.012976,0.621728,G6
1110,0.012967,0.52339,G6
1110,0.013893,0.442841,G6
1110,0.011418,0.556809,G6
1110,0.014028,0.5139,G6
10001,0.010612,0.730335,G7
10001,0.010154,-0.055232,G7
10001,0.010363,-0.074309,G7
10001,0.010019,0.459548,G7
10001,0.010007,0.156306,G7
10001,0.010192,-0.011124,G7
10001,0.009714,0.05508,G7
10001,0.0115,0.818824,G7
10001,0.00987,0.268694,G7
10001,0.010257,0.520851,G7
11001,0.010319,0.443635,G8
11001,0.009411,0.09077,G8
11001,0.009746,0.468985,G8
11001,0.009429,-0.164005,G8
11001,0.009713,0.428036,G8
11001,0.009941,0.147076,G8
11001,0.01037,0.576803,G8
11001,0.010276,0.1909,G8
11001,0.010529,0.145891,G8
11001,0.010406,0.510261,G8
11111,0.008084,1.06497,G9
11111,0.008211,0.895018,G9
11111,0.008098,0.595696,G9
11111,0.008204,1.069266,G9
11111,0.008105,0.8561,G9
11111,0.007831,0.490497,G9
11111,0.008011,1.025218,G9
11111,0.007937,0.925737,G9
11111,0.007892,0.775444,G9
11111,0.008156,1.016059,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,0.024175,-0.008628,G0
1101,0.013,0.509244,G0
1101,0.013446,0.594434,G0
1101,0.013456,0.44082,G0
1101,0.012738,0.351001,G0
1101,0.013126,0.321227,G0
1101,0.012857,0.324205,G0
1101,0.01325,0.545601,G0
1101,0.013314,0.559776,G0
1101,0.013604,0.567607,G0
1000,0,0,G2
1000,0,0,G2
1000,0,0,G2
1000,1,-0.248304,G2
1000,1,-0.362474,G2
1000,0,0,G2
1000,1,-0.351167,G2
1000,0.017633,-0.078576,G2
1000,1,-0.133472,G2
1000,1,-0.251653,G2
1,1,0.190275,G3
1,1,0.187176,G3
1,0.017241,0.325798,G3
1,0.017467,0.436097,G3
1,1,0.1556,G3
1,1,0.222859,G3
1,1,0.309264,G3
1,0.016905,0.511787,G3
1,0.018043,0.472732,G3
1,1,0.25354,G3
11000,0.017477,-0.000021,G4
11000,0.011343,-0.102365,G4
11000,0.017351,0.120058,G4
11000,0.01216,-0.286956,G4
11000,0.01233,-0.310827,G4
11000,0.012639,-0.230822,G4
11000,0.012517,-0.228206,G4
11000,0.012831,-0.186455,G4
11000,0.014258,-0.296336,G4
11000,0.017062,0.03582,G4
1100,0.021052,0.139558,G5
1100,0.022052,0.147804,G5
1100,0.022395,0.222824,G5
1100,0.031525,0.347617,G5
1100,0.021207,0.102128,G5
1100,0.020503,-0.028735,G5
1100,0.02077,-0.027244,G5
1100,0.020459,-0.057109,G5
1100,0.021021,0.043641,G5
1100,0.02039,0.054236,G5
1110,0.015135,0.389652,G6
1110,0.014573,0.350061,G6
1110,0.013595,0.478049,G6
1110,0.013738,0.492278,G6
1110,0.013736,0.141816,G6
1110,0.013928,0.147993,G6
1110,0.013876,0.180721,G6
1110,0.013807,0.414376,G6
1110,0.01415,0.364131,G6
1110,0.014919,0.470769,G6
10001,0.011148,1.317109,G7
10001,0.011434,1.153869,G7
10001,0.011219,1.214387,G7
10001,0.010902,1.065491,G7
10001,0.010432,0.879429,G7
10001,0.010954,1.01482,G7
10001,0.011662,1.369463,G7
10001,0.011852,1.432197,G7
10001,0.011112,1.249366,G7
10001,0.010802,1.081735,G7
11001,0.009672,0.545486,G8
11001,0.009761,0.99161,G8
11001,0.009541,1.115991,G8
11001,0.009822,0.982328,G8
11001,0.009685,0.803399,G8
11001,0.009611,1.208049,G8
11001,0.009718,1.180364,G8
11001,0.009771,1.076684,G8
11001,0.009682,0.999644,G8
11001,0.009763,0.707696,G8
11111,0.008987,1.027946,G9
11111,0.008941,0.892321,G9
11111,0.008827,0.872778,G9
11111,1,-0.985285,G9
11111,0.008749,0.988456,G9
11111,0.008624,0.866844,G9
11111,0.008786,0.99683,G9
11111,0.008948,0.891538,G9
11111,0.008825,1.019123,G9
11111,0.008881,1.063152,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,0.013042,0.886732,G0
1101,0.011495,0.547338,G0
1101,0.010895,0.351789,G0
1101,0.016768,0.546105,G0
1101,0.012894,0.874791,G0
1101,0.012687,0.72639,G0
1101,0.016537,0.537521,G0
1101,0.012489,0.671723,G0
1101,0.012102,0.73589,G0
1101,0.011832,0.455441,G0
1000,1,-0.395436,G2
1000,0,0,G2
1000,0,0,G2
1000,1,-0.266284,G2
1000,1,-0.467012,G2
1000,1,-0.568667,G2
1000,1,-0.449082,G2
1000,0,0,G2
1000,1,-0.292297,G2
1000,1,-0.468907,G2
1,0.02319,0.439831,G3
1,0.016277,0.448974,G3
1,0,0,G3
1,0.014628,0.350008,G3
1,0.01504,0.473491,G3
1,1,0.117314,G3
1,1,0.036763,G3
1,0.02276,0.189415,G3
1,0.022718,0.369277,G3
1,0.024239,0.465191,G3
11000,0.012037,-0.228333,G4
11000,0.018735,0.188088,G4
11000,0.012,-0.181789,G4
11000,0.011555,-0.336539,G4
11000,0.011652,-0.375696,G4
11000,0.011781,-0.30021,G4
11000,0.011935,-0.217853,G4
11000,0.011958,-0.25502,G4
11000,0.018791,0.12973,G4
11000,0.017666,0.112282,G4
1100,0.019785,-0.063756,G5
1100,0.020119,0.19679,G5
1100,0.01997,0.059605,G5
1100,0.020287,0.042598,G5
1100,0.020168,-0.126182,G5
1100,0.019834,-0.051169,G5
1100,0.019846,0.168148,G5
1100,0.020116,0.135939,G5
1100,0.020067,0.143817,G5
1100,0.019847,-0.004519,G5
1110,0.014743,0.352671,G6
1110,0.015098,0.217343,G6
1110,0.014547,0.277276,G6
1110,0.014449,0.315888,G6
1110,0.014934,0.373073,G6
1110,0.014813,0.34865,G6
1110,0.015164,0.178631,G6
1110,0.014885,0.194414,G6
1110,0.015116,0.374784,G6
1110,0.014977,0.331614,G6
10001,0.010438,1.210704,G7
10001,0.010795,1.430695,G7
10001,0.010652,1.418604,G7
10001,0.010717,1.433596,G7
10001,0.011471,1.528859,G7
10001,0.011236,1.484964,G7
10001,0.010897,1.29005,G7
10001,0.010884,1.387429,G7
10001,0.010807,1.302124,G7
10001,0.011076,1.287866,G7
11001,0.011049,1.13941,G8
11001,0.0108,1.244691,G8
11001,0.011102,1.38209,G8
11001,0.011007,1.287421,G8
11001,0.010856,1.18762,G8
11001,0.009815,0.568574,G8
11001,0.012549,0.143787,G8
11001,0.012129,0.362933,G8
11001,0.01254,0.717445,G8
11001,0.00966,0.756468,G8
11111,0.009456,0.930666,G9
11111,0.009113,0.984521,G9
11111,0.008982,0.96534,G9
11111,0.009393,1.020055,G9
11111,0.010939,0.606628,G9
11111,0.009364,0.964729,G9
11111,0.009404,0.968442,G9
11111,0.009125,0.984573,G9
11111,0.009162,1.063021,G9
11111,0.011123,0.893148,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,1,-0.123649,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,0.015583,0.560978,G0
1101,0.011402,0.700698,G0
1101,0.011398,0.649385,G0
1101,0.011594,0.754909,G0
1101,0.013536,0.983468,G0
1101,0.011151,0.766188,G0
1101,0.011191,0.677561,G0
1101,0.011357,0.782363,G0
1101,0.010831,0.935835,G0
1101,0.013881,1.042902,G0
1000,1,0.082901,G2
1000,0.020163,0.06255,G2
1000,1,-0.146893,G2
1000,1,-0.116136,G2
1000,0.02079,0.079941,G2
1000,1,-0.099074,G2
1000,1,-0.077608,G2
1000,1,-0.044573,G2
1000,1,-0.15065,G2
1000,1,-0.132626,G2
1,1,0.011443,G3
1,0,0,G3
1,1,0.232822,G3
1,1,0.254014,G3
1,1,0.161145,G3
1,1,0.139832,G3
1,0.015459,0.348557,G3
1,0.024163,0.232993,G3
1,1,0.292268,G3
1,1,0.031611,G3
11000,0.01132,0.000218,G4
11000,0.010736,-0.062194,G4
11000,0.011071,0.027395,G4
11000,0.0114,-0.107223,G4
11000,0.011556,-0.03914,G4
11000,0.017567,0.308168,G4
11000,0.011834,0.099385,G4
11000,0.011023,-0.137127,G4
11000,0.017425,0.278909,G4
11000,0.011751,0.152046,G4
1100,0.015008,0.253866,G5
1100,0.014457,0.207207,G5
1100,0.014868,0.131845,G5
1100,0.013079,0.417831,G5
1100,0.015642,0.465765,G5
1100,0.014786,0.36592,G5
1100,0.01504,0.254988,G5
1100,0.02011,0.494482,G5
1100,0.02342,0.670536,G5
1100,0.015389,0.451246,G5
1110,0.015161,0.620535,G6
1110,0.013325,0.340796,G6
1110,0.013629,0.460172,G6
1110,0.014153,0.335342,G6
1110,0.014974,0.390321,G6
1110,0.014878,0.513536,G6
1110,0.014263,0.466713,G6
1110,0.01452,0.367528,G6
1110,0.014403,0.423515,G6
1110,0.015611,0.610478,G6
10001,0.011984,1.036433,G7
10001,0.011156,1.194456,G7
10001,0.010727,1.227138,G7
10001,0.011904,1.452045,G7
10001,0.011072,0.955925,G7
10001,0.011558,0.826892,G7
10001,0.010878,0.862414,G7
10001,0.010501,0.779082,G7
10001,0.010635,0.614866,G7
10001,0.011445,0.746833,G7
11001,0.012229,0.642406,G8
11001,0.011917,0.691796,G8
11001,0.011702,0.851184,G8
11001,0.011597,0.620343,G8
11001,0.010948,0.529633,G8
11001,0.01127,0.626107,G8
11001,0.011619,0.793669,G8
11001,0.011397,0.799647,G8
11001,0.011659,0.815534,G8
11001,0.015045,0.457876,G8
11111,0.011028,1.016714,G9
11111,0.009949,0.940934,G9
11111,0.010189,0.820475,G9
11111,0.011212,1.013903,G9
11111,0.010182,1.098606,G9
11111,0.009492,0.951457,G9
11111,0.009211,0.676148,G9
11111,0.010216,0.798898,G9
11111,0.010888,1.13354,G9
11111,0.010339,1.143635,G9
0,0.018991,0.669171,G1
0,0,0,G1
0,1,0.566101,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,0.011154,0.428427,G0
1101,0.01162,0.600893,G0
1101,0.011376,0.585449,G0
1101,0.016074,0.347165,G0
1101,0.011033,0.412131,G0
1101,0.01112,0.708656,G0
1101,0.011141,0.767946,G0
1101,0.016025,0.709577,G0
1101,0.01572,0.516266,G0
1101,0.010908,0.518959,G0
1000,0.036082,1.912317,G2
1000,0,0,G2
1000,0,0,G2
1000,1,0.838413,G2
1000,0,0,G2
1000,1,0.440294,G2
1000,1,-0.301824,G2
1000,1,-0.38944,G2
1000,1,-0.344222,G2
1000,1,-0.241185,G2
1,1,-0.199055,G3
1,0.017628,0.074395,G3
1,0,0,G3
1,1,0.048779,G3
1,1,0.195088,G3
1,1,0.049099,G3
1,1,0.060909,G3
1,1,0.002198,G3
1,1,-0.014611,G3
1,1,-0.172701,G3
11000,0.027495,-0.072026,G4
11000,0.012179,-0.35709,G4
11000,0.023979,-0.057814,G4
11000,0.012371,-0.306567,G4
11000,0.011632,-0.456731,G4
11000,0.011963,-0.538603,G4
11000,0.012571,-0.49363,G4
11000,0.022713,0.315553,G4
11000,0.012888,-0.274237,G4
11000,0.034152,-0.071735,G4
1100,0.02039,0.344217,G5
1100,0.019394,0.00125,G5
1100,0.019014,-0.104991,G5
1100,0.019206,0.100275,G5
1100,0.019641,0.230157,G5
1100,0.020034,0.20059,G5
1100,0.018406,-0.008094,G5
1100,0.015375,0.279717,G5
1100,0.019417,0.184218,G5
1100,0.019508,0.29544,G5
1110,0.02997,0.516782,G6
1110,0.015697,0.139307,G6
1110,0.015816,0.094906,G6
1110,0.015631,-0.129805,G6
1110,0.052611,0.465319,G6
1110,0.016834,0.181402,G6
1110,0.018884,0.274874,G6
1110,0.016977,0.13395,G6
1110,0.033821,0.005638,G6
1110,0.01103,0.317525,G6
10001,0.013018,0.623048,G7
10001,0.011292,0.627914,G7
10001,0.012412,0.587678,G7
10001,0.011606,0.531465,G7
10001,0.011732,0.683781,G7
10001,0.011921,0.727063,G7
10001,0.011871,0.559888,G7
10001,0.011567,0.408152,G7
10001,0.050177,1.685299,G7
10001,0.046378,1.697408,G7
11001,0.012986,0.496928,G8
11001,0.011998,0.350388,G8
11001,0.012695,0.26795,G8
11001,0.012879,0.356405,G8
11001,0.013162,0.538121,G8
11001,0.012941,0.285648,G8
11001,0.01283,0.095009,G8
11001,0.012804,0.063922,G8
11001,0.013011,0.273822,G8
11001,0.013227,0.497472,G8
11111,0.009618,1.037722,G9
11111,0.00954,0.96735,G9
11111,0.009611,0.972766,G9
11111,0.009665,0.967241,G9
11111,0.009683,1.00079,G9
11111,0.009614,0.910479,G9
11111,0.009669,0.776657,G9
11111,0.009657,0.79672,G9
11111,0.009594,1.012155,G9
11111,0.009706,1.080741,G9
