@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,6,18-22'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute fingersAreas numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
2,10001,66.771965,2.684536,0,0,0,G7
2,10001,65.038383,3.192102,0,0,0,G7
2,10001,66.394348,2.425123,0,0,0,G7
4,11001,20.396193,4.764359,3.880919,4.396766,0,G8
3,11001,25.542887,4.097537,3.117222,0,0,G8
3,11001,27.315542,4.031798,3.459741,0,0,G8
3,11001,24.433315,4.222198,3.638376,0,0,G8
3,11001,26.35997,4.287391,3.475688,0,0,G8
3,11001,24.703197,3.915275,3.114105,0,0,G8
3,11001,26.63711,3.855591,2.969091,0,0,G8
3,11001,25.718967,3.97739,3.212373,0,0,G8
3,11001,25.982103,4.61943,3.876088,0,0,G8
3,11001,25.234972,3.191657,2.373737,0,0,G8
5,11111,15.185007,2.649596,2.737096,1.964551,2.425604,G9
5,11111,15.276175,2.549188,2.719091,1.952886,2.46722,G9
5,11111,15.187655,2.785559,2.799219,1.841744,2.370723,G9
4,11111,19.015265,2.495109,2.557856,2.205323,0,G9
5,11111,15.613431,2.684768,2.793168,1.872318,2.433289,G9
5,11111,15.682833,3.487632,3.696452,2.991677,3.503557,G9
5,11111,15.486366,3.255954,3.460378,2.607853,3.168638,G9
4,11111,18.255842,3.248523,3.31209,2.819771,0,G9
5,11111,9.37676,3.25262,3.401956,3.194432,2.644456,G9
4,11111,18.710051,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3,1101,23.849249,2.331832,1.754914,0,0,G0
3,1101,24.9988,2.427099,1.933388,0,0,G0
3,1101,24.508358,2.528678,1.965183,0,0,G0
2,1101,54.984791,1.949924,0,0,0,G0
3,1101,25.160847,2.668672,2.077415,0,0,G0
3,1101,25.775015,2.462442,1.884354,0,0,G0
3,1101,24.676746,2.474867,1.965286,0,0,G0
3,1101,23.645828,2.480407,1.967646,0,0,G0
1,1101,1,0,0,0,0,G0
3,1101,23.794411,2.587882,1.998994,0,0,G0
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
2,1000,33.111378,1.731921,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,11000,1,0,0,0,0,G4
3,11000,20.527178,2.763506,1.882963,0,0,G4
3,11000,20.604887,2.481959,1.613256,0,0,G4
2,11000,61.082603,1.903705,0,0,0,G4
2,11000,57.431267,1.909232,0,0,0,G4
2,11000,54.200619,1.774987,0,0,0,G4
2,11000,54.161648,1.817703,0,0,0,G4
2,11000,56.480007,1.506748,0,0,0,G4
2,11000,57.925606,1.917948,0,0,0,G4
2,11000,56.000134,2.214837,0,0,0,G4
2,1100,26.642244,1.650699,0,0,0,G5
2,1100,37.154068,1.923573,0,0,0,G5
2,1100,34.104729,1.820373,0,0,0,G5
1,1100,1,0,0,0,0,G5
2,1100,26.021835,1.869305,0,0,0,G5
2,1100,24.800642,1.607996,0,0,0,G5
1,1100,1,0,0,0,0,G5
2,1100,26.962458,1.798481,0,0,0,G5
2,1100,26.692886,1.733206,0,0,0,G5
2,1100,26.765795,1.642731,0,0,0,G5
3,1110,20.256214,2.201002,1.982784,0,0,G6
3,1110,17.047852,2.608777,2.453556,0,0,G6
3,1110,16.729675,2.11624,1.918045,0,0,G6
3,1110,17.787954,2.530725,2.330842,0,0,G6
3,1110,17.265451,2.629942,2.44507,0,0,G6
3,1110,16.213783,2.457115,2.297291,0,0,G6
3,1110,20.062643,2.403111,2.196668,0,0,G6
3,1110,22.757629,2.286544,2.063041,0,0,G6
3,1110,21.377962,2.531724,2.296187,0,0,G6
3,1110,20.55521,2.13933,1.900911,0,0,G6
2,10001,65.847382,2.737714,0,0,0,G7
1,10001,1,0,0,0,0,G7
1,10001,1,0,0,0,0,G7
2,10001,68.86422,2.5989,0,0,0,G7
2,10001,71.958382,2.74876,0,0,0,G7
2,10001,67.966751,3.073532,0,0,0,G7
2,10001,65.299904,2.993518,0,0,0,G7
2,10001,65.007561,2.465016,0,0,0,G7
2,10001,65.652946,2.564542,0,0,0,G7
2,10001,65.71978,2.686135,0,0,0,G7
4,11001,19.692427,3.499493,2.401753,2.976589,0,G8
3,11001,26.485064,3.340404,2.497936,0,0,G8
3,11001,26.629318,2.820648,2.086836,0,0,G8
4,11001,20.762381,3.620735,2.371606,2.890845,0,G8
3,11001,25.938713,3.513155,2.780068,0,0,G8
3,11001,26.409336,3.115993,2.311466,0,0,G8
3,11001,27.467936,2.535746,1.64341,0,0,G8
3,11001,26.583305,2.50407,1.585721,0,0,G8
4,11001,18.89397,2.814799,1.813369,1.99695,0,G8
3,11001,25.939802,3.111614,2.325379,0,0,G8
5,11111,9.527532,2.295031,2.456929,2.271876,1.747492,G9
5,11111,9.668103,2.568736,2.714351,2.519471,2.006902,G9
5,11111,9.613049,2.435565,2.577415,2.393749,1.891648,G9
5,11111,9.570864,2.247694,2.411663,2.225646,1.710008,G9
5,11111,9.555344,2.900245,3.049588,2.873989,2.364183,G9
5,11111,9.51868,2.869842,2.977826,2.789334,2.22542,G9
5,11111,9.576638,3.435466,3.509477,3.323218,2.884544,G9
5,11111,9.988613,2.36952,2.5109,2.3356,1.822936,G9
5,11111,9.809388,1.909025,2.067713,1.870655,1.363011,G9
5,11111,9.195293,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3,1101,26.168962,2.46029,1.921464,0,0,G0
3,1101,26.312696,2.313767,1.812873,0,0,G0
3,1101,27.028696,2.666554,2.133013,0,0,G0
2,1101,36.385403,1.576564,0,0,0,G0
3,1101,26.946838,2.585765,2.025676,0,0,G0
3,1101,26.449289,2.311467,1.794502,0,0,G0
3,1101,26.165817,1.871524,1.276168,0,0,G0
3,1101,26.78388,2.100502,1.545845,0,0,G0
3,1101,26.587257,2.41489,1.872662,0,0,G0
3,1101,26.258286,2.518441,1.986993,0,0,G0
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
2,11000,58.086987,2.226848,0,0,0,G4
2,11000,57.091476,2.091455,0,0,0,G4
2,11000,56.859406,2.309088,0,0,0,G4
2,11000,57.191746,2.10137,0,0,0,G4
2,11000,55.289829,1.629287,0,0,0,G4
2,11000,57.419991,1.988332,0,0,0,G4
2,11000,55.999855,1.993403,0,0,0,G4
2,11000,57.919682,1.887173,0,0,0,G4
2,11000,55.645729,1.825598,0,0,0,G4
2,11000,58.284771,2.089965,0,0,0,G4
2,1100,31.363859,1.696082,0,0,0,G5
2,1100,31.544939,1.612026,0,0,0,G5
2,1100,30.578329,1.956828,0,0,0,G5
1,1100,1,0,0,0,0,G5
2,1100,30.718582,1.485219,0,0,0,G5
2,1100,31.152681,1.79561,0,0,0,G5
2,1100,30.603867,1.55432,0,0,0,G5
0,1100,0,0,0,0,0,G5
1,1100,1,0,0,0,0,G5
1,1100,1,0,0,0,0,G5
3,1110,21.632675,1.935494,1.740907,0,0,G6
3,1110,21.888054,2.233067,1.997889,0,0,G6
3,1110,21.601242,2.168793,1.965827,0,0,G6
3,1110,21.487022,2.436686,2.202429,0,0,G6
3,1110,21.360723,2.018919,1.673655,0,0,G6
3,1110,21.818707,1.681442,1.389185,0,0,G6
2,1110,46.536037,2.028868,0,0,0,G6
3,1110,22.232635,2.391707,2.120616,0,0,G6
3,1110,22.062029,2.04029,1.663921,0,0,G6
3,1110,21.714144,1.785106,1.438898,0,0,G6
2,10001,72.915581,3.133171,0,0,0,G7
2,10001,71.795464,2.594362,0,0,0,G7
1,10001,1,0,0,0,0,G7
2,10001,74.483971,2.82082,0,0,0,G7
2,10001,72.88903,2.46161,0,0,0,G7
2,10001,71.345612,2.845204,0,0,0,G7
2,10001,72.90947,3.41128,0,0,0,G7
2,10001,73.319832,3.56129,0,0,0,G7
2,10001,71.310219,2.794676,0,0,0,G7
2,10001,72.125488,2.61602,0,0,0,G7
3,11001,31.338329,2.624343,2.042938,0,0,G8
3,11001,29.624895,2.447461,1.868098,0,0,G8
4,11001,20.945076,3.949168,2.764974,3.501531,0,G8
3,11001,27.066563,3.400753,2.810094,0,0,G8
4,11001,20.89237,2.7427,1.688276,2.20641,0,G8
3,11001,30.838646,2.628447,2.078841,0,0,G8
3,11001,33.216892,3.194303,2.670617,0,0,G8
4,11001,19.724712,3.969992,2.720676,3.315387,0,G8
3,11001,26.856787,2.487278,1.777734,0,0,G8
3,11001,28.943487,1.884584,1.286888,0,0,G8
5,11111,9.225645,3.425827,3.667395,3.412279,2.819075,G9
5,11111,8.554334,2.381643,2.581324,2.343382,1.746534,G9
5,11111,7.527702,3.471379,3.682538,3.447838,2.80983,G9
5,11111,9.265546,4.868867,4.908283,4.713198,4.195436,G9
5,11111,13.013872,3.081616,3.178167,3.01303,2.652378,G9
5,11111,7.865595,3.544664,3.804386,3.548612,2.892885,G9
5,11111,7.158701,3.872543,4.08072,3.81959,3.122391,G9
5,11111,8.319952,3.909482,4.140677,3.748071,3.066411,G9
5,11111,9.097486,5.148542,5.337552,4.876584,4.493115,G9
5,11111,7.326109,4.447258,4.685953,4.366793,3.618086,G9
1,0,1,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,0,1,0,0,0,0,G1
3,1101,23.832621,2.926789,2.474452,0,0,G0
3,1101,24.683174,3.350957,2.904597,0,0,G0
3,1101,24.046339,3.373737,2.910336,0,0,G0
3,1101,24.023407,3.485087,3.020705,0,0,G0
3,1101,24.130436,3.161777,2.695114,0,0,G0
3,1101,24.313951,3.012733,2.538603,0,0,G0
3,1101,24.521149,2.381183,1.93698,0,0,G0
3,1101,24.014828,2.157017,1.677868,0,0,G0
3,1101,23.529587,2.442111,1.956667,0,0,G0
3,1101,23.898355,3.549635,3.075332,0,0,G0
1,1000,1,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
2,1,8.506701,1.792009,0,0,0,G3
2,1,7.927714,3.862826,0,0,0,G3
2,1,10.126935,4.240448,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
3,1,23.497416,5.172917,3.12756,0,0,G3
2,1,5.273829,1.351454,0,0,0,G3
2,11000,59.469852,1.825454,0,0,0,G4
2,11000,61.977364,3.530479,0,0,0,G4
3,11000,17.686871,2.823166,1.789742,0,0,G4
3,11000,16.85124,2.985475,1.92139,0,0,G4
2,11000,59.102325,2.781123,0,0,0,G4
2,11000,58.927902,2.479631,0,0,0,G4
2,11000,55.643902,0.202044,0,0,0,G4
3,11000,16.527731,1.493393,0.439401,0,0,G4
3,11000,16.144819,2.211322,1.09341,0,0,G4
2,11000,58.243668,1.693353,0,0,0,G4
3,1100,11.685607,2.849931,1.6898,0,0,G5
3,1100,12.096399,4.204533,3.058822,0,0,G5
2,1100,20.38121,2.173409,0,0,0,G5
3,1100,13.059745,3.050927,1.876142,0,0,G5
2,1100,18.398626,1.915887,0,0,0,G5
2,1100,20.161581,1.753098,0,0,0,G5
2,1100,20.579874,1.87132,0,0,0,G5
2,1100,21.918484,1.346594,0,0,0,G5
2,1100,21.838837,1.665338,0,0,0,G5
2,1100,22.028656,1.840373,0,0,0,G5
3,1110,16.657824,1.204062,0.983169,0,0,G6
3,1110,17.518053,2.913443,2.706537,0,0,G6
3,1110,18.369394,2.088527,1.920591,0,0,G6
3,1110,17.416874,1.895619,1.628823,0,0,G6
3,1110,17.6022,2.328691,2.138463,0,0,G6
3,1110,17.486063,2.542425,2.384473,0,0,G6
3,1110,17.368622,2.682917,2.478087,0,0,G6
3,1110,16.699467,2.105669,1.864582,0,0,G6
3,1110,16.363829,1.014004,0.760149,0,0,G6
3,1110,16.45619,1.259691,1.014012,0,0,G6
2,10001,70.715561,2.658337,0,0,0,G7
2,10001,75.25396,2.951926,0,0,0,G7
2,10001,74.476662,3.571117,0,0,0,G7
2,10001,74.238731,2.269332,0,0,0,G7
3,10001,38.641808,1.167826,1.343747,0,0,G7
3,10001,38.536831,0.945183,1.073059,0,0,G7
3,10001,38.583569,1.138531,1.276008,0,0,G7
2,10001,74.622139,1.81084,0,0,0,G7
2,10001,73.155258,2.239412,0,0,0,G7
2,10001,71.551888,2.751246,0,0,0,G7
3,11001,26.781996,3.795186,3.131284,0,0,G8
3,11001,28.80545,3.399163,2.724773,0,0,G8
3,11001,28.613096,2.762507,2.035221,0,0,G8
3,11001,27.207085,3.266407,2.555871,0,0,G8
3,11001,27.657455,3.893752,3.172973,0,0,G8
3,11001,27.518652,3.858532,3.128433,0,0,G8
3,11001,27.286549,2.72152,1.954157,0,0,G8
3,11001,28.26943,2.146554,1.408614,0,0,G8
4,11001,22.030617,3.437217,2.458184,2.916452,0,G8
4,11001,19.272738,2.067289,0.945105,1.502088,0,G8
5,11111,8.117502,1.3535,1.42634,1.264298,0.716703,G9
5,11111,10.38061,3.620363,3.733576,3.596873,3.082603,G9
5,11111,10.620007,2.173338,2.24887,2.102067,1.629633,G9
5,11111,10.668647,3.02333,3.11719,2.989051,2.509864,G9
5,11111,10.380974,1.976813,2.054365,1.908625,1.422884,G9
5,11111,10.107798,1.861524,1.935582,1.788355,1.304214,G9
5,11111,10.786802,2.616194,2.687683,2.565133,2.094741,G9
5,11111,10.873189,3.205586,3.278655,3.15305,2.690497,G9
5,11111,10.106714,3.250804,3.323889,3.207144,2.70403,G9
5,11111,8.679494,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2,1101,38.291283,1.908255,0,0,0,G0
3,1101,18.480722,2.364843,2.016806,0,0,G0
3,1101,19.38308,2.737217,2.284793,0,0,G0
3,1101,20.122631,2.494489,2.130704,0,0,G0
3,1101,16.8874,2.415777,2.001437,0,0,G0
3,1101,17.594244,2.78545,2.22594,0,0,G0
3,1101,17.135557,2.604391,2.034541,0,0,G0
3,1101,24.73082,2.306246,1.868377,0,0,G0
3,1101,24.597374,2.94442,2.477288,0,0,G0
3,1101,23.893164,3.083386,2.527724,0,0,G0
0,1000,0,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
4,1000,13.236033,5.532096,5.382208,4.748091,0,G2
0,1000,0,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
2,1000,31.299549,4.714875,0,0,0,G2
0,1000,0,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
2,11000,65.318405,1.572294,0,0,0,G4
2,11000,65.491806,3.001924,0,0,0,G4
2,11000,65.689003,2.33671,0,0,0,G4
2,11000,65.159004,1.816872,0,0,0,G4
2,11000,65.979103,2.32773,0,0,0,G4
2,11000,66.501663,2.299439,0,0,0,G4
2,11000,64.783302,1.830652,0,0,0,G4
2,11000,64.950844,1.767246,0,0,0,G4
3,11000,16.796658,2.878506,1.778897,0,0,G4
3,11000,18.161686,1.952695,0.867215,0,0,G4
2,1100,31.326227,1.743388,0,0,0,G5
2,1100,31.055428,2.568621,0,0,0,G5
2,1100,30.137165,2.390135,0,0,0,G5
3,1100,13.325322,2.873758,1.788195,0,0,G5
2,1100,31.824545,2.074523,0,0,0,G5
2,1100,31.048302,1.694406,0,0,0,G5
2,1100,31.270361,1.240452,0,0,0,G5
2,1100,28.455935,2.793973,0,0,0,G5
2,1100,29.550285,2.17444,0,0,0,G5
2,1100,30.557974,2.096606,0,0,0,G5
3,1110,16.533199,1.500206,1.310854,0,0,G6
3,1110,16.692812,1.981838,1.819964,0,0,G6
3,1110,16.806068,2.642686,2.498379,0,0,G6
3,1110,18.324083,2.455272,2.334549,0,0,G6
3,1110,18.348501,1.130134,0.958816,0,0,G6
3,1110,20.432085,2.084084,1.89303,0,0,G6
3,1110,20.292376,2.407833,2.255274,0,0,G6
3,1110,19.460609,2.560258,2.461431,0,0,G6
4,1110,10.994694,1.739976,1.626955,0.559517,0,G6
3,1110,18.556179,2.637288,2.472481,0,0,G6
3,10001,35.495674,2.310038,1.971678,0,0,G7
3,10001,35.866348,2.604583,2.621128,0,0,G7
2,10001,75.422852,3.480368,0,0,0,G7
2,10001,74.180641,3.467479,0,0,0,G7
2,10001,74.219231,2.866975,0,0,0,G7
2,10001,74.716354,2.521095,0,0,0,G7
3,10001,36.625576,2.89088,2.802563,0,0,G7
3,10001,37.01638,4.098808,3.870747,0,0,G7
3,10001,36.231289,2.0816,1.955405,0,0,G7
3,10001,35.962658,1.599136,1.432605,0,0,G7
3,11001,27.756029,3.040519,2.391638,0,0,G8
3,11001,29.875498,3.386368,2.886837,0,0,G8
3,11001,29.024912,3.743832,3.167696,0,0,G8
3,11001,29.770184,2.200986,1.705628,0,0,G8
3,11001,29.067978,3.173045,2.632283,0,0,G8
3,11001,28.48715,2.401416,1.8465,0,0,G8
3,11001,27.552652,3.00123,2.314212,0,0,G8
3,11001,27.772738,2.411579,1.767465,0,0,G8
3,11001,27.101961,2.09858,1.427324,0,0,G8
3,11001,27.459078,3.148965,2.430719,0,0,G8
5,11111,10.199184,2.938179,3.045091,2.854487,2.317141,G9
5,11111,9.973606,3.10205,3.145814,3.048479,2.49278,G9
5,11111,9.548086,2.907748,2.977066,2.853224,2.296777,G9
5,11111,9.867544,3.283924,3.386206,3.264339,2.709708,G9
5,11111,10.096302,2.807372,2.90635,2.784966,2.266575,G9
5,11111,11.216157,2.820379,2.936428,2.803511,2.31036,G9
5,11111,10.16984,2.742716,2.790142,2.615518,2.059442,G9
5,11111,10.423194,3.603471,3.67582,3.569702,3.069453,G9
5,11111,10.940663,3.105814,3.222828,3.057915,2.57627,G9
5,11111,9.712573,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2,1101,21.734158,3.466743,0,0,0,G0
3,1101,19.993917,3.204088,2.730621,0,0,G0
3,1101,19.555384,2.859435,2.402386,0,0,G0
3,1101,19.365208,3.560318,3.06944,0,0,G0
3,1101,20.266689,3.309568,2.836774,0,0,G0
3,1101,19.79883,2.393359,1.923379,0,0,G0
3,1101,20.033066,2.257071,1.779151,0,0,G0
3,1101,19.965027,1.579032,1.073251,0,0,G0
3,1101,19.920025,2.660591,2.152958,0,0,G0
3,1101,19.343338,3.334086,2.829475,0,0,G0
0,1000,0,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
2,1000,28.548655,1.370667,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
2,1,34.765259,1.447591,0,0,0,G3
2,1,34.224747,1.233397,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
2,1,36.180531,2.017581,0,0,0,G3
2,1,36.066982,0.566015,0,0,0,G3
1,1,1,0,0,0,0,G3
3,11000,16.175514,1.296927,0.371192,0,0,G4
2,11000,60.70116,2.519146,0,0,0,G4
3,11000,17.382874,2.75031,1.723997,0,0,G4
2,11000,54.685745,2.395666,0,0,0,G4
2,11000,53.386639,2.815108,0,0,0,G4
2,11000,51.185894,1.393766,0,0,0,G4
2,11000,51.708252,1.300148,0,0,0,G4
2,11000,51.193108,1.216594,0,0,0,G4
2,11000,44.698925,1.197391,0,0,0,G4
3,11000,16.62011,1.29919,0.383091,0,0,G4
2,1100,25.002468,2.986548,0,0,0,G5
2,1100,23.565407,2.595356,0,0,0,G5
2,1100,23.554926,2.719604,0,0,0,G5
3,1100,15.145056,1.520247,2.604178,0,0,G5
2,1100,24.546116,1.674201,0,0,0,G5
2,1100,25.215828,1.848292,0,0,0,G5
2,1100,24.850992,2.322742,0,0,0,G5
2,1100,25.214664,2.705819,0,0,0,G5
2,1100,24.994553,3.202811,0,0,0,G5
2,1100,25.369968,3.100928,0,0,0,G5
3,1110,18.557529,0.199118,0.123678,0,0,G6
3,1110,18.255926,1.965673,1.707701,0,0,G6
3,1110,19.867907,1.892295,1.599661,0,0,G6
3,1110,19.679625,2.206771,1.941365,0,0,G6
3,1110,19.505756,1.941874,1.681604,0,0,G6
3,1110,19.208815,1.992829,1.736571,0,0,G6
3,1110,19.328939,2.19402,1.922534,0,0,G6
3,1110,19.36241,2.664763,2.43194,0,0,G6
3,1110,19.149912,1.671507,1.365915,0,0,G6
3,1110,18.686802,0.550751,0.184963,0,0,G6
3,10001,41.65036,0.384534,0.373431,0,0,G7
2,10001,82.720444,0.493516,0,0,0,G7
2,10001,81.116119,0.694488,0,0,0,G7
2,10001,80.926994,1.143306,0,0,0,G7
2,10001,80.907379,1.247574,0,0,0,G7
3,10001,41.784081,0.106801,0.179195,0,0,G7
2,10001,82.205833,0.232696,0,0,0,G7
2,10001,81.500969,0.037135,0,0,0,G7
3,10001,41.573215,0.612904,0.680129,0,0,G7
3,10001,40.703354,0.775925,0.788083,0,0,G7
3,11001,28.566439,3.204638,2.588875,0,0,G8
3,11001,28.018316,2.305337,1.558511,0,0,G8
3,11001,28.954542,2.158606,1.375083,0,0,G8
3,11001,27.851723,2.635837,1.837766,0,0,G8
3,11001,28.691843,3.376349,2.591346,0,0,G8
3,11001,28.550556,2.905275,2.092289,0,0,G8
3,11001,28.659933,3.16208,2.312677,0,0,G8
3,11001,28.599651,2.230921,1.542498,0,0,G8
3,11001,28.649254,1.665813,0.958638,0,0,G8
3,11001,28.403507,2.453095,1.781299,0,0,G8
5,11111,9.350569,2.757621,2.938242,2.803932,2.219361,G9
5,11111,9.392378,2.303982,2.440433,2.29634,1.776484,G9
5,11111,10.128499,2.548765,2.698264,2.565171,2.085964,G9
1,11111,1,0,0,0,0,G9
5,11111,8.479247,2.306974,2.492724,2.341148,1.723,G9
5,11111,9.791775,2.469249,2.63335,2.481777,1.916036,G9
5,11111,9.295431,2.455916,2.642896,2.49847,1.939686,G9
5,11111,9.519137,3.636585,3.818588,3.671304,3.11106,G9
5,11111,9.536864,3.58542,3.74994,3.623787,3.021146,G9
5,11111,9.057203,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2,1101,53.716637,3.809917,0,0,0,G0
3,1101,24.80554,2.639111,2.249943,0,0,G0
3,1101,25.275877,1.861239,1.610192,0,0,G0
2,1101,34.194141,2.132315,0,0,0,G0
2,1101,51.504112,2.471603,0,0,0,G0
3,1101,21.811625,2.752664,2.156658,0,0,G0
2,1101,35.102348,1.958569,0,0,0,G0
3,1101,21.862902,2.710219,2.109083,0,0,G0
3,1101,22.217758,2.570628,2.039878,0,0,G0
3,1101,22.614595,2.417647,1.897843,0,0,G0
1,1000,1,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
2,1,16.691147,1.789255,0,0,0,G3
3,1,24.849894,0.779619,1.341192,0,0,G3
0,1,0,0,0,0,0,G3
2,1,45.526752,1.07211,0,0,0,G3
2,1,44.197433,1.337974,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
2,1,17.939102,1.310912,0,0,0,G3
2,1,17.850607,1.253729,0,0,0,G3
2,1,15.450723,1.354273,0,0,0,G3
2,11000,57.733547,1.714143,0,0,0,G4
3,11000,16.182154,2.399213,1.396729,0,0,G4
2,11000,58.437904,2.195871,0,0,0,G4
2,11000,59.786705,2.306665,0,0,0,G4
2,11000,58.666309,2.36277,0,0,0,G4
2,11000,57.534866,1.996894,0,0,0,G4
2,11000,58.0098,1.970028,0,0,0,G4
2,11000,57.87122,1.905056,0,0,0,G4
3,11000,15.781429,2.199822,1.106381,0,0,G4
3,11000,16.716682,2.408094,1.332826,0,0,G4
2,1100,26.799511,1.719043,0,0,0,G5
2,1100,26.523029,1.679568,0,0,0,G5
