@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,17-21,22'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute ratio numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,11001,0.011375,5.480635,6.020041,0,0,5.137407,G8
5,11111,0.009301,2.674495,3.467142,3.42099,3.247894,2.651787,G9
5,11111,0.010669,2.786075,4.331477,4.479289,4.214166,3.448234,G9
5,11111,0.009081,1.965601,3.084621,3.221116,3.054302,2.562638,G9
5,11111,0.009167,4.15389,5.105647,5.120188,4.926242,4.246762,G9
5,11111,0.009374,0.817203,1.97503,2.01991,1.812495,1.255303,G9
4,11111,0.010555,1.384658,2.098935,2.041083,1.80605,0,G9
5,11111,0.009925,3.601786,4.696747,4.803766,4.735086,4.276867,G9
5,11111,0.009157,6.017807,7.086591,7.203006,7.151492,6.706867,G9
5,11111,0.009493,5.221117,6.340759,6.365201,6.127171,5.617724,G9
5,11111,0.009193,3.601325,4.566732,4.599581,4.503874,3.978602,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,0,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,1101,0.011755,0,1.443633,1.679687,0,1.332674,G0
3,1101,0.012031,0,2.316373,2.505263,0,2.023229,G0
3,1101,0.012075,0,2.513523,2.666659,0,2.159433,G0
3,1101,0.011871,0,2.147329,2.285386,0,1.775265,G0
3,1101,0.012626,0,1.726695,2.021174,0,1.665006,G0
3,1101,0.011668,0,2.339178,2.424119,0,1.833871,G0
3,1101,0.011908,0,1.603513,1.869291,0,1.527964,G0
3,1101,0.012328,0,2.166372,2.244421,0,1.813531,G0
3,1101,0.012007,0,1.768159,1.925906,0,1.527198,G0
3,1101,0.011619,0,2.093999,2.235826,0,1.758586,G0
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1,1,0,0,0,0,1.608688,G3
1,1,1,0,0,0,0,2.254209,G3
1,1,1,0,0,0,0,2.441876,G3
1,1,1,0,0,0,0,2.032701,G3
0,1,0,0,0,0,0,0,G3
0,1,0,0,0,0,0,0,G3
0,1,0,0,0,0,0,0,G3
1,1,1,0,0,0,0,2.326077,G3
1,1,1,0,0,0,0,2.131044,G3
1,1,1,0,0,0,0,2.366603,G3
2,11000,0.010671,1.833169,2.137151,0,0,0,G4
2,11000,0.010359,1.966945,2.314631,0,0,0,G4
2,11000,0.011767,2.453563,2.880613,0,0,0,G4
1,11000,1,1.284406,0,0,0,0,G4
3,11000,0.015074,1.931542,2.476516,0,0,0,G4
1,11000,1,1.361327,0,0,0,0,G4
2,11000,0.010832,0.997638,1.133746,0,0,0,G4
2,11000,0.009896,1.679981,2.040292,0,0,0,G4
2,11000,0.010102,1.817721,2.142984,0,0,0,G4
2,11000,0.010755,1.355574,1.551723,0,0,0,G4
2,1100,0.019291,0,1.355692,1.286835,0,0,G5
1,1100,1,0,1.31139,0,0,0,G5
1,1100,1,0,1.855923,0,0,0,G5
0,1100,0,0,0,0,0,0,G5
2,1100,0.017318,0,1.780371,1.721081,0,0,G5
2,1100,0.016626,0,1.84666,1.734795,0,0,G5
2,1100,0.01844,0,1.234023,1.294113,0,0,G5
2,1100,0.020647,0,1.244284,1.305939,0,0,G5
0,1100,0,0,0,0,0,0,G5
2,1100,0.018844,0,1.181218,1.25409,0,0,G5
3,1110,0.013852,0,2.006508,2.153533,1.995845,0,G6
3,1110,0.013305,0,2.311925,2.442055,2.246718,0,G6
3,1110,0.014167,0,2.017834,2.077801,1.916269,0,G6
3,1110,0.014455,0,2.236663,2.298096,2.077478,0,G6
3,1110,0.013917,0,1.517597,1.66833,1.480218,0,G6
3,1110,0.01544,0,2.019006,2.019825,1.759594,0,G6
3,1110,0.020546,0,1.352494,1.310956,1.256135,0,G6
3,1110,0.012939,0,1.642932,1.775795,1.605941,0,G6
3,1110,0.013425,0,1.35763,1.584066,1.294743,0,G6
3,1110,0.014434,0,1.981714,2.251905,1.984155,0,G6
2,10001,0.010607,3.339941,0,0,0,3.142388,G7
3,10001,0.010792,2.726612,0,0,0,2.653922,G7
3,10001,0.039201,7.899304,0,0,0,0.964787,G7
3,10001,0.011007,2.926727,0,0,0,2.764261,G7
2,10001,0.010328,2.593138,0,0,0,2.570461,G7
3,10001,0.011457,4.11634,0,0,0,3.983932,G7
2,10001,0.012013,3.792433,0,0,0,3.9326,G7
2,10001,0.010542,2.945276,0,0,0,2.684536,G7
2,10001,0.011021,3.113246,0,0,0,3.192102,G7
2,10001,0.010978,2.266715,0,0,0,2.425123,G7
4,11001,0.011977,3.803804,4.764359,0,0,3.880919,G8
3,11001,0.010943,3.288351,4.097537,0,0,3.117222,G8
3,11001,0.010353,3.106524,4.031798,0,0,3.459741,G8
3,11001,0.011148,3.275122,4.222198,0,0,3.638376,G8
3,11001,0.010735,3.630464,4.287391,0,0,3.475688,G8
3,11001,0.011378,3.10248,3.915275,0,0,3.114105,G8
3,11001,0.010599,3.32514,3.855591,0,0,2.969091,G8
3,11001,0.010973,3.234271,3.97739,0,0,3.212373,G8
3,11001,0.010902,3.933917,4.61943,0,0,3.876088,G8
3,11001,0.01119,2.693324,3.191657,0,0,2.373737,G8
5,11111,0.00869,1.500124,2.649596,2.737096,1.964551,2.425604,G9
5,11111,0.008805,1.264069,2.549188,2.719091,1.952886,2.46722,G9
5,11111,0.00888,1.686696,2.785559,2.799219,1.841744,2.370723,G9
4,11111,0.008157,1.461024,2.495109,2.557856,2.205323,0,G9
5,11111,0.008863,1.459282,2.684768,2.793168,1.872318,2.433289,G9
5,11111,0.008569,2.232434,3.487632,3.696452,2.991677,3.503557,G9
5,11111,0.008891,2.020572,3.255954,3.460378,2.607853,3.168638,G9
4,11111,0.008414,2.253848,3.248523,3.31209,2.819771,0,G9
5,11111,0.008162,2.016058,3.25262,3.401956,3.194432,2.644456,G9
4,11111,0.008259,2.400728,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,1101,0.010997,0,2.186371,2.331832,0,1.754914,G0
3,1101,0.010501,0,2.209571,2.427099,0,1.933388,G0
3,1101,0.010776,0,2.318259,2.528678,0,1.965183,G0
2,1101,0.011858,0,2.283682,1.949924,0,0,G0
3,1101,0.01071,0,2.525307,2.668672,0,2.077415,G0
3,1101,0.010442,0,2.273007,2.462442,0,1.884354,G0
3,1101,0.010727,0,2.268166,2.474867,0,1.965286,G0
3,1101,0.011027,0,2.313964,2.480407,0,1.967646,G0
1,1101,1,0,1.671627,0,0,0,G0
3,1101,0.011043,0,2.46249,2.587882,0,1.998994,G0
1,1000,1,0,0.635119,0,0,0,G2
1,1000,1,0,0.955509,0,0,0,G2
1,1000,1,0,0.818895,0,0,0,G2
1,1000,1,0,0.890876,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,1,0,1.074743,0,0,0,G2
1,1000,1,0,0.829774,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
2,1000,0.016282,0,2.555643,0,0,0,G2
1,1000,1,0,0.869108,0,0,0,G2
1,1,1,0,0,0,0,0.940439,G3
1,1,1,0,0,0,0,2.48596,G3
1,1,1,0,0,0,0,2.216718,G3
1,1,1,0,0,0,0,2.063697,G3
1,1,1,0,0,0,0,1.884531,G3
1,1,1,0,0,0,0,1.674197,G3
1,1,1,0,0,0,0,1.57501,G3
1,1,1,0,0,0,0,1.653526,G3
1,1,1,0,0,0,0,1.809224,G3
1,1,1,0,0,0,0,1.55895,G3
1,11000,1,1.764658,0,0,0,0,G4
3,11000,0.014551,1.913408,2.763506,0,0,0,G4
3,11000,0.014566,1.746719,2.481959,0,0,0,G4
2,11000,0.010941,1.491161,1.903705,0,0,0,G4
2,11000,0.011182,1.439109,1.909232,0,0,0,G4
2,11000,0.011336,1.268384,1.774987,0,0,0,G4
2,11000,0.011666,1.460993,1.817703,0,0,0,G4
2,11000,0.011657,1.109057,1.506748,0,0,0,G4
2,11000,0.01138,1.407744,1.917948,0,0,0,G4
2,11000,0.011634,1.768279,2.214837,0,0,0,G4
2,1100,0.019664,0,1.619893,1.650699,0,0,G5
2,1100,0.014532,0,1.821331,1.923573,0,0,G5
2,1100,0.015604,0,1.718175,1.820373,0,0,G5
1,1100,1,0,0.953621,0,0,0,G5
2,1100,0.020069,0,1.80261,1.869305,0,0,G5
2,1100,0.021022,0,1.56352,1.607996,0,0,G5
1,1100,1,0,1.032645,0,0,0,G5
2,1100,0.019412,0,1.732994,1.798481,0,0,G5
2,1100,0.01963,0,1.668959,1.733206,0,0,G5
2,1100,0.019562,0,1.565563,1.642731,0,0,G5
3,1110,0.013107,0,1.985085,2.201002,1.982784,0,G6
3,1110,0.01544,0,2.432953,2.608777,2.453556,0,G6
3,1110,0.015718,0,1.935969,2.11624,1.918045,0,G6
3,1110,0.014902,0,2.313797,2.530725,2.330842,0,G6
3,1110,0.015318,0,2.430544,2.629942,2.44507,0,G6
3,1110,0.01588,0,2.335258,2.457115,2.297291,0,G6
3,1110,0.013119,0,2.245775,2.403111,2.196668,0,G6
3,1110,0.011717,0,2.050643,2.286544,2.063041,0,G6
3,1110,0.012431,0,2.336784,2.531724,2.296187,0,G6
3,1110,0.01289,0,1.969477,2.13933,1.900911,0,G6
2,10001,0.0116,2.457427,0,0,0,2.737714,G7
1,10001,1,2.00795,0,0,0,0,G7
1,10001,1,1.861342,0,0,0,0,G7
2,10001,0.011294,2.50839,0,0,0,2.5989,G7
2,10001,0.010973,2.437953,0,0,0,2.74876,G7
2,10001,0.011744,2.764261,0,0,0,3.073532,G7
2,10001,0.011559,2.644329,0,0,0,2.993518,G7
2,10001,0.011198,2.150742,0,0,0,2.465016,G7
2,10001,0.011495,2.337716,0,0,0,2.564542,G7
2,10001,0.01161,2.408868,0,0,0,2.686135,G7
4,11001,0.01214,2.364511,3.499493,0,0,2.401753,G8
3,11001,0.010342,2.257071,3.340404,0,0,2.497936,G8
3,11001,0.010344,1.818459,2.820648,0,0,2.086836,G8
4,11001,0.01162,2.434068,3.620735,0,0,2.371606,G8
3,11001,0.010689,2.376041,3.513155,0,0,2.780068,G8
3,11001,0.010542,2.091201,3.115993,0,0,2.311466,G8
3,11001,0.010133,1.574285,2.535746,0,0,1.64341,G8
3,11001,0.010362,1.472061,2.50407,0,0,1.585721,G8
4,11001,0.011198,1.593968,2.814799,0,0,1.813369,G8
3,11001,0.010683,2.084312,3.111614,0,0,2.325379,G8
5,11111,0.009401,1.239722,2.295031,2.456929,2.271876,1.747492,G9
5,11111,0.009056,1.47153,2.568736,2.714351,2.519471,2.006902,G9
5,11111,0.00916,1.357605,2.435565,2.577415,2.393749,1.891648,G9
5,11111,0.009228,1.137495,2.247694,2.411663,2.225646,1.710008,G9
5,11111,0.00918,1.821177,2.900245,3.049588,2.873989,2.364183,G9
5,11111,0.009104,1.841502,2.869842,2.977826,2.789334,2.22542,G9
5,11111,0.009687,2.481262,3.435466,3.509477,3.323218,2.884544,G9
5,11111,0.009032,1.339436,2.36952,2.5109,2.3356,1.822936,G9
5,11111,0.009112,0.850618,1.909025,2.067713,1.870655,1.363011,G9
5,11111,0.009408,0.542044,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,1101,0.010461,0,2.329199,2.46029,0,1.921464,G0
3,1101,0.010363,0,2.161692,2.313767,0,1.812873,G0
3,1101,0.010171,0,2.510314,2.666554,0,2.133013,G0
2,1101,0.015402,0,1.876821,1.576564,0,0,G0
3,1101,0.010308,0,2.456724,2.585765,0,2.025676,G0
3,1101,0.010317,0,2.170595,2.311467,0,1.794502,G0
3,1101,0.010817,0,1.739213,1.871524,0,1.276168,G0
3,1101,0.010496,0,1.930357,2.100502,0,1.545845,G0
3,1101,0.010388,0,2.221273,2.41489,0,1.872662,G0
3,1101,0.010418,0,2.354919,2.518441,0,1.986993,G0
1,1000,1,0,1.350897,0,0,0,G2
1,1000,1,0,0.922587,0,0,0,G2
1,1000,1,0,0.833086,0,0,0,G2
1,1000,1,0,0.972287,0,0,0,G2
1,1000,1,0,1.338842,0,0,0,G2
1,1000,1,0,1.430212,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,1,0,0.893258,0,0,0,G2
1,1000,1,0,0.781765,0,0,0,G2
1,1,1,0,0,0,0,1.009142,G3
1,1,1,0,0,0,0,1.82482,G3
1,1,1,0,0,0,0,1.858459,G3
1,1,1,0,0,0,0,1.956282,G3
1,1,1,0,0,0,0,1.826247,G3
1,1,1,0,0,0,0,1.3172,G3
1,1,1,0,0,0,0,0.694113,G3
1,1,1,0,0,0,0,1.303099,G3
1,1,1,0,0,0,0,1.860177,G3
1,1,1,0,0,0,0,1.907171,G3
2,11000,0.011639,2.71989,2.226848,0,0,0,G4
2,11000,0.011862,1.772093,2.091455,0,0,0,G4
2,11000,0.011523,1.95555,2.309088,0,0,0,G4
2,11000,0.011721,1.699678,2.10137,0,0,0,G4
2,11000,0.012125,1.184319,1.629287,0,0,0,G4
2,11000,0.011791,1.582806,1.988332,0,0,0,G4
2,11000,0.011351,1.702291,1.993403,0,0,0,G4
2,11000,0.011431,1.558091,1.887173,0,0,0,G4
2,11000,0.011824,1.504868,1.825598,0,0,0,G4
2,11000,0.011446,1.610083,2.089965,0,0,0,G4
2,1100,0.016832,0,1.691089,1.696082,0,0,G5
2,1100,0.016675,0,1.457577,1.612026,0,0,G5
2,1100,0.017061,0,1.881676,1.956828,0,0,G5
1,1100,1,0,1.601533,0,0,0,G5
2,1100,0.016956,0,1.421956,1.485219,0,0,G5
2,1100,0.016701,0,1.72959,1.79561,0,0,G5
2,1100,0.016971,0,1.424375,1.55432,0,0,G5
0,1100,0,0,0,0,0,0,G5
1,1100,1,0,1.161865,0,0,0,G5
1,1100,1,0,1.310807,0,0,0,G5
3,1110,0.012424,0,1.786001,1.935494,1.740907,0,G6
3,1110,0.012309,0,2.056832,2.233067,1.997889,0,G6
3,1110,0.012357,0,2.030972,2.168793,1.965827,0,G6
3,1110,0.012571,0,2.262521,2.436686,2.202429,0,G6
3,1110,0.012763,0,1.807229,2.018919,1.673655,0,G6
3,1110,0.012316,0,1.538464,1.681442,1.389185,0,G6
2,1110,0.012485,0,2.148839,2.028868,0,0,G6
3,1110,0.012216,0,2.223527,2.391707,2.120616,0,G6
3,1110,0.012516,0,1.824067,2.04029,1.663921,0,G6
3,1110,0.012445,0,1.608488,1.785106,1.438898,0,G6
2,10001,0.010801,2.843188,0,0,0,3.133171,G7
2,10001,0.011388,2.092726,0,0,0,2.594362,G7
1,10001,1,2.119057,0,0,0,0,G7
2,10001,0.0107,2.339879,0,0,0,2.82082,G7
2,10001,0.011124,1.962626,0,0,0,2.46161,G7
2,10001,0.011312,2.434276,0,0,0,2.845204,G7
2,10001,0.011173,3.047875,0,0,0,3.41128,G7
2,10001,0.010702,3.07845,0,0,0,3.56129,G7
2,10001,0.010932,2.424756,0,0,0,2.794676,G7
2,10001,0.010848,2.37546,0,0,0,2.61602,G7
3,11001,0.008996,1.657535,2.624343,0,0,2.042938,G8
3,11001,0.009281,1.435573,2.447461,0,0,1.868098,G8
4,11001,0.011168,2.379813,3.949168,0,0,2.764974,G8
3,11001,0.010148,2.070174,3.400753,0,0,2.810094,G8
4,11001,0.010693,1.483056,2.7427,0,0,1.688276,G8
3,11001,0.009052,1.6683,2.628447,0,0,2.078841,G8
3,11001,0.008512,2.363547,3.194303,0,0,2.670617,G8
4,11001,0.011354,2.493868,3.969992,0,0,2.720676,G8
3,11001,0.010163,1.336743,2.487278,0,0,1.777734,G8
3,11001,0.009547,0.689022,1.884584,0,0,1.286888,G8
5,11111,0.008783,2.249883,3.425827,3.667395,3.412279,2.819075,G9
5,11111,0.008426,1.114731,2.381643,2.581324,2.343382,1.746534,G9
5,11111,0.008556,2.092188,3.471379,3.682538,3.447838,2.80983,G9
5,11111,0.008185,3.504861,4.868867,4.908283,4.713198,4.195436,G9
5,11111,0.007362,2.057277,3.081616,3.178167,3.01303,2.652378,G9
5,11111,0.008676,2.26689,3.544664,3.804386,3.548612,2.892885,G9
5,11111,0.008685,2.537408,3.872543,4.08072,3.81959,3.122391,G9
5,11111,0.008776,2.746417,3.909482,4.140677,3.748071,3.066411,G9
5,11111,0.008702,3.712925,5.148542,5.337552,4.876584,4.493115,G9
5,11111,0.008956,3.086761,4.447258,4.685953,4.366793,3.618086,G9
1,0,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,0,1,0,0,0,0,0,G1
3,1101,0.011307,0,2.766185,2.926789,0,2.474452,G0
3,1101,0.010904,0,3.201227,3.350957,0,2.904597,G0
3,1101,0.011255,0,3.183687,3.373737,0,2.910336,G0
3,1101,0.011287,0,3.29799,3.485087,0,3.020705,G0
3,1101,0.011129,0,3.020676,3.161777,0,2.695114,G0
3,1101,0.011039,0,2.885796,3.012733,0,2.538603,G0
3,1101,0.010968,0,2.217869,2.381183,0,1.93698,G0
3,1101,0.011322,0,1.97218,2.157017,0,1.677868,G0
3,1101,0.01158,0,2.237125,2.442111,0,1.956667,G0
3,1101,0.011329,0,3.370299,3.549635,0,3.075332,G0
1,1000,1,0,1.567418,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,1,0,2.192798,0,0,0,G2
1,1000,1,0,1.708891,0,0,0,G2
1,1000,1,0,1.636446,0,0,0,G2
1,1000,1,0,1.47822,0,0,0,G2
1,1000,1,0,1.392671,0,0,0,G2
1,1000,1,0,1.635734,0,0,0,G2
1,1000,1,0,2.19797,0,0,0,G2
2,1,0.024133,0,0,0,0,1.131812,G3
2,1,0.023477,0,0,0,0,3.205836,G3
2,1,0.021554,0,0,0,0,3.501036,G3
1,1,1,0,0,0,0,2.776576,G3
1,1,1,0,0,0,0,2.932739,G3
1,1,1,0,0,0,0,3.021891,G3
1,1,1,0,0,0,0,1.641522,G3
1,1,1,0,0,0,0,1.123594,G3
3,1,0.039145,0,0,0,0,4.92411,G3
2,1,0.027346,0,0,0,0,0.342219,G3
2,11000,0.010905,1.419267,1.825454,0,0,0,G4
2,11000,0.011146,3.048718,3.530479,0,0,0,G4
3,11000,0.017089,1.87831,2.823166,0,0,0,G4
3,11000,0.017418,2.023882,2.985475,0,0,0,G4
2,11000,0.011381,2.271867,2.781123,0,0,0,G4
2,11000,0.011122,2.047539,2.479631,0,0,0,G4
2,11000,0.013049,0.73462,0.202044,0,0,0,G4
3,11000,0.017487,0.577558,1.493393,0,0,0,G4
3,11000,0.01771,1.175649,2.211322,0,0,0,G4
2,11000,0.011279,1.291662,1.693353,0,0,0,G4
3,1100,0.014206,0,2.710305,2.849931,0,0,G5
3,1100,0.014545,0,3.982131,4.204533,0,0,G5
2,1100,0.025436,0,2.098123,2.173409,0,0,G5
3,1100,0.01414,0,2.938351,3.050927,0,0,G5
2,1100,0.028021,0,1.869534,1.915887,0,0,G5
2,1100,0.02538,0,1.736958,1.753098,0,0,G5
2,1100,0.02514,0,1.816385,1.87132,0,0,G5
2,1100,0.023528,0,1.331739,1.346594,0,0,G5
2,1100,0.023566,0,1.654389,1.665338,0,0,G5
2,1100,0.023388,0,1.82399,1.840373,0,0,G5
3,1110,0.0158,0,1.062592,1.204062,0.983169,0,G6
3,1110,0.015035,0,2.772579,2.913443,2.706537,0,G6
3,1110,0.014336,0,1.956763,2.088527,1.920591,0,G6
3,1110,0.015322,0,1.737123,1.895619,1.628823,0,G6
3,1110,0.015003,0,2.182989,2.328691,2.138463,0,G6
3,1110,0.014944,0,2.435153,2.542425,2.384473,0,G6
3,1110,0.015104,0,2.553732,2.682917,2.478087,0,G6
3,1110,0.015812,0,1.938642,2.105669,1.864582,0,G6
3,1110,0.016373,0,0.843195,1.014004,0.760149,0,G6
3,1110,0.016061,0,1.136007,1.259691,1.014012,0,G6
2,10001,0.010642,2.441465,0,0,0,2.658337,G7
2,10001,0.010463,2.898259,0,0,0,2.951926,G7
2,10001,0.010477,3.48885,0,0,0,3.571117,G7
2,10001,0.010356,2.14554,0,0,0,2.269332,G7
3,10001,0.011348,1.310523,0,0,0,1.167826,G7
3,10001,0.012521,1.142563,0,0,0,0.945183,G7
3,10001,0.011754,1.32374,0,0,0,1.138531,G7
2,10001,0.01052,1.756464,0,0,0,1.81084,G7
2,10001,0.010421,2.118911,0,0,0,2.239412,G7
2,10001,0.010648,2.517555,0,0,0,2.751246,G7
3,11001,0.010382,2.95488,3.795186,0,0,3.131284,G8
3,11001,0.009778,2.537693,3.399163,0,0,2.724773,G8
3,11001,0.009836,1.916413,2.762507,0,0,2.035221,G8
3,11001,0.010311,2.369776,3.266407,0,0,2.555871,G8
3,11001,0.010131,3.012095,3.893752,0,0,3.172973,G8
3,11001,0.01019,3.005118,3.858532,0,0,3.128433,G8
3,11001,0.010273,1.841751,2.72152,0,0,1.954157,G8
3,11001,0.009943,1.294873,2.146554,0,0,1.408614,G8
4,11001,0.010788,2.413974,3.437217,0,0,2.458184,G8
4,11001,0.012367,0.771953,2.067289,0,0,0.945105,G8
5,11111,0.009987,0.174774,1.3535,1.42634,1.264298,0.716703,G9
5,11111,0.008943,2.643448,3.620363,3.733576,3.596873,3.082603,G9
5,11111,0.008941,1.201961,2.173338,2.24887,2.102067,1.629633,G9
5,11111,0.008798,2.046345,3.02333,3.11719,2.989051,2.509864,G9
5,11111,0.008872,0.94206,1.976813,2.054365,1.908625,1.422884,G9
5,11111,0.00901,0.804654,1.861524,1.935582,1.788355,1.304214,G9
5,11111,0.008726,1.646035,2.616194,2.687683,2.565133,2.094741,G9
5,11111,0.00866,2.231783,3.205586,3.278655,3.15305,2.690497,G9
5,11111,0.009008,2.234489,3.250804,3.323889,3.207144,2.70403,G9
5,11111,0.009706,0.93039,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
2,1101,0.014926,0,2.349562,1.908255,0,0,G0
3,1101,0.013496,0,2.240088,2.364843,0,2.016806,G0
3,1101,0.013251,0,2.657343,2.737217,0,2.284793,G0
3,1101,0.012943,0,2.406829,2.494489,0,2.130704,G0
3,1101,0.014201,0,2.285837,2.415777,0,2.001437,G0
3,1101,0.013723,0,2.730561,2.78545,0,2.22594,G0
3,1101,0.014019,0,2.572453,2.604391,0,2.034541,G0
3,1101,0.011053,0,2.203571,2.306246,0,1.868377,G0
3,1101,0.010994,0,2.843352,2.94442,0,2.477288,G0
3,1101,0.01129,0,3.064668,3.083386,0,2.527724,G0
0,1000,0,0,0,0,0,0,G2
1,1000,1,0,3.54445,0,0,0,G2
4,1000,0.00964,0,4.154349,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
2,1000,0.018964,0,4.468385,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,1,0,3.363097,0,0,0,G2
1,1000,1,0,3.076559,0,0,0,G2
1,1000,1,0,3.986492,0,0,0,G2
1,1,1,0,0,0,0,3.011063,G3
1,1,1,0,0,0,0,2.523862,G3
1,1,1,0,0,0,0,2.215978,G3
1,1,1,0,0,0,0,2.314746,G3
1,1,1,0,0,0,0,2.107048,G3
1,1,1,0,0,0,0,2.113102,G3
1,1,1,0,0,0,0,2.365075,G3
1,1,1,0,0,0,0,2.237571,G3
1,1,1,0,0,0,0,2.388552,G3
1,1,1,0,0,0,0,2.27134,G3
2,11000,0.010681,1.017553,1.572294,0,0,0,G4
2,11000,0.010645,2.798666,3.001924,0,0,0,G4
2,11000,0.01056,1.939546,2.33671,0,0,0,G4
2,11000,0.010659,1.390816,1.816872,0,0,0,G4
2,11000,0.01047,1.934932,2.32773,0,0,0,G4
2,11000,0.010476,1.840978,2.299439,0,0,0,G4
2,11000,0.01065,1.265163,1.830652,0,0,0,G4
2,11000,0.010661,1.290655,1.767246,0,0,0,G4
3,11000,0.017065,1.890787,2.878506,0,0,0,G4
3,11000,0.016712,0.902407,1.952695,0,0,0,G4
2,1100,0.016788,0,1.722713,1.743388,0,0,G5
2,1100,0.016886,0,2.581657,2.568621,0,0,G5
2,1100,0.017352,0,2.401241,2.390135,0,0,G5
3,1100,0.01326,0,2.666439,2.873758,0,0,G5
2,1100,0.016477,0,2.087623,2.074523,0,0,G5
2,1100,0.016847,0,1.664791,1.694406,0,0,G5
2,1100,0.016809,0,1.163773,1.240452,0,0,G5
2,1100,0.018528,0,2.72335,2.793973,0,0,G5
2,1100,0.017781,0,2.107367,2.17444,0,0,G5
2,1100,0.017231,0,2.062761,2.096606,0,0,G5
3,1110,0.015592,0,1.42763,1.500206,1.310854,0,G6
3,1110,0.016209,0,1.789716,1.981838,1.819964,0,G6
3,1110,0.01567,0,2.521985,2.642686,2.498379,0,G6
3,1110,0.014326,0,2.382643,2.455272,2.334549,0,G6
3,1110,0.014515,0,1.008187,1.130134,0.958816,0,G6
3,1110,0.012976,0,1.95213,2.084084,1.89303,0,G6
3,1110,0.012967,0,2.326217,2.407833,2.255274,0,G6
3,1110,0.013893,0,2.535329,2.560258,2.461431,0,G6
4,1110,0.011418,0,1.5337,1.739976,1.626955,0,G6
3,1110,0.014028,0,2.560162,2.637288,2.472481,0,G6
3,10001,0.010612,2.33742,0,0,0,2.310038,G7
3,10001,0.010154,2.436615,0,0,0,2.604583,G7
2,10001,0.010363,3.351578,0,0,0,3.480368,G7
2,10001,0.010019,3.344792,0,0,0,3.467479,G7
2,10001,0.010007,2.615469,0,0,0,2.866975,G7
2,10001,0.010192,2.716789,0,0,0,2.521095,G7
3,10001,0.009714,2.669241,0,0,0,2.89088,G7
3,10001,0.0115,4.139066,0,0,0,4.098808,G7
3,10001,0.00987,1.855858,0,0,0,2.0816,G7
3,10001,0.010257,1.419323,0,0,0,1.599136,G7
