@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,5,18-22'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_Y numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1101,0.011908,1.150069,1.869291,1.527964,0,0,G0
1101,0.012328,1.096475,2.244421,1.813531,0,0,G0
1101,0.012007,1.04504,1.925906,1.527198,0,0,G0
1101,0.011619,1.052926,2.235826,1.758586,0,0,G0
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1,1,0.606668,0,0,0,0,G3
1,1,0.674613,0,0,0,0,G3
1,1,0.695482,0,0,0,0,G3
1,1,0.661723,0,0,0,0,G3
1,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,G3
1,1,0.709123,0,0,0,0,G3
1,1,0.704317,0,0,0,0,G3
1,1,0.690093,0,0,0,0,G3
11000,0.010671,1.031965,2.137151,0,0,0,G4
11000,0.010359,1.126038,2.314631,0,0,0,G4
11000,0.011767,1.089101,2.880613,0,0,0,G4
11000,1,0.076166,0,0,0,0,G4
11000,0.015074,1.300608,2.476516,1.548451,0,0,G4
11000,1,0.04864,0,0,0,0,G4
11000,0.010832,1.123193,1.133746,0,0,0,G4
11000,0.009896,1.058137,2.040292,0,0,0,G4
11000,0.010102,1.041764,2.142984,0,0,0,G4
11000,0.010755,1.156947,1.551723,0,0,0,G4
1100,0.019291,0.766375,1.286835,0,0,0,G5
1100,1,0.769145,0,0,0,0,G5
1100,1,0.712485,0,0,0,0,G5
1100,0,0,0,0,0,0,G5
1100,0.017318,0.898188,1.721081,0,0,0,G5
1100,0.016626,0.951567,1.734795,0,0,0,G5
1100,0.01844,0.747147,1.294113,0,0,0,G5
1100,0.020647,0.746853,1.305939,0,0,0,G5
1100,0,0,0,0,0,0,G5
1100,0.018844,0.807061,1.25409,0,0,0,G5
1110,0.013852,0.974883,2.153533,1.995845,0,0,G6
1110,0.013305,0.941199,2.442055,2.246718,0,0,G6
1110,0.014167,0.919969,2.077801,1.916269,0,0,G6
1110,0.014455,0.912956,2.298096,2.077478,0,0,G6
1110,0.013917,0.886854,1.66833,1.480218,0,0,G6
1110,0.01544,0.844682,2.019825,1.759594,0,0,G6
1110,0.020546,0.845279,1.310956,1.256135,0,0,G6
1110,0.012939,0.74577,1.775795,1.605941,0,0,G6
1110,0.013425,0.954471,1.584066,1.294743,0,0,G6
1110,0.014434,1.030164,2.251905,1.984155,0,0,G6
10001,0.010607,0.900033,3.142388,0,0,0,G7
10001,0.010792,1.191589,2.653922,2.880503,0,0,G7
10001,0.039201,2.90838,0.964787,9.783976,0,0,G7
10001,0.011007,1.082551,2.764261,2.89045,0,0,G7
10001,0.010328,1.098608,2.570461,0,0,0,G7
10001,0.011457,1.010494,3.983932,4.172822,0,0,G7
10001,0.012013,0.976073,3.9326,0,0,0,G7
10001,0.010542,1.038161,2.684536,0,0,0,G7
10001,0.011021,0.942478,3.192102,0,0,0,G7
10001,0.010978,0.882407,2.425123,0,0,0,G7
11001,0.011977,1.255788,4.764359,3.880919,4.396766,0,G8
11001,0.010943,1.308586,4.097537,3.117222,0,0,G8
11001,0.010353,0.996916,4.031798,3.459741,0,0,G8
11001,0.011148,1.182118,4.222198,3.638376,0,0,G8
11001,0.010735,1.202946,4.287391,3.475688,0,0,G8
11001,0.011378,1.189858,3.915275,3.114105,0,0,G8
11001,0.010599,1.188416,3.855591,2.969091,0,0,G8
11001,0.010973,1.178473,3.97739,3.212373,0,0,G8
11001,0.010902,1.195559,4.61943,3.876088,0,0,G8
11001,0.01119,0.970092,3.191657,2.373737,0,0,G8
11111,0.00869,1.287582,2.649596,2.737096,1.964551,2.425604,G9
11111,0.008805,1.328144,2.549188,2.719091,1.952886,2.46722,G9
11111,0.00888,1.31177,2.785559,2.799219,1.841744,2.370723,G9
11111,0.008157,1.216364,2.495109,2.557856,2.205323,0,G9
11111,0.008863,1.365156,2.684768,2.793168,1.872318,2.433289,G9
11111,0.008569,1.366577,3.487632,3.696452,2.991677,3.503557,G9
11111,0.008891,1.346891,3.255954,3.460378,2.607853,3.168638,G9
11111,0.008414,1.306442,3.248523,3.31209,2.819771,0,G9
11111,0.008162,1.33326,3.25262,3.401956,3.194432,2.644456,G9
11111,0.008259,1.23662,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.010997,1.090625,2.331832,1.754914,0,0,G0
1101,0.010501,1.115472,2.427099,1.933388,0,0,G0
1101,0.010776,1.112508,2.528678,1.965183,0,0,G0
1101,0.011858,0.98304,1.949924,0,0,0,G0
1101,0.01071,1.013495,2.668672,2.077415,0,0,G0
1101,0.010442,0.979701,2.462442,1.884354,0,0,G0
1101,0.010727,1.070896,2.474867,1.965286,0,0,G0
1101,0.011027,1.072848,2.480407,1.967646,0,0,G0
1101,1,0.796177,0,0,0,0,G0
1101,0.011043,1.139601,2.587882,1.998994,0,0,G0
1000,1,0.904879,0,0,0,0,G2
1000,1,0.830004,0,0,0,0,G2
1000,1,0.933874,0,0,0,0,G2
1000,1,0.834286,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,1,0.941433,0,0,0,0,G2
1000,1,0.958562,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0.016282,1.373732,1.731921,0,0,0,G2
1000,1,0.851933,0,0,0,0,G2
1,1,0.688457,0,0,0,0,G3
1,1,0.968013,0,0,0,0,G3
1,1,0.931877,0,0,0,0,G3
1,1,0.877188,0,0,0,0,G3
1,1,0.89396,0,0,0,0,G3
1,1,0.867564,0,0,0,0,G3
1,1,0.848933,0,0,0,0,G3
1,1,0.843853,0,0,0,0,G3
1,1,0.771164,0,0,0,0,G3
1,1,0.754998,0,0,0,0,G3
11000,1,0.259996,0,0,0,0,G4
11000,0.014551,1.471787,2.763506,1.882963,0,0,G4
11000,0.014566,1.474227,2.481959,1.613256,0,0,G4
11000,0.010941,1.251474,1.903705,0,0,0,G4
11000,0.011182,1.230959,1.909232,0,0,0,G4
11000,0.011336,1.153618,1.774987,0,0,0,G4
11000,0.011666,1.184002,1.817703,0,0,0,G4
11000,0.011657,1.113585,1.506748,0,0,0,G4
11000,0.01138,1.165923,1.917948,0,0,0,G4
11000,0.011634,1.181201,2.214837,0,0,0,G4
1100,0.019664,0.831786,1.650699,0,0,0,G5
1100,0.014532,0.943422,1.923573,0,0,0,G5
1100,0.015604,0.910117,1.820373,0,0,0,G5
1100,1,0.920849,0,0,0,0,G5
1100,0.020069,0.927262,1.869305,0,0,0,G5
1100,0.021022,0.943595,1.607996,0,0,0,G5
1100,1,0.887789,0,0,0,0,G5
1100,0.019412,0.879447,1.798481,0,0,0,G5
1100,0.01963,0.876255,1.733206,0,0,0,G5
1100,0.019562,0.855967,1.642731,0,0,0,G5
1110,0.013107,0.942145,2.201002,1.982784,0,0,G6
1110,0.01544,0.95909,2.608777,2.453556,0,0,G6
1110,0.015718,0.924589,2.11624,1.918045,0,0,G6
1110,0.014902,1.004657,2.530725,2.330842,0,0,G6
1110,0.015318,1.007633,2.629942,2.44507,0,0,G6
1110,0.01588,1.007552,2.457115,2.297291,0,0,G6
1110,0.013119,0.99553,2.403111,2.196668,0,0,G6
1110,0.011717,0.996446,2.286544,2.063041,0,0,G6
1110,0.012431,1.047211,2.531724,2.296187,0,0,G6
1110,0.01289,1.049552,2.13933,1.900911,0,0,G6
10001,0.0116,1.119819,2.737714,0,0,0,G7
10001,1,0.519808,0,0,0,0,G7
10001,1,0.50776,0,0,0,0,G7
10001,0.011294,1.142831,2.5989,0,0,0,G7
10001,0.010973,1.131886,2.74876,0,0,0,G7
10001,0.011744,1.018693,3.073532,0,0,0,G7
10001,0.011559,1.210535,2.993518,0,0,0,G7
10001,0.011198,1.114058,2.465016,0,0,0,G7
10001,0.011495,1.129908,2.564542,0,0,0,G7
10001,0.01161,1.119336,2.686135,0,0,0,G7
11001,0.01214,1.378346,3.499493,2.401753,2.976589,0,G8
11001,0.010342,1.278494,3.340404,2.497936,0,0,G8
11001,0.010344,1.114626,2.820648,2.086836,0,0,G8
11001,0.01162,1.448913,3.620735,2.371606,2.890845,0,G8
11001,0.010689,1.252518,3.513155,2.780068,0,0,G8
11001,0.010542,1.08734,3.115993,2.311466,0,0,G8
11001,0.010133,1.031569,2.535746,1.64341,0,0,G8
11001,0.010362,1.123564,2.50407,1.585721,0,0,G8
11001,0.011198,1.225177,2.814799,1.813369,1.99695,0,G8
11001,0.010683,1.226979,3.111614,2.325379,0,0,G8
11111,0.009401,1.077653,2.295031,2.456929,2.271876,1.747492,G9
11111,0.009056,1.01224,2.568736,2.714351,2.519471,2.006902,G9
11111,0.00916,0.98381,2.435565,2.577415,2.393749,1.891648,G9
11111,0.009228,0.955558,2.247694,2.411663,2.225646,1.710008,G9
11111,0.00918,1.18467,2.900245,3.049588,2.873989,2.364183,G9
11111,0.009104,1.163117,2.869842,2.977826,2.789334,2.22542,G9
11111,0.009687,1.348693,3.435466,3.509477,3.323218,2.884544,G9
11111,0.009032,0.946905,2.36952,2.5109,2.3356,1.822936,G9
11111,0.009112,0.801616,1.909025,2.067713,1.870655,1.363011,G9
11111,0.009408,0.942135,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.010461,0.910312,2.46029,1.921464,0,0,G0
1101,0.010363,1.084308,2.313767,1.812873,0,0,G0
1101,0.010171,1.193354,2.666554,2.133013,0,0,G0
1101,0.015402,0.906126,1.576564,0,0,0,G0
1101,0.010308,1.018818,2.585765,2.025676,0,0,G0
1101,0.010317,0.830391,2.311467,1.794502,0,0,G0
1101,0.010817,0.959786,1.871524,1.276168,0,0,G0
1101,0.010496,1.082352,2.100502,1.545845,0,0,G0
1101,0.010388,1.114782,2.41489,1.872662,0,0,G0
1101,0.010418,1.065401,2.518441,1.986993,0,0,G0
1000,1,0.940489,0,0,0,0,G2
1000,1,0.902595,0,0,0,0,G2
1000,1,0.856856,0,0,0,0,G2
1000,1,0.799869,0,0,0,0,G2
1000,1,0.904606,0,0,0,0,G2
1000,1,0.992813,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,1,0.805535,0,0,0,0,G2
1000,1,0.808621,0,0,0,0,G2
1,1,0.428554,0,0,0,0,G3
1,1,0.776599,0,0,0,0,G3
1,1,0.594295,0,0,0,0,G3
1,1,0.586515,0,0,0,0,G3
1,1,0.478185,0,0,0,0,G3
1,1,0.360722,0,0,0,0,G3
1,1,0.407221,0,0,0,0,G3
1,1,0.629562,0,0,0,0,G3
1,1,0.652679,0,0,0,0,G3
1,1,0.53114,0,0,0,0,G3
11000,0.011639,0.859095,2.226848,0,0,0,G4
11000,0.011862,1.282806,2.091455,0,0,0,G4
11000,0.011523,1.160692,2.309088,0,0,0,G4
11000,0.011721,1.05981,2.10137,0,0,0,G4
11000,0.012125,0.677994,1.629287,0,0,0,G4
11000,0.011791,1.268584,1.988332,0,0,0,G4
11000,0.011351,1.308857,1.993403,0,0,0,G4
11000,0.011431,1.104593,1.887173,0,0,0,G4
11000,0.011824,1.065004,1.825598,0,0,0,G4
11000,0.011446,0.934078,2.089965,0,0,0,G4
1100,0.016832,0.900112,1.696082,0,0,0,G5
1100,0.016675,0.901322,1.612026,0,0,0,G5
1100,0.017061,0.709856,1.956828,0,0,0,G5
1100,1,0.829421,0,0,0,0,G5
1100,0.016956,0.932993,1.485219,0,0,0,G5
1100,0.016701,0.945703,1.79561,0,0,0,G5
1100,0.016971,0.802615,1.55432,0,0,0,G5
1100,0,0,0,0,0,0,G5
1100,1,0.721637,0,0,0,0,G5
1100,1,0.638595,0,0,0,0,G5
1110,0.012424,0.928371,1.935494,1.740907,0,0,G6
1110,0.012309,1.103648,2.233067,1.997889,0,0,G6
1110,0.012357,0.961613,2.168793,1.965827,0,0,G6
1110,0.012571,0.988794,2.436686,2.202429,0,0,G6
1110,0.012763,1.02717,2.018919,1.673655,0,0,G6
1110,0.012316,0.936006,1.681442,1.389185,0,0,G6
1110,0.012485,0.686904,2.028868,0,0,0,G6
1110,0.012216,0.855413,2.391707,2.120616,0,0,G6
1110,0.012516,0.941777,2.04029,1.663921,0,0,G6
1110,0.012445,0.963241,1.785106,1.438898,0,0,G6
10001,0.010801,0.687236,3.133171,0,0,0,G7
10001,0.011388,1.055557,2.594362,0,0,0,G7
10001,1,0.392595,0,0,0,0,G7
10001,0.0107,0.898498,2.82082,0,0,0,G7
10001,0.011124,1.059316,2.46161,0,0,0,G7
10001,0.011312,0.705152,2.845204,0,0,0,G7
10001,0.011173,0.637664,3.41128,0,0,0,G7
10001,0.010702,0.786996,3.56129,0,0,0,G7
10001,0.010932,0.666335,2.794676,0,0,0,G7
10001,0.010848,0.926507,2.61602,0,0,0,G7
11001,0.008996,0.746876,2.624343,2.042938,0,0,G8
11001,0.009281,0.66335,2.447461,1.868098,0,0,G8
11001,0.011168,1.009961,3.949168,2.764974,3.501531,0,G8
11001,0.010148,0.750555,3.400753,2.810094,0,0,G8
11001,0.010693,0.965698,2.7427,1.688276,2.20641,0,G8
11001,0.009052,0.650669,2.628447,2.078841,0,0,G8
11001,0.008512,0.595711,3.194303,2.670617,0,0,G8
11001,0.011354,0.822748,3.969992,2.720676,3.315387,0,G8
11001,0.010163,0.851607,2.487278,1.777734,0,0,G8
11001,0.009547,0.770491,1.884584,1.286888,0,0,G8
11111,0.008783,1.438505,3.425827,3.667395,3.412279,2.819075,G9
11111,0.008426,1.202741,2.381643,2.581324,2.343382,1.746534,G9
11111,0.008556,1.255053,3.471379,3.682538,3.447838,2.80983,G9
11111,0.008185,1.330061,4.868867,4.908283,4.713198,4.195436,G9
11111,0.007362,1.101408,3.081616,3.178167,3.01303,2.652378,G9
11111,0.008676,1.4344,3.544664,3.804386,3.548612,2.892885,G9
11111,0.008685,1.534743,3.872543,4.08072,3.81959,3.122391,G9
11111,0.008776,1.508981,3.909482,4.140677,3.748071,3.066411,G9
11111,0.008702,1.493291,5.148542,5.337552,4.876584,4.493115,G9
11111,0.008956,1.584597,4.447258,4.685953,4.366793,3.618086,G9
0,1,0.388478,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,1,0.572105,0,0,0,0,G1
1101,0.011307,0.933986,2.926789,2.474452,0,0,G0
1101,0.010904,1.022727,3.350957,2.904597,0,0,G0
1101,0.011255,1.008663,3.373737,2.910336,0,0,G0
1101,0.011287,0.978851,3.485087,3.020705,0,0,G0
1101,0.011129,1.002556,3.161777,2.695114,0,0,G0
1101,0.011039,1.001954,3.012733,2.538603,0,0,G0
1101,0.010968,0.945057,2.381183,1.93698,0,0,G0
1101,0.011322,0.828897,2.157017,1.677868,0,0,G0
1101,0.01158,0.959079,2.442111,1.956667,0,0,G0
1101,0.011329,0.920995,3.549635,3.075332,0,0,G0
1000,1,0.752226,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,1,0.960286,0,0,0,0,G2
1000,1,0.818337,0,0,0,0,G2
1000,1,0.841928,0,0,0,0,G2
1000,1,0.839827,0,0,0,0,G2
1000,1,0.80107,0,0,0,0,G2
1000,1,0.819822,0,0,0,0,G2
1000,1,0.822595,0,0,0,0,G2
1,0.024133,0.891323,1.792009,0,0,0,G3
1,0.023477,1.23157,3.862826,0,0,0,G3
1,0.021554,1.261465,4.240448,0,0,0,G3
1,1,0.793664,0,0,0,0,G3
1,1,0.866528,0,0,0,0,G3
1,1,0.817743,0,0,0,0,G3
1,1,0.722604,0,0,0,0,G3
1,1,0.624235,0,0,0,0,G3
1,0.039145,1.659585,5.172917,3.12756,0,0,G3
1,0.027346,0.886567,1.351454,0,0,0,G3
11000,0.010905,0.897239,1.825454,0,0,0,G4
11000,0.011146,1.333772,3.530479,0,0,0,G4
11000,0.017089,1.448977,2.823166,1.789742,0,0,G4
11000,0.017418,1.387689,2.985475,1.92139,0,0,G4
11000,0.011381,1.098991,2.781123,0,0,0,G4
11000,0.011122,0.990813,2.479631,0,0,0,G4
11000,0.013049,0.839786,0.202044,0,0,0,G4
11000,0.017487,1.296489,1.493393,0.439401,0,0,G4
11000,0.01771,1.426154,2.211322,1.09341,0,0,G4
11000,0.011279,0.949838,1.693353,0,0,0,G4
1100,0.014206,1.042303,2.849931,1.6898,0,0,G5
1100,0.014545,1.290128,4.204533,3.058822,0,0,G5
1100,0.025436,0.889349,2.173409,0,0,0,G5
1100,0.01414,1.17151,3.050927,1.876142,0,0,G5
1100,0.028021,0.798506,1.915887,0,0,0,G5
1100,0.02538,0.75933,1.753098,0,0,0,G5
1100,0.02514,0.773211,1.87132,0,0,0,G5
1100,0.023528,0.708467,1.346594,0,0,0,G5
1100,0.023566,0.779153,1.665338,0,0,0,G5
1100,0.023388,0.75027,1.840373,0,0,0,G5
1110,0.0158,0.861583,1.204062,0.983169,0,0,G6
1110,0.015035,1.073101,2.913443,2.706537,0,0,G6
1110,0.014336,0.975605,2.088527,1.920591,0,0,G6
1110,0.015322,1.028932,1.895619,1.628823,0,0,G6
1110,0.015003,1.011945,2.328691,2.138463,0,0,G6
1110,0.014944,0.903783,2.542425,2.384473,0,0,G6
1110,0.015104,0.877971,2.682917,2.478087,0,0,G6
1110,0.015812,0.940807,2.105669,1.864582,0,0,G6
1110,0.016373,0.945671,1.014004,0.760149,0,0,G6
1110,0.016061,0.927862,1.259691,1.014012,0,0,G6
10001,0.010642,0.700165,2.658337,0,0,0,G7
10001,0.010463,0.807237,2.951926,0,0,0,G7
10001,0.010477,0.825603,3.571117,0,0,0,G7
10001,0.010356,0.719546,2.269332,0,0,0,G7
10001,0.011348,0.772189,1.167826,1.343747,0,0,G7
10001,0.012521,0.826689,0.945183,1.073059,0,0,G7
10001,0.011754,0.764244,1.138531,1.276008,0,0,G7
10001,0.01052,0.669785,1.81084,0,0,0,G7
10001,0.010421,0.689829,2.239412,0,0,0,G7
10001,0.010648,0.725398,2.751246,0,0,0,G7
11001,0.010382,0.971662,3.795186,3.131284,0,0,G8
11001,0.009778,1.205836,3.399163,2.724773,0,0,G8
11001,0.009836,1.012403,2.762507,2.035221,0,0,G8
11001,0.010311,1.103321,3.266407,2.555871,0,0,G8
11001,0.010131,1.024047,3.893752,3.172973,0,0,G8
11001,0.01019,1.030701,3.858532,3.128433,0,0,G8
11001,0.010273,1.039181,2.72152,1.954157,0,0,G8
11001,0.009943,0.751964,2.146554,1.408614,0,0,G8
11001,0.010788,1.084829,3.437217,2.458184,2.916452,0,G8
11001,0.012367,1.015137,2.067289,0.945105,1.502088,0,G8
11111,0.009987,0.887216,1.3535,1.42634,1.264298,0.716703,G9
11111,0.008943,1.041891,3.620363,3.733576,3.596873,3.082603,G9
11111,0.008941,0.848052,2.173338,2.24887,2.102067,1.629633,G9
11111,0.008798,0.988916,3.02333,3.11719,2.989051,2.509864,G9
11111,0.008872,0.92677,1.976813,2.054365,1.908625,1.422884,G9
11111,0.00901,0.953086,1.861524,1.935582,1.788355,1.304214,G9
11111,0.008726,0.804668,2.616194,2.687683,2.565133,2.094741,G9
11111,0.00866,0.774487,3.205586,3.278655,3.15305,2.690497,G9
11111,0.009008,0.766474,3.250804,3.323889,3.207144,2.70403,G9
11111,0.009706,0.71877,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.014926,1.084395,1.908255,0,0,0,G0
1101,0.013496,1.095757,2.364843,2.016806,0,0,G0
1101,0.013251,0.664541,2.737217,2.284793,0,0,G0
1101,0.012943,1.11106,2.494489,2.130704,0,0,G0
1101,0.014201,1.072685,2.415777,2.001437,0,0,G0
1101,0.013723,0.928006,2.78545,2.22594,0,0,G0
1101,0.014019,0.836652,2.604391,2.034541,0,0,G0
1101,0.011053,0.757962,2.306246,1.868377,0,0,G0
1101,0.010994,1.107473,2.94442,2.477288,0,0,G0
1101,0.01129,0.937377,3.083386,2.527724,0,0,G0
1000,0,0,0,0,0,0,G2
1000,1,0.6465,0,0,0,0,G2
1000,0.00964,1.46154,5.532096,5.382208,4.748091,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0.018964,1.028209,4.714875,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,1,0.750559,0,0,0,0,G2
1000,1,0.659362,0,0,0,0,G2
1000,1,0.743639,0,0,0,0,G2
1,1,0.79687,0,0,0,0,G3
1,1,0.968297,0,0,0,0,G3
1,1,0.831962,0,0,0,0,G3
1,1,0.816869,0,0,0,0,G3
1,1,0.814868,0,0,0,0,G3
1,1,0.723149,0,0,0,0,G3
1,1,0.791523,0,0,0,0,G3
1,1,0.707491,0,0,0,0,G3
1,1,0.754073,0,0,0,0,G3
1,1,0.659504,0,0,0,0,G3
11000,0.010681,0.775308,1.572294,0,0,0,G4
11000,0.010645,1.351838,3.001924,0,0,0,G4
11000,0.01056,1.228657,2.33671,0,0,0,G4
11000,0.010659,1.035255,1.816872,0,0,0,G4
11000,0.01047,1.109588,2.32773,0,0,0,G4
11000,0.010476,0.953179,2.299439,0,0,0,G4
11000,0.01065,0.839997,1.830652,0,0,0,G4
11000,0.010661,0.893107,1.767246,0,0,0,G4
11000,0.017065,1.235542,2.878506,1.778897,0,0,G4
11000,0.016712,0.72105,1.952695,0.867215,0,0,G4
1100,0.016788,0.633958,1.743388,0,0,0,G5
1100,0.016886,0.891532,2.568621,0,0,0,G5
1100,0.017352,0.976334,2.390135,0,0,0,G5
1100,0.01326,0.966125,2.873758,1.788195,0,0,G5
1100,0.016477,0.779371,2.074523,0,0,0,G5
1100,0.016847,0.510842,1.694406,0,0,0,G5
1100,0.016809,0.427131,1.240452,0,0,0,G5
1100,0.018528,0.925309,2.793973,0,0,0,G5
1100,0.017781,0.948335,2.17444,0,0,0,G5
1100,0.017231,0.802045,2.096606,0,0,0,G5
1110,0.015592,0.647937,1.500206,1.310854,0,0,G6
1110,0.016209,0.92864,1.981838,1.819964,0,0,G6
1110,0.01567,0.960474,2.642686,2.498379,0,0,G6
1110,0.014326,0.892352,2.455272,2.334549,0,0,G6
1110,0.014515,0.666474,1.130134,0.958816,0,0,G6
1110,0.012976,0.769496,2.084084,1.89303,0,0,G6
1110,0.012967,0.805041,2.407833,2.255274,0,0,G6
1110,0.013893,0.866414,2.560258,2.461431,0,0,G6
1110,0.011418,0.847177,1.739976,1.626955,0.559517,0,G6
1110,0.014028,0.890985,2.637288,2.472481,0,0,G6
10001,0.010612,0.77272,2.310038,1.971678,0,0,G7
10001,0.010154,1.160069,2.604583,2.621128,0,0,G7
10001,0.010363,1.443389,3.480368,0,0,0,G7
10001,0.010019,1.207844,3.467479,0,0,0,G7
10001,0.010007,1.216426,2.866975,0,0,0,G7
10001,0.010192,1.24968,2.521095,0,0,0,G7
10001,0.009714,1.19882,2.89088,2.802563,0,0,G7
10001,0.0115,0.862795,4.098808,3.870747,0,0,G7
10001,0.00987,0.920606,2.0816,1.955405,0,0,G7
10001,0.010257,0.598301,1.599136,1.432605,0,0,G7
11001,0.010319,0.795187,3.040519,2.391638,0,0,G8
11001,0.009411,1.036468,3.386368,2.886837,0,0,G8
11001,0.009746,1.116939,3.743832,3.167696,0,0,G8
11001,0.009429,0.880468,2.200986,1.705628,0,0,G8
11001,0.009713,0.991011,3.173045,2.632283,0,0,G8
11001,0.009941,0.77672,2.401416,1.8465,0,0,G8
11001,0.01037,1.029906,3.00123,2.314212,0,0,G8
11001,0.010276,0.726511,2.411579,1.767465,0,0,G8
11001,0.010529,0.612317,2.09858,1.427324,0,0,G8
11001,0.010406,1.02613,3.148965,2.430719,0,0,G8
11111,0.008084,1.232757,2.938179,3.045091,2.854487,2.317141,G9
11111,0.008211,1.133635,3.10205,3.145814,3.048479,2.49278,G9
11111,0.008098,1.130398,2.907748,2.977066,2.853224,2.296777,G9
11111,0.008204,1.1406,3.283924,3.386206,3.264339,2.709708,G9
11111,0.008105,0.933275,2.807372,2.90635,2.784966,2.266575,G9
11111,0.007831,0.951265,2.820379,2.936428,2.803511,2.31036,G9
11111,0.008011,0.978465,2.742716,2.790142,2.615518,2.059442,G9
11111,0.007937,1.043397,3.603471,3.67582,3.569702,3.069453,G9
11111,0.007892,0.978916,3.105814,3.222828,3.057915,2.57627,G9
11111,0.008156,1.2131,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.024175,0.908698,3.466743,0,0,0,G0
1101,0.013,0.992541,3.204088,2.730621,0,0,G0
1101,0.013446,0.841796,2.859435,2.402386,0,0,G0
1101,0.013456,0.83607,3.560318,3.06944,0,0,G0
1101,0.012738,0.843869,3.309568,2.836774,0,0,G0
1101,0.013126,0.681571,2.393359,1.923379,0,0,G0
1101,0.012857,0.696714,2.257071,1.779151,0,0,G0
1101,0.01325,0.595058,1.579032,1.073251,0,0,G0
1101,0.013314,0.942227,2.660591,2.152958,0,0,G0
1101,0.013604,1.02037,3.334086,2.829475,0,0,G0
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,1,0.904027,0,0,0,0,G2
1000,1,0.860532,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,1,0.845578,0,0,0,0,G2
1000,0.017633,1.280742,1.370667,0,0,0,G2
1000,1,0.840209,0,0,0,0,G2
1000,1,0.919942,0,0,0,0,G2
1,1,0.808455,0,0,0,0,G3
1,1,0.947213,0,0,0,0,G3
1,0.017241,0.888754,1.447591,0,0,0,G3
1,0.017467,0.73193,1.233397,0,0,0,G3
1,1,0.574298,0,0,0,0,G3
1,1,0.561295,0,0,0,0,G3
1,1,0.545472,0,0,0,0,G3
1,0.016905,0.678693,2.017581,0,0,0,G3
1,0.018043,0.69639,0.566015,0,0,0,G3
1,1,0.779983,0,0,0,0,G3
11000,0.017477,1.08582,1.296927,0.371192,0,0,G4
