@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,4,12-16,22'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,1110,0.622914,0,155.913086,174.922562,155.40683,0,G6
1,1110,0.004846,0,168.454819,112.216362,112.216362,0,G6
1,1110,-0.563037,0,166.21344,105.115471,105.115471,0,G6
3,1110,0.184303,0,167.117966,175.919952,165.749878,0,G6
2,10001,1.172664,23.37867,0,0,0,35.986023,G7
2,10001,1.219794,75.618027,0,0,0,75.555916,G7
0,10001,0,80.78389,0,0,0,80.78389,G7
1,10001,-0.152401,14.110051,0,0,0,75.489555,G7
2,10001,1.045063,39.631954,0,0,0,31.592991,G7
2,10001,1.187844,33.395641,0,0,0,34.730873,G7
0,10001,0,69.368477,0,0,0,69.368477,G7
2,10001,1.172019,94.386497,0,0,0,92.3908,G7
2,10001,1.116929,64.176888,0,0,0,64.945175,G7
2,10001,1.323805,40.846462,0,0,0,48.554039,G7
3,11001,0.89502,161.582443,173.266022,0,0,160.606415,G8
3,11001,0.857352,164.930695,174.049683,0,0,165.51091,G8
2,11001,-0.245824,164.295853,170.964905,0,0,124.826836,G8
2,11001,-0.206555,153.516357,167.133942,0,0,114.590202,G8
3,11001,0.644384,162.524734,169.025787,0,0,157.100876,G8
3,11001,0.731228,164.199875,169.970428,0,0,160.725662,G8
3,11001,1.015224,168.725571,172.989197,0,0,166.028915,G8
2,11001,0.221916,171.90184,173.911469,0,0,143.788696,G8
3,11001,0.887352,169.96254,175.127045,0,0,168.788864,G8
3,11001,1.033524,169.134293,175.218353,0,0,166.528946,G8
5,11111,1.074907,155.038269,175.887955,169.799332,161.883636,153.550247,G9
5,11111,1.392195,150.168198,166.719437,173.620667,165.035873,154.315918,G9
5,11111,0.94556,146.859039,163.985458,171.220215,163.482773,151.590088,G9
5,11111,0.939469,163.759888,176.741943,173.659576,168.810577,164.231049,G9
5,11111,0.943199,117.066833,145.936798,157.395798,134.554031,120.591537,G9
4,11111,0.896367,129.125961,162.191605,150.170685,136.621933,118.618126,G9
5,11111,0.667916,162.522278,170.623154,176.618164,174.632721,166.298843,G9
5,11111,0.58002,169.0009,174.303299,177.562317,176.332108,171.26474,G9
5,11111,1.052728,167.112549,176.145111,177.550797,173.446671,168.2453,G9
5,11111,0.936526,161.455475,173.36377,176.105438,171.215652,163.851273,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,0,0.556589,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,1101,0.598957,0,122.152695,146.870087,0,149.565918,G0
3,1101,0.553095,0,154.161362,170.282288,0,160.810135,G0
3,1101,0.616175,0,161.022964,173.053757,0,159.489426,G0
3,1101,0.612207,0,153.145157,162.79071,0,153.677307,G0
3,1101,0.463449,0,136.43338,150.424774,0,167.237518,G0
3,1101,0.705224,0,160.930649,165.638809,0,152.706314,G0
3,1101,0.483673,0,131.014282,146.538208,0,163.073898,G0
3,1101,0.628469,0,151.760895,174.467575,0,156.389694,G0
3,1101,0.528844,0,136.631256,159.077454,0,153.921677,G0
3,1101,0.721161,0,151.930908,166.597595,0,152.433441,G0
0,1000,0,0,117.830872,0,0,0,G2
0,1000,0,0,124.01622,0,0,0,G2
0,1000,0,0,99.012184,0,0,0,G2
0,1000,0,0,108.854836,0,0,0,G2
0,1000,0,0,116.867622,0,0,0,G2
0,1000,0,0,123.869484,0,0,0,G2
0,1000,0,0,108.005997,0,0,0,G2
0,1000,0,0,123.10746,0,0,0,G2
0,1000,0,0,117.661293,0,0,0,G2
0,1000,0,0,120.214607,0,0,0,G2
1,1,0.467396,0,0,0,0,153.240005,G3
1,1,0.461049,0,0,0,0,164.761154,G3
1,1,0.486204,0,0,0,0,168.078766,G3
1,1,0.466035,0,0,0,0,162.679443,G3
0,1,0,0,0,0,0,127.188194,G3
0,1,0,0,0,0,0,122.43148,G3
0,1,0,0,0,0,0,117.232765,G3
1,1,0.270761,0,0,0,0,174.11467,G3
1,1,0.231942,0,0,0,0,165.992081,G3
1,1,0.384351,0,0,0,0,168.846268,G3
2,11000,-0.009127,142.608719,148.192383,0,0,0,G4
2,11000,-0.182513,143.073486,148.448898,0,0,0,G4
2,11000,-0.239257,150.040131,158.813202,0,0,0,G4
1,11000,-0.890757,129.370483,101.740036,0,0,0,G4
3,11000,0.274832,134.741409,144.302246,0,0,0,G4
1,11000,-0.968462,132.729446,111.045799,0,0,0,G4
2,11000,0.182582,96.190529,94.471046,0,0,0,G4
2,11000,-0.090671,143.167068,144.280884,0,0,0,G4
2,11000,-0.064743,138.369598,143.082077,0,0,0,G4
2,11000,0.172381,123.471497,115.99469,0,0,0,G4
2,1100,0.552577,0,164.772385,129.48732,0,0,G5
1,1100,0.234747,0,132.595245,104.473389,0,0,G5
1,1100,0.347492,0,156.009399,117.700005,0,0,G5
0,1100,0,0,106.560127,106.560127,0,0,G5
2,1100,0.402656,0,151.676117,156.951569,0,0,G5
2,1100,0.407046,0,153.199265,157.496521,0,0,G5
2,1100,0.239673,0,123.998909,155.115494,0,0,G5
2,1100,0.312447,0,131.238403,147.297638,0,0,G5
0,1100,0,0,97.212585,97.212585,0,0,G5
2,1100,0.415659,0,120.572609,140.596344,0,0,G5
3,1110,0.582497,0,155.762787,174.664612,160.603378,0,G6
3,1110,0.59541,0,160.43277,177.964325,162.069748,0,G6
3,1110,0.532532,0,160.042892,172.119171,156.519913,0,G6
3,1110,0.623132,0,163.955414,173.238983,159.029388,0,G6
3,1110,0.4485,0,135.691483,169.216309,150.836426,0,G6
3,1110,0.62582,0,168.189804,162.794006,150.833344,0,G6
3,1110,0.483239,0,132.141464,157.12915,142.97287,0,G6
3,1110,0.740884,0,143.782425,177.435913,145.139389,0,G6
3,1110,0.750233,0,122.926132,171.615631,125.376953,0,G6
3,1110,0.791949,0,149.371735,177.947098,154.68045,0,G6
2,10001,0.943968,157.026794,0,0,0,153.350006,G7
3,10001,1.077569,146.514587,0,0,0,169.597565,G7
3,10001,3.403178,141.190231,0,0,0,156.662415,G7
3,10001,1.058594,149.355484,0,0,0,169.930374,G7
2,10001,1.095505,149.315277,0,0,0,145.518707,G7
3,10001,1.006503,160.500824,0,0,0,175.496185,G7
2,10001,1.069142,158.286575,0,0,0,157.155884,G7
2,10001,0.981127,155.760925,0,0,0,148.542328,G7
2,10001,0.885921,155.196793,0,0,0,155.151657,G7
2,10001,0.849016,141.745361,0,0,0,143.710739,G7
4,11001,1.227301,156.632645,164.539246,0,0,169.881058,G8
3,11001,0.992309,156.239243,170.082565,0,0,153.625641,G8
3,11001,0.677979,154.044998,166.31398,0,0,157.448502,G8
3,11001,1.123231,158.741974,167.550903,0,0,155.900726,G8
3,11001,0.974945,158.98764,168.152054,0,0,157.186798,G8
3,11001,1.000095,154.380402,165.007996,0,0,153.508881,G8
3,11001,0.930347,155.433182,165.591232,0,0,154.681854,G8
3,11001,0.750694,155.21788,166.664536,0,0,157.688614,G8
3,11001,0.791638,160.601257,169.14827,0,0,161.239502,G8
3,11001,0.925355,147.717117,157.342941,0,0,146.42836,G8
5,11111,1.127704,135.905396,161.007889,167.39743,141.484726,144.005966,G9
5,11111,1.1819,132.503952,150.907318,174.85965,139.668854,145.231857,G9
5,11111,1.383087,136.413696,163.732773,161.655243,138.475006,140.840363,G9
4,11111,1.049647,134.754211,154.727402,165.713821,142.605804,113.121742,G9
5,11111,1.346604,133.168564,155.615891,168.761368,137.969986,142.84166,G9
5,11111,1.247788,150.341232,162.578293,178.439911,155.639862,160.404373,G9
5,11111,1.202673,145.954193,162.125244,174.939102,155.371109,155.150055,G9
4,11111,0.883985,148.577805,168.449493,169.78627,155.011536,132.759094,G9
5,11111,1.361782,148.169388,165.013672,176.554276,160.483398,146.952118,G9
4,11111,1.007664,151.653885,176.84465,162.058411,150.301941,128.089996,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,1101,0.597382,0,154.413986,176.052948,0,149.486053,G0
3,1101,0.681706,0,149.278839,171.116913,0,154.100296,G0
3,1101,0.686494,0,152.211761,173.655716,0,153.296646,G0
2,1101,0.505489,0,147.701248,151.05748,0,115.968414,G0
3,1101,0.809986,0,159.827545,175.301086,0,151.545486,G0
3,1101,0.848038,0,152.920975,172.272614,0,148.671677,G0
3,1101,0.606749,0,151.555878,169.758896,0,154.090973,G0
3,1101,0.564187,0,153.505051,173.31575,0,154.941483,G0
1,1101,-0.360713,0,156.557526,113.655006,0,113.655006,G0
3,1101,0.68375,0,159.936279,179.567032,0,153.572815,G0
1,1000,-0.324908,0,79.437447,0,0,0,G2
1,1000,-0.244712,0,100.066063,0,0,0,G2
1,1000,-0.085464,0,94.925011,0,0,0,G2
1,1000,-0.302308,0,95.667381,0,0,0,G2
0,1000,0,0,95.155243,0,0,0,G2
1,1000,-0.20352,0,114.375816,0,0,0,G2
1,1000,-0.217339,0,93.815872,0,0,0,G2
0,1000,0,0,84.578339,0,0,0,G2
2,1000,0.074399,0,161.510056,0,0,0,G2
1,1000,-0.157849,0,86.919395,0,0,0,G2
1,1,0.330429,0,0,0,0,81.015839,G3
1,1,0.174462,0,0,0,0,169.886032,G3
1,1,0.285143,0,0,0,0,168.192474,G3
1,1,0.411038,0,0,0,0,162.216324,G3
1,1,0.234592,0,0,0,0,165.645172,G3
1,1,0.134083,0,0,0,0,165.02327,G3
1,1,0.04225,0,0,0,0,162.323685,G3
1,1,0.286535,0,0,0,0,155.098389,G3
1,1,0.382666,0,0,0,0,162.399307,G3
1,1,0.296203,0,0,0,0,160.056046,G3
1,11000,-0.965539,148.391205,114.919281,0,0,0,G4
3,11000,0.119147,135.580231,155.046463,0,0,0,G4
3,11000,0.231276,129.999664,145.751144,0,0,0,G4
2,11000,-0.14338,131.238724,136.914108,0,0,0,G4
2,11000,-0.373114,134.855652,140.517487,0,0,0,G4
2,11000,-0.547359,132.316223,137.705414,0,0,0,G4
2,11000,-0.176782,136.738449,137.165802,0,0,0,G4
2,11000,0.001529,113.796288,115.482895,0,0,0,G4
2,11000,-0.272443,130.363647,141.108109,0,0,0,G4
2,11000,-0.230886,143.686371,149.898972,0,0,0,G4
2,1100,0.092056,0,159.162155,156.901779,0,0,G5
2,1100,0.274169,0,152.547195,158.476166,0,0,G5
2,1100,0.224598,0,150.293945,160.575729,0,0,G5
1,1100,-0.106119,0,99.920685,93.288712,0,0,G5
2,1100,0.08176,0,160.231628,167.005524,0,0,G5
2,1100,0.301604,0,152.269592,150.652481,0,0,G5
1,1100,0.170835,0,107.296066,95.278168,0,0,G5
2,1100,0.11474,0,157.955429,165.458786,0,0,G5
2,1100,0.10985,0,157.247971,163.017258,0,0,G5
2,1100,0.018719,0,151.761902,163.56308,0,0,G5
3,1110,0.413602,0,153.026871,177.035629,157.07312,0,G6
3,1110,0.377758,0,161.354996,173.432892,167.177094,0,G6
3,1110,0.298367,0,152.993439,173.979294,160.931259,0,G6
3,1110,0.459313,0,160.653336,174.30098,162.617111,0,G6
3,1110,0.491706,0,163.456039,175.007095,164.916046,0,G6
3,1110,0.256337,0,161.811981,178.691193,169.36496,0,G6
3,1110,0.488008,0,160.317123,177.33287,159.530838,0,G6
3,1110,0.50416,0,150.934616,177.395935,157.330917,0,G6
3,1110,0.457934,0,158.989349,177.59906,160.442383,0,G6
3,1110,0.374892,0,155.897583,177.293472,155.1492,0,G6
2,10001,0.701891,149.040085,0,0,0,146.485718,G7
1,10001,-0.820075,159.449646,0,0,0,115.350243,G7
1,10001,-0.818262,156.616699,0,0,0,112.32476,G7
2,10001,0.768414,149.224228,0,0,0,142.65799,G7
2,10001,0.785725,146.320358,0,0,0,145.153534,G7
2,10001,1.105771,153.694443,0,0,0,148.26355,G7
2,10001,0.548605,151.601334,0,0,0,151.544617,G7
2,10001,0.248988,145.224747,0,0,0,144.845673,G7
2,10001,0.527894,147.57576,0,0,0,143.927277,G7
2,10001,0.619472,148.184067,0,0,0,145.682709,G7
4,11001,0.485468,150.131882,166.04747,0,0,160.463821,G8
3,11001,0.955128,147.091049,177.272507,0,0,143.190796,G8
3,11001,0.766878,142.125412,172.072464,0,0,137.313522,G8
4,11001,1.305254,147.119446,169.16481,0,0,156.647369,G8
3,11001,0.937405,149.366379,170.140472,0,0,147.967316,G8
3,11001,0.633478,146.151352,173.200562,0,0,141.460373,G8
3,11001,0.961441,132.364365,173.690338,0,0,126.198151,G8
3,11001,1.20847,129.088806,169.878281,0,0,122.88015,G8
4,11001,1.363419,131.42363,168.193863,0,0,155.442154,G8
3,11001,0.977304,145.678482,174.788452,0,0,141.746063,G8
5,11111,0.835729,134.220596,157.9496,171.711044,156.565216,136.155518,G9
5,11111,0.911842,139.812759,164.794678,171.657211,158.81192,141.854996,G9
5,11111,1.011594,137.609558,163.820618,169.864365,156.453339,139.31813,G9
5,11111,0.799858,131.569824,157.356689,171.353546,155.391479,134.600113,G9
5,11111,0.800566,147.912994,167.590988,175.581238,164.474091,149.115067,G9
5,11111,0.98364,147.308411,170.897018,170.428162,159.656448,146.080673,G9
5,11111,0.788263,159.218933,172.949188,176.958496,168.227814,157.941162,G9
5,11111,0.839511,136.216583,160.100632,170.111938,156.184235,138.138382,G9
5,11111,0.599558,121.427231,148.172119,171.098495,143.845367,122.36618,G9
5,11111,0.929799,102.866615,128.490097,135.547409,111.932724,102.274124,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,1101,0.445864,0,149.990082,173.954575,0,152.270142,G0
3,1101,0.479034,0,146.6875,174.466568,0,150.405289,G0
3,1101,0.726965,0,152.700775,175.074478,0,155.026413,G0
2,1101,0.67259,0,148.338196,155.210953,0,105.026192,G0
3,1101,0.543432,0,151.211426,173.936127,0,153.118301,G0
3,1101,0.349437,0,147.304459,174.858505,0,149.360184,G0
3,1101,0.598121,0,128.9758,155.731644,0,129.321793,G0
3,1101,0.796306,0,137.456039,158.5625,0,137.122009,G0
3,1101,0.769418,0,145.999115,170.643005,0,148.76207,G0
3,1101,0.614263,0,149.279236,171.825882,0,153.487,G0
1,1000,-0.012735,0,144.276566,0,0,0,G2
1,1000,0.005355,0,100.217102,0,0,0,G2
1,1000,0.202659,0,95.298439,0,0,0,G2
1,1000,-0.297177,0,105.239433,0,0,0,G2
1,1000,-0.127664,0,145.279572,0,0,0,G2
1,1000,-0.005915,0,136.597031,0,0,0,G2
0,1000,0,0,98.594231,0,0,0,G2
0,1000,0,0,99.170425,0,0,0,G2
1,1000,-0.106377,0,94.985977,0,0,0,G2
1,1000,0.159143,0,85.743286,0,0,0,G2
1,1,0.382613,0,0,0,0,98.407837,G3
1,1,0.214919,0,0,0,0,171.740891,G3
1,1,0.182696,0,0,0,0,170.013168,G3
1,1,-0.280551,0,0,0,0,173.550735,G3
1,1,0.305531,0,0,0,0,165.628265,G3
1,1,0.417575,0,0,0,0,150.836395,G3
1,1,0.412537,0,0,0,0,35.816788,G3
1,1,-0.067955,0,0,0,0,170.748322,G3
1,1,0.042513,0,0,0,0,168.562042,G3
1,1,0.380809,0,0,0,0,167.101837,G3
2,11000,-0.909986,156.178024,152.339569,0,0,0,G4
2,11000,0.087269,145.743668,138.045349,0,0,0,G4
2,11000,-0.486802,151.880783,146.253922,0,0,0,G4
2,11000,-0.045499,144.876694,139.253571,0,0,0,G4
2,11000,0.10864,122.254471,118.618935,0,0,0,G4
2,11000,-0.06354,138.020248,136.403076,0,0,0,G4
2,11000,-0.314816,149.026505,137.463791,0,0,0,G4
2,11000,-0.289388,139.443619,133.388092,0,0,0,G4
2,11000,0.413275,140.394547,129.601028,0,0,0,G4
2,11000,-0.778183,138.66539,143.67424,0,0,0,G4
2,1100,0.168277,0,152.712128,162.438721,0,0,G5
2,1100,0.433333,0,137.044556,147.886658,0,0,G5
2,1100,-0.012718,0,156.314102,166.016556,0,0,G5
1,1100,0.181923,0,148.139496,109.551384,0,0,G5
2,1100,0.490639,0,135.560577,139.314056,0,0,G5
2,1100,0.315048,0,152.000656,165.203598,0,0,G5
2,1100,-0.059789,0,135.273224,152.177521,0,0,G5
0,1100,0,0,107.944557,107.944557,0,0,G5
1,1100,0.287377,0,120.664711,99.334045,0,0,G5
1,1100,0.480632,0,139.480194,101.178261,0,0,G5
3,1110,0.081234,0,149.810684,157.619553,156.401718,0,G6
3,1110,0.42676,0,157.000397,167.89502,159.208145,0,G6
3,1110,0.172185,0,156.783646,166.78569,158.661575,0,G6
3,1110,0.608557,0,159.976028,169.576782,160.491562,0,G6
3,1110,0.46298,0,148.478943,173.050964,146.585007,0,G6
3,1110,0.092397,0,141.592667,159.518143,139.051895,0,G6
2,1110,0.192309,0,154.568298,158.059708,112.539734,0,G6
3,1110,0.647684,0,159.037033,170.570984,157.041183,0,G6
3,1110,0.65487,0,148.319366,171.640869,142.875366,0,G6
3,1110,0.141944,0,141.105408,170.384827,139.014694,0,G6
2,10001,0.840307,150.668594,0,0,0,150.995514,G7
2,10001,0.516876,140.308167,0,0,0,140.288681,G7
1,10001,0.521569,161.851349,0,0,0,117.43277,G7
2,10001,0.103685,144.037247,0,0,0,146.765549,G7
2,10001,0.331051,136.850311,0,0,0,138.251663,G7
2,10001,0.845901,146.105255,0,0,0,145.654678,G7
2,10001,0.720649,153.144135,0,0,0,152.452271,G7
2,10001,0.146131,153.899704,0,0,0,156.791107,G7
2,10001,0.524327,146.143143,0,0,0,147.031784,G7
2,10001,0.922788,144.07576,0,0,0,143.409134,G7
3,11001,0.238445,135.183563,172.424942,0,0,138.202881,G8
3,11001,0.282635,131.409119,164.853638,0,0,130.854996,G8
4,11001,1.082419,146.205414,167.223846,0,0,166.823456,G8
3,11001,0.97525,144.602264,170.183136,0,0,147.566315,G8
4,11001,0.529585,131.46283,161.778687,0,0,156.37558,G8
3,11001,0.034141,136.684204,170.869324,0,0,138.510498,G8
3,11001,0.226677,147.342651,172.890701,0,0,150.749207,G8
4,11001,0.948481,148.180847,171.064087,0,0,165.906509,G8
3,11001,0.915602,126.685814,158.627579,0,0,125.453072,G8
3,11001,0.51753,104.501297,137.263962,0,0,105.432472,G8
5,11111,0.779635,153.900742,165.932053,177.010559,164.834259,152.633743,G9
5,11111,0.971793,133.000458,153.450333,171.449402,147.304703,131.042282,G9
5,11111,1.335971,150.800247,165.302719,178.403442,161.183517,148.188446,G9
5,11111,1.170982,160.543762,171.148972,178.936508,168.700562,159.054871,G9
5,11111,0.487906,150.1259,164.402603,172.989182,165.311371,153.017151,G9
5,11111,0.951539,152.219299,166.76535,179.301987,162.070877,150.289688,G9
5,11111,1.292913,154.400238,168.150208,179.499924,162.267639,151.272141,G9
5,11111,1.302239,156.454681,172.142029,176.217773,162.327774,153.205521,G9
5,11111,1.366719,162.086365,171.351151,179.085068,171.103348,161.267334,G9
5,11111,1.255683,155.372482,168.001755,179.053329,166.948303,156.316177,G9
1,0,-0.659883,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,0,-0.536885,0,0,0,0,0,G1
3,1101,0.607003,0,161.340622,172.317764,0,158.97493,G0
3,1101,0.621065,0,164.759888,173.767715,0,162.431763,G0
3,1101,0.710747,0,163.000961,171.998108,0,162.200592,G0
3,1101,0.714895,0,164.015533,172.588409,0,162.815109,G0
3,1101,0.627897,0,164.182129,174.35054,0,161.032059,G0
3,1101,0.637064,0,163.607239,173.943329,0,159.627289,G0
3,1101,0.565185,0,153.623901,170.138519,0,151.100006,G0
3,1101,0.76783,0,145.07692,162.141937,0,142.040039,G0
3,1101,0.718374,0,152.240524,166.745941,0,149.380859,G0
3,1101,0.639895,0,164.076157,171.779388,0,163.16539,G0
1,1000,-0.186933,0,157.296005,0,0,0,G2
0,1000,0,0,109.814468,0,0,0,G2
0,1000,0,0,108.567009,0,0,0,G2
1,1000,-0.209282,0,162.70639,0,0,0,G2
1,1000,-0.284805,0,161.797882,0,0,0,G2
1,1000,-0.217091,0,151.024033,0,0,0,G2
1,1000,-0.27134,0,140.342773,0,0,0,G2
1,1000,-0.238138,0,135.834869,0,0,0,G2
1,1000,-0.139853,0,146.959106,0,0,0,G2
1,1000,-0.073909,0,166.021713,0,0,0,G2
2,1,0.344561,0,0,0,0,163.649704,G3
2,1,0.398717,0,0,0,0,177.886765,G3
2,1,0.487774,0,0,0,0,177.153183,G3
1,1,0.449431,0,0,0,0,171.506561,G3
1,1,0.213496,0,0,0,0,174.895111,G3
1,1,0.262937,0,0,0,0,174.891174,G3
1,1,0.214955,0,0,0,0,163.366943,G3
1,1,0.449552,0,0,0,0,119.09742,G3
3,1,1.710599,0,0,0,0,18.644205,G3
2,1,0.708482,0,0,0,0,55.218674,G3
2,11000,-0.426197,129.285919,138.336121,0,0,0,G4
2,11000,-0.069536,160.464996,162.809982,0,0,0,G4
3,11000,0.022753,135.445175,155.483444,0,0,0,G4
3,11000,0.059144,139.398102,160.485596,0,0,0,G4
2,11000,-0.263844,151.633301,158.923752,0,0,0,G4
2,11000,-0.3073,148.185226,155.825806,0,0,0,G4
2,11000,-0.275646,33.455364,28.33226,0,0,0,G4
3,11000,0.023907,81.81707,72.161972,0,0,0,G4
3,11000,0.069277,113.152206,139.096649,0,0,0,G4
2,11000,-0.38037,123.611679,128.819275,0,0,0,G4
3,1100,0.288046,0,157.322037,169.118546,0,0,G5
3,1100,0.317447,0,166.508057,174.650589,0,0,G5
2,1100,0.074045,0,168.981995,170.749817,0,0,G5
3,1100,0.209435,0,163.111115,171.683517,0,0,G5
2,1100,-0.005151,0,166.27475,165.905624,0,0,G5
2,1100,-0.069441,0,165.063629,166.400436,0,0,G5
2,1100,-0.034059,0,165.949646,168.05275,0,0,G5
2,1100,0.042963,0,148.145294,144.631378,0,0,G5
2,1100,0.084807,0,162.577728,160.291977,0,0,G5
2,1100,0.041713,0,163.670395,163.348419,0,0,G5
3,1110,0.199688,0,101.043854,157.21637,101.784325,0,G6
3,1110,0.187067,0,168.06868,176.964478,168.646957,0,G6
3,1110,0.369454,0,158.142014,172.355759,157.698914,0,G6
3,1110,0.352403,0,147.260864,172.22226,146.605148,0,G6
3,1110,0.266749,0,162.207825,174.699402,162.610794,0,G6
3,1110,0.20345,0,165.263382,174.925446,166.161316,0,G6
3,1110,0.146607,0,166.055908,179.074646,165.715683,0,G6
3,1110,0.219407,0,155.580383,179.418854,157.456482,0,G6
3,1110,0.332046,0,76.782265,52.488419,75.640358,0,G6
3,1110,0.30911,0,106.691628,143.283234,105.905281,0,G6
2,10001,0.850724,147.239105,0,0,0,146.161774,G7
2,10001,1.075712,149.884735,0,0,0,148.098679,G7
2,10001,1.098629,155.848587,0,0,0,155.267761,G7
2,10001,1.016533,137.741837,0,0,0,137.237549,G7
3,10001,1.116785,104.060066,0,0,0,129.37352,G7
3,10001,1.353137,93.149887,0,0,0,99.399506,G7
3,10001,1.241883,102.822296,0,0,0,122.64193,G7
2,10001,1.089298,126.412689,0,0,0,123.27182,G7
2,10001,0.953686,139.598236,0,0,0,136.768402,G7
2,10001,0.885284,148.094772,0,0,0,147.073456,G7
3,11001,0.580094,158.480637,176.085068,0,0,155.626785,G8
3,11001,0.478482,149.907608,178.674545,0,0,152.011536,G8
3,11001,0.647255,137.267517,174.866577,0,0,139.512024,G8
3,11001,0.676838,148.49733,174.560974,0,0,149.212677,G8
3,11001,0.713781,155.612701,175.714432,0,0,155.168549,G8
3,11001,0.707518,155.606888,176.425812,0,0,154.876266,G8
3,11001,0.809132,137.38147,171.604599,0,0,136.647079,G8
3,11001,0.647453,119.251945,162.857666,0,0,119.555695,G8
4,11001,0.671939,145.856598,168.216858,0,0,163.80484,G8
4,11001,0.809869,105.361229,123.62587,0,0,120.353752,G8
5,11111,1.007206,89.999756,89.999458,89.999298,89.999619,89.999756,G9
5,11111,0.834694,155.253113,170.444336,173.939453,167.271011,158.543335,G9
5,11111,0.855786,128.507248,155.721542,161.872971,148.446762,133.622025,G9
5,11111,0.914123,147.790207,167.516266,171.039551,162.523392,151.586609,G9
5,11111,0.938263,120.306122,148.841354,156.972763,140.336182,124.915314,G9
5,11111,0.866689,115.468849,140.062988,149.177109,134.8992,119.705872,G9
5,11111,0.844801,140.598892,162.170227,166.559143,157.991989,145.019211,G9
5,11111,0.877421,150.684158,167.883575,170.556549,164.196899,154.064987,G9
5,11111,0.827236,150.660873,166.730942,170.687378,164.652679,154.545059,G9
5,11111,0.825258,125.240036,148.63356,155.559708,142.707886,127.203087,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
2,1101,0.697043,0,163.313141,157.572006,0,112.381203,G0
3,1101,0.355125,0,153.959274,169.990997,0,165.125107,G0
3,1101,0.061216,0,159.629929,169.093124,0,163.434418,G0
3,1101,0.555953,0,156.659882,174.244995,0,163.506058,G0
3,1101,0.52277,0,154.977585,176.342056,0,167.394043,G0
3,1101,0.292447,0,164.294754,175.276642,0,163.801163,G0
3,1101,0.213229,0,162.750473,172.860138,0,161.783951,G0
3,1101,0.544974,0,150.473404,163.456894,0,150.234329,G0
3,1101,0.659414,0,161.838943,173.370743,0,160.200562,G0
3,1101,0.45662,0,163.904968,170.908859,0,160.845108,G0
0,1000,0,0,127.964478,0,0,0,G2
1,1000,-0.423096,0,169.988449,0,0,0,G2
4,1000,0.81831,0,164.400253,0,0,0,G2
0,1000,0,0,133.505859,0,0,0,G2
0,1000,0,0,130.991837,0,0,0,G2
2,1000,-0.144776,0,171.377441,0,0,0,G2
0,1000,0,0,132.267334,0,0,0,G2
1,1000,-0.572159,0,173.683914,0,0,0,G2
1,1000,-0.433531,0,169.609329,0,0,0,G2
1,1000,-0.089519,0,170.278381,0,0,0,G2
1,1,0.258719,0,0,0,0,173.300598,G3
1,1,0.242,0,0,0,0,168.734695,G3
1,1,0.098345,0,0,0,0,171.00441,G3
1,1,0.004216,0,0,0,0,171.001312,G3
1,1,0.38494,0,0,0,0,164.872604,G3
1,1,0.549606,0,0,0,0,165.899384,G3
1,1,0.19082,0,0,0,0,171.651367,G3
1,1,-0.10305,0,0,0,0,173.262527,G3
1,1,0.435361,0,0,0,0,169.016296,G3
1,1,0.591228,0,0,0,0,169.171112,G3
