@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,4,5,12-17,22'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,1110,0.270949,0.826688,0,155.022339,177.815735,157.191086,0,0,G6
3,1110,0.288639,0.853461,0,162.073257,178.786301,162.991867,0,0,G6
3,1110,0.044501,0.861331,0,163.447113,177.285797,166.949493,0,0,G6
3,1110,0.239615,1.035168,0,170.774841,177.92868,170.193192,0,0,G6
3,1110,0.244437,1.004307,0,166.34668,178.606033,166.365814,0,0,G6
2,10001,1.347333,1.206629,118.23542,0,0,0,113.262886,1.615601,G7
2,10001,1.202937,1.044722,144.603088,0,0,0,139.1371,2.32244,G7
2,10001,1.145428,1.029672,131.547043,0,0,0,127.874481,1.884668,G7
2,10001,1.153348,0.965388,138.251114,0,0,0,132.642227,2.047573,G7
2,10001,1.182747,0.962683,136.212906,0,0,0,129.446472,1.963119,G7
2,10001,1.150035,1.056092,132.074844,0,0,0,129.911301,1.82528,G7
2,10001,0.951274,1.032187,152.091919,0,0,0,150.431808,2.839518,G7
2,10001,0.945516,0.979077,107.580704,0,0,0,106.688972,1.222643,G7
2,10001,0.999471,0.773504,59.235878,0,0,0,61.574509,0.12081,G7
2,10001,1.297328,0.795194,65.826645,0,0,0,69.152672,0.354456,G7
3,11001,0.544992,1.059212,162.860626,175.380936,0,0,159.62619,3.463594,G8
3,11001,0.811194,1.076568,151.784622,172.088409,0,0,151.70462,2.692305,G8
4,11001,0.873147,0.919678,137.575256,166.137772,0,0,164.62056,1.933424,G8
4,11001,0.921665,1.107732,153.336975,171.383102,0,0,170.821045,3.0454,G8
3,11001,0.690302,0.837593,114.441086,149.183395,0,0,112.304909,1.060611,G8
3,11001,0.828407,0.942505,121.839569,152.409531,0,0,117.406815,1.230555,G8
3,11001,0.923193,1.022956,154.104965,170.507935,0,0,151.102371,2.73273,G8
3,11001,0.495076,0.890381,151.300125,170.097061,0,0,149.241684,2.3773,G8
3,11001,0.376799,0.721406,134.340576,168.879211,0,0,129.27301,1.505794,G8
4,11001,0.352291,0.659854,89.489441,88.212166,0,0,88.85627,0.59654,G8
5,11111,1.282685,1.085027,107.318939,126.482452,150.565216,129.755005,111.18824,0.280518,G9
5,11111,1.095357,1.343303,151.101456,169.677444,176.936111,165.013382,153.708817,2.162024,G9
5,11111,1.047545,1.26462,151.609161,169.963013,176.565445,166.173065,155.13327,2.319769,G9
5,11111,1.152834,1.095991,151.674011,169.399872,174.127243,165.732803,154.407227,2.223627,G9
5,11111,0.9195,1.082165,150.510559,168.58168,173.24472,164.774063,153.321396,2.158136,G9
5,11111,0.735712,0.949379,143.956863,164.832611,172.048721,161.635193,147.648056,1.716219,G9
5,11111,0.897672,0.787352,118.778854,146.280884,162.181259,137.01091,120.309029,0.676198,G9
5,11111,1.009016,1.035568,136.848541,163.62825,169.982956,153.229736,138.763962,1.347131,G9
5,11111,1.13926,1.116737,153.222229,169.816025,174.65889,165.533905,154.993118,2.370163,G9
5,11111,1.177129,1.061109,126.653564,158.265045,162.61908,144.897522,129.189285,1.015792,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.493973,1.002696,0,154.250717,166.113617,0,164.773148,0,G0
3,1101,0.707169,1.083003,0,144.264816,169.900009,0,143.445404,0,G0
3,1101,0.405435,0.902968,0,152.200607,167.515976,0,158.567612,0,G0
3,1101,0.807531,0.954368,0,170.047729,168.956039,0,152.372986,0,G0
3,1101,0.639225,0.95313,0,156.319061,169.235611,0,163.216797,0,G0
2,1101,-0.38578,0.637863,0,150.471741,166.993591,0,109.7043,0,G0
3,1101,0.334742,0.725178,0,150.697983,174.074387,0,148.416092,0,G0
3,1101,0.587771,0.656027,0,151.363327,176.211777,0,145.785751,0,G0
3,1101,0.771776,0.975539,0,160.377319,173.900589,0,152.376373,0,G0
3,1101,0.809268,0.942541,0,168.891693,174.234146,0,155.848175,0,G0
1,1000,-0.446635,0.705502,0,130.576035,0,0,0,0,G2
0,1000,0,0,0,104.219337,0,0,0,0,G2
1,1000,-0.63726,0.535409,0,89.120705,0,0,0,0,G2
1,1000,-0.562339,0.593751,0,83.041534,0,0,0,0,G2
1,1000,-0.023712,0.731584,0,94.194473,0,0,0,0,G2
1,1000,-0.295672,0.700807,0,159.865707,0,0,0,0,G2
1,1000,-0.329493,0.490158,0,174.5327,0,0,0,0,G2
1,1000,-0.377284,0.443086,0,130.564636,0,0,0,0,G2
1,1000,-0.260873,0.698579,0,45.742229,0,0,0,0,G2
1,1000,-0.251762,0.734569,0,173.859787,0,0,0,0,G2
0,1,0,0,0,0,0,0,77.61145,0,G3
2,1,1.007043,0.84771,0,0,0,0,33.976433,0,G3
0,1,0,0,0,0,0,0,74.729301,0,G3
0,1,0,0,0,0,0,0,84.557747,0,G3
1,1,0.398717,0.625731,0,0,0,0,168.993698,0,G3
0,1,0,0,0,0,0,0,85.49054,0,G3
1,1,0.496599,0.788017,0,0,0,0,178.465454,0,G3
1,1,0.473024,0.777787,0,0,0,0,162.326813,0,G3
1,1,0.490308,0.871298,0,0,0,0,148.071777,0,G3
0,1,0,0,0,0,0,0,72.57737,0,G3
1,11000,-0.49783,0.404073,15.980985,72.636932,0,0,0,0.291708,G4
2,11000,0.265145,1.207832,162.514709,159.485199,0,0,0,2.395534,G4
2,11000,0.150528,0.849024,59.11134,51.19342,0,0,0,0.670186,G4
2,11000,0.479933,0.793335,44.586025,49.813931,0,0,0,0.348918,G4
2,11000,0.540778,0.450618,64.228134,44.40876,0,0,0,0.577604,G4
2,11000,0.402733,0.679362,142.109726,148.76796,0,0,0,1.648453,G4
2,11000,-0.211578,0.869945,156.502136,165.28302,0,0,0,2.468504,G4
2,11000,0.20852,0.954483,159.992325,152.358551,0,0,0,2.201258,G4
2,11000,0.6976,0.678877,106.819969,98.186317,0,0,0,1.022954,G4
1,11000,0.446533,0.420077,28.308504,73.921104,0,0,0,0.468058,G4
2,1100,0.317808,0.572572,0,93.443291,94.300819,0,0,0,G5
2,1100,0.21086,0.785725,0,151.506027,159.472275,0,0,0,G5
2,1100,0.354287,1.157577,0,166.776642,161.350739,0,0,0,G5
0,1100,0,0,0,93.766418,93.766418,0,0,0,G5
2,1100,0.01223,0.734557,0,158.190247,165.830353,0,0,0,G5
2,1100,0.229529,0.676725,0,166.683151,166.313187,0,0,0,G5
2,1100,0.26645,0.711991,0,146.574524,154.072083,0,0,0,G5
3,1100,0.800136,1.109469,0,151.121231,152.214645,0,0,0,G5
0,1100,0,0,0,104.059784,104.059784,0,0,0,G5
0,1100,0,0,0,85.238174,85.238174,0,0,0,G5
2,1110,-0.043368,0.636413,0,140.549011,168.024002,98.835403,0,0,G6
3,1110,0.511672,0.889369,0,161.945007,175.18158,162.5867,0,0,G6
1,1110,-0.489108,0.570999,0,167.250854,111.96981,111.96981,0,0,G6
3,1110,0.481586,0.950306,0,169.566971,171.674271,159.935257,0,0,G6
3,1110,0.43352,0.825631,0,157.424408,174.604202,157.472473,0,0,G6
2,1110,0.508264,0.909745,0,163.171722,115.279877,92.816658,0,0,G6
3,1110,0.622914,0.966036,0,155.913086,174.922562,155.40683,0,0,G6
1,1110,0.004846,0.791876,0,168.454819,112.216362,112.216362,0,0,G6
1,1110,-0.563037,0.54199,0,166.21344,105.115471,105.115471,0,0,G6
3,1110,0.184303,0.889428,0,167.117966,175.919952,165.749878,0,0,G6
2,10001,1.172664,0.473931,23.37867,0,0,0,35.986023,0.340684,G7
2,10001,1.219794,1.121157,75.618027,0,0,0,75.555916,0.613948,G7
0,10001,0,0,80.78389,0,0,0,80.78389,0,G7
1,10001,-0.152401,0.136272,14.110051,0,0,0,75.489555,0.053994,G7
2,10001,1.045063,0.33766,39.631954,0,0,0,31.592991,0.533867,G7
2,10001,1.187844,0.367019,33.395641,0,0,0,34.730873,0.666647,G7
0,10001,0,0,69.368477,0,0,0,69.368477,0,G7
2,10001,1.172019,0.706372,94.386497,0,0,0,92.3908,1.228466,G7
2,10001,1.116929,0.576606,64.176888,0,0,0,64.945175,0.620907,G7
2,10001,1.323805,0.52991,40.846462,0,0,0,48.554039,0.122793,G7
3,11001,0.89502,0.971917,161.582443,173.266022,0,0,160.606415,3.744105,G8
3,11001,0.857352,1.302132,164.930695,174.049683,0,0,165.51091,4.739797,G8
2,11001,-0.245824,0.975185,164.295853,170.964905,0,0,124.826836,3.295316,G8
2,11001,-0.206555,0.721539,153.516357,167.133942,0,0,114.590202,2.312316,G8
3,11001,0.644384,0.877267,162.524734,169.025787,0,0,157.100876,3.357679,G8
3,11001,0.731228,0.768287,164.199875,169.970428,0,0,160.725662,4.073969,G8
3,11001,1.015224,0.791049,168.725571,172.989197,0,0,166.028915,6.128428,G8
2,11001,0.221916,0.705051,171.90184,173.911469,0,0,143.788696,5.694261,G8
3,11001,0.887352,0.935331,169.96254,175.127045,0,0,168.788864,6.427003,G8
3,11001,1.033524,1.031711,169.134293,175.218353,0,0,166.528946,5.480635,G8
5,11111,1.074907,0.908757,155.038269,175.887955,169.799332,161.883636,153.550247,2.674495,G9
5,11111,1.392195,1.385827,150.168198,166.719437,173.620667,165.035873,154.315918,2.786075,G9
5,11111,0.94556,0.861541,146.859039,163.985458,171.220215,163.482773,151.590088,1.965601,G9
5,11111,0.939469,1.090867,163.759888,176.741943,173.659576,168.810577,164.231049,4.15389,G9
5,11111,0.943199,0.798409,117.066833,145.936798,157.395798,134.554031,120.591537,0.817203,G9
4,11111,0.896367,0.941229,129.125961,162.191605,150.170685,136.621933,118.618126,1.384658,G9
5,11111,0.667916,1.119402,162.522278,170.623154,176.618164,174.632721,166.298843,3.601786,G9
5,11111,0.58002,1.052011,169.0009,174.303299,177.562317,176.332108,171.26474,6.017807,G9
5,11111,1.052728,0.948001,167.112549,176.145111,177.550797,173.446671,168.2453,5.221117,G9
5,11111,0.936526,0.877846,161.455475,173.36377,176.105438,171.215652,163.851273,3.601325,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
1,0,0.556589,-0.371725,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.598957,1.025194,0,122.152695,146.870087,0,149.565918,0,G0
3,1101,0.553095,1.148941,0,154.161362,170.282288,0,160.810135,0,G0
3,1101,0.616175,1.146282,0,161.022964,173.053757,0,159.489426,0,G0
3,1101,0.612207,1.153117,0,153.145157,162.79071,0,153.677307,0,G0
3,1101,0.463449,1.17592,0,136.43338,150.424774,0,167.237518,0,G0
3,1101,0.705224,1.15498,0,160.930649,165.638809,0,152.706314,0,G0
3,1101,0.483673,1.150069,0,131.014282,146.538208,0,163.073898,0,G0
3,1101,0.628469,1.096475,0,151.760895,174.467575,0,156.389694,0,G0
3,1101,0.528844,1.04504,0,136.631256,159.077454,0,153.921677,0,G0
3,1101,0.721161,1.052926,0,151.930908,166.597595,0,152.433441,0,G0
0,1000,0,0,0,117.830872,0,0,0,0,G2
0,1000,0,0,0,124.01622,0,0,0,0,G2
0,1000,0,0,0,99.012184,0,0,0,0,G2
0,1000,0,0,0,108.854836,0,0,0,0,G2
0,1000,0,0,0,116.867622,0,0,0,0,G2
0,1000,0,0,0,123.869484,0,0,0,0,G2
0,1000,0,0,0,108.005997,0,0,0,0,G2
0,1000,0,0,0,123.10746,0,0,0,0,G2
0,1000,0,0,0,117.661293,0,0,0,0,G2
0,1000,0,0,0,120.214607,0,0,0,0,G2
1,1,0.467396,0.606668,0,0,0,0,153.240005,0,G3
1,1,0.461049,0.674613,0,0,0,0,164.761154,0,G3
1,1,0.486204,0.695482,0,0,0,0,168.078766,0,G3
1,1,0.466035,0.661723,0,0,0,0,162.679443,0,G3
0,1,0,0,0,0,0,0,127.188194,0,G3
0,1,0,0,0,0,0,0,122.43148,0,G3
0,1,0,0,0,0,0,0,117.232765,0,G3
1,1,0.270761,0.709123,0,0,0,0,174.11467,0,G3
1,1,0.231942,0.704317,0,0,0,0,165.992081,0,G3
1,1,0.384351,0.690093,0,0,0,0,168.846268,0,G3
2,11000,-0.009127,1.031965,142.608719,148.192383,0,0,0,1.833169,G4
2,11000,-0.182513,1.126038,143.073486,148.448898,0,0,0,1.966945,G4
2,11000,-0.239257,1.089101,150.040131,158.813202,0,0,0,2.453563,G4
1,11000,-0.890757,0.076166,129.370483,101.740036,0,0,0,1.284406,G4
3,11000,0.274832,1.300608,134.741409,144.302246,0,0,0,1.931542,G4
1,11000,-0.968462,0.04864,132.729446,111.045799,0,0,0,1.361327,G4
2,11000,0.182582,1.123193,96.190529,94.471046,0,0,0,0.997638,G4
2,11000,-0.090671,1.058137,143.167068,144.280884,0,0,0,1.679981,G4
2,11000,-0.064743,1.041764,138.369598,143.082077,0,0,0,1.817721,G4
2,11000,0.172381,1.156947,123.471497,115.99469,0,0,0,1.355574,G4
2,1100,0.552577,0.766375,0,164.772385,129.48732,0,0,0,G5
1,1100,0.234747,0.769145,0,132.595245,104.473389,0,0,0,G5
1,1100,0.347492,0.712485,0,156.009399,117.700005,0,0,0,G5
0,1100,0,0,0,106.560127,106.560127,0,0,0,G5
2,1100,0.402656,0.898188,0,151.676117,156.951569,0,0,0,G5
2,1100,0.407046,0.951567,0,153.199265,157.496521,0,0,0,G5
2,1100,0.239673,0.747147,0,123.998909,155.115494,0,0,0,G5
2,1100,0.312447,0.746853,0,131.238403,147.297638,0,0,0,G5
0,1100,0,0,0,97.212585,97.212585,0,0,0,G5
2,1100,0.415659,0.807061,0,120.572609,140.596344,0,0,0,G5
3,1110,0.582497,0.974883,0,155.762787,174.664612,160.603378,0,0,G6
3,1110,0.59541,0.941199,0,160.43277,177.964325,162.069748,0,0,G6
3,1110,0.532532,0.919969,0,160.042892,172.119171,156.519913,0,0,G6
3,1110,0.623132,0.912956,0,163.955414,173.238983,159.029388,0,0,G6
3,1110,0.4485,0.886854,0,135.691483,169.216309,150.836426,0,0,G6
3,1110,0.62582,0.844682,0,168.189804,162.794006,150.833344,0,0,G6
3,1110,0.483239,0.845279,0,132.141464,157.12915,142.97287,0,0,G6
3,1110,0.740884,0.74577,0,143.782425,177.435913,145.139389,0,0,G6
3,1110,0.750233,0.954471,0,122.926132,171.615631,125.376953,0,0,G6
3,1110,0.791949,1.030164,0,149.371735,177.947098,154.68045,0,0,G6
2,10001,0.943968,0.900033,157.026794,0,0,0,153.350006,3.339941,G7
3,10001,1.077569,1.191589,146.514587,0,0,0,169.597565,2.726612,G7
3,10001,3.403178,2.90838,141.190231,0,0,0,156.662415,7.899304,G7
3,10001,1.058594,1.082551,149.355484,0,0,0,169.930374,2.926727,G7
2,10001,1.095505,1.098608,149.315277,0,0,0,145.518707,2.593138,G7
3,10001,1.006503,1.010494,160.500824,0,0,0,175.496185,4.11634,G7
2,10001,1.069142,0.976073,158.286575,0,0,0,157.155884,3.792433,G7
2,10001,0.981127,1.038161,155.760925,0,0,0,148.542328,2.945276,G7
2,10001,0.885921,0.942478,155.196793,0,0,0,155.151657,3.113246,G7
2,10001,0.849016,0.882407,141.745361,0,0,0,143.710739,2.266715,G7
4,11001,1.227301,1.255788,156.632645,164.539246,0,0,169.881058,3.803804,G8
3,11001,0.992309,1.308586,156.239243,170.082565,0,0,153.625641,3.288351,G8
3,11001,0.677979,0.996916,154.044998,166.31398,0,0,157.448502,3.106524,G8
3,11001,1.123231,1.182118,158.741974,167.550903,0,0,155.900726,3.275122,G8
3,11001,0.974945,1.202946,158.98764,168.152054,0,0,157.186798,3.630464,G8
3,11001,1.000095,1.189858,154.380402,165.007996,0,0,153.508881,3.10248,G8
3,11001,0.930347,1.188416,155.433182,165.591232,0,0,154.681854,3.32514,G8
3,11001,0.750694,1.178473,155.21788,166.664536,0,0,157.688614,3.234271,G8
3,11001,0.791638,1.195559,160.601257,169.14827,0,0,161.239502,3.933917,G8
3,11001,0.925355,0.970092,147.717117,157.342941,0,0,146.42836,2.693324,G8
5,11111,1.127704,1.287582,135.905396,161.007889,167.39743,141.484726,144.005966,1.500124,G9
5,11111,1.1819,1.328144,132.503952,150.907318,174.85965,139.668854,145.231857,1.264069,G9
5,11111,1.383087,1.31177,136.413696,163.732773,161.655243,138.475006,140.840363,1.686696,G9
4,11111,1.049647,1.216364,134.754211,154.727402,165.713821,142.605804,113.121742,1.461024,G9
5,11111,1.346604,1.365156,133.168564,155.615891,168.761368,137.969986,142.84166,1.459282,G9
5,11111,1.247788,1.366577,150.341232,162.578293,178.439911,155.639862,160.404373,2.232434,G9
5,11111,1.202673,1.346891,145.954193,162.125244,174.939102,155.371109,155.150055,2.020572,G9
4,11111,0.883985,1.306442,148.577805,168.449493,169.78627,155.011536,132.759094,2.253848,G9
5,11111,1.361782,1.33326,148.169388,165.013672,176.554276,160.483398,146.952118,2.016058,G9
4,11111,1.007664,1.23662,151.653885,176.84465,162.058411,150.301941,128.089996,2.400728,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.597382,1.090625,0,154.413986,176.052948,0,149.486053,0,G0
3,1101,0.681706,1.115472,0,149.278839,171.116913,0,154.100296,0,G0
3,1101,0.686494,1.112508,0,152.211761,173.655716,0,153.296646,0,G0
2,1101,0.505489,0.98304,0,147.701248,151.05748,0,115.968414,0,G0
3,1101,0.809986,1.013495,0,159.827545,175.301086,0,151.545486,0,G0
3,1101,0.848038,0.979701,0,152.920975,172.272614,0,148.671677,0,G0
3,1101,0.606749,1.070896,0,151.555878,169.758896,0,154.090973,0,G0
3,1101,0.564187,1.072848,0,153.505051,173.31575,0,154.941483,0,G0
1,1101,-0.360713,0.796177,0,156.557526,113.655006,0,113.655006,0,G0
3,1101,0.68375,1.139601,0,159.936279,179.567032,0,153.572815,0,G0
1,1000,-0.324908,0.904879,0,79.437447,0,0,0,0,G2
1,1000,-0.244712,0.830004,0,100.066063,0,0,0,0,G2
1,1000,-0.085464,0.933874,0,94.925011,0,0,0,0,G2
1,1000,-0.302308,0.834286,0,95.667381,0,0,0,0,G2
0,1000,0,0,0,95.155243,0,0,0,0,G2
1,1000,-0.20352,0.941433,0,114.375816,0,0,0,0,G2
1,1000,-0.217339,0.958562,0,93.815872,0,0,0,0,G2
0,1000,0,0,0,84.578339,0,0,0,0,G2
2,1000,0.074399,1.373732,0,161.510056,0,0,0,0,G2
1,1000,-0.157849,0.851933,0,86.919395,0,0,0,0,G2
1,1,0.330429,0.688457,0,0,0,0,81.015839,0,G3
1,1,0.174462,0.968013,0,0,0,0,169.886032,0,G3
1,1,0.285143,0.931877,0,0,0,0,168.192474,0,G3
1,1,0.411038,0.877188,0,0,0,0,162.216324,0,G3
1,1,0.234592,0.89396,0,0,0,0,165.645172,0,G3
1,1,0.134083,0.867564,0,0,0,0,165.02327,0,G3
1,1,0.04225,0.848933,0,0,0,0,162.323685,0,G3
1,1,0.286535,0.843853,0,0,0,0,155.098389,0,G3
1,1,0.382666,0.771164,0,0,0,0,162.399307,0,G3
1,1,0.296203,0.754998,0,0,0,0,160.056046,0,G3
1,11000,-0.965539,0.259996,148.391205,114.919281,0,0,0,1.764658,G4
3,11000,0.119147,1.471787,135.580231,155.046463,0,0,0,1.913408,G4
3,11000,0.231276,1.474227,129.999664,145.751144,0,0,0,1.746719,G4
2,11000,-0.14338,1.251474,131.238724,136.914108,0,0,0,1.491161,G4
2,11000,-0.373114,1.230959,134.855652,140.517487,0,0,0,1.439109,G4
2,11000,-0.547359,1.153618,132.316223,137.705414,0,0,0,1.268384,G4
2,11000,-0.176782,1.184002,136.738449,137.165802,0,0,0,1.460993,G4
2,11000,0.001529,1.113585,113.796288,115.482895,0,0,0,1.109057,G4
2,11000,-0.272443,1.165923,130.363647,141.108109,0,0,0,1.407744,G4
2,11000,-0.230886,1.181201,143.686371,149.898972,0,0,0,1.768279,G4
2,1100,0.092056,0.831786,0,159.162155,156.901779,0,0,0,G5
2,1100,0.274169,0.943422,0,152.547195,158.476166,0,0,0,G5
2,1100,0.224598,0.910117,0,150.293945,160.575729,0,0,0,G5
1,1100,-0.106119,0.920849,0,99.920685,93.288712,0,0,0,G5
2,1100,0.08176,0.927262,0,160.231628,167.005524,0,0,0,G5
2,1100,0.301604,0.943595,0,152.269592,150.652481,0,0,0,G5
1,1100,0.170835,0.887789,0,107.296066,95.278168,0,0,0,G5
2,1100,0.11474,0.879447,0,157.955429,165.458786,0,0,0,G5
2,1100,0.10985,0.876255,0,157.247971,163.017258,0,0,0,G5
2,1100,0.018719,0.855967,0,151.761902,163.56308,0,0,0,G5
3,1110,0.413602,0.942145,0,153.026871,177.035629,157.07312,0,0,G6
3,1110,0.377758,0.95909,0,161.354996,173.432892,167.177094,0,0,G6
3,1110,0.298367,0.924589,0,152.993439,173.979294,160.931259,0,0,G6
3,1110,0.459313,1.004657,0,160.653336,174.30098,162.617111,0,0,G6
3,1110,0.491706,1.007633,0,163.456039,175.007095,164.916046,0,0,G6
3,1110,0.256337,1.007552,0,161.811981,178.691193,169.36496,0,0,G6
3,1110,0.488008,0.99553,0,160.317123,177.33287,159.530838,0,0,G6
3,1110,0.50416,0.996446,0,150.934616,177.395935,157.330917,0,0,G6
3,1110,0.457934,1.047211,0,158.989349,177.59906,160.442383,0,0,G6
3,1110,0.374892,1.049552,0,155.897583,177.293472,155.1492,0,0,G6
2,10001,0.701891,1.119819,149.040085,0,0,0,146.485718,2.457427,G7
1,10001,-0.820075,0.519808,159.449646,0,0,0,115.350243,2.00795,G7
1,10001,-0.818262,0.50776,156.616699,0,0,0,112.32476,1.861342,G7
2,10001,0.768414,1.142831,149.224228,0,0,0,142.65799,2.50839,G7
2,10001,0.785725,1.131886,146.320358,0,0,0,145.153534,2.437953,G7
2,10001,1.105771,1.018693,153.694443,0,0,0,148.26355,2.764261,G7
2,10001,0.548605,1.210535,151.601334,0,0,0,151.544617,2.644329,G7
2,10001,0.248988,1.114058,145.224747,0,0,0,144.845673,2.150742,G7
2,10001,0.527894,1.129908,147.57576,0,0,0,143.927277,2.337716,G7
2,10001,0.619472,1.119336,148.184067,0,0,0,145.682709,2.408868,G7
4,11001,0.485468,1.378346,150.131882,166.04747,0,0,160.463821,2.364511,G8
3,11001,0.955128,1.278494,147.091049,177.272507,0,0,143.190796,2.257071,G8
3,11001,0.766878,1.114626,142.125412,172.072464,0,0,137.313522,1.818459,G8
4,11001,1.305254,1.448913,147.119446,169.16481,0,0,156.647369,2.434068,G8
3,11001,0.937405,1.252518,149.366379,170.140472,0,0,147.967316,2.376041,G8
3,11001,0.633478,1.08734,146.151352,173.200562,0,0,141.460373,2.091201,G8
3,11001,0.961441,1.031569,132.364365,173.690338,0,0,126.198151,1.574285,G8
3,11001,1.20847,1.123564,129.088806,169.878281,0,0,122.88015,1.472061,G8
4,11001,1.363419,1.225177,131.42363,168.193863,0,0,155.442154,1.593968,G8
3,11001,0.977304,1.226979,145.678482,174.788452,0,0,141.746063,2.084312,G8
5,11111,0.835729,1.077653,134.220596,157.9496,171.711044,156.565216,136.155518,1.239722,G9
5,11111,0.911842,1.01224,139.812759,164.794678,171.657211,158.81192,141.854996,1.47153,G9
5,11111,1.011594,0.98381,137.609558,163.820618,169.864365,156.453339,139.31813,1.357605,G9
5,11111,0.799858,0.955558,131.569824,157.356689,171.353546,155.391479,134.600113,1.137495,G9
5,11111,0.800566,1.18467,147.912994,167.590988,175.581238,164.474091,149.115067,1.821177,G9
5,11111,0.98364,1.163117,147.308411,170.897018,170.428162,159.656448,146.080673,1.841502,G9
5,11111,0.788263,1.348693,159.218933,172.949188,176.958496,168.227814,157.941162,2.481262,G9
5,11111,0.839511,0.946905,136.216583,160.100632,170.111938,156.184235,138.138382,1.339436,G9
5,11111,0.599558,0.801616,121.427231,148.172119,171.098495,143.845367,122.36618,0.850618,G9
5,11111,0.929799,0.942135,102.866615,128.490097,135.547409,111.932724,102.274124,0.542044,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.445864,0.910312,0,149.990082,173.954575,0,152.270142,0,G0
3,1101,0.479034,1.084308,0,146.6875,174.466568,0,150.405289,0,G0
3,1101,0.726965,1.193354,0,152.700775,175.074478,0,155.026413,0,G0
2,1101,0.67259,0.906126,0,148.338196,155.210953,0,105.026192,0,G0
3,1101,0.543432,1.018818,0,151.211426,173.936127,0,153.118301,0,G0
3,1101,0.349437,0.830391,0,147.304459,174.858505,0,149.360184,0,G0
3,1101,0.598121,0.959786,0,128.9758,155.731644,0,129.321793,0,G0
3,1101,0.796306,1.082352,0,137.456039,158.5625,0,137.122009,0,G0
3,1101,0.769418,1.114782,0,145.999115,170.643005,0,148.76207,0,G0
3,1101,0.614263,1.065401,0,149.279236,171.825882,0,153.487,0,G0
1,1000,-0.012735,0.940489,0,144.276566,0,0,0,0,G2
1,1000,0.005355,0.902595,0,100.217102,0,0,0,0,G2
1,1000,0.202659,0.856856,0,95.298439,0,0,0,0,G2
1,1000,-0.297177,0.799869,0,105.239433,0,0,0,0,G2
1,1000,-0.127664,0.904606,0,145.279572,0,0,0,0,G2
1,1000,-0.005915,0.992813,0,136.597031,0,0,0,0,G2
0,1000,0,0,0,98.594231,0,0,0,0,G2
0,1000,0,0,0,99.170425,0,0,0,0,G2
1,1000,-0.106377,0.805535,0,94.985977,0,0,0,0,G2
1,1000,0.159143,0.808621,0,85.743286,0,0,0,0,G2
1,1,0.382613,0.428554,0,0,0,0,98.407837,0,G3
1,1,0.214919,0.776599,0,0,0,0,171.740891,0,G3
1,1,0.182696,0.594295,0,0,0,0,170.013168,0,G3
1,1,-0.280551,0.586515,0,0,0,0,173.550735,0,G3
1,1,0.305531,0.478185,0,0,0,0,165.628265,0,G3
1,1,0.417575,0.360722,0,0,0,0,150.836395,0,G3
1,1,0.412537,0.407221,0,0,0,0,35.816788,0,G3
1,1,-0.067955,0.629562,0,0,0,0,170.748322,0,G3
1,1,0.042513,0.652679,0,0,0,0,168.562042,0,G3
1,1,0.380809,0.53114,0,0,0,0,167.101837,0,G3
