@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,4,18-22'

@attribute numFingers numeric
@attribute Max_X numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
3,0.597382,2.186371,2.331832,0,1.754914,G0
3,0.681706,2.209571,2.427099,0,1.933388,G0
3,0.686494,2.318259,2.528678,0,1.965183,G0
2,0.505489,2.283682,1.949924,0,0,G0
3,0.809986,2.525307,2.668672,0,2.077415,G0
3,0.848038,2.273007,2.462442,0,1.884354,G0
3,0.606749,2.268166,2.474867,0,1.965286,G0
3,0.564187,2.313964,2.480407,0,1.967646,G0
1,-0.360713,1.671627,0,0,0,G0
3,0.68375,2.46249,2.587882,0,1.998994,G0
1,-0.324908,0.635119,0,0,0,G2
1,-0.244712,0.955509,0,0,0,G2
1,-0.085464,0.818895,0,0,0,G2
1,-0.302308,0.890876,0,0,0,G2
0,0,0,0,0,0,G2
1,-0.20352,1.074743,0,0,0,G2
1,-0.217339,0.829774,0,0,0,G2
0,0,0,0,0,0,G2
2,0.074399,2.555643,0,0,0,G2
1,-0.157849,0.869108,0,0,0,G2
1,0.330429,0,0,0,0.940439,G3
1,0.174462,0,0,0,2.48596,G3
1,0.285143,0,0,0,2.216718,G3
1,0.411038,0,0,0,2.063697,G3
1,0.234592,0,0,0,1.884531,G3
1,0.134083,0,0,0,1.674197,G3
1,0.04225,0,0,0,1.57501,G3
1,0.286535,0,0,0,1.653526,G3
1,0.382666,0,0,0,1.809224,G3
1,0.296203,0,0,0,1.55895,G3
1,-0.965539,0,0,0,0,G4
3,0.119147,2.763506,0,0,0,G4
3,0.231276,2.481959,0,0,0,G4
2,-0.14338,1.903705,0,0,0,G4
2,-0.373114,1.909232,0,0,0,G4
2,-0.547359,1.774987,0,0,0,G4
2,-0.176782,1.817703,0,0,0,G4
2,0.001529,1.506748,0,0,0,G4
2,-0.272443,1.917948,0,0,0,G4
2,-0.230886,2.214837,0,0,0,G4
2,0.092056,1.619893,1.650699,0,0,G5
2,0.274169,1.821331,1.923573,0,0,G5
2,0.224598,1.718175,1.820373,0,0,G5
1,-0.106119,0.953621,0,0,0,G5
2,0.08176,1.80261,1.869305,0,0,G5
2,0.301604,1.56352,1.607996,0,0,G5
1,0.170835,1.032645,0,0,0,G5
2,0.11474,1.732994,1.798481,0,0,G5
2,0.10985,1.668959,1.733206,0,0,G5
2,0.018719,1.565563,1.642731,0,0,G5
3,0.413602,1.985085,2.201002,1.982784,0,G6
3,0.377758,2.432953,2.608777,2.453556,0,G6
3,0.298367,1.935969,2.11624,1.918045,0,G6
3,0.459313,2.313797,2.530725,2.330842,0,G6
3,0.491706,2.430544,2.629942,2.44507,0,G6
3,0.256337,2.335258,2.457115,2.297291,0,G6
3,0.488008,2.245775,2.403111,2.196668,0,G6
3,0.50416,2.050643,2.286544,2.063041,0,G6
3,0.457934,2.336784,2.531724,2.296187,0,G6
3,0.374892,1.969477,2.13933,1.900911,0,G6
2,0.701891,0,0,0,2.737714,G7
1,-0.820075,0,0,0,0,G7
1,-0.818262,0,0,0,0,G7
2,0.768414,0,0,0,2.5989,G7
2,0.785725,0,0,0,2.74876,G7
2,1.105771,0,0,0,3.073532,G7
2,0.548605,0,0,0,2.993518,G7
2,0.248988,0,0,0,2.465016,G7
2,0.527894,0,0,0,2.564542,G7
2,0.619472,0,0,0,2.686135,G7
4,0.485468,3.499493,0,0,2.401753,G8
3,0.955128,3.340404,0,0,2.497936,G8
3,0.766878,2.820648,0,0,2.086836,G8
4,1.305254,3.620735,0,0,2.371606,G8
3,0.937405,3.513155,0,0,2.780068,G8
3,0.633478,3.115993,0,0,2.311466,G8
3,0.961441,2.535746,0,0,1.64341,G8
3,1.20847,2.50407,0,0,1.585721,G8
4,1.363419,2.814799,0,0,1.813369,G8
3,0.977304,3.111614,0,0,2.325379,G8
5,0.835729,2.295031,2.456929,2.271876,1.747492,G9
5,0.911842,2.568736,2.714351,2.519471,2.006902,G9
5,1.011594,2.435565,2.577415,2.393749,1.891648,G9
5,0.799858,2.247694,2.411663,2.225646,1.710008,G9
5,0.800566,2.900245,3.049588,2.873989,2.364183,G9
5,0.98364,2.869842,2.977826,2.789334,2.22542,G9
5,0.788263,3.435466,3.509477,3.323218,2.884544,G9
5,0.839511,2.36952,2.5109,2.3356,1.822936,G9
5,0.599558,1.909025,2.067713,1.870655,1.363011,G9
5,0.929799,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
3,0.445864,2.329199,2.46029,0,1.921464,G0
3,0.479034,2.161692,2.313767,0,1.812873,G0
3,0.726965,2.510314,2.666554,0,2.133013,G0
2,0.67259,1.876821,1.576564,0,0,G0
3,0.543432,2.456724,2.585765,0,2.025676,G0
3,0.349437,2.170595,2.311467,0,1.794502,G0
3,0.598121,1.739213,1.871524,0,1.276168,G0
3,0.796306,1.930357,2.100502,0,1.545845,G0
3,0.769418,2.221273,2.41489,0,1.872662,G0
3,0.614263,2.354919,2.518441,0,1.986993,G0
1,-0.012735,1.350897,0,0,0,G2
1,0.005355,0.922587,0,0,0,G2
1,0.202659,0.833086,0,0,0,G2
1,-0.297177,0.972287,0,0,0,G2
1,-0.127664,1.338842,0,0,0,G2
1,-0.005915,1.430212,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,-0.106377,0.893258,0,0,0,G2
1,0.159143,0.781765,0,0,0,G2
1,0.382613,0,0,0,1.009142,G3
1,0.214919,0,0,0,1.82482,G3
1,0.182696,0,0,0,1.858459,G3
1,-0.280551,0,0,0,1.956282,G3
1,0.305531,0,0,0,1.826247,G3
1,0.417575,0,0,0,1.3172,G3
1,0.412537,0,0,0,0.694113,G3
1,-0.067955,0,0,0,1.303099,G3
1,0.042513,0,0,0,1.860177,G3
1,0.380809,0,0,0,1.907171,G3
2,-0.909986,2.226848,0,0,0,G4
2,0.087269,2.091455,0,0,0,G4
2,-0.486802,2.309088,0,0,0,G4
2,-0.045499,2.10137,0,0,0,G4
2,0.10864,1.629287,0,0,0,G4
2,-0.06354,1.988332,0,0,0,G4
2,-0.314816,1.993403,0,0,0,G4
2,-0.289388,1.887173,0,0,0,G4
2,0.413275,1.825598,0,0,0,G4
2,-0.778183,2.089965,0,0,0,G4
2,0.168277,1.691089,1.696082,0,0,G5
2,0.433333,1.457577,1.612026,0,0,G5
2,-0.012718,1.881676,1.956828,0,0,G5
1,0.181923,1.601533,0,0,0,G5
2,0.490639,1.421956,1.485219,0,0,G5
2,0.315048,1.72959,1.79561,0,0,G5
2,-0.059789,1.424375,1.55432,0,0,G5
0,0,0,0,0,0,G5
1,0.287377,1.161865,0,0,0,G5
1,0.480632,1.310807,0,0,0,G5
3,0.081234,1.786001,1.935494,1.740907,0,G6
3,0.42676,2.056832,2.233067,1.997889,0,G6
3,0.172185,2.030972,2.168793,1.965827,0,G6
3,0.608557,2.262521,2.436686,2.202429,0,G6
3,0.46298,1.807229,2.018919,1.673655,0,G6
3,0.092397,1.538464,1.681442,1.389185,0,G6
2,0.192309,2.148839,2.028868,0,0,G6
3,0.647684,2.223527,2.391707,2.120616,0,G6
3,0.65487,1.824067,2.04029,1.663921,0,G6
3,0.141944,1.608488,1.785106,1.438898,0,G6
2,0.840307,0,0,0,3.133171,G7
2,0.516876,0,0,0,2.594362,G7
1,0.521569,0,0,0,0,G7
2,0.103685,0,0,0,2.82082,G7
2,0.331051,0,0,0,2.46161,G7
2,0.845901,0,0,0,2.845204,G7
2,0.720649,0,0,0,3.41128,G7
2,0.146131,0,0,0,3.56129,G7
2,0.524327,0,0,0,2.794676,G7
2,0.922788,0,0,0,2.61602,G7
3,0.238445,2.624343,0,0,2.042938,G8
3,0.282635,2.447461,0,0,1.868098,G8
4,1.082419,3.949168,0,0,2.764974,G8
3,0.97525,3.400753,0,0,2.810094,G8
4,0.529585,2.7427,0,0,1.688276,G8
3,0.034141,2.628447,0,0,2.078841,G8
3,0.226677,3.194303,0,0,2.670617,G8
4,0.948481,3.969992,0,0,2.720676,G8
3,0.915602,2.487278,0,0,1.777734,G8
3,0.51753,1.884584,0,0,1.286888,G8
5,0.779635,3.425827,3.667395,3.412279,2.819075,G9
5,0.971793,2.381643,2.581324,2.343382,1.746534,G9
5,1.335971,3.471379,3.682538,3.447838,2.80983,G9
5,1.170982,4.868867,4.908283,4.713198,4.195436,G9
5,0.487906,3.081616,3.178167,3.01303,2.652378,G9
5,0.951539,3.544664,3.804386,3.548612,2.892885,G9
5,1.292913,3.872543,4.08072,3.81959,3.122391,G9
5,1.302239,3.909482,4.140677,3.748071,3.066411,G9
5,1.366719,5.148542,5.337552,4.876584,4.493115,G9
5,1.255683,4.447258,4.685953,4.366793,3.618086,G9
1,-0.659883,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1,-0.536885,0,0,0,0,G1
3,0.607003,2.766185,2.926789,0,2.474452,G0
3,0.621065,3.201227,3.350957,0,2.904597,G0
3,0.710747,3.183687,3.373737,0,2.910336,G0
3,0.714895,3.29799,3.485087,0,3.020705,G0
3,0.627897,3.020676,3.161777,0,2.695114,G0
3,0.637064,2.885796,3.012733,0,2.538603,G0
3,0.565185,2.217869,2.381183,0,1.93698,G0
3,0.76783,1.97218,2.157017,0,1.677868,G0
3,0.718374,2.237125,2.442111,0,1.956667,G0
3,0.639895,3.370299,3.549635,0,3.075332,G0
1,-0.186933,1.567418,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,-0.209282,2.192798,0,0,0,G2
1,-0.284805,1.708891,0,0,0,G2
1,-0.217091,1.636446,0,0,0,G2
1,-0.27134,1.47822,0,0,0,G2
1,-0.238138,1.392671,0,0,0,G2
1,-0.139853,1.635734,0,0,0,G2
1,-0.073909,2.19797,0,0,0,G2
2,0.344561,0,0,0,1.131812,G3
2,0.398717,0,0,0,3.205836,G3
2,0.487774,0,0,0,3.501036,G3
1,0.449431,0,0,0,2.776576,G3
1,0.213496,0,0,0,2.932739,G3
1,0.262937,0,0,0,3.021891,G3
1,0.214955,0,0,0,1.641522,G3
1,0.449552,0,0,0,1.123594,G3
3,1.710599,0,0,0,4.92411,G3
2,0.708482,0,0,0,0.342219,G3
2,-0.426197,1.825454,0,0,0,G4
2,-0.069536,3.530479,0,0,0,G4
3,0.022753,2.823166,0,0,0,G4
3,0.059144,2.985475,0,0,0,G4
2,-0.263844,2.781123,0,0,0,G4
2,-0.3073,2.479631,0,0,0,G4
2,-0.275646,0.202044,0,0,0,G4
3,0.023907,1.493393,0,0,0,G4
3,0.069277,2.211322,0,0,0,G4
2,-0.38037,1.693353,0,0,0,G4
3,0.288046,2.710305,2.849931,0,0,G5
3,0.317447,3.982131,4.204533,0,0,G5
2,0.074045,2.098123,2.173409,0,0,G5
3,0.209435,2.938351,3.050927,0,0,G5
2,-0.005151,1.869534,1.915887,0,0,G5
2,-0.069441,1.736958,1.753098,0,0,G5
2,-0.034059,1.816385,1.87132,0,0,G5
2,0.042963,1.331739,1.346594,0,0,G5
2,0.084807,1.654389,1.665338,0,0,G5
2,0.041713,1.82399,1.840373,0,0,G5
3,0.199688,1.062592,1.204062,0.983169,0,G6
3,0.187067,2.772579,2.913443,2.706537,0,G6
3,0.369454,1.956763,2.088527,1.920591,0,G6
3,0.352403,1.737123,1.895619,1.628823,0,G6
3,0.266749,2.182989,2.328691,2.138463,0,G6
3,0.20345,2.435153,2.542425,2.384473,0,G6
3,0.146607,2.553732,2.682917,2.478087,0,G6
3,0.219407,1.938642,2.105669,1.864582,0,G6
3,0.332046,0.843195,1.014004,0.760149,0,G6
3,0.30911,1.136007,1.259691,1.014012,0,G6
2,0.850724,0,0,0,2.658337,G7
2,1.075712,0,0,0,2.951926,G7
2,1.098629,0,0,0,3.571117,G7
2,1.016533,0,0,0,2.269332,G7
3,1.116785,0,0,0,1.167826,G7
3,1.353137,0,0,0,0.945183,G7
3,1.241883,0,0,0,1.138531,G7
2,1.089298,0,0,0,1.81084,G7
2,0.953686,0,0,0,2.239412,G7
2,0.885284,0,0,0,2.751246,G7
3,0.580094,3.795186,0,0,3.131284,G8
3,0.478482,3.399163,0,0,2.724773,G8
3,0.647255,2.762507,0,0,2.035221,G8
3,0.676838,3.266407,0,0,2.555871,G8
3,0.713781,3.893752,0,0,3.172973,G8
3,0.707518,3.858532,0,0,3.128433,G8
3,0.809132,2.72152,0,0,1.954157,G8
3,0.647453,2.146554,0,0,1.408614,G8
4,0.671939,3.437217,0,0,2.458184,G8
4,0.809869,2.067289,0,0,0.945105,G8
5,1.007206,1.3535,1.42634,1.264298,0.716703,G9
5,0.834694,3.620363,3.733576,3.596873,3.082603,G9
5,0.855786,2.173338,2.24887,2.102067,1.629633,G9
5,0.914123,3.02333,3.11719,2.989051,2.509864,G9
5,0.938263,1.976813,2.054365,1.908625,1.422884,G9
5,0.866689,1.861524,1.935582,1.788355,1.304214,G9
5,0.844801,2.616194,2.687683,2.565133,2.094741,G9
5,0.877421,3.205586,3.278655,3.15305,2.690497,G9
5,0.827236,3.250804,3.323889,3.207144,2.70403,G9
5,0.825258,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
2,0.697043,2.349562,1.908255,0,0,G0
3,0.355125,2.240088,2.364843,0,2.016806,G0
3,0.061216,2.657343,2.737217,0,2.284793,G0
3,0.555953,2.406829,2.494489,0,2.130704,G0
3,0.52277,2.285837,2.415777,0,2.001437,G0
3,0.292447,2.730561,2.78545,0,2.22594,G0
3,0.213229,2.572453,2.604391,0,2.034541,G0
3,0.544974,2.203571,2.306246,0,1.868377,G0
3,0.659414,2.843352,2.94442,0,2.477288,G0
3,0.45662,3.064668,3.083386,0,2.527724,G0
0,0,0,0,0,0,G2
1,-0.423096,3.54445,0,0,0,G2
4,0.81831,4.154349,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
2,-0.144776,4.468385,0,0,0,G2
0,0,0,0,0,0,G2
1,-0.572159,3.363097,0,0,0,G2
1,-0.433531,3.076559,0,0,0,G2
1,-0.089519,3.986492,0,0,0,G2
1,0.258719,0,0,0,3.011063,G3
1,0.242,0,0,0,2.523862,G3
1,0.098345,0,0,0,2.215978,G3
1,0.004216,0,0,0,2.314746,G3
1,0.38494,0,0,0,2.107048,G3
1,0.549606,0,0,0,2.113102,G3
1,0.19082,0,0,0,2.365075,G3
1,-0.10305,0,0,0,2.237571,G3
1,0.435361,0,0,0,2.388552,G3
1,0.591228,0,0,0,2.27134,G3
2,-0.412135,1.572294,0,0,0,G4
2,0.03018,3.001924,0,0,0,G4
2,-0.259703,2.33671,0,0,0,G4
2,-0.219504,1.816872,0,0,0,G4
2,0.053486,2.32773,0,0,0,G4
2,-0.247856,2.299439,0,0,0,G4
2,-0.551376,1.830652,0,0,0,G4
2,-0.395145,1.767246,0,0,0,G4
3,0.214681,2.878506,0,0,0,G4
3,0.042194,1.952695,0,0,0,G4
2,0.041601,1.722713,1.743388,0,0,G5
2,0.078482,2.581657,2.568621,0,0,G5
2,0.294631,2.401241,2.390135,0,0,G5
3,0.21038,2.666439,2.873758,0,0,G5
2,0.427865,2.087623,2.074523,0,0,G5
2,0.006204,1.664791,1.694406,0,0,G5
2,-0.143872,1.163773,1.240452,0,0,G5
2,0.101422,2.72335,2.793973,0,0,G5
2,0.569412,2.107367,2.17444,0,0,G5
2,0.213745,2.062761,2.096606,0,0,G5
3,0.224582,1.42763,1.500206,1.310854,0,G6
3,0.13325,1.789716,1.981838,1.819964,0,G6
3,0.241294,2.521985,2.642686,2.498379,0,G6
3,0.11027,2.382643,2.455272,2.334549,0,G6
3,0.106367,1.008187,1.130134,0.958816,0,G6
3,0.621728,1.95213,2.084084,1.89303,0,G6
3,0.52339,2.326217,2.407833,2.255274,0,G6
3,0.442841,2.535329,2.560258,2.461431,0,G6
4,0.556809,1.5337,1.739976,1.626955,0,G6
3,0.5139,2.560162,2.637288,2.472481,0,G6
3,0.730335,0,0,0,2.310038,G7
3,-0.055232,0,0,0,2.604583,G7
2,-0.074309,0,0,0,3.480368,G7
2,0.459548,0,0,0,3.467479,G7
2,0.156306,0,0,0,2.866975,G7
2,-0.011124,0,0,0,2.521095,G7
3,0.05508,0,0,0,2.89088,G7
3,0.818824,0,0,0,4.098808,G7
3,0.268694,0,0,0,2.0816,G7
3,0.520851,0,0,0,1.599136,G7
3,0.443635,3.040519,0,0,2.391638,G8
3,0.09077,3.386368,0,0,2.886837,G8
3,0.468985,3.743832,0,0,3.167696,G8
3,-0.164005,2.200986,0,0,1.705628,G8
3,0.428036,3.173045,0,0,2.632283,G8
3,0.147076,2.401416,0,0,1.8465,G8
3,0.576803,3.00123,0,0,2.314212,G8
3,0.1909,2.411579,0,0,1.767465,G8
3,0.145891,2.09858,0,0,1.427324,G8
3,0.510261,3.148965,0,0,2.430719,G8
5,1.06497,2.938179,3.045091,2.854487,2.317141,G9
5,0.895018,3.10205,3.145814,3.048479,2.49278,G9
5,0.595696,2.907748,2.977066,2.853224,2.296777,G9
5,1.069266,3.283924,3.386206,3.264339,2.709708,G9
5,0.8561,2.807372,2.90635,2.784966,2.266575,G9
5,0.490497,2.820379,2.936428,2.803511,2.31036,G9
5,1.025218,2.742716,2.790142,2.615518,2.059442,G9
5,0.925737,3.603471,3.67582,3.569702,3.069453,G9
5,0.775444,3.105814,3.222828,3.057915,2.57627,G9
5,1.016059,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
2,-0.008628,3.317573,3.466743,0,0,G0
3,0.509244,3.034431,3.204088,0,2.730621,G0
3,0.594434,2.649997,2.859435,0,2.402386,G0
3,0.44082,3.344195,3.560318,0,3.06944,G0
3,0.351001,3.137235,3.309568,0,2.836774,G0
3,0.321227,2.215873,2.393359,0,1.923379,G0
3,0.324205,2.109945,2.257071,0,1.779151,G0
3,0.545601,1.378094,1.579032,0,1.073251,G0
3,0.559776,2.401174,2.660591,0,2.152958,G0
3,0.567607,3.125719,3.334086,0,2.829475,G0
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,-0.248304,1.552487,0,0,0,G2
1,-0.362474,0.596845,0,0,0,G2
0,0,0,0,0,0,G2
1,-0.351167,1.209536,0,0,0,G2
2,-0.078576,2.230498,0,0,0,G2
1,-0.133472,1.780096,0,0,0,G2
1,-0.251653,2.182993,0,0,0,G2
1,0.190275,0,0,0,1.181902,G3
1,0.187176,0,0,0,2.145167,G3
2,0.325798,0,0,0,1.044843,G3
2,0.436097,0,0,0,0.822553,G3
1,0.1556,0,0,0,0.75342,G3
1,0.222859,0,0,0,0.781298,G3
1,0.309264,0,0,0,1.29269,G3
2,0.511787,0,0,0,1.63418,G3
2,0.472732,0,0,0,0.116966,G3
1,0.25354,0,0,0,1.877574,G3
3,-0.000021,1.296927,0,0,0,G4
2,-0.102365,2.519146,0,0,0,G4
3,0.120058,2.75031,0,0,0,G4
2,-0.286956,2.395666,0,0,0,G4
2,-0.310827,2.815108,0,0,0,G4
2,-0.230822,1.393766,0,0,0,G4
2,-0.228206,1.300148,0,0,0,G4
2,-0.186455,1.216594,0,0,0,G4
2,-0.296336,1.197391,0,0,0,G4
3,0.03582,1.29919,0,0,0,G4
2,0.139558,2.917798,2.986548,0,0,G5
2,0.147804,2.564327,2.595356,0,0,G5
2,0.222824,2.607363,2.719604,0,0,G5
3,0.347617,2.374996,1.520247,0,0,G5
2,0.102128,1.645936,1.674201,0,0,G5
2,-0.028735,1.848886,1.848292,0,0,G5
2,-0.027244,2.282359,2.322742,0,0,G5
2,-0.057109,2.681327,2.705819,0,0,G5
2,0.043641,3.145288,3.202811,0,0,G5
2,0.054236,3.077394,3.100928,0,0,G5
3,0.389652,0.123366,0.199118,0.123678,0,G6
3,0.350061,1.781773,1.965673,1.707701,0,G6
3,0.478049,1.682904,1.892295,1.599661,0,G6
3,0.492278,2.002395,2.206771,1.941365,0,G6
3,0.141816,1.763762,1.941874,1.681604,0,G6
3,0.147993,1.813359,1.992829,1.736571,0,G6
3,0.180721,2.001664,2.19402,1.922534,0,G6
3,0.414376,2.492057,2.664763,2.43194,0,G6
3,0.364131,1.44268,1.671507,1.365915,0,G6
3,0.470769,0.267812,0.550751,0.184963,0,G6
3,1.317109,0,0,0,0.384534,G7
2,1.153869,0,0,0,0.493516,G7
2,1.214387,0,0,0,0.694488,G7
2,1.065491,0,0,0,1.143306,G7
2,0.879429,0,0,0,1.247574,G7
3,1.01482,0,0,0,0.106801,G7
2,1.369463,0,0,0,0.232696,G7
2,1.432197,0,0,0,0.037135,G7
3,1.249366,0,0,0,0.612904,G7
3,1.081735,0,0,0,0.775925,G7
3,0.545486,3.204638,0,0,2.588875,G8
3,0.99161,2.305337,0,0,1.558511,G8
3,1.115991,2.158606,0,0,1.375083,G8
3,0.982328,2.635837,0,0,1.837766,G8
3,0.803399,3.376349,0,0,2.591346,G8
3,1.208049,2.905275,0,0,2.092289,G8
3,1.180364,3.16208,0,0,2.312677,G8
3,1.076684,2.230921,0,0,1.542498,G8
3,0.999644,1.665813,0,0,0.958638,G8
3,0.707696,2.453095,0,0,1.781299,G8
5,1.027946,2.757621,2.938242,2.803932,2.219361,G9
5,0.892321,2.303982,2.440433,2.29634,1.776484,G9
5,0.872778,2.548765,2.698264,2.565171,2.085964,G9
1,-0.985285,0,0,0,0,G9
5,0.988456,2.306974,2.492724,2.341148,1.723,G9
5,0.866844,2.469249,2.63335,2.481777,1.916036,G9
5,0.99683,2.455916,2.642896,2.49847,1.939686,G9
5,0.891538,3.636585,3.818588,3.671304,3.11106,G9
5,1.019123,3.58542,3.74994,3.623787,3.021146,G9
5,1.063152,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
2,0.886732,4.061127,3.809917,0,0,G0
3,0.547338,2.61128,2.639111,0,2.249943,G0
3,0.351789,1.757697,1.861239,0,1.610192,G0
2,0.546105,2.439428,2.132315,0,0,G0
2,0.874791,2.773369,2.471603,0,0,G0
3,0.72639,2.318356,2.752664,0,2.156658,G0
2,0.537521,2.323808,1.958569,0,0,G0
3,0.671723,2.402087,2.710219,0,2.109083,G0
3,0.73589,2.360192,2.570628,0,2.039878,G0
3,0.455441,2.18524,2.417647,0,1.897843,G0
1,-0.395436,0.968599,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,-0.266284,0.80651,0,0,0,G2
1,-0.467012,0.966789,0,0,0,G2
1,-0.568667,0.979964,0,0,0,G2
1,-0.449082,0.582813,0,0,0,G2
0,0,0,0,0,0,G2
1,-0.292297,0.515428,0,0,0,G2
1,-0.468907,0.837519,0,0,0,G2
2,0.439831,0,0,0,1.232904,G3
3,0.448974,0,0,0,0.805818,G3
0,0,0,0,0,0,G3
2,0.350008,0,0,0,0.709125,G3
2,0.473491,0,0,0,0.933915,G3
1,0.117314,0,0,0,1.08117,G3
1,0.036763,0,0,0,1.330263,G3
2,0.189415,0,0,0,0.803571,G3
2,0.369277,0,0,0,0.694153,G3
2,0.465191,0,0,0,0.818085,G3
2,-0.228333,1.714143,0,0,0,G4
3,0.188088,2.399213,0,0,0,G4
2,-0.181789,2.195871,0,0,0,G4
2,-0.336539,2.306665,0,0,0,G4
2,-0.375696,2.36277,0,0,0,G4
2,-0.30021,1.996894,0,0,0,G4
2,-0.217853,1.970028,0,0,0,G4
2,-0.25502,1.905056,0,0,0,G4
3,0.12973,2.199822,0,0,0,G4
3,0.112282,2.408094,0,0,0,G4
2,-0.063756,1.596664,1.719043,0,0,G5
2,0.19679,1.590844,1.679568,0,0,G5
2,0.059605,1.436605,1.602602,0,0,G5
2,0.042598,1.470707,1.611276,0,0,G5
2,-0.126182,1.808861,1.909074,0,0,G5
2,-0.051169,1.62083,1.713301,0,0,G5
2,0.168148,1.543796,1.610795,0,0,G5
2,0.135939,1.584843,1.66416,0,0,G5
2,0.143817,1.705528,1.77677,0,0,G5
2,-0.004519,1.452613,1.581132,0,0,G5
3,0.352671,1.346322,1.450669,1.281818,0,G6
3,0.217343,1.411299,1.497299,1.346642,0,G6
3,0.277276,1.343008,1.436411,1.282059,0,G6
3,0.315888,1.474261,1.575881,1.411345,0,G6
3,0.373073,1.613016,1.751137,1.559753,0,G6
3,0.34865,1.574352,1.698875,1.507171,0,G6
3,0.178631,1.350408,1.455152,1.274632,0,G6
3,0.194414,1.349744,1.447757,1.26137,0,G6
3,0.374784,1.560532,1.707485,1.516865,0,G6
3,0.331614,1.458613,1.580609,1.412423,0,G6
3,1.210704,0,0,0,3.681969,G7
2,1.430695,0,0,0,2.946744,G7
2,1.418604,0,0,0,2.998811,G7
2,1.433596,0,0,0,3.292067,G7
2,1.528859,0,0,0,3.810102,G7
2,1.484964,0,0,0,3.469804,G7
2,1.29005,0,0,0,3.25412,G7
3,1.387429,0,0,0,3.200303,G7
3,1.302124,0,0,0,3.626636,G7
2,1.287866,0,0,0,3.748755,G7
3,1.13941,6.283594,0,0,5.479455,G8
3,1.244691,4.651743,0,0,3.63243,G8
3,1.38209,4.642641,0,0,3.629433,G8
3,1.287421,5.036147,0,0,4.089,G8
3,1.18762,5.490388,0,0,4.574145,G8
3,0.568574,4.662253,0,0,3.982023,G8
2,0.143787,2.907346,0,0,0,G8
2,0.362933,2.967525,0,0,0,G8
2,0.717445,2.827115,0,0,0,G8
3,0.756468,4.522438,0,0,3.792587,G8
5,0.930666,3.7999,4.004097,3.830438,3.310155,G9
5,0.984521,2.945883,3.105919,2.964248,2.414811,G9
5,0.96534,2.928238,3.065292,2.930815,2.390457,G9
5,1.020055,2.96248,3.114193,2.960878,2.410872,G9
4,0.606628,2.266222,2.218778,1.928026,0,G9
5,0.964729,2.855092,3.101118,2.989568,2.504358,G9
5,0.968442,2.822205,3.036373,2.87299,2.335129,G9
5,0.984573,3.24059,3.40203,3.290971,2.755993,G9
5,1.063021,3.349482,3.481277,3.36743,2.849082,G9
4,0.893148,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
