@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,5,6,18-22'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11000,0.012976,0.954483,47.99987,2.4291,0,0,0,G4
11000,0.013781,0.678877,45.919861,1.16707,0,0,0,G4
11000,1,0.420077,1,0,0,0,0,G4
1100,0.024069,0.572572,21.402111,1.02083,0,0,0,G5
1100,0.021582,0.785725,23.92918,1.610657,0,0,0,G5
1100,0.020918,1.157577,16.443775,1.640749,0,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.02335,0.734557,22.162588,1.738286,0,0,0,G5
1100,0.023011,0.676725,22.216434,1.997056,0,0,0,G5
1100,0.023433,0.711991,21.863609,1.439554,0,0,0,G5
1100,0.03708,1.109469,15.804931,1.234775,2.711801,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0,0,0,0,0,0,0,G5
1110,0.029199,0.636413,17.562973,1.466297,0,0,0,G6
1110,0.019888,0.889369,13.202558,2.312101,2.157485,0,0,G6
1110,1,0.570999,1,0,0,0,0,G6
1110,0.019445,0.950306,13.649017,2.461677,2.198257,0,0,G6
1110,0.019722,0.825631,13.525636,2.052802,1.807447,0,0,G6
1110,0.024261,0.909745,22.681602,1.033499,0,0,0,G6
1110,0.021595,0.966036,13.019904,2.702308,2.228577,0,0,G6
1110,1,0.791876,1,0,0,0,0,G6
1110,1,0.54199,1,0,0,0,0,G6
1110,0.020074,0.889428,13.217293,2.541336,2.300484,0,0,G6
10001,0.016136,0.473931,37.84771,0.189126,0,0,0,G7
10001,0.012156,1.121157,72.603188,0.641166,0,0,0,G7
10001,0,0,0,0,0,0,0,G7
10001,1,0.136272,1,0,0,0,0,G7
10001,0.010072,0.33766,70.606186,0.181889,0,0,0,G7
10001,0.010905,0.367019,70.109825,0.500134,0,0,0,G7
10001,0,0,0,0,0,0,0,G7
10001,0.010467,0.706372,70.54409,0.790985,0,0,0,G7
10001,0.010653,0.576606,70.084503,0.400748,0,0,0,G7
10001,0.01051,0.52991,70.591492,0.246611,0,0,0,G7
11001,0.010541,0.971917,26.484047,4.201895,3.589105,0,0,G8
11001,0.011822,1.302132,23.794563,5.474811,4.758352,0,0,G8
11001,0.015422,0.975185,38.128246,3.744194,0,0,0,G8
11001,0.017883,0.721539,31.819365,2.773104,0,0,0,G8
11001,0.011711,0.877267,23.968681,3.88082,3.13008,0,0,G8
11001,0.011191,0.768287,25.091311,4.55499,3.808392,0,0,G8
11001,0.011619,0.791049,24.495312,6.948523,6.150044,0,0,G8
11001,0.015418,0.705051,37.014832,5.623022,0,0,0,G8
11001,0.010716,0.935331,26.107718,6.914099,6.290797,0,0,G8
11001,0.011375,1.031711,24.757931,6.020041,5.137407,0,0,G8
11111,0.009301,0.908757,10.972218,3.467142,3.42099,3.247894,2.651787,G9
11111,0.010669,1.385827,6.586637,4.331477,4.479289,4.214166,3.448234,G9
11111,0.009081,0.861541,10.187063,3.084621,3.221116,3.054302,2.562638,G9
11111,0.009167,1.090867,10.263643,5.105647,5.120188,4.926242,4.246762,G9
11111,0.009374,0.798409,10.127734,1.97503,2.01991,1.812495,1.255303,G9
11111,0.010555,0.941229,15.87604,2.098935,2.041083,1.80605,0,G9
11111,0.009925,1.119402,10.776596,4.696747,4.803766,4.735086,4.276867,G9
11111,0.009157,1.052011,11.155943,7.086591,7.203006,7.151492,6.706867,G9
11111,0.009493,0.948001,11.073741,6.340759,6.365201,6.127171,5.617724,G9
11111,0.009193,0.877846,11.279895,4.566732,4.599581,4.503874,3.978602,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,1,-0.371725,1,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.011755,1.025194,21.950901,1.679687,1.332674,0,0,G0
1101,0.012031,1.148941,21.175959,2.505263,2.023229,0,0,G0
1101,0.012075,1.146282,21.540407,2.666659,2.159433,0,0,G0
1101,0.011871,1.153117,21.725775,2.285386,1.775265,0,0,G0
1101,0.012626,1.17592,19.810598,2.021174,1.665006,0,0,G0
1101,0.011668,1.15498,22.240541,2.424119,1.833871,0,0,G0
1101,0.011908,1.150069,20.829376,1.869291,1.527964,0,0,G0
1101,0.012328,1.096475,21.165833,2.244421,1.813531,0,0,G0
1101,0.012007,1.04504,21.224251,1.925906,1.527198,0,0,G0
1101,0.011619,1.052926,22.230488,2.235826,1.758586,0,0,G0
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1,1,0.606668,1,0,0,0,0,G3
1,1,0.674613,1,0,0,0,0,G3
1,1,0.695482,1,0,0,0,0,G3
1,1,0.661723,1,0,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,1,0.709123,1,0,0,0,0,G3
1,1,0.704317,1,0,0,0,0,G3
1,1,0.690093,1,0,0,0,0,G3
11000,0.010671,1.031965,60.291145,2.137151,0,0,0,G4
11000,0.010359,1.126038,65.190086,2.314631,0,0,0,G4
11000,0.011767,1.089101,57.752979,2.880613,0,0,0,G4
11000,1,0.076166,1,0,0,0,0,G4
11000,0.015074,1.300608,19.895859,2.476516,1.548451,0,0,G4
11000,1,0.04864,1,0,0,0,0,G4
11000,0.010832,1.123193,64.328163,1.133746,0,0,0,G4
11000,0.009896,1.058137,64.884415,2.040292,0,0,0,G4
11000,0.010102,1.041764,67.481865,2.142984,0,0,0,G4
11000,0.010755,1.156947,65.172585,1.551723,0,0,0,G4
1100,0.019291,0.766375,26.83696,1.286835,0,0,0,G5
1100,1,0.769145,1,0,0,0,0,G5
1100,1,0.712485,1,0,0,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.017318,0.898188,31.140699,1.721081,0,0,0,G5
1100,0.016626,0.951567,32.815556,1.734795,0,0,0,G5
1100,0.01844,0.747147,28.256777,1.294113,0,0,0,G5
1100,0.020647,0.746853,25.189964,1.305939,0,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.018844,0.807061,27.55373,1.25409,0,0,0,G5
1110,0.013852,0.974883,18.980923,2.153533,1.995845,0,0,G6
1110,0.013305,0.941199,19.703587,2.442055,2.246718,0,0,G6
1110,0.014167,0.919969,18.328455,2.077801,1.916269,0,0,G6
1110,0.014455,0.912956,17.970846,2.298096,2.077478,0,0,G6
1110,0.013917,0.886854,18.655182,1.66833,1.480218,0,0,G6
1110,0.01544,0.844682,16.783241,2.019825,1.759594,0,0,G6
1110,0.020546,0.845279,12.948482,1.310956,1.256135,0,0,G6
1110,0.012939,0.74577,20.249958,1.775795,1.605941,0,0,G6
1110,0.013425,0.954471,20.156908,1.584066,1.294743,0,0,G6
1110,0.014434,1.030164,18.80793,2.251905,1.984155,0,0,G6
10001,0.010607,0.900033,67.945549,3.142388,0,0,0,G7
10001,0.010792,1.191589,36.497276,2.653922,2.880503,0,0,G7
10001,0.039201,2.90838,124.514069,0.964787,9.783976,0,0,G7
10001,0.011007,1.082551,37.33736,2.764261,2.89045,0,0,G7
10001,0.010328,1.098608,70.948708,2.570461,0,0,0,G7
10001,0.011457,1.010494,36.409126,3.983932,4.172822,0,0,G7
10001,0.012013,0.976073,66.473228,3.9326,0,0,0,G7
10001,0.010542,1.038161,66.771965,2.684536,0,0,0,G7
10001,0.011021,0.942478,65.038383,3.192102,0,0,0,G7
10001,0.010978,0.882407,66.394348,2.425123,0,0,0,G7
11001,0.011977,1.255788,20.396193,4.764359,3.880919,4.396766,0,G8
11001,0.010943,1.308586,25.542887,4.097537,3.117222,0,0,G8
11001,0.010353,0.996916,27.315542,4.031798,3.459741,0,0,G8
11001,0.011148,1.182118,24.433315,4.222198,3.638376,0,0,G8
11001,0.010735,1.202946,26.35997,4.287391,3.475688,0,0,G8
11001,0.011378,1.189858,24.703197,3.915275,3.114105,0,0,G8
11001,0.010599,1.188416,26.63711,3.855591,2.969091,0,0,G8
11001,0.010973,1.178473,25.718967,3.97739,3.212373,0,0,G8
11001,0.010902,1.195559,25.982103,4.61943,3.876088,0,0,G8
11001,0.01119,0.970092,25.234972,3.191657,2.373737,0,0,G8
11111,0.00869,1.287582,15.185007,2.649596,2.737096,1.964551,2.425604,G9
11111,0.008805,1.328144,15.276175,2.549188,2.719091,1.952886,2.46722,G9
11111,0.00888,1.31177,15.187655,2.785559,2.799219,1.841744,2.370723,G9
11111,0.008157,1.216364,19.015265,2.495109,2.557856,2.205323,0,G9
11111,0.008863,1.365156,15.613431,2.684768,2.793168,1.872318,2.433289,G9
11111,0.008569,1.366577,15.682833,3.487632,3.696452,2.991677,3.503557,G9
11111,0.008891,1.346891,15.486366,3.255954,3.460378,2.607853,3.168638,G9
11111,0.008414,1.306442,18.255842,3.248523,3.31209,2.819771,0,G9
11111,0.008162,1.33326,9.37676,3.25262,3.401956,3.194432,2.644456,G9
11111,0.008259,1.23662,18.710051,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.010997,1.090625,23.849249,2.331832,1.754914,0,0,G0
1101,0.010501,1.115472,24.9988,2.427099,1.933388,0,0,G0
1101,0.010776,1.112508,24.508358,2.528678,1.965183,0,0,G0
1101,0.011858,0.98304,54.984791,1.949924,0,0,0,G0
1101,0.01071,1.013495,25.160847,2.668672,2.077415,0,0,G0
1101,0.010442,0.979701,25.775015,2.462442,1.884354,0,0,G0
1101,0.010727,1.070896,24.676746,2.474867,1.965286,0,0,G0
1101,0.011027,1.072848,23.645828,2.480407,1.967646,0,0,G0
1101,1,0.796177,1,0,0,0,0,G0
1101,0.011043,1.139601,23.794411,2.587882,1.998994,0,0,G0
1000,1,0.904879,1,0,0,0,0,G2
1000,1,0.830004,1,0,0,0,0,G2
1000,1,0.933874,1,0,0,0,0,G2
1000,1,0.834286,1,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,0.941433,1,0,0,0,0,G2
1000,1,0.958562,1,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0.016282,1.373732,33.111378,1.731921,0,0,0,G2
1000,1,0.851933,1,0,0,0,0,G2
1,1,0.688457,1,0,0,0,0,G3
1,1,0.968013,1,0,0,0,0,G3
1,1,0.931877,1,0,0,0,0,G3
1,1,0.877188,1,0,0,0,0,G3
1,1,0.89396,1,0,0,0,0,G3
1,1,0.867564,1,0,0,0,0,G3
1,1,0.848933,1,0,0,0,0,G3
1,1,0.843853,1,0,0,0,0,G3
1,1,0.771164,1,0,0,0,0,G3
1,1,0.754998,1,0,0,0,0,G3
11000,1,0.259996,1,0,0,0,0,G4
11000,0.014551,1.471787,20.527178,2.763506,1.882963,0,0,G4
11000,0.014566,1.474227,20.604887,2.481959,1.613256,0,0,G4
11000,0.010941,1.251474,61.082603,1.903705,0,0,0,G4
11000,0.011182,1.230959,57.431267,1.909232,0,0,0,G4
11000,0.011336,1.153618,54.200619,1.774987,0,0,0,G4
11000,0.011666,1.184002,54.161648,1.817703,0,0,0,G4
11000,0.011657,1.113585,56.480007,1.506748,0,0,0,G4
11000,0.01138,1.165923,57.925606,1.917948,0,0,0,G4
11000,0.011634,1.181201,56.000134,2.214837,0,0,0,G4
1100,0.019664,0.831786,26.642244,1.650699,0,0,0,G5
1100,0.014532,0.943422,37.154068,1.923573,0,0,0,G5
1100,0.015604,0.910117,34.104729,1.820373,0,0,0,G5
1100,1,0.920849,1,0,0,0,0,G5
1100,0.020069,0.927262,26.021835,1.869305,0,0,0,G5
1100,0.021022,0.943595,24.800642,1.607996,0,0,0,G5
1100,1,0.887789,1,0,0,0,0,G5
1100,0.019412,0.879447,26.962458,1.798481,0,0,0,G5
1100,0.01963,0.876255,26.692886,1.733206,0,0,0,G5
1100,0.019562,0.855967,26.765795,1.642731,0,0,0,G5
1110,0.013107,0.942145,20.256214,2.201002,1.982784,0,0,G6
1110,0.01544,0.95909,17.047852,2.608777,2.453556,0,0,G6
1110,0.015718,0.924589,16.729675,2.11624,1.918045,0,0,G6
1110,0.014902,1.004657,17.787954,2.530725,2.330842,0,0,G6
1110,0.015318,1.007633,17.265451,2.629942,2.44507,0,0,G6
1110,0.01588,1.007552,16.213783,2.457115,2.297291,0,0,G6
1110,0.013119,0.99553,20.062643,2.403111,2.196668,0,0,G6
1110,0.011717,0.996446,22.757629,2.286544,2.063041,0,0,G6
1110,0.012431,1.047211,21.377962,2.531724,2.296187,0,0,G6
1110,0.01289,1.049552,20.55521,2.13933,1.900911,0,0,G6
10001,0.0116,1.119819,65.847382,2.737714,0,0,0,G7
10001,1,0.519808,1,0,0,0,0,G7
10001,1,0.50776,1,0,0,0,0,G7
10001,0.011294,1.142831,68.86422,2.5989,0,0,0,G7
10001,0.010973,1.131886,71.958382,2.74876,0,0,0,G7
10001,0.011744,1.018693,67.966751,3.073532,0,0,0,G7
10001,0.011559,1.210535,65.299904,2.993518,0,0,0,G7
10001,0.011198,1.114058,65.007561,2.465016,0,0,0,G7
10001,0.011495,1.129908,65.652946,2.564542,0,0,0,G7
10001,0.01161,1.119336,65.71978,2.686135,0,0,0,G7
11001,0.01214,1.378346,19.692427,3.499493,2.401753,2.976589,0,G8
11001,0.010342,1.278494,26.485064,3.340404,2.497936,0,0,G8
11001,0.010344,1.114626,26.629318,2.820648,2.086836,0,0,G8
11001,0.01162,1.448913,20.762381,3.620735,2.371606,2.890845,0,G8
11001,0.010689,1.252518,25.938713,3.513155,2.780068,0,0,G8
11001,0.010542,1.08734,26.409336,3.115993,2.311466,0,0,G8
11001,0.010133,1.031569,27.467936,2.535746,1.64341,0,0,G8
11001,0.010362,1.123564,26.583305,2.50407,1.585721,0,0,G8
11001,0.011198,1.225177,18.89397,2.814799,1.813369,1.99695,0,G8
11001,0.010683,1.226979,25.939802,3.111614,2.325379,0,0,G8
11111,0.009401,1.077653,9.527532,2.295031,2.456929,2.271876,1.747492,G9
11111,0.009056,1.01224,9.668103,2.568736,2.714351,2.519471,2.006902,G9
11111,0.00916,0.98381,9.613049,2.435565,2.577415,2.393749,1.891648,G9
11111,0.009228,0.955558,9.570864,2.247694,2.411663,2.225646,1.710008,G9
11111,0.00918,1.18467,9.555344,2.900245,3.049588,2.873989,2.364183,G9
11111,0.009104,1.163117,9.51868,2.869842,2.977826,2.789334,2.22542,G9
11111,0.009687,1.348693,9.576638,3.435466,3.509477,3.323218,2.884544,G9
11111,0.009032,0.946905,9.988613,2.36952,2.5109,2.3356,1.822936,G9
11111,0.009112,0.801616,9.809388,1.909025,2.067713,1.870655,1.363011,G9
11111,0.009408,0.942135,9.195293,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.010461,0.910312,26.168962,2.46029,1.921464,0,0,G0
1101,0.010363,1.084308,26.312696,2.313767,1.812873,0,0,G0
1101,0.010171,1.193354,27.028696,2.666554,2.133013,0,0,G0
1101,0.015402,0.906126,36.385403,1.576564,0,0,0,G0
1101,0.010308,1.018818,26.946838,2.585765,2.025676,0,0,G0
1101,0.010317,0.830391,26.449289,2.311467,1.794502,0,0,G0
1101,0.010817,0.959786,26.165817,1.871524,1.276168,0,0,G0
1101,0.010496,1.082352,26.78388,2.100502,1.545845,0,0,G0
1101,0.010388,1.114782,26.587257,2.41489,1.872662,0,0,G0
1101,0.010418,1.065401,26.258286,2.518441,1.986993,0,0,G0
1000,1,0.940489,1,0,0,0,0,G2
1000,1,0.902595,1,0,0,0,0,G2
1000,1,0.856856,1,0,0,0,0,G2
1000,1,0.799869,1,0,0,0,0,G2
1000,1,0.904606,1,0,0,0,0,G2
1000,1,0.992813,1,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,0.805535,1,0,0,0,0,G2
1000,1,0.808621,1,0,0,0,0,G2
1,1,0.428554,1,0,0,0,0,G3
1,1,0.776599,1,0,0,0,0,G3
1,1,0.594295,1,0,0,0,0,G3
1,1,0.586515,1,0,0,0,0,G3
1,1,0.478185,1,0,0,0,0,G3
1,1,0.360722,1,0,0,0,0,G3
1,1,0.407221,1,0,0,0,0,G3
1,1,0.629562,1,0,0,0,0,G3
1,1,0.652679,1,0,0,0,0,G3
1,1,0.53114,1,0,0,0,0,G3
11000,0.011639,0.859095,58.086987,2.226848,0,0,0,G4
11000,0.011862,1.282806,57.091476,2.091455,0,0,0,G4
11000,0.011523,1.160692,56.859406,2.309088,0,0,0,G4
11000,0.011721,1.05981,57.191746,2.10137,0,0,0,G4
11000,0.012125,0.677994,55.289829,1.629287,0,0,0,G4
11000,0.011791,1.268584,57.419991,1.988332,0,0,0,G4
11000,0.011351,1.308857,55.999855,1.993403,0,0,0,G4
11000,0.011431,1.104593,57.919682,1.887173,0,0,0,G4
11000,0.011824,1.065004,55.645729,1.825598,0,0,0,G4
11000,0.011446,0.934078,58.284771,2.089965,0,0,0,G4
1100,0.016832,0.900112,31.363859,1.696082,0,0,0,G5
1100,0.016675,0.901322,31.544939,1.612026,0,0,0,G5
1100,0.017061,0.709856,30.578329,1.956828,0,0,0,G5
1100,1,0.829421,1,0,0,0,0,G5
1100,0.016956,0.932993,30.718582,1.485219,0,0,0,G5
1100,0.016701,0.945703,31.152681,1.79561,0,0,0,G5
1100,0.016971,0.802615,30.603867,1.55432,0,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,1,0.721637,1,0,0,0,0,G5
1100,1,0.638595,1,0,0,0,0,G5
1110,0.012424,0.928371,21.632675,1.935494,1.740907,0,0,G6
1110,0.012309,1.103648,21.888054,2.233067,1.997889,0,0,G6
1110,0.012357,0.961613,21.601242,2.168793,1.965827,0,0,G6
1110,0.012571,0.988794,21.487022,2.436686,2.202429,0,0,G6
1110,0.012763,1.02717,21.360723,2.018919,1.673655,0,0,G6
1110,0.012316,0.936006,21.818707,1.681442,1.389185,0,0,G6
1110,0.012485,0.686904,46.536037,2.028868,0,0,0,G6
1110,0.012216,0.855413,22.232635,2.391707,2.120616,0,0,G6
1110,0.012516,0.941777,22.062029,2.04029,1.663921,0,0,G6
1110,0.012445,0.963241,21.714144,1.785106,1.438898,0,0,G6
10001,0.010801,0.687236,72.915581,3.133171,0,0,0,G7
10001,0.011388,1.055557,71.795464,2.594362,0,0,0,G7
10001,1,0.392595,1,0,0,0,0,G7
10001,0.0107,0.898498,74.483971,2.82082,0,0,0,G7
10001,0.011124,1.059316,72.88903,2.46161,0,0,0,G7
10001,0.011312,0.705152,71.345612,2.845204,0,0,0,G7
10001,0.011173,0.637664,72.90947,3.41128,0,0,0,G7
10001,0.010702,0.786996,73.319832,3.56129,0,0,0,G7
10001,0.010932,0.666335,71.310219,2.794676,0,0,0,G7
10001,0.010848,0.926507,72.125488,2.61602,0,0,0,G7
11001,0.008996,0.746876,31.338329,2.624343,2.042938,0,0,G8
11001,0.009281,0.66335,29.624895,2.447461,1.868098,0,0,G8
11001,0.011168,1.009961,20.945076,3.949168,2.764974,3.501531,0,G8
11001,0.010148,0.750555,27.066563,3.400753,2.810094,0,0,G8
11001,0.010693,0.965698,20.89237,2.7427,1.688276,2.20641,0,G8
11001,0.009052,0.650669,30.838646,2.628447,2.078841,0,0,G8
11001,0.008512,0.595711,33.216892,3.194303,2.670617,0,0,G8
11001,0.011354,0.822748,19.724712,3.969992,2.720676,3.315387,0,G8
11001,0.010163,0.851607,26.856787,2.487278,1.777734,0,0,G8
11001,0.009547,0.770491,28.943487,1.884584,1.286888,0,0,G8
11111,0.008783,1.438505,9.225645,3.425827,3.667395,3.412279,2.819075,G9
11111,0.008426,1.202741,8.554334,2.381643,2.581324,2.343382,1.746534,G9
11111,0.008556,1.255053,7.527702,3.471379,3.682538,3.447838,2.80983,G9
11111,0.008185,1.330061,9.265546,4.868867,4.908283,4.713198,4.195436,G9
11111,0.007362,1.101408,13.013872,3.081616,3.178167,3.01303,2.652378,G9
11111,0.008676,1.4344,7.865595,3.544664,3.804386,3.548612,2.892885,G9
11111,0.008685,1.534743,7.158701,3.872543,4.08072,3.81959,3.122391,G9
11111,0.008776,1.508981,8.319952,3.909482,4.140677,3.748071,3.066411,G9
11111,0.008702,1.493291,9.097486,5.148542,5.337552,4.876584,4.493115,G9
11111,0.008956,1.584597,7.326109,4.447258,4.685953,4.366793,3.618086,G9
0,1,0.388478,1,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,1,0.572105,1,0,0,0,0,G1
1101,0.011307,0.933986,23.832621,2.926789,2.474452,0,0,G0
1101,0.010904,1.022727,24.683174,3.350957,2.904597,0,0,G0
1101,0.011255,1.008663,24.046339,3.373737,2.910336,0,0,G0
1101,0.011287,0.978851,24.023407,3.485087,3.020705,0,0,G0
1101,0.011129,1.002556,24.130436,3.161777,2.695114,0,0,G0
1101,0.011039,1.001954,24.313951,3.012733,2.538603,0,0,G0
1101,0.010968,0.945057,24.521149,2.381183,1.93698,0,0,G0
1101,0.011322,0.828897,24.014828,2.157017,1.677868,0,0,G0
1101,0.01158,0.959079,23.529587,2.442111,1.956667,0,0,G0
1101,0.011329,0.920995,23.898355,3.549635,3.075332,0,0,G0
1000,1,0.752226,1,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,0.960286,1,0,0,0,0,G2
1000,1,0.818337,1,0,0,0,0,G2
1000,1,0.841928,1,0,0,0,0,G2
1000,1,0.839827,1,0,0,0,0,G2
1000,1,0.80107,1,0,0,0,0,G2
1000,1,0.819822,1,0,0,0,0,G2
1000,1,0.822595,1,0,0,0,0,G2
1,0.024133,0.891323,8.506701,1.792009,0,0,0,G3
1,0.023477,1.23157,7.927714,3.862826,0,0,0,G3
1,0.021554,1.261465,10.126935,4.240448,0,0,0,G3
1,1,0.793664,1,0,0,0,0,G3
1,1,0.866528,1,0,0,0,0,G3
1,1,0.817743,1,0,0,0,0,G3
1,1,0.722604,1,0,0,0,0,G3
1,1,0.624235,1,0,0,0,0,G3
1,0.039145,1.659585,23.497416,5.172917,3.12756,0,0,G3
1,0.027346,0.886567,5.273829,1.351454,0,0,0,G3
11000,0.010905,0.897239,59.469852,1.825454,0,0,0,G4
11000,0.011146,1.333772,61.977364,3.530479,0,0,0,G4
11000,0.017089,1.448977,17.686871,2.823166,1.789742,0,0,G4
11000,0.017418,1.387689,16.85124,2.985475,1.92139,0,0,G4
11000,0.011381,1.098991,59.102325,2.781123,0,0,0,G4
11000,0.011122,0.990813,58.927902,2.479631,0,0,0,G4
11000,0.013049,0.839786,55.643902,0.202044,0,0,0,G4
11000,0.017487,1.296489,16.527731,1.493393,0.439401,0,0,G4
11000,0.01771,1.426154,16.144819,2.211322,1.09341,0,0,G4
11000,0.011279,0.949838,58.243668,1.693353,0,0,0,G4
1100,0.014206,1.042303,11.685607,2.849931,1.6898,0,0,G5
1100,0.014545,1.290128,12.096399,4.204533,3.058822,0,0,G5
1100,0.025436,0.889349,20.38121,2.173409,0,0,0,G5
1100,0.01414,1.17151,13.059745,3.050927,1.876142,0,0,G5
1100,0.028021,0.798506,18.398626,1.915887,0,0,0,G5
1100,0.02538,0.75933,20.161581,1.753098,0,0,0,G5
1100,0.02514,0.773211,20.579874,1.87132,0,0,0,G5
1100,0.023528,0.708467,21.918484,1.346594,0,0,0,G5
1100,0.023566,0.779153,21.838837,1.665338,0,0,0,G5
1100,0.023388,0.75027,22.028656,1.840373,0,0,0,G5
1110,0.0158,0.861583,16.657824,1.204062,0.983169,0,0,G6
1110,0.015035,1.073101,17.518053,2.913443,2.706537,0,0,G6
1110,0.014336,0.975605,18.369394,2.088527,1.920591,0,0,G6
1110,0.015322,1.028932,17.416874,1.895619,1.628823,0,0,G6
1110,0.015003,1.011945,17.6022,2.328691,2.138463,0,0,G6
1110,0.014944,0.903783,17.486063,2.542425,2.384473,0,0,G6
1110,0.015104,0.877971,17.368622,2.682917,2.478087,0,0,G6
1110,0.015812,0.940807,16.699467,2.105669,1.864582,0,0,G6
1110,0.016373,0.945671,16.363829,1.014004,0.760149,0,0,G6
1110,0.016061,0.927862,16.45619,1.259691,1.014012,0,0,G6
10001,0.010642,0.700165,70.715561,2.658337,0,0,0,G7
10001,0.010463,0.807237,75.25396,2.951926,0,0,0,G7
10001,0.010477,0.825603,74.476662,3.571117,0,0,0,G7
10001,0.010356,0.719546,74.238731,2.269332,0,0,0,G7
10001,0.011348,0.772189,38.641808,1.167826,1.343747,0,0,G7
10001,0.012521,0.826689,38.536831,0.945183,1.073059,0,0,G7
10001,0.011754,0.764244,38.583569,1.138531,1.276008,0,0,G7
10001,0.01052,0.669785,74.622139,1.81084,0,0,0,G7
10001,0.010421,0.689829,73.155258,2.239412,0,0,0,G7
10001,0.010648,0.725398,71.551888,2.751246,0,0,0,G7
11001,0.010382,0.971662,26.781996,3.795186,3.131284,0,0,G8
11001,0.009778,1.205836,28.80545,3.399163,2.724773,0,0,G8
11001,0.009836,1.012403,28.613096,2.762507,2.035221,0,0,G8
11001,0.010311,1.103321,27.207085,3.266407,2.555871,0,0,G8
11001,0.010131,1.024047,27.657455,3.893752,3.172973,0,0,G8
11001,0.01019,1.030701,27.518652,3.858532,3.128433,0,0,G8
11001,0.010273,1.039181,27.286549,2.72152,1.954157,0,0,G8
11001,0.009943,0.751964,28.26943,2.146554,1.408614,0,0,G8
11001,0.010788,1.084829,22.030617,3.437217,2.458184,2.916452,0,G8
11001,0.012367,1.015137,19.272738,2.067289,0.945105,1.502088,0,G8
11111,0.009987,0.887216,8.117502,1.3535,1.42634,1.264298,0.716703,G9
11111,0.008943,1.041891,10.38061,3.620363,3.733576,3.596873,3.082603,G9
11111,0.008941,0.848052,10.620007,2.173338,2.24887,2.102067,1.629633,G9
11111,0.008798,0.988916,10.668647,3.02333,3.11719,2.989051,2.509864,G9
11111,0.008872,0.92677,10.380974,1.976813,2.054365,1.908625,1.422884,G9
11111,0.00901,0.953086,10.107798,1.861524,1.935582,1.788355,1.304214,G9
11111,0.008726,0.804668,10.786802,2.616194,2.687683,2.565133,2.094741,G9
11111,0.00866,0.774487,10.873189,3.205586,3.278655,3.15305,2.690497,G9
