@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,12-16,22'

@attribute fingersExtended numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1101,0,149.278839,171.116913,0,154.100296,G0
1101,0,152.211761,173.655716,0,153.296646,G0
1101,0,147.701248,151.05748,0,115.968414,G0
1101,0,159.827545,175.301086,0,151.545486,G0
1101,0,152.920975,172.272614,0,148.671677,G0
1101,0,151.555878,169.758896,0,154.090973,G0
1101,0,153.505051,173.31575,0,154.941483,G0
1101,0,156.557526,113.655006,0,113.655006,G0
1101,0,159.936279,179.567032,0,153.572815,G0
1000,0,79.437447,0,0,0,G2
1000,0,100.066063,0,0,0,G2
1000,0,94.925011,0,0,0,G2
1000,0,95.667381,0,0,0,G2
1000,0,95.155243,0,0,0,G2
1000,0,114.375816,0,0,0,G2
1000,0,93.815872,0,0,0,G2
1000,0,84.578339,0,0,0,G2
1000,0,161.510056,0,0,0,G2
1000,0,86.919395,0,0,0,G2
1,0,0,0,0,81.015839,G3
1,0,0,0,0,169.886032,G3
1,0,0,0,0,168.192474,G3
1,0,0,0,0,162.216324,G3
1,0,0,0,0,165.645172,G3
1,0,0,0,0,165.02327,G3
1,0,0,0,0,162.323685,G3
1,0,0,0,0,155.098389,G3
1,0,0,0,0,162.399307,G3
1,0,0,0,0,160.056046,G3
11000,148.391205,114.919281,0,0,0,G4
11000,135.580231,155.046463,0,0,0,G4
11000,129.999664,145.751144,0,0,0,G4
11000,131.238724,136.914108,0,0,0,G4
11000,134.855652,140.517487,0,0,0,G4
11000,132.316223,137.705414,0,0,0,G4
11000,136.738449,137.165802,0,0,0,G4
11000,113.796288,115.482895,0,0,0,G4
11000,130.363647,141.108109,0,0,0,G4
11000,143.686371,149.898972,0,0,0,G4
1100,0,159.162155,156.901779,0,0,G5
1100,0,152.547195,158.476166,0,0,G5
1100,0,150.293945,160.575729,0,0,G5
1100,0,99.920685,93.288712,0,0,G5
1100,0,160.231628,167.005524,0,0,G5
1100,0,152.269592,150.652481,0,0,G5
1100,0,107.296066,95.278168,0,0,G5
1100,0,157.955429,165.458786,0,0,G5
1100,0,157.247971,163.017258,0,0,G5
1100,0,151.761902,163.56308,0,0,G5
1110,0,153.026871,177.035629,157.07312,0,G6
1110,0,161.354996,173.432892,167.177094,0,G6
1110,0,152.993439,173.979294,160.931259,0,G6
1110,0,160.653336,174.30098,162.617111,0,G6
1110,0,163.456039,175.007095,164.916046,0,G6
1110,0,161.811981,178.691193,169.36496,0,G6
1110,0,160.317123,177.33287,159.530838,0,G6
1110,0,150.934616,177.395935,157.330917,0,G6
1110,0,158.989349,177.59906,160.442383,0,G6
1110,0,155.897583,177.293472,155.1492,0,G6
10001,149.040085,0,0,0,146.485718,G7
10001,159.449646,0,0,0,115.350243,G7
10001,156.616699,0,0,0,112.32476,G7
10001,149.224228,0,0,0,142.65799,G7
10001,146.320358,0,0,0,145.153534,G7
10001,153.694443,0,0,0,148.26355,G7
10001,151.601334,0,0,0,151.544617,G7
10001,145.224747,0,0,0,144.845673,G7
10001,147.57576,0,0,0,143.927277,G7
10001,148.184067,0,0,0,145.682709,G7
11001,150.131882,166.04747,0,0,160.463821,G8
11001,147.091049,177.272507,0,0,143.190796,G8
11001,142.125412,172.072464,0,0,137.313522,G8
11001,147.119446,169.16481,0,0,156.647369,G8
11001,149.366379,170.140472,0,0,147.967316,G8
11001,146.151352,173.200562,0,0,141.460373,G8
11001,132.364365,173.690338,0,0,126.198151,G8
11001,129.088806,169.878281,0,0,122.88015,G8
11001,131.42363,168.193863,0,0,155.442154,G8
11001,145.678482,174.788452,0,0,141.746063,G8
11111,134.220596,157.9496,171.711044,156.565216,136.155518,G9
11111,139.812759,164.794678,171.657211,158.81192,141.854996,G9
11111,137.609558,163.820618,169.864365,156.453339,139.31813,G9
11111,131.569824,157.356689,171.353546,155.391479,134.600113,G9
11111,147.912994,167.590988,175.581238,164.474091,149.115067,G9
11111,147.308411,170.897018,170.428162,159.656448,146.080673,G9
11111,159.218933,172.949188,176.958496,168.227814,157.941162,G9
11111,136.216583,160.100632,170.111938,156.184235,138.138382,G9
11111,121.427231,148.172119,171.098495,143.845367,122.36618,G9
11111,102.866615,128.490097,135.547409,111.932724,102.274124,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0,149.990082,173.954575,0,152.270142,G0
1101,0,146.6875,174.466568,0,150.405289,G0
1101,0,152.700775,175.074478,0,155.026413,G0
1101,0,148.338196,155.210953,0,105.026192,G0
1101,0,151.211426,173.936127,0,153.118301,G0
1101,0,147.304459,174.858505,0,149.360184,G0
1101,0,128.9758,155.731644,0,129.321793,G0
1101,0,137.456039,158.5625,0,137.122009,G0
1101,0,145.999115,170.643005,0,148.76207,G0
1101,0,149.279236,171.825882,0,153.487,G0
1000,0,144.276566,0,0,0,G2
1000,0,100.217102,0,0,0,G2
1000,0,95.298439,0,0,0,G2
1000,0,105.239433,0,0,0,G2
1000,0,145.279572,0,0,0,G2
1000,0,136.597031,0,0,0,G2
1000,0,98.594231,0,0,0,G2
1000,0,99.170425,0,0,0,G2
1000,0,94.985977,0,0,0,G2
1000,0,85.743286,0,0,0,G2
1,0,0,0,0,98.407837,G3
1,0,0,0,0,171.740891,G3
1,0,0,0,0,170.013168,G3
1,0,0,0,0,173.550735,G3
1,0,0,0,0,165.628265,G3
1,0,0,0,0,150.836395,G3
1,0,0,0,0,35.816788,G3
1,0,0,0,0,170.748322,G3
1,0,0,0,0,168.562042,G3
1,0,0,0,0,167.101837,G3
11000,156.178024,152.339569,0,0,0,G4
11000,145.743668,138.045349,0,0,0,G4
11000,151.880783,146.253922,0,0,0,G4
11000,144.876694,139.253571,0,0,0,G4
11000,122.254471,118.618935,0,0,0,G4
11000,138.020248,136.403076,0,0,0,G4
11000,149.026505,137.463791,0,0,0,G4
11000,139.443619,133.388092,0,0,0,G4
11000,140.394547,129.601028,0,0,0,G4
11000,138.66539,143.67424,0,0,0,G4
1100,0,152.712128,162.438721,0,0,G5
1100,0,137.044556,147.886658,0,0,G5
1100,0,156.314102,166.016556,0,0,G5
1100,0,148.139496,109.551384,0,0,G5
1100,0,135.560577,139.314056,0,0,G5
1100,0,152.000656,165.203598,0,0,G5
1100,0,135.273224,152.177521,0,0,G5
1100,0,107.944557,107.944557,0,0,G5
1100,0,120.664711,99.334045,0,0,G5
1100,0,139.480194,101.178261,0,0,G5
1110,0,149.810684,157.619553,156.401718,0,G6
1110,0,157.000397,167.89502,159.208145,0,G6
1110,0,156.783646,166.78569,158.661575,0,G6
1110,0,159.976028,169.576782,160.491562,0,G6
1110,0,148.478943,173.050964,146.585007,0,G6
1110,0,141.592667,159.518143,139.051895,0,G6
1110,0,154.568298,158.059708,112.539734,0,G6
1110,0,159.037033,170.570984,157.041183,0,G6
1110,0,148.319366,171.640869,142.875366,0,G6
1110,0,141.105408,170.384827,139.014694,0,G6
10001,150.668594,0,0,0,150.995514,G7
10001,140.308167,0,0,0,140.288681,G7
10001,161.851349,0,0,0,117.43277,G7
10001,144.037247,0,0,0,146.765549,G7
10001,136.850311,0,0,0,138.251663,G7
10001,146.105255,0,0,0,145.654678,G7
10001,153.144135,0,0,0,152.452271,G7
10001,153.899704,0,0,0,156.791107,G7
10001,146.143143,0,0,0,147.031784,G7
10001,144.07576,0,0,0,143.409134,G7
11001,135.183563,172.424942,0,0,138.202881,G8
11001,131.409119,164.853638,0,0,130.854996,G8
11001,146.205414,167.223846,0,0,166.823456,G8
11001,144.602264,170.183136,0,0,147.566315,G8
11001,131.46283,161.778687,0,0,156.37558,G8
11001,136.684204,170.869324,0,0,138.510498,G8
11001,147.342651,172.890701,0,0,150.749207,G8
11001,148.180847,171.064087,0,0,165.906509,G8
11001,126.685814,158.627579,0,0,125.453072,G8
11001,104.501297,137.263962,0,0,105.432472,G8
11111,153.900742,165.932053,177.010559,164.834259,152.633743,G9
11111,133.000458,153.450333,171.449402,147.304703,131.042282,G9
11111,150.800247,165.302719,178.403442,161.183517,148.188446,G9
11111,160.543762,171.148972,178.936508,168.700562,159.054871,G9
11111,150.1259,164.402603,172.989182,165.311371,153.017151,G9
11111,152.219299,166.76535,179.301987,162.070877,150.289688,G9
11111,154.400238,168.150208,179.499924,162.267639,151.272141,G9
11111,156.454681,172.142029,176.217773,162.327774,153.205521,G9
11111,162.086365,171.351151,179.085068,171.103348,161.267334,G9
11111,155.372482,168.001755,179.053329,166.948303,156.316177,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0,161.340622,172.317764,0,158.97493,G0
1101,0,164.759888,173.767715,0,162.431763,G0
1101,0,163.000961,171.998108,0,162.200592,G0
1101,0,164.015533,172.588409,0,162.815109,G0
1101,0,164.182129,174.35054,0,161.032059,G0
1101,0,163.607239,173.943329,0,159.627289,G0
1101,0,153.623901,170.138519,0,151.100006,G0
1101,0,145.07692,162.141937,0,142.040039,G0
1101,0,152.240524,166.745941,0,149.380859,G0
1101,0,164.076157,171.779388,0,163.16539,G0
1000,0,157.296005,0,0,0,G2
1000,0,109.814468,0,0,0,G2
1000,0,108.567009,0,0,0,G2
1000,0,162.70639,0,0,0,G2
1000,0,161.797882,0,0,0,G2
1000,0,151.024033,0,0,0,G2
1000,0,140.342773,0,0,0,G2
1000,0,135.834869,0,0,0,G2
1000,0,146.959106,0,0,0,G2
1000,0,166.021713,0,0,0,G2
1,0,0,0,0,163.649704,G3
1,0,0,0,0,177.886765,G3
1,0,0,0,0,177.153183,G3
1,0,0,0,0,171.506561,G3
1,0,0,0,0,174.895111,G3
1,0,0,0,0,174.891174,G3
1,0,0,0,0,163.366943,G3
1,0,0,0,0,119.09742,G3
1,0,0,0,0,18.644205,G3
1,0,0,0,0,55.218674,G3
11000,129.285919,138.336121,0,0,0,G4
11000,160.464996,162.809982,0,0,0,G4
11000,135.445175,155.483444,0,0,0,G4
11000,139.398102,160.485596,0,0,0,G4
11000,151.633301,158.923752,0,0,0,G4
11000,148.185226,155.825806,0,0,0,G4
11000,33.455364,28.33226,0,0,0,G4
11000,81.81707,72.161972,0,0,0,G4
11000,113.152206,139.096649,0,0,0,G4
11000,123.611679,128.819275,0,0,0,G4
1100,0,157.322037,169.118546,0,0,G5
1100,0,166.508057,174.650589,0,0,G5
1100,0,168.981995,170.749817,0,0,G5
1100,0,163.111115,171.683517,0,0,G5
1100,0,166.27475,165.905624,0,0,G5
1100,0,165.063629,166.400436,0,0,G5
1100,0,165.949646,168.05275,0,0,G5
1100,0,148.145294,144.631378,0,0,G5
1100,0,162.577728,160.291977,0,0,G5
1100,0,163.670395,163.348419,0,0,G5
1110,0,101.043854,157.21637,101.784325,0,G6
1110,0,168.06868,176.964478,168.646957,0,G6
1110,0,158.142014,172.355759,157.698914,0,G6
1110,0,147.260864,172.22226,146.605148,0,G6
1110,0,162.207825,174.699402,162.610794,0,G6
1110,0,165.263382,174.925446,166.161316,0,G6
1110,0,166.055908,179.074646,165.715683,0,G6
1110,0,155.580383,179.418854,157.456482,0,G6
1110,0,76.782265,52.488419,75.640358,0,G6
1110,0,106.691628,143.283234,105.905281,0,G6
10001,147.239105,0,0,0,146.161774,G7
10001,149.884735,0,0,0,148.098679,G7
10001,155.848587,0,0,0,155.267761,G7
10001,137.741837,0,0,0,137.237549,G7
10001,104.060066,0,0,0,129.37352,G7
10001,93.149887,0,0,0,99.399506,G7
10001,102.822296,0,0,0,122.64193,G7
10001,126.412689,0,0,0,123.27182,G7
10001,139.598236,0,0,0,136.768402,G7
10001,148.094772,0,0,0,147.073456,G7
11001,158.480637,176.085068,0,0,155.626785,G8
11001,149.907608,178.674545,0,0,152.011536,G8
11001,137.267517,174.866577,0,0,139.512024,G8
11001,148.49733,174.560974,0,0,149.212677,G8
11001,155.612701,175.714432,0,0,155.168549,G8
11001,155.606888,176.425812,0,0,154.876266,G8
11001,137.38147,171.604599,0,0,136.647079,G8
11001,119.251945,162.857666,0,0,119.555695,G8
11001,145.856598,168.216858,0,0,163.80484,G8
11001,105.361229,123.62587,0,0,120.353752,G8
11111,89.999756,89.999458,89.999298,89.999619,89.999756,G9
11111,155.253113,170.444336,173.939453,167.271011,158.543335,G9
11111,128.507248,155.721542,161.872971,148.446762,133.622025,G9
11111,147.790207,167.516266,171.039551,162.523392,151.586609,G9
11111,120.306122,148.841354,156.972763,140.336182,124.915314,G9
11111,115.468849,140.062988,149.177109,134.8992,119.705872,G9
11111,140.598892,162.170227,166.559143,157.991989,145.019211,G9
11111,150.684158,167.883575,170.556549,164.196899,154.064987,G9
11111,150.660873,166.730942,170.687378,164.652679,154.545059,G9
11111,125.240036,148.63356,155.559708,142.707886,127.203087,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0,163.313141,157.572006,0,112.381203,G0
1101,0,153.959274,169.990997,0,165.125107,G0
1101,0,159.629929,169.093124,0,163.434418,G0
1101,0,156.659882,174.244995,0,163.506058,G0
1101,0,154.977585,176.342056,0,167.394043,G0
1101,0,164.294754,175.276642,0,163.801163,G0
1101,0,162.750473,172.860138,0,161.783951,G0
1101,0,150.473404,163.456894,0,150.234329,G0
1101,0,161.838943,173.370743,0,160.200562,G0
1101,0,163.904968,170.908859,0,160.845108,G0
1000,0,127.964478,0,0,0,G2
1000,0,169.988449,0,0,0,G2
1000,0,164.400253,0,0,0,G2
1000,0,133.505859,0,0,0,G2
1000,0,130.991837,0,0,0,G2
1000,0,171.377441,0,0,0,G2
1000,0,132.267334,0,0,0,G2
1000,0,173.683914,0,0,0,G2
1000,0,169.609329,0,0,0,G2
1000,0,170.278381,0,0,0,G2
1,0,0,0,0,173.300598,G3
1,0,0,0,0,168.734695,G3
1,0,0,0,0,171.00441,G3
1,0,0,0,0,171.001312,G3
1,0,0,0,0,164.872604,G3
1,0,0,0,0,165.899384,G3
1,0,0,0,0,171.651367,G3
1,0,0,0,0,173.262527,G3
1,0,0,0,0,169.016296,G3
1,0,0,0,0,169.171112,G3
11000,109.204361,114.115898,0,0,0,G4
11000,157.163895,155.012054,0,0,0,G4
11000,142.87532,146.652206,0,0,0,G4
11000,126.600418,128.648697,0,0,0,G4
11000,143.8629,146.420197,0,0,0,G4
11000,141.976425,145.376938,0,0,0,G4
11000,122.437637,131.706284,0,0,0,G4
11000,122.251381,127.043343,0,0,0,G4
11000,134.402847,153.865128,0,0,0,G4
11000,102.188873,115.340996,0,0,0,G4
1100,0,156.728836,157.763153,0,0,G5
1100,0,168.98143,168.635223,0,0,G5
1100,0,168.317612,168.511566,0,0,G5
1100,0,149.981369,175.711517,0,0,G5
1100,0,164.476639,163.448318,0,0,G5
1100,0,152.275177,158.358612,0,0,G5
1100,0,116.658279,135.784607,0,0,G5
1100,0,170.061966,172.484558,0,0,G5
1100,0,163.876434,168.40979,0,0,G5
1100,0,164.235016,165.507813,0,0,G5
1110,0,138.211761,171.83847,137.981613,0,G6
1110,0,149.618286,167.49527,160.396805,0,G6
1110,0,164.68425,176.311234,166.636063,0,G6
1110,0,162.709,173.865051,164.862595,0,G6
1110,0,94.128799,98.312462,94.991013,0,G6
1110,0,153.437592,172.336411,155.097672,0,G6
1110,0,161.439697,174.80191,161.476852,0,G6
1110,0,164.131226,175.652222,164.972198,0,G6
1110,0,115.063995,132.807144,152.381256,0,G6
1110,0,165.078522,176.044708,165.642166,0,G6
10001,137.425369,0,0,0,172.701981,G7
10001,144.95314,0,0,0,175.115402,G7
10001,154.325699,0,0,0,154.0159,G7
10001,154.423309,0,0,0,156.210602,G7
10001,145.399094,0,0,0,150.443222,G7
10001,148.308945,0,0,0,142.893677,G7
10001,147.573318,0,0,0,174.962601,G7
10001,156.227722,0,0,0,175.998642,G7
10001,129.131973,0,0,0,177.246353,G7
10001,112.155945,0,0,0,173.972748,G7
11001,146.550705,163.570297,0,0,149.973877,G8
11001,155.074615,167.062149,0,0,155.797607,G8
11001,155.126083,167.427872,0,0,156.861847,G8
11001,133.264969,155.18512,0,0,134.640335,G8
11001,149.671906,163.21315,0,0,151.209747,G8
11001,136.591568,158.855927,0,0,138.992142,G8
11001,146.596649,161.371613,0,0,148.357452,G8
11001,136.047607,152.707016,0,0,138.286896,G8
11001,127.731041,144.199234,0,0,128.436478,G8
11001,148.128326,163.506897,0,0,150.566574,G8
11111,138.654678,163.387695,173.650223,156.365814,145.343475,G9
11111,143.722519,167.816238,175.519089,161.139465,151.216568,G9
11111,137.295746,164.595673,175.088028,158.451981,146.128571,G9
11111,146.417358,168.718384,175.517059,162.581223,152.874191,G9
11111,138.432236,163.403839,175.131546,158.541183,146.605347,G9
11111,139.377716,165.295532,176.544342,160.007858,148.250595,G9
11111,136.194504,167.98584,168.691528,151.093994,141.294708,G9
11111,149.768112,168.683075,177.104172,165.125702,156.197403,G9
11111,144.141785,167.175308,175.697296,160.717194,150.751556,G9
11111,146.83577,167.954468,175.162354,161.709534,152.199478,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0,171.544647,176.717163,0,125.928978,G0
1101,0,163.625015,174.354645,0,165.139648,G0
1101,0,160.086807,173.97673,0,162.229675,G0
1101,0,165.686432,174.89653,0,167.78476,G0
1101,0,165.114899,176.808853,0,166.764359,G0
1101,0,154.619171,174.109283,0,156.546158,G0
1101,0,153.145767,173.657135,0,153.839874,G0
1101,0,121.333176,153.840942,0,120.798889,G0
1101,0,155.591034,174.128189,0,158.559586,G0
1101,0,164.628204,176.796249,0,165.029724,G0
1000,0,100.948578,0,0,0,G2
1000,0,106.038559,0,0,0,G2
1000,0,106.402267,0,0,0,G2
1000,0,151.340164,0,0,0,G2
1000,0,75.674873,0,0,0,G2
1000,0,92.032608,0,0,0,G2
1000,0,125.290977,0,0,0,G2
1000,0,151.297195,0,0,0,G2
1000,0,167.342712,0,0,0,G2
1000,0,162.079803,0,0,0,G2
1,0,0,0,0,143.203934,G3
1,0,0,0,0,168.147675,G3
1,0,0,0,0,119.441948,G3
1,0,0,0,0,95.306549,G3
1,0,0,0,0,31.804642,G3
1,0,0,0,0,35.852303,G3
1,0,0,0,0,148.338348,G3
1,0,0,0,0,150.288666,G3
1,0,0,0,0,41.171528,G3
1,0,0,0,0,166.415863,G3
11000,75.896088,54.903709,0,0,0,G4
11000,149.604828,149.911621,0,0,0,G4
11000,136.10257,154.380905,0,0,0,G4
11000,146.069656,153.186752,0,0,0,G4
11000,156.757156,158.127731,0,0,0,G4
11000,109.359612,108.74099,0,0,0,G4
11000,98.547623,99.986206,0,0,0,G4
11000,89.615326,89.532028,0,0,0,G4
11000,89.344574,89.119637,0,0,0,G4
11000,76.678116,64.727356,0,0,0,G4
1100,0,171.717514,172.945724,0,0,G5
1100,0,171.135605,171.612167,0,0,G5
1100,0,171.422699,172.0513,0,0,G5
1100,0,152.3255,162.845322,0,0,G5
1100,0,156.101257,158.454224,0,0,G5
1100,0,162.446182,161.748016,0,0,G5
1100,0,167.357513,172.288345,0,0,G5
1100,0,169.327805,174.147827,0,0,G5
1100,0,172.756775,173.390564,0,0,G5
1100,0,172.002792,173.594467,0,0,G5
1110,0,34.834393,12.722005,33.660618,0,G6
1110,0,149.250412,176.273788,149.920166,0,G6
1110,0,147.243607,174.394989,142.506714,0,G6
1110,0,154.332474,172.637848,153.92366,0,G6
1110,0,149.185211,173.787872,148.370224,0,G6
1110,0,151.334518,173.53688,151.213486,0,G6
1110,0,156.124237,175.924545,155.403091,0,G6
1110,0,162.251755,177.34613,160.792664,0,G6
1110,0,133.359482,172.38913,133.015472,0,G6
1110,0,45.478302,13.80197,45.613586,0,G6
10001,66.975769,0,0,0,26.135939,G7
10001,64.830879,0,0,0,64.355995,G7
10001,72.999245,0,0,0,72.901688,G7
10001,88.573601,0,0,0,88.483589,G7
10001,95.756348,0,0,0,95.949142,G7
10001,57.354908,0,0,0,8.70211,G7
10001,49.811981,0,0,0,52.287605,G7
10001,53.982948,0,0,0,53.931431,G7
10001,76.374542,0,0,0,38.376884,G7
10001,78.978119,0,0,0,40.783569,G7
11001,147.393204,176.763184,0,0,146.263794,G8
11001,116.228928,171.350555,0,0,115.948372,G8
11001,110.822693,161.412094,0,0,110.82785,G8
11001,126.885773,172.451385,0,0,125.822937,G8
11001,143.358109,177.665192,0,0,144.300797,G8
11001,133.278732,171.584915,0,0,131.639328,G8
11001,137.789841,171.835403,0,0,137.991196,G8
11001,115.834625,160.142258,0,0,116.919647,G8
11001,93.377518,107.203545,0,0,93.410728,G8
11001,126.097778,173.113571,0,0,126.253975,G8
11111,138.349426,163.104401,170.327118,159.372253,143.312241,G9
11111,126.173294,161.07103,166.501831,151.779694,134.465271,G9
11111,135.505264,164.302216,169.187805,157.205276,142.974747,G9
11111,136.794678,105.560562,105.560562,105.560562,105.560562,G9
11111,127.468376,154.395416,168.753952,149.806717,129.724609,G9
11111,131.931885,159.93541,168.903717,153.802948,136.938431,G9
11111,132.311508,158.360794,166.183228,153.713531,136.35585,G9
11111,152.271393,170.096451,175.255661,167.412613,155.902893,G9
11111,150.84613,170.042786,172.825012,165.365067,154.215775,G9
11111,150.664581,169.450546,174.796356,166.914536,154.933899,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0,163.697708,163.622513,0,130.884628,G0
1101,0,152.3423,168.278625,0,160.481247,G0
1101,0,131.111145,152.385956,0,159.855103,G0
1101,0,161.21904,162.602097,0,117.193008,G0
1101,0,155.92421,155.962509,0,119.488953,G0
1101,0,153.656494,173.019684,0,154.079178,G0
1101,0,162.137329,157.30069,0,114.803497,G0
1101,0,156.117722,173.00415,0,154.311249,G0
1101,0,153.314026,173.334381,0,152.11937,G0
1101,0,150.374832,170.019012,0,151.532181,G0
1000,0,91.217468,0,0,0,G2
1000,0,108.243057,0,0,0,G2
1000,0,107.309753,0,0,0,G2
1000,0,55.379917,0,0,0,G2
1000,0,92.503281,0,0,0,G2
1000,0,93.380966,0,0,0,G2
1000,0,26.064676,0,0,0,G2
1000,0,83.305435,0,0,0,G2
1000,0,34.136799,0,0,0,G2
1000,0,65.393684,0,0,0,G2
1,0,0,0,0,167.863953,G3
1,0,0,0,0,88.159348,G3
1,0,0,0,0,84.395744,G3
1,0,0,0,0,79.971703,G3
1,0,0,0,0,104.788605,G3
1,0,0,0,0,115.748306,G3
1,0,0,0,0,150.301651,G3
1,0,0,0,0,117.971382,G3
1,0,0,0,0,84.735298,G3
1,0,0,0,0,142.2285,G3
11000,119.3041,124.459007,0,0,0,G4
11000,123.852036,136.959,0,0,0,G4
11000,137.625656,142.153061,0,0,0,G4
11000,144.905853,144.741196,0,0,0,G4
11000,146.47226,147.020325,0,0,0,G4
11000,136.859177,138.054749,0,0,0,G4
11000,135.090927,134.973709,0,0,0,G4
11000,131.452194,133.011429,0,0,0,G4
11000,111.643913,131.731537,0,0,0,G4
11000,116.672371,148.552414,0,0,0,G4
1100,0,149.858078,159.62265,0,0,G5
1100,0,152.462936,148.48822,0,0,G5
1100,0,142.574768,146.523254,0,0,G5
1100,0,144.243668,148.256744,0,0,G5
1100,0,160.108444,163.124893,0,0,G5
1100,0,151.57991,155.168442,0,0,G5
1100,0,152.773972,145.389755,0,0,G5
1100,0,153.492386,149.763214,0,0,G5
1100,0,157.542816,154.934418,0,0,G5
1100,0,142.773071,148.855392,0,0,G5
1110,0,131.619598,137.667084,133.601089,0,G6
1110,0,138.085953,138.372543,137.655609,0,G6
1110,0,131.736755,136.854767,131.867508,0,G6
1110,0,139.519928,150.453323,141.150391,0,G6
1110,0,145.514252,161.324448,146.647049,0,G6
1110,0,143.023148,160.310516,145.152069,0,G6
1110,0,131.538254,145.985291,135.684311,0,G6
1110,0,131.11377,147.87059,134.060883,0,G6
1110,0,142.925644,158.232574,145.629501,0,G6
1110,0,139.844498,144.734329,142.523407,0,G6
10001,152.536057,0,0,0,173.192322,G7
10001,146.258652,0,0,0,145.27504,G7
10001,146.869156,0,0,0,146.36264,G7
10001,148.957001,0,0,0,149.239166,G7
10001,150.557571,0,0,0,152.372345,G7
10001,150.665634,0,0,0,149.2845,G7
10001,149.321579,0,0,0,148.169296,G7
10001,148.510986,0,0,0,167.428192,G7
10001,151.567459,0,0,0,172.708603,G7
10001,153.43161,0,0,0,152.890732,G7
11001,161.528351,175.102661,0,0,161.185776,G8
11001,150.767807,178.173172,0,0,150.673141,G8
11001,152.583389,177.220322,0,0,150.322662,G8
11001,156.060669,175.43425,0,0,153.983643,G8
11001,156.971634,174.843185,0,0,156.80336,G8
11001,157.498322,174.514725,0,0,159.016907,G8
11001,162.832214,166.141495,0,0,131.223846,G8
11001,165.455566,163.303879,0,0,129.141281,G8
11001,163.420197,159.632507,0,0,121.42952,G8
11001,156.386108,174.202438,0,0,156.423523,G8
11111,153.674866,170.151398,177.077789,168.311295,158.518723,G9
11111,140.797333,163.129532,175.397751,161.551239,145.956879,G9
11111,140.769897,164.2099,174.234344,160.389008,145.495758,G9
11111,142.974442,165.26947,174.354675,160.741837,145.842255,G9
11111,151.316803,169.384048,172.801254,150.567596,114.443176,G9
11111,142.975693,161.139526,177.569473,165.564362,149.232285,G9
11111,141.675491,164.847626,174.239014,160.284805,146.03772,G9
11111,147.899078,168.345673,175.308517,163.939743,151.867661,G9
11111,149.200424,168.636124,175.562164,164.610992,152.670929,G9
11111,169.012329,178.74617,169.30777,157.90358,129.156998,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0,164.923004,158.629379,0,118.488052,G0
1101,0,156.458832,173.615173,0,159.911652,G0
1101,0,155.307053,170.639374,0,160.806503,G0
1101,0,145.855743,163.199554,0,148.587677,G0
1101,0,143.210922,162.337173,0,164.623367,G0
1101,0,154.849014,171.687241,0,156.92659,G0
1101,0,149.108963,170.3396,0,153.909775,G0
1101,0,131.872131,154.264023,0,134.141129,G0
1101,0,143.960419,163.527176,0,144.438583,G0
1101,0,114.123497,159.74823,0,116.50386,G0
1000,0,164.310043,0,0,0,G2
1000,0,122.295212,0,0,0,G2
1000,0,53.539627,0,0,0,G2
1000,0,49.720741,0,0,0,G2
1000,0,126.290962,0,0,0,G2
1000,0,163.832886,0,0,0,G2
1000,0,64.850212,0,0,0,G2
