@relation gesture-weka.filters.unsupervised.attribute.Remove-V-R12-19

@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute fingersExtended numeric
@attribute fingersAreasAverage numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1.603513,1.869291,1.527964,0,0,1101,15.865169,G0
2.166372,2.244421,1.813531,0,0,1101,14.827022,G0
1.768159,1.925906,1.527198,0,0,1101,15.286278,G0
2.093999,2.235826,1.758586,0,0,1101,15.282679,G0
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1.608688,0,0,0,0,1,0,G3
2.254209,0,0,0,0,1,0,G3
2.441876,0,0,0,0,1,0,G3
2.032701,0,0,0,0,1,0,G3
0,0,0,0,0,1,0,G3
0,0,0,0,0,1,0,G3
0,0,0,0,0,1,0,G3
2.326077,0,0,0,0,1,0,G3
2.131044,0,0,0,0,1,0,G3
2.366603,0,0,0,0,1,0,G3
1.833169,2.137151,0,0,0,11000,60.291145,G4
1.966945,2.314631,0,0,0,11000,65.190086,G4
2.453563,2.880613,0,0,0,11000,57.752979,G4
1.284406,0,0,0,0,11000,0,G4
1.931542,2.476516,1.548451,0,0,11000,39.172405,G4
1.361327,0,0,0,0,11000,0,G4
0.997638,1.133746,0,0,0,11000,64.328163,G4
1.679981,2.040292,0,0,0,11000,64.884415,G4
1.817721,2.142984,0,0,0,11000,67.481865,G4
1.355574,1.551723,0,0,0,11000,65.172585,G4
1.355692,1.286835,0,0,0,1100,26.83696,G5
1.31139,0,0,0,0,1100,0,G5
1.855923,0,0,0,0,1100,0,G5
0,0,0,0,0,1100,0,G5
1.780371,1.721081,0,0,0,1100,31.140699,G5
1.84666,1.734795,0,0,0,1100,32.815556,G5
1.234023,1.294113,0,0,0,1100,28.256777,G5
1.244284,1.305939,0,0,0,1100,25.189964,G5
0,0,0,0,0,1100,0,G5
1.181218,1.25409,0,0,0,1100,27.55373,G5
2.006508,2.153533,1.995845,0,0,1110,13.034572,G6
2.311925,2.442055,2.246718,0,0,1110,12.882414,G6
2.017834,2.077801,1.916269,0,0,1110,12.669732,G6
2.236663,2.298096,2.077478,0,0,1110,12.510807,G6
1.517597,1.66833,1.480218,0,0,1110,12.874411,G6
2.019006,2.019825,1.759594,0,0,1110,12.64854,G6
1.352494,1.310956,1.256135,0,0,1110,8.340778,G6
1.642932,1.775795,1.605941,0,0,1110,12.481422,G6
1.35763,1.584066,1.294743,0,0,1110,13.877941,G6
1.981714,2.251905,1.984155,0,0,1110,14.421288,G6
3.339941,3.142388,0,0,0,10001,67.945549,G7
2.726612,2.653922,2.880503,0,0,10001,17.541431,G7
7.899304,0.964787,9.783976,0,0,10001,102.651253,G7
2.926727,2.764261,2.89045,0,0,10001,17.548336,G7
2.593138,2.570461,0,0,0,10001,70.948708,G7
4.11634,3.983932,4.172822,0,0,10001,16.00613,G7
3.792433,3.9326,0,0,0,10001,66.473228,G7
2.945276,2.684536,0,0,0,10001,66.771965,G7
3.113246,3.192102,0,0,0,10001,65.038383,G7
2.266715,2.425123,0,0,0,10001,66.394348,G7
3.803804,4.764359,3.880919,4.396766,0,11001,20.891115,G8
3.288351,4.097537,3.117222,0,0,11001,31.38324,G8
3.106524,4.031798,3.459741,0,0,11001,31.686392,G8
3.275122,4.222198,3.638376,0,0,11001,27.707554,G8
3.630464,4.287391,3.475688,0,0,11001,30.502422,G8
3.10248,3.915275,3.114105,0,0,11001,30.108883,G8
3.32514,3.855591,2.969091,0,0,11001,32.0201,G8
3.234271,3.97739,3.212373,0,0,11001,30.925774,G8
3.933917,4.61943,3.876088,0,0,11001,30.326429,G8
2.693324,3.191657,2.373737,0,0,11001,29.19313,G8
1.500124,2.649596,2.737096,1.964551,2.425604,11111,14.871129,G9
1.264069,2.549188,2.719091,1.952886,2.46722,11111,15.45827,G9
1.686696,2.785559,2.799219,1.841744,2.370723,11111,15.54511,G9
1.461024,2.495109,2.557856,2.205323,0,11111,18.85865,G9
1.459282,2.684768,2.793168,1.872318,2.433289,11111,16.058281,G9
2.232434,3.487632,3.696452,2.991677,3.503557,11111,14.938213,G9
2.020572,3.255954,3.460378,2.607853,3.168638,11111,15.092463,G9
2.253848,3.248523,3.31209,2.819771,0,11111,19.273312,G9
2.016058,3.25262,3.401956,3.194432,2.644456,11111,14.222714,G9
2.400728,3.201528,3.13351,2.643073,0,11111,18.356731,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2.186371,2.331832,1.754914,0,0,1101,18.602095,G0
2.209571,2.427099,1.933388,0,0,1101,19.103363,G0
2.318259,2.528678,1.965183,0,0,1101,19.502136,G0
2.283682,1.949924,0,0,0,1101,54.984791,G0
2.525307,2.668672,2.077415,0,0,1101,20.512224,G0
2.273007,2.462442,1.884354,0,0,1101,21.153313,G0
2.268166,2.474867,1.965286,0,0,1101,20.143066,G0
2.313964,2.480407,1.967646,0,0,1101,18.271017,G0
1.671627,0,0,0,0,1101,0,G0
2.46249,2.587882,1.998994,0,0,1101,18.643627,G0
0.635119,0,0,0,0,1000,0,G2
0.955509,0,0,0,0,1000,0,G2
0.818895,0,0,0,0,1000,0,G2
0.890876,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1.074743,0,0,0,0,1000,0,G2
0.829774,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
2.555643,1.731921,0,0,0,1000,33.111378,G2
0.869108,0,0,0,0,1000,0,G2
0.940439,0,0,0,0,1,0,G3
2.48596,0,0,0,0,1,0,G3
2.216718,0,0,0,0,1,0,G3
2.063697,0,0,0,0,1,0,G3
1.884531,0,0,0,0,1,0,G3
1.674197,0,0,0,0,1,0,G3
1.57501,0,0,0,0,1,0,G3
1.653526,0,0,0,0,1,0,G3
1.809224,0,0,0,0,1,0,G3
1.55895,0,0,0,0,1,0,G3
1.764658,0,0,0,0,11000,0,G4
1.913408,2.763506,1.882963,0,0,11000,37.780254,G4
1.746719,2.481959,1.613256,0,0,11000,37.759594,G4
1.491161,1.903705,0,0,0,11000,61.082603,G4
1.439109,1.909232,0,0,0,11000,57.431267,G4
1.268384,1.774987,0,0,0,11000,54.200619,G4
1.460993,1.817703,0,0,0,11000,54.161648,G4
1.109057,1.506748,0,0,0,11000,56.480007,G4
1.407744,1.917948,0,0,0,11000,57.925606,G4
1.768279,2.214837,0,0,0,11000,56.000134,G4
1.619893,1.650699,0,0,0,1100,26.642244,G5
1.821331,1.923573,0,0,0,1100,37.154068,G5
1.718175,1.820373,0,0,0,1100,34.104729,G5
0.953621,0,0,0,0,1100,0,G5
1.80261,1.869305,0,0,0,1100,26.021835,G5
1.56352,1.607996,0,0,0,1100,24.800642,G5
1.032645,0,0,0,0,1100,0,G5
1.732994,1.798481,0,0,0,1100,26.962458,G5
1.668959,1.733206,0,0,0,1100,26.692886,G5
1.565563,1.642731,0,0,0,1100,26.765795,G5
1.985085,2.201002,1.982784,0,0,1110,14.419652,G6
2.432953,2.608777,2.453556,0,0,1110,13.980266,G6
1.935969,2.11624,1.918045,0,0,1110,13.790158,G6
2.313797,2.530725,2.330842,0,0,1110,12.807755,G6
2.430544,2.629942,2.44507,0,0,1110,12.728557,G6
2.335258,2.457115,2.297291,0,0,1110,11.69571,G6
2.245775,2.403111,2.196668,0,0,1110,12.744465,G6
2.050643,2.286544,2.063041,0,0,1110,17.39362,G6
2.336784,2.531724,2.296187,0,0,1110,14.064658,G6
1.969477,2.13933,1.900911,0,0,1110,13.747697,G6
2.457427,2.737714,0,0,0,10001,65.847382,G7
2.00795,0,0,0,0,10001,0,G7
1.861342,0,0,0,0,10001,0,G7
2.50839,2.5989,0,0,0,10001,68.86422,G7
2.437953,2.74876,0,0,0,10001,71.958382,G7
2.764261,3.073532,0,0,0,10001,67.966751,G7
2.644329,2.993518,0,0,0,10001,65.299904,G7
2.150742,2.465016,0,0,0,10001,65.007561,G7
2.337716,2.564542,0,0,0,10001,65.652946,G7
2.408868,2.686135,0,0,0,10001,65.71978,G7
2.364511,3.499493,2.401753,2.976589,0,11001,17.425009,G8
2.257071,3.340404,2.497936,0,0,11001,35.822414,G8
1.818459,2.820648,2.086836,0,0,11001,35.181747,G8
2.434068,3.620735,2.371606,2.890845,0,11001,19.668652,G8
2.376041,3.513155,2.780068,0,0,11001,36.476154,G8
2.091201,3.115993,2.311466,0,0,11001,35.942204,G8
1.574285,2.535746,1.64341,0,0,11001,37.097717,G8
1.472061,2.50407,1.585721,0,0,11001,37.527866,G8
1.593968,2.814799,1.813369,1.99695,0,11001,20.820482,G8
2.084312,3.111614,2.325379,0,0,11001,34.15572,G8
1.239722,2.295031,2.456929,2.271876,1.747492,11111,11.699731,G9
1.47153,2.568736,2.714351,2.519471,2.006902,11111,12.628167,G9
1.357605,2.435565,2.577415,2.393749,1.891648,11111,12.207233,G9
1.137495,2.247694,2.411663,2.225646,1.710008,11111,12.43906,G9
1.821177,2.900245,3.049588,2.873989,2.364183,11111,11.927761,G9
1.841502,2.869842,2.977826,2.789334,2.22542,11111,11.963775,G9
2.481262,3.435466,3.509477,3.323218,2.884544,11111,10.038693,G9
1.339436,2.36952,2.5109,2.3356,1.822936,11111,12.074634,G9
0.850618,1.909025,2.067713,1.870655,1.363011,11111,11.922388,G9
0.542044,1.566091,1.692943,1.463166,0.870503,11111,11.819717,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2.329199,2.46029,1.921464,0,0,1101,18.811268,G0
2.161692,2.313767,1.812873,0,0,1101,18.494146,G0
2.510314,2.666554,2.133013,0,0,1101,19.315109,G0
1.876821,1.576564,0,0,0,1101,36.385403,G0
2.456724,2.585765,2.025676,0,0,1101,19.130991,G0
2.170595,2.311467,1.794502,0,0,1101,18.309029,G0
1.739213,1.871524,1.276168,0,0,1101,18.866501,G0
1.930357,2.100502,1.545845,0,0,1101,19.557667,G0
2.221273,2.41489,1.872662,0,0,1101,19.083689,G0
2.354919,2.518441,1.986993,0,0,1101,18.804966,G0
1.350897,0,0,0,0,1000,0,G2
0.922587,0,0,0,0,1000,0,G2
0.833086,0,0,0,0,1000,0,G2
0.972287,0,0,0,0,1000,0,G2
1.338842,0,0,0,0,1000,0,G2
1.430212,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0.893258,0,0,0,0,1000,0,G2
0.781765,0,0,0,0,1000,0,G2
1.009142,0,0,0,0,1,0,G3
1.82482,0,0,0,0,1,0,G3
1.858459,0,0,0,0,1,0,G3
1.956282,0,0,0,0,1,0,G3
1.826247,0,0,0,0,1,0,G3
1.3172,0,0,0,0,1,0,G3
0.694113,0,0,0,0,1,0,G3
1.303099,0,0,0,0,1,0,G3
1.860177,0,0,0,0,1,0,G3
1.907171,0,0,0,0,1,0,G3
2.71989,2.226848,0,0,0,11000,58.086987,G4
1.772093,2.091455,0,0,0,11000,57.091476,G4
1.95555,2.309088,0,0,0,11000,56.859406,G4
1.699678,2.10137,0,0,0,11000,57.191746,G4
1.184319,1.629287,0,0,0,11000,55.289829,G4
1.582806,1.988332,0,0,0,11000,57.419991,G4
1.702291,1.993403,0,0,0,11000,55.999855,G4
1.558091,1.887173,0,0,0,11000,57.919682,G4
1.504868,1.825598,0,0,0,11000,55.645729,G4
1.610083,2.089965,0,0,0,11000,58.284771,G4
1.691089,1.696082,0,0,0,1100,31.363859,G5
1.457577,1.612026,0,0,0,1100,31.544939,G5
1.881676,1.956828,0,0,0,1100,30.578329,G5
1.601533,0,0,0,0,1100,0,G5
1.421956,1.485219,0,0,0,1100,30.718582,G5
1.72959,1.79561,0,0,0,1100,31.152681,G5
1.424375,1.55432,0,0,0,1100,30.603867,G5
0,0,0,0,0,1100,0,G5
1.161865,0,0,0,0,1100,0,G5
1.310807,0,0,0,0,1100,0,G5
1.786001,1.935494,1.740907,0,0,1110,15.984392,G6
2.056832,2.233067,1.997889,0,0,1110,16.341978,G6
2.030972,2.168793,1.965827,0,0,1110,15.018908,G6
2.262521,2.436686,2.202429,0,0,1110,16.018679,G6
1.807229,2.018919,1.673655,0,0,1110,16.434715,G6
1.538464,1.681442,1.389185,0,0,1110,16.544458,G6
2.148839,2.028868,0,0,0,1110,46.536037,G6
2.223527,2.391707,2.120616,0,0,1110,16.848862,G6
1.824067,2.04029,1.663921,0,0,1110,17.554724,G6
1.608488,1.785106,1.438898,0,0,1110,16.429516,G6
2.843188,3.133171,0,0,0,10001,72.915581,G7
2.092726,2.594362,0,0,0,10001,71.795464,G7
2.119057,0,0,0,0,10001,0,G7
2.339879,2.82082,0,0,0,10001,74.483971,G7
1.962626,2.46161,0,0,0,10001,72.88903,G7
2.434276,2.845204,0,0,0,10001,71.345612,G7
3.047875,3.41128,0,0,0,10001,72.90947,G7
3.07845,3.56129,0,0,0,10001,73.319832,G7
2.424756,2.794676,0,0,0,10001,71.310219,G7
2.37546,2.61602,0,0,0,10001,72.125488,G7
1.657535,2.624343,2.042938,0,0,11001,34.427608,G8
1.435573,2.447461,1.868098,0,0,11001,32.089016,G8
2.379813,3.949168,2.764974,3.501531,0,11001,25.26207,G8
2.070174,3.400753,2.810094,0,0,11001,33.60833,G8
1.483056,2.7427,1.688276,2.20641,0,11001,23.090273,G8
1.6683,2.628447,2.078841,0,0,11001,32.88961,G8
2.363547,3.194303,2.670617,0,0,11001,34.41729,G8
2.493868,3.969992,2.720676,3.315387,0,11001,23.938074,G8
1.336743,2.487278,1.777734,0,0,11001,32.895592,G8
0.689022,1.884584,1.286888,0,0,11001,34.254963,G8
2.249883,3.425827,3.667395,3.412279,2.819075,11111,13.020841,G9
1.114731,2.381643,2.581324,2.343382,1.746534,11111,14.066669,G9
2.092188,3.471379,3.682538,3.447838,2.80983,11111,14.519238,G9
3.504861,4.868867,4.908283,4.713198,4.195436,11111,15.189454,G9
2.057277,3.081616,3.178167,3.01303,2.652378,11111,13.949447,G9
2.26689,3.544664,3.804386,3.548612,2.892885,11111,14.054062,G9
2.537408,3.872543,4.08072,3.81959,3.122391,11111,14.261609,G9
2.746417,3.909482,4.140677,3.748071,3.066411,11111,13.942237,G9
3.712925,5.148542,5.337552,4.876584,4.493115,11111,15.662137,G9
3.086761,4.447258,4.685953,4.366793,3.618086,11111,16.114531,G9
4.376208,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3.518465,0,0,0,0,0,0,G1
2.766185,2.926789,2.474452,0,0,1101,20.222763,G0
3.201227,3.350957,2.904597,0,0,1101,20.441021,G0
3.183687,3.373737,2.910336,0,0,1101,20.348843,G0
3.29799,3.485087,3.020705,0,0,1101,20.45669,G0
3.020676,3.161777,2.695114,0,0,1101,20.165571,G0
2.885796,3.012733,2.538603,0,0,1101,20.57765,G0
2.217869,2.381183,1.93698,0,0,1101,20.532778,G0
1.97218,2.157017,1.677868,0,0,1101,20.446411,G0
2.237125,2.442111,1.956667,0,0,1101,20.291227,G0
3.370299,3.549635,3.075332,0,0,1101,20.502003,G0
1.567418,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
2.192798,0,0,0,0,1000,0,G2
1.708891,0,0,0,0,1000,0,G2
1.636446,0,0,0,0,1000,0,G2
1.47822,0,0,0,0,1000,0,G2
1.392671,0,0,0,0,1000,0,G2
1.635734,0,0,0,0,1000,0,G2
2.19797,0,0,0,0,1000,0,G2
1.131812,1.792009,0,0,0,1,8.506701,G3
3.205836,3.862826,0,0,0,1,7.927714,G3
3.501036,4.240448,0,0,0,1,10.126935,G3
2.776576,0,0,0,0,1,0,G3
2.932739,0,0,0,0,1,0,G3
3.021891,0,0,0,0,1,0,G3
1.641522,0,0,0,0,1,0,G3
1.123594,0,0,0,0,1,0,G3
4.92411,5.172917,3.12756,0,0,1,4.00193,G3
0.342219,1.351454,0,0,0,1,5.273829,G3
1.419267,1.825454,0,0,0,11000,59.469852,G4
3.048718,3.530479,0,0,0,11000,61.977364,G4
1.87831,2.823166,1.789742,0,0,11000,37.023201,G4
2.023882,2.985475,1.92139,0,0,11000,36.108124,G4
2.271867,2.781123,0,0,0,11000,59.102325,G4
2.047539,2.479631,0,0,0,11000,58.927902,G4
0.73462,0.202044,0,0,0,11000,55.643902,G4
0.577558,1.493393,0.439401,0,0,11000,35.484982,G4
1.175649,2.211322,1.09341,0,0,11000,36.417511,G4
1.291662,1.693353,0,0,0,11000,58.243668,G4
2.710305,2.849931,1.6898,0,0,1100,15.204402,G5
3.982131,4.204533,3.058822,0,0,1100,15.611122,G5
2.098123,2.173409,0,0,0,1100,20.38121,G5
2.938351,3.050927,1.876142,0,0,1100,13.163218,G5
1.869534,1.915887,0,0,0,1100,18.398626,G5
1.736958,1.753098,0,0,0,1100,20.161581,G5
1.816385,1.87132,0,0,0,1100,20.579874,G5
1.331739,1.346594,0,0,0,1100,21.918484,G5
1.654389,1.665338,0,0,0,1100,21.838837,G5
1.82399,1.840373,0,0,0,1100,22.028656,G5
1.062592,1.204062,0.983169,0,0,1110,11.002748,G6
2.772579,2.913443,2.706537,0,0,1110,11.471162,G6
1.956763,2.088527,1.920591,0,0,1110,12.025717,G6
1.737123,1.895619,1.628823,0,0,1110,11.960608,G6
2.182989,2.328691,2.138463,0,0,1110,11.679926,G6
2.435153,2.542425,2.384473,0,0,1110,11.151379,G6
2.553732,2.682917,2.478087,0,0,1110,11.175306,G6
1.938642,2.105669,1.864582,0,0,1110,11.454941,G6
0.843195,1.014004,0.760149,0,0,1110,11.354268,G6
1.136007,1.259691,1.014012,0,0,1110,10.899066,G6
2.441465,2.658337,0,0,0,10001,70.715561,G7
2.898259,2.951926,0,0,0,10001,75.25396,G7
3.48885,3.571117,0,0,0,10001,74.476662,G7
2.14554,2.269332,0,0,0,10001,74.238731,G7
1.310523,1.167826,1.343747,0,0,10001,20.394182,G7
1.142563,0.945183,1.073059,0,0,10001,20.787096,G7
1.32374,1.138531,1.276008,0,0,10001,20.740063,G7
1.756464,1.81084,0,0,0,10001,74.622139,G7
2.118911,2.239412,0,0,0,10001,73.155258,G7
2.517555,2.751246,0,0,0,10001,71.551888,G7
2.95488,3.795186,3.131284,0,0,11001,30.159611,G8
2.537693,3.399163,2.724773,0,0,11001,30.68437,G8
1.916413,2.762507,2.035221,0,0,11001,30.711941,G8
2.369776,3.266407,2.555871,0,0,11001,29.33654,G8
3.012095,3.893752,3.172973,0,0,11001,30.096943,G8
3.005118,3.858532,3.128433,0,0,11001,29.834091,G8
1.841751,2.72152,1.954157,0,0,11001,29.859224,G8
1.294873,2.146554,1.408614,0,0,11001,30.1476,G8
2.413974,3.437217,2.458184,2.916452,0,11001,20.559805,G8
0.771953,2.067289,0.945105,1.502088,0,11001,19.986025,G8
0.174774,1.3535,1.42634,1.264298,0.716703,11111,11.842862,G9
2.643448,3.620363,3.733576,3.596873,3.082603,11111,12.286974,G9
1.201961,2.173338,2.24887,2.102067,1.629633,11111,12.514143,G9
2.046345,3.02333,3.11719,2.989051,2.509864,11111,12.39028,G9
0.94206,1.976813,2.054365,1.908625,1.422884,11111,12.920377,G9
0.804654,1.861524,1.935582,1.788355,1.304214,11111,12.921152,G9
1.646035,2.616194,2.687683,2.565133,2.094741,11111,12.44127,G9
2.231783,3.205586,3.278655,3.15305,2.690497,11111,12.405012,G9
2.234489,3.250804,3.323889,3.207144,2.70403,11111,12.407364,G9
0.93039,2.063525,2.129523,1.984011,1.484605,11111,11.703811,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2.349562,1.908255,0,0,0,1101,38.291283,G0
2.240088,2.364843,2.016806,0,0,1101,12.934437,G0
2.657343,2.737217,2.284793,0,0,1101,14.054604,G0
2.406829,2.494489,2.130704,0,0,1101,14.077072,G0
2.285837,2.415777,2.001437,0,0,1101,14.365895,G0
2.730561,2.78545,2.22594,0,0,1101,12.984159,G0
2.572453,2.604391,2.034541,0,0,1101,12.616647,G0
2.203571,2.306246,1.868377,0,0,1101,18.986254,G0
2.843352,2.94442,2.477288,0,0,1101,19.189852,G0
3.064668,3.083386,2.527724,0,0,1101,17.983747,G0
0,0,0,0,0,1000,0,G2
3.54445,0,0,0,0,1000,0,G2
4.154349,5.532096,5.382208,4.748091,0,1000,19.962561,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
4.468385,4.714875,0,0,0,1000,31.299549,G2
0,0,0,0,0,1000,0,G2
3.363097,0,0,0,0,1000,0,G2
3.076559,0,0,0,0,1000,0,G2
3.986492,0,0,0,0,1000,0,G2
3.011063,0,0,0,0,1,0,G3
2.523862,0,0,0,0,1,0,G3
2.215978,0,0,0,0,1,0,G3
2.314746,0,0,0,0,1,0,G3
2.107048,0,0,0,0,1,0,G3
2.113102,0,0,0,0,1,0,G3
2.365075,0,0,0,0,1,0,G3
2.237571,0,0,0,0,1,0,G3
2.388552,0,0,0,0,1,0,G3
2.27134,0,0,0,0,1,0,G3
1.017553,1.572294,0,0,0,11000,65.318405,G4
2.798666,3.001924,0,0,0,11000,65.491806,G4
1.939546,2.33671,0,0,0,11000,65.689003,G4
1.390816,1.816872,0,0,0,11000,65.159004,G4
1.934932,2.32773,0,0,0,11000,65.979103,G4
1.840978,2.299439,0,0,0,11000,66.501663,G4
1.265163,1.830652,0,0,0,11000,64.783302,G4
1.290655,1.767246,0,0,0,11000,64.950844,G4
1.890787,2.878506,1.778897,0,0,11000,40.072521,G4
0.902407,1.952695,0.867215,0,0,11000,40.057564,G4
1.722713,1.743388,0,0,0,1100,31.326227,G5
2.581657,2.568621,0,0,0,1100,31.055428,G5
2.401241,2.390135,0,0,0,1100,30.137165,G5
2.666439,2.873758,1.788195,0,0,1100,21.077435,G5
2.087623,2.074523,0,0,0,1100,31.824545,G5
1.664791,1.694406,0,0,0,1100,31.048302,G5
1.163773,1.240452,0,0,0,1100,31.270361,G5
2.72335,2.793973,0,0,0,1100,28.455935,G5
2.107367,2.17444,0,0,0,1100,29.550285,G5
2.062761,2.096606,0,0,0,1100,30.557974,G5
1.42763,1.500206,1.310854,0,0,1110,10.962829,G6
1.789716,1.981838,1.819964,0,0,1110,15.889691,G6
2.521985,2.642686,2.498379,0,0,1110,12.325838,G6
2.382643,2.455272,2.334549,0,0,1110,12.433205,G6
1.008187,1.130134,0.958816,0,0,1110,14.303123,G6
1.95213,2.084084,1.89303,0,0,1110,13.794686,G6
2.326217,2.407833,2.255274,0,0,1110,13.182417,G6
2.535329,2.560258,2.461431,0,0,1110,11.863045,G6
1.5337,1.739976,1.626955,0.559517,0,1110,9.361637,G6
2.560162,2.637288,2.472481,0,0,1110,12.254139,G6
2.33742,2.310038,1.971678,0,0,10001,22.817312,G7
2.436615,2.604583,2.621128,0,0,10001,20.961185,G7
3.351578,3.480368,0,0,0,10001,75.422852,G7
3.344792,3.467479,0,0,0,10001,74.180641,G7
2.615469,2.866975,0,0,0,10001,74.219231,G7
2.716789,2.521095,0,0,0,10001,74.716354,G7
2.669241,2.89088,2.802563,0,0,10001,23.031393,G7
4.139066,4.098808,3.870747,0,0,10001,21.26733,G7
1.855858,2.0816,1.955405,0,0,10001,23.569609,G7
1.419323,1.599136,1.432605,0,0,10001,23.718374,G7
2.297894,3.040519,2.391638,0,0,11001,30.310886,G8
2.767782,3.386368,2.886837,0,0,11001,28.906607,G8
3.041061,3.743832,3.167696,0,0,11001,30.201185,G8
1.562639,2.200986,1.705628,0,0,11001,28.250303,G8
2.51206,3.173045,2.632283,0,0,11001,29.197598,G8
1.703199,2.401416,1.8465,0,0,11001,28.757271,G8
2.351192,3.00123,2.314212,0,0,11001,30.158821,G8
1.76306,2.411579,1.767465,0,0,11001,29.526928,G8
1.480163,2.09858,1.427324,0,0,11001,28.716925,G8
2.486948,3.148965,2.430719,0,0,11001,30.587416,G8
1.531672,2.938179,3.045091,2.854487,2.317141,11111,17.582968,G9
1.770014,3.10205,3.145814,3.048479,2.49278,11111,16.574476,G9
1.445141,2.907748,2.977066,2.853224,2.296777,11111,17.814692,G9
1.942096,3.283924,3.386206,3.264339,2.709708,11111,16.344118,G9
1.415563,2.807372,2.90635,2.784966,2.266575,11111,16.783291,G9
1.555959,2.820379,2.936428,2.803511,2.31036,11111,16.749815,G9
1.458093,2.742716,2.790142,2.615518,2.059442,11111,16.752924,G9
2.197734,3.603471,3.67582,3.569702,3.069453,11111,17.123053,G9
1.803062,3.105814,3.222828,3.057915,2.57627,11111,16.685291,G9
1.985048,3.382482,3.502225,3.37663,2.819926,11111,16.747688,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3.317573,3.466743,0,0,0,1101,21.734158,G0
3.034431,3.204088,2.730621,0,0,1101,14.578268,G0
2.649997,2.859435,2.402386,0,0,1101,14.337141,G0
3.344195,3.560318,3.06944,0,0,1101,14.679775,G0
3.137235,3.309568,2.836774,0,0,1101,14.932344,G0
2.215873,2.393359,1.923379,0,0,1101,14.591198,G0
2.109945,2.257071,1.779151,0,0,1101,14.462708,G0
1.378094,1.579032,1.073251,0,0,1101,15.354807,G0
2.401174,2.660591,2.152958,0,0,1101,15.224584,G0
3.125719,3.334086,2.829475,0,0,1101,14.201804,G0
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1.552487,0,0,0,0,1000,0,G2
0.596845,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1.209536,0,0,0,0,1000,0,G2
2.230498,1.370667,0,0,0,1000,28.548655,G2
1.780096,0,0,0,0,1000,0,G2
2.182993,0,0,0,0,1000,0,G2
1.181902,0,0,0,0,1,0,G3
2.145167,0,0,0,0,1,0,G3
1.044843,1.447591,0,0,0,1,34.765259,G3
0.822553,1.233397,0,0,0,1,34.224747,G3
0.75342,0,0,0,0,1,0,G3
0.781298,0,0,0,0,1,0,G3
1.29269,0,0,0,0,1,0,G3
1.63418,2.017581,0,0,0,1,36.180531,G3
0.116966,0.566015,0,0,0,1,36.066982,G3
1.877574,0,0,0,0,1,0,G3
0.498381,1.296927,0.371192,0,0,11000,30.251825,G4
