@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,7-11,19'

@attribute numFingers numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1,2.642948,0,0,0,0,G3
1,2.371453,0,0,0,0,G3
1,2.562726,0,0,0,0,G3
1,2.580917,0,0,0,0,G3
1,1.960855,0,0,0,0,G4
3,1.350654,2.367643,2.062499,0,0,G4
3,1.313478,2.145538,1.88364,0,0,G4
2,1.478103,1.875531,0,0,0,G4
2,1.602354,2.01343,0,0,0,G4
2,1.638537,2.032071,0,0,0,G4
2,1.749175,1.924055,0,0,0,G4
2,1.262012,1.515738,0,0,0,G4
2,1.450304,2.050278,0,0,0,G4
2,1.742668,2.169823,0,0,0,G4
2,2.536932,2.477528,0,0,0,G5
2,2.192481,2.431877,0,0,0,G5
2,2.169816,2.537756,0,0,0,G5
1,1.220765,0,0,0,0,G5
2,2.493073,2.728904,0,0,0,G5
2,2.32683,2.292005,0,0,0,G5
1,1.402972,0,0,0,0,G5
2,2.445069,2.696833,0,0,0,G5
2,2.447967,2.639521,0,0,0,G5
2,2.320377,2.683213,0,0,0,G5
3,2.141297,3.041628,2.287737,0,0,G6
3,2.311368,2.869934,2.56816,0,0,G6
3,2.169947,2.941969,2.447359,0,0,G6
3,2.303796,2.917481,2.392117,0,0,G6
3,2.398247,2.936885,2.466718,0,0,G6
3,2.38935,3.090073,2.686414,0,0,G6
3,2.351026,3.041457,2.299144,0,0,G6
3,2.028417,3.051123,2.271423,0,0,G6
3,2.260821,3.048617,2.300675,0,0,G6
3,2.283967,3.05242,2.227889,0,0,G6
2,1.760383,1.80751,0,0,0,G7
1,2.35938,0,0,0,0,G7
1,2.310408,0,0,0,0,G7
2,1.824823,1.632434,0,0,0,G7
2,1.652592,1.766382,0,0,0,G7
2,1.831413,1.781852,0,0,0,G7
2,1.7734,1.94674,0,0,0,G7
2,1.711753,1.855572,0,0,0,G7
2,1.768285,1.750315,0,0,0,G7
2,1.744269,1.792625,0,0,0,G7
4,1.526702,2.634172,1.95955,1.943412,0,G8
3,1.466115,3.044717,1.489382,0,0,G8
3,1.447791,2.89411,1.461228,0,0,G8
4,1.459459,2.757079,1.752108,1.630409,0,G8
3,1.44064,2.76861,1.652584,0,0,G8
3,1.501641,2.911363,1.486438,0,0,G8
3,1.315474,2.968654,1.154578,0,0,G8
3,1.210432,2.872364,1.076783,0,0,G8
4,1.138771,2.809497,2.13915,1.298288,0,G8
3,1.48143,2.965,1.504824,0,0,G8
5,0.988873,2.448186,2.895463,2.398265,1.454843,G9
5,1.064537,2.619895,2.869426,2.401314,1.550569,G9
5,1.04064,2.610525,2.824557,2.355214,1.518534,G9
5,0.897575,2.449423,2.891973,2.382731,1.445048,G9
5,1.223774,2.659293,2.978967,2.533289,1.70209,G9
5,1.282706,2.796125,2.792918,2.351029,1.551491,G9
5,1.615519,2.818902,3.006445,2.579083,1.902324,G9
5,1.046864,2.497668,2.837195,2.360358,1.489694,G9
5,0.778079,2.299036,2.919976,2.166671,1.221185,G9
5,0.503055,2.018011,2.204537,1.498751,0.731682,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
3,2.035621,2.928758,1.893662,0,0,G0
3,1.963945,2.957717,1.907527,0,0,G0
3,2.058642,2.954883,1.937349,0,0,G0
2,2.214044,2.328943,0,0,0,G0
3,2.040878,2.918404,1.869321,0,0,G0
3,1.992828,2.971153,1.860108,0,0,G0
3,1.615006,2.482322,1.353642,0,0,G0
3,1.72778,2.483464,1.486039,0,0,G0
3,1.893421,2.8215,1.791885,0,0,G0
3,1.976642,2.847815,1.926737,0,0,G0
1,2.232815,0,0,0,0,G2
1,1.138382,0,0,0,0,G2
1,0.978259,0,0,0,0,G2
1,1.217097,0,0,0,0,G2
1,2.27432,0,0,0,0,G2
1,1.756892,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1.097077,0,0,0,0,G2
1,0.89404,0,0,0,0,G2
1,1.512417,0,0,0,0,G3
1,2.876359,0,0,0,0,G3
1,2.813439,0,0,0,0,G3
1,2.920051,0,0,0,0,G3
1,2.671132,0,0,0,0,G3
1,2.444649,0,0,0,0,G3
1,0.418283,0,0,0,0,G3
1,2.930528,0,0,0,0,G3
1,2.763782,0,0,0,0,G3
1,2.701839,0,0,0,0,G3
2,2.242813,1.857791,0,0,0,G4
2,1.877654,1.7676,0,0,0,G4
2,1.992562,1.962123,0,0,0,G4
2,1.849342,1.849895,0,0,0,G4
2,1.43632,1.518541,0,0,0,G4
2,1.674685,1.817639,0,0,0,G4
2,2.00385,1.748318,0,0,0,G4
2,1.778758,1.732349,0,0,0,G4
2,1.836578,1.626183,0,0,0,G4
2,1.636714,2.036689,0,0,0,G4
2,2.318979,2.618257,0,0,0,G5
2,1.769592,2.194426,0,0,0,G5
2,2.315833,2.671489,0,0,0,G5
1,2.134328,0,0,0,0,G5
2,1.797759,1.950842,0,0,0,G5
2,2.245052,2.685212,0,0,0,G5
2,1.793276,2.36871,0,0,0,G5
0,0,0,0,0,0,G5
1,1.605513,0,0,0,0,G5
1,2.122475,0,0,0,0,G5
3,2.147046,2.451188,2.350957,0,0,G6
3,2.288392,2.726061,2.34552,0,0,G6
3,2.300488,2.691201,2.342467,0,0,G6
3,2.333734,2.751867,2.328174,0,0,G6
3,2.10274,2.933817,1.97254,0,0,G6
3,2.069809,2.610847,1.927189,0,0,G6
2,2.241622,2.320307,0,0,0,G6
3,2.321821,2.798502,2.198347,0,0,G6
3,2.093762,2.890948,1.823568,0,0,G6
3,1.997676,2.884572,1.848558,0,0,G6
2,1.706198,1.863931,0,0,0,G7
2,1.469033,1.719585,0,0,0,G7
1,2.420707,0,0,0,0,G7
2,1.525453,1.863807,0,0,0,G7
2,1.400926,1.698957,0,0,0,G7
2,1.598619,1.788882,0,0,0,G7
2,1.720042,1.875844,0,0,0,G7
2,1.698263,2.056846,0,0,0,G7
2,1.621807,1.840146,0,0,0,G7
2,1.621765,1.718504,0,0,0,G7
3,1.245176,2.911624,1.59201,0,0,G8
3,1.171804,2.713315,1.432205,0,0,G8
4,1.105793,2.642013,2.177443,1.952711,0,G8
3,1.172404,2.780945,1.738083,0,0,G8
4,1.060972,2.618589,2.091512,1.60397,0,G8
3,1.280149,2.861201,1.603968,0,0,G8
3,1.503113,2.867877,1.81596,0,0,G8
4,1.249692,2.797877,2.113029,1.735733,0,G8
3,0.998879,2.554122,1.23705,0,0,G8
3,0.559543,2.21584,0.985505,0,0,G8
5,1.243653,2.511376,3.018306,2.460305,1.663786,G9
5,0.821773,2.311287,2.891985,2.100799,1.255162,G9
5,1.05221,2.502014,3.076648,2.323749,1.512365,G9
5,1.284584,2.628448,3.079562,2.449382,1.726145,G9
5,1.29297,2.495585,2.859914,2.514127,1.848791,G9
5,1.131912,2.537922,3.11246,2.336441,1.545949,G9
5,1.162467,2.572932,3.119176,2.291796,1.502199,G9
5,1.346931,2.754618,2.97136,2.244543,1.494869,G9
5,1.253416,2.613966,3.08896,2.520525,1.79463,G9
5,1.172363,2.500622,3.094477,2.424214,1.564292,G9
1,2.816912,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1,2.758319,0,0,0,0,G1
3,2.303774,2.815436,2.047362,0,0,G0
3,2.362029,2.837633,2.09331,0,0,G0
3,2.263858,2.75302,2.07378,0,0,G0
3,2.290216,2.770019,2.078144,0,0,G0
3,2.382727,2.882858,2.06795,0,0,G0
3,2.394145,2.876907,2.038068,0,0,G0
3,2.166928,2.799998,1.92532,0,0,G0
3,1.950108,2.578486,1.676324,0,0,G0
3,2.084295,2.674973,1.818897,0,0,G0
3,2.276475,2.719343,2.064179,0,0,G0
1,2.491857,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,2.431572,0,0,0,0,G2
1,2.578498,0,0,0,0,G2
1,2.226262,0,0,0,0,G2
1,1.908887,0,0,0,0,G2
1,1.815068,0,0,0,0,G2
1,2.040144,0,0,0,0,G2
1,2.581897,0,0,0,0,G2
2,2.651927,2.646527,0,0,0,G3
2,2.965805,2.976032,0,0,0,G3
2,2.865927,2.908951,0,0,0,G3
1,2.719038,0,0,0,0,G3
1,2.877584,0,0,0,0,G3
1,2.869142,0,0,0,0,G3
1,2.652448,0,0,0,0,G3
1,1.761928,0,0,0,0,G3
3,0.998019,0.978051,0.38741,0,0,G3
2,0.579486,0.855687,0,0,0,G3
2,1.486138,1.977739,0,0,0,G4
2,1.97997,2.322028,0,0,0,G4
3,1.341491,2.400224,2.026431,0,0,G4
3,1.41749,2.526742,2.100461,0,0,G4
2,1.803603,2.331168,0,0,0,G4
2,1.794208,2.279203,0,0,0,G4
2,0.34228,0.064677,0,0,0,G4
3,0.448138,0.97117,0.577256,0,0,G4
3,0.920065,2.176503,1.714812,0,0,G4
2,1.40636,1.774461,0,0,0,G4
3,2.298155,2.755366,1.843973,0,0,G5
3,2.395656,2.86604,2.01138,0,0,G5
2,2.722661,2.803156,0,0,0,G5
3,2.47548,2.825711,1.732862,0,0,G5
2,2.678613,2.676269,0,0,0,G5
2,2.683118,2.727274,0,0,0,G5
2,2.682477,2.760961,0,0,0,G5
2,2.37337,2.286343,0,0,0,G5
2,2.630724,2.565048,0,0,0,G5
2,2.61142,2.604825,0,0,0,G5
3,1.331035,2.710905,1.336936,0,0,G6
3,2.561645,3.00334,2.565233,0,0,G6
3,2.371294,2.888113,2.34196,0,0,G6
3,2.11063,2.915572,2.040393,0,0,G6
3,2.44692,2.947876,2.445977,0,0,G6
3,2.512602,2.934913,2.532486,0,0,G6
3,2.517759,3.102456,2.474018,0,0,G6
3,2.284923,3.122678,2.321331,0,0,G6
3,0.83079,0.771809,0.809451,0,0,G6
3,1.430663,2.409409,1.344091,0,0,G6
2,1.721632,1.791885,0,0,0,G7
2,1.761404,1.721876,0,0,0,G7
2,1.850669,1.867974,0,0,0,G7
2,1.540363,1.584413,0,0,0,G7
3,0.990591,1.891436,0.9002,0,0,G7
3,0.75721,1.286125,0.616869,0,0,G7
3,0.962136,1.698524,0.80152,0,0,G7
2,1.37422,1.288415,0,0,0,G7
2,1.613418,1.574916,0,0,0,G7
2,1.724095,1.804306,0,0,0,G7
3,1.823349,2.968715,1.821108,0,0,G8
3,1.581205,3.089551,1.777186,0,0,G8
3,1.356981,2.978813,1.507046,0,0,G8
3,1.559758,2.939288,1.705122,0,0,G8
3,1.686241,2.951108,1.771621,0,0,G8
3,1.709314,2.983769,1.759381,0,0,G8
3,1.374605,2.882613,1.421721,0,0,G8
3,1.056117,2.717389,1.138812,0,0,G8
4,1.424052,2.705543,2.167949,1.944714,0,G8
4,0.595923,1.86518,1.324547,1.157028,0,G8
5,0.153777,1.248844,1.341272,1.124531,0.59133,G9
5,1.409003,2.674894,2.858548,2.519464,1.871873,G9
5,0.955027,2.419919,2.617681,2.174338,1.442923,G9
5,1.275027,2.62978,2.787018,2.420103,1.754747,G9
5,0.759337,2.295716,2.535819,2.025764,1.271404,G9
5,0.658886,2.105103,2.369802,1.932978,1.178954,G9
5,1.157683,2.506222,2.674797,2.343111,1.641328,G9
5,1.331447,2.616336,2.743306,2.446098,1.799757,G9
5,1.304768,2.566924,2.748151,2.467413,1.801439,G9
5,0.802671,2.269938,2.480713,2.070748,1.31032,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
2,2.578154,2.207478,0,0,0,G0
3,2.149652,2.777616,2.487749,0,0,G0
3,2.295323,2.698394,2.275721,0,0,G0
3,2.227103,2.921933,2.376631,0,0,G0
3,2.194845,3.009751,2.568159,0,0,G0
3,2.496807,2.950603,2.236625,0,0,G0
3,2.479415,2.869765,2.182691,0,0,G0
3,2.08703,2.573955,1.900841,0,0,G0
3,2.338001,2.856026,2.07722,0,0,G0
3,2.4177,2.729564,1.990829,0,0,G0
0,0,0,0,0,0,G2
1,2.477695,0,0,0,0,G2
4,1.457243,2.836605,2.51381,1.876987,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
2,2.395516,2.437996,0,0,0,G2
0,0,0,0,0,0,G2
1,2.762598,0,0,0,0,G2
1,2.553366,0,0,0,0,G2
1,2.403109,0,0,0,0,G2
1,2.782663,0,0,0,0,G3
1,2.626009,0,0,0,0,G3
1,2.787769,0,0,0,0,G3
1,2.771122,0,0,0,0,G3
1,2.559387,0,0,0,0,G3
1,2.60081,0,0,0,0,G3
1,2.791059,0,0,0,0,G3
1,2.875968,0,0,0,0,G3
1,2.669118,0,0,0,0,G3
1,2.700718,0,0,0,0,G3
2,1.019973,1.499675,0,0,0,G4
2,2.014585,2.027679,0,0,0,G4
2,1.667915,1.998,0,0,0,G4
2,1.405889,1.687024,0,0,0,G4
2,1.709203,1.993114,0,0,0,G4
2,1.646512,1.992608,0,0,0,G4
2,1.244434,1.84164,0,0,0,G4
2,1.292613,1.696593,0,0,0,G4
3,1.297392,2.352202,2.141844,0,0,G4
3,0.701187,1.698398,1.34017,0,0,G4
2,2.425654,2.463823,0,0,0,G5
2,2.651837,2.632999,0,0,0,G5
2,2.658208,2.663206,0,0,0,G5
3,2.000108,2.988345,2.035305,0,0,G5
2,2.579797,2.538909,0,0,0,G5
2,2.306298,2.501416,0,0,0,G5
2,1.625168,2.17537,0,0,0,G5
2,2.658008,2.78929,0,0,0,G5
2,2.527572,2.714114,0,0,0,G5
2,2.565555,2.62062,0,0,0,G5
3,2.061463,2.944408,2.013193,0,0,G6
3,2.107248,2.752337,2.485715,0,0,G6
3,2.457042,2.984744,2.532867,0,0,G6
3,2.42768,2.894794,2.497508,0,0,G6
3,1.207691,1.514482,1.273307,0,0,G6
3,2.212711,2.889393,2.246284,0,0,G6
3,2.395804,2.938956,2.369005,0,0,G6
3,2.462379,2.955101,2.470396,0,0,G6
4,1.40607,2.031362,2.505121,0.820321,0,G6
3,2.488369,2.973071,2.479725,0,0,G6
3,1.595143,2.867092,1.454449,0,0,G7
3,1.612981,2.924312,1.781708,0,0,G7
2,1.745795,1.80101,0,0,0,G7
2,1.781605,1.916258,0,0,0,G7
2,1.555157,1.869017,0,0,0,G7
2,1.801414,1.506282,0,0,0,G7
3,1.641551,2.905811,1.763249,0,0,G7
3,1.804503,2.857142,1.729554,0,0,G7
3,1.311888,3.050785,1.523029,0,0,G7
3,1.031175,2.988574,1.184688,0,0,G7
3,1.509904,2.512343,1.694282,0,0,G8
3,1.772128,2.572953,1.877066,0,0,G8
3,1.669266,2.54774,1.819091,0,0,G8
3,1.394748,2.413527,1.534862,0,0,G8
3,1.585354,2.446823,1.719233,0,0,G8
3,1.407887,2.485912,1.584846,0,0,G8
3,1.560982,2.426364,1.59797,0,0,G8
3,1.375651,2.264162,1.454028,0,0,G8
3,1.275969,2.119462,1.263877,0,0,G8
3,1.585806,2.487607,1.635013,0,0,G8
5,0.839847,2.532391,2.916749,2.252862,1.592463,G9
5,0.983189,2.668813,2.970005,2.39958,1.760635,G9
5,0.786812,2.587687,2.968968,2.35363,1.650346,G9
5,1.002272,2.671037,2.961078,2.416476,1.77415,G9
5,0.825349,2.547368,2.973052,2.368164,1.703339,G9
5,0.915763,2.600214,3.019403,2.40274,1.746539,G9
5,0.895747,2.730617,2.760848,2.109759,1.483085,G9
5,1.019514,2.630447,3.013324,2.46641,1.86309,G9
5,0.981463,2.629593,2.976594,2.363789,1.754941,G9
5,0.96738,2.625847,2.94266,2.36624,1.731887,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
2,2.621259,2.955303,0,0,0,G0
3,2.341223,2.881025,2.256978,0,0,G0
3,2.258241,2.894336,2.222593,0,0,G0
3,2.355797,2.883055,2.321968,0,0,G0
3,2.389987,2.989787,2.322664,0,0,G0
3,2.202617,2.938659,2.128446,0,0,G0
3,2.206685,2.934202,2.067494,0,0,G0
3,1.604855,2.54515,1.422693,0,0,G0
3,2.140527,2.923278,2.124646,0,0,G0
3,2.358452,2.990287,2.221117,0,0,G0
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,2.301679,0,0,0,0,G2
1,0.616628,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1.730603,0,0,0,0,G2
2,2.341315,2.080094,0,0,0,G2
1,2.740903,0,0,0,0,G2
1,2.405105,0,0,0,0,G2
1,2.355041,0,0,0,0,G3
1,2.685331,0,0,0,0,G3
2,1.57317,1.532936,0,0,0,G3
2,1.129884,1.182535,0,0,0,G3
1,0.408323,0,0,0,0,G3
1,0.4753,0,0,0,0,G3
1,2.395825,0,0,0,0,G3
2,2.075302,1.975394,0,0,0,G3
2,0.080592,0.302684,0,0,0,G3
1,2.684889,0,0,0,0,G3
3,0.380872,0.721663,0.420535,0,0,G4
2,1.836912,2.053213,0,0,0,G4
3,1.41237,2.375414,1.949312,0,0,G4
2,1.738841,2.252597,0,0,0,G4
2,2.013594,2.277549,0,0,0,G4
2,1.255541,1.38661,0,0,0,G4
2,1.005996,1.28478,0,0,0,G4
2,0.80851,1.107225,0,0,0,G4
2,0.820996,1.144682,0,0,0,G4
3,0.472604,0.81714,0.447652,0,0,G4
2,2.709576,2.788065,0,0,0,G5
2,2.741317,2.769413,0,0,0,G5
2,2.731936,2.786271,0,0,0,G5
3,2.179809,2.020157,2.874546,0,0,G5
2,2.431871,2.510329,0,0,0,G5
2,2.570467,2.547413,0,0,0,G5
2,2.629822,2.835008,0,0,0,G5
2,2.639644,2.867843,0,0,0,G5
2,2.736742,2.785034,0,0,0,G5
2,2.711641,2.800684,0,0,0,G5
3,0.062079,0.035539,0.06141,0,0,G6
3,2.131649,3.029565,2.1212,0,0,G6
3,2.113295,2.982395,1.916713,0,0,G6
3,2.203907,2.89572,2.160839,0,0,G6
3,2.144015,2.957056,2.079865,0,0,G6
3,2.191624,2.944687,2.154091,0,0,G6
3,2.275859,3.005957,2.214705,0,0,G6
3,2.358307,3.032483,2.269581,0,0,G6
3,1.816638,2.951896,1.768285,0,0,G6
3,0.167307,0.10767,0.122403,0,0,G6
3,0.215067,0.165719,0.187866,0,0,G7
2,0.046485,0.235707,0,0,0,G7
2,0.240712,0.371677,0,0,0,G7
2,0.502724,0.701217,0,0,0,G7
2,0.690548,0.823214,0,0,0,G7
3,0.118152,0.017174,0.088154,0,0,G7
2,0.128971,0.095763,0,0,0,G7
2,0.135575,0.015487,0,0,0,G7
3,0.383647,0.395816,0.371732,0,0,G7
3,0.39086,0.495712,0.442283,0,0,G7
3,1.45191,3.023766,1.672556,0,0,G8
3,0.768192,2.930986,1.050318,0,0,G8
3,0.707526,2.710335,0.919833,0,0,G8
3,0.984946,2.931964,1.191734,0,0,G8
3,1.312683,3.057253,1.541378,0,0,G8
3,1.102531,2.88195,1.257984,0,0,G8
3,1.188506,2.866961,1.361935,0,0,G8
3,0.780549,2.649094,1.084638,0,0,G8
3,0.410586,1.71473,0.65502,0,0,G8
3,1.022287,2.95462,1.283094,0,0,G8
5,0.869364,2.517769,2.806172,2.393794,1.540691,G9
5,0.635384,2.570575,2.751322,2.280491,1.470537,G9
5,0.857917,2.602553,2.78898,2.362528,1.647763,G9
1,1.332631,0,0,0,0,G9
5,0.627653,2.360799,2.819584,2.224915,1.267574,G9
5,0.815056,2.477602,2.79432,2.27575,1.426451,G9
5,0.753943,2.423028,2.710566,2.278709,1.423605,G9
5,1.126323,2.664746,2.928708,2.549348,1.788172,G9
5,1.114036,2.668069,2.82215,2.466223,1.707666,G9
5,1.043125,2.634646,2.909382,2.534092,1.737699,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
2,2.205409,2.077004,0,0,0,G0
3,2.022172,2.659001,2.15707,0,0,G0
3,1.503906,2.270213,2.427708,0,0,G0
2,2.449615,2.391073,0,0,0,G0
2,2.155705,2.011555,0,0,0,G0
3,2.023081,2.891171,1.942644,0,0,G0
2,2.527543,2.215368,0,0,0,G0
3,2.16386,2.887391,1.924026,0,0,G0
3,2.101827,2.901012,1.876219,0,0,G0
3,2.043339,2.803494,1.926415,0,0,G0
1,1.318656,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,0.725764,0,0,0,0,G2
1,1.308766,0,0,0,0,G2
1,1.361891,0,0,0,0,G2
1,0.258964,0,0,0,0,G2
0,0,0,0,0,0,G2
1,0.293436,0,0,0,0,G2
1,0.865569,0,0,0,0,G2
2,2.771676,2.106868,0,0,0,G3
3,0.840565,1.134814,0.993091,0,0,G3
0,0,0,0,0,0,G3
2,0.78029,0.835807,0,0,0,G3
2,1.215106,1.126374,0,0,0,G3
1,1.800111,0,0,0,0,G3
1,2.422028,0,0,0,0,G3
2,1.887987,1.412485,0,0,0,G3
2,1.293879,1.196062,0,0,0,G3
2,2.366551,1.429771,0,0,0,G3
2,1.220116,1.633344,0,0,0,G4
3,1.171568,1.965303,1.82217,0,0,G4
2,1.526129,1.913183,0,0,0,G4
2,1.747744,1.906949,0,0,0,G4
2,1.785191,1.964017,0,0,0,G4
2,1.627058,1.815239,0,0,0,G4
2,1.575551,1.735339,0,0,0,G4
2,1.496757,1.72704,0,0,0,G4
3,0.868637,1.983055,1.64415,0,0,G4
3,0.855616,2.354736,1.895348,0,0,G4
2,2.210209,2.548324,0,0,0,G5
2,2.296807,2.203585,0,0,0,G5
2,2.024753,2.209306,0,0,0,G5
2,2.07344,2.24842,0,0,0,G5
2,2.47314,2.600021,0,0,0,G5
2,2.261147,2.403437,0,0,0,G5
2,2.343349,2.140718,0,0,0,G5
2,2.345289,2.256487,0,0,0,G5
2,2.428757,2.367683,0,0,0,G5
2,2.053124,2.28244,0,0,0,G5
3,1.891246,2.098284,1.926163,0,0,G6
3,2.026862,2.063581,1.989418,0,0,G6
3,1.896186,2.07406,1.876333,0,0,G6
3,2.025038,2.370138,2.050321,0,0,G6
3,2.109124,2.620403,2.123569,0,0,G6
3,2.065801,2.606743,2.105633,0,0,G6
3,1.900015,2.325844,1.994978,0,0,G6
3,1.897642,2.378165,1.952608,0,0,G6
3,2.05529,2.549518,2.122593,0,0,G6
3,2.027728,2.211073,2.091295,0,0,G6
3,1.641585,2.704907,1.936693,0,0,G7
2,1.662256,1.506924,0,0,0,G7
2,1.669434,1.554219,0,0,0,G7
2,1.673409,1.620261,0,0,0,G7
2,1.60698,1.707911,0,0,0,G7
2,1.692918,1.607786,0,0,0,G7
2,1.682134,1.612527,0,0,0,G7
3,1.673117,2.43136,1.64212,0,0,G7
3,1.597791,2.674925,1.936895,0,0,G7
2,1.752976,1.674018,0,0,0,G7
3,1.525225,2.824209,1.747593,0,0,G8
3,1.313256,3.05935,1.514222,0,0,G8
3,1.381371,3.015269,1.493263,0,0,G8
3,1.458128,2.910496,1.568558,0,0,G8
3,1.427668,2.858231,1.634876,0,0,G8
3,1.572726,2.857387,1.842162,0,0,G8
2,2.309815,2.41288,0,0,0,G8
2,2.417897,2.26492,0,0,0,G8
2,2.324472,2.198671,0,0,0,G8
3,1.582989,2.85096,1.73412,0,0,G8
5,1.229248,2.639197,3.003829,2.557674,1.866072,G9
5,0.881057,2.498111,2.975189,2.443471,1.616407,G9
5,0.917087,2.541936,2.932592,2.39963,1.600859,G9
5,0.966572,2.574862,2.935463,2.403059,1.592856,G9
4,2.060434,2.77687,2.889147,1.969826,0,G9
5,0.957573,2.386755,3.052282,2.590957,1.768689,G9
5,1.017548,2.557219,2.935826,2.398564,1.620194,G9
5,1.145649,2.630624,2.94799,2.458144,1.725319,G9
5,1.130394,2.639043,2.954443,2.471864,1.746576,G9
4,2.585077,3.082388,2.623216,1.912303,0,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1,2.798232,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
2,2.612774,2.200475,0,0,0,G0
3,2.080269,2.872723,1.923186,0,0,G0
3,2.043521,2.755412,2.048817,0,0,G0
3,1.894804,2.562498,1.707738,0,0,G0
4,1.728969,2.526485,2.107909,1.897597,0,G0
3,2.085371,2.81605,1.943292,0,0,G0
3,1.939882,2.794249,1.909747,0,0,G0
3,1.664627,2.422062,1.46872,0,0,G0
3,1.855924,2.598994,1.668639,0,0,G0
3,1.153328,2.6557,0.872848,0,0,G0
1,2.664974,0,0,0,0,G2
2,1.753491,2.751997,0,0,0,G2
1,0.24555,0,0,0,0,G2
1,0.115878,0,0,0,0,G2
2,1.90375,2.610076,0,0,0,G2
1,2.709911,0,0,0,0,G2
1,0.614657,0,0,0,0,G2
1,0.243973,0,0,0,0,G2
1,2.844599,0,0,0,0,G2
1,2.574227,0,0,0,0,G2
1,0.797008,0,0,0,0,G3
0,0,0,0,0,0,G3
1,2.22102,0,0,0,0,G3
1,2.503483,0,0,0,0,G3
1,0.384517,0,0,0,0,G3
1,0.433261,0,0,0,0,G3
2,0.583009,0.698423,0,0,0,G3
2,0.767721,0.984028,0,0,0,G3
1,1.745632,0,0,0,0,G3
1,0.890879,0,0,0,0,G3
2,0.940255,1.653043,0,0,0,G4
2,0.54167,0.944297,0,0,0,G4
2,0.267373,0.637218,0,0,0,G4
2,1.34495,1.740545,0,0,0,G4
2,0.350554,1.100582,0,0,0,G4
3,1.379536,2.589125,1.99898,0,0,G4
2,0.081041,0.218626,0,0,0,G4
2,1.432643,1.867835,0,0,0,G4
3,1.380957,2.543936,2.046284,0,0,G4
2,0.426882,0.817217,0,0,0,G4
2,2.292482,2.423383,0,0,0,G5
2,2.294982,2.447496,0,0,0,G5
2,2.240506,2.474325,0,0,0,G5
3,1.602918,2.953199,1.550341,0,0,G5
2,1.5179,2.719229,0,0,0,G5
2,1.924443,2.343199,0,0,0,G5
2,2.302755,2.367306,0,0,0,G5
3,2.222262,1.509733,2.417376,0,0,G5
3,1.408491,1.162612,2.960337,0,0,G5
3,1.371141,2.93311,1.263604,0,0,G5
3,1.768771,2.998714,1.861241,0,0,G6
3,2.165992,3.115038,2.262162,0,0,G6
3,2.153774,3.047872,2.256724,0,0,G6
3,2.131359,3.002573,2.348819,0,0,G6
3,1.921853,3.03002,2.02897,0,0,G6
3,1.893653,2.936422,1.919547,0,0,G6
3,2.223068,2.983017,2.228185,0,0,G6
3,2.042089,2.94068,2.23085,0,0,G6
3,1.927301,3.011737,2.032645,0,0,G6
3,1.399853,2.860972,1.540509,0,0,G6
