@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2-6,17-19'

@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingersExtended numeric
@attribute fingersAreasAverage numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
0,0,0,0,0,1,0,G3
0,0,0,0,0,1,0,G3
0,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1.132738,1.300699,0,0,0,11000,60.291145,G4
1.189796,1.363942,0,0,0,11000,65.190086,G4
1.239398,1.365752,0,0,0,11000,57.752979,G4
1,0,0,0,0,11000,0,G4
1.372586,1.650127,0.796061,0,0,11000,39.172405,G4
1,0,0,0,0,11000,0,G4
1.151951,1.426902,0,0,0,11000,64.328163,G4
1.04169,1.330712,0,0,0,11000,64.884415,G4
1.208354,1.375292,0,0,0,11000,67.481865,G4
1.134476,1.444546,0,0,0,11000,65.172585,G4
1.026045,1.035619,0,0,0,1100,26.83696,G5
1,0,0,0,0,1100,0,G5
1,0,0,0,0,1100,0,G5
0,0,0,0,0,1100,0,G5
1.090131,1.00351,0,0,0,1100,31.140699,G5
1.115823,0.985226,0,0,0,1100,32.815556,G5
1.042484,1.028131,0,0,0,1100,28.256777,G5
1.015931,1.041752,0,0,0,1100,25.189964,G5
0,0,0,0,0,1100,0,G5
1.026927,1.038729,0,0,0,1100,27.55373,G5
1.06465,1.104631,1.012887,0,0,1110,13.034572,G6
1.085534,1.107355,1.008326,0,0,1110,12.882414,G6
1.075459,1.080454,1.009474,0,0,1110,12.669732,G6
1.084312,1.09783,0.983893,0,0,1110,12.510807,G6
1.100733,1.108557,0.967999,0,0,1110,12.874411,G6
1.075615,1.098636,0.961274,0,0,1110,12.64854,G6
1.095584,1.00673,0.972302,0,0,1110,8.340778,G6
1.085215,1.098253,1.041237,0,0,1110,12.481422,G6
1.140261,1.162839,1.055856,0,0,1110,13.877941,G6
1.101777,1.164791,1.033617,0,0,1110,14.421288,G6
1.441397,1.435958,0,0,0,10001,67.945549,G7
1.51256,0.945886,1.512572,0,0,10001,17.541431,G7
4.990525,4.886392,5.418699,0,0,10001,102.651253,G7
1.529198,0.947719,1.585768,0,0,10001,17.548336,G7
1.378714,1.468362,0,0,0,10001,70.948708,G7
1.491613,0.907172,1.595141,0,0,10001,16.00613,G7
1.463505,1.603995,0,0,0,10001,66.473228,G7
1.384675,1.407995,0,0,0,10001,66.771965,G7
1.377969,1.434744,0,0,0,10001,65.038383,G7
1.404052,1.458803,0,0,0,10001,66.394348,G7
1.513531,1.713959,0.817849,1.627649,0,11001,20.891115,G8
1.347124,1.627229,1.385172,0,0,11001,31.38324,G8
1.363553,1.561829,1.37883,0,0,11001,31.686392,G8
1.190614,1.580857,1.514336,0,0,11001,27.707554,G8
1.345056,1.558697,1.352468,0,0,11001,30.502422,G8
1.343821,1.604539,1.389919,0,0,11001,30.108883,G8
1.423094,1.545565,1.269856,0,0,11001,32.0201,G8
1.361964,1.552095,1.238897,0,0,11001,30.925774,G8
1.344063,1.543989,1.279366,0,0,11001,30.326429,G8
1.440783,1.543734,1.336304,0,0,11001,29.19313,G8
1.246742,1.452826,1.500555,1.225824,1.480862,11111,14.871129,G9
1.302742,1.510531,1.530767,1.266142,1.520128,11111,15.45827,G9
1.312067,1.510798,1.538228,1.282076,1.502647,11111,15.54511,G9
1.230421,1.420946,1.401081,1.363216,0,11111,18.85865,G9
1.355043,1.537412,1.556531,1.289241,1.513746,11111,16.058281,G9
1.245335,1.471763,1.512223,1.276404,1.530626,11111,14.938213,G9
1.293503,1.482538,1.56253,1.120498,1.540042,11111,15.092463,G9
1.217342,1.391761,1.441116,1.271751,0,11111,19.273312,G9
1.188195,1.440189,1.500529,1.454933,1.443254,11111,14.222714,G9
1.139859,1.347398,1.410246,1.318824,0,11111,18.356731,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1.211881,1.240714,0.92351,0,0,1101,18.602095,G0
1.236502,1.242322,0.937168,0,0,1101,19.103363,G0
1.242309,1.264151,0.943161,0,0,1101,19.502136,G0
1.361516,1.035,0,0,0,1101,54.984791,G0
1.214835,1.244305,1.00982,0,0,1101,20.512224,G0
1.229098,1.261852,0.998297,0,0,1101,21.153313,G0
1.227685,1.254238,0.94242,0,0,1101,20.143066,G0
1.229196,1.232999,0.922549,0,0,1101,18.271017,G0
1,0,0,0,0,1101,0,G0
1.215579,1.236255,0.932904,0,0,1101,18.643627,G0
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1.461845,0.742863,0,0,0,1000,33.111378,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,11000,0,G4
1.372332,1.668003,0.875014,0,0,11000,37.780254,G4
1.383626,1.664201,0.879282,0,0,11000,37.759594,G4
1.126142,1.363217,0,0,0,11000,61.082603,G4
1.020673,1.343443,0,0,0,11000,57.431267,G4
0.940051,1.333874,0,0,0,11000,54.200619,G4
1.017405,1.317152,0,0,0,11000,54.161648,G4
1.065149,1.362226,0,0,0,11000,56.480007,G4
1.080463,1.357239,0,0,0,11000,57.925606,G4
1.062843,1.34498,0,0,0,11000,56.000134,G4
1.013638,1.050721,0,0,0,1100,26.642244,G5
1.032928,1.083052,0,0,0,1100,37.154068,G5
1.03094,1.066184,0,0,0,1100,34.104729,G5
1,0,0,0,0,1100,0,G5
1.009387,1.048006,0,0,0,1100,26.021835,G5
0.999947,1.049373,0,0,0,1100,24.800642,G5
1,0,0,0,0,1100,0,G5
1.01385,1.04954,0,0,0,1100,26.962458,G5
1.009589,1.051943,0,0,0,1100,26.692886,G5
1.011955,1.050464,0,0,0,1100,26.765795,G5
1.069804,1.140533,1.024655,0,0,1110,14.419652,G6
1.053844,1.111903,1.003724,0,0,1110,13.980266,G6
1.064535,1.119339,0.97942,0,0,1110,13.790158,G6
1.03142,1.130792,1.022162,0,0,1110,12.807755,G6
1.022675,1.12598,1.018393,0,0,1110,12.728557,G6
1.066796,1.089839,0.964394,0,0,1110,11.69571,G6
1.064237,1.118599,1.029354,0,0,1110,12.744465,G6
1.110478,1.149874,1.040127,0,0,1110,17.39362,G6
1.086361,1.14238,1.031404,0,0,1110,14.064658,G6
1.063443,1.134376,1.008966,0,0,1110,13.747697,G6
1.287259,1.554977,0,0,0,10001,65.847382,G7
1,0,0,0,0,10001,0,G7
1,0,0,0,0,10001,0,G7
1.326047,1.579417,0,0,0,10001,68.86422,G7
1.356499,1.601111,0,0,0,10001,71.958382,G7
1.267818,1.653406,0,0,0,10001,67.966751,G7
1.283914,1.533426,0,0,0,10001,65.299904,G7
1.238983,1.478871,0,0,0,10001,65.007561,G7
1.278292,1.534695,0,0,0,10001,65.652946,G7
1.289286,1.552416,0,0,0,10001,65.71978,G7
1.178685,1.736464,0.867913,1.514023,0,11001,17.425009,G8
1.233029,1.643406,1.501618,0,0,11001,35.822414,G8
1.124915,1.588093,1.423382,0,0,11001,35.181747,G8
1.329662,1.81452,0.955745,1.67637,0,11001,19.668652,G8
1.221031,1.650868,1.479502,0,0,11001,36.476154,G8
1.167592,1.61663,1.445312,0,0,11001,35.942204,G8
1.202171,1.619523,1.449992,0,0,11001,37.097717,G8
1.220996,1.654453,1.512545,0,0,11001,37.527866,G8
1.316147,1.766455,0.894243,1.612303,0,11001,20.820482,G8
1.179919,1.608855,1.442893,0,0,11001,34.15572,G8
1.063504,1.348026,1.453738,1.335127,1.218676,11111,11.699731,G9
1.085752,1.351905,1.465071,1.35007,1.239825,11111,12.628167,G9
1.0609,1.340022,1.454913,1.351078,1.234772,11111,12.207233,G9
1.088508,1.3559,1.467662,1.346898,1.227258,11111,12.43906,G9
1.028744,1.343699,1.451184,1.346149,1.224108,11111,11.927761,G9
1.037378,1.340776,1.449324,1.364346,1.242072,11111,11.963775,G9
0.881229,1.329795,1.382047,1.271315,1.145703,11111,10.038693,G9
1.070384,1.343425,1.438621,1.339343,1.220518,11111,12.074634,G9
1.034081,1.348917,1.455603,1.33343,1.225388,11111,11.922388,G9
1.096098,1.359505,1.471299,1.360797,1.273128,11111,11.819717,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1.30322,1.226669,0.942777,0,0,1101,18.811268,G0
1.285269,1.220225,0.948581,0,0,1101,18.494146,G0
1.30337,1.233413,0.964642,0,0,1101,19.315109,G0
1.231205,0.910354,0,0,0,1101,36.385403,G0
1.32705,1.234093,0.958293,0,0,1101,19.130991,G0
1.285272,1.221251,0.954205,0,0,1101,18.309029,G0
1.353407,1.255783,1.010986,0,0,1101,18.866501,G0
1.321472,1.255162,1.055643,0,0,1101,19.557667,G0
1.309721,1.247798,0.995378,0,0,1101,19.083689,G0
1.309384,1.236578,0.946311,0,0,1101,18.804966,G0
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1.40378,1.077856,0,0,0,11000,58.086987,G4
1.046383,1.425748,0,0,0,11000,57.091476,G4
1.010191,1.387629,0,0,0,11000,56.859406,G4
1.017091,1.426801,0,0,0,11000,57.191746,G4
1.010687,1.432183,0,0,0,11000,55.289829,G4
1.064427,1.413974,0,0,0,11000,57.419991,G4
0.965165,1.36917,0,0,0,11000,55.999855,G4
1.035373,1.389536,0,0,0,11000,57.919682,G4
0.99426,1.408787,0,0,0,11000,55.645729,G4
1.065702,1.385734,0,0,0,11000,58.284771,G4
1.057813,1.023969,0,0,0,1100,31.363859,G5
1.01319,1.055659,0,0,0,1100,31.544939,G5
1.028363,1.04387,0,0,0,1100,30.578329,G5
1,0,0,0,0,1100,0,G5
1.021794,1.042626,0,0,0,1100,30.718582,G5
1.039432,1.040548,0,0,0,1100,31.152681,G5
1.0277,1.039032,0,0,0,1100,30.603867,G5
0,0,0,0,0,1100,0,G5
1,0,0,0,0,1100,0,G5
1,0,0,0,0,1100,0,G5
1.071071,1.157179,0.980474,0,0,1110,15.984392,G6
1.06672,1.160047,0.992422,0,0,1110,16.341978,G6
1.074106,1.138877,0.998005,0,0,1110,15.018908,G6
1.071814,1.160301,1.012181,0,0,1110,16.018679,G6
1.096328,1.184108,1.001412,0,0,1110,16.434715,G6
1.088505,1.162348,0.971484,0,0,1110,16.544458,G6
1.178062,1.035578,0,0,0,1110,46.536037,G6
1.08825,1.164751,1.02189,0,0,1110,16.848862,G6
1.105765,1.19587,1.03722,0,0,1110,17.554724,G6
1.109519,1.172954,0.981336,0,0,1110,16.429516,G6
1.405631,1.586898,0,0,0,10001,72.915581,G7
1.343488,1.676108,0,0,0,10001,71.795464,G7
1,0,0,0,0,10001,0,G7
1.375529,1.614822,0,0,0,10001,74.483971,G7
1.361855,1.652641,0,0,0,10001,72.88903,G7
1.358046,1.64415,0,0,0,10001,71.345612,G7
1.392349,1.654037,0,0,0,10001,72.90947,G7
1.365422,1.587281,0,0,0,10001,73.319832,G7
1.352639,1.577674,0,0,0,10001,71.310219,G7
1.39553,1.576569,0,0,0,10001,72.125488,G7
1.233089,1.517694,1.361914,0,0,11001,34.427608,G8
1.168468,1.539802,1.426648,0,0,11001,32.089016,G8
1.480938,1.823022,0.767173,1.727321,0,11001,25.26207,G8
1.301036,1.643118,1.528455,0,0,11001,33.60833,G8
1.273307,1.716988,0.779928,1.564516,0,11001,23.090273,G8
1.194588,1.507234,1.377954,0,0,11001,32.88961,G8
1.278329,1.462535,1.345176,0,0,11001,34.41729,G8
1.385693,1.829915,0.77344,1.74912,0,11001,23.938074,G8
1.274838,1.635406,1.532697,0,0,11001,32.895592,G8
1.256732,1.600505,1.488198,0,0,11001,34.254963,G8
1.045219,1.413024,1.555254,1.417438,1.301485,11111,13.020841,G9
1.1132,1.442185,1.553686,1.467106,1.385736,11111,14.066669,G9
1.175201,1.475613,1.580914,1.524053,1.483669,11111,14.519238,G9
1.216928,1.526023,1.46972,1.446922,1.51804,11111,15.189454,G9
1.065582,1.376362,1.395553,1.301326,1.251495,11111,13.949447,G9
1.167191,1.429556,1.591374,1.515261,1.4342,11111,14.054062,G9
1.194579,1.476704,1.589407,1.548747,1.504315,11111,14.261609,G9
1.1252,1.416306,1.612281,1.455945,1.386306,11111,13.942237,G9
1.202069,1.537741,1.620031,1.296047,1.479895,11111,15.662137,G9
1.395627,1.546061,1.643773,1.500056,1.453377,11111,16.114531,G9
1,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
1.190843,1.221109,0.999099,0,0,1101,20.222763,G0
1.197049,1.215432,1.011724,0,0,1101,20.441021,G0
1.2099,1.239595,1.015407,0,0,1101,20.348843,G0
1.207395,1.238186,1.021109,0,0,1101,20.45669,G0
1.196596,1.216492,0.996669,0,0,1101,20.165571,G0
1.198099,1.215106,0.989867,0,0,1101,20.57765,G0
1.190692,1.217409,0.998183,0,0,1101,20.532778,G0
1.215418,1.239139,1.037848,0,0,1101,20.446411,G0
1.196243,1.244583,1.028065,0,0,1101,20.291227,G0
1.214801,1.238469,1.011253,0,0,1101,20.502003,G0
1,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
0.677428,1.335364,0,0,0,1,8.506701,G3
0.675997,1.334337,0,0,0,1,7.927714,G3
0.638829,1.379088,0,0,0,1,10.126935,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1.873148,0.418225,3.175787,0,0,1,4.00193,G3
0.513294,1.499161,0,0,0,1,5.273829,G3
1.102455,1.3214,0,0,0,11000,59.469852,G4
1.111166,1.42766,0,0,0,11000,61.977364,G4
1.353227,1.734773,0.805757,0,0,11000,37.023201,G4
1.332773,1.728878,0.775297,0,0,11000,36.108124,G4
1.10932,1.380275,0,0,0,11000,59.102325,G4
1.106921,1.337161,0,0,0,11000,58.927902,G4
1.206626,1.483575,0,0,0,11000,55.643902,G4
1.319394,1.72201,0.764685,0,0,11000,35.484982,G4
1.358611,1.761272,0.753818,0,0,11000,36.417511,G4
1.090416,1.34718,0,0,0,11000,58.243668,G4
1.399002,1.428222,0.46639,0,0,1100,15.204402,G5
1.368973,1.440705,0.49025,0,0,1100,15.611122,G5
0.985748,1.052266,0,0,0,1100,20.38121,G5
1.38144,1.42051,0.525827,0,0,1100,13.163218,G5
0.993195,1.039769,0,0,0,1100,18.398626,G5
1.011554,1.023964,0,0,0,1100,20.161581,G5
0.995072,1.042737,0,0,0,1100,20.579874,G5
1.011498,1.032754,0,0,0,1100,21.918484,G5
1.013106,1.030207,0,0,0,1100,21.838837,G5
1.01415,1.03129,0,0,0,1100,22.028656,G5
1.073625,1.11684,0.989379,0,0,1110,11.002748,G6
1.046025,1.119523,0.977644,0,0,1110,11.471162,G6
1.046194,1.107848,1.016334,0,0,1110,12.025717,G6
1.095206,1.144734,1.005341,0,0,1110,11.960608,G6
1.042041,1.117517,0.997262,0,0,1110,11.679926,G6
1.052887,1.095861,0.996863,0,0,1110,11.151379,G6
1.053469,1.107616,0.987634,0,0,1110,11.175306,G6
1.060609,1.130921,0.977476,0,0,1110,11.454941,G6
1.111573,1.153285,1.017256,0,0,1110,11.354268,G6
1.098913,1.126587,1.000799,0,0,1110,10.899066,G6
1.336333,1.517225,0,0,0,10001,70.715561,G7
1.480997,1.577943,0,0,0,10001,75.25396,G7
1.48525,1.562569,0,0,0,10001,74.476662,G7
1.443485,1.540929,0,0,0,10001,74.238731,G7
1.520011,0.951242,1.676521,0,0,10001,20.394182,G7
1.660858,0.971596,1.853093,0,0,10001,20.787096,G7
1.573266,0.966583,1.746188,0,0,10001,20.740063,G7
1.441294,1.576438,0,0,0,10001,74.622139,G7
1.374606,1.533896,0,0,0,10001,73.155258,G7
1.346357,1.537195,0,0,0,10001,71.551888,G7
1.119406,1.506337,1.33378,0,0,11001,30.159611,G8
1.272458,1.511531,1.306445,0,0,11001,30.68437,G8
1.330735,1.525209,1.324135,0,0,11001,30.711941,G8
1.238375,1.54091,1.320122,0,0,11001,29.33654,G8
1.252035,1.536808,1.35982,0,0,11001,30.096943,G8
1.253101,1.530524,1.352227,0,0,11001,29.834091,G8
1.271467,1.551592,1.356555,0,0,11001,29.859224,G8
1.297891,1.537164,1.349269,0,0,11001,30.1476,G8
1.369602,1.661863,0.829096,1.4527,0,11001,20.559805,G8
1.326226,1.798753,0.840919,1.557484,0,11001,19.986025,G8
1.141029,1.426811,1.464753,1.401559,1.285646,11111,11.842862,G9
1.121217,1.335737,1.411441,1.359955,1.18072,11111,12.286974,G9
1.152194,1.352647,1.3986,1.336027,1.189413,11111,12.514143,G9
1.140257,1.334395,1.398399,1.359053,1.214762,11111,12.39028,G9
1.181394,1.3664,1.41132,1.3562,1.221082,11111,12.920377,G9
1.186563,1.388526,1.422047,1.354663,1.225716,11111,12.921152,G9
1.140781,1.349765,1.388206,1.341967,1.203912,11111,12.44127,G9
1.124799,1.341843,1.387022,1.34008,1.208223,11111,12.405012,G9
1.134768,1.372697,1.403023,1.359748,1.193806,11111,12.407364,G9
1.056553,1.403307,1.435423,1.369715,1.223765,11111,11.703811,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1.263172,0.90544,0,0,0,1101,38.291283,G0
1.17481,1.154563,0.851195,0,0,1101,12.934437,G0
1.235253,1.207742,0.855268,0,0,1101,14.054604,G0
1.203605,1.147932,0.873541,0,0,1101,14.077072,G0
1.191402,1.172426,0.805137,0,0,1101,14.365895,G0
1.229782,1.208259,0.789637,0,0,1101,12.984159,G0
1.240688,1.205645,0.776973,0,0,1101,12.616647,G0
1.248706,1.221396,0.980482,0,0,1101,18.986254,G0
1.231141,1.206662,0.959569,0,0,1101,19.189852,G0
1.282824,1.216558,0.908363,0,0,1101,17.983747,G0
0,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1.124409,1.593306,1.565602,1.38896,0,1000,19.962561,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0.986966,1.235027,0,0,0,1000,31.299549,G2
0,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1.127725,1.438702,0,0,0,11000,65.318405,G4
1.202652,1.413028,0,0,0,11000,65.491806,G4
1.176158,1.411379,0,0,0,11000,65.689003,G4
1.131921,1.428597,0,0,0,11000,65.159004,G4
1.152085,1.411473,0,0,0,11000,65.979103,G4
1.137274,1.432001,0,0,0,11000,66.501663,G4
1.12727,1.418409,0,0,0,11000,64.783302,G4
1.135167,1.421816,0,0,0,11000,64.950844,G4
1.402959,1.786022,0.735674,0,0,11000,40.072521,G4
1.367276,1.779266,0.79386,0,0,11000,40.057564,G4
1.037008,1.052155,0,0,0,1100,31.326227,G5
1.048924,1.039451,0,0,0,1100,31.055428,G5
1.046127,1.034095,0,0,0,1100,30.137165,G5
1.467106,1.407766,0.487314,0,0,1100,21.077435,G5
1.048819,1.042578,0,0,0,1100,31.824545,G5
1.044517,1.046128,0,0,0,1100,31.048302,G5
1.041602,1.051406,0,0,0,1100,31.270361,G5
1.010855,1.059042,0,0,0,1100,28.455935,G5
1.015755,1.053764,0,0,0,1100,29.550285,G5
1.02888,1.054142,0,0,0,1100,30.557974,G5
1.078598,1.087118,0.970917,0,0,1110,10.962829,G6
1.053095,1.130722,1.001229,0,0,1110,15.889691,G6
1.053496,1.088467,1.009867,0,0,1110,12.325838,G6
1.081529,1.074069,1.015261,0,0,1110,12.433205,G6
1.075708,1.120037,0.999064,0,0,1110,14.303123,G6
1.089878,1.113777,1.0214,0,0,1110,13.794686,G6
1.091208,1.083942,1.026478,0,0,1110,13.182417,G6
1.103578,1.046818,1.026201,0,0,1110,11.863045,G6
1.408344,1.425009,1.268981,0.658762,0,1110,9.361637,G6
1.084705,1.084585,0.997605,0,0,1110,12.254139,G6
1.58185,1.082555,1.30075,0,0,10001,22.817312,G7
1.400462,1.028768,1.462081,0,0,10001,20.961185,G7
1.474609,1.566145,0,0,0,10001,75.422852,G7
1.476701,1.486523,0,0,0,10001,74.180641,G7
1.485393,1.479544,0,0,0,10001,74.219231,G7
1.466047,1.524136,0,0,0,10001,74.716354,G7
1.43489,1.086611,1.472297,0,0,10001,23.031393,G7
1.715093,1.019177,1.479232,0,0,10001,21.26733,G7
1.489214,1.102795,1.415466,0,0,10001,23.569609,G7
1.532249,1.101622,1.392663,0,0,10001,23.718374,G7
1.268949,1.461208,1.205946,0,0,11001,30.310886,G8
1.190494,1.408001,1.241253,0,0,11001,28.906607,G8
1.285366,1.456348,1.284125,0,0,11001,30.201185,G8
1.155765,1.388174,1.214392,0,0,11001,28.250303,G8
1.268601,1.431429,1.281814,0,0,11001,29.197598,G8
1.186134,1.420741,1.211723,0,0,11001,28.757271,G8
1.294463,1.461868,1.214526,0,0,11001,30.158821,G8
1.247346,1.437795,1.184136,0,0,11001,29.526928,G8
1.223438,1.438787,1.172827,0,0,11001,28.716925,G8
1.313302,1.469524,1.196951,0,0,11001,30.587416,G8
1.35898,1.467999,1.510538,1.474162,1.317965,11111,17.582968,G9
1.258379,1.437711,1.439375,1.458284,1.222231,11111,16.574476,G9
1.384136,1.468369,1.484034,1.478216,1.284126,11111,17.814692,G9
1.274776,1.416993,1.474253,1.4734,1.261474,11111,16.344118,G9
1.278244,1.432222,1.470417,1.458403,1.258568,11111,16.783291,G9
1.277431,1.389253,1.452144,1.423282,1.234742,11111,16.749815,G9
1.292867,1.429034,1.472292,1.473097,1.292769,11111,16.752924,G9
1.299004,1.44555,1.451769,1.466053,1.29366,11111,17.123053,G9
1.270523,1.407151,1.472089,1.43907,1.280406,11111,16.685291,G9
1.318799,1.431286,1.494537,1.51393,1.33245,11111,16.747688,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.981178,1.071873,0,0,0,1101,21.734158,G0
1.192112,1.22342,0.905173,0,0,1101,14.578268,G0
1.167827,1.225968,0.922286,0,0,1101,14.337141,G0
1.168781,1.238751,0.88857,0,0,1101,14.679775,G0
1.180261,1.218331,0.889219,0,0,1101,14.932344,G0
1.177013,1.218766,0.902209,0,0,1101,14.591198,G0
1.184657,1.211009,0.892208,0,0,1101,14.462708,G0
1.177793,1.239337,0.932094,0,0,1101,15.354807,G0
1.178412,1.256723,0.925306,0,0,1101,15.224584,G0
1.174432,1.236171,0.918348,0,0,1101,14.201804,G0
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1.492906,0.68976,0,0,0,1000,28.548655,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
0.909909,1.327865,0,0,0,1,34.765259,G3
0.90564,1.329102,0,0,0,1,34.224747,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
0.925219,1.342752,0,0,0,1,36.180531,G3
0.956481,1.423562,0,0,0,1,36.066982,G3
1,0,0,0,0,1,0,G3
1.300291,1.606227,0.795728,0,0,11000,30.251825,G4
1.102238,1.425636,0,0,0,11000,60.70116,G4
1.314868,1.715055,0.814031,0,0,11000,35.075939,G4
1.044762,1.391798,0,0,0,11000,54.685745,G4
1.035074,1.379054,0,0,0,11000,53.386639,G4
1.043826,1.342579,0,0,0,11000,51.185894,G4
1.060678,1.33467,0,0,0,11000,51.708252,G4
1.061326,1.360096,0,0,0,11000,51.193108,G4
1.047739,1.314822,0,0,0,11000,44.698925,G4
1.297087,1.611154,0.807322,0,0,11000,30.704094,G4
1.003859,1.059414,0,0,0,1100,25.002468,G5
1.014067,1.041099,0,0,0,1100,23.565407,G5
0.976345,1.081039,0,0,0,1100,23.554926,G5
1.344847,0.497822,1.433347,0,0,1100,10.031334,G5
1.023297,1.041812,0,0,0,1100,24.546116,G5
1.031535,1.034028,0,0,0,1100,25.215828,G5
1.020032,1.032733,0,0,0,1100,24.850992,G5
1.032051,1.020535,0,0,0,1100,25.214664,G5
1.006807,1.056129,0,0,0,1100,24.994553,G5
1.027148,1.03472,0,0,0,1100,25.369968,G5
