@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,17-19'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute fingersAreasAverage numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,1110,13.432396,G6
3,1110,13.911746,G6
3,1110,13.249393,G6
3,1110,12.395985,G6
3,1110,12.795446,G6
3,1110,13.137368,G6
3,1110,12.755845,G6
3,1110,13.097763,G6
3,1110,13.276139,G6
3,10001,24.491404,G7
2,10001,82.571655,G7
2,10001,82.437241,G7
2,10001,82.739212,G7
2,10001,80.042664,G7
2,10001,78.914314,G7
2,10001,78.811905,G7
3,10001,26.482174,G7
3,10001,24.279669,G7
2,10001,79.482819,G7
3,11001,35.905624,G8
3,11001,37.780666,G8
3,11001,37.827599,G8
3,11001,37.3811,G8
3,11001,37.310741,G8
3,11001,32.214657,G8
2,11001,47.382343,G8
2,11001,48.159908,G8
2,11001,47.962708,G8
3,11001,33.00985,G8
5,11111,12.908893,G9
5,11111,14.387162,G9
5,11111,14.193451,G9
5,11111,13.187175,G9
4,11111,8.462744,G9
5,11111,12.431676,G9
5,11111,12.579889,G9
5,11111,12.607752,G9
5,11111,12.832996,G9
4,11111,8.409039,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
2,1101,36.431053,G0
3,1101,19.393417,G0
3,1101,19.142658,G0
3,1101,20.190027,G0
4,1101,14.491158,G0
3,1101,19.908031,G0
3,1101,19.817196,G0
3,1101,20.651249,G0
3,1101,21.692009,G0
3,1101,20.390079,G0
1,1000,0,G2
2,1000,15.263703,G2
1,1000,0,G2
1,1000,0,G2
2,1000,15.096219,G2
1,1000,0,G2
1,1000,0,G2
1,1000,0,G2
1,1000,0,G2
1,1000,0,G2
1,1,0,G3
0,1,0,G3
1,1,0,G3
1,1,0,G3
1,1,0,G3
1,1,0,G3
2,1,39.014492,G3
2,1,18.054581,G3
1,1,0,G3
1,1,0,G3
2,11000,64.775955,G4
2,11000,72.325745,G4
2,11000,70.673332,G4
2,11000,64.577225,G4
2,11000,66.82843,G4
3,11000,42.459885,G4
2,11000,65.615578,G4
2,11000,64.435852,G4
3,11000,40.641994,G4
2,11000,64.698387,G4
2,1100,36.208942,G5
2,1100,36.89492,G5
2,1100,36.415234,G5
3,1100,25.517635,G5
2,1100,36.463387,G5
2,1100,37.810131,G5
2,1100,36.321648,G5
3,1100,16.473413,G5
3,1100,14.203491,G5
3,1100,27.106121,G5
3,1110,13.911221,G6
3,1110,12.642676,G6
3,1110,12.5863,G6
3,1110,12.066028,G6
3,1110,12.965552,G6
3,1110,12.647832,G6
3,1110,12.412419,G6
3,1110,12.569295,G6
3,1110,13.49247,G6
3,1110,14.091045,G6
3,10001,15.998413,G7
2,10001,72.363976,G7
2,10001,72.157265,G7
3,10001,20.877779,G7
3,10001,18.370783,G7
3,10001,15.864538,G7
2,10001,62.205849,G7
2,10001,63.946724,G7
2,10001,61.445362,G7
3,10001,16.122261,G7
3,11001,26.719172,G8
3,11001,32.137413,G8
3,11001,32.281239,G8
3,11001,32.512428,G8
3,11001,31.593859,G8
3,11001,30.211248,G8
3,11001,29.916132,G8
3,11001,30.356564,G8
3,11001,31.050333,G8
2,11001,38.858223,G8
5,11111,12.638084,G9
5,11111,12.258624,G9
5,11111,11.723676,G9
5,11111,12.343249,G9
5,11111,12.374295,G9
5,11111,12.655218,G9
5,11111,13.104271,G9
5,11111,12.358745,G9
5,11111,12.860179,G9
5,11111,12.860562,G9
2,0,35.591549,G1
0,0,0,G1
1,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
3,1101,18.088772,G0
3,1101,19.365438,G0
3,1101,18.35498,G0
2,1101,34.513943,G0
3,1101,17.796501,G0
3,1101,19.495653,G0
3,1101,18.909775,G0
2,1101,35.845936,G0
2,1101,35.715801,G0
3,1101,18.899109,G0
2,1000,52.631523,G2
0,1000,0,G2
0,1000,0,G2
1,1000,0,G2
0,1000,0,G2
1,1000,0,G2
1,1000,0,G2
1,1000,0,G2
1,1000,0,G2
1,1000,0,G2
1,1,0,G3
2,1,33.151272,G3
0,1,0,G3
1,1,0,G3
1,1,0,G3
1,1,0,G3
1,1,0,G3
1,1,0,G3
1,1,0,G3
1,1,0,G3
3,11000,30.339815,G4
2,11000,57.404831,G4
3,11000,34.844414,G4
2,11000,55.730202,G4
2,11000,58.169212,G4
2,11000,52.200359,G4
2,11000,52.062038,G4
3,11000,60.915894,G4
2,11000,51.770668,G4
3,11000,61.822872,G4
2,1100,26.076427,G5
2,1100,27.277973,G5
2,1100,27.534216,G5
2,1100,27.582676,G5
2,1100,26.975546,G5
2,1100,26.07238,G5
2,1100,28.225647,G5
3,1100,38.814545,G5
2,1100,27.032518,G5
2,1100,27.724827,G5
4,1110,21.489393,G6
3,1110,10.384226,G6
3,1110,10.101941,G6
3,1110,10.560402,G6
4,1110,19.605692,G6
3,1110,10.351235,G6
3,1110,10.002186,G6
3,1110,10.585835,G6
2,1110,14.859858,G6
3,1110,17.37314,G6
3,10001,16.420158,G7
2,10001,61.148945,G7
3,10001,16.10874,G7
2,10001,57.964828,G7
2,10001,58.989616,G7
3,10001,17.383698,G7
2,10001,57.580097,G7
2,10001,57.93148,G7
3,10001,105.785286,G7
3,10001,100.338699,G7
3,11001,20.468245,G8
3,11001,23.533632,G8
3,11001,21.178667,G8
3,11001,21.95314,G8
3,11001,21.483837,G8
3,11001,21.084513,G8
3,11001,20.088606,G8
3,11001,19.39642,G8
3,11001,20.211029,G8
3,11001,20.449793,G8
5,11111,11.364861,G9
5,11111,12.009685,G9
5,11111,11.370391,G9
5,11111,11.759202,G9
5,11111,11.77454,G9
5,11111,10.95331,G9
5,11111,11.195149,G9
5,11111,10.68136,G9
5,11111,10.742019,G9
5,11111,11.34871,G9
