% 1. Title: Leap Data Database
%
% 2. Sources :
% (a)Creator : Giulio Marin, Fabio Dominio, Pietro Zanuttigh, and Binghamton SRI 2016
% (b)Date : Summer 2016
%
@RELATION gesture

@ATTRIBUTE numFingers  NUMERIC
@ATTRIBUTE newFingerTipDistRefined_f1  NUMERIC
@ATTRIBUTE newFingerTipDistRefined_f2  NUMERIC
@ATTRIBUTE newFingerTipDistRefined_f3  NUMERIC
@ATTRIBUTE newFingerTipDistRefined_f4  NUMERIC
@ATTRIBUTE newFingerTipDistRefined_f5  NUMERIC
@ATTRIBUTE fingertipPosition_f1x  NUMERIC
@ATTRIBUTE fingertipPosition_f1y  NUMERIC
@ATTRIBUTE fingertipPosition_f1z  NUMERIC
@ATTRIBUTE fingertipPosition_f2x  NUMERIC
@ATTRIBUTE fingertipPosition_f2y  NUMERIC
@ATTRIBUTE fingertipPosition_f2z  NUMERIC
@ATTRIBUTE fingertipPosition_f3x  NUMERIC
@ATTRIBUTE fingertipPosition_f3y  NUMERIC
@ATTRIBUTE fingertipPosition_f3z  NUMERIC
@ATTRIBUTE fingertipPosition_f4x  NUMERIC
@ATTRIBUTE fingertipPosition_f4y  NUMERIC
@ATTRIBUTE fingertipPosition_f4z  NUMERIC
@ATTRIBUTE fingertipPosition_f5x  NUMERIC
@ATTRIBUTE fingertipPosition_f5y  NUMERIC
@ATTRIBUTE fingertipPosition_f5z  NUMERIC
@ATTRIBUTE fingertipAngles_f1   NUMERIC
@ATTRIBUTE fingertipAngles_f2   NUMERIC
@ATTRIBUTE fingertipAngles_f3   NUMERIC
@ATTRIBUTE fingertipAngles_f4   NUMERIC
@ATTRIBUTE fingertipAngles_f5   NUMERIC
@ATTRIBUTE fingertipElevation_f1   NUMERIC
@ATTRIBUTE fingertipElevation_f2   NUMERIC
@ATTRIBUTE fingertipElevation_f3   NUMERIC
@ATTRIBUTE fingertipElevation_f4   NUMERIC
@ATTRIBUTE fingertipElevation_f5   NUMERIC
@ATTRIBUTE fingersExtended   NUMERIC
@ATTRIBUTE fingersAreasAverage   NUMERIC
@ATTRIBUTE class { G1, G2, G3, G4, G5, G6, G7, G8, G9, G0 }

@DATA
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
3,1.182832,1.223058,0.929561,0.000000,0.000000,-171.690994,328.186005,138.785995,-138.302002,348.140015,136.843994,-76.395401,315.177002,150.022003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.972970,2.566561,2.383049,0.000000,0.000000,2.505460,2.771589,2.434547,0.000000,0.000000,01101,-7861796.000000,G0
3,1.168250,1.229557,0.916031,0.000000,0.000000,-87.640404,283.311005,126.278999,-48.875500,294.200012,132.509995,-4.055510,238.858994,148.195999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.045018,2.857976,1.861892,0.000000,0.000000,1.779556,1.961989,1.473321,0.000000,0.000000,01101,-7861795.500000,G0
3,1.148685,1.215823,0.929532,0.000000,0.000000,-208.292007,273.178009,21.974701,-176.559998,298.766998,17.907400,-112.536003,269.772003,31.640301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.098061,2.711937,2.258363,0.000000,0.000000,2.128490,2.342911,1.965872,0.000000,0.000000,01101,-7861795.500000,G0
3,1.154911,1.230629,0.960104,0.000000,0.000000,49.535702,315.751007,44.767200,85.974503,332.255005,55.863800,130.733994,284.686005,88.348801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.727472,2.697648,1.635123,0.000000,0.000000,2.688904,2.759218,2.066185,0.000000,0.000000,01101,-7861794.500000,G0
3,1.210237,1.237406,0.932009,0.000000,0.000000,-71.912903,352.036011,110.648003,-37.726601,372.983002,116.050003,20.947300,335.738007,141.845993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.047957,2.683755,2.252206,0.000000,0.000000,2.676648,2.928436,2.506925,0.000000,0.000000,01101,-7861795.000000,G0
3,1.181617,1.228346,0.909928,0.000000,0.000000,-202.817001,269.203003,66.089996,-173.044998,292.695007,54.861401,-107.278000,265.502014,67.364098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.169345,2.958973,1.905420,0.000000,0.000000,1.994629,2.160770,1.640980,0.000000,0.000000,01101,-7861796.000000,G0
3,1.181770,1.227338,0.934598,0.000000,0.000000,-90.646301,285.747986,-6.367550,-56.352100,305.960999,-10.986800,2.506390,274.328003,19.318399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.194789,3.024983,1.795823,0.000000,0.000000,2.001169,2.161285,1.620225,0.000000,0.000000,01101,-7861795.000000,G0
3,1.152201,1.220065,0.965079,0.000000,0.000000,-23.481701,335.194000,168.085999,13.167100,350.769012,176.746994,61.805698,303.470001,203.182007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.369234,2.916901,1.840673,0.000000,0.000000,2.394215,2.558391,2.006091,0.000000,0.000000,01101,-7861795.000000,G0
3,1.180276,1.204634,0.908677,0.000000,0.000000,118.017998,319.119995,111.486000,154.895004,312.424011,116.028999,179.550995,252.085007,140.214005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.692267,2.913292,1.872679,0.000000,0.000000,2.660907,2.713761,2.120425,0.000000,0.000000,01101,-7861797.000000,G0
1,1.000000,0.000000,0.000000,0.000000,0.000000,-131.606003,365.183990,65.732300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.815040,0.000000,0.000000,0.000000,0.000000,1.277505,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,-177.059006,250.199005,87.284599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.106992,0.000000,0.000000,0.000000,0.000000,0.894462,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,-132.929001,290.035004,64.988503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.034836,0.000000,0.000000,0.000000,0.000000,0.866158,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,46.803398,337.048004,31.145399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.210054,0.000000,0.000000,0.000000,0.000000,0.938148,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,-86.665703,401.190002,-17.797100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.391690,0.000000,0.000000,0.000000,0.000000,1.980027,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,-74.178200,411.106995,52.911900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.922197,0.000000,0.000000,0.000000,0.000000,2.284308,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,-94.132202,162.824997,92.383598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.771195,0.000000,0.000000,0.000000,0.000000,1.290012,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,-42.056000,292.496002,90.684898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.494564,0.000000,0.000000,0.000000,0.000000,0.662724,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,-14.755800,404.291992,106.839996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.918643,0.000000,0.000000,0.000000,0.000000,2.067153,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,-101.577003,406.597992,97.968803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.753353,0.000000,0.000000,0.000000,0.000000,1.982845,0.000000,0.000000,0.000000,0.000000,00001,0.000000,G3
1,1.000000,0.000000,0.000000,0.000000,0.000000,-41.721199,341.782990,128.990005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.093764,0.000000,0.000000,0.000000,0.000000,1.785120,0.000000,0.000000,0.000000,0.000000,00001,0.000000,G3
1,1.000000,0.000000,0.000000,0.000000,0.000000,-57.863499,346.983002,42.540100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.476472,0.000000,0.000000,0.000000,0.000000,2.032873,0.000000,0.000000,0.000000,0.000000,00001,0.000000,G3
1,1.000000,0.000000,0.000000,0.000000,0.000000,-41.022202,341.252014,269.040985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.931476,0.000000,0.000000,0.000000,0.000000,1.769209,0.000000,0.000000,0.000000,0.000000,00001,0.000000,G3
2,0.933344,1.356014,0.000000,0.000000,0.000000,-110.696999,326.809998,187.029007,-37.055199,386.190002,180.257996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.260919,2.322410,0.000000,0.000000,0.000000,2.395534,2.826909,0.000000,0.000000,0.000000,11000,-15723605.000000,G4
2,1.143335,1.006341,0.000000,0.000000,0.000000,-89.461700,284.390015,155.858994,-26.385000,299.700012,171.436996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.527101,0.472607,0.000000,0.000000,0.000000,0.670186,0.587854,0.000000,0.000000,0.000000,11000,-15723615.000000,G4
2,1.024392,1.275416,0.000000,0.000000,0.000000,-46.214401,226.901001,119.089996,39.977901,254.729004,104.646004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.241441,0.353531,0.000000,0.000000,0.000000,0.348918,0.578001,0.000000,0.000000,0.000000,11000,-15723604.000000,G4
2,1.325049,1.033047,0.000000,0.000000,0.000000,-40.649700,236.128998,66.411201,40.134701,235.391006,82.925102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.403405,0.364758,0.000000,0.000000,0.000000,0.577604,0.526616,0.000000,0.000000,0.000000,11000,-15723608.000000,G4
2,1.023916,1.354481,0.000000,0.000000,0.000000,-104.856003,282.282990,39.299599,-19.171301,324.748993,9.454340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.720919,2.178931,0.000000,0.000000,0.000000,1.648453,2.143939,0.000000,0.000000,0.000000,11000,-15723600.000000,G4
2,1.070750,1.272106,0.000000,0.000000,0.000000,-208.417999,344.440002,36.285599,-138.610992,424.713013,-4.922500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.975558,2.528421,0.000000,0.000000,0.000000,2.468504,2.881587,0.000000,0.000000,0.000000,11000,-15723592.000000,G4
2,1.000195,1.303968,0.000000,0.000000,0.000000,-61.415199,392.605988,21.670500,16.177799,454.347992,5.368100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.288976,2.097944,0.000000,0.000000,0.000000,2.201258,2.429100,0.000000,0.000000,0.000000,11000,-15723600.000000,G4
2,0.986735,1.341908,0.000000,0.000000,0.000000,72.539803,305.997009,28.760900,160.056000,348.562988,25.515800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.447055,1.036933,0.000000,0.000000,0.000000,1.022954,1.167070,0.000000,0.000000,0.000000,11000,-15723602.000000,G4
2,1.016843,1.030781,0.000000,0.000000,0.000000,-23.694700,257.507996,83.151901,18.049400,248.218002,80.857903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.334024,1.412879,0.000000,0.000000,0.000000,0.990261,1.020830,0.000000,0.000000,0.000000,01100,-15723627.000000,G5
2,1.033247,1.021033,0.000000,0.000000,0.000000,-38.610001,245.328003,76.283997,8.545270,239.692001,70.227898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.314718,2.555441,0.000000,0.000000,0.000000,1.593661,1.610657,0.000000,0.000000,0.000000,01100,-15723624.000000,G5
2,1.472844,0.596878,0.000000,0.000000,0.000000,101.752998,261.721008,94.743202,115.084000,202.356003,130.175995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.717621,2.067785,0.000000,0.000000,0.000000,2.648782,1.640749,0.000000,0.000000,0.000000,01100,-15723632.000000,G5
2,1.037360,1.008789,0.000000,0.000000,0.000000,-89.783096,262.282013,59.924000,-47.192299,258.440002,47.883400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.468515,2.706148,0.000000,0.000000,0.000000,1.740619,1.738286,0.000000,0.000000,0.000000,01100,-15723626.000000,G5
2,1.022475,1.020169,0.000000,0.000000,0.000000,1.359230,316.273987,29.132999,45.332401,310.679993,26.065100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.673938,2.660002,0.000000,0.000000,0.000000,2.001103,1.997056,0.000000,0.000000,0.000000,01100,-15723626.000000,G5
2,1.023871,1.024664,0.000000,0.000000,0.000000,-24.097799,301.429993,140.244995,19.471300,297.809998,139.404999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.272522,2.480120,0.000000,0.000000,0.000000,1.419548,1.439554,0.000000,0.000000,0.000000,01100,-15723626.000000,G5
3,1.059932,1.086665,1.004195,0.000000,0.000000,-24.258499,346.368011,145.697998,6.722670,358.394989,158.972000,27.642799,329.885986,150.182007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.438399,2.961904,2.443241,0.000000,0.000000,2.211512,2.312101,2.157485,0.000000,0.000000,01110,-7861805.500000,G6
3,1.037221,1.115223,0.971376,0.000000,0.000000,-7.662210,337.020996,109.818001,24.636900,356.326996,127.887001,45.992901,317.920990,116.565002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.714842,2.816260,2.252649,0.000000,0.000000,2.370808,2.461677,2.198257,0.000000,0.000000,01110,-7861802.000000,G6
3,1.041879,1.129532,0.960993,0.000000,0.000000,-18.829599,275.501007,9.649950,11.094000,302.467010,21.642500,35.556198,260.773010,19.921301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.368797,2.969851,2.336939,0.000000,0.000000,1.894695,2.052802,1.807447,0.000000,0.000000,01110,-7861801.500000,G6
3,1.079360,1.203335,0.998434,0.000000,0.000000,-25.153700,274.063995,184.990005,6.088000,298.790985,199.897995,26.647600,256.407990,195.479004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.047429,2.941513,1.950089,0.000000,0.000000,2.349935,2.702308,2.228577,0.000000,0.000000,01110,-7861800.500000,G6
3,1.033759,1.126025,0.951582,0.000000,0.000000,-104.796997,382.006989,71.445801,-80.024597,413.385010,80.978798,-49.190601,374.691986,70.409401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.597227,2.980313,2.504215,0.000000,0.000000,2.401308,2.541336,2.300484,0.000000,0.000000,01110,-7861801.500000,G6
2,0.844203,1.457313,0.000000,0.000000,0.000000,-113.512001,246.444000,141.447998,-24.494400,260.890991,146.365997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.160826,0.076329,0.000000,0.000000,0.000000,0.340684,0.189126,0.000000,0.000000,0.000000,10001,-15723610.000000,G7
2,1.755074,1.765174,0.000000,0.000000,0.000000,-92.646400,250.932007,172.419998,41.560799,303.264008,190.735992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.345695,0.359440,0.000000,0.000000,0.000000,0.613948,0.641166,0.000000,0.000000,0.000000,10001,-15723575.000000,G7
2,1.373595,1.423203,0.000000,0.000000,0.000000,-70.957100,212.880005,51.136101,59.681099,265.325989,63.348598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250523,0.067003,0.000000,0.000000,0.000000,0.533867,0.181889,0.000000,0.000000,0.000000,10001,-15723577.000000,G7
2,1.384723,1.537451,0.000000,0.000000,0.000000,-77.498703,211.947006,47.068001,54.115398,261.471008,57.246601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.268191,0.186409,0.000000,0.000000,0.000000,0.666647,0.500134,0.000000,0.000000,0.000000,10001,-15723578.000000,G7
2,1.367260,1.481558,0.000000,0.000000,0.000000,-142.931000,286.402008,102.537003,-5.911890,303.641998,133.570007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.110354,0.562642,0.000000,0.000000,0.000000,1.228466,0.790985,0.000000,0.000000,0.000000,10001,-15723577.000000,G7
2,1.499203,1.371345,0.000000,0.000000,0.000000,-98.087303,264.877014,101.839996,37.698601,266.989014,138.742004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.382027,0.267926,0.000000,0.000000,0.000000,0.620907,0.400748,0.000000,0.000000,0.000000,10001,-15723578.000000,G7
2,1.484612,1.436747,0.000000,0.000000,0.000000,-48.375900,250.824005,106.543999,79.838402,244.128006,165.453995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054122,0.129019,0.000000,0.000000,0.000000,0.122793,0.246611,0.000000,0.000000,0.000000,10001,-15723577.000000,G7
3,1.295293,1.374639,1.240206,0.000000,0.000000,7.192980,358.458008,101.875000,71.009499,388.196014,74.045898,137.253998,367.877014,102.806999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.990432,2.775007,1.851158,0.000000,0.000000,3.744105,4.201895,3.589105,0.000000,0.000000,11001,-7861779.000000,G8
3,1.294405,1.498237,1.268374,0.000000,0.000000,-143.244995,326.143005,244.518997,-90.271698,373.915009,214.182999,-19.378099,340.640991,221.959000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.881855,2.753080,1.922992,0.000000,0.000000,4.739797,5.474811,4.758352,0.000000,0.000000,11001,-7861776.500000,G8
3,1.145721,1.431977,1.224919,0.000000,0.000000,-175.179993,284.872009,137.602005,-131.167999,324.326996,90.492798,-59.293499,301.596985,102.350998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.065624,2.599517,1.677558,0.000000,0.000000,3.357679,3.880820,3.130080,0.000000,0.000000,11001,-7861780.000000,G8
3,1.240231,1.435948,1.267829,0.000000,0.000000,-126.745003,340.848999,95.314003,-78.416801,379.880005,50.244701,-4.229460,369.993011,70.722801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.034490,2.556299,1.700874,0.000000,0.000000,4.073969,4.554990,3.808392,0.000000,0.000000,11001,-7861777.500000,G8
3,1.229479,1.494426,1.494856,0.000000,0.000000,-143.363007,407.505005,65.328201,-100.764000,464.299011,28.472799,-24.572599,452.885986,45.790600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.797002,2.538109,1.686737,0.000000,0.000000,6.128428,6.948523,6.150044,0.000000,0.000000,11001,-7861775.000000,G8
3,1.285286,1.387948,1.303376,0.000000,0.000000,-126.400002,477.769012,76.851601,-70.566299,514.476990,47.874699,1.113590,499.580994,70.392998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.083262,2.704654,1.923632,0.000000,0.000000,6.427003,6.914099,6.290797,0.000000,0.000000,11001,-7861779.000000,G8
3,1.251603,1.478745,1.227766,0.000000,0.000000,-25.095200,478.080994,73.134804,40.643002,509.644012,46.162300,104.255997,468.682007,82.066704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.170583,2.795361,1.795941,0.000000,0.000000,5.480635,6.020041,5.137407,0.000000,0.000000,11001,-7861776.000000,G8
5,1.130476,1.335745,1.337355,1.310386,1.181252,-27.828899,265.968994,1.509880,40.368198,315.894012,-20.325199,70.264297,309.890015,-17.807699,93.374298,298.687012,-8.004680,114.984001,259.509003,16.864799,1.627314,2.954369,2.671444,2.261640,1.556995,2.674495,3.467142,3.420990,3.247894,2.651787,11111,-3930883.500000,G9
5,1.660336,1.594941,1.622056,1.533188,1.497771,-123.777000,241.106003,226.160995,-63.745800,305.628998,193.054001,-25.503201,307.950012,189.845001,1.204180,291.238007,191.783005,30.106100,251.350998,205.300003,0.987660,2.467917,2.829734,2.352470,1.504644,2.786075,4.331477,4.479289,4.214166,3.448234,11111,-3930873.750000,G9
5,1.191547,1.377091,1.439314,1.355781,1.235072,-116.850998,270.959015,90.158203,-67.621300,331.463013,34.805000,-30.593201,340.315002,28.466700,-1.906940,332.997009,37.190102,34.249901,311.743011,65.103302,1.124029,2.475445,2.792979,2.446472,1.731070,1.965601,3.084621,3.221116,3.054302,2.562638,11111,-3930879.500000,G9
5,1.164318,1.368466,1.428478,1.387682,1.169014,-72.259598,415.566986,90.352798,-21.204599,495.138000,62.210201,15.792900,501.071014,56.300400,44.834801,495.263000,64.387901,78.005898,456.817993,88.624001,1.637973,2.927924,2.734605,2.381640,1.730725,4.153890,5.105647,5.120188,4.926242,4.246762,11111,-3930878.750000,G9
5,1.207752,1.427646,1.434598,1.353656,1.215002,-76.097702,225.666000,83.032204,-11.347200,265.714996,20.986099,22.732901,254.162003,13.899800,47.613300,233.869003,21.105600,71.132401,200.794998,49.447399,0.646660,2.255096,2.569750,1.874851,1.095966,0.817203,1.975030,2.019910,1.812495,1.255303,11111,-3930879.000000,G9
5,1.100646,1.353443,1.348810,1.305814,1.168729,-191.768005,305.117004,55.078499,-161.365005,384.259003,32.215698,-130.992996,392.243988,26.876699,-104.469002,387.011993,24.009100,-67.757896,351.937988,23.046499,1.385190,2.540682,2.929924,2.795538,2.092925,3.601786,4.696747,4.803766,4.735086,4.276867,11111,-3930883.250000,G9
5,1.151328,1.339433,1.344000,1.323793,1.223306,-259.985992,419.808014,-4.661690,-249.343994,501.937012,-31.093901,-224.231003,520.565002,-33.006500,-196.067001,527.129028,-32.511902,-147.570007,512.401978,-22.918400,1.496582,2.588675,2.911621,2.788719,2.157742,6.017807,7.086591,7.203006,7.151492,6.706867,11111,-3930882.500000,G9
5,1.164564,1.408022,1.408167,1.287655,1.219154,-66.703102,460.989990,-50.320301,-14.570000,540.741028,-77.550598,17.892300,542.508972,-75.611801,43.934700,526.020020,-66.326302,76.591003,497.967010,-40.059200,1.560398,2.834008,2.947200,2.567509,1.922669,5.221117,6.340759,6.365201,6.127171,5.617724,11111,-3930880.250000,G9
5,1.146614,1.335053,1.330889,1.318070,1.176286,-104.468002,316.716003,-41.061298,-52.172100,382.753998,-70.989899,-21.042299,384.368988,-71.394798,5.522590,377.795990,-66.973999,37.952801,344.920990,-44.167801,1.524236,2.735192,2.904646,2.592594,1.916797,3.601325,4.566732,4.599581,4.503874,3.978602,11111,-3930882.750000,G9
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
