@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,7-11,12'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
2,1100,0.018975,0.220504,0.705901,100.238998,103.624001,0,0,0,G5
2,1100,0.018805,0.07513,0.703821,100.918999,103.399002,0,0,0,G5
2,1100,0.018422,-0.022152,0.783468,112.789001,112.904999,0,0,0,G5
2,1100,0.019224,0.04532,0.700131,107.183998,110.566002,0,0,0,G5
2,1100,0.018755,0.025468,0.636403,107.901001,108.522003,0,0,0,G5
3,1110,0.015212,0.322959,0.972516,99.731201,103.691002,95.385902,0,0,G6
3,1110,0.015099,0.248405,1.014125,105.178001,108.317001,98.829399,0,0,G6
3,1110,0.015395,0.340859,1.031472,102.57,108.024002,97.5467,0,0,G6
3,1110,0.015289,0.420885,1.009359,102.334999,106.429001,97.915604,0,0,G6
3,1110,0.015566,0.329623,0.88497,98.624702,101.056999,92.139198,0,0,G6
3,1110,0.015577,0.270949,0.826688,100.558998,102.740997,93.388199,0,0,G6
3,1110,0.015452,0.288639,0.853461,101.649002,103.987999,95.304398,0,0,G6
3,1110,0.015818,0.044501,0.861331,104.345001,108.488998,96.738098,0,0,G6
3,1110,0.01405,0.239615,1.035168,107.361,112.332001,107.963997,0,0,G6
3,1110,0.014772,0.244437,1.004307,106.583,110.602997,101.742996,0,0,G6
2,10001,0.011602,1.347333,1.206629,87.765198,98.198303,0,0,0,G7
2,10001,0.010613,1.202937,1.044722,93.669601,106.105003,0,0,0,G7
2,10001,0.010653,1.145428,1.029672,93.931999,104.966003,0,0,0,G7
2,10001,0.010793,1.153348,0.965388,91.997299,106.206001,0,0,0,G7
2,10001,0.010667,1.182747,0.962683,93.113701,106.073997,0,0,0,G7
2,10001,0.010679,1.150035,1.056092,93.060204,105.580002,0,0,0,G7
2,10001,0.010435,0.951274,1.032187,95.456398,105.427002,0,0,0,G7
2,10001,0.010907,0.945516,0.979077,91.325104,104.530998,0,0,0,G7
2,10001,0.012078,0.999471,0.773504,82.694504,101.974998,0,0,0,G7
2,10001,0.012448,1.297328,0.795194,82.8283,97.822304,0,0,0,G7
3,11001,0.009312,0.544992,1.059212,89.0159,118.25,111.641998,0,0,G8
3,11001,0.009687,0.811194,1.076568,87.262901,106.184998,101.087997,0,0,G8
4,11001,0.010678,0.873147,0.919678,85.8162,105.974998,43.532501,102.863998,0,G8
4,11001,0.010698,0.921665,1.107732,84.794296,104.760002,43.0877,103.070999,0,G8
3,11001,0.009731,0.690302,0.837593,85.798302,107.428001,101.891998,0,0,G8
3,11001,0.009711,0.828407,0.942505,83.594398,106.244003,103.294998,0,0,G8
3,11001,0.009788,0.923193,1.022956,82.986,104.980003,102.559998,0,0,G8
3,11001,0.009503,0.495076,0.890381,89.027901,113.727997,105.744003,0,0,G8
3,11001,0.009626,0.376799,0.721406,89.667503,121.080002,108.667999,0,0,G8
4,11001,0.010783,0.352291,0.659854,88.526802,119.829002,57.411598,108.728996,0,G8
5,11111,0.008834,1.282685,1.085027,93.653099,90.691704,93.905197,92.075302,88.500198,G9
5,11111,0.0082,1.095357,1.343303,90.600998,102.817001,113.889,113.903999,102.617996,G9
5,11111,0.007958,1.047545,1.26462,94.1446,106.278999,113.304001,111.959,102.265999,G9
5,11111,0.008063,1.152834,1.095991,91.177597,105.319,111.027,111.846001,102.566002,G9
5,11111,0.008047,0.9195,1.082165,91.791,105.237,110.667999,111.336998,102.150002,G9
5,11111,0.008023,0.735712,0.949379,92.161598,105.071999,110.390999,110.834,101.737999,G9
5,11111,0.008293,0.897672,0.787352,88.107498,101.271004,107.776001,107.021004,100.945,G9
5,11111,0.008237,1.009016,1.035568,89.900398,103.209999,109.597,111.253998,101.665001,G9
5,11111,0.008358,1.13926,1.116737,87.906197,102.197998,109.362999,110.168999,100.502998,G9
5,11111,0.008271,1.177129,1.061109,89.914803,102.153,107.088997,106.363998,98.248398,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.012631,0.493973,1.002696,99.106003,102.475998,77.884804,0,0,G0
3,1101,0.012653,0.707169,1.083003,102.163002,107.524002,80.106499,0,0,G0
3,1101,0.012625,0.405435,0.902968,103.384003,109.427002,83.659798,0,0,G0
3,1101,0.012654,0.807531,0.954368,97.610603,104.010002,81.145798,0,0,G0
3,1101,0.01246,0.639225,0.95313,97.965897,100.165001,75.444099,0,0,G0
2,1101,0.026022,-0.38578,0.637863,102.301003,105.824997,0,0,0,G0
3,1101,0.012846,0.334742,0.725178,100.564003,104.541,77.441902,0,0,G0
3,1101,0.012614,0.587771,0.656027,99.334702,103.165001,78.558601,0,0,G0
3,1101,0.01251,0.771776,0.975539,98.757004,104.573997,82.718803,0,0,G0
3,1101,0.012624,0.809268,0.942541,103.198997,105.330002,79.452103,0,0,G0
1,1000,1,-0.446635,0.705502,118.742996,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,1,-0.63726,0.535409,111.456001,0,0,0,0,G2
1,1000,1,-0.562339,0.593751,113.245003,0,0,0,0,G2
1,1000,1,-0.023712,0.731584,112.677002,0,0,0,0,G2
1,1000,1,-0.295672,0.700807,100.258003,0,0,0,0,G2
1,1000,1,-0.329493,0.490158,77.093399,0,0,0,0,G2
1,1000,1,-0.377284,0.443086,74.0868,0,0,0,0,G2
1,1000,1,-0.260873,0.698579,109.299004,0,0,0,0,G2
1,1000,1,-0.251762,0.734569,104.555,0,0,0,0,G2
0,1,0,0,0,0,0,0,0,0,G3
2,1,0.016718,1.007043,0.84771,58.749001,94.4468,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
1,1,1,0.398717,0.625731,91.157097,0,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
1,1,1,0.496599,0.788017,114.378998,0,0,0,0,G3
1,1,1,0.473024,0.777787,112.337997,0,0,0,0,G3
1,1,1,0.490308,0.871298,73.053902,0,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
1,11000,1,-0.49783,0.404073,94.032402,0,0,0,0,G4
2,11000,0.014298,0.265145,1.207832,74.2901,107.931999,0,0,0,G4
2,11000,0.017128,0.150528,0.849024,95.4086,83.976898,0,0,0,G4
2,11000,0.013906,0.479933,0.793335,80.800201,100.599998,0,0,0,G4
2,11000,0.016069,0.540778,0.450618,85.166801,66.398399,0,0,0,G4
2,11000,0.013521,0.402733,0.679362,77.186798,102.106003,0,0,0,G4
2,11000,0.011151,-0.211578,0.869945,98.770699,117.346001,0,0,0,G4
2,11000,0.012976,0.20852,0.954483,84.903198,110.689003,0,0,0,G4
2,11000,0.013781,0.6976,0.678877,77.205902,104.996002,0,0,0,G4
1,11000,1,0.446533,0.420077,115.234001,0,0,0,0,G4
2,1100,0.024069,0.317808,0.572572,99.137802,100.497002,0,0,0,G5
2,1100,0.021582,0.21086,0.785725,105.412003,104.166,0,0,0,G5
2,1100,0.020918,0.354287,1.157577,101.150002,40.991699,0,0,0,G5
0,1100,0,0,0,0,0,0,0,0,G5
2,1100,0.02335,0.01223,0.734557,106.418999,103.488998,0,0,0,G5
2,1100,0.023011,0.229529,0.676725,109.420998,109.174004,0,0,0,G5
2,1100,0.023433,0.26645,0.711991,100.999001,101.077003,0,0,0,G5
3,1100,0.03708,0.800136,1.109469,67.905098,27.709,69.029503,0,0,G5
0,1100,0,0,0,0,0,0,0,0,G5
0,1100,0,0,0,0,0,0,0,0,G5
2,1110,0.029199,-0.043368,0.636413,89.367302,100.408997,0,0,0,G6
3,1110,0.019888,0.511672,0.889369,81.848198,83.912399,77.544502,0,0,G6
1,1110,1,-0.489108,0.570999,101.267998,0,0,0,0,G6
3,1110,0.019445,0.481586,0.950306,98.306999,105.699997,92.065903,0,0,G6
3,1110,0.019722,0.43352,0.825631,96.862503,105.011002,89.342201,0,0,G6
2,1110,0.024261,0.508264,0.909745,79.0737,64.109596,0,0,0,G6
3,1110,0.021595,0.622914,0.966036,67.488503,75.240097,62.428299,0,0,G6
1,1110,1,0.004846,0.791876,98.881897,0,0,0,0,G6
1,1110,1,-0.563037,0.54199,106.240997,0,0,0,0,G6
3,1110,0.020074,0.184303,0.889428,104.314003,113.625,96.022301,0,0,G6
2,10001,0.016136,1.172664,0.473931,58.949001,101.762001,0,0,0,G7
2,10001,0.012156,1.219794,1.121157,87.972702,88.479698,0,0,0,G7
0,10001,0,0,0,0,0,0,0,0,G7
1,10001,1,-0.152401,0.136272,90.546303,0,0,0,0,G7
2,10001,0.010072,1.045063,0.33766,99.246498,102.831001,0,0,0,G7
2,10001,0.010905,1.187844,0.367019,91.402496,101.484001,0,0,0,G7
0,10001,0,0,0,0,0,0,0,0,G7
2,10001,0.010467,1.172019,0.706372,95.241402,103.203003,0,0,0,G7
2,10001,0.010653,1.116929,0.576606,102.263,93.541298,0,0,0,G7
2,10001,0.01051,1.323805,0.52991,98.460403,95.286301,0,0,0,G7
3,11001,0.010541,0.89502,0.971917,86.799797,92.116501,83.1082,0,0,G8
3,11001,0.011822,0.857352,1.302132,79.005501,91.4468,77.416397,0,0,G8
2,11001,0.015422,-0.245824,0.975185,81.095299,97.585403,0,0,0,G8
2,11001,0.017883,-0.206555,0.721539,74.141296,81.246399,0,0,0,G8
3,11001,0.011711,0.644384,0.877267,78.860802,98.564201,84.312202,0,0,G8
3,11001,0.011191,0.731228,0.768287,81.182297,93.993401,82.988701,0,0,G8
3,11001,0.011619,1.015224,0.791049,70.255096,85.394302,85.4189,0,0,G8
2,11001,0.015418,0.221916,0.705051,101.375999,88.153099,0,0,0,G8
3,11001,0.010716,0.887352,0.935331,82.209396,88.775703,83.366798,0,0,G8
3,11001,0.011375,1.033524,1.031711,83.186897,98.284203,81.602402,0,0,G8
5,11111,0.009301,1.074907,0.908757,82.814301,97.851196,97.969101,95.993599,86.533501,G9
5,11111,0.010669,1.392195,1.385827,83.773399,80.474503,81.842598,77.358299,75.571198,G9
5,11111,0.009081,0.94556,0.861541,85.929604,99.310699,103.797997,97.773399,89.068497,G9
5,11111,0.009167,0.939469,1.090867,87.155296,102.436996,106.93,103.875,87.506798,G9
5,11111,0.009374,0.943199,0.798409,84.823196,100.266998,100.754997,95.070503,85.332603,G9
4,11111,0.010555,0.896367,0.941229,77.410599,81.549301,82.451401,80.917297,0,G9
5,11111,0.009925,0.667916,1.119402,79.670197,97.969299,97.633698,94.521698,84.598701,G9
5,11111,0.009157,0.58002,1.052011,82.8722,96.412102,96.740997,95.287102,88.054001,G9
5,11111,0.009493,1.052728,0.948001,83.753998,101.263,101.273003,92.606499,87.68,G9
5,11111,0.009193,0.936526,0.877846,84.850899,98.7966,98.488297,97.539299,87.046997,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
1,0,1,0.556589,-0.371725,121.388,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.011755,0.598957,1.025194,113.667,109.943001,78.867302,0,0,G0
3,1101,0.012031,0.553095,1.148941,111.152,114.227997,79.508904,0,0,G0
3,1101,0.012075,0.616175,1.146282,108.948997,114.024002,82.833603,0,0,G0
3,1101,0.011871,0.612207,1.153117,111.351997,115.962997,81.410301,0,0,G0
3,1101,0.012626,0.463449,1.17592,114.665001,120.264999,78.408096,0,0,G0
3,1101,0.011668,0.705224,1.15498,111.203003,115.686996,81.647003,0,0,G0
3,1101,0.011908,0.483673,1.150069,117.808998,119.712997,79.7882,0,0,G0
3,1101,0.012328,0.628469,1.096475,113.776001,107.865997,80.530899,0,0,G0
3,1101,0.012007,0.528844,1.04504,115.931,111.848999,79.299896,0,0,G0
3,1101,0.011619,0.721161,1.052926,111.573997,114.212997,84.373001,0,0,G0
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1,1,0.467396,0.606668,127.955002,0,0,0,0,G3
1,1,1,0.461049,0.674613,113.902,0,0,0,0,G3
1,1,1,0.486204,0.695482,105.777,0,0,0,0,G3
1,1,1,0.466035,0.661723,119.129997,0,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
1,1,1,0.270761,0.709123,102.985001,0,0,0,0,G3
1,1,1,0.231942,0.704317,94.6408,0,0,0,0,G3
1,1,1,0.384351,0.690093,102.290001,0,0,0,0,G3
2,11000,0.010671,-0.009127,1.031965,98.882004,113.543999,0,0,0,G4
2,11000,0.010359,-0.182513,1.126038,98.061897,112.415001,0,0,0,G4
2,11000,0.011767,-0.239257,1.089101,85.927101,94.686897,0,0,0,G4
1,11000,1,-0.890757,0.076166,101.910004,0,0,0,0,G4
3,11000,0.015074,0.274832,1.300608,100.939003,121.348999,58.541901,0,0,G4
1,11000,1,-0.968462,0.04864,101.954002,0,0,0,0,G4
2,11000,0.010832,0.182582,1.123193,91.906502,113.844002,0,0,0,G4
2,11000,0.009896,-0.090671,1.058137,107.059998,136.764999,0,0,0,G4
2,11000,0.010102,-0.064743,1.041764,100.056999,113.880997,0,0,0,G4
2,11000,0.010755,0.172381,1.156947,91.9263,117.051003,0,0,0,G4
2,1100,0.019291,0.552577,0.766375,110.043999,111.070999,0,0,0,G5
1,1100,1,0.234747,0.769145,131.501007,0,0,0,0,G5
1,1100,1,0.347492,0.712485,120.014,0,0,0,0,G5
0,1100,0,0,0,0,0,0,0,0,G5
2,1100,0.017318,0.402656,0.898188,109.763,101.042,0,0,0,G5
2,1100,0.016626,0.407046,0.951567,114.003998,100.661003,0,0,0,G5
2,1100,0.01844,0.239673,0.747147,109.888,108.375,0,0,0,G5
2,1100,0.020647,0.312447,0.746853,105.803001,108.491997,0,0,0,G5
0,1100,0,0,0,0,0,0,0,0,G5
2,1100,0.018844,0.415659,0.807061,109.535004,110.794998,0,0,0,G5
3,1110,0.013852,0.582497,0.974883,103.264999,107.142998,98.244301,0,0,G6
3,1110,0.013305,0.59541,0.941199,103.014,105.084999,95.687698,0,0,G6
3,1110,0.014167,0.532532,0.919969,103.790001,104.272003,97.422501,0,0,G6
3,1110,0.014455,0.623132,0.912956,103.233002,104.519997,93.672501,0,0,G6
3,1110,0.013917,0.4485,0.886854,106.717003,107.475998,93.848801,0,0,G6
3,1110,0.01544,0.62582,0.844682,109.222,111.559998,97.611397,0,0,G6
3,1110,0.020546,0.483239,0.845279,106.129997,97.522102,94.187401,0,0,G6
3,1110,0.012939,0.740884,0.74577,98.711197,99.897202,94.7108,0,0,G6
3,1110,0.013425,0.750233,0.954471,85.370796,87.061401,79.051399,0,0,G6
3,1110,0.014434,0.791949,1.030164,86.021301,90.941498,80.699997,0,0,G6
2,10001,0.010607,0.943968,0.900033,94.689003,94.3311,0,0,0,G7
3,10001,0.010792,1.077569,1.191589,96.646004,60.437698,96.646599,0,0,G7
3,10001,0.039201,3.403178,2.90838,91.976601,90.056702,99.867996,0,0,G7
3,10001,0.011007,1.058594,1.082551,94.789902,58.746201,98.2967,0,0,G7
2,10001,0.010328,1.095505,1.098608,96.646103,102.93,0,0,0,G7
3,10001,0.011457,1.006503,1.010494,91.581596,55.698799,97.9375,0,0,G7
2,10001,0.012013,1.069142,0.976073,83.861702,91.912697,0,0,0,G7
2,10001,0.010542,0.981127,1.038161,94.878304,96.476196,0,0,0,G7
2,10001,0.011021,0.885921,0.942478,90.667099,94.402802,0,0,0,G7
2,10001,0.010978,0.849016,0.882407,91.051804,94.603104,0,0,0,G7
4,11001,0.011977,1.227301,1.255788,82.238602,93.128799,44.438099,88.439499,0,G8
3,11001,0.010943,0.992309,1.308586,84.8255,102.462997,87.2211,0,0,G8
3,11001,0.010353,0.677979,0.996916,88.339401,101.183998,89.328697,0,0,G8
3,11001,0.011148,1.123231,1.182118,72.797699,96.658699,92.591301,0,0,G8
3,11001,0.010735,0.974945,1.202946,85.916603,99.562302,86.389702,0,0,G8
3,11001,0.011378,1.000095,1.189858,80.740501,96.404099,83.510201,0,0,G8
3,11001,0.010599,0.930347,1.188416,91.829201,99.7323,81.940903,0,0,G8
3,11001,0.010973,0.750694,1.178473,89.4189,101.901001,81.338799,0,0,G8
3,11001,0.010902,0.791638,1.195559,87.555901,100.580002,83.341499,0,0,G8
3,11001,0.01119,0.925355,0.970092,84.244904,90.264801,78.135498,0,0,G8
5,11111,0.00869,1.127704,1.287582,92.300499,107.556999,111.091003,90.751701,109.633003,G9
5,11111,0.008805,1.1819,1.328144,92.644302,107.420998,108.861,90.041702,108.103996,G9
5,11111,0.00888,1.383087,1.31177,93.235603,107.357002,109.306999,91.104897,106.778999,G9
4,11111,0.008157,1.049647,1.216364,95.805099,110.639999,109.094002,106.144997,0,G9
5,11111,0.008863,1.346604,1.365156,95.587502,108.453003,109.801003,90.9459,106.782997,G9
5,11111,0.008569,1.247788,1.366577,93.140297,110.074997,113.100998,95.463898,114.477997,G9
5,11111,0.008891,1.202673,1.346891,92.645203,106.183998,111.914001,80.253502,110.303001,G9
4,11111,0.008414,0.883985,1.306442,97.653702,111.644997,115.605003,102.017998,0,G9
5,11111,0.008162,1.361782,1.33326,87.363998,105.891998,110.329002,106.975998,106.117996,G9
4,11111,0.008259,1.007664,1.23662,93.828102,110.912003,116.084999,108.559998,0,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.010997,0.597382,1.090625,110.307999,112.932999,84.0597,0,0,G0
3,1101,0.010501,0.681706,1.115472,111.892998,112.419998,84.806,0,0,G0
3,1101,0.010776,0.686494,1.112508,107.433998,109.322998,81.563698,0,0,G0
2,1101,0.011858,0.505489,0.98304,114.942001,87.376801,0,0,0,G0
3,1101,0.01071,0.809986,1.013495,102.973999,105.472,85.596298,0,0,G0
3,1101,0.010442,0.848038,0.979701,105.858002,108.678001,85.979599,0,0,G0
3,1101,0.010727,0.606749,1.070896,109.549004,111.917999,84.094803,0,0,G0
3,1101,0.011027,0.564187,1.072848,109.082001,109.418999,81.8694,0,0,G0
1,1101,1,-0.360713,0.796177,112.801003,0,0,0,0,G0
3,1101,0.011043,0.68375,1.139601,108.619003,110.466003,83.3601,0,0,G0
1,1000,1,-0.324908,0.904879,126.156998,0,0,0,0,G2
1,1000,1,-0.244712,0.830004,99.199699,0,0,0,0,G2
1,1000,1,-0.085464,0.933874,127.579002,0,0,0,0,G2
1,1000,1,-0.302308,0.834286,109.209999,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,1,-0.20352,0.941433,114.376999,0,0,0,0,G2
1,1000,1,-0.217339,0.958562,123.617996,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
2,1000,0.016282,0.074399,1.373732,111.820999,56.8241,0,0,0,G2
1,1000,1,-0.157849,0.851933,114.342003,0,0,0,0,G2
1,1,1,0.330429,0.688457,100.399002,0,0,0,0,G3
1,1,1,0.174462,0.968013,110.445999,0,0,0,0,G3
1,1,1,0.285143,0.931877,109.883003,0,0,0,0,G3
1,1,1,0.411038,0.877188,110.987,0,0,0,0,G3
1,1,1,0.234592,0.89396,112.056,0,0,0,0,G3
1,1,1,0.134083,0.867564,112.288002,0,0,0,0,G3
1,1,1,0.04225,0.848933,110.852997,0,0,0,0,G3
1,1,1,0.286535,0.843853,111.07,0,0,0,0,G3
1,1,1,0.382666,0.771164,112.137001,0,0,0,0,G3
1,1,1,0.296203,0.754998,106.795998,0,0,0,0,G3
1,11000,1,-0.965539,0.259996,88.909103,0,0,0,0,G4
3,11000,0.014551,0.119147,1.471787,94.022003,114.278999,59.9491,0,0,G4
3,11000,0.014566,0.231276,1.474227,93.9048,112.946999,59.6758,0,0,G4
2,11000,0.010941,-0.14338,1.251474,93.477501,113.156998,0,0,0,G4
2,11000,0.011182,-0.373114,1.230959,94.238403,124.040001,0,0,0,G4
2,11000,0.011336,-0.547359,1.153618,96.060303,136.304001,0,0,0,G4
2,11000,0.011666,-0.176782,1.184002,92.564003,119.834999,0,0,0,G4
2,11000,0.011657,0.001529,1.113585,88.450897,113.121002,0,0,0,G4
2,11000,0.01138,-0.272443,1.165923,90.686203,113.917,0,0,0,G4
2,11000,0.011634,-0.230886,1.181201,89.681999,113.488998,0,0,0,G4
2,1100,0.019664,0.092056,0.831786,105.624001,109.487999,0,0,0,G5
2,1100,0.014532,0.274169,0.943422,111.125,116.516998,0,0,0,G5
2,1100,0.015604,0.224598,0.910117,111.490997,115.303001,0,0,0,G5
1,1100,1,-0.106119,0.920849,125.541,0,0,0,0,G5
2,1100,0.020069,0.08176,0.927262,108.882004,113.047997,0,0,0,G5
2,1100,0.021022,0.301604,0.943595,111.018997,116.507004,0,0,0,G5
1,1100,1,0.170835,0.887789,123.685997,0,0,0,0,G5
2,1100,0.019412,0.11474,0.879447,107.739998,111.531998,0,0,0,G5
2,1100,0.01963,0.10985,0.876255,107.837997,112.362999,0,0,0,G5
2,1100,0.019562,0.018719,0.855967,107.597,111.692001,0,0,0,G5
3,1110,0.013107,0.413602,0.942145,97.534302,103.983002,93.418602,0,0,G6
3,1110,0.01544,0.377758,0.95909,95.406898,100.663002,90.8694,0,0,G6
3,1110,0.015718,0.298367,0.924589,97.634804,102.661003,89.828598,0,0,G6
3,1110,0.014902,0.459313,1.004657,93.543198,102.556,92.703903,0,0,G6
3,1110,0.015318,0.491706,1.007633,94.329102,103.858002,93.933701,0,0,G6
3,1110,0.01588,0.256337,1.007552,106.5,108.800003,96.276398,0,0,G6
3,1110,0.013119,0.488008,0.99553,99.329903,104.403999,96.074303,0,0,G6
3,1110,0.011717,0.50416,0.996446,100.794998,104.371002,94.409698,0,0,G6
3,1110,0.012431,0.457934,1.047211,99.272102,104.390999,94.250801,0,0,G6
3,1110,0.01289,0.374892,1.049552,105.283997,112.306999,99.891098,0,0,G6
2,10001,0.0116,0.701891,1.119819,84.707397,102.323997,0,0,0,G7
1,10001,1,-0.820075,0.519808,102.261002,0,0,0,0,G7
1,10001,1,-0.818262,0.50776,101.074997,0,0,0,0,G7
2,10001,0.011294,0.768414,1.142831,87.361603,104.053001,0,0,0,G7
2,10001,0.010973,0.785725,1.131886,90.276199,106.555,0,0,0,G7
2,10001,0.011744,1.105771,1.018693,82.487602,107.574997,0,0,0,G7
2,10001,0.011559,0.548605,1.210535,85.168404,101.719002,0,0,0,G7
2,10001,0.011198,0.248988,1.114058,88.168999,105.239998,0,0,0,G7
2,10001,0.011495,0.527894,1.129908,85.558601,102.720001,0,0,0,G7
2,10001,0.01161,0.619472,1.119336,84.681602,101.963997,0,0,0,G7
4,11001,0.01214,0.485468,1.378346,79.917503,117.737,58.846401,102.653999,0,G8
3,11001,0.010342,0.955128,1.278494,82.231102,109.598999,100.142998,0,0,G8
3,11001,0.010344,0.766878,1.114626,81.144096,114.554001,102.672997,0,0,G8
4,11001,0.01162,1.305254,1.448913,81.803299,111.632004,58.799301,103.133003,0,G8
3,11001,0.010689,0.937405,1.252518,80.665802,109.061996,97.741402,0,0,G8
3,11001,0.010542,0.633478,1.08734,80.8983,112.011002,100.140999,0,0,G8
3,11001,0.010133,0.961441,1.031569,84.906097,114.383003,102.408997,0,0,G8
3,11001,0.010362,1.20847,1.123564,81.862503,110.924004,101.410004,0,0,G8
4,11001,0.011198,1.363419,1.225177,81.550598,109.453003,55.408901,99.901001,0,G8
3,11001,0.010683,0.977304,1.226979,79.839699,108.863998,97.634102,0,0,G8
5,11111,0.009401,0.835729,1.077653,79.952301,101.342003,109.290001,100.373001,91.617996,G9
5,11111,0.009056,0.911842,1.01224,82.904099,103.225998,111.866997,103.086998,94.668404,G9
5,11111,0.00916,1.011594,0.98381,81.021599,102.337997,111.112999,103.182999,94.300102,G9
5,11111,0.009228,0.799858,0.955558,82.238197,102.440002,110.885002,101.761002,92.721298,G9
5,11111,0.00918,0.800566,1.18467,80.007004,104.501999,112.861,104.692001,95.200699,G9
5,11111,0.009104,0.98364,1.163117,79.902199,103.269997,111.630997,105.085999,95.6688,G9
5,11111,0.009687,0.788263,1.348693,73.489098,110.897003,115.253998,106.019997,95.544502,G9
5,11111,0.009032,0.839511,0.946905,82.839203,103.970001,111.337997,103.653999,94.458603,G9
5,11111,0.009112,0.599558,0.801616,81.2696,106.013,114.398003,104.795998,96.304901,G9
5,11111,0.009408,0.929799,0.942135,78.883301,97.839798,105.885002,97.932701,91.623299,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.010461,0.445864,0.910312,114.033997,107.335999,82.494598,0,0,G0
3,1101,0.010363,0.479034,1.084308,114.754997,108.946999,84.693298,0,0,G0
3,1101,0.010171,0.726965,1.193354,114.306999,108.170998,84.600197,0,0,G0
2,1101,0.015402,0.67259,0.906126,118.549004,87.655197,0,0,0,G0
3,1101,0.010308,0.543432,1.018818,114.218002,106.218002,82.479202,0,0,G0
3,1101,0.010317,0.349437,0.830391,114.385002,108.686996,84.921303,0,0,G0
3,1101,0.010817,0.598121,0.959786,103.779999,96.294403,77.522697,0,0,G0
3,1101,0.010496,0.796306,1.082352,101.711998,96.6082,81.251503,0,0,G0
3,1101,0.010388,0.769418,1.114782,107.902,102.800003,82.003998,0,0,G0
3,1101,0.010418,0.614263,1.065401,113.335999,107.035004,81.910103,0,0,G0
1,1000,1,-0.012735,0.940489,121.545998,0,0,0,0,G2
1,1000,1,0.005355,0.902595,132.102005,0,0,0,0,G2
1,1000,1,0.202659,0.856856,132.712006,0,0,0,0,G2
1,1000,1,-0.297177,0.799869,132.664993,0,0,0,0,G2
1,1000,1,-0.127664,0.904606,120.252998,0,0,0,0,G2
