@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,3,6,7-11,12'

@attribute numFingers numeric
@attribute ratio numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,0.019888,13.202558,81.848198,83.912399,77.544502,0,0,G6
1,1,1,101.267998,0,0,0,0,G6
3,0.019445,13.649017,98.306999,105.699997,92.065903,0,0,G6
3,0.019722,13.525636,96.862503,105.011002,89.342201,0,0,G6
2,0.024261,22.681602,79.0737,64.109596,0,0,0,G6
3,0.021595,13.019904,67.488503,75.240097,62.428299,0,0,G6
1,1,1,98.881897,0,0,0,0,G6
1,1,1,106.240997,0,0,0,0,G6
3,0.020074,13.217293,104.314003,113.625,96.022301,0,0,G6
2,0.016136,37.84771,58.949001,101.762001,0,0,0,G7
2,0.012156,72.603188,87.972702,88.479698,0,0,0,G7
0,0,0,0,0,0,0,0,G7
1,1,1,90.546303,0,0,0,0,G7
2,0.010072,70.606186,99.246498,102.831001,0,0,0,G7
2,0.010905,70.109825,91.402496,101.484001,0,0,0,G7
0,0,0,0,0,0,0,0,G7
2,0.010467,70.54409,95.241402,103.203003,0,0,0,G7
2,0.010653,70.084503,102.263,93.541298,0,0,0,G7
2,0.01051,70.591492,98.460403,95.286301,0,0,0,G7
3,0.010541,26.484047,86.799797,92.116501,83.1082,0,0,G8
3,0.011822,23.794563,79.005501,91.4468,77.416397,0,0,G8
2,0.015422,38.128246,81.095299,97.585403,0,0,0,G8
2,0.017883,31.819365,74.141296,81.246399,0,0,0,G8
3,0.011711,23.968681,78.860802,98.564201,84.312202,0,0,G8
3,0.011191,25.091311,81.182297,93.993401,82.988701,0,0,G8
3,0.011619,24.495312,70.255096,85.394302,85.4189,0,0,G8
2,0.015418,37.014832,101.375999,88.153099,0,0,0,G8
3,0.010716,26.107718,82.209396,88.775703,83.366798,0,0,G8
3,0.011375,24.757931,83.186897,98.284203,81.602402,0,0,G8
5,0.009301,10.972218,82.814301,97.851196,97.969101,95.993599,86.533501,G9
5,0.010669,6.586637,83.773399,80.474503,81.842598,77.358299,75.571198,G9
5,0.009081,10.187063,85.929604,99.310699,103.797997,97.773399,89.068497,G9
5,0.009167,10.263643,87.155296,102.436996,106.93,103.875,87.506798,G9
5,0.009374,10.127734,84.823196,100.266998,100.754997,95.070503,85.332603,G9
4,0.010555,15.87604,77.410599,81.549301,82.451401,80.917297,0,G9
5,0.009925,10.776596,79.670197,97.969299,97.633698,94.521698,84.598701,G9
5,0.009157,11.155943,82.8722,96.412102,96.740997,95.287102,88.054001,G9
5,0.009493,11.073741,83.753998,101.263,101.273003,92.606499,87.68,G9
5,0.009193,11.279895,84.850899,98.7966,98.488297,97.539299,87.046997,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,1,1,121.388,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,0.011755,21.950901,113.667,109.943001,78.867302,0,0,G0
3,0.012031,21.175959,111.152,114.227997,79.508904,0,0,G0
3,0.012075,21.540407,108.948997,114.024002,82.833603,0,0,G0
3,0.011871,21.725775,111.351997,115.962997,81.410301,0,0,G0
3,0.012626,19.810598,114.665001,120.264999,78.408096,0,0,G0
3,0.011668,22.240541,111.203003,115.686996,81.647003,0,0,G0
3,0.011908,20.829376,117.808998,119.712997,79.7882,0,0,G0
3,0.012328,21.165833,113.776001,107.865997,80.530899,0,0,G0
3,0.012007,21.224251,115.931,111.848999,79.299896,0,0,G0
3,0.011619,22.230488,111.573997,114.212997,84.373001,0,0,G0
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,1,127.955002,0,0,0,0,G3
1,1,1,113.902,0,0,0,0,G3
1,1,1,105.777,0,0,0,0,G3
1,1,1,119.129997,0,0,0,0,G3
0,0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,G3
1,1,1,102.985001,0,0,0,0,G3
1,1,1,94.6408,0,0,0,0,G3
1,1,1,102.290001,0,0,0,0,G3
2,0.010671,60.291145,98.882004,113.543999,0,0,0,G4
2,0.010359,65.190086,98.061897,112.415001,0,0,0,G4
2,0.011767,57.752979,85.927101,94.686897,0,0,0,G4
1,1,1,101.910004,0,0,0,0,G4
3,0.015074,19.895859,100.939003,121.348999,58.541901,0,0,G4
1,1,1,101.954002,0,0,0,0,G4
2,0.010832,64.328163,91.906502,113.844002,0,0,0,G4
2,0.009896,64.884415,107.059998,136.764999,0,0,0,G4
2,0.010102,67.481865,100.056999,113.880997,0,0,0,G4
2,0.010755,65.172585,91.9263,117.051003,0,0,0,G4
2,0.019291,26.83696,110.043999,111.070999,0,0,0,G5
1,1,1,131.501007,0,0,0,0,G5
1,1,1,120.014,0,0,0,0,G5
0,0,0,0,0,0,0,0,G5
2,0.017318,31.140699,109.763,101.042,0,0,0,G5
2,0.016626,32.815556,114.003998,100.661003,0,0,0,G5
2,0.01844,28.256777,109.888,108.375,0,0,0,G5
2,0.020647,25.189964,105.803001,108.491997,0,0,0,G5
0,0,0,0,0,0,0,0,G5
2,0.018844,27.55373,109.535004,110.794998,0,0,0,G5
3,0.013852,18.980923,103.264999,107.142998,98.244301,0,0,G6
3,0.013305,19.703587,103.014,105.084999,95.687698,0,0,G6
3,0.014167,18.328455,103.790001,104.272003,97.422501,0,0,G6
3,0.014455,17.970846,103.233002,104.519997,93.672501,0,0,G6
3,0.013917,18.655182,106.717003,107.475998,93.848801,0,0,G6
3,0.01544,16.783241,109.222,111.559998,97.611397,0,0,G6
3,0.020546,12.948482,106.129997,97.522102,94.187401,0,0,G6
3,0.012939,20.249958,98.711197,99.897202,94.7108,0,0,G6
3,0.013425,20.156908,85.370796,87.061401,79.051399,0,0,G6
3,0.014434,18.80793,86.021301,90.941498,80.699997,0,0,G6
2,0.010607,67.945549,94.689003,94.3311,0,0,0,G7
3,0.010792,36.497276,96.646004,60.437698,96.646599,0,0,G7
3,0.039201,124.514069,91.976601,90.056702,99.867996,0,0,G7
3,0.011007,37.33736,94.789902,58.746201,98.2967,0,0,G7
2,0.010328,70.948708,96.646103,102.93,0,0,0,G7
3,0.011457,36.409126,91.581596,55.698799,97.9375,0,0,G7
2,0.012013,66.473228,83.861702,91.912697,0,0,0,G7
2,0.010542,66.771965,94.878304,96.476196,0,0,0,G7
2,0.011021,65.038383,90.667099,94.402802,0,0,0,G7
2,0.010978,66.394348,91.051804,94.603104,0,0,0,G7
4,0.011977,20.396193,82.238602,93.128799,44.438099,88.439499,0,G8
3,0.010943,25.542887,84.8255,102.462997,87.2211,0,0,G8
3,0.010353,27.315542,88.339401,101.183998,89.328697,0,0,G8
3,0.011148,24.433315,72.797699,96.658699,92.591301,0,0,G8
3,0.010735,26.35997,85.916603,99.562302,86.389702,0,0,G8
3,0.011378,24.703197,80.740501,96.404099,83.510201,0,0,G8
3,0.010599,26.63711,91.829201,99.7323,81.940903,0,0,G8
3,0.010973,25.718967,89.4189,101.901001,81.338799,0,0,G8
3,0.010902,25.982103,87.555901,100.580002,83.341499,0,0,G8
3,0.01119,25.234972,84.244904,90.264801,78.135498,0,0,G8
5,0.00869,15.185007,92.300499,107.556999,111.091003,90.751701,109.633003,G9
5,0.008805,15.276175,92.644302,107.420998,108.861,90.041702,108.103996,G9
5,0.00888,15.187655,93.235603,107.357002,109.306999,91.104897,106.778999,G9
4,0.008157,19.015265,95.805099,110.639999,109.094002,106.144997,0,G9
5,0.008863,15.613431,95.587502,108.453003,109.801003,90.9459,106.782997,G9
5,0.008569,15.682833,93.140297,110.074997,113.100998,95.463898,114.477997,G9
5,0.008891,15.486366,92.645203,106.183998,111.914001,80.253502,110.303001,G9
4,0.008414,18.255842,97.653702,111.644997,115.605003,102.017998,0,G9
5,0.008162,9.37676,87.363998,105.891998,110.329002,106.975998,106.117996,G9
4,0.008259,18.710051,93.828102,110.912003,116.084999,108.559998,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,0.010997,23.849249,110.307999,112.932999,84.0597,0,0,G0
3,0.010501,24.9988,111.892998,112.419998,84.806,0,0,G0
3,0.010776,24.508358,107.433998,109.322998,81.563698,0,0,G0
2,0.011858,54.984791,114.942001,87.376801,0,0,0,G0
3,0.01071,25.160847,102.973999,105.472,85.596298,0,0,G0
3,0.010442,25.775015,105.858002,108.678001,85.979599,0,0,G0
3,0.010727,24.676746,109.549004,111.917999,84.094803,0,0,G0
3,0.011027,23.645828,109.082001,109.418999,81.8694,0,0,G0
1,1,1,112.801003,0,0,0,0,G0
3,0.011043,23.794411,108.619003,110.466003,83.3601,0,0,G0
1,1,1,126.156998,0,0,0,0,G2
1,1,1,99.199699,0,0,0,0,G2
1,1,1,127.579002,0,0,0,0,G2
1,1,1,109.209999,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,1,114.376999,0,0,0,0,G2
1,1,1,123.617996,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
2,0.016282,33.111378,111.820999,56.8241,0,0,0,G2
1,1,1,114.342003,0,0,0,0,G2
1,1,1,100.399002,0,0,0,0,G3
1,1,1,110.445999,0,0,0,0,G3
1,1,1,109.883003,0,0,0,0,G3
1,1,1,110.987,0,0,0,0,G3
1,1,1,112.056,0,0,0,0,G3
1,1,1,112.288002,0,0,0,0,G3
1,1,1,110.852997,0,0,0,0,G3
1,1,1,111.07,0,0,0,0,G3
1,1,1,112.137001,0,0,0,0,G3
1,1,1,106.795998,0,0,0,0,G3
1,1,1,88.909103,0,0,0,0,G4
3,0.014551,20.527178,94.022003,114.278999,59.9491,0,0,G4
3,0.014566,20.604887,93.9048,112.946999,59.6758,0,0,G4
2,0.010941,61.082603,93.477501,113.156998,0,0,0,G4
2,0.011182,57.431267,94.238403,124.040001,0,0,0,G4
2,0.011336,54.200619,96.060303,136.304001,0,0,0,G4
2,0.011666,54.161648,92.564003,119.834999,0,0,0,G4
2,0.011657,56.480007,88.450897,113.121002,0,0,0,G4
2,0.01138,57.925606,90.686203,113.917,0,0,0,G4
2,0.011634,56.000134,89.681999,113.488998,0,0,0,G4
2,0.019664,26.642244,105.624001,109.487999,0,0,0,G5
2,0.014532,37.154068,111.125,116.516998,0,0,0,G5
2,0.015604,34.104729,111.490997,115.303001,0,0,0,G5
1,1,1,125.541,0,0,0,0,G5
2,0.020069,26.021835,108.882004,113.047997,0,0,0,G5
2,0.021022,24.800642,111.018997,116.507004,0,0,0,G5
1,1,1,123.685997,0,0,0,0,G5
2,0.019412,26.962458,107.739998,111.531998,0,0,0,G5
2,0.01963,26.692886,107.837997,112.362999,0,0,0,G5
2,0.019562,26.765795,107.597,111.692001,0,0,0,G5
3,0.013107,20.256214,97.534302,103.983002,93.418602,0,0,G6
3,0.01544,17.047852,95.406898,100.663002,90.8694,0,0,G6
3,0.015718,16.729675,97.634804,102.661003,89.828598,0,0,G6
3,0.014902,17.787954,93.543198,102.556,92.703903,0,0,G6
3,0.015318,17.265451,94.329102,103.858002,93.933701,0,0,G6
3,0.01588,16.213783,106.5,108.800003,96.276398,0,0,G6
3,0.013119,20.062643,99.329903,104.403999,96.074303,0,0,G6
3,0.011717,22.757629,100.794998,104.371002,94.409698,0,0,G6
3,0.012431,21.377962,99.272102,104.390999,94.250801,0,0,G6
3,0.01289,20.55521,105.283997,112.306999,99.891098,0,0,G6
2,0.0116,65.847382,84.707397,102.323997,0,0,0,G7
1,1,1,102.261002,0,0,0,0,G7
1,1,1,101.074997,0,0,0,0,G7
2,0.011294,68.86422,87.361603,104.053001,0,0,0,G7
2,0.010973,71.958382,90.276199,106.555,0,0,0,G7
2,0.011744,67.966751,82.487602,107.574997,0,0,0,G7
2,0.011559,65.299904,85.168404,101.719002,0,0,0,G7
2,0.011198,65.007561,88.168999,105.239998,0,0,0,G7
2,0.011495,65.652946,85.558601,102.720001,0,0,0,G7
2,0.01161,65.71978,84.681602,101.963997,0,0,0,G7
4,0.01214,19.692427,79.917503,117.737,58.846401,102.653999,0,G8
3,0.010342,26.485064,82.231102,109.598999,100.142998,0,0,G8
3,0.010344,26.629318,81.144096,114.554001,102.672997,0,0,G8
4,0.01162,20.762381,81.803299,111.632004,58.799301,103.133003,0,G8
3,0.010689,25.938713,80.665802,109.061996,97.741402,0,0,G8
3,0.010542,26.409336,80.8983,112.011002,100.140999,0,0,G8
3,0.010133,27.467936,84.906097,114.383003,102.408997,0,0,G8
3,0.010362,26.583305,81.862503,110.924004,101.410004,0,0,G8
4,0.011198,18.89397,81.550598,109.453003,55.408901,99.901001,0,G8
3,0.010683,25.939802,79.839699,108.863998,97.634102,0,0,G8
5,0.009401,9.527532,79.952301,101.342003,109.290001,100.373001,91.617996,G9
5,0.009056,9.668103,82.904099,103.225998,111.866997,103.086998,94.668404,G9
5,0.00916,9.613049,81.021599,102.337997,111.112999,103.182999,94.300102,G9
5,0.009228,9.570864,82.238197,102.440002,110.885002,101.761002,92.721298,G9
5,0.00918,9.555344,80.007004,104.501999,112.861,104.692001,95.200699,G9
5,0.009104,9.51868,79.902199,103.269997,111.630997,105.085999,95.6688,G9
5,0.009687,9.576638,73.489098,110.897003,115.253998,106.019997,95.544502,G9
5,0.009032,9.988613,82.839203,103.970001,111.337997,103.653999,94.458603,G9
5,0.009112,9.809388,81.2696,106.013,114.398003,104.795998,96.304901,G9
5,0.009408,9.195293,78.883301,97.839798,105.885002,97.932701,91.623299,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,0.010461,26.168962,114.033997,107.335999,82.494598,0,0,G0
3,0.010363,26.312696,114.754997,108.946999,84.693298,0,0,G0
3,0.010171,27.028696,114.306999,108.170998,84.600197,0,0,G0
2,0.015402,36.385403,118.549004,87.655197,0,0,0,G0
3,0.010308,26.946838,114.218002,106.218002,82.479202,0,0,G0
3,0.010317,26.449289,114.385002,108.686996,84.921303,0,0,G0
3,0.010817,26.165817,103.779999,96.294403,77.522697,0,0,G0
3,0.010496,26.78388,101.711998,96.6082,81.251503,0,0,G0
3,0.010388,26.587257,107.902,102.800003,82.003998,0,0,G0
3,0.010418,26.258286,113.335999,107.035004,81.910103,0,0,G0
1,1,1,121.545998,0,0,0,0,G2
1,1,1,132.102005,0,0,0,0,G2
1,1,1,132.712006,0,0,0,0,G2
1,1,1,132.664993,0,0,0,0,G2
1,1,1,120.252998,0,0,0,0,G2
1,1,1,133.587997,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,1,127.573997,0,0,0,0,G2
1,1,1,127.800003,0,0,0,0,G2
1,1,1,107.424004,0,0,0,0,G3
1,1,1,110.226997,0,0,0,0,G3
1,1,1,109.589996,0,0,0,0,G3
1,1,1,111.677002,0,0,0,0,G3
1,1,1,109.510002,0,0,0,0,G3
1,1,1,106.921997,0,0,0,0,G3
1,1,1,109.171997,0,0,0,0,G3
1,1,1,112.369003,0,0,0,0,G3
1,1,1,111.540001,0,0,0,0,G3
1,1,1,108.997002,0,0,0,0,G3
2,0.011639,58.086987,112.504997,86.384804,0,0,0,G4
2,0.011862,57.091476,83.745201,114.107002,0,0,0,G4
2,0.011523,56.859406,88.440498,121.484001,0,0,0,G4
2,0.011721,57.191746,84.627701,118.718002,0,0,0,G4
2,0.012125,55.289829,81.505501,115.496002,0,0,0,G4
2,0.011791,57.419991,84.817802,112.670998,0,0,0,G4
2,0.011351,55.999855,91.6884,130.067993,0,0,0,G4
2,0.011431,57.919682,88.8731,119.274002,0,0,0,G4
2,0.011824,55.645729,84.906502,120.306,0,0,0,G4
2,0.011446,58.284771,88.778198,115.438004,0,0,0,G4
2,0.016832,31.363859,114.861,111.185997,0,0,0,G5
2,0.016675,31.544939,120.797997,125.862,0,0,0,G5
2,0.017061,30.578329,115.963997,117.711998,0,0,0,G5
1,1,1,133.296005,0,0,0,0,G5
2,0.016956,30.718582,122.689003,125.191002,0,0,0,G5
2,0.016701,31.152681,113.371002,113.492996,0,0,0,G5
2,0.016971,30.603867,120.75,122.082001,0,0,0,G5
0,0,0,0,0,0,0,0,G5
1,1,1,132.563004,0,0,0,0,G5
1,1,1,120.946999,0,0,0,0,G5
3,0.012424,21.632675,117.856003,127.331001,107.888,0,0,G6
3,0.012309,21.888054,115.115997,125.188004,107.098,0,0,G6
3,0.012357,21.601242,114.258003,121.148003,106.162003,0,0,G6
3,0.012571,21.487022,106.654999,115.459999,100.721001,0,0,G6
3,0.012763,21.360723,102.941002,111.182999,94.028397,0,0,G6
3,0.012316,21.818707,117.824997,125.817001,105.157997,0,0,G6
2,0.012485,46.536037,115.857002,101.844002,0,0,0,G6
3,0.012216,22.232635,106.077003,113.533997,99.608299,0,0,G6
3,0.012516,22.062029,97.828598,105.801003,91.764603,0,0,G6
3,0.012445,21.714144,109.481003,115.739998,96.832298,0,0,G6
2,0.010801,72.915581,92.465897,104.389999,0,0,0,G7
2,0.011388,71.795464,86.477501,107.888,0,0,0,G7
1,1,1,105.713997,0,0,0,0,G7
2,0.0107,74.483971,92.839203,108.990997,0,0,0,G7
2,0.011124,72.88903,88.966202,107.961998,0,0,0,G7
2,0.011312,71.345612,87.446899,105.870003,0,0,0,G7
2,0.011173,72.90947,89.120003,105.870003,0,0,0,G7
2,0.010702,73.319832,92.748596,107.819,0,0,0,G7
2,0.010932,71.310219,90.652603,105.734001,0,0,0,G7
2,0.010848,72.125488,91.943497,103.871002,0,0,0,G7
3,0.008996,31.338329,97.8741,120.464996,108.099998,0,0,G8
3,0.009281,29.624895,89.762802,118.289001,109.596001,0,0,G8
4,0.011168,20.945076,85.985901,105.847,44.543301,100.291,0,G8
3,0.010148,27.066563,84.586304,106.827003,99.371902,0,0,G8
4,0.010693,20.89237,86.568398,116.733002,53.025299,106.366997,0,G8
3,0.009052,30.838646,94.765404,119.568001,109.311996,0,0,G8
3,0.008512,33.216892,103.677002,118.615997,109.098,0,0,G8
4,0.011354,19.724712,80.841103,106.757004,45.122398,102.042999,0,G8
3,0.010163,26.856787,83.197601,106.728996,100.026001,0,0,G8
3,0.009547,28.943487,88.962303,113.296997,105.347,0,0,G8
5,0.008783,9.225645,84.452904,114.170998,125.663002,114.528,105.158997,G9
5,0.008426,8.554334,86.075401,111.513,120.135002,113.441002,107.149002,G9
5,0.008556,7.527702,84.275803,105.819,113.370003,109.292999,106.396004,G9
5,0.008185,9.265546,86.757896,108.793999,104.779999,103.154999,108.224998,G9
5,0.007362,13.013872,99.128998,128.041,129.826004,121.059998,116.424004,G9
5,0.008676,7.865595,85.351402,104.537003,116.370003,110.804001,104.875999,G9
5,0.008685,7.158701,83.301399,102.974998,110.834,107.999001,104.900002,G9
5,0.008776,8.319952,86.006798,108.258003,123.237,111.288002,105.964996,G9
5,0.008702,9.097486,87.2743,111.644997,117.620003,94.097504,107.445999,G9
5,0.008956,7.326109,92.258102,102.202003,108.662003,99.161003,96.075897,G9
1,1,1,72.840599,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,1,1,72.498497,0,0,0,0,G1
3,0.011307,23.832621,101.483002,104.063004,85.142998,0,0,G0
3,0.010904,24.683174,103.109001,104.693001,87.146103,0,0,G0
3,0.011255,24.046339,98.314796,100.727997,82.5103,0,0,G0
3,0.011287,24.023407,97.702599,100.194,82.628304,0,0,G0
3,0.011129,24.130436,103.015999,104.728996,85.8041,0,0,G0
3,0.011039,24.313951,105.047997,106.539001,86.789803,0,0,G0
3,0.010968,24.521149,104.703003,107.053001,87.7752,0,0,G0
3,0.011322,24.014828,95.377502,97.2388,81.442596,0,0,G0
3,0.01158,23.529587,94.991402,98.830498,81.636101,0,0,G0
3,0.011329,23.898355,98.2854,100.200996,81.817299,0,0,G0
1,1,1,110.245003,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,1,119.915001,0,0,0,0,G2
1,1,1,111.598,0,0,0,0,G2
1,1,1,118.681,0,0,0,0,G2
1,1,1,120.168999,0,0,0,0,G2
1,1,1,119.737,0,0,0,0,G2
1,1,1,122.362999,0,0,0,0,G2
1,1,1,113.206001,0,0,0,0,G2
2,0.024133,8.506701,53.867001,106.184998,0,0,0,G3
2,0.023477,7.927714,55.755501,110.054001,0,0,0,G3
2,0.021554,10.126935,51.910999,112.064003,0,0,0,G3
1,1,1,107.433998,0,0,0,0,G3
1,1,1,106.674004,0,0,0,0,G3
1,1,1,105.294998,0,0,0,0,G3
1,1,1,104.825996,0,0,0,0,G3
1,1,1,91.931503,0,0,0,0,G3
3,0.039145,23.497416,34.313202,7.66182,58.174999,0,0,G3
2,0.027346,5.273829,27.8367,81.300697,0,0,0,G3
2,0.010905,59.469852,96.337997,115.470001,0,0,0,G4
2,0.011146,61.977364,89.197403,114.603996,0,0,0,G4
3,0.017089,17.686871,87.812599,112.570999,52.286301,0,0,G4
3,0.017418,16.85124,86.983002,112.834999,50.599998,0,0,G4
2,0.011381,59.102325,89.267097,111.07,0,0,0,G4
2,0.011122,58.927902,93.485397,112.93,0,0,0,G4
2,0.013049,55.643902,75.360001,92.657402,0,0,0,G4
3,0.017487,16.527731,86.506798,112.903999,50.1371,0,0,G4
3,0.01771,16.144819,85.7201,111.125999,47.561798,0,0,G4
2,0.011279,58.243668,91.911301,113.554001,0,0,0,G4
3,0.014206,11.685607,103.690002,105.857002,34.567501,0,0,G5
3,0.014545,12.096399,102.694,108.074997,36.7766,0,0,G5
2,0.025436,20.38121,102.614998,109.540001,0,0,0,G5
3,0.01414,13.059745,102.206001,105.096001,38.903301,0,0,G5
2,0.028021,18.398626,100.261002,104.961998,0,0,0,G5
2,0.02538,20.161581,107.739998,109.061996,0,0,0,G5
2,0.02514,20.579874,104.852997,109.875,0,0,0,G5
2,0.023528,21.918484,104.819,107.022003,0,0,0,G5
2,0.023566,21.838837,105.741997,107.527,0,0,0,G5
2,0.023388,22.028656,104.217003,105.977997,0,0,0,G5
3,0.0158,16.657824,93.181,96.932404,85.869499,0,0,G6
3,0.015035,17.518053,107.93,115.513,100.873001,0,0,G6
3,0.014336,18.369394,101.663002,107.653999,98.761497,0,0,G6
3,0.015322,17.416874,86.111298,90.0056,79.045601,0,0,G6
3,0.015003,17.6022,102.628998,110.064003,98.219002,0,0,G6
3,0.014944,17.486063,104.956001,109.238998,99.370903,0,0,G6
3,0.015104,17.368622,104.418999,109.787003,97.893303,0,0,G6
3,0.015812,16.699467,95.870598,102.225998,88.3564,0,0,G6
3,0.016373,16.363829,76.478104,79.348099,69.989304,0,0,G6
3,0.016061,16.45619,83.813797,85.924599,76.330704,0,0,G6
2,0.010642,70.715561,93.238297,105.860001,0,0,0,G7
2,0.010463,75.25396,96.4179,102.730003,0,0,0,G7
2,0.010477,74.476662,96.267799,101.278999,0,0,0,G7
2,0.010356,74.238731,96.870697,103.410004,0,0,0,G7
3,0.011348,38.641808,93.0755,58.2481,102.658997,0,0,G7
3,0.012521,38.536831,86.968201,50.876598,97.033897,0,0,G7
3,0.011754,38.583569,90.415298,55.5495,100.352997,0,0,G7
2,0.01052,74.622139,95.405296,104.350998,0,0,0,G7
2,0.010421,73.155258,95.542999,106.614998,0,0,0,G7
2,0.010648,71.551888,93.1782,106.386002,0,0,0,G7
3,0.010382,26.781996,83.199699,111.959999,99.134102,0,0,G8
3,0.009778,28.80545,93.478104,111.041,95.974602,0,0,G8
3,0.009836,28.613096,93.515198,107.181999,93.0513,0,0,G8
3,0.010311,27.207085,88.012199,109.513,93.821602,0,0,G8
3,0.010131,27.657455,87.709198,107.657997,95.259598,0,0,G8
3,0.01019,27.518652,87.422897,106.778,94.338303,0,0,G8
3,0.010273,27.286549,87.5215,106.804001,93.378304,0,0,G8
3,0.009943,28.26943,90.960403,107.728996,94.561096,0,0,G8
4,0.010788,22.030617,94.203102,114.305,57.026501,99.9189,0,G8
4,0.012367,19.272738,80.346703,108.973999,50.9454,94.356903,0,G8
5,0.009987,8.117502,74.0979,92.656097,95.119797,91.015999,83.488998,G9
5,0.008943,10.38061,86.445099,102.984001,108.820999,104.850998,91.0327,G9
5,0.008941,10.620007,86.884804,102.000999,105.467003,100.748001,89.691704,G9
5,0.008798,10.668647,86.490402,101.216003,106.070999,103.086998,92.142097,G9
5,0.008872,10.380974,86.858704,100.460999,103.763,99.7108,89.777,G9
5,0.00901,10.107798,85.758499,100.355003,102.777,97.907799,88.587799,G9
5,0.008726,10.786802,87.317703,103.314003,106.255997,102.717003,92.1502,G9
5,0.00866,10.873189,87.271103,104.111,107.615997,103.974998,93.744003,G9
5,0.009008,10.106714,84.802902,102.584,104.849998,101.615997,89.214996,G9
5,0.009706,8.679494,75.242302,99.935799,102.223,97.5439,87.150101,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
2,0.014926,38.291283,117.277,84.064301,0,0,0,G0
3,0.013496,18.480722,117.584,115.556999,85.193901,0,0,G0
3,0.013251,19.38308,103.5,101.195,71.661903,0,0,G0
3,0.012943,20.122631,117.288002,111.862,85.123901,0,0,G0
3,0.014201,16.8874,113.967003,112.152,77.0177,0,0,G0
3,0.013723,17.594244,107.107002,105.232002,68.772697,0,0,G0
3,0.014019,17.135557,106.456001,103.448997,66.667397,0,0,G0
3,0.011053,24.73082,105.954002,103.637001,83.195396,0,0,G0
3,0.010994,24.597374,110.452003,108.255997,86.087997,0,0,G0
3,0.01129,23.893164,111.135002,105.393997,78.694397,0,0,G0
0,0,0,0,0,0,0,0,G2
1,1,1,85.285202,0,0,0,0,G2
4,0.00964,13.236033,80.111504,113.518997,111.545998,98.959801,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
2,0.018964,31.299549,64.314697,80.479401,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,1,85.548203,0,0,0,0,G2
1,1,1,89.935097,0,0,0,0,G2
