@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,5,22'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_Y numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
2,1,0.027346,0.886567,G3
2,11000,0.010905,0.897239,G4
2,11000,0.011146,1.333772,G4
3,11000,0.017089,1.448977,G4
3,11000,0.017418,1.387689,G4
2,11000,0.011381,1.098991,G4
2,11000,0.011122,0.990813,G4
2,11000,0.013049,0.839786,G4
3,11000,0.017487,1.296489,G4
3,11000,0.01771,1.426154,G4
2,11000,0.011279,0.949838,G4
3,1100,0.014206,1.042303,G5
3,1100,0.014545,1.290128,G5
2,1100,0.025436,0.889349,G5
3,1100,0.01414,1.17151,G5
2,1100,0.028021,0.798506,G5
2,1100,0.02538,0.75933,G5
2,1100,0.02514,0.773211,G5
2,1100,0.023528,0.708467,G5
2,1100,0.023566,0.779153,G5
2,1100,0.023388,0.75027,G5
3,1110,0.0158,0.861583,G6
3,1110,0.015035,1.073101,G6
3,1110,0.014336,0.975605,G6
3,1110,0.015322,1.028932,G6
3,1110,0.015003,1.011945,G6
3,1110,0.014944,0.903783,G6
3,1110,0.015104,0.877971,G6
3,1110,0.015812,0.940807,G6
3,1110,0.016373,0.945671,G6
3,1110,0.016061,0.927862,G6
2,10001,0.010642,0.700165,G7
2,10001,0.010463,0.807237,G7
2,10001,0.010477,0.825603,G7
2,10001,0.010356,0.719546,G7
3,10001,0.011348,0.772189,G7
3,10001,0.012521,0.826689,G7
3,10001,0.011754,0.764244,G7
2,10001,0.01052,0.669785,G7
2,10001,0.010421,0.689829,G7
2,10001,0.010648,0.725398,G7
3,11001,0.010382,0.971662,G8
3,11001,0.009778,1.205836,G8
3,11001,0.009836,1.012403,G8
3,11001,0.010311,1.103321,G8
3,11001,0.010131,1.024047,G8
3,11001,0.01019,1.030701,G8
3,11001,0.010273,1.039181,G8
3,11001,0.009943,0.751964,G8
4,11001,0.010788,1.084829,G8
4,11001,0.012367,1.015137,G8
5,11111,0.009987,0.887216,G9
5,11111,0.008943,1.041891,G9
5,11111,0.008941,0.848052,G9
5,11111,0.008798,0.988916,G9
5,11111,0.008872,0.92677,G9
5,11111,0.00901,0.953086,G9
5,11111,0.008726,0.804668,G9
5,11111,0.00866,0.774487,G9
5,11111,0.009008,0.766474,G9
5,11111,0.009706,0.71877,G9
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
2,1101,0.014926,1.084395,G0
3,1101,0.013496,1.095757,G0
3,1101,0.013251,0.664541,G0
3,1101,0.012943,1.11106,G0
3,1101,0.014201,1.072685,G0
3,1101,0.013723,0.928006,G0
3,1101,0.014019,0.836652,G0
3,1101,0.011053,0.757962,G0
3,1101,0.010994,1.107473,G0
3,1101,0.01129,0.937377,G0
0,1000,0,0,G2
1,1000,1,0.6465,G2
4,1000,0.00964,1.46154,G2
0,1000,0,0,G2
0,1000,0,0,G2
2,1000,0.018964,1.028209,G2
0,1000,0,0,G2
1,1000,1,0.750559,G2
1,1000,1,0.659362,G2
1,1000,1,0.743639,G2
1,1,1,0.79687,G3
1,1,1,0.968297,G3
1,1,1,0.831962,G3
1,1,1,0.816869,G3
1,1,1,0.814868,G3
1,1,1,0.723149,G3
1,1,1,0.791523,G3
1,1,1,0.707491,G3
1,1,1,0.754073,G3
1,1,1,0.659504,G3
2,11000,0.010681,0.775308,G4
2,11000,0.010645,1.351838,G4
2,11000,0.01056,1.228657,G4
2,11000,0.010659,1.035255,G4
2,11000,0.01047,1.109588,G4
2,11000,0.010476,0.953179,G4
2,11000,0.01065,0.839997,G4
2,11000,0.010661,0.893107,G4
3,11000,0.017065,1.235542,G4
3,11000,0.016712,0.72105,G4
2,1100,0.016788,0.633958,G5
2,1100,0.016886,0.891532,G5
2,1100,0.017352,0.976334,G5
3,1100,0.01326,0.966125,G5
2,1100,0.016477,0.779371,G5
2,1100,0.016847,0.510842,G5
2,1100,0.016809,0.427131,G5
2,1100,0.018528,0.925309,G5
2,1100,0.017781,0.948335,G5
2,1100,0.017231,0.802045,G5
3,1110,0.015592,0.647937,G6
3,1110,0.016209,0.92864,G6
3,1110,0.01567,0.960474,G6
3,1110,0.014326,0.892352,G6
3,1110,0.014515,0.666474,G6
3,1110,0.012976,0.769496,G6
3,1110,0.012967,0.805041,G6
3,1110,0.013893,0.866414,G6
4,1110,0.011418,0.847177,G6
3,1110,0.014028,0.890985,G6
3,10001,0.010612,0.77272,G7
3,10001,0.010154,1.160069,G7
2,10001,0.010363,1.443389,G7
2,10001,0.010019,1.207844,G7
2,10001,0.010007,1.216426,G7
2,10001,0.010192,1.24968,G7
3,10001,0.009714,1.19882,G7
3,10001,0.0115,0.862795,G7
3,10001,0.00987,0.920606,G7
3,10001,0.010257,0.598301,G7
3,11001,0.010319,0.795187,G8
3,11001,0.009411,1.036468,G8
3,11001,0.009746,1.116939,G8
3,11001,0.009429,0.880468,G8
3,11001,0.009713,0.991011,G8
3,11001,0.009941,0.77672,G8
3,11001,0.01037,1.029906,G8
3,11001,0.010276,0.726511,G8
3,11001,0.010529,0.612317,G8
3,11001,0.010406,1.02613,G8
5,11111,0.008084,1.232757,G9
5,11111,0.008211,1.133635,G9
5,11111,0.008098,1.130398,G9
5,11111,0.008204,1.1406,G9
5,11111,0.008105,0.933275,G9
5,11111,0.007831,0.951265,G9
5,11111,0.008011,0.978465,G9
5,11111,0.007937,1.043397,G9
5,11111,0.007892,0.978916,G9
5,11111,0.008156,1.2131,G9
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
2,1101,0.024175,0.908698,G0
3,1101,0.013,0.992541,G0
3,1101,0.013446,0.841796,G0
3,1101,0.013456,0.83607,G0
3,1101,0.012738,0.843869,G0
3,1101,0.013126,0.681571,G0
3,1101,0.012857,0.696714,G0
3,1101,0.01325,0.595058,G0
3,1101,0.013314,0.942227,G0
3,1101,0.013604,1.02037,G0
0,1000,0,0,G2
0,1000,0,0,G2
0,1000,0,0,G2
1,1000,1,0.904027,G2
1,1000,1,0.860532,G2
0,1000,0,0,G2
1,1000,1,0.845578,G2
2,1000,0.017633,1.280742,G2
1,1000,1,0.840209,G2
1,1000,1,0.919942,G2
1,1,1,0.808455,G3
1,1,1,0.947213,G3
2,1,0.017241,0.888754,G3
2,1,0.017467,0.73193,G3
1,1,1,0.574298,G3
1,1,1,0.561295,G3
1,1,1,0.545472,G3
2,1,0.016905,0.678693,G3
2,1,0.018043,0.69639,G3
1,1,1,0.779983,G3
3,11000,0.017477,1.08582,G4
2,11000,0.011343,1.318317,G4
3,11000,0.017351,1.510522,G4
2,11000,0.01216,1.153748,G4
2,11000,0.01233,1.121304,G4
2,11000,0.012639,1.026543,G4
2,11000,0.012517,0.980889,G4
2,11000,0.012831,1.011124,G4
2,11000,0.014258,0.892096,G4
3,11000,0.017062,1.138649,G4
2,1100,0.021052,0.853475,G5
2,1100,0.022052,0.914233,G5
2,1100,0.022395,0.908718,G5
3,1100,0.031525,1.090106,G5
2,1100,0.021207,0.808731,G5
2,1100,0.020503,0.800222,G5
2,1100,0.02077,0.857413,G5
2,1100,0.020459,0.866703,G5
2,1100,0.021021,0.865421,G5
2,1100,0.02039,0.852607,G5
3,1110,0.015135,0.915078,G6
3,1110,0.014573,0.973619,G6
3,1110,0.013595,0.992767,G6
3,1110,0.013738,0.996788,G6
3,1110,0.013736,0.903235,G6
3,1110,0.013928,0.916604,G6
3,1110,0.013876,0.963934,G6
3,1110,0.013807,0.991339,G6
3,1110,0.01415,0.964287,G6
3,1110,0.014919,0.938965,G6
3,10001,0.011148,0.424214,G7
2,10001,0.011434,0.479772,G7
2,10001,0.011219,0.405363,G7
2,10001,0.010902,0.457093,G7
2,10001,0.010432,0.508598,G7
3,10001,0.010954,0.399364,G7
2,10001,0.011662,0.384122,G7
2,10001,0.011852,0.383998,G7
3,10001,0.011112,0.454909,G7
3,10001,0.010802,0.513884,G7
3,11001,0.009672,0.786356,G8
3,11001,0.009761,0.962037,G8
3,11001,0.009541,0.882369,G8
3,11001,0.009822,0.873196,G8
3,11001,0.009685,0.907886,G8
3,11001,0.009611,0.819426,G8
3,11001,0.009718,0.688344,G8
3,11001,0.009771,0.8349,G8
3,11001,0.009682,0.773971,G8
3,11001,0.009763,0.747363,G8
5,11111,0.008987,1.080613,G9
5,11111,0.008941,0.968518,G9
5,11111,0.008827,0.861062,G9
1,11111,1,-0.004083,G9
5,11111,0.008749,0.835181,G9
5,11111,0.008624,0.713481,G9
5,11111,0.008786,0.685098,G9
5,11111,0.008948,1.174421,G9
5,11111,0.008825,1.128191,G9
5,11111,0.008881,1.200381,G9
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
2,1101,0.013042,0.927925,G0
3,1101,0.011495,1.02856,G0
3,1101,0.010895,0.978688,G0
2,1101,0.016768,0.995054,G0
2,1101,0.012894,0.972794,G0
3,1101,0.012687,1.10794,G0
2,1101,0.016537,0.954092,G0
3,1101,0.012489,1.050902,G0
3,1101,0.012102,0.834918,G0
3,1101,0.011832,0.875696,G0
1,1000,1,0.124494,G2
0,1000,0,0,G2
0,1000,0,0,G2
1,1000,1,0.092887,G2
1,1000,1,-0.033828,G2
1,1000,1,-0.068894,G2
1,1000,1,0.069475,G2
0,1000,0,0,G2
1,1000,1,0.004645,G2
1,1000,1,-0.02539,G2
2,1,0.02319,0.884812,G3
3,1,0.016277,1.168917,G3
0,1,0,0,G3
2,1,0.014628,0.892521,G3
2,1,0.01504,0.958842,G3
1,1,1,0.593769,G3
1,1,1,0.533063,G3
2,1,0.02276,0.71201,G3
2,1,0.022718,0.734343,G3
2,1,0.024239,0.752641,G3
2,11000,0.012037,0.915433,G4
3,11000,0.018735,1.434125,G4
2,11000,0.012,1.1645,G4
2,11000,0.011555,1.10203,G4
2,11000,0.011652,1.047006,G4
2,11000,0.011781,1.002143,G4
2,11000,0.011935,1.116914,G4
2,11000,0.011958,1.006149,G4
3,11000,0.018791,1.151243,G4
3,11000,0.017666,1.142098,G4
2,1100,0.019785,0.800326,G5
2,1100,0.020119,0.862742,G5
2,1100,0.01997,0.866905,G5
2,1100,0.020287,0.851129,G5
2,1100,0.020168,0.794684,G5
2,1100,0.019834,0.834876,G5
2,1100,0.019846,0.836722,G5
2,1100,0.020116,0.827602,G5
2,1100,0.020067,0.821288,G5
2,1100,0.019847,0.816408,G5
3,1110,0.014743,0.817734,G6
3,1110,0.015098,0.859687,G6
3,1110,0.014547,0.827682,G6
3,1110,0.014449,0.816859,G6
3,1110,0.014934,0.783414,G6
3,1110,0.014813,0.783798,G6
3,1110,0.015164,0.722558,G6
3,1110,0.014885,0.711204,G6
3,1110,0.015116,0.780966,G6
3,1110,0.014977,0.863926,G6
3,10001,0.010438,0.894478,G7
2,10001,0.010795,0.93806,G7
2,10001,0.010652,0.936678,G7
2,10001,0.010717,0.934665,G7
2,10001,0.011471,0.917572,G7
2,10001,0.011236,0.958126,G7
2,10001,0.010897,0.923267,G7
3,10001,0.010884,1.018662,G7
3,10001,0.010807,0.905767,G7
2,10001,0.011076,0.914272,G7
3,11001,0.011049,1.333848,G8
3,11001,0.0108,1.297401,G8
3,11001,0.011102,1.376521,G8
3,11001,0.011007,1.322932,G8
3,11001,0.010856,1.304092,G8
3,11001,0.009815,1.124813,G8
2,11001,0.012549,0.758516,G8
2,11001,0.012129,0.769346,G8
2,11001,0.01254,0.725014,G8
3,11001,0.00966,1.133924,G8
5,11111,0.009456,1.27794,G9
5,11111,0.009113,1.179577,G9
5,11111,0.008982,1.170372,G9
5,11111,0.009393,1.182465,G9
4,11111,0.010939,0.869348,G9
5,11111,0.009364,1.150829,G9
5,11111,0.009404,1.1299,G9
5,11111,0.009125,1.166982,G9
5,11111,0.009162,1.185761,G9
4,11111,0.011123,0.952632,G9
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
1,0,1,0.874282,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
2,1101,0.015583,1.167571,G0
3,1101,0.011402,1.122981,G0
3,1101,0.011398,1.076474,G0
3,1101,0.011594,0.998972,G0
4,1101,0.013536,1.236716,G0
3,1101,0.011151,1.040268,G0
3,1101,0.011191,1.013315,G0
3,1101,0.011357,1.02419,G0
3,1101,0.010831,1.021352,G0
3,1101,0.013881,1.121071,G0
1,1000,1,0.840151,G2
2,1000,0.020163,1.344259,G2
1,1000,1,0.885657,G2
1,1000,1,0.881814,G2
2,1000,0.02079,1.27485,G2
1,1000,1,0.8538,G2
1,1000,1,0.879004,G2
1,1000,1,0.85692,G2
1,1000,1,0.880106,G2
1,1000,1,0.900084,G2
1,1,1,0.726551,G3
0,1,0,0,G3
1,1,1,0.956751,G3
1,1,1,0.962371,G3
1,1,1,0.680975,G3
1,1,1,0.709663,G3
2,1,0.015459,1.009762,G3
2,1,0.024163,0.908979,G3
1,1,1,0.728388,G3
1,1,1,0.696982,G3
2,11000,0.01132,1.053698,G4
2,11000,0.010736,0.976454,G4
2,11000,0.011071,1.001867,G4
2,11000,0.0114,0.959754,G4
2,11000,0.011556,0.94222,G4
3,11000,0.017567,1.444253,G4
2,11000,0.011834,0.888666,G4
2,11000,0.011023,0.90677,G4
3,11000,0.017425,1.630031,G4
2,11000,0.011751,1.141769,G4
2,1100,0.015008,0.946597,G5
2,1100,0.014457,0.925658,G5
2,1100,0.014868,0.927572,G5
3,1100,0.013079,1.199853,G5
2,1100,0.015642,0.83953,G5
2,1100,0.014786,0.885411,G5
2,1100,0.01504,0.941837,G5
3,1100,0.02011,1.144473,G5
3,1100,0.02342,1.293859,G5
3,1100,0.015389,1.377801,G5
3,1110,0.015161,1.036278,G6
3,1110,0.013325,0.94036,G6
3,1110,0.013629,0.906906,G6
3,1110,0.014153,0.87662,G6
3,1110,0.014974,0.952347,G6
3,1110,0.014878,0.959195,G6
3,1110,0.014263,0.923365,G6
3,1110,0.01452,0.89911,G6
3,1110,0.014403,0.919454,G6
3,1110,0.015611,0.956043,G6
3,10001,0.011984,0.825058,G7
2,10001,0.011156,0.78721,G7
2,10001,0.010727,0.813854,G7
3,10001,0.011904,0.843,G7
3,10001,0.011072,0.827463,G7
3,10001,0.011558,0.790766,G7
2,10001,0.010878,0.73595,G7
2,10001,0.010501,0.795184,G7
2,10001,0.010635,0.796316,G7
3,10001,0.011445,0.783412,G7
3,11001,0.012229,1.268532,G8
3,11001,0.011917,1.550729,G8
3,11001,0.011702,1.598437,G8
3,11001,0.011597,1.461919,G8
3,11001,0.010948,1.361272,G8
3,11001,0.01127,1.388609,G8
3,11001,0.011619,1.454884,G8
3,11001,0.011397,1.496487,G8
3,11001,0.011659,1.535446,G8
2,11001,0.015045,1.068791,G8
5,11111,0.011028,1.427015,G9
5,11111,0.009949,1.413689,G9
5,11111,0.010189,1.36548,G9
5,11111,0.011212,1.483501,G9
5,11111,0.010182,1.304054,G9
5,11111,0.009492,1.361284,G9
5,11111,0.009211,1.341811,G9
5,11111,0.010216,1.319125,G9
5,11111,0.010888,1.343428,G9
5,11111,0.010339,1.295975,G9
2,0,0.018991,-1.17359,G1
0,0,0,0,G1
1,0,1,-0.706407,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
3,1101,0.011154,0.736359,G0
3,1101,0.01162,1.034234,G0
3,1101,0.011376,0.983857,G0
2,1101,0.016074,0.9458,G0
3,1101,0.011033,0.949965,G0
3,1101,0.01112,0.97247,G0
3,1101,0.011141,1.031809,G0
2,1101,0.016025,0.913151,G0
2,1101,0.01572,0.924732,G0
3,1101,0.010908,0.702197,G0
2,1000,0.036082,4.437551,G2
0,1000,0,0,G2
0,1000,0,0,G2
1,1000,1,-0.500419,G2
0,1000,0,0,G2
1,1000,1,-0.790939,G2
1,1000,1,0.648214,G2
1,1000,1,0.695994,G2
1,1000,1,0.680582,G2
1,1000,1,0.662175,G2
1,1,1,0.73561,G3
2,1,0.017628,1.139866,G3
0,1,0,0,G3
1,1,1,0.883641,G3
1,1,1,0.879319,G3
1,1,1,0.833071,G3
1,1,1,0.845208,G3
1,1,1,0.860605,G3
1,1,1,0.841087,G3
1,1,1,0.755256,G3
3,11000,0.027495,1.53506,G4
2,11000,0.012179,1.391002,G4
3,11000,0.023979,1.564538,G4
2,11000,0.012371,1.238433,G4
2,11000,0.011632,1.116702,G4
2,11000,0.011963,1.072066,G4
2,11000,0.012571,1.131225,G4
3,11000,0.022713,2.852303,G4
2,11000,0.012888,1.283077,G4
3,11000,0.034152,3.320397,G4
2,1100,0.02039,0.714377,G5
2,1100,0.019394,0.945916,G5
2,1100,0.019014,0.900844,G5
2,1100,0.019206,0.891132,G5
2,1100,0.019641,0.813929,G5
2,1100,0.020034,0.809435,G5
2,1100,0.018406,0.792402,G5
3,1100,0.015375,2.213762,G5
2,1100,0.019417,0.836541,G5
2,1100,0.019508,0.741945,G5
4,1110,0.02997,1.581077,G6
3,1110,0.015697,0.827264,G6
3,1110,0.015816,0.760551,G6
3,1110,0.015631,0.568608,G6
4,1110,0.052611,1.883136,G6
3,1110,0.016834,0.792017,G6
3,1110,0.018884,0.799378,G6
3,1110,0.016977,0.839703,G6
2,1110,0.033821,0.638898,G6
3,1110,0.01103,0.877654,G6
3,10001,0.013018,1.032663,G7
2,10001,0.011292,0.723627,G7
3,10001,0.012412,0.696,G7
2,10001,0.011606,0.817296,G7
2,10001,0.011732,0.748672,G7
3,10001,0.011921,0.633878,G7
2,10001,0.011871,1.066187,G7
2,10001,0.011567,1.006429,G7
3,10001,0.050177,4.407277,G7
3,10001,0.046378,4.139905,G7
3,11001,0.012986,1.104342,G8
3,11001,0.011998,1.251412,G8
3,11001,0.012695,1.173207,G8
3,11001,0.012879,1.148731,G8
3,11001,0.013162,1.155998,G8
3,11001,0.012941,1.043317,G8
3,11001,0.01283,0.956007,G8
3,11001,0.012804,1.040511,G8
3,11001,0.013011,1.111945,G8
3,11001,0.013227,1.013234,G8
5,11111,0.009618,1.157735,G9
5,11111,0.00954,1.255594,G9
5,11111,0.009611,1.184164,G9
5,11111,0.009665,1.250833,G9
5,11111,0.009683,1.220477,G9
5,11111,0.009614,1.088166,G9
5,11111,0.009669,1.085197,G9
5,11111,0.009657,1.063287,G9
5,11111,0.009594,1.087691,G9
5,11111,0.009706,1.177329,G9
