@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,4,6,12'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11000,0.011721,-0.045499,57.191746,G4
11000,0.012125,0.10864,55.289829,G4
11000,0.011791,-0.06354,57.419991,G4
11000,0.011351,-0.314816,55.999855,G4
11000,0.011431,-0.289388,57.919682,G4
11000,0.011824,0.413275,55.645729,G4
11000,0.011446,-0.778183,58.284771,G4
1100,0.016832,0.168277,31.363859,G5
1100,0.016675,0.433333,31.544939,G5
1100,0.017061,-0.012718,30.578329,G5
1100,1,0.181923,1,G5
1100,0.016956,0.490639,30.718582,G5
1100,0.016701,0.315048,31.152681,G5
1100,0.016971,-0.059789,30.603867,G5
1100,0,0,0,G5
1100,1,0.287377,1,G5
1100,1,0.480632,1,G5
1110,0.012424,0.081234,21.632675,G6
1110,0.012309,0.42676,21.888054,G6
1110,0.012357,0.172185,21.601242,G6
1110,0.012571,0.608557,21.487022,G6
1110,0.012763,0.46298,21.360723,G6
1110,0.012316,0.092397,21.818707,G6
1110,0.012485,0.192309,46.536037,G6
1110,0.012216,0.647684,22.232635,G6
1110,0.012516,0.65487,22.062029,G6
1110,0.012445,0.141944,21.714144,G6
10001,0.010801,0.840307,72.915581,G7
10001,0.011388,0.516876,71.795464,G7
10001,1,0.521569,1,G7
10001,0.0107,0.103685,74.483971,G7
10001,0.011124,0.331051,72.88903,G7
10001,0.011312,0.845901,71.345612,G7
10001,0.011173,0.720649,72.90947,G7
10001,0.010702,0.146131,73.319832,G7
10001,0.010932,0.524327,71.310219,G7
10001,0.010848,0.922788,72.125488,G7
11001,0.008996,0.238445,31.338329,G8
11001,0.009281,0.282635,29.624895,G8
11001,0.011168,1.082419,20.945076,G8
11001,0.010148,0.97525,27.066563,G8
11001,0.010693,0.529585,20.89237,G8
11001,0.009052,0.034141,30.838646,G8
11001,0.008512,0.226677,33.216892,G8
11001,0.011354,0.948481,19.724712,G8
11001,0.010163,0.915602,26.856787,G8
11001,0.009547,0.51753,28.943487,G8
11111,0.008783,0.779635,9.225645,G9
11111,0.008426,0.971793,8.554334,G9
11111,0.008556,1.335971,7.527702,G9
11111,0.008185,1.170982,9.265546,G9
11111,0.007362,0.487906,13.013872,G9
11111,0.008676,0.951539,7.865595,G9
11111,0.008685,1.292913,7.158701,G9
11111,0.008776,1.302239,8.319952,G9
11111,0.008702,1.366719,9.097486,G9
11111,0.008956,1.255683,7.326109,G9
0,1,-0.659883,1,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,1,-0.536885,1,G1
1101,0.011307,0.607003,23.832621,G0
1101,0.010904,0.621065,24.683174,G0
1101,0.011255,0.710747,24.046339,G0
1101,0.011287,0.714895,24.023407,G0
1101,0.011129,0.627897,24.130436,G0
1101,0.011039,0.637064,24.313951,G0
1101,0.010968,0.565185,24.521149,G0
1101,0.011322,0.76783,24.014828,G0
1101,0.01158,0.718374,23.529587,G0
1101,0.011329,0.639895,23.898355,G0
1000,1,-0.186933,1,G2
1000,0,0,0,G2
1000,0,0,0,G2
1000,1,-0.209282,1,G2
1000,1,-0.284805,1,G2
1000,1,-0.217091,1,G2
1000,1,-0.27134,1,G2
1000,1,-0.238138,1,G2
1000,1,-0.139853,1,G2
1000,1,-0.073909,1,G2
1,0.024133,0.344561,8.506701,G3
1,0.023477,0.398717,7.927714,G3
1,0.021554,0.487774,10.126935,G3
1,1,0.449431,1,G3
1,1,0.213496,1,G3
1,1,0.262937,1,G3
1,1,0.214955,1,G3
1,1,0.449552,1,G3
1,0.039145,1.710599,23.497416,G3
1,0.027346,0.708482,5.273829,G3
11000,0.010905,-0.426197,59.469852,G4
11000,0.011146,-0.069536,61.977364,G4
11000,0.017089,0.022753,17.686871,G4
11000,0.017418,0.059144,16.85124,G4
11000,0.011381,-0.263844,59.102325,G4
11000,0.011122,-0.3073,58.927902,G4
11000,0.013049,-0.275646,55.643902,G4
11000,0.017487,0.023907,16.527731,G4
11000,0.01771,0.069277,16.144819,G4
11000,0.011279,-0.38037,58.243668,G4
1100,0.014206,0.288046,11.685607,G5
1100,0.014545,0.317447,12.096399,G5
1100,0.025436,0.074045,20.38121,G5
1100,0.01414,0.209435,13.059745,G5
1100,0.028021,-0.005151,18.398626,G5
1100,0.02538,-0.069441,20.161581,G5
1100,0.02514,-0.034059,20.579874,G5
1100,0.023528,0.042963,21.918484,G5
1100,0.023566,0.084807,21.838837,G5
1100,0.023388,0.041713,22.028656,G5
1110,0.0158,0.199688,16.657824,G6
1110,0.015035,0.187067,17.518053,G6
1110,0.014336,0.369454,18.369394,G6
1110,0.015322,0.352403,17.416874,G6
1110,0.015003,0.266749,17.6022,G6
1110,0.014944,0.20345,17.486063,G6
1110,0.015104,0.146607,17.368622,G6
1110,0.015812,0.219407,16.699467,G6
1110,0.016373,0.332046,16.363829,G6
1110,0.016061,0.30911,16.45619,G6
10001,0.010642,0.850724,70.715561,G7
10001,0.010463,1.075712,75.25396,G7
10001,0.010477,1.098629,74.476662,G7
10001,0.010356,1.016533,74.238731,G7
10001,0.011348,1.116785,38.641808,G7
10001,0.012521,1.353137,38.536831,G7
10001,0.011754,1.241883,38.583569,G7
10001,0.01052,1.089298,74.622139,G7
10001,0.010421,0.953686,73.155258,G7
10001,0.010648,0.885284,71.551888,G7
11001,0.010382,0.580094,26.781996,G8
11001,0.009778,0.478482,28.80545,G8
11001,0.009836,0.647255,28.613096,G8
11001,0.010311,0.676838,27.207085,G8
11001,0.010131,0.713781,27.657455,G8
11001,0.01019,0.707518,27.518652,G8
11001,0.010273,0.809132,27.286549,G8
11001,0.009943,0.647453,28.26943,G8
11001,0.010788,0.671939,22.030617,G8
11001,0.012367,0.809869,19.272738,G8
11111,0.009987,1.007206,8.117502,G9
11111,0.008943,0.834694,10.38061,G9
11111,0.008941,0.855786,10.620007,G9
11111,0.008798,0.914123,10.668647,G9
11111,0.008872,0.938263,10.380974,G9
11111,0.00901,0.866689,10.107798,G9
11111,0.008726,0.844801,10.786802,G9
11111,0.00866,0.877421,10.873189,G9
11111,0.009008,0.827236,10.106714,G9
11111,0.009706,0.825258,8.679494,G9
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
1101,0.014926,0.697043,38.291283,G0
1101,0.013496,0.355125,18.480722,G0
1101,0.013251,0.061216,19.38308,G0
1101,0.012943,0.555953,20.122631,G0
1101,0.014201,0.52277,16.8874,G0
1101,0.013723,0.292447,17.594244,G0
1101,0.014019,0.213229,17.135557,G0
1101,0.011053,0.544974,24.73082,G0
1101,0.010994,0.659414,24.597374,G0
1101,0.01129,0.45662,23.893164,G0
1000,0,0,0,G2
1000,1,-0.423096,1,G2
1000,0.00964,0.81831,13.236033,G2
1000,0,0,0,G2
1000,0,0,0,G2
1000,0.018964,-0.144776,31.299549,G2
1000,0,0,0,G2
1000,1,-0.572159,1,G2
1000,1,-0.433531,1,G2
1000,1,-0.089519,1,G2
1,1,0.258719,1,G3
1,1,0.242,1,G3
1,1,0.098345,1,G3
1,1,0.004216,1,G3
1,1,0.38494,1,G3
1,1,0.549606,1,G3
1,1,0.19082,1,G3
1,1,-0.10305,1,G3
1,1,0.435361,1,G3
1,1,0.591228,1,G3
11000,0.010681,-0.412135,65.318405,G4
11000,0.010645,0.03018,65.491806,G4
11000,0.01056,-0.259703,65.689003,G4
11000,0.010659,-0.219504,65.159004,G4
11000,0.01047,0.053486,65.979103,G4
11000,0.010476,-0.247856,66.501663,G4
11000,0.01065,-0.551376,64.783302,G4
11000,0.010661,-0.395145,64.950844,G4
11000,0.017065,0.214681,16.796658,G4
11000,0.016712,0.042194,18.161686,G4
1100,0.016788,0.041601,31.326227,G5
1100,0.016886,0.078482,31.055428,G5
1100,0.017352,0.294631,30.137165,G5
1100,0.01326,0.21038,13.325322,G5
1100,0.016477,0.427865,31.824545,G5
1100,0.016847,0.006204,31.048302,G5
1100,0.016809,-0.143872,31.270361,G5
1100,0.018528,0.101422,28.455935,G5
1100,0.017781,0.569412,29.550285,G5
1100,0.017231,0.213745,30.557974,G5
1110,0.015592,0.224582,16.533199,G6
1110,0.016209,0.13325,16.692812,G6
1110,0.01567,0.241294,16.806068,G6
1110,0.014326,0.11027,18.324083,G6
1110,0.014515,0.106367,18.348501,G6
1110,0.012976,0.621728,20.432085,G6
1110,0.012967,0.52339,20.292376,G6
1110,0.013893,0.442841,19.460609,G6
1110,0.011418,0.556809,10.994694,G6
1110,0.014028,0.5139,18.556179,G6
10001,0.010612,0.730335,35.495674,G7
10001,0.010154,-0.055232,35.866348,G7
10001,0.010363,-0.074309,75.422852,G7
10001,0.010019,0.459548,74.180641,G7
10001,0.010007,0.156306,74.219231,G7
10001,0.010192,-0.011124,74.716354,G7
10001,0.009714,0.05508,36.625576,G7
10001,0.0115,0.818824,37.01638,G7
10001,0.00987,0.268694,36.231289,G7
10001,0.010257,0.520851,35.962658,G7
11001,0.010319,0.443635,27.756029,G8
11001,0.009411,0.09077,29.875498,G8
11001,0.009746,0.468985,29.024912,G8
11001,0.009429,-0.164005,29.770184,G8
11001,0.009713,0.428036,29.067978,G8
11001,0.009941,0.147076,28.48715,G8
11001,0.01037,0.576803,27.552652,G8
11001,0.010276,0.1909,27.772738,G8
11001,0.010529,0.145891,27.101961,G8
11001,0.010406,0.510261,27.459078,G8
11111,0.008084,1.06497,10.199184,G9
11111,0.008211,0.895018,9.973606,G9
11111,0.008098,0.595696,9.548086,G9
11111,0.008204,1.069266,9.867544,G9
11111,0.008105,0.8561,10.096302,G9
11111,0.007831,0.490497,11.216157,G9
11111,0.008011,1.025218,10.16984,G9
11111,0.007937,0.925737,10.423194,G9
11111,0.007892,0.775444,10.940663,G9
11111,0.008156,1.016059,9.712573,G9
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
1101,0.024175,-0.008628,21.734158,G0
1101,0.013,0.509244,19.993917,G0
1101,0.013446,0.594434,19.555384,G0
1101,0.013456,0.44082,19.365208,G0
1101,0.012738,0.351001,20.266689,G0
1101,0.013126,0.321227,19.79883,G0
1101,0.012857,0.324205,20.033066,G0
1101,0.01325,0.545601,19.965027,G0
1101,0.013314,0.559776,19.920025,G0
1101,0.013604,0.567607,19.343338,G0
1000,0,0,0,G2
1000,0,0,0,G2
1000,0,0,0,G2
1000,1,-0.248304,1,G2
1000,1,-0.362474,1,G2
1000,0,0,0,G2
1000,1,-0.351167,1,G2
1000,0.017633,-0.078576,28.548655,G2
1000,1,-0.133472,1,G2
1000,1,-0.251653,1,G2
1,1,0.190275,1,G3
1,1,0.187176,1,G3
1,0.017241,0.325798,34.765259,G3
1,0.017467,0.436097,34.224747,G3
1,1,0.1556,1,G3
1,1,0.222859,1,G3
1,1,0.309264,1,G3
1,0.016905,0.511787,36.180531,G3
1,0.018043,0.472732,36.066982,G3
1,1,0.25354,1,G3
11000,0.017477,-0.000021,16.175514,G4
11000,0.011343,-0.102365,60.70116,G4
11000,0.017351,0.120058,17.382874,G4
11000,0.01216,-0.286956,54.685745,G4
11000,0.01233,-0.310827,53.386639,G4
11000,0.012639,-0.230822,51.185894,G4
11000,0.012517,-0.228206,51.708252,G4
11000,0.012831,-0.186455,51.193108,G4
11000,0.014258,-0.296336,44.698925,G4
11000,0.017062,0.03582,16.62011,G4
1100,0.021052,0.139558,25.002468,G5
1100,0.022052,0.147804,23.565407,G5
1100,0.022395,0.222824,23.554926,G5
1100,0.031525,0.347617,15.145056,G5
1100,0.021207,0.102128,24.546116,G5
1100,0.020503,-0.028735,25.215828,G5
1100,0.02077,-0.027244,24.850992,G5
1100,0.020459,-0.057109,25.214664,G5
1100,0.021021,0.043641,24.994553,G5
1100,0.02039,0.054236,25.369968,G5
1110,0.015135,0.389652,18.557529,G6
1110,0.014573,0.350061,18.255926,G6
1110,0.013595,0.478049,19.867907,G6
1110,0.013738,0.492278,19.679625,G6
1110,0.013736,0.141816,19.505756,G6
1110,0.013928,0.147993,19.208815,G6
1110,0.013876,0.180721,19.328939,G6
1110,0.013807,0.414376,19.36241,G6
1110,0.01415,0.364131,19.149912,G6
1110,0.014919,0.470769,18.686802,G6
10001,0.011148,1.317109,41.65036,G7
10001,0.011434,1.153869,82.720444,G7
10001,0.011219,1.214387,81.116119,G7
10001,0.010902,1.065491,80.926994,G7
10001,0.010432,0.879429,80.907379,G7
10001,0.010954,1.01482,41.784081,G7
10001,0.011662,1.369463,82.205833,G7
10001,0.011852,1.432197,81.500969,G7
10001,0.011112,1.249366,41.573215,G7
10001,0.010802,1.081735,40.703354,G7
11001,0.009672,0.545486,28.566439,G8
11001,0.009761,0.99161,28.018316,G8
11001,0.009541,1.115991,28.954542,G8
11001,0.009822,0.982328,27.851723,G8
11001,0.009685,0.803399,28.691843,G8
11001,0.009611,1.208049,28.550556,G8
11001,0.009718,1.180364,28.659933,G8
11001,0.009771,1.076684,28.599651,G8
11001,0.009682,0.999644,28.649254,G8
11001,0.009763,0.707696,28.403507,G8
11111,0.008987,1.027946,9.350569,G9
11111,0.008941,0.892321,9.392378,G9
11111,0.008827,0.872778,10.128499,G9
11111,1,-0.985285,1,G9
11111,0.008749,0.988456,8.479247,G9
11111,0.008624,0.866844,9.791775,G9
11111,0.008786,0.99683,9.295431,G9
11111,0.008948,0.891538,9.519137,G9
11111,0.008825,1.019123,9.536864,G9
11111,0.008881,1.063152,9.057203,G9
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
1101,0.013042,0.886732,53.716637,G0
1101,0.011495,0.547338,24.80554,G0
1101,0.010895,0.351789,25.275877,G0
1101,0.016768,0.546105,34.194141,G0
1101,0.012894,0.874791,51.504112,G0
1101,0.012687,0.72639,21.811625,G0
1101,0.016537,0.537521,35.102348,G0
1101,0.012489,0.671723,21.862902,G0
1101,0.012102,0.73589,22.217758,G0
1101,0.011832,0.455441,22.614595,G0
1000,1,-0.395436,1,G2
1000,0,0,0,G2
1000,0,0,0,G2
1000,1,-0.266284,1,G2
1000,1,-0.467012,1,G2
1000,1,-0.568667,1,G2
1000,1,-0.449082,1,G2
1000,0,0,0,G2
1000,1,-0.292297,1,G2
1000,1,-0.468907,1,G2
1,0.02319,0.439831,16.691147,G3
1,0.016277,0.448974,24.849894,G3
1,0,0,0,G3
1,0.014628,0.350008,45.526752,G3
1,0.01504,0.473491,44.197433,G3
1,1,0.117314,1,G3
1,1,0.036763,1,G3
1,0.02276,0.189415,17.939102,G3
1,0.022718,0.369277,17.850607,G3
1,0.024239,0.465191,15.450723,G3
11000,0.012037,-0.228333,57.733547,G4
11000,0.018735,0.188088,16.182154,G4
11000,0.012,-0.181789,58.437904,G4
11000,0.011555,-0.336539,59.786705,G4
11000,0.011652,-0.375696,58.666309,G4
11000,0.011781,-0.30021,57.534866,G4
11000,0.011935,-0.217853,58.0098,G4
11000,0.011958,-0.25502,57.87122,G4
11000,0.018791,0.12973,15.781429,G4
11000,0.017666,0.112282,16.716682,G4
1100,0.019785,-0.063756,26.799511,G5
1100,0.020119,0.19679,26.523029,G5
1100,0.01997,0.059605,26.755264,G5
1100,0.020287,0.042598,26.244251,G5
1100,0.020168,-0.126182,26.312979,G5
1100,0.019834,-0.051169,26.717085,G5
1100,0.019846,0.168148,26.890064,G5
1100,0.020116,0.135939,26.496378,G5
1100,0.020067,0.143817,26.524305,G5
1100,0.019847,-0.004519,26.826714,G5
1110,0.014743,0.352671,18.025486,G6
1110,0.015098,0.217343,17.637281,G6
1110,0.014547,0.277276,18.207529,G6
1110,0.014449,0.315888,18.219372,G6
1110,0.014934,0.373073,17.69631,G6
1110,0.014813,0.34865,17.821014,G6
1110,0.015164,0.178631,17.335661,G6
1110,0.014885,0.194414,17.592731,G6
1110,0.015116,0.374784,17.603882,G6
1110,0.014977,0.331614,17.810316,G6
10001,0.010438,1.210704,39.861755,G7
10001,0.010795,1.430695,82.571655,G7
10001,0.010652,1.418604,82.437241,G7
10001,0.010717,1.433596,82.739212,G7
10001,0.011471,1.528859,80.042664,G7
10001,0.011236,1.484964,78.914314,G7
10001,0.010897,1.29005,78.811905,G7
10001,0.010884,1.387429,40.46273,G7
10001,0.010807,1.302124,39.887405,G7
10001,0.011076,1.287866,79.482819,G7
11001,0.011049,1.13941,26.204308,G8
11001,0.0108,1.244691,24.79183,G8
11001,0.011102,1.38209,24.118744,G8
11001,0.011007,1.287421,25.001337,G8
11001,0.010856,1.18762,25.581793,G8
11001,0.009815,0.568574,28.661814,G8
11001,0.012549,0.143787,47.382343,G8
11001,0.012129,0.362933,48.159908,G8
11001,0.01254,0.717445,47.962708,G8
11001,0.00966,0.756468,29.155731,G8
11111,0.009456,0.930666,9.527705,G9
11111,0.009113,0.984521,8.633718,G9
11111,0.008982,0.96534,8.977702,G9
11111,0.009393,1.020055,8.315694,G9
11111,0.010939,0.606628,15.491269,G9
11111,0.009364,0.964729,9.337612,G9
11111,0.009404,0.968442,9.314081,G9
11111,0.009125,0.984573,9.637558,G9
11111,0.009162,1.063021,9.212627,G9
11111,0.011123,0.893148,15.011228,G9
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,1,-0.123649,1,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
1101,0.015583,0.560978,36.431053,G0
1101,0.011402,0.700698,23.114275,G0
1101,0.011398,0.649385,23.020868,G0
1101,0.011594,0.754909,24.162859,G0
1101,0.013536,0.983468,19.540651,G0
1101,0.011151,0.766188,24.14156,G0
1101,0.011191,0.677561,24.249035,G0
1101,0.011357,0.782363,24.816206,G0
1101,0.010831,0.935835,26.016773,G0
1101,0.013881,1.042902,21.662022,G0
1000,1,0.082901,1,G2
1000,0.020163,0.06255,15.263703,G2
1000,1,-0.146893,1,G2
1000,1,-0.116136,1,G2
1000,0.02079,0.079941,15.096219,G2
1000,1,-0.099074,1,G2
1000,1,-0.077608,1,G2
1000,1,-0.044573,1,G2
1000,1,-0.15065,1,G2
1000,1,-0.132626,1,G2
1,1,0.011443,1,G3
1,0,0,0,G3
1,1,0.232822,1,G3
1,1,0.254014,1,G3
1,1,0.161145,1,G3
1,1,0.139832,1,G3
1,0.015459,0.348557,39.014492,G3
1,0.024163,0.232993,18.054581,G3
1,1,0.292268,1,G3
1,1,0.031611,1,G3
11000,0.01132,0.000218,64.775955,G4
11000,0.010736,-0.062194,72.325745,G4
11000,0.011071,0.027395,70.673332,G4
11000,0.0114,-0.107223,64.577225,G4
11000,0.011556,-0.03914,66.82843,G4
11000,0.017567,0.308168,16.852362,G4
11000,0.011834,0.099385,65.615578,G4
11000,0.011023,-0.137127,64.435852,G4
11000,0.017425,0.278909,16.912418,G4
11000,0.011751,0.152046,64.698387,G4
1100,0.015008,0.253866,36.208942,G5
1100,0.014457,0.207207,36.89492,G5
1100,0.014868,0.131845,36.415234,G5
1100,0.013079,0.417831,16.216082,G5
1100,0.015642,0.465765,36.463387,G5
1100,0.014786,0.36592,37.810131,G5
1100,0.01504,0.254988,36.321648,G5
1100,0.02011,0.494482,24.371956,G5
1100,0.02342,0.670536,27.792711,G5
1100,0.015389,0.451246,14.700775,G5
1110,0.015161,0.620535,17.659349,G6
1110,0.013325,0.340796,19.670391,G6
1110,0.013629,0.460172,19.213182,G6
1110,0.014153,0.335342,18.47349,G6
1110,0.014974,0.390321,17.66643,G6
1110,0.014878,0.513536,17.778664,G6
1110,0.014263,0.466713,18.257576,G6
1110,0.01452,0.367528,18.060453,G6
1110,0.014403,0.423515,18.270853,G6
1110,0.015611,0.610478,18.136511,G6
10001,0.011984,1.036433,32.165939,G7
10001,0.011156,1.194456,72.363976,G7
10001,0.010727,1.227138,72.157265,G7
10001,0.011904,1.452045,37.974739,G7
10001,0.011072,0.955925,34.760662,G7
10001,0.011558,0.826892,31.771627,G7
10001,0.010878,0.862414,62.205849,G7
10001,0.010501,0.779082,63.946724,G7
10001,0.010635,0.614866,61.445362,G7
10001,0.011445,0.746833,32.17403,G7
11001,0.012229,0.642406,22.847958,G8
11001,0.011917,0.691796,23.77964,G8
11001,0.011702,0.851184,23.986782,G8
11001,0.011597,0.620343,24.346552,G8
11001,0.010948,0.529633,25.855455,G8
11001,0.01127,0.626107,25.085857,G8
11001,0.011619,0.793669,24.079029,G8
11001,0.011397,0.799647,24.72452,G8
11001,0.011659,0.815534,24.11879,G8
11001,0.015045,0.457876,38.858223,G8
11111,0.011028,1.016714,7.614478,G9
11111,0.009949,0.940934,8.807951,G9
11111,0.010189,0.820475,8.681292,G9
11111,0.011212,1.013903,6.667328,G9
11111,0.010182,1.098606,8.828945,G9
11111,0.009492,0.951457,9.387129,G9
11111,0.009211,0.676148,10.185197,G9
11111,0.010216,0.798898,8.834447,G9
11111,0.010888,1.13354,7.174205,G9
11111,0.010339,1.143635,8.426088,G9
0,0.018991,0.669171,35.591549,G1
0,0,0,0,G1
0,1,0.566101,1,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
0,0,0,0,G1
1101,0.011154,0.428427,24.088034,G0
1101,0.01162,0.600893,23.128529,G0
1101,0.011376,0.585449,23.32196,G0
1101,0.016074,0.347165,34.513943,G0
1101,0.011033,0.412131,23.88064,G0
1101,0.01112,0.708656,24.340282,G0
1101,0.011141,0.767946,24.066637,G0
1101,0.016025,0.709577,35.845936,G0
1101,0.01572,0.516266,35.715801,G0
1101,0.010908,0.518959,24.617819,G0
1000,0.036082,1.912317,52.631523,G2
1000,0,0,0,G2
1000,0,0,0,G2
1000,1,0.838413,1,G2
1000,0,0,0,G2
1000,1,0.440294,1,G2
1000,1,-0.301824,1,G2
1000,1,-0.38944,1,G2
1000,1,-0.344222,1,G2
1000,1,-0.241185,1,G2
1,1,-0.199055,1,G3
1,0.017628,0.074395,33.151272,G3
1,0,0,0,G3
1,1,0.048779,1,G3
1,1,0.195088,1,G3
1,1,0.049099,1,G3
1,1,0.060909,1,G3
1,1,0.002198,1,G3
1,1,-0.014611,1,G3
1,1,-0.172701,1,G3
11000,0.027495,-0.072026,10.288001,G4
11000,0.012179,-0.35709,57.404831,G4
11000,0.023979,-0.057814,12.263541,G4
11000,0.012371,-0.306567,55.730202,G4
11000,0.011632,-0.456731,58.169212,G4
11000,0.011963,-0.538603,52.200359,G4
11000,0.012571,-0.49363,52.062038,G4
11000,0.022713,0.315553,61.852562,G4
11000,0.012888,-0.274237,51.770668,G4
11000,0.034152,-0.071735,63.384914,G4
1100,0.02039,0.344217,26.076427,G5
1100,0.019394,0.00125,27.277973,G5
1100,0.019014,-0.104991,27.534216,G5
1100,0.019206,0.100275,27.582676,G5
1100,0.019641,0.230157,26.975546,G5
1100,0.020034,0.20059,26.07238,G5
1100,0.018406,-0.008094,28.225647,G5
1100,0.015375,0.279717,60.335289,G5
1100,0.019417,0.184218,27.032518,G5
1100,0.019508,0.29544,27.724827,G5
1110,0.02997,0.516782,33.358143,G6
1110,0.015697,0.139307,16.399914,G6
1110,0.015816,0.094906,16.156572,G6
1110,0.015631,-0.129805,16.26786,G6
1110,0.052611,0.465319,25.080109,G6
1110,0.016834,0.181402,15.414824,G6
1110,0.018884,0.274874,13.936198,G6
1110,0.016977,0.13395,15.344725,G6
1110,0.033821,0.005638,14.859858,G6
1110,0.01103,0.317525,24.223589,G6
10001,0.013018,0.623048,30.709044,G7
10001,0.011292,0.627914,61.148945,G7
10001,0.012412,0.587678,29.931185,G7
10001,0.011606,0.531465,57.964828,G7
10001,0.011732,0.683781,58.989616,G7
10001,0.011921,0.727063,31.577063,G7
10001,0.011871,0.559888,57.580097,G7
10001,0.011567,0.408152,57.93148,G7
10001,0.050177,1.685299,114.413979,G7
10001,0.046378,1.697408,106.343872,G7
11001,0.012986,0.496928,20.997494,G8
11001,0.011998,0.350388,22.975052,G8
11001,0.012695,0.26795,21.786654,G8
11001,0.012879,0.356405,21.023575,G8
11001,0.013162,0.538121,20.612978,G8
11001,0.012941,0.285648,20.881372,G8
11001,0.01283,0.095009,21.139162,G8
11001,0.012804,0.063922,21.055159,G8
11001,0.013011,0.273822,20.682329,G8
11001,0.013227,0.497472,20.561441,G8
11111,0.009618,1.037722,8.656054,G9
11111,0.00954,0.96735,8.596058,G9
11111,0.009611,0.972766,8.835953,G9
11111,0.009665,0.967241,8.444284,G9
11111,0.009683,1.00079,8.210151,G9
11111,0.009614,0.910479,9.262285,G9
11111,0.009669,0.776657,9.08777,G9
11111,0.009657,0.79672,9.200364,G9
11111,0.009594,1.012155,8.893003,G9
11111,0.009706,1.080741,8.345312,G9
