@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2-6,12-16,17-19'

@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute fingersExtended numeric
@attribute fingersAreasAverage numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1.245688,1.195178,1.043989,0,0,3.248622,3.389153,2.988763,0,0,1101,22.025862,G0
1.232351,1.251703,1.108297,0,0,4.264217,4.445772,3.949125,0,0,1101,23.582598,G0
1.246366,1.250361,1.117049,0,0,3.768033,3.977086,3.516061,0,0,1101,23.222326,G0
1.24695,1.235729,1.122979,0,0,2.731685,2.908622,2.460076,0,0,1101,22.955881,G0
1.4322,1.39913,0.632419,1.265565,0,3.123606,3.323933,2.592962,2.944596,0,1101,10.192906,G0
1.232917,1.211,1.051842,0,0,3.240444,3.381718,2.946951,0,0,1101,22.540033,G0
1,0,0,0,0,0.40087,0,0,0,0,1000,0,G2
1,0,0,0,0,0.653741,0,0,0,0,1000,0,G2
1,0,0,0,0,0.85771,0,0,0,0,1000,0,G2
1,0,0,0,0,1.321642,0,0,0,0,1000,0,G2
1,0,0,0,0,0.898788,0,0,0,0,1000,0,G2
1,0,0,0,0,1.036665,0,0,0,0,1000,0,G2
1,0,0,0,0,0.616803,0,0,0,0,1000,0,G2
1,0,0,0,0,0.922724,0,0,0,0,1000,0,G2
1,0,0,0,0,1.167477,0,0,0,0,1000,0,G2
1,0,0,0,0,1.068267,0,0,0,0,1000,0,G2
1,0,0,0,0,1.649739,0,0,0,0,1,0,G3
0.6588,1.360521,0,0,0,1.435525,2.107758,0,0,0,1,8.558611,G3
0.660612,1.356346,0,0,0,0.548141,1.22534,0,0,0,1,8.260798,G3
0.666823,1.343415,0,0,0,1.853569,2.511358,0,0,0,1,6.617039,G3
1,0,0,0,0,1.988561,0,0,0,0,1,0,G3
1,0,0,0,0,1.962445,0,0,0,0,1,0,G3
1,0,0,0,0,2.501432,0,0,0,0,1,0,G3
0.544728,1.480188,0,0,0,2.919052,3.886456,0,0,0,1,6.362509,G3
1,0,0,0,0,0.683025,0,0,0,0,1,0,G3
1,0,0,0,0,0.724118,0,0,0,0,1,0,G3
1.268887,1.629095,0.765152,0,0,1.240211,2.010482,1.050212,0,0,11000,33.296272,G4
1.00659,1.36709,0,0,0,0.0255,0.501815,0,0,0,11000,50.63102,G4
1.045007,1.365271,0,0,0,0.912342,1.475883,0,0,0,11000,55.133663,G4
1.283839,1.614402,0.76951,0,0,1.84212,2.571226,1.619933,0,0,11000,33.506176,G4
1.282825,1.686174,0.768565,0,0,1.674193,2.580039,1.546137,0,0,11000,34.142021,G4
1.305858,1.692548,0.749131,0,0,1.76166,2.688617,1.643467,0,0,11000,34.076229,G4
1.285317,1.654206,0.749687,0,0,1.995824,2.891256,1.884853,0,0,11000,33.88287,G4
1.300965,1.621673,0.750556,0,0,2.123151,2.984541,2.01054,0,0,11000,33.99649,G4
1.267455,1.62279,0.76816,0,0,1.396748,2.168492,1.223954,0,0,11000,33.043938,G4
1.055957,1.372787,0,0,0,0.849059,1.356099,0,0,0,11000,55.099251,G4
1.020515,1.062002,0,0,0,1.106471,1.161095,0,0,0,1100,27.466497,G5
1.024568,1.053823,0,0,0,2.219078,2.218372,0,0,0,1100,27.646662,G5
1.018043,1.050198,0,0,0,2.037471,2.080377,0,0,0,1100,27.798517,G5
1.01986,1.049861,0,0,0,1.919999,1.983265,0,0,0,1100,27.890408,G5
1.009792,1.064384,0,0,0,2.073163,2.115077,0,0,0,1100,27.676783,G5
1.022119,1.056643,0,0,0,1.444278,1.495915,0,0,0,1100,27.788082,G5
1.027048,1.052296,0,0,0,1.429522,1.474883,0,0,0,1100,27.94903,G5
1.031838,1.032894,0,0,0,1.405533,1.459107,0,0,0,1100,28.034847,G5
1.016774,1.048859,0,0,0,1.967316,2.012777,0,0,0,1100,27.223623,G5
1.031374,1.037309,0,0,0,1.733198,1.746467,0,0,0,1100,27.652082,G5
1.052129,1.093906,1.006283,0,0,2.164897,2.290388,2.118141,0,0,1110,10.600265,G6
1.062311,1.094013,0.998184,0,0,2.287251,2.394208,2.207506,0,0,1110,12.493134,G6
1.050756,1.106625,0.999289,0,0,2.339605,2.46392,2.269868,0,0,1110,12.144472,G6
1.054394,1.096573,1.008857,0,0,2.346586,2.451472,2.276577,0,0,1110,12.252865,G6
1.071215,1.097632,1.000769,0,0,1.787336,1.921484,1.724274,0,0,1110,11.801364,G6
1.070423,1.093645,0.994088,0,0,1.943836,2.067434,1.880118,0,0,1110,11.276435,G6
1.065324,1.089834,0.998832,0,0,2.304076,2.418892,2.241728,0,0,1110,11.143898,G6
1.058645,1.100685,0.981467,0,0,2.452699,2.589725,2.409889,0,0,1110,11.084279,G6
1.028951,1.076591,1.034732,0,0,3.171474,3.280604,3.168819,0,0,1110,11.515809,G6
1.048864,1.088416,1.001232,0,0,2.524149,2.632466,2.473182,0,0,1110,10.676915,G6
1.507314,1.686501,0,0,0,1.615601,1.555722,0,0,0,10001,72.201683,G7
1.365983,1.547334,0,0,0,2.32244,2.365039,0,0,0,10001,72.33197,G7
1.41886,1.585524,0,0,0,1.884668,1.97073,0,0,0,10001,73.953262,G7
1.364759,1.57555,0,0,0,2.047573,2.128826,0,0,0,10001,72.239662,G7
1.359977,1.549269,0,0,0,1.963119,1.972337,0,0,0,10001,72.002129,G7
1.362769,1.546106,0,0,0,1.82528,2.00705,0,0,0,10001,71.816238,G7
1.373932,1.517447,0,0,0,2.839518,2.972112,0,0,0,10001,72.34948,G7
1.388326,1.589092,0,0,0,1.222643,1.454624,0,0,0,10001,72.178688,G7
1.409217,1.737773,0,0,0,0.12081,0.499218,0,0,0,10001,70.320694,G7
1.535126,1.813028,0,0,0,0.354456,0.523019,0,0,0,10001,71.736969,G7
1.079204,1.43363,1.353521,0,0,3.463594,4.243196,3.681748,0,0,11001,30.849527,G8
1.280526,1.558202,1.483408,0,0,2.692305,3.741098,3.097004,0,0,11001,31.945534,G8
1.37368,1.696356,0.696836,1.646568,0,1.933424,3.033857,1.957484,2.350348,0,11001,21.481026,G8
1.37117,1.694026,0.696763,1.66672,0,3.0454,4.182112,3.096088,3.552491,0,11001,21.277641,G8
1.205469,1.509366,1.431597,0,0,1.060611,1.962115,1.304427,0,0,11001,30.22794,G8
1.183858,1.504629,1.462855,0,0,1.230555,2.103075,1.433966,0,0,11001,30.293285,G8
1.19345,1.509751,1.474945,0,0,2.73273,3.676888,3.039683,0,0,11001,30.427029,G8
1.142747,1.45979,1.357312,0,0,2.3773,3.210921,2.6298,0,0,11001,29.231491,G8
1.087879,1.469004,1.318414,0,0,1.505794,2.302745,1.664755,0,0,11001,32.178814,G8
1.191585,1.612915,0.772766,1.463492,0,0.59654,1.576943,0.613251,1.059939,0,11001,18.19803,G8
1.564551,1.51508,1.568763,1.538196,1.478466,0.280518,1.850322,2.028571,1.907771,1.27657,11111,16.925793,G9
1.178462,1.337356,1.481364,1.48156,1.33477,2.162024,3.41393,3.611273,3.501278,2.952716,11111,14.389993,G9
1.210781,1.366835,1.457184,1.43989,1.31523,2.319769,3.542961,3.685598,3.565313,3.045263,11111,15.048035,G9
1.200763,1.387001,1.462178,1.472951,1.350742,2.223627,3.550491,3.67174,3.587299,3.055944,11111,15.112064,G9
1.210978,1.388367,1.460009,1.468834,1.347639,2.158136,3.46041,3.578918,3.489384,2.952679,11111,15.101608,G9
1.20858,1.377883,1.447629,1.45344,1.334159,1.716219,2.961399,3.087937,3.00403,2.48096,11111,14.763071,G9
1.218669,1.400747,1.490716,1.480281,1.396236,0.676198,1.99697,2.14448,2.011722,1.46829,11111,14.635629,G9
1.206793,1.385468,1.471198,1.493445,1.364725,1.347131,2.618608,2.739181,2.630876,2.055403,11111,14.770207,G9
1.18838,1.38159,1.478442,1.489341,1.358673,2.370163,3.669908,3.816625,3.714485,3.154437,11111,14.422077,G9
1.231341,1.398932,1.466533,1.456606,1.345475,1.015792,2.263813,2.351481,2.220672,1.65872,11111,14.827865,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
1.182832,1.223058,0.929561,0,0,2.50546,2.771589,2.434547,0,0,1101,16.554995,G0
1.16825,1.229557,0.916031,0,0,1.779556,1.961989,1.473321,0,0,1101,16.697701,G0
1.148685,1.215823,0.929532,0,0,2.12849,2.342911,1.965872,0,0,1101,16.640194,G0
1.154911,1.230629,0.960104,0,0,2.688904,2.759218,2.066185,0,0,1101,17.435453,G0
1.210237,1.237406,0.932009,0,0,2.676648,2.928436,2.506925,0,0,1101,17.180277,G0
1.001409,1.03591,0,0,0,1.834903,2.023987,0,0,0,1101,19.8237,G0
1.181617,1.228346,0.909928,0,0,1.994629,2.16077,1.64098,0,0,1101,16.431669,G0
1.18177,1.227338,0.934598,0,0,2.001169,2.161285,1.620225,0,0,1101,17.089495,G0
1.152201,1.220065,0.965079,0,0,2.394215,2.558391,2.006091,0,0,1101,17.478935,G0
1.180276,1.204634,0.908677,0,0,2.660907,2.713761,2.120425,0,0,1101,15.793607,G0
1,0,0,0,0,1.277505,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
1,0,0,0,0,0.894462,0,0,0,0,1000,0,G2
1,0,0,0,0,0.866158,0,0,0,0,1000,0,G2
1,0,0,0,0,0.938148,0,0,0,0,1000,0,G2
1,0,0,0,0,1.980027,0,0,0,0,1000,0,G2
1,0,0,0,0,2.284308,0,0,0,0,1000,0,G2
1,0,0,0,0,1.290012,0,0,0,0,1000,0,G2
1,0,0,0,0,0.662724,0,0,0,0,1000,0,G2
1,0,0,0,0,2.067153,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1,0,G3
0.890491,1.431572,0,0,0,0.134786,0.541037,0,0,0,1,37.467548,G3
0,0,0,0,0,0,0,0,0,0,1,0,G3
0,0,0,0,0,0,0,0,0,0,1,0,G3
1,0,0,0,0,1.982845,0,0,0,0,1,0,G3
0,0,0,0,0,0,0,0,0,0,1,0,G3
1,0,0,0,0,1.78512,0,0,0,0,1,0,G3
1,0,0,0,0,2.032873,0,0,0,0,1,0,G3
1,0,0,0,0,1.769209,0,0,0,0,1,0,G3
0,0,0,0,0,0,0,0,0,0,1,0,G3
1,0,0,0,0,0.291708,0,0,0,0,11000,0,G4
0.933344,1.356014,0,0,0,2.395534,2.826909,0,0,0,11000,43.335747,G4
1.143335,1.006341,0,0,0,0.670186,0.587854,0,0,0,11000,32.805344,G4
1.024392,1.275416,0,0,0,0.348918,0.578001,0,0,0,11000,44.423435,G4
1.325049,1.033047,0,0,0,0.577604,0.526616,0,0,0,11000,39.716812,G4
1.023916,1.354481,0,0,0,1.648453,2.143939,0,0,0,11000,47.848164,G4
1.07075,1.272106,0,0,0,2.468504,2.881587,0,0,0,11000,55.99432,G4
1.000195,1.303968,0,0,0,2.201258,2.4291,0,0,0,11000,47.99987,G4
0.986735,1.341908,0,0,0,1.022954,1.16707,0,0,0,11000,45.919861,G4
1,0,0,0,0,0.468058,0,0,0,0,11000,0,G4
1.016843,1.030781,0,0,0,0.990261,1.02083,0,0,0,1100,21.402111,G5
1.033247,1.021033,0,0,0,1.593661,1.610657,0,0,0,1100,23.92918,G5
1.472844,0.596878,0,0,0,2.648782,1.640749,0,0,0,1100,16.443775,G5
0,0,0,0,0,0,0,0,0,0,1100,0,G5
1.03736,1.008789,0,0,0,1.740619,1.738286,0,0,0,1100,22.162588,G5
1.022475,1.020169,0,0,0,2.001103,1.997056,0,0,0,1100,22.216434,G5
1.023871,1.024664,0,0,0,1.419548,1.439554,0,0,0,1100,21.863609,G5
1.551421,0.633072,1.577119,0,0,2.602875,1.234775,2.711801,0,0,1100,10.608878,G5
0,0,0,0,0,0,0,0,0,0,1100,0,G5
0,0,0,0,0,0,0,0,0,0,1100,0,G5
0.958437,1.076855,0,0,0,1.294993,1.466297,0,0,0,1110,17.562973,G6
1.059932,1.086665,1.004195,0,0,2.211512,2.312101,2.157485,0,0,1110,9.360357,G6
1,0,0,0,0,2.182261,0,0,0,0,1110,0,G6
1.037221,1.115223,0.971376,0,0,2.370808,2.461677,2.198257,0,0,1110,10.988033,G6
1.041879,1.129532,0.960993,0,0,1.894695,2.052802,1.807447,0,0,1110,11.582254,G6
1.165295,0.944777,0,0,0,1.410634,1.033499,0,0,0,1110,22.681602,G6
1.07936,1.203335,0.998434,0,0,2.349935,2.702308,2.228577,0,0,1110,11.771588,G6
1,0,0,0,0,2.264104,0,0,0,0,1110,0,G6
1,0,0,0,0,1.967882,0,0,0,0,1110,0,G6
1.033759,1.126025,0.951582,0,0,2.401308,2.541336,2.300484,0,0,1110,11.953943,G6
0.844203,1.457313,0,0,0,0.340684,0.189126,0,0,0,10001,37.84771,G7
1.755074,1.765174,0,0,0,0.613948,0.641166,0,0,0,10001,72.603188,G7
0,0,0,0,0,0,0,0,0,0,10001,0,G7
1,0,0,0,0,0.053994,0,0,0,0,10001,0,G7
1.373595,1.423203,0,0,0,0.533867,0.181889,0,0,0,10001,70.606186,G7
1.384723,1.537451,0,0,0,0.666647,0.500134,0,0,0,10001,70.109825,G7
0,0,0,0,0,0,0,0,0,0,10001,0,G7
1.36726,1.481558,0,0,0,1.228466,0.790985,0,0,0,10001,70.54409,G7
1.499203,1.371345,0,0,0,0.620907,0.400748,0,0,0,10001,70.084503,G7
1.484612,1.436747,0,0,0,0.122793,0.246611,0,0,0,10001,70.591492,G7
1.295293,1.374639,1.240206,0,0,3.744105,4.201895,3.589105,0,0,11001,22.836306,G8
1.294405,1.498237,1.268374,0,0,4.739797,5.474811,4.758352,0,0,11001,23.786694,G8
1.004887,1.20923,0,0,0,3.295316,3.744194,0,0,0,11001,38.128246,G8
1.04629,1.146556,0,0,0,2.312316,2.773104,0,0,0,11001,31.819365,G8
1.145721,1.431977,1.224919,0,0,3.357679,3.88082,3.13008,0,0,11001,22.626364,G8
1.240231,1.435948,1.267829,0,0,4.073969,4.55499,3.808392,0,0,11001,23.33161,G8
1.229479,1.494426,1.494856,0,0,6.128428,6.948523,6.150044,0,0,11001,26.163639,G8
1.162688,1.011032,0,0,0,5.694261,5.623022,0,0,0,11001,37.014832,G8
1.285286,1.387948,1.303376,0,0,6.427003,6.914099,6.290797,0,0,11001,23.01911,G8
1.251603,1.478745,1.227766,0,0,5.480635,6.020041,5.137407,0,0,11001,24.572662,G8
1.130476,1.335745,1.337355,1.310386,1.181252,2.674495,3.467142,3.42099,3.247894,2.651787,11111,11.60432,G9
1.660336,1.594941,1.622056,1.533188,1.497771,2.786075,4.331477,4.479289,4.214166,3.448234,11111,15.68569,G9
1.191547,1.377091,1.439314,1.355781,1.235072,1.965601,3.084621,3.221116,3.054302,2.562638,11111,13.020551,G9
1.164318,1.368466,1.428478,1.387682,1.169014,4.15389,5.105647,5.120188,4.926242,4.246762,11111,13.174008,G9
1.207752,1.427646,1.434598,1.353656,1.215002,0.817203,1.97503,2.01991,1.812495,1.255303,11111,13.541288,G9
1.191091,1.254777,1.268656,1.245045,0,1.384658,2.098935,2.041083,1.80605,0,11111,13.963314,G9
1.100646,1.353443,1.34881,1.305814,1.168729,3.601786,4.696747,4.803766,4.735086,4.276867,11111,11.450706,G9
1.151328,1.339433,1.344,1.323793,1.223306,6.017807,7.086591,7.203006,7.151492,6.706867,11111,11.691153,G9
1.164564,1.408022,1.408167,1.287655,1.219154,5.221117,6.340759,6.365201,6.127171,5.617724,11111,13.243307,G9
1.146614,1.335053,1.330889,1.31807,1.176286,3.601325,4.566732,4.599581,4.503874,3.978602,11111,11.963731,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
1,0,0,0,0,0.958619,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
1.242647,1.20194,0.862213,0,0,1.443633,1.679687,1.332674,0,0,1101,15.414836,G0
1.200797,1.23402,0.85895,0,0,2.316373,2.505263,2.023229,0,0,1101,15.732098,G0
1.174188,1.228878,0.892733,0,0,2.513523,2.666659,2.159433,0,0,1101,15.360113,G0
1.192532,1.241911,0.871868,0,0,2.147329,2.285386,1.775265,0,0,1101,15.894578,G0
1.190817,1.248964,0.814285,0,0,1.726695,2.021174,1.665006,0,0,1101,16.003513,G0
1.199545,1.247907,0.880722,0,0,2.339178,2.424119,1.833871,0,0,1101,16.262325,G0
1.212116,1.231709,0.82093,0,0,1.603513,1.869291,1.527964,0,0,1101,15.865169,G0
1.229028,1.165185,0.869911,0,0,2.166372,2.244421,1.813531,0,0,1101,14.827022,G0
1.234573,1.191104,0.844482,0,0,1.768159,1.925906,1.527198,0,0,1101,15.286278,G0
1.186348,1.214406,0.897116,0,0,2.093999,2.235826,1.758586,0,0,1101,15.282679,G0
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
1,0,0,0,0,1.608688,0,0,0,0,1,0,G3
1,0,0,0,0,2.254209,0,0,0,0,1,0,G3
1,0,0,0,0,2.441876,0,0,0,0,1,0,G3
1,0,0,0,0,2.032701,0,0,0,0,1,0,G3
0,0,0,0,0,0,0,0,0,0,1,0,G3
0,0,0,0,0,0,0,0,0,0,1,0,G3
0,0,0,0,0,0,0,0,0,0,1,0,G3
1,0,0,0,0,2.326077,0,0,0,0,1,0,G3
1,0,0,0,0,2.131044,0,0,0,0,1,0,G3
1,0,0,0,0,2.366603,0,0,0,0,1,0,G3
1.132738,1.300699,0,0,0,1.833169,2.137151,0,0,0,11000,60.291145,G4
1.189796,1.363942,0,0,0,1.966945,2.314631,0,0,0,11000,65.190086,G4
1.239398,1.365752,0,0,0,2.453563,2.880613,0,0,0,11000,57.752979,G4
1,0,0,0,0,1.284406,0,0,0,0,11000,0,G4
1.372586,1.650127,0.796061,0,0,1.931542,2.476516,1.548451,0,0,11000,39.172405,G4
1,0,0,0,0,1.361327,0,0,0,0,11000,0,G4
1.151951,1.426902,0,0,0,0.997638,1.133746,0,0,0,11000,64.328163,G4
1.04169,1.330712,0,0,0,1.679981,2.040292,0,0,0,11000,64.884415,G4
1.208354,1.375292,0,0,0,1.817721,2.142984,0,0,0,11000,67.481865,G4
1.134476,1.444546,0,0,0,1.355574,1.551723,0,0,0,11000,65.172585,G4
1.026045,1.035619,0,0,0,1.355692,1.286835,0,0,0,1100,26.83696,G5
1,0,0,0,0,1.31139,0,0,0,0,1100,0,G5
1,0,0,0,0,1.855923,0,0,0,0,1100,0,G5
0,0,0,0,0,0,0,0,0,0,1100,0,G5
1.090131,1.00351,0,0,0,1.780371,1.721081,0,0,0,1100,31.140699,G5
1.115823,0.985226,0,0,0,1.84666,1.734795,0,0,0,1100,32.815556,G5
1.042484,1.028131,0,0,0,1.234023,1.294113,0,0,0,1100,28.256777,G5
1.015931,1.041752,0,0,0,1.244284,1.305939,0,0,0,1100,25.189964,G5
0,0,0,0,0,0,0,0,0,0,1100,0,G5
1.026927,1.038729,0,0,0,1.181218,1.25409,0,0,0,1100,27.55373,G5
1.06465,1.104631,1.012887,0,0,2.006508,2.153533,1.995845,0,0,1110,13.034572,G6
1.085534,1.107355,1.008326,0,0,2.311925,2.442055,2.246718,0,0,1110,12.882414,G6
1.075459,1.080454,1.009474,0,0,2.017834,2.077801,1.916269,0,0,1110,12.669732,G6
1.084312,1.09783,0.983893,0,0,2.236663,2.298096,2.077478,0,0,1110,12.510807,G6
1.100733,1.108557,0.967999,0,0,1.517597,1.66833,1.480218,0,0,1110,12.874411,G6
1.075615,1.098636,0.961274,0,0,2.019006,2.019825,1.759594,0,0,1110,12.64854,G6
1.095584,1.00673,0.972302,0,0,1.352494,1.310956,1.256135,0,0,1110,8.340778,G6
1.085215,1.098253,1.041237,0,0,1.642932,1.775795,1.605941,0,0,1110,12.481422,G6
1.140261,1.162839,1.055856,0,0,1.35763,1.584066,1.294743,0,0,1110,13.877941,G6
1.101777,1.164791,1.033617,0,0,1.981714,2.251905,1.984155,0,0,1110,14.421288,G6
1.441397,1.435958,0,0,0,3.339941,3.142388,0,0,0,10001,67.945549,G7
1.51256,0.945886,1.512572,0,0,2.726612,2.653922,2.880503,0,0,10001,17.541431,G7
4.990525,4.886392,5.418699,0,0,7.899304,0.964787,9.783976,0,0,10001,102.651253,G7
1.529198,0.947719,1.585768,0,0,2.926727,2.764261,2.89045,0,0,10001,17.548336,G7
1.378714,1.468362,0,0,0,2.593138,2.570461,0,0,0,10001,70.948708,G7
1.491613,0.907172,1.595141,0,0,4.11634,3.983932,4.172822,0,0,10001,16.00613,G7
1.463505,1.603995,0,0,0,3.792433,3.9326,0,0,0,10001,66.473228,G7
1.384675,1.407995,0,0,0,2.945276,2.684536,0,0,0,10001,66.771965,G7
1.377969,1.434744,0,0,0,3.113246,3.192102,0,0,0,10001,65.038383,G7
1.404052,1.458803,0,0,0,2.266715,2.425123,0,0,0,10001,66.394348,G7
1.513531,1.713959,0.817849,1.627649,0,3.803804,4.764359,3.880919,4.396766,0,11001,20.891115,G8
1.347124,1.627229,1.385172,0,0,3.288351,4.097537,3.117222,0,0,11001,31.38324,G8
1.363553,1.561829,1.37883,0,0,3.106524,4.031798,3.459741,0,0,11001,31.686392,G8
1.190614,1.580857,1.514336,0,0,3.275122,4.222198,3.638376,0,0,11001,27.707554,G8
1.345056,1.558697,1.352468,0,0,3.630464,4.287391,3.475688,0,0,11001,30.502422,G8
1.343821,1.604539,1.389919,0,0,3.10248,3.915275,3.114105,0,0,11001,30.108883,G8
1.423094,1.545565,1.269856,0,0,3.32514,3.855591,2.969091,0,0,11001,32.0201,G8
1.361964,1.552095,1.238897,0,0,3.234271,3.97739,3.212373,0,0,11001,30.925774,G8
1.344063,1.543989,1.279366,0,0,3.933917,4.61943,3.876088,0,0,11001,30.326429,G8
1.440783,1.543734,1.336304,0,0,2.693324,3.191657,2.373737,0,0,11001,29.19313,G8
1.246742,1.452826,1.500555,1.225824,1.480862,1.500124,2.649596,2.737096,1.964551,2.425604,11111,14.871129,G9
1.302742,1.510531,1.530767,1.266142,1.520128,1.264069,2.549188,2.719091,1.952886,2.46722,11111,15.45827,G9
1.312067,1.510798,1.538228,1.282076,1.502647,1.686696,2.785559,2.799219,1.841744,2.370723,11111,15.54511,G9
1.230421,1.420946,1.401081,1.363216,0,1.461024,2.495109,2.557856,2.205323,0,11111,18.85865,G9
1.355043,1.537412,1.556531,1.289241,1.513746,1.459282,2.684768,2.793168,1.872318,2.433289,11111,16.058281,G9
1.245335,1.471763,1.512223,1.276404,1.530626,2.232434,3.487632,3.696452,2.991677,3.503557,11111,14.938213,G9
1.293503,1.482538,1.56253,1.120498,1.540042,2.020572,3.255954,3.460378,2.607853,3.168638,11111,15.092463,G9
1.217342,1.391761,1.441116,1.271751,0,2.253848,3.248523,3.31209,2.819771,0,11111,19.273312,G9
1.188195,1.440189,1.500529,1.454933,1.443254,2.016058,3.25262,3.401956,3.194432,2.644456,11111,14.222714,G9
1.139859,1.347398,1.410246,1.318824,0,2.400728,3.201528,3.13351,2.643073,0,11111,18.356731,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
1.211881,1.240714,0.92351,0,0,2.186371,2.331832,1.754914,0,0,1101,18.602095,G0
1.236502,1.242322,0.937168,0,0,2.209571,2.427099,1.933388,0,0,1101,19.103363,G0
1.242309,1.264151,0.943161,0,0,2.318259,2.528678,1.965183,0,0,1101,19.502136,G0
1.361516,1.035,0,0,0,2.283682,1.949924,0,0,0,1101,54.984791,G0
1.214835,1.244305,1.00982,0,0,2.525307,2.668672,2.077415,0,0,1101,20.512224,G0
1.229098,1.261852,0.998297,0,0,2.273007,2.462442,1.884354,0,0,1101,21.153313,G0
1.227685,1.254238,0.94242,0,0,2.268166,2.474867,1.965286,0,0,1101,20.143066,G0
1.229196,1.232999,0.922549,0,0,2.313964,2.480407,1.967646,0,0,1101,18.271017,G0
1,0,0,0,0,1.671627,0,0,0,0,1101,0,G0
1.215579,1.236255,0.932904,0,0,2.46249,2.587882,1.998994,0,0,1101,18.643627,G0
1,0,0,0,0,0.635119,0,0,0,0,1000,0,G2
1,0,0,0,0,0.955509,0,0,0,0,1000,0,G2
1,0,0,0,0,0.818895,0,0,0,0,1000,0,G2
1,0,0,0,0,0.890876,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
1,0,0,0,0,1.074743,0,0,0,0,1000,0,G2
1,0,0,0,0,0.829774,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
1.461845,0.742863,0,0,0,2.555643,1.731921,0,0,0,1000,33.111378,G2
1,0,0,0,0,0.869108,0,0,0,0,1000,0,G2
1,0,0,0,0,0.940439,0,0,0,0,1,0,G3
1,0,0,0,0,2.48596,0,0,0,0,1,0,G3
1,0,0,0,0,2.216718,0,0,0,0,1,0,G3
1,0,0,0,0,2.063697,0,0,0,0,1,0,G3
1,0,0,0,0,1.884531,0,0,0,0,1,0,G3
1,0,0,0,0,1.674197,0,0,0,0,1,0,G3
1,0,0,0,0,1.57501,0,0,0,0,1,0,G3
1,0,0,0,0,1.653526,0,0,0,0,1,0,G3
1,0,0,0,0,1.809224,0,0,0,0,1,0,G3
1,0,0,0,0,1.55895,0,0,0,0,1,0,G3
1,0,0,0,0,1.764658,0,0,0,0,11000,0,G4
1.372332,1.668003,0.875014,0,0,1.913408,2.763506,1.882963,0,0,11000,37.780254,G4
1.383626,1.664201,0.879282,0,0,1.746719,2.481959,1.613256,0,0,11000,37.759594,G4
1.126142,1.363217,0,0,0,1.491161,1.903705,0,0,0,11000,61.082603,G4
1.020673,1.343443,0,0,0,1.439109,1.909232,0,0,0,11000,57.431267,G4
