@relation gesture-weka.filters.unsupervised.attribute.Remove-V-R2-19

@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute fingersExtended numeric
@attribute fingersAreasAverage numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,G2
1,0,0,0,0,0.688932,0,0,0,0,0.669806,0,0,0,0,1000,0,G2
1,0,0,0,0,0.959572,0,0,0,0,0.819212,0,0,0,0,1000,0,G2
1.767369,3.147593,0,0,0,0.851511,2.24432,0,0,0,5.588802,8.966497,0,0,0,1,49.595951,G3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,G3
2.123695,1.138777,0,0,0,1.95001,1.048279,0,0,0,3.357691,1.68142,0,0,0,1,53.400436,G3
1,0,0,0,0,2.333002,0,0,0,0,1.962697,0,0,0,0,1,0,G3
1,0,0,0,0,2.773269,0,0,0,0,2.435554,0,0,0,0,1,0,G3
1,0,0,0,0,2.721941,0,0,0,0,2.509979,0,0,0,0,1,0,G3
1,0,0,0,0,2.978084,0,0,0,0,2.32126,0,0,0,0,1,0,G3
1,0,0,0,0,2.958722,0,0,0,0,2.432033,0,0,0,0,1,0,G3
1,0,0,0,0,2.848078,0,0,0,0,2.480385,0,0,0,0,1,0,G3
1,0,0,0,0,2.831246,0,0,0,0,2.548279,0,0,0,0,1,0,G3
1.044581,1.342762,0,0,0,2.004285,2.014616,0,0,0,1.92091,2.217389,0,0,0,11000,50.252277,G4
1.020261,1.317115,0,0,0,1.996889,2.190649,0,0,0,1.920436,2.281158,0,0,0,11000,48.429398,G4
1.321737,1.651428,0.750893,0,0,1.769943,2.514284,2.047784,0,0,2.536567,3.216953,2.18216,0,0,11000,29.924503,G4
1.062852,1.324382,0,0,0,1.856158,2.28397,0,0,0,1.971869,2.394318,0,0,0,11000,50.12207,G4
1,0,0,0,0,2.291684,0,0,0,0,2.732039,0,0,0,0,11000,0,G4
1.073794,1.30584,0,0,0,2.089313,2.244496,0,0,0,2.382105,2.670159,0,0,0,11000,49.292255,G4
1,0,0,0,0,2.156908,0,0,0,0,2.472052,0,0,0,0,11000,0,G4
2.426123,3.016772,3.896007,0,0,2.320615,1.834633,0.072446,0,0,5.081109,5.19557,0.39465,0,0,11000,57.205299,G4
1.06402,1.320101,0,0,0,1.940806,2.083908,0,0,0,1.956647,2.264404,0,0,0,11000,50.425652,G4
2.693208,3.57611,2.55779,0,0,1.90116,2.170673,0.082008,0,0,4.982361,6.120978,0.608062,0,0,11000,65.50779,G4
2.199001,1.639516,2.16513,0,0,2.501569,0.289675,1.918442,0,0,3.765091,0.737544,3.4505,0,0,1100,32.543568,G5
2.141883,2.164821,1.42265,0,0,1.926566,2.741486,0.250341,0,0,3.384465,3.725769,0.638286,0,0,1100,25.859247,G5
2.333807,2.369031,1.853207,0,0,2.322969,2.960121,0.346066,0,0,5.593565,5.910605,2.083252,0,0,1100,30.070374,G5
1.039327,1.02623,0,0,0,2.580063,2.729897,0,0,0,2.093861,2.101737,0,0,0,1100,26.184465,G5
2.224463,2.196892,1.603008,0,0,2.006875,2.809927,0.354558,0,0,4.059782,4.40859,1.17984,0,0,1100,28.065109,G5
1.031071,1.03258,0,0,0,2.351727,2.688235,0,0,0,1.656116,1.69653,0,0,0,1100,26.263199,G5
1.036528,1.036541,0,0,0,2.521131,2.566952,0,0,0,1.798941,1.804901,0,0,0,1100,27.691299,G5
1.04369,1.03313,0,0,0,2.680233,2.699894,0,0,0,2.568328,2.561266,0,0,0,1100,27.695864,G5
1.053785,1.028066,0,0,0,2.580122,2.834997,0,0,0,3.158669,3.18687,0,0,0,1100,28.322369,G5
2.297215,1.865202,2.255105,0,0,2.827489,0.449709,2.217872,0,0,5.362423,1.921971,5.017191,0,0,1100,35.310863,G5
1.077393,1.096172,0.999455,0,0,1.715708,2.537352,2.836864,0,0,1.579357,1.806409,1.735807,0,0,1110,12.993946,G6
2.02605,2.017681,1.018541,0,0,1.525339,2.557153,0.505429,0,0,2.820252,3.387056,0.9349,0,0,1110,39.22271,G6
1.049701,1.090621,1.000589,0,0,2.019798,2.529229,2.401409,0,0,1.585589,1.715658,1.609502,0,0,1110,13.663955,G6
1.657778,1.694712,1.652378,1.022134,0,1.973807,2.564436,2.633433,0.365885,0,2.747815,2.996877,2.968055,0.722541,0,1110,16.007074,G6
1.060439,1.085207,0.994052,0,0,1.774795,2.447221,2.787774,0,0,1.516607,1.69428,1.633131,0,0,1110,11.522738,G6
1.053896,1.093207,0.987668,0,0,1.834636,2.518157,2.936513,0,0,1.645035,1.852884,1.783288,0,0,1110,12.43867,G6
1.631044,1.675166,1.546922,0.848904,0,1.782567,2.526805,2.889133,0.453156,0,2.539201,2.884054,2.807809,0.778021,0,1110,13.015529,G6
1.930307,1.973415,1.798293,1.506046,0,1.322955,2.260967,2.466335,0.140211,0,2.169876,2.692333,2.55109,0.262122,0,1110,17.903217,G6
1.092185,1.09543,1.040959,0,0,2.231565,3.02423,2.450066,0,0,2.311286,2.460773,2.325623,0,0,1110,12.717153,G6
1.102517,1.07224,1.01456,0,0,2.448985,3.036522,2.533471,0,0,2.888182,2.963516,2.827507,0,0,1110,12.520615,G6
1.168145,1.134916,0,0,0,1.989126,2.413562,0,0,0,2.192527,2.306137,0,0,0,10001,53.090115,G7
1.223495,0.873493,0,0,0,2.360695,2.399822,0,0,0,2.098306,1.75715,0,0,0,10001,28.018694,G7
1,0,0,0,0,2.690287,0,0,0,0,2.219085,0,0,0,0,10001,0,G7
1.216762,0.883311,1.279985,0,0,2.121653,2.497693,2.157243,0,0,2.246607,2.023843,2.321926,0,0,10001,15.145524,G7
1.285366,0.929974,1.320914,0,0,1.985083,2.163472,1.901991,0,0,2.159252,1.875043,2.157629,0,0,10001,16.040144,G7
2.118208,1.40491,2.161539,1.199585,0,1.992423,2.516061,2.306331,0.430566,0,4.417421,4.073871,4.702125,1.875468,0,10001,18.946047,G7
1.137746,1.197523,0,0,0,2.095033,2.391093,0,0,0,2.523398,2.696643,0,0,0,10001,53.317043,G7
5.048168,4.890337,3.183431,5.385864,0,1.519694,2.743973,0.705538,0.347904,0,9.964713,12.381773,6.060918,3.987506,0,10001,73.7379,G7
4.323671,2.149851,4.516919,2.982833,0,2.664806,0.915498,1.696776,0.127816,0,8.969092,4.264287,7.81752,1.955696,0,10001,43.990543,G7
2.969179,3.065279,2.913431,0,0,1.900903,2.454406,0.198404,0,0,5.735237,6.370481,1.248434,0,0,10001,68.384651,G7
1.055772,1.485599,1.14343,0,0,1.886526,2.661771,1.884106,0,0,2.463647,3.189894,2.539773,0,0,11001,21.129341,G8
0.944878,1.262862,0,0,0,2.350528,2.50302,0,0,0,2.552048,2.908525,0,0,0,11001,35.649731,G8
1.075548,1.432343,1.095183,0,0,1.896448,2.761254,2.100148,0,0,2.625465,3.310952,2.756505,0,0,11001,21.487328,G8
4.601766,5.814073,4.274864,8.398026,0,1.833655,2.759053,2.312354,0.078119,0,13.37717,16.406713,14.285071,2.789194,0,11001,72.484947,G8
1.035103,1.453821,1.104803,0,0,1.951545,2.699029,1.898096,0,0,2.271872,2.93282,2.30768,0,0,11001,21.154732,G8
1.085711,1.494142,1.140937,0,0,1.728008,2.77851,1.993878,0,0,2.384982,3.216164,2.59698,0,0,11001,22.493742,G8
1.063757,1.448941,1.112628,0,0,1.943237,2.823601,2.186256,0,0,3.270124,4.019603,3.459401,0,0,11001,22.281046,G8
1.088945,1.408296,1.116165,0,0,2.063858,2.823438,2.287894,0,0,4.73728,5.407362,4.905256,0,0,11001,20.742393,G8
1.141092,1.456135,1.102365,0,0,1.900286,2.750114,2.186526,0,0,3.730794,4.469506,3.892395,0,0,11001,22.39427,G8
1.128675,1.494483,1.10443,0,0,1.841493,2.703593,2.058298,0,0,3.08476,3.858044,3.208477,0,0,11001,22.674759,G8
1.013166,1.3929,1.382275,1.350179,1.229316,1.56373,2.814935,2.948923,2.553362,1.61643,2.605869,3.583256,3.591082,3.476862,2.806365,11111,10.585863,G9
1.024812,1.353729,1.427092,1.32135,1.156443,1.124665,2.418417,2.985157,2.475768,1.333657,1.26991,2.19238,2.324479,2.169836,1.536889,11111,9.982105,G9
1.110521,1.454095,1.464804,1.416357,1.270064,1.215467,2.620622,2.998021,2.551088,1.465394,1.967825,3.13889,3.205146,3.083863,2.320241,11111,11.447453,G9
1.201024,1.455367,1.44199,1.242957,0,1.759626,2.719538,2.741096,1.869108,0,4.289592,5.136301,5.129916,4.419653,0,11111,14.678608,G9
1.23529,1.176529,1.119917,1.038517,0,2.36904,2.832973,3.010623,2.027138,0,3.943308,4.039729,4.006492,3.576392,0,11111,10.771594,G9
1.193112,1.217629,1.120489,0.994457,0,2.114746,2.705912,2.937952,1.778146,0,2.229235,2.401072,2.326977,1.889486,0,11111,10.517155,G9
1.038206,1.353937,1.416972,1.341329,1.193953,1.353749,2.647345,3.020145,2.559113,1.50563,1.830875,2.764143,2.869909,2.733367,2.075783,11111,10.132499,G9
1.047183,1.302948,1.417079,1.328552,1.148158,1.228734,2.475577,2.953203,2.557208,1.469958,1.48832,2.336564,2.509696,2.377496,1.753782,11111,9.755891,G9
0.967905,1.346194,1.399953,1.260827,1.083269,1.437756,2.630109,3.007327,2.641675,1.638387,1.746774,2.628773,2.724137,2.545563,1.978785,11111,9.978333,G9
0.990776,1.217844,1.365623,1.275619,1.142608,1.709444,2.772505,3.057835,2.723049,1.87582,2.687785,3.385308,3.56586,3.432508,2.926412,11111,9.092672,G9
1,0,0,0,0,2.598817,0,0,0,0,1.613176,0,0,0,0,0,0,G1
1,0,0,0,0,2.598858,0,0,0,0,1.63355,0,0,0,0,0,0,G1
1,0,0,0,0,2.470571,0,0,0,0,1.616138,0,0,0,0,0,0,G1
1,0,0,0,0,2.137102,0,0,0,0,1.208764,0,0,0,0,0,0,G1
1,0,0,0,0,2.433113,0,0,0,0,1.382959,0,0,0,0,0,0,G1
1,0,0,0,0,2.52065,0,0,0,0,1.913025,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1,0,0,0,0,2.370869,0,0,0,0,1.825747,0,0,0,0,0,0,G1
1.217811,1.204233,1.061921,0,0,2.336072,2.910873,2.055037,0,0,3.304496,3.448358,3.020074,0,0,1101,22.824327,G0
1.236176,1.246219,1.062513,0,0,2.386261,2.909562,2.074977,0,0,4.541755,4.727411,4.205803,0,0,1101,22.040724,G0
1.246101,1.252298,1.075777,0,0,2.322563,2.876096,2.003586,0,0,3.824039,4.012097,3.487435,0,0,1101,23.467112,G0
1.240263,1.251797,1.085791,0,0,2.263254,2.827295,1.89536,0,0,3.142044,3.325052,2.7981,0,0,1101,23.512405,G0
1.245688,1.195178,1.043989,0,0,2.252162,2.878462,2.105362,0,0,3.248622,3.389153,2.988763,0,0,1101,22.025862,G0
1.232351,1.251703,1.108297,0,0,2.327559,2.732781,1.996378,0,0,4.264217,4.445772,3.949125,0,0,1101,23.582598,G0
1.246366,1.250361,1.117049,0,0,2.224649,2.732185,2.001122,0,0,3.768033,3.977086,3.516061,0,0,1101,23.222326,G0
1.24695,1.235729,1.122979,0,0,2.11568,2.668838,1.833364,0,0,2.731685,2.908622,2.460076,0,0,1101,22.955881,G0
1.4322,1.39913,0.632419,1.265565,0,2.008995,2.488293,2.517543,1.968373,0,3.123606,3.323933,2.592962,2.944596,0,1101,10.192906,G0
1.232917,1.211,1.051842,0,0,2.300003,2.851879,2.049079,0,0,3.240444,3.381718,2.946951,0,0,1101,22.540033,G0
1,0,0,0,0,0.199437,0,0,0,0,0.40087,0,0,0,0,1000,0,G2
1,0,0,0,0,0.633166,0,0,0,0,0.653741,0,0,0,0,1000,0,G2
1,0,0,0,0,1.029667,0,0,0,0,0.85771,0,0,0,0,1000,0,G2
1,0,0,0,0,2.019135,0,0,0,0,1.321642,0,0,0,0,1000,0,G2
1,0,0,0,0,1.087135,0,0,0,0,0.898788,0,0,0,0,1000,0,G2
1,0,0,0,0,1.3934,0,0,0,0,1.036665,0,0,0,0,1000,0,G2
1,0,0,0,0,0.509009,0,0,0,0,0.616803,0,0,0,0,1000,0,G2
1,0,0,0,0,0.939927,0,0,0,0,0.922724,0,0,0,0,1000,0,G2
1,0,0,0,0,2.147207,0,0,0,0,1.167477,0,0,0,0,1000,0,G2
1,0,0,0,0,2.231846,0,0,0,0,1.068267,0,0,0,0,1000,0,G2
1,0,0,0,0,2.538551,0,0,0,0,1.649739,0,0,0,0,1,0,G3
0.6588,1.360521,0,0,0,2.733055,2.463676,0,0,0,1.435525,2.107758,0,0,0,1,8.558611,G3
0.660612,1.356346,0,0,0,0.713092,1.023042,0,0,0,0.548141,1.22534,0,0,0,1,8.260798,G3
0.666823,1.343415,0,0,0,2.935031,2.73801,0,0,0,1.853569,2.511358,0,0,0,1,6.617039,G3
1,0,0,0,0,2.600883,0,0,0,0,1.988561,0,0,0,0,1,0,G3
1,0,0,0,0,2.574096,0,0,0,0,1.962445,0,0,0,0,1,0,G3
1,0,0,0,0,2.728224,0,0,0,0,2.501432,0,0,0,0,1,0,G3
0.544728,1.480188,0,0,0,2.51349,2.771687,0,0,0,2.919052,3.886456,0,0,0,1,6.362509,G3
1,0,0,0,0,0.502981,0,0,0,0,0.683025,0,0,0,0,1,0,G3
1,0,0,0,0,0.595703,0,0,0,0,0.724118,0,0,0,0,1,0,G3
1.268887,1.629095,0.765152,0,0,1.095089,2.01994,1.647316,0,0,1.240211,2.010482,1.050212,0,0,11000,33.296272,G4
1.00659,1.36709,0,0,0,0.017094,0.234259,0,0,0,0.0255,0.501815,0,0,0,11000,50.63102,G4
1.045007,1.365271,0,0,0,1.003376,1.583546,0,0,0,0.912342,1.475883,0,0,0,11000,55.133663,G4
1.283839,1.614402,0.76951,0,0,1.486095,2.394704,1.992143,0,0,1.84212,2.571226,1.619933,0,0,11000,33.506176,G4
1.282825,1.686174,0.768565,0,0,1.324332,2.411036,1.962397,0,0,1.674193,2.580039,1.546137,0,0,11000,34.142021,G4
1.305858,1.692548,0.749131,0,0,1.33564,2.469465,2.054466,0,0,1.76166,2.688617,1.643467,0,0,11000,34.076229,G4
1.285317,1.654206,0.749687,0,0,1.463968,2.613571,2.168261,0,0,1.995824,2.891256,1.884853,0,0,11000,33.88287,G4
1.300965,1.621673,0.750556,0,0,1.502027,2.682678,2.217109,0,0,2.123151,2.984541,2.01054,0,0,11000,33.99649,G4
1.267455,1.62279,0.76816,0,0,1.217857,2.202569,1.838715,0,0,1.396748,2.168492,1.223954,0,0,11000,33.043938,G4
1.055957,1.372787,0,0,0,0.919915,1.325936,0,0,0,0.849059,1.356099,0,0,0,11000,55.099251,G4
1.020515,1.062002,0,0,0,1.639179,1.727546,0,0,0,1.106471,1.161095,0,0,0,1100,27.466497,G5
1.024568,1.053823,0,0,0,2.38097,2.277821,0,0,0,2.219078,2.218372,0,0,0,1100,27.646662,G5
1.018043,1.050198,0,0,0,2.599812,2.676903,0,0,0,2.037471,2.080377,0,0,0,1100,27.798517,G5
1.01986,1.049861,0,0,0,2.48416,2.728325,0,0,0,1.919999,1.983265,0,0,0,1100,27.890408,G5
1.009792,1.064384,0,0,0,2.662861,2.579127,0,0,0,2.073163,2.115077,0,0,0,1100,27.676783,G5
1.022119,1.056643,0,0,0,2.234879,2.381168,0,0,0,1.444278,1.495915,0,0,0,1100,27.788082,G5
1.027048,1.052296,0,0,0,2.162508,2.319259,0,0,0,1.429522,1.474883,0,0,0,1100,27.94903,G5
1.031838,1.032894,0,0,0,2.074601,2.564017,0,0,0,1.405533,1.459107,0,0,0,1100,28.034847,G5
1.016774,1.048859,0,0,0,2.583813,2.684749,0,0,0,1.967316,2.012777,0,0,0,1100,27.223623,G5
1.031374,1.037309,0,0,0,2.49802,2.557208,0,0,0,1.733198,1.746467,0,0,0,1100,27.652082,G5
1.052129,1.093906,1.006283,0,0,2.408787,3.127666,2.402865,0,0,2.164897,2.290388,2.118141,0,0,1110,10.600265,G6
1.062311,1.094013,0.998184,0,0,2.462569,3.038346,2.395495,0,0,2.287251,2.394208,2.207506,0,0,1110,12.493134,G6
1.050756,1.106625,0.999289,0,0,2.496193,3.000284,2.417941,0,0,2.339605,2.46392,2.269868,0,0,1110,12.144472,G6
1.054394,1.096573,1.008857,0,0,2.512055,2.960103,2.408365,0,0,2.346586,2.451472,2.276577,0,0,1110,12.252865,G6
1.071215,1.097632,1.000769,0,0,2.170026,3.058142,2.199834,0,0,1.787336,1.921484,1.724274,0,0,1110,11.801364,G6
1.070423,1.093645,0.994088,0,0,2.267733,3.069482,2.318608,0,0,1.943836,2.067434,1.880118,0,0,1110,11.276435,G6
1.065324,1.089834,0.998832,0,0,2.413148,3.094556,2.425439,0,0,2.304076,2.418892,2.241728,0,0,1110,11.143898,G6
1.058645,1.100685,0.981467,0,0,2.420687,3.029946,2.553887,0,0,2.452699,2.589725,2.409889,0,0,1110,11.084279,G6
1.028951,1.076591,1.034732,0,0,2.62476,3.031228,2.592846,0,0,3.171474,3.280604,3.168819,0,0,1110,11.515809,G6
1.048864,1.088416,1.001232,0,0,2.537448,3.082713,2.520079,0,0,2.524149,2.632466,2.473182,0,0,1110,10.676915,G6
1.507314,1.686501,0,0,0,1.235474,1.011185,0,0,0,1.615601,1.555722,0,0,0,10001,72.201683,G7
1.365983,1.547334,0,0,0,1.745278,1.573166,0,0,0,2.32244,2.365039,0,0,0,10001,72.33197,G7
1.41886,1.585524,0,0,0,1.462236,1.376239,0,0,0,1.884668,1.97073,0,0,0,10001,73.953262,G7
1.364759,1.57555,0,0,0,1.615238,1.460409,0,0,0,2.047573,2.128826,0,0,0,10001,72.239662,G7
1.359977,1.549269,0,0,0,1.618351,1.386647,0,0,0,1.963119,1.972337,0,0,0,10001,72.002129,G7
1.362769,1.546106,0,0,0,1.462942,1.478213,0,0,0,1.82528,2.00705,0,0,0,10001,71.816238,G7
1.373932,1.517447,0,0,0,1.827106,1.830361,0,0,0,2.839518,2.972112,0,0,0,10001,72.34948,G7
1.388326,1.589092,0,0,0,0.996412,1.069214,0,0,0,1.222643,1.454624,0,0,0,10001,72.178688,G7
1.409217,1.737773,0,0,0,0.073732,0.255408,0,0,0,0.12081,0.499218,0,0,0,10001,70.320694,G7
1.535126,1.813028,0,0,0,0.21224,0.272969,0,0,0,0.354456,0.523019,0,0,0,10001,71.736969,G7
1.079204,1.43363,1.353521,0,0,1.901541,2.900926,1.897845,0,0,3.463594,4.243196,3.681748,0,0,11001,30.849527,G8
1.280526,1.558202,1.483408,0,0,1.461517,2.804789,1.714898,0,0,2.692305,3.741098,3.097004,0,0,11001,31.945534,G8
1.37368,1.696356,0.696836,1.646568,0,1.251683,2.698768,2.301054,1.439549,0,1.933424,3.033857,1.957484,2.350348,0,11001,21.481026,G8
1.37117,1.694026,0.696763,1.66672,0,1.489126,2.762708,2.353758,1.74976,0,3.0454,4.182112,3.096088,3.552491,0,11001,21.277641,G8
1.205469,1.509366,1.431597,0,0,0.928944,2.412815,1.002822,0,0,1.060611,1.962115,1.304427,0,0,11001,30.22794,G8
1.183858,1.504629,1.462855,0,0,1.082297,2.437477,1.055666,0,0,1.230555,2.103075,1.433966,0,0,11001,30.293285,G8
1.19345,1.509751,1.474945,0,0,1.569244,2.728299,1.661252,0,0,2.73273,3.676888,3.039683,0,0,11001,30.427029,G8
1.142747,1.45979,1.357312,0,0,1.614999,2.753652,1.705991,0,0,2.3773,3.210921,2.6298,0,0,11001,29.231491,G8
1.087879,1.469004,1.318414,0,0,1.428869,2.834436,1.358271,0,0,1.505794,2.302745,1.664755,0,0,11001,32.178814,G8
1.191585,1.612915,0.772766,1.463492,0,0.524301,1.356951,0.916408,0.809907,0,0.59654,1.576943,0.613251,1.059939,0,11001,18.19803,G8
1.564551,1.51508,1.568763,1.538196,1.478466,0.172013,1.761091,2.452972,1.876954,0.935796,0.280518,1.850322,2.028571,1.907771,1.27657,11111,16.925793,G9
1.178462,1.337356,1.481364,1.48156,1.33477,1.089933,2.666495,3.010926,2.484121,1.771954,2.162024,3.41393,3.611273,3.501278,2.952716,11111,14.389993,G9
1.210781,1.366835,1.457184,1.43989,1.31523,1.145684,2.672855,2.989482,2.508349,1.800911,2.319769,3.542961,3.685598,3.565313,3.045263,11111,15.048035,G9
1.200763,1.387001,1.462178,1.472951,1.350742,1.073084,2.651293,2.881741,2.497837,1.784264,2.223627,3.550491,3.67174,3.587299,3.055944,11111,15.112064,G9
1.210978,1.388367,1.460009,1.468834,1.347639,1.070173,2.625567,2.849096,2.467872,1.751445,2.158136,3.46041,3.578918,3.489384,2.952679,11111,15.101608,G9
1.20858,1.377883,1.447629,1.45344,1.334159,0.98911,2.544395,2.842059,2.432439,1.669942,1.716219,2.961399,3.087937,3.00403,2.48096,11111,14.763071,G9
1.218669,1.400747,1.490716,1.480281,1.396236,0.507886,2.228484,2.685763,1.956176,1.138171,0.676198,1.99697,2.14448,2.011722,1.46829,11111,14.635629,G9
1.206793,1.385468,1.471198,1.493445,1.364725,0.868659,2.57975,2.811791,2.225125,1.450388,1.347131,2.618608,2.739181,2.630876,2.055403,11111,14.770207,G9
1.18838,1.38159,1.478442,1.489341,1.358673,1.11648,2.652692,2.89892,2.468982,1.763724,2.370163,3.669908,3.816625,3.714485,3.154437,11111,14.422077,G9
1.231341,1.398932,1.466533,1.456606,1.345475,0.723247,2.499019,2.6421,2.072678,1.271375,1.015792,2.263813,2.351481,2.220672,1.65872,11111,14.827865,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1.182832,1.223058,0.929561,0,0,1.97297,2.566561,2.383049,0,0,2.50546,2.771589,2.434547,0,0,1101,16.554995,G0
1.16825,1.229557,0.916031,0,0,2.045018,2.857976,1.861892,0,0,1.779556,1.961989,1.473321,0,0,1101,16.697701,G0
1.148685,1.215823,0.929532,0,0,2.098061,2.711937,2.258363,0,0,2.12849,2.342911,1.965872,0,0,1101,16.640194,G0
1.154911,1.230629,0.960104,0,0,2.727472,2.697648,1.635123,0,0,2.688904,2.759218,2.066185,0,0,1101,17.435453,G0
1.210237,1.237406,0.932009,0,0,2.047957,2.683755,2.252206,0,0,2.676648,2.928436,2.506925,0,0,1101,17.180277,G0
1.001409,1.03591,0,0,0,2.014741,2.686297,0,0,0,1.834903,2.023987,0,0,0,1101,19.8237,G0
1.181617,1.228346,0.909928,0,0,2.169345,2.958973,1.90542,0,0,1.994629,2.16077,1.64098,0,0,1101,16.431669,G0
1.18177,1.227338,0.934598,0,0,2.194789,3.024983,1.795823,0,0,2.001169,2.161285,1.620225,0,0,1101,17.089495,G0
1.152201,1.220065,0.965079,0,0,2.369234,2.916901,1.840673,0,0,2.394215,2.558391,2.006091,0,0,1101,17.478935,G0
1.180276,1.204634,0.908677,0,0,2.692267,2.913292,1.872679,0,0,2.660907,2.713761,2.120425,0,0,1101,15.793607,G0
1,0,0,0,0,1.81504,0,0,0,0,1.277505,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,G2
1,0,0,0,0,1.106992,0,0,0,0,0.894462,0,0,0,0,1000,0,G2
1,0,0,0,0,1.034836,0,0,0,0,0.866158,0,0,0,0,1000,0,G2
1,0,0,0,0,1.210054,0,0,0,0,0.938148,0,0,0,0,1000,0,G2
1,0,0,0,0,2.39169,0,0,0,0,1.980027,0,0,0,0,1000,0,G2
1,0,0,0,0,2.922197,0,0,0,0,2.284308,0,0,0,0,1000,0,G2
1,0,0,0,0,1.771195,0,0,0,0,1.290012,0,0,0,0,1000,0,G2
1,0,0,0,0,0.494564,0,0,0,0,0.662724,0,0,0,0,1000,0,G2
1,0,0,0,0,2.918643,0,0,0,0,2.067153,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,G3
0.890491,1.431572,0,0,0,0.08469,0.299662,0,0,0,0.134786,0.541037,0,0,0,1,37.467548,G3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,G3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,G3
1,0,0,0,0,2.753353,0,0,0,0,1.982845,0,0,0,0,1,0,G3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,G3
1,0,0,0,0,3.093764,0,0,0,0,1.78512,0,0,0,0,1,0,G3
1,0,0,0,0,2.476472,0,0,0,0,2.032873,0,0,0,0,1,0,G3
1,0,0,0,0,1.931476,0,0,0,0,1.769209,0,0,0,0,1,0,G3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,G3
1,0,0,0,0,0.080398,0,0,0,0,0.291708,0,0,0,0,11000,0,G4
0.933344,1.356014,0,0,0,2.260919,2.32241,0,0,0,2.395534,2.826909,0,0,0,11000,43.335747,G4
1.143335,1.006341,0,0,0,0.527101,0.472607,0,0,0,0.670186,0.587854,0,0,0,11000,32.805344,G4
1.024392,1.275416,0,0,0,0.241441,0.353531,0,0,0,0.348918,0.578001,0,0,0,11000,44.423435,G4
1.325049,1.033047,0,0,0,0.403405,0.364758,0,0,0,0.577604,0.526616,0,0,0,11000,39.716812,G4
1.023916,1.354481,0,0,0,1.720919,2.178931,0,0,0,1.648453,2.143939,0,0,0,11000,47.848164,G4
1.07075,1.272106,0,0,0,1.975558,2.528421,0,0,0,2.468504,2.881587,0,0,0,11000,55.99432,G4
1.000195,1.303968,0,0,0,2.288976,2.097944,0,0,0,2.201258,2.4291,0,0,0,11000,47.99987,G4
0.986735,1.341908,0,0,0,1.447055,1.036933,0,0,0,1.022954,1.16707,0,0,0,11000,45.919861,G4
1,0,0,0,0,0.223826,0,0,0,0,0.468058,0,0,0,0,11000,0,G4
1.016843,1.030781,0,0,0,1.334024,1.412879,0,0,0,0.990261,1.02083,0,0,0,1100,21.402111,G5
1.033247,1.021033,0,0,0,2.314718,2.555441,0,0,0,1.593661,1.610657,0,0,0,1100,23.92918,G5
1.472844,0.596878,0,0,0,2.717621,2.067785,0,0,0,2.648782,1.640749,0,0,0,1100,16.443775,G5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,G5
1.03736,1.008789,0,0,0,2.468515,2.706148,0,0,0,1.740619,1.738286,0,0,0,1100,22.162588,G5
1.022475,1.020169,0,0,0,2.673938,2.660002,0,0,0,2.001103,1.997056,0,0,0,1100,22.216434,G5
