@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2-6,19'

@attribute numFingers numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
2,0.999947,1.049373,0,0,0,G5
1,1,0,0,0,0,G5
2,1.01385,1.04954,0,0,0,G5
2,1.009589,1.051943,0,0,0,G5
2,1.011955,1.050464,0,0,0,G5
3,1.069804,1.140533,1.024655,0,0,G6
3,1.053844,1.111903,1.003724,0,0,G6
3,1.064535,1.119339,0.97942,0,0,G6
3,1.03142,1.130792,1.022162,0,0,G6
3,1.022675,1.12598,1.018393,0,0,G6
3,1.066796,1.089839,0.964394,0,0,G6
3,1.064237,1.118599,1.029354,0,0,G6
3,1.110478,1.149874,1.040127,0,0,G6
3,1.086361,1.14238,1.031404,0,0,G6
3,1.063443,1.134376,1.008966,0,0,G6
2,1.287259,1.554977,0,0,0,G7
1,1,0,0,0,0,G7
1,1,0,0,0,0,G7
2,1.326047,1.579417,0,0,0,G7
2,1.356499,1.601111,0,0,0,G7
2,1.267818,1.653406,0,0,0,G7
2,1.283914,1.533426,0,0,0,G7
2,1.238983,1.478871,0,0,0,G7
2,1.278292,1.534695,0,0,0,G7
2,1.289286,1.552416,0,0,0,G7
4,1.178685,1.736464,0.867913,1.514023,0,G8
3,1.233029,1.643406,1.501618,0,0,G8
3,1.124915,1.588093,1.423382,0,0,G8
4,1.329662,1.81452,0.955745,1.67637,0,G8
3,1.221031,1.650868,1.479502,0,0,G8
3,1.167592,1.61663,1.445312,0,0,G8
3,1.202171,1.619523,1.449992,0,0,G8
3,1.220996,1.654453,1.512545,0,0,G8
4,1.316147,1.766455,0.894243,1.612303,0,G8
3,1.179919,1.608855,1.442893,0,0,G8
5,1.063504,1.348026,1.453738,1.335127,1.218676,G9
5,1.085752,1.351905,1.465071,1.35007,1.239825,G9
5,1.0609,1.340022,1.454913,1.351078,1.234772,G9
5,1.088508,1.3559,1.467662,1.346898,1.227258,G9
5,1.028744,1.343699,1.451184,1.346149,1.224108,G9
5,1.037378,1.340776,1.449324,1.364346,1.242072,G9
5,0.881229,1.329795,1.382047,1.271315,1.145703,G9
5,1.070384,1.343425,1.438621,1.339343,1.220518,G9
5,1.034081,1.348917,1.455603,1.33343,1.225388,G9
5,1.096098,1.359505,1.471299,1.360797,1.273128,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
3,1.30322,1.226669,0.942777,0,0,G0
3,1.285269,1.220225,0.948581,0,0,G0
3,1.30337,1.233413,0.964642,0,0,G0
2,1.231205,0.910354,0,0,0,G0
3,1.32705,1.234093,0.958293,0,0,G0
3,1.285272,1.221251,0.954205,0,0,G0
3,1.353407,1.255783,1.010986,0,0,G0
3,1.321472,1.255162,1.055643,0,0,G0
3,1.309721,1.247798,0.995378,0,0,G0
3,1.309384,1.236578,0.946311,0,0,G0
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
2,1.40378,1.077856,0,0,0,G4
2,1.046383,1.425748,0,0,0,G4
2,1.010191,1.387629,0,0,0,G4
2,1.017091,1.426801,0,0,0,G4
2,1.010687,1.432183,0,0,0,G4
2,1.064427,1.413974,0,0,0,G4
2,0.965165,1.36917,0,0,0,G4
2,1.035373,1.389536,0,0,0,G4
2,0.99426,1.408787,0,0,0,G4
2,1.065702,1.385734,0,0,0,G4
2,1.057813,1.023969,0,0,0,G5
2,1.01319,1.055659,0,0,0,G5
2,1.028363,1.04387,0,0,0,G5
1,1,0,0,0,0,G5
2,1.021794,1.042626,0,0,0,G5
2,1.039432,1.040548,0,0,0,G5
2,1.0277,1.039032,0,0,0,G5
0,0,0,0,0,0,G5
1,1,0,0,0,0,G5
1,1,0,0,0,0,G5
3,1.071071,1.157179,0.980474,0,0,G6
3,1.06672,1.160047,0.992422,0,0,G6
3,1.074106,1.138877,0.998005,0,0,G6
3,1.071814,1.160301,1.012181,0,0,G6
3,1.096328,1.184108,1.001412,0,0,G6
3,1.088505,1.162348,0.971484,0,0,G6
2,1.178062,1.035578,0,0,0,G6
3,1.08825,1.164751,1.02189,0,0,G6
3,1.105765,1.19587,1.03722,0,0,G6
3,1.109519,1.172954,0.981336,0,0,G6
2,1.405631,1.586898,0,0,0,G7
2,1.343488,1.676108,0,0,0,G7
1,1,0,0,0,0,G7
2,1.375529,1.614822,0,0,0,G7
2,1.361855,1.652641,0,0,0,G7
2,1.358046,1.64415,0,0,0,G7
2,1.392349,1.654037,0,0,0,G7
2,1.365422,1.587281,0,0,0,G7
2,1.352639,1.577674,0,0,0,G7
2,1.39553,1.576569,0,0,0,G7
3,1.233089,1.517694,1.361914,0,0,G8
3,1.168468,1.539802,1.426648,0,0,G8
4,1.480938,1.823022,0.767173,1.727321,0,G8
3,1.301036,1.643118,1.528455,0,0,G8
4,1.273307,1.716988,0.779928,1.564516,0,G8
3,1.194588,1.507234,1.377954,0,0,G8
3,1.278329,1.462535,1.345176,0,0,G8
4,1.385693,1.829915,0.77344,1.74912,0,G8
3,1.274838,1.635406,1.532697,0,0,G8
3,1.256732,1.600505,1.488198,0,0,G8
5,1.045219,1.413024,1.555254,1.417438,1.301485,G9
5,1.1132,1.442185,1.553686,1.467106,1.385736,G9
5,1.175201,1.475613,1.580914,1.524053,1.483669,G9
5,1.216928,1.526023,1.46972,1.446922,1.51804,G9
5,1.065582,1.376362,1.395553,1.301326,1.251495,G9
5,1.167191,1.429556,1.591374,1.515261,1.4342,G9
5,1.194579,1.476704,1.589407,1.548747,1.504315,G9
5,1.1252,1.416306,1.612281,1.455945,1.386306,G9
5,1.202069,1.537741,1.620031,1.296047,1.479895,G9
5,1.395627,1.546061,1.643773,1.500056,1.453377,G9
1,1,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1,1,0,0,0,0,G1
3,1.190843,1.221109,0.999099,0,0,G0
3,1.197049,1.215432,1.011724,0,0,G0
3,1.2099,1.239595,1.015407,0,0,G0
3,1.207395,1.238186,1.021109,0,0,G0
3,1.196596,1.216492,0.996669,0,0,G0
3,1.198099,1.215106,0.989867,0,0,G0
3,1.190692,1.217409,0.998183,0,0,G0
3,1.215418,1.239139,1.037848,0,0,G0
3,1.196243,1.244583,1.028065,0,0,G0
3,1.214801,1.238469,1.011253,0,0,G0
1,1,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
2,0.677428,1.335364,0,0,0,G3
2,0.675997,1.334337,0,0,0,G3
2,0.638829,1.379088,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
3,1.873148,0.418225,3.175787,0,0,G3
2,0.513294,1.499161,0,0,0,G3
2,1.102455,1.3214,0,0,0,G4
2,1.111166,1.42766,0,0,0,G4
3,1.353227,1.734773,0.805757,0,0,G4
3,1.332773,1.728878,0.775297,0,0,G4
2,1.10932,1.380275,0,0,0,G4
2,1.106921,1.337161,0,0,0,G4
2,1.206626,1.483575,0,0,0,G4
3,1.319394,1.72201,0.764685,0,0,G4
3,1.358611,1.761272,0.753818,0,0,G4
2,1.090416,1.34718,0,0,0,G4
3,1.399002,1.428222,0.46639,0,0,G5
3,1.368973,1.440705,0.49025,0,0,G5
2,0.985748,1.052266,0,0,0,G5
3,1.38144,1.42051,0.525827,0,0,G5
2,0.993195,1.039769,0,0,0,G5
2,1.011554,1.023964,0,0,0,G5
2,0.995072,1.042737,0,0,0,G5
2,1.011498,1.032754,0,0,0,G5
2,1.013106,1.030207,0,0,0,G5
2,1.01415,1.03129,0,0,0,G5
3,1.073625,1.11684,0.989379,0,0,G6
3,1.046025,1.119523,0.977644,0,0,G6
3,1.046194,1.107848,1.016334,0,0,G6
3,1.095206,1.144734,1.005341,0,0,G6
3,1.042041,1.117517,0.997262,0,0,G6
3,1.052887,1.095861,0.996863,0,0,G6
3,1.053469,1.107616,0.987634,0,0,G6
3,1.060609,1.130921,0.977476,0,0,G6
3,1.111573,1.153285,1.017256,0,0,G6
3,1.098913,1.126587,1.000799,0,0,G6
2,1.336333,1.517225,0,0,0,G7
2,1.480997,1.577943,0,0,0,G7
2,1.48525,1.562569,0,0,0,G7
2,1.443485,1.540929,0,0,0,G7
3,1.520011,0.951242,1.676521,0,0,G7
3,1.660858,0.971596,1.853093,0,0,G7
3,1.573266,0.966583,1.746188,0,0,G7
2,1.441294,1.576438,0,0,0,G7
2,1.374606,1.533896,0,0,0,G7
2,1.346357,1.537195,0,0,0,G7
3,1.119406,1.506337,1.33378,0,0,G8
3,1.272458,1.511531,1.306445,0,0,G8
3,1.330735,1.525209,1.324135,0,0,G8
3,1.238375,1.54091,1.320122,0,0,G8
3,1.252035,1.536808,1.35982,0,0,G8
3,1.253101,1.530524,1.352227,0,0,G8
3,1.271467,1.551592,1.356555,0,0,G8
3,1.297891,1.537164,1.349269,0,0,G8
4,1.369602,1.661863,0.829096,1.4527,0,G8
4,1.326226,1.798753,0.840919,1.557484,0,G8
5,1.141029,1.426811,1.464753,1.401559,1.285646,G9
5,1.121217,1.335737,1.411441,1.359955,1.18072,G9
5,1.152194,1.352647,1.3986,1.336027,1.189413,G9
5,1.140257,1.334395,1.398399,1.359053,1.214762,G9
5,1.181394,1.3664,1.41132,1.3562,1.221082,G9
5,1.186563,1.388526,1.422047,1.354663,1.225716,G9
5,1.140781,1.349765,1.388206,1.341967,1.203912,G9
5,1.124799,1.341843,1.387022,1.34008,1.208223,G9
5,1.134768,1.372697,1.403023,1.359748,1.193806,G9
5,1.056553,1.403307,1.435423,1.369715,1.223765,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
2,1.263172,0.90544,0,0,0,G0
3,1.17481,1.154563,0.851195,0,0,G0
3,1.235253,1.207742,0.855268,0,0,G0
3,1.203605,1.147932,0.873541,0,0,G0
3,1.191402,1.172426,0.805137,0,0,G0
3,1.229782,1.208259,0.789637,0,0,G0
3,1.240688,1.205645,0.776973,0,0,G0
3,1.248706,1.221396,0.980482,0,0,G0
3,1.231141,1.206662,0.959569,0,0,G0
3,1.282824,1.216558,0.908363,0,0,G0
0,0,0,0,0,0,G2
1,1,0,0,0,0,G2
4,1.124409,1.593306,1.565602,1.38896,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
2,0.986966,1.235027,0,0,0,G2
0,0,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
2,1.127725,1.438702,0,0,0,G4
2,1.202652,1.413028,0,0,0,G4
2,1.176158,1.411379,0,0,0,G4
2,1.131921,1.428597,0,0,0,G4
2,1.152085,1.411473,0,0,0,G4
2,1.137274,1.432001,0,0,0,G4
2,1.12727,1.418409,0,0,0,G4
2,1.135167,1.421816,0,0,0,G4
3,1.402959,1.786022,0.735674,0,0,G4
3,1.367276,1.779266,0.79386,0,0,G4
2,1.037008,1.052155,0,0,0,G5
2,1.048924,1.039451,0,0,0,G5
2,1.046127,1.034095,0,0,0,G5
3,1.467106,1.407766,0.487314,0,0,G5
2,1.048819,1.042578,0,0,0,G5
2,1.044517,1.046128,0,0,0,G5
2,1.041602,1.051406,0,0,0,G5
2,1.010855,1.059042,0,0,0,G5
2,1.015755,1.053764,0,0,0,G5
2,1.02888,1.054142,0,0,0,G5
3,1.078598,1.087118,0.970917,0,0,G6
3,1.053095,1.130722,1.001229,0,0,G6
3,1.053496,1.088467,1.009867,0,0,G6
3,1.081529,1.074069,1.015261,0,0,G6
3,1.075708,1.120037,0.999064,0,0,G6
3,1.089878,1.113777,1.0214,0,0,G6
3,1.091208,1.083942,1.026478,0,0,G6
3,1.103578,1.046818,1.026201,0,0,G6
4,1.408344,1.425009,1.268981,0.658762,0,G6
3,1.084705,1.084585,0.997605,0,0,G6
3,1.58185,1.082555,1.30075,0,0,G7
3,1.400462,1.028768,1.462081,0,0,G7
2,1.474609,1.566145,0,0,0,G7
2,1.476701,1.486523,0,0,0,G7
2,1.485393,1.479544,0,0,0,G7
2,1.466047,1.524136,0,0,0,G7
3,1.43489,1.086611,1.472297,0,0,G7
3,1.715093,1.019177,1.479232,0,0,G7
3,1.489214,1.102795,1.415466,0,0,G7
3,1.532249,1.101622,1.392663,0,0,G7
3,1.268949,1.461208,1.205946,0,0,G8
3,1.190494,1.408001,1.241253,0,0,G8
3,1.285366,1.456348,1.284125,0,0,G8
3,1.155765,1.388174,1.214392,0,0,G8
3,1.268601,1.431429,1.281814,0,0,G8
3,1.186134,1.420741,1.211723,0,0,G8
3,1.294463,1.461868,1.214526,0,0,G8
3,1.247346,1.437795,1.184136,0,0,G8
3,1.223438,1.438787,1.172827,0,0,G8
3,1.313302,1.469524,1.196951,0,0,G8
5,1.35898,1.467999,1.510538,1.474162,1.317965,G9
5,1.258379,1.437711,1.439375,1.458284,1.222231,G9
5,1.384136,1.468369,1.484034,1.478216,1.284126,G9
5,1.274776,1.416993,1.474253,1.4734,1.261474,G9
5,1.278244,1.432222,1.470417,1.458403,1.258568,G9
5,1.277431,1.389253,1.452144,1.423282,1.234742,G9
5,1.292867,1.429034,1.472292,1.473097,1.292769,G9
5,1.299004,1.44555,1.451769,1.466053,1.29366,G9
5,1.270523,1.407151,1.472089,1.43907,1.280406,G9
5,1.318799,1.431286,1.494537,1.51393,1.33245,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
2,0.981178,1.071873,0,0,0,G0
3,1.192112,1.22342,0.905173,0,0,G0
3,1.167827,1.225968,0.922286,0,0,G0
3,1.168781,1.238751,0.88857,0,0,G0
3,1.180261,1.218331,0.889219,0,0,G0
3,1.177013,1.218766,0.902209,0,0,G0
3,1.184657,1.211009,0.892208,0,0,G0
3,1.177793,1.239337,0.932094,0,0,G0
3,1.178412,1.256723,0.925306,0,0,G0
3,1.174432,1.236171,0.918348,0,0,G0
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1,0,0,0,0,G2
2,1.492906,0.68976,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
2,0.909909,1.327865,0,0,0,G3
2,0.90564,1.329102,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
2,0.925219,1.342752,0,0,0,G3
2,0.956481,1.423562,0,0,0,G3
1,1,0,0,0,0,G3
3,1.300291,1.606227,0.795728,0,0,G4
2,1.102238,1.425636,0,0,0,G4
3,1.314868,1.715055,0.814031,0,0,G4
2,1.044762,1.391798,0,0,0,G4
2,1.035074,1.379054,0,0,0,G4
2,1.043826,1.342579,0,0,0,G4
2,1.060678,1.33467,0,0,0,G4
2,1.061326,1.360096,0,0,0,G4
2,1.047739,1.314822,0,0,0,G4
3,1.297087,1.611154,0.807322,0,0,G4
2,1.003859,1.059414,0,0,0,G5
2,1.014067,1.041099,0,0,0,G5
2,0.976345,1.081039,0,0,0,G5
3,1.344847,0.497822,1.433347,0,0,G5
2,1.023297,1.041812,0,0,0,G5
2,1.031535,1.034028,0,0,0,G5
2,1.020032,1.032733,0,0,0,G5
2,1.032051,1.020535,0,0,0,G5
2,1.006807,1.056129,0,0,0,G5
2,1.027148,1.03472,0,0,0,G5
3,1.135846,1.234149,1.116976,0,0,G6
3,1.075809,1.142724,1.00422,0,0,G6
3,1.063222,1.165892,1.03497,0,0,G6
3,1.075842,1.161772,1.027013,0,0,G6
3,1.075405,1.145163,1.009942,0,0,G6
3,1.069414,1.146631,1.001903,0,0,G6
3,1.063831,1.153129,1.00058,0,0,G6
3,1.076609,1.133087,1.045001,0,0,G6
3,1.081431,1.174049,1.018513,0,0,G6
3,1.146631,1.222683,1.082589,0,0,G6
3,1.728885,1.026836,1.872441,0,0,G7
2,1.706828,1.905126,0,0,0,G7
2,1.677756,1.827737,0,0,0,G7
2,1.627713,1.771542,0,0,0,G7
2,1.583507,1.692072,0,0,0,G7
3,1.668453,0.941106,1.771199,0,0,G7
2,1.773579,1.925209,0,0,0,G7
2,1.801707,1.938158,0,0,0,G7
3,1.71094,0.9869,1.827938,0,0,G7
3,1.629015,1.065549,1.812319,0,0,G7
3,1.185297,1.539252,1.445259,0,0,G8
3,1.385239,1.658412,1.615289,0,0,G8
3,1.457821,1.646058,1.615618,0,0,G8
3,1.381446,1.663949,1.603979,0,0,G8
3,1.398509,1.632789,1.512782,0,0,G8
3,1.42267,1.656062,1.643408,0,0,G8
3,1.470701,1.655905,1.582131,0,0,G8
3,1.408519,1.602718,1.555596,0,0,G8
3,1.398905,1.607911,1.570879,0,0,G8
3,1.297639,1.582311,1.498017,0,0,G8
5,1.298247,1.372001,1.499828,1.452606,1.326567,G9
5,1.314338,1.382826,1.497307,1.431466,1.274231,G9
5,1.232853,1.343437,1.465662,1.414469,1.259828,G9
1,1,0,0,0,0,G9
5,1.264359,1.416474,1.536115,1.483657,1.388549,G9
5,1.297808,1.374648,1.489156,1.438478,1.321987,G9
5,1.273755,1.375722,1.51069,1.456417,1.353361,G9
5,1.229064,1.362705,1.494854,1.433262,1.300809,G9
5,1.277217,1.359499,1.491444,1.464498,1.326553,G9
5,1.323644,1.382454,1.521974,1.479052,1.338599,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
2,1.41559,1.228303,0,0,0,G0
3,1.347034,1.155289,0.902441,0,0,G0
3,1.32728,1.127403,0.846921,0,0,G0
2,1.23088,0.934834,0,0,0,G0
2,1.356959,1.113154,0,0,0,G0
3,1.14378,1.349921,1.011891,0,0,G0
2,1.237104,0.945512,0,0,0,G0
3,1.172778,1.312645,0.974409,0,0,G0
3,1.229247,1.252327,1.000199,0,0,G0
3,1.213161,1.263304,0.965015,0,0,G0
1,1,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
2,0.716934,1.339115,0,0,0,G3
3,1.081047,0.804105,1.600438,0,0,G3
0,0,0,0,0,0,G3
2,0.992616,1.434426,0,0,0,G3
2,0.963273,1.460101,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
2,0.746962,1.310102,0,0,0,G3
2,0.718602,1.346746,0,0,0,G3
2,0.716101,1.334352,0,0,0,G3
2,1.170281,1.416133,0,0,0,G4
3,1.396784,1.773763,0.815042,0,0,G4
2,1.175892,1.430307,0,0,0,G4
2,1.155485,1.410516,0,0,0,G4
2,1.155072,1.392425,0,0,0,G4
2,1.163924,1.37566,0,0,0,G4
2,1.160446,1.41274,0,0,0,G4
2,1.165658,1.410189,0,0,0,G4
3,1.41962,1.791784,0.795526,0,0,G4
3,1.472104,1.774157,0.806343,0,0,G4
2,0.999138,1.070651,0,0,0,G5
2,0.98349,1.088648,0,0,0,G5
2,0.971451,1.100884,0,0,0,G5
2,0.980692,1.088118,0,0,0,G5
2,0.993023,1.075065,0,0,0,G5
2,1.000497,1.069219,0,0,0,G5
2,0.986258,1.086673,0,0,0,G5
2,0.989599,1.08275,0,0,0,G5
2,0.996206,1.076976,0,0,0,G5
2,0.991958,1.079854,0,0,0,G5
3,1.060455,1.130614,0.990102,0,0,G6
3,1.050097,1.128958,0.992807,0,0,G6
3,1.057667,1.121319,1.001102,0,0,G6
3,1.065071,1.114661,0.997849,0,0,G6
3,1.063739,1.126162,1.007605,0,0,G6
3,1.076133,1.122966,1.000983,0,0,G6
3,1.068164,1.117793,0.977064,0,0,G6
3,1.073749,1.113628,0.976757,0,0,G6
3,1.063122,1.134602,1.005578,0,0,G6
3,1.048135,1.137996,0.990547,0,0,G6
3,1.647302,1.031961,1.637699,0,0,G7
2,1.786276,1.682006,0,0,0,G7
2,1.759534,1.661373,0,0,0,G7
2,1.77623,1.685808,0,0,0,G7
2,1.837214,1.783574,0,0,0,G7
2,1.749621,1.773504,0,0,0,G7
2,1.700921,1.717754,0,0,0,G7
3,1.739959,1.06837,1.675755,0,0,G7
3,1.663887,1.02304,1.688394,0,0,G7
2,1.76141,1.717408,0,0,0,G7
3,1.60114,1.718905,1.79511,0,0,G8
3,1.646558,1.805157,1.781982,0,0,G8
3,1.548307,1.787035,1.802401,0,0,G8
3,1.538782,1.750262,1.793553,0,0,G8
3,1.652492,1.765068,1.805405,0,0,G8
3,1.391545,1.589417,1.480094,0,0,G8
2,1.207467,1.045759,0,0,0,G8
2,1.170685,1.109213,0,0,0,G8
2,1.073112,1.215836,0,0,0,G8
3,1.418417,1.594215,1.53739,0,0,G8
5,1.257136,1.349782,1.486517,1.407635,1.267003,G9
5,1.310695,1.424907,1.504595,1.459373,1.353259,G9
5,1.298655,1.411892,1.484162,1.455712,1.354728,G9
5,1.227594,1.403078,1.496724,1.450633,1.353969,G9
4,1.111748,1.170474,1.113173,1.028202,0,G9
5,1.228731,1.347037,1.474482,1.424377,1.306628,G9
5,1.23572,1.337173,1.491746,1.432607,1.306106,G9
5,1.243884,1.338629,1.446269,1.441778,1.315147,G9
5,1.223132,1.370215,1.447796,1.439523,1.328486,G9
4,1.063129,1.145563,1.132261,1.06145,0,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1,1,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
2,1.265655,0.89712,0,0,0,G0
3,1.352144,1.341361,0.900928,0,0,G0
3,1.314563,1.319598,0.895901,0,0,G0
3,1.381532,1.321473,0.973452,0,0,G0
4,1.600339,1.571454,0.591726,1.196537,0,G0
3,1.29056,1.295139,0.948813,0,0,G0
3,1.30713,1.28678,0.93913,0,0,G0
3,1.364767,1.313255,0.978876,0,0,G0
3,1.320548,1.298371,1.052225,0,0,G0
3,1.569401,1.460307,1.142905,0,0,G0
1,1,0,0,0,0,G2
2,1.474844,0.580115,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
2,1.433344,0.616002,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G3
0,0,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
2,0.922288,1.32269,0,0,0,G3
2,0.799341,1.253829,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
2,1.307598,1.477554,0,0,0,G4
2,1.308936,1.580873,0,0,0,G4
2,1.308339,1.595959,0,0,0,G4
2,1.154126,1.532461,0,0,0,G4
2,1.305353,1.571136,0,0,0,G4
3,1.49842,1.950115,0.808031,0,0,G4
2,1.311572,1.580101,0,0,0,G4
2,1.159881,1.459049,0,0,0,G4
3,1.478047,1.881095,0.798372,0,0,G4
2,1.281464,1.547767,0,0,0,G4
2,1.030108,1.091457,0,0,0,G5
2,1.066745,1.065515,0,0,0,G5
2,1.040048,1.08526,0,0,0,G5
3,1.483916,1.491499,0.625469,0,0,G5
2,1.141689,1.104542,0,0,0,G5
2,1.118144,1.11565,0,0,0,G5
2,1.01972,1.100684,0,0,0,G5
3,1.444747,0.623027,1.438712,0,0,G5
3,1.70334,0.678578,1.676921,0,0,G5
3,1.640223,1.593328,0.68108,0,0,G5
3,1.201395,1.203185,1.012663,0,0,G6
3,1.115442,1.108881,1.016432,0,0,G6
3,1.085339,1.114067,1.014777,0,0,G6
3,1.059386,1.103526,1.020646,0,0,G6
3,1.157662,1.141186,0.97576,0,0,G6
3,1.123926,1.144688,1.018088,0,0,G6
3,1.08784,1.105325,0.994174,0,0,G6
3,1.072914,1.120525,0.98936,0,0,G6
3,1.151622,1.137895,0.966423,0,0,G6
3,1.264558,1.177016,1.024753,0,0,G6
3,1.434544,0.914683,1.474487,0,0,G7
2,1.474922,1.622186,0,0,0,G7
2,1.476524,1.54995,0,0,0,G7
3,1.596381,0.941684,1.714451,0,0,G7
3,1.486403,0.950187,1.488446,0,0,G7
3,1.412071,0.924031,1.376922,0,0,G7
2,1.343868,1.353379,0,0,0,G7
2,1.346083,1.258794,0,0,0,G7
2,1.308155,1.254881,0,0,0,G7
3,1.405074,0.910048,1.367283,0,0,G7
3,1.155287,1.595858,1.269844,0,0,G8
3,1.277227,1.652984,1.298609,0,0,G8
3,1.371209,1.673406,1.350213,0,0,G8
3,1.352461,1.638643,1.243386,0,0,G8
3,1.303411,1.572274,1.221017,0,0,G8
3,1.240045,1.587501,1.260592,0,0,G8
3,1.241512,1.622742,1.330644,0,0,G8
3,1.244751,1.602918,1.275934,0,0,G8
3,1.278207,1.636256,1.276038,0,0,G8
2,1.236994,0.956271,0,0,0,G8
5,1.082333,1.537093,1.56509,1.33553,1.157147,G9
5,1.112651,1.449043,1.516775,1.35555,1.191562,G9
5,1.076801,1.460879,1.476674,1.340257,1.15556,G9
5,1.171587,1.535909,1.589521,1.424801,1.266385,G9
5,1.127573,1.459599,1.50533,1.342876,1.177507,G9
5,1.11837,1.413221,1.483236,1.380365,1.24602,G9
