@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2-11,18-19'

@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingersAreasAverage numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1.00659,1.36709,0,0,0,0.017094,0.234259,0,0,0,50.63102,G4
1.045007,1.365271,0,0,0,1.003376,1.583546,0,0,0,55.133663,G4
1.283839,1.614402,0.76951,0,0,1.486095,2.394704,1.992143,0,0,33.506176,G4
1.282825,1.686174,0.768565,0,0,1.324332,2.411036,1.962397,0,0,34.142021,G4
1.305858,1.692548,0.749131,0,0,1.33564,2.469465,2.054466,0,0,34.076229,G4
1.285317,1.654206,0.749687,0,0,1.463968,2.613571,2.168261,0,0,33.88287,G4
1.300965,1.621673,0.750556,0,0,1.502027,2.682678,2.217109,0,0,33.99649,G4
1.267455,1.62279,0.76816,0,0,1.217857,2.202569,1.838715,0,0,33.043938,G4
1.055957,1.372787,0,0,0,0.919915,1.325936,0,0,0,55.099251,G4
1.020515,1.062002,0,0,0,1.639179,1.727546,0,0,0,27.466497,G5
1.024568,1.053823,0,0,0,2.38097,2.277821,0,0,0,27.646662,G5
1.018043,1.050198,0,0,0,2.599812,2.676903,0,0,0,27.798517,G5
1.01986,1.049861,0,0,0,2.48416,2.728325,0,0,0,27.890408,G5
1.009792,1.064384,0,0,0,2.662861,2.579127,0,0,0,27.676783,G5
1.022119,1.056643,0,0,0,2.234879,2.381168,0,0,0,27.788082,G5
1.027048,1.052296,0,0,0,2.162508,2.319259,0,0,0,27.94903,G5
1.031838,1.032894,0,0,0,2.074601,2.564017,0,0,0,28.034847,G5
1.016774,1.048859,0,0,0,2.583813,2.684749,0,0,0,27.223623,G5
1.031374,1.037309,0,0,0,2.49802,2.557208,0,0,0,27.652082,G5
1.052129,1.093906,1.006283,0,0,2.408787,3.127666,2.402865,0,0,10.600265,G6
1.062311,1.094013,0.998184,0,0,2.462569,3.038346,2.395495,0,0,12.493134,G6
1.050756,1.106625,0.999289,0,0,2.496193,3.000284,2.417941,0,0,12.144472,G6
1.054394,1.096573,1.008857,0,0,2.512055,2.960103,2.408365,0,0,12.252865,G6
1.071215,1.097632,1.000769,0,0,2.170026,3.058142,2.199834,0,0,11.801364,G6
1.070423,1.093645,0.994088,0,0,2.267733,3.069482,2.318608,0,0,11.276435,G6
1.065324,1.089834,0.998832,0,0,2.413148,3.094556,2.425439,0,0,11.143898,G6
1.058645,1.100685,0.981467,0,0,2.420687,3.029946,2.553887,0,0,11.084279,G6
1.028951,1.076591,1.034732,0,0,2.62476,3.031228,2.592846,0,0,11.515809,G6
1.048864,1.088416,1.001232,0,0,2.537448,3.082713,2.520079,0,0,10.676915,G6
1.507314,1.686501,0,0,0,1.235474,1.011185,0,0,0,72.201683,G7
1.365983,1.547334,0,0,0,1.745278,1.573166,0,0,0,72.33197,G7
1.41886,1.585524,0,0,0,1.462236,1.376239,0,0,0,73.953262,G7
1.364759,1.57555,0,0,0,1.615238,1.460409,0,0,0,72.239662,G7
1.359977,1.549269,0,0,0,1.618351,1.386647,0,0,0,72.002129,G7
1.362769,1.546106,0,0,0,1.462942,1.478213,0,0,0,71.816238,G7
1.373932,1.517447,0,0,0,1.827106,1.830361,0,0,0,72.34948,G7
1.388326,1.589092,0,0,0,0.996412,1.069214,0,0,0,72.178688,G7
1.409217,1.737773,0,0,0,0.073732,0.255408,0,0,0,70.320694,G7
1.535126,1.813028,0,0,0,0.21224,0.272969,0,0,0,71.736969,G7
1.079204,1.43363,1.353521,0,0,1.901541,2.900926,1.897845,0,0,30.849527,G8
1.280526,1.558202,1.483408,0,0,1.461517,2.804789,1.714898,0,0,31.945534,G8
1.37368,1.696356,0.696836,1.646568,0,1.251683,2.698768,2.301054,1.439549,0,21.481026,G8
1.37117,1.694026,0.696763,1.66672,0,1.489126,2.762708,2.353758,1.74976,0,21.277641,G8
1.205469,1.509366,1.431597,0,0,0.928944,2.412815,1.002822,0,0,30.22794,G8
1.183858,1.504629,1.462855,0,0,1.082297,2.437477,1.055666,0,0,30.293285,G8
1.19345,1.509751,1.474945,0,0,1.569244,2.728299,1.661252,0,0,30.427029,G8
1.142747,1.45979,1.357312,0,0,1.614999,2.753652,1.705991,0,0,29.231491,G8
1.087879,1.469004,1.318414,0,0,1.428869,2.834436,1.358271,0,0,32.178814,G8
1.191585,1.612915,0.772766,1.463492,0,0.524301,1.356951,0.916408,0.809907,0,18.19803,G8
1.564551,1.51508,1.568763,1.538196,1.478466,0.172013,1.761091,2.452972,1.876954,0.935796,16.925793,G9
1.178462,1.337356,1.481364,1.48156,1.33477,1.089933,2.666495,3.010926,2.484121,1.771954,14.389993,G9
1.210781,1.366835,1.457184,1.43989,1.31523,1.145684,2.672855,2.989482,2.508349,1.800911,15.048035,G9
1.200763,1.387001,1.462178,1.472951,1.350742,1.073084,2.651293,2.881741,2.497837,1.784264,15.112064,G9
1.210978,1.388367,1.460009,1.468834,1.347639,1.070173,2.625567,2.849096,2.467872,1.751445,15.101608,G9
1.20858,1.377883,1.447629,1.45344,1.334159,0.98911,2.544395,2.842059,2.432439,1.669942,14.763071,G9
1.218669,1.400747,1.490716,1.480281,1.396236,0.507886,2.228484,2.685763,1.956176,1.138171,14.635629,G9
1.206793,1.385468,1.471198,1.493445,1.364725,0.868659,2.57975,2.811791,2.225125,1.450388,14.770207,G9
1.18838,1.38159,1.478442,1.489341,1.358673,1.11648,2.652692,2.89892,2.468982,1.763724,14.422077,G9
1.231341,1.398932,1.466533,1.456606,1.345475,0.723247,2.499019,2.6421,2.072678,1.271375,14.827865,G9
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
1.182832,1.223058,0.929561,0,0,1.97297,2.566561,2.383049,0,0,16.554995,G0
1.16825,1.229557,0.916031,0,0,2.045018,2.857976,1.861892,0,0,16.697701,G0
1.148685,1.215823,0.929532,0,0,2.098061,2.711937,2.258363,0,0,16.640194,G0
1.154911,1.230629,0.960104,0,0,2.727472,2.697648,1.635123,0,0,17.435453,G0
1.210237,1.237406,0.932009,0,0,2.047957,2.683755,2.252206,0,0,17.180277,G0
1.001409,1.03591,0,0,0,2.014741,2.686297,0,0,0,19.8237,G0
1.181617,1.228346,0.909928,0,0,2.169345,2.958973,1.90542,0,0,16.431669,G0
1.18177,1.227338,0.934598,0,0,2.194789,3.024983,1.795823,0,0,17.089495,G0
1.152201,1.220065,0.965079,0,0,2.369234,2.916901,1.840673,0,0,17.478935,G0
1.180276,1.204634,0.908677,0,0,2.692267,2.913292,1.872679,0,0,15.793607,G0
1,0,0,0,0,1.81504,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
1,0,0,0,0,1.106992,0,0,0,0,0,G2
1,0,0,0,0,1.034836,0,0,0,0,0,G2
1,0,0,0,0,1.210054,0,0,0,0,0,G2
1,0,0,0,0,2.39169,0,0,0,0,0,G2
1,0,0,0,0,2.922197,0,0,0,0,0,G2
1,0,0,0,0,1.771195,0,0,0,0,0,G2
1,0,0,0,0,0.494564,0,0,0,0,0,G2
1,0,0,0,0,2.918643,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G3
0.890491,1.431572,0,0,0,0.08469,0.299662,0,0,0,37.467548,G3
0,0,0,0,0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,0,0,0,G3
1,0,0,0,0,2.753353,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,0,0,0,G3
1,0,0,0,0,3.093764,0,0,0,0,0,G3
1,0,0,0,0,2.476472,0,0,0,0,0,G3
1,0,0,0,0,1.931476,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,0,0,0,G3
1,0,0,0,0,0.080398,0,0,0,0,0,G4
0.933344,1.356014,0,0,0,2.260919,2.32241,0,0,0,43.335747,G4
1.143335,1.006341,0,0,0,0.527101,0.472607,0,0,0,32.805344,G4
1.024392,1.275416,0,0,0,0.241441,0.353531,0,0,0,44.423435,G4
1.325049,1.033047,0,0,0,0.403405,0.364758,0,0,0,39.716812,G4
1.023916,1.354481,0,0,0,1.720919,2.178931,0,0,0,47.848164,G4
1.07075,1.272106,0,0,0,1.975558,2.528421,0,0,0,55.99432,G4
1.000195,1.303968,0,0,0,2.288976,2.097944,0,0,0,47.99987,G4
0.986735,1.341908,0,0,0,1.447055,1.036933,0,0,0,45.919861,G4
1,0,0,0,0,0.223826,0,0,0,0,0,G4
1.016843,1.030781,0,0,0,1.334024,1.412879,0,0,0,21.402111,G5
1.033247,1.021033,0,0,0,2.314718,2.555441,0,0,0,23.92918,G5
1.472844,0.596878,0,0,0,2.717621,2.067785,0,0,0,16.443775,G5
0,0,0,0,0,0,0,0,0,0,0,G5
1.03736,1.008789,0,0,0,2.468515,2.706148,0,0,0,22.162588,G5
1.022475,1.020169,0,0,0,2.673938,2.660002,0,0,0,22.216434,G5
1.023871,1.024664,0,0,0,2.272522,2.48012,0,0,0,21.863609,G5
1.551421,0.633072,1.577119,0,0,2.19697,1.141414,2.496311,0,0,10.608878,G5
0,0,0,0,0,0,0,0,0,0,0,G5
0,0,0,0,0,0,0,0,0,0,0,G5
0.958437,1.076855,0,0,0,2.109167,2.855146,0,0,0,17.562973,G6
1.059932,1.086665,1.004195,0,0,2.438399,2.961904,2.443241,0,0,9.360357,G6
1,0,0,0,0,2.639127,0,0,0,0,0,G6
1.037221,1.115223,0.971376,0,0,2.714842,2.81626,2.252649,0,0,10.988033,G6
1.041879,1.129532,0.960993,0,0,2.368797,2.969851,2.336939,0,0,11.582254,G6
1.165295,0.944777,0,0,0,2.783533,1.423336,0,0,0,22.681602,G6
1.07936,1.203335,0.998434,0,0,2.047429,2.941513,1.950089,0,0,11.771588,G6
1,0,0,0,0,2.671309,0,0,0,0,0,G6
1,0,0,0,0,2.653483,0,0,0,0,0,G6
1.033759,1.126025,0.951582,0,0,2.597227,2.980313,2.504215,0,0,11.953943,G6
0.844203,1.457313,0,0,0,0.160826,0.076329,0,0,0,37.84771,G7
1.755074,1.765174,0,0,0,0.345695,0.35944,0,0,0,72.603188,G7
0,0,0,0,0,0,0,0,0,0,0,G7
1,0,0,0,0,0.01317,0,0,0,0,0,G7
1.373595,1.423203,0,0,0,0.250523,0.067003,0,0,0,70.606186,G7
1.384723,1.537451,0,0,0,0.268191,0.186409,0,0,0,70.109825,G7
0,0,0,0,0,0,0,0,0,0,0,G7
1.36726,1.481558,0,0,0,1.110354,0.562642,0,0,0,70.54409,G7
1.499203,1.371345,0,0,0,0.382027,0.267926,0,0,0,70.084503,G7
1.484612,1.436747,0,0,0,0.054122,0.129019,0,0,0,70.591492,G7
1.295293,1.374639,1.240206,0,0,1.990432,2.775007,1.851158,0,0,22.836306,G8
1.294405,1.498237,1.268374,0,0,1.881855,2.75308,1.922992,0,0,23.786694,G8
1.004887,1.20923,0,0,0,2.04947,2.633801,0,0,0,38.128246,G8
1.04629,1.146556,0,0,0,1.741067,2.57286,0,0,0,31.819365,G8
1.145721,1.431977,1.224919,0,0,2.065624,2.599517,1.677558,0,0,22.626364,G8
1.240231,1.435948,1.267829,0,0,2.03449,2.556299,1.700874,0,0,23.33161,G8
1.229479,1.494426,1.494856,0,0,1.797002,2.538109,1.686737,0,0,26.163639,G8
1.162688,1.011032,0,0,0,2.380234,2.510655,0,0,0,37.014832,G8
1.285286,1.387948,1.303376,0,0,2.083262,2.704654,1.923632,0,0,23.01911,G8
1.251603,1.478745,1.227766,0,0,2.170583,2.795361,1.795941,0,0,24.572662,G8
1.130476,1.335745,1.337355,1.310386,1.181252,1.627314,2.954369,2.671444,2.26164,1.556995,11.60432,G9
1.660336,1.594941,1.622056,1.533188,1.497771,0.98766,2.467917,2.829734,2.35247,1.504644,15.68569,G9
1.191547,1.377091,1.439314,1.355781,1.235072,1.124029,2.475445,2.792979,2.446472,1.73107,13.020551,G9
1.164318,1.368466,1.428478,1.387682,1.169014,1.637973,2.927924,2.734605,2.38164,1.730725,13.174008,G9
1.207752,1.427646,1.434598,1.353656,1.215002,0.64666,2.255096,2.56975,1.874851,1.095966,13.541288,G9
1.191091,1.254777,1.268656,1.245045,0,1.123988,2.604561,2.213841,1.657091,0,13.963314,G9
1.100646,1.353443,1.34881,1.305814,1.168729,1.38519,2.540682,2.929924,2.795538,2.092925,11.450706,G9
1.151328,1.339433,1.344,1.323793,1.223306,1.496582,2.588675,2.911621,2.788719,2.157742,11.691153,G9
1.164564,1.408022,1.408167,1.287655,1.219154,1.560398,2.834008,2.9472,2.567509,1.922669,13.243307,G9
1.146614,1.335053,1.330889,1.31807,1.176286,1.524236,2.735192,2.904646,2.592594,1.916797,11.963731,G9
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
1,0,0,0,0,0.701888,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
1.242647,1.20194,0.862213,0,0,1.389257,2.272448,2.242213,0,0,15.414836,G0
1.200797,1.23402,0.85895,0,0,2.142934,2.791823,2.256077,0,0,15.732098,G0
1.174188,1.228878,0.892733,0,0,2.371621,2.876047,2.13027,0,0,15.360113,G0
1.192532,1.241911,0.871868,0,0,2.191604,2.565856,2.015152,0,0,15.894578,G0
1.190817,1.248964,0.814285,0,0,1.607086,2.216415,2.672917,0,0,16.003513,G0
1.199545,1.247907,0.880722,0,0,2.450854,2.638866,1.872562,0,0,16.262325,G0
1.212116,1.231709,0.82093,0,0,1.510646,2.150185,2.568915,0,0,15.865169,G0
1.229028,1.165185,0.869911,0,0,2.155254,2.9548,2.153526,0,0,14.827022,G0
1.234573,1.191104,0.844482,0,0,1.752808,2.526044,2.2226,0,0,15.286278,G0
1.186348,1.214406,0.897116,0,0,2.161528,2.700703,2.005085,0,0,15.282679,G0
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
1,0,0,0,0,2.331548,0,0,0,0,0,G3
1,0,0,0,0,2.507429,0,0,0,0,0,G3
1,0,0,0,0,2.612895,0,0,0,0,0,G3
1,0,0,0,0,2.491612,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,0,0,0,G3
1,0,0,0,0,2.900757,0,0,0,0,0,G3
1,0,0,0,0,2.599613,0,0,0,0,0,G3
1,0,0,0,0,2.666073,0,0,0,0,0,G3
1.132738,1.300699,0,0,0,1.75679,2.094414,0,0,0,60.291145,G4
1.189796,1.363942,0,0,0,1.687368,2.048662,0,0,0,65.190086,G4
1.239398,1.365752,0,0,0,1.721808,2.27477,0,0,0,57.752979,G4
1,0,0,0,0,1.689834,0,0,0,0,0,G4
1.372586,1.650127,0.796061,0,0,1.540503,2.074642,1.835644,0,0,39.172405,G4
1,0,0,0,0,1.565239,0,0,0,0,0,G4
1.151951,1.426902,0,0,0,1.037217,0.914295,0,0,0,64.328163,G4
1.04169,1.330712,0,0,0,1.829139,2.032892,0,0,0,64.884415,G4
1.208354,1.375292,0,0,0,1.607195,1.930599,0,0,0,67.481865,G4
1.134476,1.444546,0,0,0,1.4899,1.307444,0,0,0,65.172585,G4
1.026045,1.035619,0,0,0,2.78718,1.858225,0,0,0,26.83696,G5
1,0,0,0,0,1.834682,0,0,0,0,0,G5
1,0,0,0,0,2.286558,0,0,0,0,0,G5
0,0,0,0,0,0,0,0,0,0,0,G5
1.090131,1.00351,0,0,0,2.255089,2.405413,0,0,0,31.140699,G5
1.115823,0.985226,0,0,0,2.299241,2.402075,0,0,0,32.815556,G5
1.042484,1.028131,0,0,0,1.764119,2.583404,0,0,0,28.256777,G5
1.015931,1.041752,0,0,0,1.970963,2.397522,0,0,0,25.189964,G5
0,0,0,0,0,0,0,0,0,0,0,G5
1.026927,1.038729,0,0,0,1.709873,2.268391,0,0,0,27.55373,G5
1.06465,1.104631,1.012887,0,0,2.256958,2.959303,2.428206,0,0,13.034572,G6
1.085534,1.107355,1.008326,0,0,2.347421,3.063176,2.385669,0,0,12.882414,G6
1.075459,1.080454,1.009474,0,0,2.446578,2.874757,2.283902,0,0,12.669732,G6
1.084312,1.09783,0.983893,0,0,2.53495,2.892586,2.284904,0,0,12.510807,G6
1.100733,1.108557,0.967999,0,0,1.84344,2.85615,2.300815,0,0,12.874411,G6
1.075615,1.098636,0.961274,0,0,2.747272,2.566588,2.039648,0,0,12.64854,G6
1.095584,1.00673,0.972302,0,0,1.985174,2.610931,2.250142,0,0,8.340778,G6
1.085215,1.098253,1.041237,0,0,2.034267,3.069192,2.062408,0,0,12.481422,G6
1.140261,1.162839,1.055856,0,0,1.535647,2.94163,1.588926,0,0,13.877941,G6
1.101777,1.164791,1.033617,0,0,1.982721,3.072277,2.178506,0,0,14.421288,G6
1.441397,1.435958,0,0,0,2.011652,1.763118,0,0,0,67.945549,G7
1.51256,0.945886,1.512572,0,0,1.675105,2.610343,1.875136,0,0,17.541431,G7
4.990525,4.886392,5.418699,0,0,1.444511,0.078297,2.030632,0,0,102.651253,G7
1.529198,0.947719,1.585768,0,0,1.792466,2.606433,1.687796,0,0,17.548336,G7
1.378714,1.468362,0,0,0,1.855242,1.704623,0,0,0,70.948708,G7
1.491613,0.907172,1.595141,0,0,1.970554,2.789513,1.934245,0,0,16.00613,G7
1.463505,1.603995,0,0,0,1.85919,1.882434,0,0,0,66.473228,G7
1.384675,1.407995,0,0,0,2.079758,1.670694,0,0,0,66.771965,G7
1.377969,1.434744,0,0,0,1.89538,1.933544,0,0,0,65.038383,G7
1.404052,1.458803,0,0,0,1.600011,1.750397,0,0,0,66.394348,G7
1.513531,1.713959,0.817849,1.627649,0,1.490741,2.307009,2.155798,1.94469,0,20.891115,G8
1.347124,1.627229,1.385172,0,0,1.752535,2.693007,1.546932,0,0,31.38324,G8
1.363553,1.561829,1.37883,0,0,1.494799,2.484551,1.846233,0,0,31.686392,G8
1.190614,1.580857,1.514336,0,0,1.643637,2.528064,1.765859,0,0,27.707554,G8
1.345056,1.558697,1.352468,0,0,1.825171,2.541469,1.655484,0,0,30.502422,G8
1.343821,1.604539,1.389919,0,0,1.629653,2.458466,1.605647,0,0,30.108883,G8
1.423094,1.545565,1.269856,0,0,1.810395,2.471886,1.555871,0,0,32.0201,G8
1.361964,1.552095,1.238897,0,0,1.666698,2.50921,1.747777,0,0,30.925774,G8
1.344063,1.543989,1.279366,0,0,1.807413,2.543249,1.797609,0,0,30.326429,G8
1.440783,1.543734,1.336304,0,0,1.627042,2.220227,1.382271,0,0,29.19313,G8
1.246742,1.452826,1.500555,1.225824,1.480862,0.992263,2.506169,2.732272,1.507535,1.845019,14.871129,G9
1.302742,1.510531,1.530767,1.266142,1.520128,0.797118,2.17921,2.981768,1.511489,1.959117,15.45827,G9
1.312067,1.510798,1.538228,1.282076,1.502647,1.089297,2.598868,2.531744,1.260833,1.656961,15.54511,G9
1.230421,1.420946,1.401081,1.363216,0,1.003256,2.294045,2.674265,1.758455,0,18.85865,G9
1.355043,1.537412,1.556531,1.289241,1.513746,0.903423,2.336407,2.784303,1.334957,1.812469,16.058281,G9
1.245335,1.471763,1.512223,1.276404,1.530626,1.09093,2.352816,3.074993,1.829347,2.26639,14.938213,G9
1.293503,1.482538,1.56253,1.120498,1.540042,1.064498,2.401851,2.944968,1.81669,2.097137,15.092463,G9
1.217342,1.391761,1.441116,1.271751,0,1.306342,2.655286,2.72184,1.928682,0,19.273312,G9
1.188195,1.440189,1.500529,1.454933,1.443254,1.108158,2.517927,3.004897,2.318133,1.531262,14.222714,G9
1.139859,1.347398,1.410246,1.318824,0,1.57229,3.010433,2.387718,1.690058,0,18.356731,G9
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
1.211881,1.240714,0.92351,0,0,2.248309,3.011858,1.836696,0,0,18.602095,G0
1.236502,1.242322,0.937168,0,0,1.9913,2.835133,2.019253,0,0,19.103363,G0
1.242309,1.264151,0.943161,0,0,2.086431,2.918716,1.929605,0,0,19.502136,G0
1.361516,1.035,0,0,0,2.030367,1.99414,0,0,0,54.984791,G0
1.214835,1.244305,1.00982,0,0,2.342331,2.964985,1.770217,0,0,20.512224,G0
1.229098,1.261852,0.998297,0,0,2.140893,2.876093,1.76384,0,0,21.153313,G0
1.227685,1.254238,0.94242,0,0,2.065784,2.783148,1.995442,0,0,20.143066,G0
1.229196,1.232999,0.922549,0,0,2.144641,2.905241,2.014077,0,0,18.271017,G0
1,0,0,0,0,2.414072,0,0,0,0,0,G0
1.215579,1.236255,0.932904,0,0,2.373211,3.125759,1.876421,0,0,18.643627,G0
1,0,0,0,0,0.674309,0,0,0,0,0,G2
1,0,0,0,0,1.224986,0,0,0,0,0,G2
1,0,0,0,0,0.954235,0,0,0,0,0,G2
1,0,0,0,0,1.089772,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
1,0,0,0,0,1.365195,0,0,0,0,0,G2
1,0,0,0,0,0.975415,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
1.461845,0.742863,0,0,0,2.553914,2.103738,0,0,0,33.111378,G2
1,0,0,0,0,1.050861,0,0,0,0,0,G2
1,0,0,0,0,1.191436,0,0,0,0,0,G3
1,0,0,0,0,2.68983,0,0,0,0,0,G3
1,0,0,0,0,2.670798,0,0,0,0,0,G3
1,0,0,0,0,2.459649,0,0,0,0,0,G3
1,0,0,0,0,2.655443,0,0,0,0,0,G3
1,0,0,0,0,2.694155,0,0,0,0,0,G3
1,0,0,0,0,2.642948,0,0,0,0,0,G3
1,0,0,0,0,2.371453,0,0,0,0,0,G3
1,0,0,0,0,2.562726,0,0,0,0,0,G3
1,0,0,0,0,2.580917,0,0,0,0,0,G3
1,0,0,0,0,1.960855,0,0,0,0,0,G4
1.372332,1.668003,0.875014,0,0,1.350654,2.367643,2.062499,0,0,37.780254,G4
1.383626,1.664201,0.879282,0,0,1.313478,2.145538,1.88364,0,0,37.759594,G4
1.126142,1.363217,0,0,0,1.478103,1.875531,0,0,0,61.082603,G4
1.020673,1.343443,0,0,0,1.602354,2.01343,0,0,0,57.431267,G4
0.940051,1.333874,0,0,0,1.638537,2.032071,0,0,0,54.200619,G4
1.017405,1.317152,0,0,0,1.749175,1.924055,0,0,0,54.161648,G4
1.065149,1.362226,0,0,0,1.262012,1.515738,0,0,0,56.480007,G4
1.080463,1.357239,0,0,0,1.450304,2.050278,0,0,0,57.925606,G4
1.062843,1.34498,0,0,0,1.742668,2.169823,0,0,0,56.000134,G4
1.013638,1.050721,0,0,0,2.536932,2.477528,0,0,0,26.642244,G5
1.032928,1.083052,0,0,0,2.192481,2.431877,0,0,0,37.154068,G5
1.03094,1.066184,0,0,0,2.169816,2.537756,0,0,0,34.104729,G5
1,0,0,0,0,1.220765,0,0,0,0,0,G5
1.009387,1.048006,0,0,0,2.493073,2.728904,0,0,0,26.021835,G5
0.999947,1.049373,0,0,0,2.32683,2.292005,0,0,0,24.800642,G5
1,0,0,0,0,1.402972,0,0,0,0,0,G5
1.01385,1.04954,0,0,0,2.445069,2.696833,0,0,0,26.962458,G5
1.009589,1.051943,0,0,0,2.447967,2.639521,0,0,0,26.692886,G5
1.011955,1.050464,0,0,0,2.320377,2.683213,0,0,0,26.765795,G5
1.069804,1.140533,1.024655,0,0,2.141297,3.041628,2.287737,0,0,14.419652,G6
1.053844,1.111903,1.003724,0,0,2.311368,2.869934,2.56816,0,0,13.980266,G6
1.064535,1.119339,0.97942,0,0,2.169947,2.941969,2.447359,0,0,13.790158,G6
1.03142,1.130792,1.022162,0,0,2.303796,2.917481,2.392117,0,0,12.807755,G6
1.022675,1.12598,1.018393,0,0,2.398247,2.936885,2.466718,0,0,12.728557,G6
1.066796,1.089839,0.964394,0,0,2.38935,3.090073,2.686414,0,0,11.69571,G6
1.064237,1.118599,1.029354,0,0,2.351026,3.041457,2.299144,0,0,12.744465,G6
1.110478,1.149874,1.040127,0,0,2.028417,3.051123,2.271423,0,0,17.39362,G6
1.086361,1.14238,1.031404,0,0,2.260821,3.048617,2.300675,0,0,14.064658,G6
1.063443,1.134376,1.008966,0,0,2.283967,3.05242,2.227889,0,0,13.747697,G6
1.287259,1.554977,0,0,0,1.760383,1.80751,0,0,0,65.847382,G7
1,0,0,0,0,2.35938,0,0,0,0,0,G7
1,0,0,0,0,2.310408,0,0,0,0,0,G7
1.326047,1.579417,0,0,0,1.824823,1.632434,0,0,0,68.86422,G7
1.356499,1.601111,0,0,0,1.652592,1.766382,0,0,0,71.958382,G7
1.267818,1.653406,0,0,0,1.831413,1.781852,0,0,0,67.966751,G7
1.283914,1.533426,0,0,0,1.7734,1.94674,0,0,0,65.299904,G7
1.238983,1.478871,0,0,0,1.711753,1.855572,0,0,0,65.007561,G7
1.278292,1.534695,0,0,0,1.768285,1.750315,0,0,0,65.652946,G7
1.289286,1.552416,0,0,0,1.744269,1.792625,0,0,0,65.71978,G7
1.178685,1.736464,0.867913,1.514023,0,1.526702,2.634172,1.95955,1.943412,0,17.425009,G8
1.233029,1.643406,1.501618,0,0,1.466115,3.044717,1.489382,0,0,35.822414,G8
1.124915,1.588093,1.423382,0,0,1.447791,2.89411,1.461228,0,0,35.181747,G8
1.329662,1.81452,0.955745,1.67637,0,1.459459,2.757079,1.752108,1.630409,0,19.668652,G8
1.221031,1.650868,1.479502,0,0,1.44064,2.76861,1.652584,0,0,36.476154,G8
1.167592,1.61663,1.445312,0,0,1.501641,2.911363,1.486438,0,0,35.942204,G8
1.202171,1.619523,1.449992,0,0,1.315474,2.968654,1.154578,0,0,37.097717,G8
1.220996,1.654453,1.512545,0,0,1.210432,2.872364,1.076783,0,0,37.527866,G8
1.316147,1.766455,0.894243,1.612303,0,1.138771,2.809497,2.13915,1.298288,0,20.820482,G8
1.179919,1.608855,1.442893,0,0,1.48143,2.965,1.504824,0,0,34.15572,G8
