@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R2,4,5,7-11,328'

@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1000,-0.295672,0.700807,0,1.000006,0,0,0,G2
1000,-0.329493,0.490158,0,0.999999,0,0,0,G2
1000,-0.377284,0.443086,0,0.999995,0,0,0,G2
1000,-0.260873,0.698579,0,0.999999,0,0,0,G2
1000,-0.251762,0.734569,0,0.999999,0,0,0,G2
1,0,0,0,0,0,0,0,G3
1,1.007043,0.84771,0,0,0,0,0.890484,G3
1,0,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,0.398717,0.625731,0,0,0,0,0.999997,G3
1,0,0,0,0,0,0,0,G3
1,0.496599,0.788017,0,0,0,0,0.999996,G3
1,0.473024,0.777787,0,0,0,0,1.000001,G3
1,0.490308,0.871298,0,0,0,0,0.999996,G3
1,0,0,0,0,0,0,0,G3
11000,-0.49783,0.404073,1,0,0,0,0,G4
11000,0.265145,1.207832,0.933355,1.35602,0,0,0,G4
11000,0.150528,0.849024,1.143336,1.006343,0,0,0,G4
11000,0.479933,0.793335,1.024397,1.275422,0,0,0,G4
11000,0.540778,0.450618,1.325059,1.033052,0,0,0,G4
11000,0.402733,0.679362,1.023916,1.35448,0,0,0,G4
11000,-0.211578,0.869945,1.070743,1.272113,0,0,0,G4
11000,0.20852,0.954483,1.000193,1.30396,0,0,0,G4
11000,0.6976,0.678877,0.986733,1.341906,0,0,0,G4
11000,0.446533,0.420077,1.000003,0,0,0,0,G4
1100,0.317808,0.572572,0,1.016849,1.03079,0,0,G5
1100,0.21086,0.785725,0,1.033244,1.02103,0,0,G5
1100,0.354287,1.157577,0,1.472835,0.596876,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.01223,0.734557,0,1.037353,1.008792,0,0,G5
1100,0.229529,0.676725,0,1.022479,1.020171,0,0,G5
1100,0.26645,0.711991,0,1.023868,1.024659,0,0,G5
1100,0.800136,1.109469,0,1.551422,0.633065,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0,0,0,0,0,0,0,G5
1110,-0.043368,0.636413,0,0.958435,1.076853,0,0,G6
1110,0.511672,0.889369,0,1.059936,1.086668,1.004203,0,G6
1110,-0.489108,0.570999,0,0.999999,0,0,0,G6
1110,0.481586,0.950306,0,1.037224,1.115226,0.971375,0,G6
1110,0.43352,0.825631,0,1.041881,1.129529,0.960991,0,G6
1110,0.508264,0.909745,0,1.165291,0.944768,0,0,G6
1110,0.622914,0.966036,0,1.079356,1.203329,0.998427,0,G6
1110,0.004846,0.791876,0,1.000003,0,0,0,G6
1110,-0.563037,0.54199,0,0.999993,0,0,0,G6
1110,0.184303,0.889428,0,1.033758,1.126031,0.951587,0,G6
10001,1.172664,0.473931,0.844194,0,0,0,1.457309,G7
10001,1.219794,1.121157,1.755065,0,0,0,1.76518,G7
10001,0,0,0,0,0,0,0,G7
10001,-0.152401,0.136272,0.999999,0,0,0,0,G7
10001,1.045063,0.33766,1.373595,0,0,0,1.423205,G7
10001,1.187844,0.367019,1.384727,0,0,0,1.537459,G7
10001,0,0,0,0,0,0,0,G7
10001,1.172019,0.706372,1.367256,0,0,0,1.48155,G7
10001,1.116929,0.576606,1.499211,0,0,0,1.371348,G7
10001,1.323805,0.52991,1.484609,0,0,0,1.436749,G7
11001,0.89502,0.971917,1.295289,1.374629,0,0,1.240201,G8
11001,0.857352,1.302132,1.294407,1.498242,0,0,1.268372,G8
11001,-0.245824,0.975185,1.004892,1.209229,0,0,0,G8
11001,-0.206555,0.721539,1.046291,1.146559,0,0,0,G8
11001,0.644384,0.877267,1.145719,1.431978,0,0,1.224919,G8
11001,0.731228,0.768287,1.240233,1.43595,0,0,1.267829,G8
11001,1.015224,0.791049,1.229485,1.494426,0,0,1.494856,G8
11001,0.221916,0.705051,1.162691,1.011037,0,0,0,G8
11001,0.887352,0.935331,1.285278,1.387937,0,0,1.303373,G8
11001,1.033524,1.031711,1.251602,1.478751,0,0,1.227762,G8
11111,1.074907,0.908757,1.130477,1.335742,1.337351,1.310384,1.181247,G9
11111,1.392195,1.385827,1.660332,1.59495,1.622065,1.533189,1.49777,G9
11111,0.94556,0.861541,1.191545,1.377095,1.439318,1.355778,1.235071,G9
11111,0.939469,1.090867,1.164319,1.368469,1.428492,1.38768,1.169015,G9
11111,0.943199,0.798409,1.207754,1.42765,1.434598,1.35366,1.215007,G9
11111,0.896367,0.941229,1.191086,1.254766,1.268647,1.245042,0,G9
11111,0.667916,1.119402,1.100644,1.353446,1.34881,1.305818,1.168731,G9
11111,0.58002,1.052011,1.151319,1.339425,1.343994,1.323795,1.223308,G9
11111,1.052728,0.948001,1.164565,1.40802,1.408159,1.287655,1.219154,G9
11111,0.936526,0.877846,1.146609,1.335061,1.330895,1.318071,1.176286,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0.556589,-0.371725,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.598957,1.025194,0,1.24265,1.201938,0,0.862207,G0
1101,0.553095,1.148941,0,1.200796,1.234027,0,0.85895,G0
1101,0.616175,1.146282,0,1.174185,1.22888,0,0.892729,G0
1101,0.612207,1.153117,0,1.192528,1.24191,0,0.871867,G0
1101,0.463449,1.17592,0,1.190812,1.248969,0,0.814279,G0
1101,0.705224,1.15498,0,1.199541,1.24791,0,0.880722,G0
1101,0.483673,1.150069,0,1.212121,1.231711,0,0.82093,G0
1101,0.628469,1.096475,0,1.229028,1.165187,0,0.869909,G0
1101,0.528844,1.04504,0,1.234574,1.191104,0,0.844482,G0
1101,0.721161,1.052926,0,1.186335,1.214395,0,0.897114,G0
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1,0.467396,0.606668,0,0,0,0,1.000003,G3
1,0.461049,0.674613,0,0,0,0,0.999997,G3
1,0.486204,0.695482,0,0,0,0,1,G3
1,0.466035,0.661723,0,0,0,0,1.000002,G3
1,0,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,0.270761,0.709123,0,0,0,0,1.000001,G3
1,0.231942,0.704317,0,0,0,0,1.000002,G3
1,0.384351,0.690093,0,0,0,0,0.999994,G3
11000,-0.009127,1.031965,1.132738,1.300698,0,0,0,G4
11000,-0.182513,1.126038,1.189796,1.363944,0,0,0,G4
11000,-0.239257,1.089101,1.239399,1.365749,0,0,0,G4
11000,-0.890757,0.076166,1.000005,0,0,0,0,G4
11000,0.274832,1.300608,1.372583,1.650121,0,0,0,G4
11000,-0.968462,0.04864,1,0,0,0,0,G4
11000,0.182582,1.123193,1.151952,1.426916,0,0,0,G4
11000,-0.090671,1.058137,1.041693,1.330722,0,0,0,G4
11000,-0.064743,1.041764,1.208348,1.375295,0,0,0,G4
11000,0.172381,1.156947,1.134478,1.444546,0,0,0,G4
1100,0.552577,0.766375,0,1.026048,1.035624,0,0,G5
1100,0.234747,0.769145,0,0.999994,0,0,0,G5
1100,0.347492,0.712485,0,1.000002,0,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.402656,0.898188,0,1.090127,1.003513,0,0,G5
1100,0.407046,0.951567,0,1.115822,0.985227,0,0,G5
1100,0.239673,0.747147,0,1.042479,1.028126,0,0,G5
1100,0.312447,0.746853,0,1.015934,1.041754,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.415659,0.807061,0,1.02692,1.038733,0,0,G5
1110,0.582497,0.974883,0,1.064651,1.104632,1.012888,0,G6
1110,0.59541,0.941199,0,1.085523,1.107346,1.008321,0,G6
1110,0.532532,0.919969,0,1.075459,1.080453,1.00948,0,G6
1110,0.623132,0.912956,0,1.084311,1.097829,0.983892,0,G6
1110,0.4485,0.886854,0,1.100736,1.108565,0.968007,0,G6
1110,0.62582,0.844682,0,1.075617,1.098641,0.961276,0,G6
1110,0.483239,0.845279,0,1.095581,1.006722,0.972298,0,G6
1110,0.740884,0.74577,0,1.085219,1.098258,1.041239,0,G6
1110,0.750233,0.954471,0,1.140257,1.162838,1.055852,0,G6
1110,0.791949,1.030164,0,1.101779,1.164798,1.033622,0,G6
10001,0.943968,0.900033,1.441407,0,0,0,1.435959,G7
10001,1.077569,1.191589,1.512567,0,0,0,0.945885,G7
10001,3.403178,2.90838,4.990539,0,0,0,4.886368,G7
10001,1.058594,1.082551,1.529192,0,0,0,0.947719,G7
10001,1.095505,1.098608,1.378714,0,0,0,1.468358,G7
10001,1.006503,1.010494,1.491614,0,0,0,0.907181,G7
10001,1.069142,0.976073,1.463503,0,0,0,1.604004,G7
10001,0.981127,1.038161,1.384676,0,0,0,1.407997,G7
10001,0.885921,0.942478,1.377965,0,0,0,1.434741,G7
10001,0.849016,0.882407,1.40404,0,0,0,1.458801,G7
11001,1.227301,1.255788,1.513531,1.713955,0,0,0.817845,G8
11001,0.992309,1.308586,1.347121,1.627224,0,0,1.385166,G8
11001,0.677979,0.996916,1.363561,1.561824,0,0,1.378832,G8
11001,1.123231,1.182118,1.190617,1.580868,0,0,1.514345,G8
11001,0.974945,1.202946,1.345059,1.558688,0,0,1.352466,G8
11001,1.000095,1.189858,1.34382,1.60452,0,0,1.389918,G8
11001,0.930347,1.188416,1.423092,1.545567,0,0,1.269851,G8
11001,0.750694,1.178473,1.361962,1.55208,0,0,1.238892,G8
11001,0.791638,1.195559,1.344062,1.543994,0,0,1.279367,G8
11001,0.925355,0.970092,1.440779,1.543733,0,0,1.336294,G8
11111,1.127704,1.287582,1.246743,1.452819,1.500554,1.225822,1.48086,G9
11111,1.1819,1.328144,1.302738,1.510524,1.530773,1.266141,1.520128,G9
11111,1.383087,1.31177,1.31206,1.510784,1.538225,1.282076,1.50265,G9
11111,1.049647,1.216364,1.230415,1.420938,1.401083,1.363209,0,G9
11111,1.346604,1.365156,1.355041,1.537422,1.556531,1.289242,1.513748,G9
11111,1.247788,1.366577,1.245336,1.471763,1.512222,1.276404,1.530633,G9
11111,1.202673,1.346891,1.293504,1.482531,1.562533,1.120492,1.54004,G9
11111,0.883985,1.306442,1.217344,1.391759,1.441124,1.271749,0,G9
11111,1.361782,1.33326,1.188197,1.440188,1.500533,1.454931,1.443262,G9
11111,1.007664,1.23662,1.13986,1.347402,1.410245,1.318829,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.597382,1.090625,0,1.211881,1.24072,0,0.923508,G0
1101,0.681706,1.115472,0,1.236499,1.242323,0,0.937168,G0
1101,0.686494,1.112508,0,1.242307,1.264151,0,0.943157,G0
1101,0.505489,0.98304,0,1.36152,1.035003,0,0,G0
1101,0.809986,1.013495,0,1.214831,1.244301,0,1.009818,G0
1101,0.848038,0.979701,0,1.229102,1.261844,0,0.998297,G0
1101,0.606749,1.070896,0,1.227677,1.254226,0,0.942421,G0
1101,0.564187,1.072848,0,1.229199,1.232997,0,0.922552,G0
1101,-0.360713,0.796177,0,0.999995,0,0,0,G0
1101,0.68375,1.139601,0,1.215578,1.236248,0,0.9329,G0
1000,-0.324908,0.904879,0,1.000007,0,0,0,G2
1000,-0.244712,0.830004,0,1.000002,0,0,0,G2
1000,-0.085464,0.933874,0,0.999998,0,0,0,G2
1000,-0.302308,0.834286,0,1.000004,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,-0.20352,0.941433,0,1.000002,0,0,0,G2
1000,-0.217339,0.958562,0,1.000004,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0.074399,1.373732,0,1.461845,0,0,0,G2
1000,-0.157849,0.851933,0,0.999997,0,0,0,G2
1,0.330429,0.688457,0,0,0,0,0.999991,G3
1,0.174462,0.968013,0,0,0,0,1.000002,G3
1,0.285143,0.931877,0,0,0,0,1.000004,G3
1,0.411038,0.877188,0,0,0,0,0.999995,G3
1,0.234592,0.89396,0,0,0,0,0.999996,G3
1,0.134083,0.867564,0,0,0,0,1.000001,G3
1,0.04225,0.848933,0,0,0,0,0.999997,G3
1,0.286535,0.843853,0,0,0,0,0.999997,G3
1,0.382666,0.771164,0,0,0,0,1,G3
1,0.296203,0.754998,0,0,0,0,1.000009,G3
11000,-0.965539,0.259996,1.000001,0,0,0,0,G4
11000,0.119147,1.471787,1.372331,1.668,0,0,0,G4
11000,0.231276,1.474227,1.383623,1.664197,0,0,0,G4
11000,-0.14338,1.251474,1.126141,1.363223,0,0,0,G4
11000,-0.373114,1.230959,1.020673,1.343447,0,0,0,G4
11000,-0.547359,1.153618,0.94005,1.333877,0,0,0,G4
11000,-0.176782,1.184002,1.017405,1.317151,0,0,0,G4
11000,0.001529,1.113585,1.06515,1.362235,0,0,0,G4
11000,-0.272443,1.165923,1.080464,1.357243,0,0,0,G4
11000,-0.230886,1.181201,1.062843,1.344985,0,0,0,G4
1100,0.092056,0.831786,0,1.013643,1.050725,0,0,G5
1100,0.274169,0.943422,0,1.032925,1.083044,0,0,G5
1100,0.224598,0.910117,0,1.030936,1.066185,0,0,G5
1100,-0.106119,0.920849,0,1.000002,0,0,0,G5
1100,0.08176,0.927262,0,1.009389,1.04801,0,0,G5
1100,0.301604,0.943595,0,0.999942,1.049372,0,0,G5
1100,0.170835,0.887789,0,1,0,0,0,G5
1100,0.11474,0.879447,0,1.013852,1.049536,0,0,G5
1100,0.10985,0.876255,0,1.00959,1.051953,0,0,G5
1100,0.018719,0.855967,0,1.011949,1.050462,0,0,G5
1110,0.413602,0.942145,0,1.069799,1.140531,1.024656,0,G6
1110,0.377758,0.95909,0,1.053839,1.111896,1.003719,0,G6
1110,0.298367,0.924589,0,1.064541,1.119344,0.979428,0,G6
1110,0.459313,1.004657,0,1.031419,1.130795,1.022165,0,G6
1110,0.491706,1.007633,0,1.022672,1.12598,1.018385,0,G6
1110,0.256337,1.007552,0,1.066802,1.089841,0.964393,0,G6
1110,0.488008,0.99553,0,1.064239,1.118604,1.029358,0,G6
1110,0.50416,0.996446,0,1.110473,1.14987,1.040125,0,G6
1110,0.457934,1.047211,0,1.086356,1.142374,1.031407,0,G6
1110,0.374892,1.049552,0,1.063441,1.134378,1.008969,0,G6
10001,0.701891,1.119819,1.287261,0,0,0,1.554972,G7
10001,-0.820075,0.519808,1.000002,0,0,0,0,G7
10001,-0.818262,0.50776,0.999996,0,0,0,0,G7
10001,0.768414,1.142831,1.326048,0,0,0,1.579405,G7
10001,0.785725,1.131886,1.3565,0,0,0,1.601107,G7
10001,1.105771,1.018693,1.267816,0,0,0,1.653403,G7
10001,0.548605,1.210535,1.283911,0,0,0,1.53341,G7
10001,0.248988,1.114058,1.238984,0,0,0,1.478871,G7
10001,0.527894,1.129908,1.278292,0,0,0,1.534693,G7
10001,0.619472,1.119336,1.289287,0,0,0,1.552414,G7
11001,0.485468,1.378346,1.178685,1.736476,0,0,0.867912,G8
11001,0.955128,1.278494,1.233031,1.643405,0,0,1.501615,G8
11001,0.766878,1.114626,1.124914,1.58808,0,0,1.423372,G8
11001,1.305254,1.448913,1.32966,1.814506,0,0,0.955745,G8
11001,0.937405,1.252518,1.22103,1.65086,0,0,1.479502,G8
11001,0.633478,1.08734,1.167591,1.616635,0,0,1.445318,G8
11001,0.961441,1.031569,1.202169,1.619527,0,0,1.44999,G8
11001,1.20847,1.123564,1.220998,1.654456,0,0,1.512553,G8
11001,1.363419,1.225177,1.316147,1.766464,0,0,0.894245,G8
11001,0.977304,1.226979,1.17992,1.608859,0,0,1.442896,G8
11111,0.835729,1.077653,1.063504,1.348024,1.453747,1.335135,1.218678,G9
11111,0.911842,1.01224,1.085752,1.351897,1.465063,1.350076,1.239822,G9
11111,1.011594,0.98381,1.060902,1.340021,1.454921,1.351085,1.234772,G9
11111,0.799858,0.955558,1.088503,1.355894,1.467672,1.346907,1.227257,G9
11111,0.800566,1.18467,1.028739,1.343699,1.45118,1.346142,1.224102,G9
11111,0.98364,1.163117,1.037378,1.340765,1.449316,1.364342,1.242078,G9
11111,0.788263,1.348693,0.881227,1.329795,1.382041,1.271313,1.145699,G9
11111,0.839511,0.946905,1.070383,1.343419,1.438622,1.339336,1.22052,G9
11111,0.599558,0.801616,1.03408,1.348917,1.455608,1.333432,1.22539,G9
11111,0.929799,0.942135,1.096098,1.359502,1.471292,1.360793,1.273123,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.445864,0.910312,0,1.303218,1.226671,0,0.942775,G0
1101,0.479034,1.084308,0,1.285272,1.220221,0,0.948577,G0
1101,0.726965,1.193354,0,1.303376,1.23341,0,0.964646,G0
1101,0.67259,0.906126,0,1.231206,0.910355,0,0,G0
1101,0.543432,1.018818,0,1.327047,1.234098,0,0.958288,G0
1101,0.349437,0.830391,0,1.285273,1.221248,0,0.954208,G0
1101,0.598121,0.959786,0,1.353405,1.255785,0,1.010981,G0
1101,0.796306,1.082352,0,1.321475,1.255165,0,1.055646,G0
1101,0.769418,1.114782,0,1.309733,1.247805,0,0.995379,G0
1101,0.614263,1.065401,0,1.309379,1.236583,0,0.946313,G0
1000,-0.012735,0.940489,0,1.000006,0,0,0,G2
1000,0.005355,0.902595,0,0.999997,0,0,0,G2
1000,0.202659,0.856856,0,1,0,0,0,G2
1000,-0.297177,0.799869,0,0.999996,0,0,0,G2
1000,-0.127664,0.904606,0,0.999996,0,0,0,G2
1000,-0.005915,0.992813,0,0.999999,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,-0.106377,0.805535,0,1.000003,0,0,0,G2
1000,0.159143,0.808621,0,0.999998,0,0,0,G2
1,0.382613,0.428554,0,0,0,0,1.000001,G3
1,0.214919,0.776599,0,0,0,0,1.000003,G3
1,0.182696,0.594295,0,0,0,0,0.999997,G3
1,-0.280551,0.586515,0,0,0,0,1.000003,G3
1,0.305531,0.478185,0,0,0,0,1,G3
1,0.417575,0.360722,0,0,0,0,1.000002,G3
1,0.412537,0.407221,0,0,0,0,1.000002,G3
1,-0.067955,0.629562,0,0,0,0,1.000003,G3
1,0.042513,0.652679,0,0,0,0,0.999998,G3
1,0.380809,0.53114,0,0,0,0,0.999995,G3
11000,-0.909986,0.859095,1.403771,1.077859,0,0,0,G4
11000,0.087269,1.282806,1.046382,1.425747,0,0,0,G4
11000,-0.486802,1.160692,1.010197,1.387631,0,0,0,G4
11000,-0.045499,1.05981,1.017092,1.426804,0,0,0,G4
11000,0.10864,0.677994,1.010686,1.432176,0,0,0,G4
11000,-0.06354,1.268584,1.064425,1.41397,0,0,0,G4
11000,-0.314816,1.308857,0.965168,1.369175,0,0,0,G4
11000,-0.289388,1.104593,1.03537,1.38954,0,0,0,G4
11000,0.413275,1.065004,0.994258,1.408788,0,0,0,G4
11000,-0.778183,0.934078,1.065706,1.385733,0,0,0,G4
1100,0.168277,0.900112,0,1.057805,1.023961,0,0,G5
1100,0.433333,0.901322,0,1.013185,1.055659,0,0,G5
1100,-0.012718,0.709856,0,1.028368,1.043869,0,0,G5
1100,0.181923,0.829421,0,0.999996,0,0,0,G5
1100,0.490639,0.932993,0,1.021789,1.042627,0,0,G5
1100,0.315048,0.945703,0,1.039431,1.04055,0,0,G5
1100,-0.059789,0.802615,0,1.027695,1.039031,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.287377,0.721637,0,1.000004,0,0,0,G5
1100,0.480632,0.638595,0,1.000002,0,0,0,G5
1110,0.081234,0.928371,0,1.071071,1.157179,0.980482,0,G6
1110,0.42676,1.103648,0,1.066721,1.160053,0.992422,0,G6
1110,0.172185,0.961613,0,1.074112,1.138883,0.998003,0,G6
1110,0.608557,0.988794,0,1.071811,1.160296,1.012179,0,G6
1110,0.46298,1.02717,0,1.096332,1.18411,1.001411,0,G6
1110,0.092397,0.936006,0,1.088513,1.162346,0.97149,0,G6
1110,0.192309,0.686904,0,1.17806,1.035573,0,0,G6
1110,0.647684,0.855413,0,1.088253,1.164755,1.02189,0,G6
1110,0.65487,0.941777,0,1.10577,1.195883,1.037228,0,G6
1110,0.141944,0.963241,0,1.10952,1.172951,0.981334,0,G6
10001,0.840307,0.687236,1.405632,0,0,0,1.586898,G7
10001,0.516876,1.055557,1.343488,0,0,0,1.676114,G7
10001,0.521569,0.392595,0.999995,0,0,0,0,G7
10001,0.103685,0.898498,1.375523,0,0,0,1.614831,G7
10001,0.331051,1.059316,1.361859,0,0,0,1.652639,G7
10001,0.845901,0.705152,1.358044,0,0,0,1.644154,G7
10001,0.720649,0.637664,1.392347,0,0,0,1.654037,G7
10001,0.146131,0.786996,1.365423,0,0,0,1.587286,G7
10001,0.524327,0.666335,1.352644,0,0,0,1.577676,G7
10001,0.922788,0.926507,1.395535,0,0,0,1.576573,G7
11001,0.238445,0.746876,1.233086,1.517702,0,0,1.361919,G8
11001,0.282635,0.66335,1.168471,1.539806,0,0,1.426647,G8
11001,1.082419,1.009961,1.480942,1.823011,0,0,0.767173,G8
11001,0.97525,0.750555,1.301037,1.643125,0,0,1.528457,G8
11001,0.529585,0.965698,1.273307,1.716989,0,0,0.779932,G8
11001,0.034141,0.650669,1.194585,1.50724,0,0,1.377956,G8
11001,0.226677,0.595711,1.278336,1.462534,0,0,1.345177,G8
11001,0.948481,0.822748,1.385692,1.829914,0,0,0.77344,G8
11001,0.915602,0.851607,1.274838,1.63541,0,0,1.5327,G8
11001,0.51753,0.770491,1.256732,1.600498,0,0,1.488192,G8
11111,0.779635,1.438505,1.04522,1.413022,1.555251,1.41744,1.301486,G9
11111,0.971793,1.202741,1.1132,1.44218,1.553687,1.467115,1.385741,G9
11111,1.335971,1.255053,1.175203,1.475616,1.580913,1.52406,1.483663,G9
11111,1.170982,1.330061,1.216934,1.526029,1.469726,1.446932,1.518048,G9
11111,0.487906,1.101408,1.06558,1.376368,1.395556,1.301326,1.251492,G9
11111,0.951539,1.4344,1.167193,1.429559,1.591377,1.515261,1.434195,G9
11111,1.292913,1.534743,1.194579,1.476707,1.589409,1.548754,1.504313,G9
11111,1.302239,1.508981,1.125199,1.416304,1.612269,1.455944,1.386305,G9
11111,1.366719,1.493291,1.202069,1.537737,1.620034,1.296048,1.479903,G9
11111,1.255683,1.584597,1.395627,1.546052,1.643775,1.50005,1.45338,G9
0,-0.659883,0.388478,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,-0.536885,0.572105,0,0,0,0,0,G1
1101,0.607003,0.933986,0,1.19084,1.221115,0,0.9991,G0
1101,0.621065,1.022727,0,1.197044,1.215434,0,1.011723,G0
1101,0.710747,1.008663,0,1.209893,1.239591,0,1.015398,G0
1101,0.714895,0.978851,0,1.207392,1.23818,0,1.021106,G0
1101,0.627897,1.002556,0,1.196595,1.216493,0,0.996668,G0
1101,0.637064,1.001954,0,1.198102,1.215108,0,0.989863,G0
1101,0.565185,0.945057,0,1.190695,1.21742,0,0.99819,G0
1101,0.76783,0.828897,0,1.215419,1.239138,0,1.037843,G0
1101,0.718374,0.959079,0,1.196238,1.244584,0,1.028053,G0
1101,0.639895,0.920995,0,1.214795,1.238471,0,1.011251,G0
1000,-0.186933,0.752226,0,1.000001,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,-0.209282,0.960286,0,0.999997,0,0,0,G2
1000,-0.284805,0.818337,0,0.999997,0,0,0,G2
1000,-0.217091,0.841928,0,0.999999,0,0,0,G2
1000,-0.27134,0.839827,0,1.000001,0,0,0,G2
1000,-0.238138,0.80107,0,1.000007,0,0,0,G2
1000,-0.139853,0.819822,0,0.999998,0,0,0,G2
1000,-0.073909,0.822595,0,0.999996,0,0,0,G2
1,0.344561,0.891323,0,0,0,0,0.677421,G3
1,0.398717,1.23157,0,0,0,0,0.676001,G3
1,0.487774,1.261465,0,0,0,0,0.63883,G3
1,0.449431,0.793664,0,0,0,0,1.000005,G3
1,0.213496,0.866528,0,0,0,0,1.000011,G3
1,0.262937,0.817743,0,0,0,0,0.999991,G3
1,0.214955,0.722604,0,0,0,0,0.999996,G3
1,0.449552,0.624235,0,0,0,0,0.999998,G3
1,1.710599,1.659585,0,0,0,0,1.873151,G3
1,0.708482,0.886567,0,0,0,0,0.513303,G3
11000,-0.426197,0.897239,1.102458,1.321397,0,0,0,G4
11000,-0.069536,1.333772,1.111164,1.427663,0,0,0,G4
11000,0.022753,1.448977,1.353226,1.734763,0,0,0,G4
11000,0.059144,1.387689,1.332774,1.728884,0,0,0,G4
11000,-0.263844,1.098991,1.109319,1.380263,0,0,0,G4
11000,-0.3073,0.990813,1.106926,1.337163,0,0,0,G4
11000,-0.275646,0.839786,1.206625,1.483582,0,0,0,G4
11000,0.023907,1.296489,1.319394,1.722002,0,0,0,G4
11000,0.069277,1.426154,1.358606,1.761272,0,0,0,G4
11000,-0.38037,0.949838,1.090415,1.347179,0,0,0,G4
1100,0.288046,1.042303,0,1.398993,1.428231,0,0,G5
1100,0.317447,1.290128,0,1.368965,1.440696,0,0,G5
1100,0.074045,0.889349,0,0.985748,1.052272,0,0,G5
1100,0.209435,1.17151,0,1.381444,1.420506,0,0,G5
1100,-0.005151,0.798506,0,0.99319,1.039758,0,0,G5
1100,-0.069441,0.75933,0,1.011551,1.023963,0,0,G5
1100,-0.034059,0.773211,0,0.995072,1.042732,0,0,G5
1100,0.042963,0.708467,0,1.011494,1.032752,0,0,G5
1100,0.084807,0.779153,0,1.013098,1.030199,0,0,G5
1100,0.041713,0.75027,0,1.014149,1.031285,0,0,G5
1110,0.199688,0.861583,0,1.07362,1.116843,0.989378,0,G6
1110,0.187067,1.073101,0,1.046032,1.119525,0.977637,0,G6
1110,0.369454,0.975605,0,1.046189,1.107841,1.01633,0,G6
1110,0.352403,1.028932,0,1.095198,1.144728,1.005334,0,G6
1110,0.266749,1.011945,0,1.042029,1.117519,0.997253,0,G6
1110,0.20345,0.903783,0,1.052884,1.09585,0.996856,0,G6
1110,0.146607,0.877971,0,1.053466,1.107623,0.987629,0,G6
