@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R1,3,7-11,264-327,328'

@attribute numFingers numeric
@attribute ratio numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute cellOccupancyAvg1 numeric
@attribute cellOccupancyAvg2 numeric
@attribute cellOccupancyAvg3 numeric
@attribute cellOccupancyAvg4 numeric
@attribute cellOccupancyAvg5 numeric
@attribute cellOccupancyAvg6 numeric
@attribute cellOccupancyAvg7 numeric
@attribute cellOccupancyAvg8 numeric
@attribute cellOccupancyAvg9 numeric
@attribute cellOccupancyAvg10 numeric
@attribute cellOccupancyAvg11 numeric
@attribute cellOccupancyAvg12 numeric
@attribute cellOccupancyAvg13 numeric
@attribute cellOccupancyAvg14 numeric
@attribute cellOccupancyAvg15 numeric
@attribute cellOccupancyAvg16 numeric
@attribute cellOccupancyAvg17 numeric
@attribute cellOccupancyAvg18 numeric
@attribute cellOccupancyAvg19 numeric
@attribute cellOccupancyAvg20 numeric
@attribute cellOccupancyAvg21 numeric
@attribute cellOccupancyAvg22 numeric
@attribute cellOccupancyAvg23 numeric
@attribute cellOccupancyAvg24 numeric
@attribute cellOccupancyAvg25 numeric
@attribute cellOccupancyAvg26 numeric
@attribute cellOccupancyAvg27 numeric
@attribute cellOccupancyAvg28 numeric
@attribute cellOccupancyAvg29 numeric
@attribute cellOccupancyAvg30 numeric
@attribute cellOccupancyAvg31 numeric
@attribute cellOccupancyAvg32 numeric
@attribute cellOccupancyAvg33 numeric
@attribute cellOccupancyAvg34 numeric
@attribute cellOccupancyAvg35 numeric
@attribute cellOccupancyAvg36 numeric
@attribute cellOccupancyAvg37 numeric
@attribute cellOccupancyAvg38 numeric
@attribute cellOccupancyAvg39 numeric
@attribute cellOccupancyAvg40 numeric
@attribute cellOccupancyAvg41 numeric
@attribute cellOccupancyAvg42 numeric
@attribute cellOccupancyAvg43 numeric
@attribute cellOccupancyAvg44 numeric
@attribute cellOccupancyAvg45 numeric
@attribute cellOccupancyAvg46 numeric
@attribute cellOccupancyAvg47 numeric
@attribute cellOccupancyAvg48 numeric
@attribute cellOccupancyAvg49 numeric
@attribute cellOccupancyAvg50 numeric
@attribute cellOccupancyAvg51 numeric
@attribute cellOccupancyAvg52 numeric
@attribute cellOccupancyAvg53 numeric
@attribute cellOccupancyAvg54 numeric
@attribute cellOccupancyAvg55 numeric
@attribute cellOccupancyAvg56 numeric
@attribute cellOccupancyAvg57 numeric
@attribute cellOccupancyAvg58 numeric
@attribute cellOccupancyAvg59 numeric
@attribute cellOccupancyAvg60 numeric
@attribute cellOccupancyAvg61 numeric
@attribute cellOccupancyAvg62 numeric
@attribute cellOccupancyAvg63 numeric
@attribute cellOccupancyAvg64 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
5,0.010154,1.110522,1.454101,1.464803,1.416359,1.270068,0,0,0,0,7.166667,0.134167,0,0,0,0,0,0,9.35,12.085834,3.994444,0,0,1.095556,1.260278,0.587778,0.059167,11.534166,16.691944,0,0,4.953889,11.720278,15.020833,15.741111,16.970556,16.856388,0,0,8.405,12.605556,13.425834,17,17,17.137501,0,0,1.506667,9.506389,14.827778,11.893056,15.798611,14.268888,0,0,0,1.788056,0.172778,5.161944,10.105556,0.863611,0,0,0,0,1.663611,7.187222,0.057222,0,0,G9
4,0.01013,1.201026,1.455374,1.441992,1.242956,0,0,0,0,0.142222,8.103611,0.320556,0,0,0,0,0,0.014167,10.686666,13.906389,5.779167,0.206389,0.371389,5.604722,3.498611,1.6375,0.488611,13.7475,18,9.7375,0.968611,8.860833,13.889722,16.577778,16.813889,18,18,10.214723,6.316111,14.756389,17.086666,17.085556,18,18,18,10.647778,0.129444,8.218889,15.486111,15.921945,13.534722,17.900833,17.628056,6.676667,0,0.0175,0.908056,0.136944,7.502222,11.601944,2.770555,0,0,0,0,3.897222,6.406667,0.036944,0,0,G9
4,0.010769,1.235293,1.176536,1.119924,1.038524,0,0,0,0,0.1225,8.835278,0.029444,0,0,0,0,0,0,9.235278,13.762777,4.875,0.005833,0,5.057222,5.803333,2.386667,0.658333,12.868889,17.986111,6.445833,0,5.800278,9.622222,14.835556,17.563055,18,18,6.9,3.328611,13.495,16.166111,15.763056,17.9125,18,18,6.9,0.013333,6.401111,12.471389,13.808056,11.747222,17.726667,16.842501,3.708611,0,0.006111,0.335556,0.006667,8.839444,10.231112,1.711111,0,0,0,0,4.539444,6.038333,0,0,0,G9
4,0.010833,1.193114,1.217632,1.120491,0.994459,0,0,0,0,0.210556,7.566945,0.053889,0,0,0,0,0,0.008611,10.088333,10.034166,0.770278,0,0,6.535278,9.672778,6.458055,1.906944,13.446667,14.088889,0,0,3.734722,8.436944,13.691944,16.111666,16.998888,17.030277,0,0.0275,8.405833,11.022778,15.790556,16.261667,17,17.307501,0,0,2.3125,10.715278,11.446389,11.242778,17,15.586111,0,0,0,0,0.464167,10.893333,8.914166,1.023333,0,0,0,0,6.098611,3.219167,0,0,0,G9
5,0.009926,1.038205,1.353935,1.416966,1.341328,1.193952,0,0,0,0.171111,5.983333,0,0,0,0,0,0,0,11.315278,7.426667,0.670278,0,0,5.311111,6.666111,2.864722,0.343889,13.023889,13.493055,0.688611,0,3.056944,8.047222,12.289166,15.448889,16,16.475555,1.416667,0.343056,8.889444,11.044167,13.922778,16,16,16.760834,1.416667,0,2.453056,10.821944,10.93,10.578333,16,16.478611,1.208889,0,0,0,0.126944,7.601389,8.725555,2.103333,0,0,0,0,2.848333,4.438611,0,0,0,G9
5,0.009939,1.047191,1.30295,1.417088,1.328558,1.148161,0,0,0,0.676667,8.535277,0.148056,0,0,0,0.550556,0.000278,0.017778,9.267222,11.481667,1.2575,0,0,8.911389,13.478056,9.188056,3.947222,11.355556,14.612223,2.028611,2.198889,9.925555,10.256667,15.458055,16,16,16.814167,5.666667,0.011389,5.443611,10.699722,15.788611,16,16,16.758612,5.666667,0,1.798056,5.970278,8.618611,8.929722,16,16.52,5.443611,0,0,0,0.668333,9.600278,10.260834,4.558889,0.749444,0,0,0,7.073056,5.028889,0,0,0,G9
5,0.010001,0.967904,1.346189,1.399944,1.260825,1.083267,0,0,0,0.166667,9.219444,1.161111,0,0,0,6.185833,2.867222,0.191944,7.800278,14.861667,2.935555,0,1.088889,6.211111,12.563056,12.710556,7.598055,11.203889,16.072222,3.982222,3.736389,10.246667,13.868889,15.296389,16,16.09111,17,8.216666,0,8.514444,12.271111,16,16,16.001667,16.891111,8.216666,0,0,1.21,4.239167,6.855556,15.53,16.532778,8.216666,0,0,0,1.563611,9.568334,11.541667,7.509167,1.761667,0,0,0,8.216111,3.783056,0,0,0,G9
5,0.009463,0.990773,1.217849,1.365623,1.275622,1.14261,0,0,0,0,5.401111,1.104445,0,0,0.0025,3.025,0.546944,0,6.311666,13.821667,2.631944,0,0.191944,9.4775,13.335834,11.038055,4.988611,9.176111,16.292778,5.285833,6.8275,13.148889,13.050555,14.311666,16.99361,17,17,11.333333,0.312778,10.437222,11.76,16.007778,16.820278,17,17,11.333333,0,0.324722,3.621667,6.200278,9.269167,17,17,11.333333,0,0,0,1.581944,10.771667,11.453055,7.335278,2.679722,0,0,0.1575,8.320278,2.446667,0,0,0,G9
1,1,0,0,0,0,0,0,8.326389,8.918333,2.368889,0.037222,0,0,0,0,8.181945,17.900833,17.911388,15.777223,4.280833,0,0,0,10.718611,17,16.838612,17.737499,17.328333,6.373055,0,0,6.884167,17,17.3675,17.987499,18,15.390555,0,0,4.731945,17,17.108612,17.91,18,15.948055,0,0,4.888889,16.615,17.106667,17.993889,18,15.9,0,0,0,12.973056,14.846666,17.205,18,15.964723,0,0,0,2.731945,10.271111,9.972777,8.098056,4.463056,0,G1
1,1,0,0,0,0,0,1.091389,9.413889,6.8875,6.185833,1.929444,0.006111,0,0,0.236111,12.754167,17,17.499445,17.931389,11.2625,0.533611,0,0,11.761945,17,17.129723,17.986111,18,13.150278,0.876667,0,9.690278,17,16.940556,17.901945,18,18,3.3,0,5.944167,17,17,17.721945,18,18,3.3,0,1.320833,16.176111,17,17.459723,18,18,3.3,0,0,9.840278,15.386389,14.620556,18,16.975277,2.322222,0,0,1.114444,5.010278,10.7425,6.483333,1.408056,0,G1
1,1,0,0,0,0,0,0.198889,10.375,9.582778,4.19,0.272222,0,0,0,0.015,11.937222,17.566389,17.852222,15.401389,6.171667,0,0,0,10.503612,17,17.032499,17.85111,17.866388,7.303611,0,0,8.865833,17,17.2325,17.985556,18,17.136667,0.584722,0,4.406111,17,17,17.813612,18,18,1.221667,0,2.309167,16.866945,17,17.608334,18,18,1.203056,0,0,11.346111,13.616389,15.712222,18,18.013334,1.213333,0,0,1.008611,8.639444,9.9,7.341944,4.881111,0.835833,G1
1,1,0,0,0,0,0,0,9.980833,6.545833,3.860556,0.766389,0,0,0,0,10.608889,17.981112,18,16.342222,9.991944,0.011944,0,0,8.217222,18,18,18.012222,18.402222,8.848611,0,0,5.844444,17.971945,17.960556,17.727777,18.57,17.680834,0,0,6.557778,17.839445,18,18.490833,19,17.733334,0,0,0.038056,16.462778,18,18.394167,19,17.733334,0,0,0,9.897778,17.876667,17.578333,18.985834,17.534721,0,0,0,1.773056,9.628889,12.179167,8.839723,3.686389,0,G1
1,1,0,0,0,0,0,0,6.510833,9.071667,5.671389,1.559167,0.001667,0,0,0,5.798056,15.420278,15.680278,16.988333,7.870278,0,0,0,6.505556,16,16.005278,15.568611,16.986111,9.555555,0,0,4.648334,16,15.9975,16.333611,17,13.883333,0,0,1.516667,13.963611,16,16.358612,17,13.883333,0,0,0.191667,13.097777,16,16.240278,17,13.883333,0,0,0,8.359167,15.450833,15.471389,17,13.309444,0,0,0,2.166945,6.789722,8.968611,6.032778,1.417222,0,G1
1,1,0,0,0,0,0,0,6.018611,8.080556,3.432222,0.085278,0,0,0,0,3.968611,16.415556,16.843889,12.518611,3.058889,0,0,0,4.304167,15.970834,16.209723,16.905001,16.025,4.374444,0,0,1.985278,15.870833,16.042223,16.751389,17,10.408611,0,0,1.284167,14.843611,16,16.616388,17,10.483334,0,0,0.309167,11.567223,16,16.280277,17,10.483334,0,0,0,4.953333,16.226944,16.194166,17,10.361111,0,0,0,0,4.888055,5.8675,4.448056,1.686944,0,G1
0,0,0,0,0,0,0,0,3.786667,8.623611,1.715,0,0,0,0,0,1.861667,15.741944,16.520555,10.735278,1.797778,0,0,0,2.943611,16.261667,16.952223,17,14.502778,2.551111,0,0,2.282222,15.659445,16.247778,17,17,8.167778,0,0,0.550278,14.021389,16.015833,16.692223,17,8.216666,0,0,0,9.954722,16,16.683889,17,8.216666,0,0,0,5.334445,15.740556,15.810833,17,8.221111,0,0,0,0.015833,5.4125,6.029444,4.29,2.883889,0,G1
0,0,0,0,0,0,0,0,9.220834,9.240833,7.575833,6.082778,1.623611,0,0,0,7.600555,16.723333,17.035833,17.355833,16.380278,3.889444,0,0,6.153889,16.998333,17.012777,17.256111,17.550833,16.691389,0,0,3.218333,16.627501,17,17.642221,18,17.700001,0,0,1.436667,16.226389,17,17.134445,18,17.700001,0,0,0,12.949722,17,17.167223,18,17.700001,0,0,0,3.538056,16.936666,14.093056,17.896389,15.9525,0,0,0,0.000278,4.6675,9.259444,5.229445,0.240278,0,G1
0,0,0,0,0,0,0,0.431389,9.502222,6.923333,2.6975,1.420556,0.000556,0,0,0.008611,11.951944,17.546112,17.981667,17.93111,11.112778,0.360278,0,0.007778,14.6625,17,15.501111,18,18,11.100278,0.015556,0,11.754444,17,17.115,17.959167,18,17.999722,0.6,0,8.903334,17,16.972221,17.963333,18,18,0.6,0,6.510556,16.999445,17,17.81889,18,18,0.6,0,0.179444,15.257222,17.243889,17.956944,18,17.983612,0.6,0,0,1.579722,10.854167,10.903889,7.617222,2.855278,0.230556,G1
1,1,0,0,0,0,0,0.086111,9.696111,7.5475,3.443056,0.365556,0,0,0,0.026111,11.935278,17.842777,17.998888,17.356388,9.185278,0.007222,0,0,12.408889,17.014444,17.593334,18,17.984167,11.163611,0.006667,0,8.928611,17,17.345556,18,18,17.995556,0.299444,0,6.009722,17,17.41,18,18,18.016666,0.306667,0,3.745833,16.90361,17.218334,18,18,18,0.3,0,0,15.120833,17.184444,16.370277,18,18.030834,0.303889,0,0,2.692778,8.9775,10.483055,8.363611,3.626111,0.091389,G1
3,0.009691,0,1.217814,1.204221,0,1.061919,0,4.632222,5.568056,0.284722,0,0,0,0,0,9.615,16.430277,18.801111,14.104167,9.595555,8.274722,6.924445,3.799167,8.216945,6.949722,8.829166,19.906389,19.662222,18.1325,12.539166,6.206666,12.143333,17.248333,19.311111,19.580555,18.777222,18.825556,13.1975,0,0,0.033611,9.331667,19.145,19.4025,20,13.333333,0,0,0,3.390833,14.3875,20,18.99361,12.696389,0,0,2.739722,15.223611,12.347777,4.065834,0.150556,0,0,0,4.995833,3.596944,0,0,0,0,G0
3,0.010008,0,1.236175,1.246215,0,1.062514,0.656389,12.146111,11.029445,7.548056,1.741944,0.532778,0.301944,0,1.007778,9.978889,13.513889,18.830278,20.865278,20.765833,18.616945,10.368611,1.251667,5.069167,4.048889,6.161111,16.743055,20.989166,20.081667,11.19,8.190556,17.293612,19.234444,20.234444,20.848612,20.17,20.245277,12.08,0,0,0,6.259722,19.797777,17.568333,21,12.25,0,0,0,1.404444,8.094167,19.143333,20.407778,10.073334,0,0,0.201667,7.374444,18.49,9.354445,0.721389,0,0,0,3.7875,11.4175,3.648889,0,0,0,G0
3,0.009704,0,1.246101,1.252304,0,1.075778,0.820833,8.377778,5.553333,2.748889,0,0,0,0,1.452222,11.441112,13.566112,19.9,15.655833,13.747222,7.660278,6.083889,2.055278,6.737778,5.609445,7.919445,19.586945,19.772499,18.75,12.549167,8.462778,15.2975,15.871944,17.255556,19.731388,18.878056,16.868334,13.093889,0,0,0,9.280556,19.112778,19.731112,20,13.333333,0,0,0,2.453333,14.212222,18.7225,16.612499,8.289166,0,0,2.194167,13.442778,13.809167,1.746389,0,0,0,0,5.150278,4.832778,0.031111,0,0,0,G0
3,0.0098,0,1.240257,1.251794,0,1.085787,0.091389,10.109167,10.987778,6.919722,2.901111,0.000833,0,0,0,4.063334,11.125,16.469444,18.956112,16.117777,14.553333,6.111945,2.001945,5.968611,7.876945,7.018611,16.280834,19,18.354166,8.626111,5.431389,13.016389,14.681389,16.478611,15.489166,18.435278,16.713055,7.039444,0,0.010833,0,0.846111,15.624444,18.291945,18.945555,9.816667,0,0,0,0.335,8.298333,17.516666,16.706667,6.67,0,0,0.0075,4.879722,16.199444,6.740833,0.231667,0,0,0,0.693611,11.617778,2.246667,0,0,0,G0
3,0.009855,0,1.245692,1.195182,0,1.04399,0,5.978333,6.947778,1.628611,0.005,0,0,0,0,6.150278,13.618055,18.8225,15.866389,8.832222,5.350278,3.201944,5.055555,8.641666,7.123055,5.991389,18.093056,20,19.178333,12.538611,5.473611,11.7675,15.383333,17.350555,19.561388,18.912777,18.938334,11.530278,0,0,0,4.516111,18.360556,18.593056,19.891111,13.325556,0,0,0,2.652778,13.323889,19,19,12.706111,0,0,1.520555,11.073889,15.815833,7.711389,5.776111,2.784722,0,0,6.575833,5.685555,0.3325,0,0,0,G0
3,0.009939,0,1.23234,1.251699,0,1.108289,0.447222,8.586111,8.643611,5.198889,1.0025,0,0,0,0.783611,10.396389,15.941112,19.128334,19.258055,15.391666,12.162222,5.595556,0.610833,7.140833,7.5575,8.136389,19.146389,19.931389,19.0625,11.8575,8.243333,13.367778,15.736667,18.216667,19.808889,19.383612,16.8475,10.074722,0,0,0.005278,4.827778,18.410555,18.765833,19.908056,13.333333,0,0,0,2.711944,9.64,19.463055,18.1175,11.180278,0,0,0.435278,10.032778,16.453333,5.701389,0.000833,0,0,0,4.295,7.205555,0.29,0,0,0,G0
3,0.010025,0,1.246368,1.250357,0,1.117048,0,0,0.005833,10.536389,12.545278,4.218056,0,0,0,0,8.9325,22.618334,23,22.026945,3.165833,0,0,0,11.503333,23,23,23,10.403055,0,0,5.969444,22.476667,23,23,22.976389,4.29,0,0,8.756111,22.998333,23,23,16.201944,0.05,0,0,4.039722,22.953333,23,23,13.921945,0,0,0,7.113333,22.940556,23,21.555277,2.875,0,0,0,0.041667,5.955278,14.011389,7.341944,0,0,0,G0
3,0.010064,0,1.246951,1.235723,0,1.12298,0,0,0,0.875,5.015833,0,0,0,0,0,0,4.905,12.256945,6.241944,0.003333,0,0,0,0.505556,20.928888,23,22.768888,1.936389,0,0,0,7.721667,22.623611,23,21.559444,1.582222,0,0,1.552222,22.166666,23,23,22.857222,4.329444,0,0,0.160278,19.746389,23,23,19.0625,1.157222,0,0,0,17.452223,23,23,7.633889,0,0,0,0,4.253611,13.682777,12.906389,0.680556,0,0,G0
4,0.011507,0,1.432204,1.399129,0,0.632419,0,0,0,1.633056,5.716944,0,0,0,0,0,0,9.032222,17.416666,3.977222,0,0,0,0,2.828889,22.457777,23,20.940001,0,0,0,0,7.477222,22.613333,23,19.724167,0,0,0,0,20.075556,23,23,21.817499,0,0,0,0,12.613889,23,23,15.581667,0,0,0,0,19.508333,23,22.973333,3.341667,0,0,0,0,9.19,14.92,13.104445,0.025,0,0,G0
3,0.009828,0,1.232924,1.210999,0,1.051843,0.028056,4.362222,1.273611,0,0,0,0,0,0.569167,14.358334,19.511667,16.563055,10.964444,8.038889,6.909167,6.05,3.436944,5.205,5.049167,10.459444,19.608334,19.665556,18.852777,13.206111,6.258889,13.5225,17.649166,19.742777,19.537222,19.147778,19.432777,13.333333,0,0,0,10.156944,18.950277,19.8575,20,13.333333,0,0,0,3.613611,15.543889,19.783333,17.47139,8.509722,0,0,2.843333,14.926666,13.178611,1.780278,0,0,0,0,3.578889,3.655278,0,0,0,0,G0
1,1,0,1.000002,0,0,0,0,0,0,0,0,5.829444,7.728333,0,0,0,0,0,2.383611,16.624166,12.300834,0,0,0.229444,5.422778,8.32,14.337778,16.234444,5.251389,0,0,8.262777,16,16,16,16,8.817778,0,0,6.945556,16,16,16,15.968611,2.861389,0,0,1.049167,14.516111,16,16,15.961945,3.910833,0,0,0,6.366111,16,15.197222,5.759444,0.321667,0,0,0,2.377778,9.875556,3.81,0,1.280833,0,G2
1,1,0,0.999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.713611,2.03,0,0,0,0,1.014167,3.540278,13.77,14.504723,2.401389,4.774722,11.25,13.247778,16.673056,17.050833,17.02,17.911388,9.653611,4.211667,5.284722,5.111945,14.549723,17,16.969444,17.672777,12.049723,0,0,0,3.900556,16.006111,16.450277,17.765556,10.694167,0,0,0,0,3.851944,4.327778,5.577222,0.673611,0,0,0,0,0,0,0,0,G2
1,1,0,0.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.778611,2.913889,0,0.324167,1.900556,2.511389,3.799722,5.176944,14.260278,14.393888,1.7,6.8625,13.0425,14.844722,16.415001,16.035,16.122499,17.832777,8.334167,0,0,0.282222,12.874166,16,15.707222,17.228889,11.411111,0,0,0,3.827222,15.095555,12.723889,17.686666,11.990833,0,0,0,0,3.507778,4.808333,4.876389,4.263889,0,0,0,0,0,0,0,0,G2
1,1,0,1.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.408889,2.430833,0,0,0,0.019722,2.641667,6.888611,14.776944,16.752222,5.223889,4.644722,12.557777,15.517777,17.358889,16.895555,16.108889,17.863611,12,2.870278,4.14,1.355833,14.275833,16.453333,16.63139,17.80611,12,0,0,0,5.044445,16.123333,15.933333,17.934723,10.900556,0,0,0,0,4.473611,5.323889,5.788055,0.226111,0,0,0,0,0,0,0,0,G2
1,1,0,1.000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.254722,6.685278,0,0.490556,4.455833,4.6725,7.164166,11.059444,12.344722,13.950833,2.549444,8.052778,13.6625,14.251111,16.73,16.195555,16.336945,17.647778,10.764444,0,0,0,12.473889,16.022499,16.022778,17.436945,12.014167,0,0,0,2.949167,14.5425,14.635,16.123333,11.868055,0,0,0,0,6.05,6.192778,7.183333,3.164722,0,0,0,0,0,0,0,0,G2
1,1,0,1.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.443889,1.443611,0,0.778333,3.221111,3.646945,2.731389,3.542222,16.247778,17.013334,1.720278,6.628611,12.808611,16.434999,17.463333,16.983055,16.379999,19,9.443334,0,0,1.278056,16.129444,17.000555,17.80611,19,12.606667,0,0,0,6.104722,16.912777,16.4375,18.861944,12.649445,0,0,0,0,0.806389,5.117222,4.081111,2.703611,0,0,0,0,0,0,0,0,G2
1,1,0,0.999994,0,0,0,0,0,0,0,0,0.374444,0.842222,0,0,0,0,0.006944,0,8.546945,10.701389,0,6.840833,13.408889,12.952778,14.128333,11.358334,14.511389,14.424167,0.805,0.013889,0.140833,3.756667,15.581667,16,16,16.9125,4.709167,0,0,0,6.858611,16,15.999722,14.3075,8.273611,0,0,0,0.671667,14.2175,11.6175,15.3725,12.073334,0,0,0,0,1.001944,5.068611,6.1725,11.849444,0,0,0,0,0,0,0.050556,0.767222,G2
1,1,0,1,0,0,0,0,0,0,0,0,2.895555,8.135555,0.002222,0,0.901667,1.307778,1.110278,0.751944,12.599444,14.493611,0.173889,3.560278,15.663889,16.363333,16.543612,13.986667,14.815556,6.908056,0,1.475833,5.999166,13.268611,15.931945,16,16,13.934444,0.335833,0,0,10.345834,16,16,16,12.634722,2.435555,0,0,7.083611,15.997222,16,16,14.498333,3.584722,0,0,1.830556,10.387222,16,15.330277,5.890555,1.281667,0,0,0,2.330833,9.311944,3.39,1.790556,3.563889,G2
1,1,0,0.999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.404167,15.1625,2.559444,0,0.157778,4.548611,10.167222,14.640833,15.801111,16.452223,11.090834,5.775,13.922778,15.074166,16.147778,16.531944,16.24361,16.317223,11.9125,2.346111,2.186944,0.187778,12.022778,16,16,15.77,11.7975,0,0,0,2.072778,15.830277,16,13.530556,11.363055,0,0,0,0,6.032222,13.898889,10.443334,3.388611,0,0,0,0,0,0,0,0,G2
1,1,0,1.000002,0,0,0,0,0,0,0,0,0,0.386111,0,0,0,0,0,0,5.665278,16.4025,0.258056,4.700555,9.896389,13.143611,14.489722,15.574722,14.083611,15.196111,5.478333,3.225278,7.397778,7.6,17.421112,18.002777,18,18.598612,11.840278,0,0,0,12.092778,18,18,18.434166,13.223889,0,0,0,2.440556,15.178056,17.713612,18.825001,13.303611,0,0,0,0,4.843333,7.978333,10.636111,8.156667,0,0,0,0,0,0,0,0.118611,G2
1,1,0,0,0,0,0.999998,0,0,1.930556,7.815,8.34,5.930278,0,0,0,0,9.923611,18,18,17.96611,11.746667,0.858333,0,0,11.221389,18,17.887777,18,18.566668,10.473611,0,0,11.436389,17.951389,17.938612,18,18.594999,11.083333,0,0,8.829445,18,18,17.954166,18.911388,11.083333,0,0,9.966111,17.890278,17.484722,18.847221,19,11.083333,3.333889,8.913889,13.598889,18,18,18.277779,15.734445,4.399445,5.260556,11.099444,9.953333,3.97,5.069167,3.157778,0.021389,0,G3
2,0.027471,0,0,0,0,0.658807,0,0,3.150833,10.195556,7.318333,2.187222,0,0,0,0,10.650556,18,18.137222,17.629168,5.138889,0,0,0,12.751667,18,17.959999,18.129999,17.567223,0,0,0,7.917222,18,18,18.036112,18.041945,0,0,0,5.760556,18,17.420555,18.679722,18.049999,0,0,0,1.733611,11.930278,17.665001,18.817778,17.378889,0,0,4.286111,12.283055,16.508333,9.506389,8.613334,1.524167,0,0,10.177222,6.681389,0.626389,0,0,0,0,G3
2,0.027034,0,0,0,0,0.660618,0,0,7.5575,10.968056,6.313889,0.144722,0,0,0,0,8.625834,18.783611,19,16.210556,4.071944,0,0,0,12.901944,18.020555,18.239721,18.215,17.747778,2.232222,0,0,7.650833,18,18,18,18.888334,3.506944,0,0,11.106667,18,17.284166,18.301111,19.116945,3.6025,0,0,5.258611,17.600555,17.355833,19,19,3.483333,0.324444,5.447222,10.658889,17.358612,19,19,15.989166,1.682778,2.009444,11.717222,9.589167,4.303056,1.990278,5.613889,0.177222,0,G3
2,0.027406,0,0,0,0,0.666826,0,0,0.031111,3.377778,7.865278,2.956667,0.002222,0,0,0,7.225555,17.999445,18.316389,18.987778,10.925555,0.443889,0,0,7.124166,18,18.026388,18.575277,18.920555,3.8,0,0,4.861389,18,18,18,18.776945,3.8,0,0,4.373055,17.985277,18,17.11861,19,3.8,0,0,5.416111,16.795279,17.789722,19,18.198334,2.914444,0.121111,5.403611,13.796389,17.606945,12.519167,7.853889,2.714444,0,1.8975,11.715555,6.749722,0.286667,0,0,0,0,G3
1,1,0,0,0,0,0.999999,0,0,0.521944,2.781111,5.125278,0.284444,0,0,0,0,6.753611,15.221111,16.663055,17.261944,7.078611,0,0,0,9.406389,18,18,17.933889,18.463888,5.569722,0,0,6.931389,18,18,18,18.490833,12.583055,0,0,7.455555,18,18,17.411667,18.859167,12.666667,0,0,9.469722,16.635279,12.572222,16.895277,19,12.666667,5.153889,10.728889,14.4525,16.069166,17.948889,18.847221,15.5925,5.014444,4.131111,7.192222,5.960278,3.410278,5.539166,1.973611,0.002778,0,G3
1,1,0,0,0,0,1.000003,0,0,0.390556,7.350278,9.832778,4.590278,0.455,0,0,0,8.138611,17.361111,18,18,14.905556,3.363055,0,0,9.250278,18,17.968611,17.856945,18,12.347777,0,0,5.7025,17.89889,17.301111,17.870832,18.209167,12.657222,0,0,4.889444,17.893888,17.986389,18.004999,18.790001,12.666667,0,0,9.391666,17.461666,17.876667,18.556389,18.995556,12.434167,3.951667,10.304444,15.003056,16.888611,17.879168,16.603056,9.761111,2.3925,5.775278,9.672778,6.050833,1.385278,1.21,0.262222,0,0,G3
1,1,0,0,0,0,0.999996,0,0,0,0.031389,0.938056,0,0,0,0,0,3.145278,14.2475,17.253056,14.998055,7.514444,0,0,0,3.655278,18.974722,18.991667,18.723055,18.711111,6.471111,0,0,3.564445,18.553612,18.256945,18.746389,19.006111,13.156667,0,0,2.923333,17.936388,18.263056,19.098612,19.915833,13.333333,0,0,9.330833,18.723333,18.748056,18.906666,19.871111,13.333333,6.662778,14.083055,18.294445,18.899723,18.998888,18.179445,16.259445,7.079722,0.970833,2.828889,2.645,0.405833,2.150556,0.379167,0,0,G3
2,0.032967,0,0,0,0,0.544725,0,0,1.959444,5.258056,5.04,1.706667,0,0,0,0,9.525556,19.576111,19.987499,19.657778,9.674444,0.000833,0,0,11.313889,19.221666,19.52389,19.61389,19.756945,8.034445,0,0,10.626389,19,19,19,19.684723,13.375278,0,0,6.860556,18.996666,19,19.049444,19.747778,13.695556,0,0,9.373055,19.046112,19.180834,19.941944,20,13.333333,6.9525,12.503889,15.573611,19.851667,20,20,19.869167,12.821111,3.358333,8.391111,8.6525,8.223333,10.666667,8.628889,4.635833,0.499444,G3
1,1,0,0,0,0,1.000002,0,0,2.618611,5.434444,9.101111,2.888611,0.030833,0,0,0,9.121667,18.027779,18.957777,18.997778,8.198611,0,0,0,12.215555,18,18.489445,18.726667,18.5075,4.0425,0,0,7.133611,18,18,18.178333,19.455555,9.860556,0,0.016667,11.945556,18,18,18.423611,19.55139,10,0,0,7.854722,18,12.276389,17.860001,19.879723,10,2.494444,7.141944,13.605833,18.795,18.799999,19,18.364445,4.665278,5.247778,10.864722,8.670555,8.048611,5.030278,3.942222,0.588611,0.129167,G3
