@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R1,6,7-11,194-199,328'

@attribute numFingers numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
4,69.943497,4.60176,5.814095,0,0,4.274877,0.01828,0.204539,0.147973,0.034418,0.029507,0,G8
3,19.7327,1.035106,1.45382,0,0,1.1048,0.175761,0.165676,0.030376,0,0,0,G8
3,19.846165,1.085714,1.494149,0,0,1.140944,0.187944,0.180851,0.029462,0,0,0,G8
3,20.634821,1.063753,1.448928,0,0,1.112618,0.022086,0.257809,0.176917,0.019025,0,0,G8
3,20.530083,1.088946,1.408298,0,0,1.116171,0.243742,0.192231,0.041914,0,0,0,G8
3,20.212069,1.141094,1.456139,0,0,1.10237,0.219424,0.157041,0.02678,0.033152,0,0,G8
3,19.471188,1.128674,1.494479,0,0,1.10443,0.012865,0.173306,0.159432,0.017624,0,0,G8
5,8.73686,1.013167,1.392894,1.382275,1.35018,1.229319,0.013161,0.137239,0.009719,0.047625,0.198695,0.01692,G9
5,8.881664,1.024812,1.35373,1.427096,1.321351,1.156444,0.22523,0.076897,0.174773,0.01267,0.018459,0,G9
5,7.105643,1.110522,1.454101,1.464803,1.416359,1.270068,0.139096,0.037241,0.070228,0.228139,0.023641,0,G9
4,15.284383,1.201026,1.455374,1.441992,1.242956,0,0.010602,0.119231,0.019454,0.046476,0.199129,0.01771,G9
4,16.43553,1.235293,1.176536,1.119924,1.038524,0,0.134174,0.034642,0.061634,0.205313,0.019227,0,G9
4,15.619578,1.193114,1.217632,1.120491,0.994459,0,0.136142,0.029969,0.053313,0.195566,0.017813,0,G9
5,8.800071,1.038205,1.353935,1.416966,1.341328,1.193952,0.139852,0.02741,0.062625,0.20759,0.016394,0.016149,G9
5,9.380643,1.047191,1.30295,1.417088,1.328558,1.148161,0.160192,0.03371,0.051134,0.179099,0.012585,0.017329,G9
5,9.375968,0.967904,1.346189,1.399944,1.260825,1.083267,0.176216,0.032951,0.037524,0.148013,0.016588,0,G9
5,10.967755,0.990773,1.217849,1.365623,1.275622,1.14261,0.026919,0.168452,0.031637,0.040996,0.168224,0,G9
1,1,0,0,0,0,0,0.008742,0.014251,0.012474,0.012174,0,0,G1
1,1,0,0,0,0,0,0.010133,0.017007,0,0,0,0,G1
1,1,0,0,0,0,0,0.013767,0.009589,0.018356,0.020201,0,0,G1
1,1,0,0,0,0,0,0.015782,0.03089,0.007895,0,0,0,G1
1,1,0,0,0,0,0,0.009689,0.014956,0.021479,0,0,0,G1
1,1,0,0,0,0,0,0.008356,0.027926,0.02292,0,0,0,G1
0,0,0,0,0,0,0,0.029401,0.024468,0,0,0,0,G1
0,0,0,0,0,0,0,0.032516,0,0,0,0,0,G1
0,0,0,0,0,0,0,0.009264,0.009988,0.011595,0,0,0,G1
1,1,0,0,0,0,0,0.012248,0.008294,0.007095,0.006742,0,0,G1
3,28.205624,0,1.217814,1.204221,0,1.061919,0.040967,0.267854,0.098633,0.048811,0,0,G0
3,27.12533,0,1.236175,1.246215,0,1.062514,0.278256,0.138829,0.024037,0.030627,0,0,G0
3,28.109241,0,1.246101,1.252304,0,1.075778,0.035864,0.278645,0.122273,0.043159,0,0,G0
3,27.913639,0,1.240257,1.251794,0,1.085787,0.316337,0.145257,0.0171,0.032628,0,0,G0
3,28.283398,0,1.245692,1.195182,0,1.04399,0.038707,0.292221,0.11503,0.03834,0,0,G0
3,27.656107,0,1.23234,1.251699,0,1.108289,0.037729,0.28737,0.112111,0.022418,0,0,G0
3,27.393061,0,1.246368,1.250357,0,1.117048,0.010153,0.020907,0.016221,0,0,0,G0
3,27.468975,0,1.246951,1.235723,0,1.12298,0.013298,0.020774,0.01771,0.0402,0.011001,0,G0
4,21.126677,0,1.432204,1.399129,0,0.632419,0.024153,0.020955,0.014705,0.030965,0,0,G0
3,27.943962,0,1.232924,1.210999,0,1.051843,0.030598,0.258903,0.100302,0.057631,0,0,G0
1,1,0,1.000002,0,0,0,0.018569,0.071678,0.020786,0.017987,0,0,G2
1,1,0,0.999997,0,0,0,0.140894,0.125338,0,0,0,0,G2
1,1,0,0.999999,0,0,0,0.129164,0.12779,0.029446,0,0,0,G2
1,1,0,1.000001,0,0,0,0.1406,0.087538,0,0,0,0,G2
1,1,0,1.000006,0,0,0,0.162,0.114211,0.011574,0.049441,0,0,G2
1,1,0,1.000002,0,0,0,0.103809,0.133311,0.019432,0,0,0,G2
1,1,0,0.999994,0,0,0,0.149314,0.151135,0.015437,0.052946,0,0,G2
1,1,0,1,0,0,0,0.012907,0.077361,0.110894,0.058243,0.009928,0,G2
1,1,0,0.999996,0,0,0,0.167769,0.074717,0,0,0,0,G2
1,1,0,1.000002,0,0,0,0.012433,0.134572,0.110692,0.023881,0,0,G2
1,1,0,0,0,0,0.999998,0.010881,0.156986,0,0,0,0,G3
2,8.558611,0,0,0,0,0.658807,0.027166,0.183549,0,0,0,0,G3
2,8.260798,0,0,0,0,0.660618,0.030175,0.172338,0,0,0,0,G3
2,6.617039,0,0,0,0,0.666826,0.028436,0.182982,0,0,0,0,G3
1,1,0,0,0,0,0.999999,0.01147,0.010243,0.16252,0.016924,0,0,G3
1,1,0,0,0,0,1.000003,0.014385,0.163219,0,0,0,0,G3
1,1,0,0,0,0,0.999996,0.177307,0,0,0,0,0,G3
2,6.362509,0,0,0,0,0.544725,0.159503,0.010071,0,0,0,0,G3
1,1,0,0,0,0,1.000002,0.009102,0.157689,0,0,0,0,G3
1,1,0,0,0,0,0.999998,0.016446,0.167383,0,0,0,0,G3
3,16.562922,1.268886,1.629099,0,0,0,0.1573,0.285353,0,0,0,0,G4
2,50.63102,1.00659,1.367093,0,0,0,0.032,0.214876,0,0,0,0,G4
2,55.133663,1.045006,1.365276,0,0,0,0.166258,0.292168,0.033218,0,0,0,G4
3,17.029902,1.283837,1.614403,0,0,0,0.156492,0.293147,0.045469,0,0,0,G4
3,16.374195,1.282826,1.686177,0,0,0,0.185808,0.305327,0.011728,0.014261,0,0,G4
3,15.88985,1.305858,1.692554,0,0,0,0.186438,0.295783,0,0,0,0,G4
3,16.279348,1.285318,1.654193,0,0,0,0.192655,0.29649,0,0,0,0,G4
3,16.642817,1.300964,1.621678,0,0,0,0.173809,0.308814,0.022174,0,0,0,G4
3,16.67091,1.267454,1.62279,0,0,0,0.189166,0.317006,0.014971,0,0,0,G4
2,55.099251,1.055957,1.372786,0,0,0,0.167021,0.27834,0.012753,0,0,0,G4
2,27.466497,0,1.020514,1.061996,0,0,0.143564,0.204107,0.056069,0.020034,0.013307,0,G5
2,27.646662,0,1.024568,1.053821,0,0,0.142247,0.183808,0.043198,0.02266,0,0,G5
2,27.798517,0,1.018045,1.050206,0,0,0.139944,0.178876,0.033257,0.01347,0,0,G5
2,27.890408,0,1.019863,1.049865,0,0,0.140996,0.172593,0.062085,0.028675,0,0,G5
2,27.676783,0,1.009796,1.064378,0,0,0.144732,0.183262,0.031079,0,0,0,G5
2,27.788082,0,1.022127,1.056644,0,0,0.12506,0.200659,0.026049,0,0,0,G5
2,27.94903,0,1.027052,1.052291,0,0,0.169019,0.218115,0.065598,0.023722,0.012479,0,G5
2,28.034847,0,1.031838,1.032899,0,0,0.105003,0.130182,0.080455,0.012551,0.041911,0,G5
2,27.223623,0,1.016772,1.048854,0,0,0.137652,0.168731,0.080121,0.021582,0,0,G5
2,27.652082,0,1.031369,1.037305,0,0,0.118107,0.159193,0.052743,0.011547,0.024244,0,G5
3,17.168375,0,1.052125,1.0939,1.006284,0,0.014306,0.00727,0.017259,0.009271,0,0,G6
3,17.378466,0,1.062312,1.094016,0.99819,0,0.023089,0.061029,0.086183,0.035217,0.011999,0,G6
3,17.14905,0,1.050752,1.106624,0.999292,0,0.027329,0.079928,0.085055,0.014398,0,0,G6
3,17.237867,0,1.054394,1.096576,1.00886,0,0.024464,0.07039,0.076937,0.021663,0,0,G6
3,16.897444,0,1.071209,1.097627,1.000767,0,0.025556,0.07714,0.095921,0.025799,0,0,G6
3,16.801483,0,1.07042,1.093647,0.994089,0,0.021666,0.067919,0.105911,0.037902,0,0,G6
3,16.922415,0,1.065323,1.089836,0.998829,0,0.02376,0.070114,0.090482,0.039695,0.011587,0,G6
3,16.54907,0,1.058643,1.100686,0.981466,0,0.021494,0.026509,0.089368,0.072428,0.043881,0,G6
3,18.471989,0,1.028947,1.076589,1.034727,0,0.019044,0.08842,0.068248,0.035666,0.013273,0,G6
3,17.622847,0,1.048856,1.088415,1.001226,0,0.01849,0.060975,0.07506,0.043259,0.020492,0,G6
2,72.201683,1.507324,0,0,0,1.686507,0.333564,0.017946,0,0,0,0,G7
2,72.33197,1.365978,0,0,0,1.547323,0.360163,0.019022,0,0,0,0,G7
2,73.953262,1.418856,0,0,0,1.585526,0.350475,0.021205,0,0,0,0,G7
2,72.239662,1.36476,0,0,0,1.575543,0.39436,0.020986,0.0208,0,0,0,G7
2,72.002129,1.35998,0,0,0,1.549273,0.346529,0.019163,0,0,0,0,G7
2,71.816238,1.362768,0,0,0,1.546107,0.339114,0.019456,0,0,0,0,G7
2,72.34948,1.373933,0,0,0,1.517443,0.013156,0.299197,0,0,0,0,G7
2,72.178688,1.388334,0,0,0,1.589092,0.284505,0.012597,0.018402,0,0,0,G7
2,70.320694,1.409221,0,0,0,1.737786,0.01689,0.198653,0,0,0,0,G7
2,71.736969,1.535126,0,0,0,1.813022,0.042226,0.27147,0,0,0,0,G7
3,29.699686,1.079202,1.433628,0,0,1.353515,0.089022,0.315598,0.165117,0,0,0,G8
3,28.802959,1.280525,1.558194,0,0,1.483399,0.099041,0.27817,0.184306,0,0,0,G8
4,21.44853,1.373678,1.696364,0,0,0.696834,0.110536,0.297602,0.194724,0,0,0,G8
4,21.427652,1.371171,1.694027,0,0,0.696752,0.075546,0.30795,0.175899,0,0,0,G8
3,28.632725,1.205469,1.509367,0,0,1.431585,0.182383,0.254563,0.172191,0,0,0,G8
3,28.429342,1.183859,1.504621,0,0,1.462857,0.386661,0.235608,0.066127,0,0,0,G8
3,28.363503,1.193446,1.509748,0,0,1.474945,0.074971,0.296293,0.167904,0,0,0,G8
3,29.338818,1.142745,1.45979,0,0,1.357309,0.16557,0.251924,0.15061,0,0,0,G8
3,29.090879,1.087884,1.468993,0,0,1.318406,0.195677,0.262108,0.155446,0.01522,0,0,G8
4,21.3776,1.191578,1.612908,0,0,0.772765,0.12437,0.167684,0.134787,0,0,0,G8
5,7.51787,1.564552,1.515079,1.568763,1.538193,1.478468,0.099049,0.065294,0.065929,0.210775,0.01801,0,G9
5,10.037858,1.178463,1.337358,1.481374,1.481569,1.33477,0.019609,0.087381,0.063608,0.052805,0.23426,0,G9
5,10.449368,1.21078,1.366839,1.457186,1.439888,1.315228,0.017588,0.088195,0.055672,0.061574,0.222646,0,G9
5,9.683265,1.200763,1.386998,1.462169,1.472955,1.350742,0.015983,0.096318,0.064766,0.064793,0.225544,0,G9
5,9.851491,1.210979,1.388369,1.460019,1.468845,1.347643,0.01837,0.092989,0.060341,0.067133,0.2132,0,G9
5,10.246622,1.208579,1.377882,1.447633,1.453443,1.334161,0.11672,0.086727,0.056634,0.055472,0.186371,0.008467,G9
5,9.076012,1.218671,1.400744,1.490718,1.480276,1.396235,0.078045,0.104296,0.061788,0.065277,0.202433,0,G9
5,9.387828,1.206793,1.385456,1.471193,1.493436,1.364717,0.027904,0.088173,0.067754,0.074295,0.209601,0,G9
5,9.189385,1.188375,1.381582,1.478443,1.489339,1.358668,0.026304,0.090727,0.057538,0.066643,0.209537,0,G9
5,9.54729,1.231344,1.39894,1.466537,1.456608,1.345468,0.088396,0.056756,0.079307,0.212229,0.018605,0,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0.027044,0,0,0,0,0,G1
0,0,0,0,0,0,0,0.125797,0,0,0,0,0,G1
0,0,0,0,0,0,0,0.013007,0,0,0,0,0,G1
0,0,0,0,0,0,0,0.01515,0.009792,0.019429,0.007715,0,0,G1
0,0,0,0,0,0,0,0.094387,0,0,0,0,0,G1
0,0,0,0,0,0,0,0.019609,0.032648,0.034393,0,0,0,G1
0,0,0,0,0,0,0,0.012297,0.032241,0.011854,0.010471,0,0,G1
0,0,0,0,0,0,0,0.010146,0.014416,0,0,0,0,G1
0,0,0,0,0,0,0,0.007194,0,0,0,0,0,G1
3,20.882399,0,1.182831,1.223052,0,0.929556,0.136351,0.062814,0.043104,0.056462,0,0,G0
3,20.860098,0,1.168252,1.229556,0,0.916032,0.031426,0.178598,0.069926,0.024723,0,0,G0
3,20.991903,0,1.148684,1.215827,0,0.929531,0.128981,0.09435,0.061463,0.091053,0,0,G0
3,21.261385,0,1.154912,1.230629,0,0.960104,0.219082,0.030869,0.037739,0,0,0,G0
3,21.232153,0,1.210232,1.237399,0,0.932007,0.041381,0.224897,0.085216,0.016619,0.012913,0,G0
2,19.8237,0,1.001412,1.035907,0,0,0.111625,0.070762,0.062042,0.067281,0,0,G0
3,20.460182,0,1.181613,1.228342,0,0.909932,0.053486,0.113349,0.083748,0.075548,0.018248,0,G0
3,21.052015,0,1.181768,1.227336,0,0.934598,0.255343,0.13893,0.026482,0.025138,0.037233,0,G0
3,21.471386,0,1.1522,1.220068,0,0.965082,0.031585,0.190256,0.049772,0,0,0,G0
3,20.57741,0,1.180267,1.204639,0,0.908678,0.190678,0.052354,0.029152,0,0,0,G0
1,1,0,0.999994,0,0,0,0.094148,0.035645,0.014065,0,0,0,G2
0,0,0,0,0,0,0,0.099466,0.013204,0.023124,0,0,0,G2
1,1,0,0.999992,0,0,0,0.051495,0.084088,0.082984,0.018533,0,0,G2
1,1,0,1.000005,0,0,0,0.013038,0.107693,0.05502,0.014599,0,0,G2
1,1,0,0.999996,0,0,0,0.138008,0,0,0,0,0,G2
1,1,0,1.000006,0,0,0,0.100592,0.040567,0,0,0,0,G2
1,1,0,0.999999,0,0,0,0.08427,0.025225,0,0,0,0,G2
1,1,0,0.999995,0,0,0,0.010621,0.010672,0.066225,0.044338,0.144874,0,G2
1,1,0,0.999999,0,0,0,0.130671,0.012724,0,0,0,0,G2
1,1,0,0.999999,0,0,0,0.113012,0.01452,0.017206,0,0,0,G2
0,0,0,0,0,0,0,0.112522,0.092622,0.011309,0.040463,0,0,G3
2,37.467548,0,0,0,0,0.890484,0.064325,0.128489,0.014495,0,0,0,G3
0,0,0,0,0,0,0,0.053513,0.114008,0.012759,0,0,0,G3
0,0,0,0,0,0,0,0.066603,0.138649,0.037047,0,0,0,G3
1,1,0,0,0,0,0.999997,0.072309,0.138553,0.010712,0,0,0,G3
0,0,0,0,0,0,0,0.008547,0.013272,0.094677,0.057621,0,0,G3
1,1,0,0,0,0,0.999996,0.032278,0.116287,0.009514,0,0,0,G3
1,1,0,0,0,0,1.000001,0.024218,0.121667,0.007981,0.012389,0,0,G3
1,1,0,0,0,0,0.999996,0.077051,0.048097,0.056013,0,0,0,G3
0,0,0,0,0,0,0,0.190004,0.049045,0.045376,0,0,0,G3
1,1,1,0,0,0,0,0.102657,0.178514,0.018068,0,0,0,G4
2,43.335747,0.933355,1.35602,0,0,0,0.144293,0.161995,0,0,0,0,G4
2,32.805344,1.143336,1.006343,0,0,0,0.151453,0.119201,0.053986,0.012018,0,0,G4
2,44.423435,1.024397,1.275422,0,0,0,0.11902,0.033707,0.049213,0.058078,0.020555,0,G4
2,39.716812,1.325059,1.033052,0,0,0,0.161138,0.108612,0.058514,0.010783,0,0,G4
2,47.848164,1.023916,1.35448,0,0,0,0.154902,0.188724,0.012651,0,0,0,G4
2,55.99432,1.070743,1.272113,0,0,0,0.172239,0.214181,0.014331,0,0,0,G4
2,47.99987,1.000193,1.30396,0,0,0,0.183176,0.163221,0,0,0,0,G4
2,45.919861,0.986733,1.341906,0,0,0,0.182854,0.060253,0.143885,0.032528,0.022033,0,G4
1,1,1.000003,0,0,0,0,0.057997,0.012679,0.067427,0.054251,0.022727,0,G4
2,21.402111,0,1.016849,1.03079,0,0,0.027751,0.062058,0.030732,0.017002,0,0,G5
2,23.92918,0,1.033244,1.02103,0,0,0.117187,0.112384,0.020471,0.026454,0,0,G5
2,16.443775,0,1.472835,0.596876,0,0,0.122125,0.098752,0.034945,0,0,0,G5
0,0,0,0,0,0,0,0.104912,0.07854,0.028916,0,0,0,G5
2,22.162588,0,1.037353,1.008792,0,0,0.094057,0.073159,0.024674,0.01992,0.013522,0,G5
2,22.216434,0,1.022479,1.020171,0,0,0.099841,0.095066,0.018675,0.017168,0,0,G5
2,21.863609,0,1.023868,1.024659,0,0,0.100224,0.083173,0.011556,0.015281,0,0,G5
3,15.804931,0,1.551422,0.633065,0,0,0.054493,0.04101,0.028741,0.030832,0,0,G5
0,0,0,0,0,0,0,0.040868,0.017488,0.029006,0.019093,0.019922,0.027524,G5
0,0,0,0,0,0,0,0.109202,0.110068,0.015879,0.02395,0,0,G5
2,17.562973,0,0.958435,1.076853,0,0,0.285507,0.24379,0,0,0,0,G6
3,13.202558,0,1.059936,1.086668,1.004203,0,0.02965,0.046506,0.029725,0.013842,0,0,G6
1,1,0,0.999999,0,0,0,0.079037,0.053266,0.034544,0.025225,0,0,G6
3,13.649017,0,1.037224,1.115226,0.971375,0,0.044441,0.049047,0.033499,0,0,0,G6
3,13.525636,0,1.041881,1.129529,0.960991,0,0.040386,0.094446,0.035459,0.013912,0.013173,0.01471,G6
2,22.681602,0,1.165291,0.944768,0,0,0.028733,0.058806,0.027273,0,0,0,G6
3,13.019904,0,1.079356,1.203329,0.998427,0,0.025884,0.04791,0.01649,0.058024,0,0,G6
1,1,0,1.000003,0,0,0,0.029315,0.02152,0.022043,0,0,0,G6
1,1,0,0.999993,0,0,0,0.048407,0.037381,0.0307,0.03857,0,0,G6
3,13.217293,0,1.033758,1.126031,0.951587,0,0.012353,0.022959,0.022413,0.046511,0.014131,0.021528,G6
2,37.84771,0.844194,0,0,0,1.457309,0.077569,0.058698,0.028314,0.051524,0,0,G7
2,72.603188,1.755065,0,0,0,1.76518,0.087576,0,0,0,0,0,G7
0,0,0,0,0,0,0,0.045947,0.031911,0.169051,0,0,0,G7
1,1,0.999999,0,0,0,0,0.021192,0.053166,0.021521,0.010719,0,0,G7
2,70.606186,1.373595,0,0,0,1.423205,0.158146,0.020651,0.067882,0,0,0,G7
2,70.109825,1.384727,0,0,0,1.537459,0.131611,0.023236,0.081782,0,0,0,G7
0,0,0,0,0,0,0,0.08015,0.075455,0.041498,0,0,0,G7
2,70.54409,1.367256,0,0,0,1.48155,0.052957,0.23154,0.046168,0,0,0,G7
2,70.084503,1.499211,0,0,0,1.371348,0.105861,0.049744,0.04009,0.062553,0,0,G7
2,70.591492,1.484609,0,0,0,1.436749,0.081347,0.045504,0.023378,0.058166,0,0,G7
3,26.484047,1.295289,1.374629,0,0,1.240201,0.222161,0.141821,0.021714,0,0,0,G8
3,23.794563,1.294407,1.498242,0,0,1.268372,0.165012,0,0,0,0,0,G8
2,38.128246,1.004892,1.209229,0,0,0,0.134545,0.136397,0.015432,0,0,0,G8
2,31.819365,1.046291,1.146559,0,0,0,0.169541,0.144611,0,0,0,0,G8
3,23.968681,1.145719,1.431978,0,0,1.224919,0.017317,0.173139,0.138651,0,0,0,G8
3,25.091311,1.240233,1.43595,0,0,1.267829,0.01102,0.22605,0.154705,0,0,0,G8
3,24.495312,1.229485,1.494426,0,0,1.494856,0.017157,0.235742,0.170546,0,0,0,G8
2,37.014832,1.162691,1.011037,0,0,0,0.175657,0.154451,0,0,0,0,G8
3,26.107718,1.285278,1.387937,0,0,1.303373,0.179786,0.132056,0.017482,0.025373,0,0,G8
3,24.757931,1.251602,1.478751,0,0,1.227762,0.272516,0.16155,0.017605,0,0,0,G8
5,10.972218,1.130477,1.335742,1.337351,1.310384,1.181247,0.11756,0.06276,0.056517,0.168186,0.014849,0,G9
5,6.586637,1.660332,1.59495,1.622065,1.533189,1.49777,0.074531,0.046179,0.06624,0.167531,0.013088,0.039542,G9
5,10.187063,1.191545,1.377095,1.439318,1.355778,1.235071,0.029451,0.085024,0.039712,0.070155,0.169302,0.011281,G9
5,10.263643,1.164319,1.368469,1.428492,1.38768,1.169015,0.030574,0.089074,0.037401,0.057434,0.140262,0.010266,G9
5,10.127734,1.207754,1.42765,1.434598,1.35366,1.215007,0.167284,0.078234,0.227838,0.018591,0,0,G9
4,15.87604,1.191086,1.254766,1.268647,1.245042,0,0.041132,0.023717,0.012495,0.133241,0.0207,0.012991,G9
5,10.776596,1.100644,1.353446,1.34881,1.305818,1.168731,0.013355,0.034694,0.018209,0.056481,0.202196,0.010361,G9
5,11.155943,1.151319,1.339425,1.343994,1.323795,1.223308,0.028552,0.050313,0.026665,0.053848,0.153546,0,G9
5,11.073741,1.164565,1.40802,1.408159,1.287655,1.219154,0.088584,0.013867,0.127188,0.026184,0.042168,0,G9
5,11.279895,1.146609,1.335061,1.330895,1.318071,1.176286,0.099628,0.052271,0.056264,0.178441,0.042987,0,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0.014685,0.011329,0.017907,0,0,0,G1
0,0,0,0,0,0,0,0.017319,0,0,0,0,0,G1
0,0,0,0,0,0,0,0.006079,0.008616,0.006072,0,0,0,G1
0,0,0,0,0,0,0,0.031622,0.009928,0.017308,0.007722,0,0,G1
1,1,0,0,0,0,0,0.012164,0.021767,0,0,0,0,G1
0,0,0,0,0,0,0,0.01546,0.009839,0.01751,0.015318,0,0,G1
0,0,0,0,0,0,0,0.007603,0.013269,0.010131,0,0,0,G1
0,0,0,0,0,0,0,0.00704,0.012547,0,0,0,0,G1
0,0,0,0,0,0,0,0.00915,0.00731,0.01077,0,0,0,G1
3,21.950901,0,1.24265,1.201938,0,0.862207,0.160838,0.143015,0.07774,0.023406,0,0,G0
3,21.175959,0,1.200796,1.234027,0,0.85895,0.113109,0.154799,0.048294,0,0,0,G0
3,21.540407,0,1.174185,1.22888,0,0.892729,0.134225,0.13461,0.042284,0,0,0,G0
3,21.725775,0,1.192528,1.24191,0,0.871867,0.134561,0.124024,0.051909,0,0,0,G0
3,19.810598,0,1.190812,1.248969,0,0.814279,0.122645,0.145882,0.068131,0.035295,0,0,G0
3,22.240541,0,1.199541,1.24791,0,0.880722,0.178185,0.139907,0.039995,0,0,0,G0
3,20.829376,0,1.212121,1.231711,0,0.82093,0.109758,0.143902,0.081285,0.041644,0,0,G0
3,21.165833,0,1.229028,1.165187,0,0.869909,0.139599,0.142845,0.050613,0,0,0,G0
3,21.224251,0,1.234574,1.191104,0,0.844482,0.15125,0.134872,0.080949,0.034807,0,0,G0
3,22.230488,0,1.186335,1.214395,0,0.897114,0.013565,0.198247,0.145854,0.026641,0,0,G0
0,0,0,0,0,0,0,0.229872,0.026971,0,0,0,0,G2
0,0,0,0,0,0,0,0.144551,0.061462,0,0,0,0,G2
0,0,0,0,0,0,0,0.221202,0.403517,0,0,0,0,G2
0,0,0,0,0,0,0,0.17733,0.056141,0,0,0,0,G2
0,0,0,0,0,0,0,0.1522,0.041639,0,0,0,0,G2
0,0,0,0,0,0,0,0.131601,0.076017,0,0,0,0,G2
0,0,0,0,0,0,0,0.213502,0.050159,0,0,0,0,G2
0,0,0,0,0,0,0,0.162332,0.062349,0,0,0,0,G2
0,0,0,0,0,0,0,0.258438,0.057405,0,0,0,0,G2
0,0,0,0,0,0,0,0.132764,0.101529,0,0,0,0,G2
1,1,0,0,0,0,1.000003,0.031585,0.015863,0.180873,0.044005,0,0,G3
1,1,0,0,0,0,0.999997,0.040515,0.183271,0.011923,0.032245,0,0,G3
1,1,0,0,0,0,1,0.01887,0.153738,0.021509,0.012874,0,0,G3
1,1,0,0,0,0,1.000002,0.027473,0.010755,0.161228,0.008339,0.035852,0,G3
0,0,0,0,0,0,0,0.011004,0.131257,0.026627,0.014616,0,0,G3
0,0,0,0,0,0,0,0.009026,0.010394,0.175483,0.035048,0,0,G3
0,0,0,0,0,0,0,0.156984,0.029544,0,0,0,0,G3
1,1,0,0,0,0,1.000001,0.137586,0.014173,0.018793,0,0,0,G3
1,1,0,0,0,0,1.000002,0.008357,0.183949,0.02782,0,0,0,G3
1,1,0,0,0,0,0.999994,0.054227,0.153843,0.021646,0,0,0,G3
2,60.291145,1.132738,1.300698,0,0,0,0.208507,0.441764,0,0,0,0,G4
2,65.190086,1.189796,1.363944,0,0,0,0.22717,0.467176,0,0,0,0,G4
2,57.752979,1.239399,1.365749,0,0,0,0.21268,0.425981,0.014644,0.017717,0,0,G4
1,1,1.000005,0,0,0,0,0.240677,0.439796,0,0,0,0,G4
3,19.895859,1.372583,1.650121,0,0,0,0.183864,0.414006,0.015111,0,0,0,G4
1,1,1,0,0,0,0,0.01305,0.183227,0.420624,0.015969,0,0,G4
2,64.328163,1.151952,1.426916,0,0,0,0.215279,0.402596,0.019952,0,0,0,G4
2,64.884415,1.041693,1.330722,0,0,0,0.210641,0.489493,0,0,0,0,G4
2,67.481865,1.208348,1.375295,0,0,0,0.294172,0.474295,0,0,0,0,G4
2,65.172585,1.134478,1.444546,0,0,0,0.22612,0.406902,0.023859,0,0,0,G4
2,26.83696,0,1.026048,1.035624,0,0,0.098803,0.137681,0.059631,0,0,0,G5
1,1,0,0.999994,0,0,0,0.013035,0.109949,0.198056,0.049492,0,0,G5
1,1,0,1.000002,0,0,0,0.09713,0.193947,0.046311,0,0,0,G5
0,0,0,0,0,0,0,0.093008,0.211486,0.065057,0,0,0,G5
2,31.140699,0,1.090127,1.003513,0,0,0.085675,0.177976,0.047932,0.017391,0,0,G5
2,32.815556,0,1.115822,0.985227,0,0,0.101045,0.15187,0.055613,0,0,0,G5
2,28.256777,0,1.042479,1.028126,0,0,0.082481,0.155916,0.073967,0.013582,0,0,G5
2,25.189964,0,1.015934,1.041754,0,0,0.016438,0.057066,0.147257,0.082327,0,0,G5
0,0,0,0,0,0,0,0.119244,0.174062,0.066785,0.014764,0,0,G5
2,27.55373,0,1.02692,1.038733,0,0,0.103023,0.190284,0.067666,0,0,0,G5
3,18.980923,0,1.064651,1.104632,1.012888,0,0.024089,0.081155,0.128537,0.047583,0,0,G6
3,19.703587,0,1.085523,1.107346,1.008321,0,0.033337,0.08921,0.110659,0.04385,0,0,G6
3,18.328455,0,1.075459,1.080453,1.00948,0,0.068291,0.133353,0.031433,0.050189,0,0,G6
3,17.970846,0,1.084311,1.097829,0.983892,0,0.033046,0.081861,0.125059,0.017751,0,0,G6
3,18.655182,0,1.100736,1.108565,0.968007,0,0.04286,0.068441,0.12168,0.023088,0.014197,0,G6
3,16.783241,0,1.075617,1.098641,0.961276,0,0.031789,0.112256,0.117082,0.016007,0.017098,0,G6
3,12.948482,0,1.095581,1.006722,0.972298,0,0.07513,0.065625,0.136752,0.065151,0,0,G6
3,20.249958,0,1.085219,1.098258,1.041239,0,0.037177,0.13662,0.099675,0.014752,0,0,G6
3,20.156908,0,1.140257,1.162838,1.055852,0,0.079661,0.148357,0.138765,0.04558,0,0,G6
3,18.80793,0,1.101779,1.164798,1.033622,0,0.029401,0.107099,0.109842,0.024921,0,0,G6
2,67.945549,1.441407,0,0,0,1.435959,0.013094,0.258813,0,0,0,0,G7
