@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R1,4,5,7-11,194-199,328'

@attribute numFingers numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,1.139007,1.570754,0,2.224451,2.196905,0,0,0.090734,0.093063,0.103253,0.015029,0.13499,0,G5
2,-0.078388,0.701412,0,1.031068,1.032578,0,0,0.178245,0.401589,0.018363,0.023874,0,0,G5
2,0.136451,0.731091,0,1.036524,1.036543,0,0,0.129645,0.220488,0.12748,0.010969,0,0,G5
2,0.192035,0.831773,0,1.043691,1.033134,0,0,0.244332,0.150262,0.101273,0.01804,0,0,G5
2,0.017633,0.82368,0,1.053787,1.028065,0,0,0.273997,0.382927,0.062235,0,0,0,G5
3,-0.183645,1.71031,0,2.297198,1.865203,0,0,0.220513,0.110127,0.092327,0.023254,0.015893,0,G5
3,0.15807,0.829726,0,1.077399,1.096178,0.999451,0,0.098096,0.102584,0.131785,0.091713,0.019923,0,G6
3,0.699618,1.753694,0,2.026054,2.017691,1.018541,0,0.067002,0.094637,0.131187,0.100562,0.025454,0,G6
3,0.125004,0.876376,0,1.049706,1.090622,1.000589,0,0.060842,0.100826,0.17,0.120728,0.016169,0,G6
4,0.641382,1.39442,0,1.657774,1.69472,1.652385,0,0.052269,0.127187,0.127487,0.105186,0.042024,0,G6
3,0.070663,0.7709,0,1.060436,1.085205,0.994053,0,0.081202,0.200116,0.179534,0.089573,0.011799,0,G6
3,-0.009252,0.785042,0,1.053888,1.09321,0.987669,0,0.194203,0.070613,0.094744,0.054558,0.01376,0,G6
4,0.667561,1.313331,0,1.63105,1.675169,1.546914,0,0.212991,0.058014,0.078351,0.043745,0.049891,0,G6
4,1.009683,0.913673,0,1.930304,1.973412,1.798294,0,0.051509,0.225764,0.218299,0.046715,0,0,G6
3,0.356224,0.865698,0,1.092186,1.095433,1.04096,0,0.212093,0.099485,0.116878,0.087781,0,0,G6
3,0.24501,0.913107,0,1.102524,1.072247,1.014559,0,0.242192,0.082867,0.101415,0.081111,0,0,G6
2,0.13836,0.783446,1.168152,0,0,0,1.134924,0.253093,0.042968,0,0,0,0,G7
2,-0.164355,0.71422,1.2235,0,0,0,0.873493,0.397763,0.029073,0.022879,0,0,0,G7
1,-0.624042,0.682302,0.999999,0,0,0,0,0.012133,0.524674,0.037701,0.014353,0,0,G7
3,0.329231,0.982685,1.216756,0,0,0,0.883307,0.013795,0.388551,0.038752,0.016731,0,0,G7
3,0.38034,0.829572,1.285367,0,0,0,0.929975,0.014771,0.408378,0.025176,0.014785,0,0,G7
4,0.793739,1.705116,2.118214,0,0,0,1.404917,0.010544,0.352792,0.029116,0.010145,0,0,G7
2,0.29787,1.017446,1.137744,0,0,0,1.197526,0.037337,0.316162,0.057184,0,0,0,G7
4,3.005895,-4.037921,5.048185,0,0,0,4.890343,0.357802,0.029901,0.011434,0,0,0,G7
4,1.964791,3.744629,4.32368,0,0,0,2.149859,0.368849,0.029531,0,0,0,0,G7
3,2.029247,2.149701,2.969179,0,0,0,3.065298,0.049757,0.301934,0.016906,0,0,0,G7
3,0.470137,1.070538,1.055774,1.485595,0,0,1.143429,0.010846,0.218009,0.191868,0.035291,0,0,G8
2,-0.328652,1.079445,0.944878,1.26286,0,0,0,0.013327,0.288239,0.187879,0.018962,0,0,G8
3,0.308704,1.041452,1.07555,1.432347,0,0,1.095186,0.01046,0.197846,0.171332,0.019482,0,0,G8
4,4.830279,-5.929143,4.60176,5.814095,0,0,4.274877,0.01828,0.204539,0.147973,0.034418,0.029507,0,G8
3,0.317377,1.018776,1.035106,1.45382,0,0,1.1048,0.175761,0.165676,0.030376,0,0,0,G8
3,0.478468,1.080394,1.085714,1.494149,0,0,1.140944,0.187944,0.180851,0.029462,0,0,0,G8
3,0.378964,1.171522,1.063753,1.448928,0,0,1.112618,0.022086,0.257809,0.176917,0.019025,0,0,G8
3,0.325927,1.207806,1.088946,1.408298,0,0,1.116171,0.243742,0.192231,0.041914,0,0,0,G8
3,0.254995,1.092935,1.141094,1.456139,0,0,1.10237,0.219424,0.157041,0.02678,0.033152,0,0,G8
3,0.253362,1.049074,1.128674,1.494479,0,0,1.10443,0.012865,0.173306,0.159432,0.017624,0,0,G8
5,0.985754,1.059274,1.013167,1.392894,1.382275,1.35018,1.229319,0.013161,0.137239,0.009719,0.047625,0.198695,0.01692,G9
5,0.842018,0.910056,1.024812,1.35373,1.427096,1.321351,1.156444,0.22523,0.076897,0.174773,0.01267,0.018459,0,G9
5,1.16038,1.12397,1.110522,1.454101,1.464803,1.416359,1.270068,0.139096,0.037241,0.070228,0.228139,0.023641,0,G9
4,1.081631,1.244326,1.201026,1.455374,1.441992,1.242956,0,0.010602,0.119231,0.019454,0.046476,0.199129,0.01771,G9
4,0.925269,0.988158,1.235293,1.176536,1.119924,1.038524,0,0.134174,0.034642,0.061634,0.205313,0.019227,0,G9
4,0.821203,0.742008,1.193114,1.217632,1.120491,0.994459,0,0.136142,0.029969,0.053313,0.195566,0.017813,0,G9
5,0.964381,0.971874,1.038205,1.353935,1.416966,1.341328,1.193952,0.139852,0.02741,0.062625,0.20759,0.016394,0.016149,G9
5,0.810025,0.942821,1.047191,1.30295,1.417088,1.328558,1.148161,0.160192,0.03371,0.051134,0.179099,0.012585,0.017329,G9
5,0.666753,0.964272,0.967904,1.346189,1.399944,1.260825,1.083267,0.176216,0.032951,0.037524,0.148013,0.016588,0,G9
5,0.702865,1.080709,0.990773,1.217849,1.365623,1.275622,1.14261,0.026919,0.168452,0.031637,0.040996,0.168224,0,G9
1,-0.728452,0.513998,0,0,0,0,0,0.008742,0.014251,0.012474,0.012174,0,0,G1
1,-0.672955,0.584972,0,0,0,0,0,0.010133,0.017007,0,0,0,0,G1
1,-0.720727,0.537501,0,0,0,0,0,0.013767,0.009589,0.018356,0.020201,0,0,G1
1,-0.701598,0.532832,0,0,0,0,0,0.015782,0.03089,0.007895,0,0,0,G1
1,-0.693084,0.469594,0,0,0,0,0,0.009689,0.014956,0.021479,0,0,0,G1
1,-0.762485,0.47517,0,0,0,0,0,0.008356,0.027926,0.02292,0,0,0,G1
0,0,0,0,0,0,0,0,0.029401,0.024468,0,0,0,0,G1
0,0,0,0,0,0,0,0,0.032516,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0.009264,0.009988,0.011595,0,0,0,G1
1,-0.698562,0.527928,0,0,0,0,0,0.012248,0.008294,0.007095,0.006742,0,0,G1
3,0.726182,1.074775,0,1.217814,1.204221,0,1.061919,0.040967,0.267854,0.098633,0.048811,0,0,G0
3,0.792688,1.182609,0,1.236175,1.246215,0,1.062514,0.278256,0.138829,0.024037,0.030627,0,0,G0
3,0.809091,1.164044,0,1.246101,1.252304,0,1.075778,0.035864,0.278645,0.122273,0.043159,0,0,G0
3,0.838553,1.075516,0,1.240257,1.251794,0,1.085787,0.316337,0.145257,0.0171,0.032628,0,0,G0
3,0.655823,1.051815,0,1.245692,1.195182,0,1.04399,0.038707,0.292221,0.11503,0.03834,0,0,G0
3,0.86205,1.089669,0,1.23234,1.251699,0,1.108289,0.037729,0.28737,0.112111,0.022418,0,0,G0
3,0.956434,1.02905,0,1.246368,1.250357,0,1.117048,0.010153,0.020907,0.016221,0,0,0,G0
3,0.955239,0.944636,0,1.246951,1.235723,0,1.12298,0.013298,0.020774,0.01771,0.0402,0.011001,0,G0
4,1.007363,1.118087,0,1.432204,1.399129,0,0.632419,0.024153,0.020955,0.014705,0.030965,0,0,G0
3,0.734132,1.070149,0,1.232924,1.210999,0,1.051843,0.030598,0.258903,0.100302,0.057631,0,0,G0
1,-0.357227,0.413412,0,1.000002,0,0,0,0.018569,0.071678,0.020786,0.017987,0,0,G2
1,-0.078084,0.81329,0,0.999997,0,0,0,0.140894,0.125338,0,0,0,0,G2
1,-0.18588,0.787667,0,0.999999,0,0,0,0.129164,0.12779,0.029446,0,0,0,G2
1,-0.085474,0.800882,0,1.000001,0,0,0,0.1406,0.087538,0,0,0,0,G2
1,-0.179387,0.713245,0,1.000006,0,0,0,0.162,0.114211,0.011574,0.049441,0,0,G2
1,-0.199327,0.855622,0,1.000002,0,0,0,0.103809,0.133311,0.019432,0,0,0,G2
1,-0.255902,0.608424,0,0.999994,0,0,0,0.149314,0.151135,0.015437,0.052946,0,0,G2
1,-0.244464,0.461732,0,1,0,0,0,0.012907,0.077361,0.110894,0.058243,0.009928,0,G2
1,-0.125303,0.601262,0,0.999996,0,0,0,0.167769,0.074717,0,0,0,0,G2
1,-0.239968,0.602885,0,1.000002,0,0,0,0.012433,0.134572,0.110692,0.023881,0,0,G2
1,0.443697,0.555626,0,0,0,0,0.999998,0.010881,0.156986,0,0,0,0,G3
2,0.86226,0.653779,0,0,0,0,0.658807,0.027166,0.183549,0,0,0,0,G3
2,0.750588,0.592454,0,0,0,0,0.660618,0.030175,0.172338,0,0,0,0,G3
2,0.893559,0.828634,0,0,0,0,0.666826,0.028436,0.182982,0,0,0,0,G3
1,0.517816,0.639066,0,0,0,0,0.999999,0.01147,0.010243,0.16252,0.016924,0,0,G3
1,0.492226,0.655908,0,0,0,0,1.000003,0.014385,0.163219,0,0,0,0,G3
1,0.483866,0.707425,0,0,0,0,0.999996,0.177307,0,0,0,0,0,G3
2,0.967046,0.872807,0,0,0,0,0.544725,0.159503,0.010071,0,0,0,0,G3
1,0.502763,0.467815,0,0,0,0,1.000002,0.009102,0.157689,0,0,0,0,G3
1,0.51584,0.433847,0,0,0,0,0.999998,0.016446,0.167383,0,0,0,0,G3
3,0.00827,1.100329,1.268886,1.629099,0,0,0,0.1573,0.285353,0,0,0,0,G4
2,-0.44694,0.466721,1.00659,1.367093,0,0,0,0.032,0.214876,0,0,0,0,G4
2,-0.455291,0.861769,1.045006,1.365276,0,0,0,0.166258,0.292168,0.033218,0,0,0,G4
3,-0.073055,1.135414,1.283837,1.614403,0,0,0,0.156492,0.293147,0.045469,0,0,0,G4
3,0.004683,1.254171,1.282826,1.686177,0,0,0,0.185808,0.305327,0.011728,0.014261,0,0,G4
3,0.010504,1.342452,1.305858,1.692554,0,0,0,0.186438,0.295783,0,0,0,0,G4
3,0.036607,1.219558,1.285318,1.654193,0,0,0,0.192655,0.29649,0,0,0,0,G4
3,-0.058973,1.180501,1.300964,1.621678,0,0,0,0.173809,0.308814,0.022174,0,0,0,G4
3,-0.015395,1.10555,1.267454,1.62279,0,0,0,0.189166,0.317006,0.014971,0,0,0,G4
2,-0.220726,0.979685,1.055957,1.372786,0,0,0,0.167021,0.27834,0.012753,0,0,0,G4
2,0.189658,0.558474,0,1.020514,1.061996,0,0,0.143564,0.204107,0.056069,0.020034,0.013307,0,G5
2,0.319402,0.773781,0,1.024568,1.053821,0,0,0.142247,0.183808,0.043198,0.02266,0,0,G5
2,0.259142,0.804876,0,1.018045,1.050206,0,0,0.139944,0.178876,0.033257,0.01347,0,0,G5
2,0.100846,0.767767,0,1.019863,1.049865,0,0,0.140996,0.172593,0.062085,0.028675,0,0,G5
2,0.283289,0.794308,0,1.009796,1.064378,0,0,0.144732,0.183262,0.031079,0,0,0,G5
2,0.220504,0.705901,0,1.022127,1.056644,0,0,0.12506,0.200659,0.026049,0,0,0,G5
2,0.07513,0.703821,0,1.027052,1.052291,0,0,0.169019,0.218115,0.065598,0.023722,0.012479,0,G5
2,-0.022152,0.783468,0,1.031838,1.032899,0,0,0.105003,0.130182,0.080455,0.012551,0.041911,0,G5
2,0.04532,0.700131,0,1.016772,1.048854,0,0,0.137652,0.168731,0.080121,0.021582,0,0,G5
2,0.025468,0.636403,0,1.031369,1.037305,0,0,0.118107,0.159193,0.052743,0.011547,0.024244,0,G5
3,0.322959,0.972516,0,1.052125,1.0939,1.006284,0,0.014306,0.00727,0.017259,0.009271,0,0,G6
3,0.248405,1.014125,0,1.062312,1.094016,0.99819,0,0.023089,0.061029,0.086183,0.035217,0.011999,0,G6
3,0.340859,1.031472,0,1.050752,1.106624,0.999292,0,0.027329,0.079928,0.085055,0.014398,0,0,G6
3,0.420885,1.009359,0,1.054394,1.096576,1.00886,0,0.024464,0.07039,0.076937,0.021663,0,0,G6
3,0.329623,0.88497,0,1.071209,1.097627,1.000767,0,0.025556,0.07714,0.095921,0.025799,0,0,G6
3,0.270949,0.826688,0,1.07042,1.093647,0.994089,0,0.021666,0.067919,0.105911,0.037902,0,0,G6
3,0.288639,0.853461,0,1.065323,1.089836,0.998829,0,0.02376,0.070114,0.090482,0.039695,0.011587,0,G6
3,0.044501,0.861331,0,1.058643,1.100686,0.981466,0,0.021494,0.026509,0.089368,0.072428,0.043881,0,G6
3,0.239615,1.035168,0,1.028947,1.076589,1.034727,0,0.019044,0.08842,0.068248,0.035666,0.013273,0,G6
3,0.244437,1.004307,0,1.048856,1.088415,1.001226,0,0.01849,0.060975,0.07506,0.043259,0.020492,0,G6
2,1.347333,1.206629,1.507324,0,0,0,1.686507,0.333564,0.017946,0,0,0,0,G7
2,1.202937,1.044722,1.365978,0,0,0,1.547323,0.360163,0.019022,0,0,0,0,G7
2,1.145428,1.029672,1.418856,0,0,0,1.585526,0.350475,0.021205,0,0,0,0,G7
2,1.153348,0.965388,1.36476,0,0,0,1.575543,0.39436,0.020986,0.0208,0,0,0,G7
2,1.182747,0.962683,1.35998,0,0,0,1.549273,0.346529,0.019163,0,0,0,0,G7
2,1.150035,1.056092,1.362768,0,0,0,1.546107,0.339114,0.019456,0,0,0,0,G7
2,0.951274,1.032187,1.373933,0,0,0,1.517443,0.013156,0.299197,0,0,0,0,G7
2,0.945516,0.979077,1.388334,0,0,0,1.589092,0.284505,0.012597,0.018402,0,0,0,G7
2,0.999471,0.773504,1.409221,0,0,0,1.737786,0.01689,0.198653,0,0,0,0,G7
2,1.297328,0.795194,1.535126,0,0,0,1.813022,0.042226,0.27147,0,0,0,0,G7
3,0.544992,1.059212,1.079202,1.433628,0,0,1.353515,0.089022,0.315598,0.165117,0,0,0,G8
3,0.811194,1.076568,1.280525,1.558194,0,0,1.483399,0.099041,0.27817,0.184306,0,0,0,G8
4,0.873147,0.919678,1.373678,1.696364,0,0,0.696834,0.110536,0.297602,0.194724,0,0,0,G8
4,0.921665,1.107732,1.371171,1.694027,0,0,0.696752,0.075546,0.30795,0.175899,0,0,0,G8
3,0.690302,0.837593,1.205469,1.509367,0,0,1.431585,0.182383,0.254563,0.172191,0,0,0,G8
3,0.828407,0.942505,1.183859,1.504621,0,0,1.462857,0.386661,0.235608,0.066127,0,0,0,G8
3,0.923193,1.022956,1.193446,1.509748,0,0,1.474945,0.074971,0.296293,0.167904,0,0,0,G8
3,0.495076,0.890381,1.142745,1.45979,0,0,1.357309,0.16557,0.251924,0.15061,0,0,0,G8
3,0.376799,0.721406,1.087884,1.468993,0,0,1.318406,0.195677,0.262108,0.155446,0.01522,0,0,G8
4,0.352291,0.659854,1.191578,1.612908,0,0,0.772765,0.12437,0.167684,0.134787,0,0,0,G8
5,1.282685,1.085027,1.564552,1.515079,1.568763,1.538193,1.478468,0.099049,0.065294,0.065929,0.210775,0.01801,0,G9
5,1.095357,1.343303,1.178463,1.337358,1.481374,1.481569,1.33477,0.019609,0.087381,0.063608,0.052805,0.23426,0,G9
5,1.047545,1.26462,1.21078,1.366839,1.457186,1.439888,1.315228,0.017588,0.088195,0.055672,0.061574,0.222646,0,G9
5,1.152834,1.095991,1.200763,1.386998,1.462169,1.472955,1.350742,0.015983,0.096318,0.064766,0.064793,0.225544,0,G9
5,0.9195,1.082165,1.210979,1.388369,1.460019,1.468845,1.347643,0.01837,0.092989,0.060341,0.067133,0.2132,0,G9
5,0.735712,0.949379,1.208579,1.377882,1.447633,1.453443,1.334161,0.11672,0.086727,0.056634,0.055472,0.186371,0.008467,G9
5,0.897672,0.787352,1.218671,1.400744,1.490718,1.480276,1.396235,0.078045,0.104296,0.061788,0.065277,0.202433,0,G9
5,1.009016,1.035568,1.206793,1.385456,1.471193,1.493436,1.364717,0.027904,0.088173,0.067754,0.074295,0.209601,0,G9
5,1.13926,1.116737,1.188375,1.381582,1.478443,1.489339,1.358668,0.026304,0.090727,0.057538,0.066643,0.209537,0,G9
5,1.177129,1.061109,1.231344,1.39894,1.466537,1.456608,1.345468,0.088396,0.056756,0.079307,0.212229,0.018605,0,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0.027044,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0.125797,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0.013007,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0.01515,0.009792,0.019429,0.007715,0,0,G1
0,0,0,0,0,0,0,0,0.094387,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0.019609,0.032648,0.034393,0,0,0,G1
0,0,0,0,0,0,0,0,0.012297,0.032241,0.011854,0.010471,0,0,G1
0,0,0,0,0,0,0,0,0.010146,0.014416,0,0,0,0,G1
0,0,0,0,0,0,0,0,0.007194,0,0,0,0,0,G1
3,0.493973,1.002696,0,1.182831,1.223052,0,0.929556,0.136351,0.062814,0.043104,0.056462,0,0,G0
3,0.707169,1.083003,0,1.168252,1.229556,0,0.916032,0.031426,0.178598,0.069926,0.024723,0,0,G0
3,0.405435,0.902968,0,1.148684,1.215827,0,0.929531,0.128981,0.09435,0.061463,0.091053,0,0,G0
3,0.807531,0.954368,0,1.154912,1.230629,0,0.960104,0.219082,0.030869,0.037739,0,0,0,G0
3,0.639225,0.95313,0,1.210232,1.237399,0,0.932007,0.041381,0.224897,0.085216,0.016619,0.012913,0,G0
2,-0.38578,0.637863,0,1.001412,1.035907,0,0,0.111625,0.070762,0.062042,0.067281,0,0,G0
3,0.334742,0.725178,0,1.181613,1.228342,0,0.909932,0.053486,0.113349,0.083748,0.075548,0.018248,0,G0
3,0.587771,0.656027,0,1.181768,1.227336,0,0.934598,0.255343,0.13893,0.026482,0.025138,0.037233,0,G0
3,0.771776,0.975539,0,1.1522,1.220068,0,0.965082,0.031585,0.190256,0.049772,0,0,0,G0
3,0.809268,0.942541,0,1.180267,1.204639,0,0.908678,0.190678,0.052354,0.029152,0,0,0,G0
1,-0.446635,0.705502,0,0.999994,0,0,0,0.094148,0.035645,0.014065,0,0,0,G2
0,0,0,0,0,0,0,0,0.099466,0.013204,0.023124,0,0,0,G2
1,-0.63726,0.535409,0,0.999992,0,0,0,0.051495,0.084088,0.082984,0.018533,0,0,G2
1,-0.562339,0.593751,0,1.000005,0,0,0,0.013038,0.107693,0.05502,0.014599,0,0,G2
1,-0.023712,0.731584,0,0.999996,0,0,0,0.138008,0,0,0,0,0,G2
1,-0.295672,0.700807,0,1.000006,0,0,0,0.100592,0.040567,0,0,0,0,G2
1,-0.329493,0.490158,0,0.999999,0,0,0,0.08427,0.025225,0,0,0,0,G2
1,-0.377284,0.443086,0,0.999995,0,0,0,0.010621,0.010672,0.066225,0.044338,0.144874,0,G2
1,-0.260873,0.698579,0,0.999999,0,0,0,0.130671,0.012724,0,0,0,0,G2
1,-0.251762,0.734569,0,0.999999,0,0,0,0.113012,0.01452,0.017206,0,0,0,G2
0,0,0,0,0,0,0,0,0.112522,0.092622,0.011309,0.040463,0,0,G3
2,1.007043,0.84771,0,0,0,0,0.890484,0.064325,0.128489,0.014495,0,0,0,G3
0,0,0,0,0,0,0,0,0.053513,0.114008,0.012759,0,0,0,G3
0,0,0,0,0,0,0,0,0.066603,0.138649,0.037047,0,0,0,G3
1,0.398717,0.625731,0,0,0,0,0.999997,0.072309,0.138553,0.010712,0,0,0,G3
0,0,0,0,0,0,0,0,0.008547,0.013272,0.094677,0.057621,0,0,G3
1,0.496599,0.788017,0,0,0,0,0.999996,0.032278,0.116287,0.009514,0,0,0,G3
1,0.473024,0.777787,0,0,0,0,1.000001,0.024218,0.121667,0.007981,0.012389,0,0,G3
1,0.490308,0.871298,0,0,0,0,0.999996,0.077051,0.048097,0.056013,0,0,0,G3
0,0,0,0,0,0,0,0,0.190004,0.049045,0.045376,0,0,0,G3
1,-0.49783,0.404073,1,0,0,0,0,0.102657,0.178514,0.018068,0,0,0,G4
2,0.265145,1.207832,0.933355,1.35602,0,0,0,0.144293,0.161995,0,0,0,0,G4
2,0.150528,0.849024,1.143336,1.006343,0,0,0,0.151453,0.119201,0.053986,0.012018,0,0,G4
2,0.479933,0.793335,1.024397,1.275422,0,0,0,0.11902,0.033707,0.049213,0.058078,0.020555,0,G4
2,0.540778,0.450618,1.325059,1.033052,0,0,0,0.161138,0.108612,0.058514,0.010783,0,0,G4
2,0.402733,0.679362,1.023916,1.35448,0,0,0,0.154902,0.188724,0.012651,0,0,0,G4
2,-0.211578,0.869945,1.070743,1.272113,0,0,0,0.172239,0.214181,0.014331,0,0,0,G4
2,0.20852,0.954483,1.000193,1.30396,0,0,0,0.183176,0.163221,0,0,0,0,G4
2,0.6976,0.678877,0.986733,1.341906,0,0,0,0.182854,0.060253,0.143885,0.032528,0.022033,0,G4
1,0.446533,0.420077,1.000003,0,0,0,0,0.057997,0.012679,0.067427,0.054251,0.022727,0,G4
2,0.317808,0.572572,0,1.016849,1.03079,0,0,0.027751,0.062058,0.030732,0.017002,0,0,G5
2,0.21086,0.785725,0,1.033244,1.02103,0,0,0.117187,0.112384,0.020471,0.026454,0,0,G5
2,0.354287,1.157577,0,1.472835,0.596876,0,0,0.122125,0.098752,0.034945,0,0,0,G5
0,0,0,0,0,0,0,0,0.104912,0.07854,0.028916,0,0,0,G5
2,0.01223,0.734557,0,1.037353,1.008792,0,0,0.094057,0.073159,0.024674,0.01992,0.013522,0,G5
2,0.229529,0.676725,0,1.022479,1.020171,0,0,0.099841,0.095066,0.018675,0.017168,0,0,G5
2,0.26645,0.711991,0,1.023868,1.024659,0,0,0.100224,0.083173,0.011556,0.015281,0,0,G5
3,0.800136,1.109469,0,1.551422,0.633065,0,0,0.054493,0.04101,0.028741,0.030832,0,0,G5
0,0,0,0,0,0,0,0,0.040868,0.017488,0.029006,0.019093,0.019922,0.027524,G5
0,0,0,0,0,0,0,0,0.109202,0.110068,0.015879,0.02395,0,0,G5
2,-0.043368,0.636413,0,0.958435,1.076853,0,0,0.285507,0.24379,0,0,0,0,G6
3,0.511672,0.889369,0,1.059936,1.086668,1.004203,0,0.02965,0.046506,0.029725,0.013842,0,0,G6
1,-0.489108,0.570999,0,0.999999,0,0,0,0.079037,0.053266,0.034544,0.025225,0,0,G6
3,0.481586,0.950306,0,1.037224,1.115226,0.971375,0,0.044441,0.049047,0.033499,0,0,0,G6
3,0.43352,0.825631,0,1.041881,1.129529,0.960991,0,0.040386,0.094446,0.035459,0.013912,0.013173,0.01471,G6
2,0.508264,0.909745,0,1.165291,0.944768,0,0,0.028733,0.058806,0.027273,0,0,0,G6
3,0.622914,0.966036,0,1.079356,1.203329,0.998427,0,0.025884,0.04791,0.01649,0.058024,0,0,G6
1,0.004846,0.791876,0,1.000003,0,0,0,0.029315,0.02152,0.022043,0,0,0,G6
1,-0.563037,0.54199,0,0.999993,0,0,0,0.048407,0.037381,0.0307,0.03857,0,0,G6
3,0.184303,0.889428,0,1.033758,1.126031,0.951587,0,0.012353,0.022959,0.022413,0.046511,0.014131,0.021528,G6
2,1.172664,0.473931,0.844194,0,0,0,1.457309,0.077569,0.058698,0.028314,0.051524,0,0,G7
2,1.219794,1.121157,1.755065,0,0,0,1.76518,0.087576,0,0,0,0,0,G7
0,0,0,0,0,0,0,0,0.045947,0.031911,0.169051,0,0,0,G7
1,-0.152401,0.136272,0.999999,0,0,0,0,0.021192,0.053166,0.021521,0.010719,0,0,G7
2,1.045063,0.33766,1.373595,0,0,0,1.423205,0.158146,0.020651,0.067882,0,0,0,G7
2,1.187844,0.367019,1.384727,0,0,0,1.537459,0.131611,0.023236,0.081782,0,0,0,G7
0,0,0,0,0,0,0,0,0.08015,0.075455,0.041498,0,0,0,G7
2,1.172019,0.706372,1.367256,0,0,0,1.48155,0.052957,0.23154,0.046168,0,0,0,G7
2,1.116929,0.576606,1.499211,0,0,0,1.371348,0.105861,0.049744,0.04009,0.062553,0,0,G7
2,1.323805,0.52991,1.484609,0,0,0,1.436749,0.081347,0.045504,0.023378,0.058166,0,0,G7
3,0.89502,0.971917,1.295289,1.374629,0,0,1.240201,0.222161,0.141821,0.021714,0,0,0,G8
3,0.857352,1.302132,1.294407,1.498242,0,0,1.268372,0.165012,0,0,0,0,0,G8
2,-0.245824,0.975185,1.004892,1.209229,0,0,0,0.134545,0.136397,0.015432,0,0,0,G8
2,-0.206555,0.721539,1.046291,1.146559,0,0,0,0.169541,0.144611,0,0,0,0,G8
3,0.644384,0.877267,1.145719,1.431978,0,0,1.224919,0.017317,0.173139,0.138651,0,0,0,G8
3,0.731228,0.768287,1.240233,1.43595,0,0,1.267829,0.01102,0.22605,0.154705,0,0,0,G8
3,1.015224,0.791049,1.229485,1.494426,0,0,1.494856,0.017157,0.235742,0.170546,0,0,0,G8
2,0.221916,0.705051,1.162691,1.011037,0,0,0,0.175657,0.154451,0,0,0,0,G8
3,0.887352,0.935331,1.285278,1.387937,0,0,1.303373,0.179786,0.132056,0.017482,0.025373,0,0,G8
3,1.033524,1.031711,1.251602,1.478751,0,0,1.227762,0.272516,0.16155,0.017605,0,0,0,G8
5,1.074907,0.908757,1.130477,1.335742,1.337351,1.310384,1.181247,0.11756,0.06276,0.056517,0.168186,0.014849,0,G9
5,1.392195,1.385827,1.660332,1.59495,1.622065,1.533189,1.49777,0.074531,0.046179,0.06624,0.167531,0.013088,0.039542,G9
5,0.94556,0.861541,1.191545,1.377095,1.439318,1.355778,1.235071,0.029451,0.085024,0.039712,0.070155,0.169302,0.011281,G9
5,0.939469,1.090867,1.164319,1.368469,1.428492,1.38768,1.169015,0.030574,0.089074,0.037401,0.057434,0.140262,0.010266,G9
5,0.943199,0.798409,1.207754,1.42765,1.434598,1.35366,1.215007,0.167284,0.078234,0.227838,0.018591,0,0,G9
4,0.896367,0.941229,1.191086,1.254766,1.268647,1.245042,0,0.041132,0.023717,0.012495,0.133241,0.0207,0.012991,G9
5,0.667916,1.119402,1.100644,1.353446,1.34881,1.305818,1.168731,0.013355,0.034694,0.018209,0.056481,0.202196,0.010361,G9
5,0.58002,1.052011,1.151319,1.339425,1.343994,1.323795,1.223308,0.028552,0.050313,0.026665,0.053848,0.153546,0,G9
5,1.052728,0.948001,1.164565,1.40802,1.408159,1.287655,1.219154,0.088584,0.013867,0.127188,0.026184,0.042168,0,G9
5,0.936526,0.877846,1.146609,1.335061,1.330895,1.318071,1.176286,0.099628,0.052271,0.056264,0.178441,0.042987,0,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0.014685,0.011329,0.017907,0,0,0,G1
0,0,0,0,0,0,0,0,0.017319,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0.006079,0.008616,0.006072,0,0,0,G1
0,0,0,0,0,0,0,0,0.031622,0.009928,0.017308,0.007722,0,0,G1
1,0.556589,-0.371725,0,0,0,0,0,0.012164,0.021767,0,0,0,0,G1
0,0,0,0,0,0,0,0,0.01546,0.009839,0.01751,0.015318,0,0,G1
0,0,0,0,0,0,0,0,0.007603,0.013269,0.010131,0,0,0,G1
