@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R4,5,194-199,328'

@attribute Max_X numeric
@attribute Max_Y numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.828407,0.942505,0.386661,0.235608,0.066127,0,0,0,G8
0.923193,1.022956,0.074971,0.296293,0.167904,0,0,0,G8
0.495076,0.890381,0.16557,0.251924,0.15061,0,0,0,G8
0.376799,0.721406,0.195677,0.262108,0.155446,0.01522,0,0,G8
0.352291,0.659854,0.12437,0.167684,0.134787,0,0,0,G8
1.282685,1.085027,0.099049,0.065294,0.065929,0.210775,0.01801,0,G9
1.095357,1.343303,0.019609,0.087381,0.063608,0.052805,0.23426,0,G9
1.047545,1.26462,0.017588,0.088195,0.055672,0.061574,0.222646,0,G9
1.152834,1.095991,0.015983,0.096318,0.064766,0.064793,0.225544,0,G9
0.9195,1.082165,0.01837,0.092989,0.060341,0.067133,0.2132,0,G9
0.735712,0.949379,0.11672,0.086727,0.056634,0.055472,0.186371,0.008467,G9
0.897672,0.787352,0.078045,0.104296,0.061788,0.065277,0.202433,0,G9
1.009016,1.035568,0.027904,0.088173,0.067754,0.074295,0.209601,0,G9
1.13926,1.116737,0.026304,0.090727,0.057538,0.066643,0.209537,0,G9
1.177129,1.061109,0.088396,0.056756,0.079307,0.212229,0.018605,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0.027044,0,0,0,0,0,G1
0,0,0.125797,0,0,0,0,0,G1
0,0,0.013007,0,0,0,0,0,G1
0,0,0.01515,0.009792,0.019429,0.007715,0,0,G1
0,0,0.094387,0,0,0,0,0,G1
0,0,0.019609,0.032648,0.034393,0,0,0,G1
0,0,0.012297,0.032241,0.011854,0.010471,0,0,G1
0,0,0.010146,0.014416,0,0,0,0,G1
0,0,0.007194,0,0,0,0,0,G1
0.493973,1.002696,0.136351,0.062814,0.043104,0.056462,0,0,G0
0.707169,1.083003,0.031426,0.178598,0.069926,0.024723,0,0,G0
0.405435,0.902968,0.128981,0.09435,0.061463,0.091053,0,0,G0
0.807531,0.954368,0.219082,0.030869,0.037739,0,0,0,G0
0.639225,0.95313,0.041381,0.224897,0.085216,0.016619,0.012913,0,G0
-0.38578,0.637863,0.111625,0.070762,0.062042,0.067281,0,0,G0
0.334742,0.725178,0.053486,0.113349,0.083748,0.075548,0.018248,0,G0
0.587771,0.656027,0.255343,0.13893,0.026482,0.025138,0.037233,0,G0
0.771776,0.975539,0.031585,0.190256,0.049772,0,0,0,G0
0.809268,0.942541,0.190678,0.052354,0.029152,0,0,0,G0
-0.446635,0.705502,0.094148,0.035645,0.014065,0,0,0,G2
0,0,0.099466,0.013204,0.023124,0,0,0,G2
-0.63726,0.535409,0.051495,0.084088,0.082984,0.018533,0,0,G2
-0.562339,0.593751,0.013038,0.107693,0.05502,0.014599,0,0,G2
-0.023712,0.731584,0.138008,0,0,0,0,0,G2
-0.295672,0.700807,0.100592,0.040567,0,0,0,0,G2
-0.329493,0.490158,0.08427,0.025225,0,0,0,0,G2
-0.377284,0.443086,0.010621,0.010672,0.066225,0.044338,0.144874,0,G2
-0.260873,0.698579,0.130671,0.012724,0,0,0,0,G2
-0.251762,0.734569,0.113012,0.01452,0.017206,0,0,0,G2
0,0,0.112522,0.092622,0.011309,0.040463,0,0,G3
1.007043,0.84771,0.064325,0.128489,0.014495,0,0,0,G3
0,0,0.053513,0.114008,0.012759,0,0,0,G3
0,0,0.066603,0.138649,0.037047,0,0,0,G3
0.398717,0.625731,0.072309,0.138553,0.010712,0,0,0,G3
0,0,0.008547,0.013272,0.094677,0.057621,0,0,G3
0.496599,0.788017,0.032278,0.116287,0.009514,0,0,0,G3
0.473024,0.777787,0.024218,0.121667,0.007981,0.012389,0,0,G3
0.490308,0.871298,0.077051,0.048097,0.056013,0,0,0,G3
0,0,0.190004,0.049045,0.045376,0,0,0,G3
-0.49783,0.404073,0.102657,0.178514,0.018068,0,0,0,G4
0.265145,1.207832,0.144293,0.161995,0,0,0,0,G4
0.150528,0.849024,0.151453,0.119201,0.053986,0.012018,0,0,G4
0.479933,0.793335,0.11902,0.033707,0.049213,0.058078,0.020555,0,G4
0.540778,0.450618,0.161138,0.108612,0.058514,0.010783,0,0,G4
0.402733,0.679362,0.154902,0.188724,0.012651,0,0,0,G4
-0.211578,0.869945,0.172239,0.214181,0.014331,0,0,0,G4
0.20852,0.954483,0.183176,0.163221,0,0,0,0,G4
0.6976,0.678877,0.182854,0.060253,0.143885,0.032528,0.022033,0,G4
0.446533,0.420077,0.057997,0.012679,0.067427,0.054251,0.022727,0,G4
0.317808,0.572572,0.027751,0.062058,0.030732,0.017002,0,0,G5
0.21086,0.785725,0.117187,0.112384,0.020471,0.026454,0,0,G5
0.354287,1.157577,0.122125,0.098752,0.034945,0,0,0,G5
0,0,0.104912,0.07854,0.028916,0,0,0,G5
0.01223,0.734557,0.094057,0.073159,0.024674,0.01992,0.013522,0,G5
0.229529,0.676725,0.099841,0.095066,0.018675,0.017168,0,0,G5
0.26645,0.711991,0.100224,0.083173,0.011556,0.015281,0,0,G5
0.800136,1.109469,0.054493,0.04101,0.028741,0.030832,0,0,G5
0,0,0.040868,0.017488,0.029006,0.019093,0.019922,0.027524,G5
0,0,0.109202,0.110068,0.015879,0.02395,0,0,G5
-0.043368,0.636413,0.285507,0.24379,0,0,0,0,G6
0.511672,0.889369,0.02965,0.046506,0.029725,0.013842,0,0,G6
-0.489108,0.570999,0.079037,0.053266,0.034544,0.025225,0,0,G6
0.481586,0.950306,0.044441,0.049047,0.033499,0,0,0,G6
0.43352,0.825631,0.040386,0.094446,0.035459,0.013912,0.013173,0.01471,G6
0.508264,0.909745,0.028733,0.058806,0.027273,0,0,0,G6
0.622914,0.966036,0.025884,0.04791,0.01649,0.058024,0,0,G6
0.004846,0.791876,0.029315,0.02152,0.022043,0,0,0,G6
-0.563037,0.54199,0.048407,0.037381,0.0307,0.03857,0,0,G6
0.184303,0.889428,0.012353,0.022959,0.022413,0.046511,0.014131,0.021528,G6
1.172664,0.473931,0.077569,0.058698,0.028314,0.051524,0,0,G7
1.219794,1.121157,0.087576,0,0,0,0,0,G7
0,0,0.045947,0.031911,0.169051,0,0,0,G7
-0.152401,0.136272,0.021192,0.053166,0.021521,0.010719,0,0,G7
1.045063,0.33766,0.158146,0.020651,0.067882,0,0,0,G7
1.187844,0.367019,0.131611,0.023236,0.081782,0,0,0,G7
0,0,0.08015,0.075455,0.041498,0,0,0,G7
1.172019,0.706372,0.052957,0.23154,0.046168,0,0,0,G7
1.116929,0.576606,0.105861,0.049744,0.04009,0.062553,0,0,G7
1.323805,0.52991,0.081347,0.045504,0.023378,0.058166,0,0,G7
0.89502,0.971917,0.222161,0.141821,0.021714,0,0,0,G8
0.857352,1.302132,0.165012,0,0,0,0,0,G8
-0.245824,0.975185,0.134545,0.136397,0.015432,0,0,0,G8
-0.206555,0.721539,0.169541,0.144611,0,0,0,0,G8
0.644384,0.877267,0.017317,0.173139,0.138651,0,0,0,G8
0.731228,0.768287,0.01102,0.22605,0.154705,0,0,0,G8
1.015224,0.791049,0.017157,0.235742,0.170546,0,0,0,G8
0.221916,0.705051,0.175657,0.154451,0,0,0,0,G8
0.887352,0.935331,0.179786,0.132056,0.017482,0.025373,0,0,G8
1.033524,1.031711,0.272516,0.16155,0.017605,0,0,0,G8
1.074907,0.908757,0.11756,0.06276,0.056517,0.168186,0.014849,0,G9
1.392195,1.385827,0.074531,0.046179,0.06624,0.167531,0.013088,0.039542,G9
0.94556,0.861541,0.029451,0.085024,0.039712,0.070155,0.169302,0.011281,G9
0.939469,1.090867,0.030574,0.089074,0.037401,0.057434,0.140262,0.010266,G9
0.943199,0.798409,0.167284,0.078234,0.227838,0.018591,0,0,G9
0.896367,0.941229,0.041132,0.023717,0.012495,0.133241,0.0207,0.012991,G9
0.667916,1.119402,0.013355,0.034694,0.018209,0.056481,0.202196,0.010361,G9
0.58002,1.052011,0.028552,0.050313,0.026665,0.053848,0.153546,0,G9
1.052728,0.948001,0.088584,0.013867,0.127188,0.026184,0.042168,0,G9
0.936526,0.877846,0.099628,0.052271,0.056264,0.178441,0.042987,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0.014685,0.011329,0.017907,0,0,0,G1
0,0,0.017319,0,0,0,0,0,G1
0,0,0.006079,0.008616,0.006072,0,0,0,G1
0,0,0.031622,0.009928,0.017308,0.007722,0,0,G1
0.556589,-0.371725,0.012164,0.021767,0,0,0,0,G1
0,0,0.01546,0.009839,0.01751,0.015318,0,0,G1
0,0,0.007603,0.013269,0.010131,0,0,0,G1
0,0,0.00704,0.012547,0,0,0,0,G1
0,0,0.00915,0.00731,0.01077,0,0,0,G1
0.598957,1.025194,0.160838,0.143015,0.07774,0.023406,0,0,G0
0.553095,1.148941,0.113109,0.154799,0.048294,0,0,0,G0
0.616175,1.146282,0.134225,0.13461,0.042284,0,0,0,G0
0.612207,1.153117,0.134561,0.124024,0.051909,0,0,0,G0
0.463449,1.17592,0.122645,0.145882,0.068131,0.035295,0,0,G0
0.705224,1.15498,0.178185,0.139907,0.039995,0,0,0,G0
0.483673,1.150069,0.109758,0.143902,0.081285,0.041644,0,0,G0
0.628469,1.096475,0.139599,0.142845,0.050613,0,0,0,G0
0.528844,1.04504,0.15125,0.134872,0.080949,0.034807,0,0,G0
0.721161,1.052926,0.013565,0.198247,0.145854,0.026641,0,0,G0
0,0,0.229872,0.026971,0,0,0,0,G2
0,0,0.144551,0.061462,0,0,0,0,G2
0,0,0.221202,0.403517,0,0,0,0,G2
0,0,0.17733,0.056141,0,0,0,0,G2
0,0,0.1522,0.041639,0,0,0,0,G2
0,0,0.131601,0.076017,0,0,0,0,G2
0,0,0.213502,0.050159,0,0,0,0,G2
0,0,0.162332,0.062349,0,0,0,0,G2
0,0,0.258438,0.057405,0,0,0,0,G2
0,0,0.132764,0.101529,0,0,0,0,G2
0.467396,0.606668,0.031585,0.015863,0.180873,0.044005,0,0,G3
0.461049,0.674613,0.040515,0.183271,0.011923,0.032245,0,0,G3
0.486204,0.695482,0.01887,0.153738,0.021509,0.012874,0,0,G3
0.466035,0.661723,0.027473,0.010755,0.161228,0.008339,0.035852,0,G3
0,0,0.011004,0.131257,0.026627,0.014616,0,0,G3
0,0,0.009026,0.010394,0.175483,0.035048,0,0,G3
0,0,0.156984,0.029544,0,0,0,0,G3
0.270761,0.709123,0.137586,0.014173,0.018793,0,0,0,G3
0.231942,0.704317,0.008357,0.183949,0.02782,0,0,0,G3
0.384351,0.690093,0.054227,0.153843,0.021646,0,0,0,G3
-0.009127,1.031965,0.208507,0.441764,0,0,0,0,G4
-0.182513,1.126038,0.22717,0.467176,0,0,0,0,G4
-0.239257,1.089101,0.21268,0.425981,0.014644,0.017717,0,0,G4
-0.890757,0.076166,0.240677,0.439796,0,0,0,0,G4
0.274832,1.300608,0.183864,0.414006,0.015111,0,0,0,G4
-0.968462,0.04864,0.01305,0.183227,0.420624,0.015969,0,0,G4
0.182582,1.123193,0.215279,0.402596,0.019952,0,0,0,G4
-0.090671,1.058137,0.210641,0.489493,0,0,0,0,G4
-0.064743,1.041764,0.294172,0.474295,0,0,0,0,G4
0.172381,1.156947,0.22612,0.406902,0.023859,0,0,0,G4
0.552577,0.766375,0.098803,0.137681,0.059631,0,0,0,G5
0.234747,0.769145,0.013035,0.109949,0.198056,0.049492,0,0,G5
0.347492,0.712485,0.09713,0.193947,0.046311,0,0,0,G5
0,0,0.093008,0.211486,0.065057,0,0,0,G5
0.402656,0.898188,0.085675,0.177976,0.047932,0.017391,0,0,G5
0.407046,0.951567,0.101045,0.15187,0.055613,0,0,0,G5
0.239673,0.747147,0.082481,0.155916,0.073967,0.013582,0,0,G5
0.312447,0.746853,0.016438,0.057066,0.147257,0.082327,0,0,G5
0,0,0.119244,0.174062,0.066785,0.014764,0,0,G5
0.415659,0.807061,0.103023,0.190284,0.067666,0,0,0,G5
0.582497,0.974883,0.024089,0.081155,0.128537,0.047583,0,0,G6
0.59541,0.941199,0.033337,0.08921,0.110659,0.04385,0,0,G6
0.532532,0.919969,0.068291,0.133353,0.031433,0.050189,0,0,G6
0.623132,0.912956,0.033046,0.081861,0.125059,0.017751,0,0,G6
0.4485,0.886854,0.04286,0.068441,0.12168,0.023088,0.014197,0,G6
0.62582,0.844682,0.031789,0.112256,0.117082,0.016007,0.017098,0,G6
0.483239,0.845279,0.07513,0.065625,0.136752,0.065151,0,0,G6
0.740884,0.74577,0.037177,0.13662,0.099675,0.014752,0,0,G6
0.750233,0.954471,0.079661,0.148357,0.138765,0.04558,0,0,G6
0.791949,1.030164,0.029401,0.107099,0.109842,0.024921,0,0,G6
0.943968,0.900033,0.013094,0.258813,0,0,0,0,G7
1.077569,1.191589,0.276278,0.013021,0,0,0,0,G7
3.403178,2.90838,0.276337,0.013786,0,0,0,0,G7
1.058594,1.082551,0.245995,0,0,0,0,0,G7
1.095505,1.098608,0.010692,0.260421,0.016227,0,0,0,G7
1.006503,1.010494,0.011452,0.235306,0,0,0,0,G7
1.069142,0.976073,0.240021,0.013823,0.008803,0,0,0,G7
0.981127,1.038161,0.013293,0.258684,0,0,0,0,G7
0.885921,0.942478,0.240275,0.008148,0,0,0,0,G7
0.849016,0.882407,0.249499,0.009718,0,0,0,0,G7
1.227301,1.255788,0.202368,0.163126,0.010903,0.014196,0,0,G8
0.992309,1.308586,0.018153,0.258437,0.189407,0.012594,0,0,G8
0.677979,0.996916,0.19551,0.137525,0.00833,0,0,0,G8
1.123231,1.182118,0.009952,0.202194,0.172699,0.008811,0,0,G8
0.974945,1.202946,0.203699,0.178581,0.010374,0,0,0,G8
1.000095,1.189858,0.172461,0.180409,0,0,0,0,G8
0.930347,1.188416,0.161304,0.184781,0.012926,0,0,0,G8
0.750694,1.178473,0.162495,0.163006,0.009333,0,0,0,G8
0.791638,1.195559,0.175679,0.178241,0.014271,0,0,0,G8
0.925355,0.970092,0.102429,0.129435,0.010032,0,0,0,G8
1.127704,1.287582,0.034962,0.146766,0.132273,0.227707,0,0,G9
1.1819,1.328144,0.050796,0.146996,0.143411,0.225375,0.014513,0.01098,G9
1.383087,1.31177,0.048962,0.136651,0.133179,0.219586,0.013841,0,G9
1.049647,1.216364,0.037373,0.147712,0.131658,0.216957,0.010832,0,G9
1.346604,1.365156,0.069743,0.150869,0.149215,0.24443,0.0128,0,G9
1.247788,1.366577,0.046753,0.128857,0.126878,0.242057,0.01271,0,G9
1.202673,1.346891,0.050191,0.143991,0.152309,0.249722,0.011335,0,G9
0.883985,1.306442,0.038221,0.12683,0.137759,0.202228,0.015213,0,G9
1.361782,1.33326,0.021628,0.058043,0.093265,0.191235,0.010247,0.010172,G9
1.007664,1.23662,0.029124,0.121578,0.119524,0.225274,0.009847,0,G9
0,0,0.009174,0.03151,0.008104,0,0,0,G1
0,0,0.015896,0,0,0,0,0,G1
0,0,0.015914,0.007877,0.006809,0,0,0,G1
0,0,0.014292,0,0,0,0,0,G1
0,0,0.014128,0.007474,0.007914,0,0,0,G1
0,0,0.009001,0.013907,0.009523,0,0,0,G1
0,0,0.011232,0.009956,0.040261,0,0,0,G1
0,0,0.021949,0.007684,0.011224,0,0,0,G1
0,0,0.036543,0,0,0,0,0,G1
0,0,0.008398,0,0,0,0,0,G1
0.597382,1.090625,0.3229,0.151323,0.050418,0.026145,0.026539,0,G0
0.681706,1.115472,0.120485,0.225142,0.084353,0,0,0,G0
0.686494,1.112508,0.132551,0.236547,0.044396,0,0,0,G0
0.505489,0.98304,0.029272,0.329722,0.13543,0.083921,0.024759,0,G0
0.809986,1.013495,0.39895,0.188043,0.047352,0.010496,0.01518,0,G0
0.848038,0.979701,0.162364,0.21552,0.057853,0,0,0,G0
0.606749,1.070896,0.111769,0.195403,0.093288,0,0,0,G0
0.564187,1.072848,0.026376,0.273115,0.116081,0.067263,0.015174,0,G0
-0.360713,0.796177,0.371653,0.176711,0.050284,0.019455,0.023137,0,G0
0.68375,1.139601,0.027683,0.27445,0.124702,0.031859,0,0,G0
-0.324908,0.904879,0.092828,0.108148,0.019975,0,0,0,G2
-0.244712,0.830004,0.11814,0.100094,0.020869,0.014534,0,0,G2
-0.085464,0.933874,0.139616,0.055472,0.03348,0,0,0,G2
-0.302308,0.834286,0.179843,0.078515,0.014661,0,0,0,G2
0,0,0.105018,0.064468,0.013451,0,0,0,G2
-0.20352,0.941433,0.106407,0.059164,0.013623,0,0,0,G2
-0.217339,0.958562,0.084825,0.12706,0,0,0,0,G2
0,0,0.015312,0.112113,0.075282,0,0,0,G2
0.074399,1.373732,0.015727,0.152852,0.050806,0,0,0,G2
-0.157849,0.851933,0.149972,0.065532,0.018749,0.040769,0,0,G2
0.330429,0.688457,0.111528,0.124538,0.009998,0.014141,0,0,G3
0.174462,0.968013,0.042152,0.086763,0,0,0,0,G3
0.285143,0.931877,0.014981,0.103981,0.014857,0,0,0,G3
0.411038,0.877188,0.02868,0.109289,0.021872,0,0,0,G3
0.234592,0.89396,0.107183,0.112944,0.012322,0,0,0,G3
0.134083,0.867564,0.093644,0.126677,0,0,0,0,G3
0.04225,0.848933,0.152477,0.114727,0.010679,0.018667,0,0,G3
0.286535,0.843853,0.133792,0.013104,0.018009,0.06436,0,0,G3
0.382666,0.771164,0.024146,0.147572,0,0,0,0,G3
0.296203,0.754998,0.060738,0.13369,0.009963,0.011708,0,0,G3
-0.965539,0.259996,0.119185,0.313992,0,0,0,0,G4
0.119147,1.471787,0.114681,0.326883,0.012501,0.020483,0,0,G4
0.231276,1.474227,0.015864,0.132537,0.335766,0.010687,0,0,G4
-0.14338,1.251474,0.09779,0.330036,0,0,0,0,G4
-0.373114,1.230959,0.083814,0.299355,0,0,0,0,G4
-0.547359,1.153618,0.074495,0.287972,0,0,0,0,G4
-0.176782,1.184002,0.010965,0.103982,0.316054,0.011266,0,0,G4
0.001529,1.113585,0.13734,0.320783,0.014874,0,0,0,G4
-0.272443,1.165923,0.125552,0.35243,0,0,0,0,G4
-0.230886,1.181201,0.019276,0.119004,0.324657,0.012442,0,0,G4
0.092056,0.831786,0.158723,0.172399,0.092922,0.016033,0.019506,0,G5
0.274169,0.943422,0.157404,0.23791,0.083207,0.024168,0,0,G5
0.224598,0.910117,0.127825,0.225154,0.076499,0.020051,0,0,G5
-0.106119,0.920849,0.122847,0.136383,0.088688,0.029566,0,0,G5
0.08176,0.927262,0.119933,0.152751,0.102345,0,0,0,G5
0.301604,0.943595,0.136456,0.187054,0.047733,0.014279,0.011239,0,G5
0.170835,0.887789,0.138982,0.183376,0.068399,0.014283,0.028099,0,G5
0.11474,0.879447,0.238001,0.167612,0.077749,0,0,0,G5
0.10985,0.876255,0.16686,0.181136,0.081185,0.028702,0,0,G5
0.018719,0.855967,0.015751,0.563731,0.018464,0.012662,0.018216,0,G5
0.413602,0.942145,0.033826,0.129194,0.170006,0.065157,0,0,G6
0.377758,0.95909,0.015,0.03223,0.01803,0.136017,0.034659,0,G6
0.298367,0.924589,0.024995,0.027559,0.148342,0.057719,0,0,G6
0.459313,1.004657,0.032191,0.090413,0.115902,0.028133,0.028125,0,G6
0.491706,1.007633,0.03313,0.079115,0.125766,0.038269,0,0,G6
0.256337,1.007552,0.025501,0.034019,0.101144,0.056371,0.031551,0,G6
0.488008,0.99553,0.013622,0.040736,0.133499,0.142899,0.036252,0,G6
0.50416,0.996446,0.045837,0.125417,0.204178,0.057283,0,0,G6
0.457934,1.047211,0.049106,0.16995,0.125454,0.060602,0,0,G6
0.374892,1.049552,0.023899,0.12609,0.15256,0.067728,0,0,G6
0.701891,1.119819,0.364561,0,0,0,0,0,G7
-0.820075,0.519808,0.309879,0.009499,0,0,0,0,G7
-0.818262,0.50776,0.358246,0,0,0,0,0,G7
0.768414,1.142831,0.385108,0,0,0,0,0,G7
0.785725,1.131886,0.366598,0,0,0,0,0,G7
1.105771,1.018693,0.022577,0.363042,0,0,0,0,G7
0.548605,1.210535,0.3242,0,0,0,0,0,G7
0.248988,1.114058,0.068914,0.324902,0,0,0,0,G7
0.527894,1.129908,0.012467,0.353028,0.010649,0,0,0,G7
0.619472,1.119336,0.341054,0.009387,0,0,0,0,G7
0.485468,1.378346,0.017861,0.279351,0.190529,0,0,0,G8
0.955128,1.278494,0.03297,0.370194,0.231746,0,0,0,G8
0.766878,1.114626,0.023666,0.374387,0.212148,0.010494,0,0,G8
1.305254,1.448913,0.40092,0.226634,0.01232,0.032763,0,0,G8
0.937405,1.252518,0.038537,0.376549,0.216084,0.01599,0,0,G8
0.633478,1.08734,0.030205,0.012034,0.336737,0.199474,0,0,G8
0.961441,1.031569,0.483785,0.268521,0.014529,0.031905,0,0,G8
1.20847,1.123564,0.523681,0.305029,0.021599,0.024757,0,0,G8
1.363419,1.225177,0.501704,0.282904,0.043095,0,0,0,G8
0.977304,1.226979,0.03478,0.37181,0.21124,0.011933,0,0,G8
0.835729,1.077653,0.019654,0.107871,0.03971,0.052627,0.192632,0.009273,G9
0.911842,1.01224,0.027605,0.11482,0.049578,0.067621,0.222463,0,G9
1.011594,0.98381,0.021069,0.121128,0.045886,0.073718,0.216119,0,G9
0.799858,0.955558,0.021618,0.120869,0.040128,0.065613,0.208413,0,G9
0.800566,1.18467,0.02843,0.099625,0.032208,0.058031,0.190472,0,G9
0.98364,1.163117,0.01897,0.11048,0.044992,0.06597,0.217642,0,G9
0.788263,1.348693,0.017514,0.080148,0.045449,0.025271,0.161658,0,G9
0.839511,0.946905,0.024484,0.122845,0.062528,0.064636,0.199202,0,G9
0.599558,0.801616,0.021105,0.114685,0.039307,0.068787,0.191199,0,G9
0.929799,0.942135,0.013229,0.117536,0.058627,0.063981,0.205842,0,G9
0,0,0.006434,0.03306,0.01014,0,0,0,G1
0,0,0.017905,0.020957,0.042117,0,0,0,G1
0,0,0.009682,0.019721,0.022148,0,0,0,G1
0,0,0.012041,0.038868,0.006644,0.024254,0,0,G1
0,0,0.019074,0.018087,0.017479,0.093261,0,0,G1
0,0,0.018977,0.040587,0.010226,0,0,0,G1
0,0,0.006831,0.015241,0.006329,0.00628,0,0,G1
0,0,0.072555,0.043551,0,0,0,0,G1
0,0,0.041943,0.016844,0.011392,0.00838,0,0,G1
0,0,0.032021,0.012032,0.013567,0.01328,0,0,G1
0.445864,0.910312,0.161865,0.122732,0.075245,0.063647,0.015337,0,G0
0.479034,1.084308,0.198893,0.096631,0.044613,0.035804,0.021771,0,G0
0.726965,1.193354,0.263855,0.131488,0.080182,0.183577,0,0,G0
0.67259,0.906126,0.362821,0.202259,0.05721,0.065538,0,0,G0
0.543432,1.018818,0.331044,0.199126,0.077836,0.012492,0.057291,0,G0
0.349437,0.830391,0.055386,0.247751,0.12458,0.132494,0.011445,0,G0
0.598121,0.959786,0.126952,0.135435,0.08897,0.055633,0,0,G0
0.796306,1.082352,0.350398,0.230994,0.0903,0.012157,0.030761,0,G0
0.769418,1.114782,0.392346,0.220426,0.071737,0.021317,0,0,G0
0.614263,1.065401,0.34794,0.213838,0.119861,0.013771,0.035573,0,G0
-0.012735,0.940489,0.041611,0.099197,0.025452,0.032569,0,0,G2
0.005355,0.902595,0.191396,0.06632,0.039555,0,0,0,G2
0.202659,0.856856,0.200556,0.035052,0.048308,0,0,0,G2
-0.297177,0.799869,0.191068,0.095693,0,0,0,0,G2
-0.127664,0.904606,0.172595,0.028832,0.046066,0,0,0,G2
-0.005915,0.992813,0.064013,0.07198,0.052619,0,0,0,G2
0,0,0.042038,0.161115,0.051038,0,0,0,G2
0,0,0.043665,0.117527,0.073055,0.016104,0,0,G2
-0.106377,0.805535,0.200838,0.022322,0,0,0,0,G2
0.159143,0.808621,0.253184,0.022139,0,0,0,0,G2
0.382613,0.428554,0.073133,0.028589,0.027397,0.133925,0,0,G3
0.214919,0.776599,0.20085,0.087453,0.016467,0.039285,0,0,G3
0.182696,0.594295,0.09859,0.174929,0.012966,0.015349,0.016337,0,G3
-0.280551,0.586515,0.096157,0.111793,0.018293,0,0,0,G3
0.305531,0.478185,0.082113,0.195007,0.01826,0.017857,0.009884,0,G3
0.417575,0.360722,0.187331,0.016032,0.029455,0.059591,0,0,G3
0.412537,0.407221,0.076835,0.013886,0.012444,0.183881,0,0,G3
-0.067955,0.629562,0.180672,0.086565,0.013423,0,0,0,G3
0.042513,0.652679,0.136115,0.115555,0.015713,0,0,0,G3
0.380809,0.53114,0.078793,0.205501,0.021901,0.015442,0,0,G3
-0.909986,0.859095,0.021275,0.12483,0.195426,0.063881,0.024008,0,G4
0.087269,1.282806,0.266307,0.265215,0.038289,0,0,0,G4
-0.486802,1.160692,0.192603,0.266882,0.025635,0.016409,0,0,G4
-0.045499,1.05981,0.206758,0.290949,0.019462,0,0,0,G4
0.10864,0.677994,0.136338,0.255844,0.012667,0,0,0,G4
-0.06354,1.268584,0.213199,0.308954,0.028107,0,0,0,G4
-0.314816,1.308857,0.210052,0.27431,0.037031,0,0,0,G4
-0.289388,1.104593,0.622647,0.015926,0,0,0,0,G4
0.413275,1.065004,0.206582,0.214006,0.045111,0.014379,0,0,G4
-0.778183,0.934078,0.131386,0.206998,0.045061,0.032424,0,0,G4
0.168277,0.900112,0.201266,0.132807,0.049866,0.019637,0,0,G5
0.433333,0.901322,0.150919,0.1982,0.040278,0.020515,0,0,G5
-0.012718,0.709856,0.105979,0.224409,0.096437,0,0,0,G5
0.181923,0.829421,0.233925,0.144581,0.025622,0.02749,0,0,G5
0.490639,0.932993,0.276687,0.199558,0.035195,0,0,0,G5
0.315048,0.945703,0.269122,0.140514,0.039904,0,0,0,G5
-0.059789,0.802615,0.241255,0.135424,0.058818,0,0,0,G5
0,0,0.24277,0.157688,0.057295,0.01568,0,0,G5
0.287377,0.721637,0.164019,0.228737,0.062628,0,0,0,G5
0.480632,0.638595,0.168939,0.226998,0.070166,0,0,0,G5
0.081234,0.928371,0.214432,0.081061,0.125445,0.072324,0,0,G6
0.42676,1.103648,0.163085,0.189091,0.171213,0.025972,0,0,G6
0.172185,0.961613,0.042299,0.186518,0.261732,0.03417,0.017917,0,G6
0.608557,0.988794,0.288203,0.19262,0.039975,0.0442,0,0,G6
0.46298,1.02717,0.212351,0.16616,0.155486,0.102699,0,0,G6
0.092397,0.936006,0.179971,0.080559,0.122016,0.059674,0,0,G6
0.192309,0.686904,0.170215,0.070614,0.143604,0.076033,0,0,G6
0.647684,0.855413,0.296986,0.228441,0.038686,0.046735,0,0,G6
0.65487,0.941777,0.279932,0.232439,0.060617,0.048185,0,0,G6
0.141944,0.963241,0.214494,0.083549,0.130937,0.059718,0.014468,0,G6
0.840307,0.687236,0.022212,0.267204,0,0,0,0,G7
0.516876,1.055557,0.026023,0.306776,0.010672,0,0,0,G7
0.521569,0.392595,0.056535,0.38709,0,0,0,0,G7
0.103685,0.898498,0.101582,0.217519,0.027824,0,0,0,G7
0.331051,1.059316,0.112886,0.252212,0,0,0,0,G7
0.845901,0.705152,0.02472,0.35796,0,0,0,0,G7
0.720649,0.637664,0.062865,0.352144,0.015975,0,0,0,G7
0.146131,0.786996,0.115459,0.1901,0,0,0,0,G7
0.524327,0.666335,0.017178,0.275062,0.018337,0,0,0,G7
0.922788,0.926507,0.036223,0.34633,0.012713,0,0,0,G7
0.238445,0.746876,0.102345,0.191614,0.148315,0.033165,0,0,G8
0.282635,0.66335,0.122048,0.202116,0.13664,0,0,0,G8
1.082419,1.009961,0.048245,0.339692,0.202438,0.013148,0,0,G8
