@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R4,6,7-11,328'

@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
-0.206555,31.819365,1.046291,1.146559,0,0,0,G8
0.644384,23.968681,1.145719,1.431978,0,0,1.224919,G8
0.731228,25.091311,1.240233,1.43595,0,0,1.267829,G8
1.015224,24.495312,1.229485,1.494426,0,0,1.494856,G8
0.221916,37.014832,1.162691,1.011037,0,0,0,G8
0.887352,26.107718,1.285278,1.387937,0,0,1.303373,G8
1.033524,24.757931,1.251602,1.478751,0,0,1.227762,G8
1.074907,10.972218,1.130477,1.335742,1.337351,1.310384,1.181247,G9
1.392195,6.586637,1.660332,1.59495,1.622065,1.533189,1.49777,G9
0.94556,10.187063,1.191545,1.377095,1.439318,1.355778,1.235071,G9
0.939469,10.263643,1.164319,1.368469,1.428492,1.38768,1.169015,G9
0.943199,10.127734,1.207754,1.42765,1.434598,1.35366,1.215007,G9
0.896367,15.87604,1.191086,1.254766,1.268647,1.245042,0,G9
0.667916,10.776596,1.100644,1.353446,1.34881,1.305818,1.168731,G9
0.58002,11.155943,1.151319,1.339425,1.343994,1.323795,1.223308,G9
1.052728,11.073741,1.164565,1.40802,1.408159,1.287655,1.219154,G9
0.936526,11.279895,1.146609,1.335061,1.330895,1.318071,1.176286,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.556589,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.598957,21.950901,0,1.24265,1.201938,0,0.862207,G0
0.553095,21.175959,0,1.200796,1.234027,0,0.85895,G0
0.616175,21.540407,0,1.174185,1.22888,0,0.892729,G0
0.612207,21.725775,0,1.192528,1.24191,0,0.871867,G0
0.463449,19.810598,0,1.190812,1.248969,0,0.814279,G0
0.705224,22.240541,0,1.199541,1.24791,0,0.880722,G0
0.483673,20.829376,0,1.212121,1.231711,0,0.82093,G0
0.628469,21.165833,0,1.229028,1.165187,0,0.869909,G0
0.528844,21.224251,0,1.234574,1.191104,0,0.844482,G0
0.721161,22.230488,0,1.186335,1.214395,0,0.897114,G0
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0.467396,1,0,0,0,0,1.000003,G3
0.461049,1,0,0,0,0,0.999997,G3
0.486204,1,0,0,0,0,1,G3
0.466035,1,0,0,0,0,1.000002,G3
0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,G3
0.270761,1,0,0,0,0,1.000001,G3
0.231942,1,0,0,0,0,1.000002,G3
0.384351,1,0,0,0,0,0.999994,G3
-0.009127,60.291145,1.132738,1.300698,0,0,0,G4
-0.182513,65.190086,1.189796,1.363944,0,0,0,G4
-0.239257,57.752979,1.239399,1.365749,0,0,0,G4
-0.890757,1,1.000005,0,0,0,0,G4
0.274832,19.895859,1.372583,1.650121,0,0,0,G4
-0.968462,1,1,0,0,0,0,G4
0.182582,64.328163,1.151952,1.426916,0,0,0,G4
-0.090671,64.884415,1.041693,1.330722,0,0,0,G4
-0.064743,67.481865,1.208348,1.375295,0,0,0,G4
0.172381,65.172585,1.134478,1.444546,0,0,0,G4
0.552577,26.83696,0,1.026048,1.035624,0,0,G5
0.234747,1,0,0.999994,0,0,0,G5
0.347492,1,0,1.000002,0,0,0,G5
0,0,0,0,0,0,0,G5
0.402656,31.140699,0,1.090127,1.003513,0,0,G5
0.407046,32.815556,0,1.115822,0.985227,0,0,G5
0.239673,28.256777,0,1.042479,1.028126,0,0,G5
0.312447,25.189964,0,1.015934,1.041754,0,0,G5
0,0,0,0,0,0,0,G5
0.415659,27.55373,0,1.02692,1.038733,0,0,G5
0.582497,18.980923,0,1.064651,1.104632,1.012888,0,G6
0.59541,19.703587,0,1.085523,1.107346,1.008321,0,G6
0.532532,18.328455,0,1.075459,1.080453,1.00948,0,G6
0.623132,17.970846,0,1.084311,1.097829,0.983892,0,G6
0.4485,18.655182,0,1.100736,1.108565,0.968007,0,G6
0.62582,16.783241,0,1.075617,1.098641,0.961276,0,G6
0.483239,12.948482,0,1.095581,1.006722,0.972298,0,G6
0.740884,20.249958,0,1.085219,1.098258,1.041239,0,G6
0.750233,20.156908,0,1.140257,1.162838,1.055852,0,G6
0.791949,18.80793,0,1.101779,1.164798,1.033622,0,G6
0.943968,67.945549,1.441407,0,0,0,1.435959,G7
1.077569,36.497276,1.512567,0,0,0,0.945885,G7
3.403178,124.514069,4.990539,0,0,0,4.886368,G7
1.058594,37.33736,1.529192,0,0,0,0.947719,G7
1.095505,70.948708,1.378714,0,0,0,1.468358,G7
1.006503,36.409126,1.491614,0,0,0,0.907181,G7
1.069142,66.473228,1.463503,0,0,0,1.604004,G7
0.981127,66.771965,1.384676,0,0,0,1.407997,G7
0.885921,65.038383,1.377965,0,0,0,1.434741,G7
0.849016,66.394348,1.40404,0,0,0,1.458801,G7
1.227301,20.396193,1.513531,1.713955,0,0,0.817845,G8
0.992309,25.542887,1.347121,1.627224,0,0,1.385166,G8
0.677979,27.315542,1.363561,1.561824,0,0,1.378832,G8
1.123231,24.433315,1.190617,1.580868,0,0,1.514345,G8
0.974945,26.35997,1.345059,1.558688,0,0,1.352466,G8
1.000095,24.703197,1.34382,1.60452,0,0,1.389918,G8
0.930347,26.63711,1.423092,1.545567,0,0,1.269851,G8
0.750694,25.718967,1.361962,1.55208,0,0,1.238892,G8
0.791638,25.982103,1.344062,1.543994,0,0,1.279367,G8
0.925355,25.234972,1.440779,1.543733,0,0,1.336294,G8
1.127704,15.185007,1.246743,1.452819,1.500554,1.225822,1.48086,G9
1.1819,15.276175,1.302738,1.510524,1.530773,1.266141,1.520128,G9
1.383087,15.187655,1.31206,1.510784,1.538225,1.282076,1.50265,G9
1.049647,19.015265,1.230415,1.420938,1.401083,1.363209,0,G9
1.346604,15.613431,1.355041,1.537422,1.556531,1.289242,1.513748,G9
1.247788,15.682833,1.245336,1.471763,1.512222,1.276404,1.530633,G9
1.202673,15.486366,1.293504,1.482531,1.562533,1.120492,1.54004,G9
0.883985,18.255842,1.217344,1.391759,1.441124,1.271749,0,G9
1.361782,9.37676,1.188197,1.440188,1.500533,1.454931,1.443262,G9
1.007664,18.710051,1.13986,1.347402,1.410245,1.318829,0,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.597382,23.849249,0,1.211881,1.24072,0,0.923508,G0
0.681706,24.9988,0,1.236499,1.242323,0,0.937168,G0
0.686494,24.508358,0,1.242307,1.264151,0,0.943157,G0
0.505489,54.984791,0,1.36152,1.035003,0,0,G0
0.809986,25.160847,0,1.214831,1.244301,0,1.009818,G0
0.848038,25.775015,0,1.229102,1.261844,0,0.998297,G0
0.606749,24.676746,0,1.227677,1.254226,0,0.942421,G0
0.564187,23.645828,0,1.229199,1.232997,0,0.922552,G0
-0.360713,1,0,0.999995,0,0,0,G0
0.68375,23.794411,0,1.215578,1.236248,0,0.9329,G0
-0.324908,1,0,1.000007,0,0,0,G2
-0.244712,1,0,1.000002,0,0,0,G2
-0.085464,1,0,0.999998,0,0,0,G2
-0.302308,1,0,1.000004,0,0,0,G2
0,0,0,0,0,0,0,G2
-0.20352,1,0,1.000002,0,0,0,G2
-0.217339,1,0,1.000004,0,0,0,G2
0,0,0,0,0,0,0,G2
0.074399,33.111378,0,1.461845,0,0,0,G2
-0.157849,1,0,0.999997,0,0,0,G2
0.330429,1,0,0,0,0,0.999991,G3
0.174462,1,0,0,0,0,1.000002,G3
0.285143,1,0,0,0,0,1.000004,G3
0.411038,1,0,0,0,0,0.999995,G3
0.234592,1,0,0,0,0,0.999996,G3
0.134083,1,0,0,0,0,1.000001,G3
0.04225,1,0,0,0,0,0.999997,G3
0.286535,1,0,0,0,0,0.999997,G3
0.382666,1,0,0,0,0,1,G3
0.296203,1,0,0,0,0,1.000009,G3
-0.965539,1,1.000001,0,0,0,0,G4
0.119147,20.527178,1.372331,1.668,0,0,0,G4
0.231276,20.604887,1.383623,1.664197,0,0,0,G4
-0.14338,61.082603,1.126141,1.363223,0,0,0,G4
-0.373114,57.431267,1.020673,1.343447,0,0,0,G4
-0.547359,54.200619,0.94005,1.333877,0,0,0,G4
-0.176782,54.161648,1.017405,1.317151,0,0,0,G4
0.001529,56.480007,1.06515,1.362235,0,0,0,G4
-0.272443,57.925606,1.080464,1.357243,0,0,0,G4
-0.230886,56.000134,1.062843,1.344985,0,0,0,G4
0.092056,26.642244,0,1.013643,1.050725,0,0,G5
0.274169,37.154068,0,1.032925,1.083044,0,0,G5
0.224598,34.104729,0,1.030936,1.066185,0,0,G5
-0.106119,1,0,1.000002,0,0,0,G5
0.08176,26.021835,0,1.009389,1.04801,0,0,G5
0.301604,24.800642,0,0.999942,1.049372,0,0,G5
0.170835,1,0,1,0,0,0,G5
0.11474,26.962458,0,1.013852,1.049536,0,0,G5
0.10985,26.692886,0,1.00959,1.051953,0,0,G5
0.018719,26.765795,0,1.011949,1.050462,0,0,G5
0.413602,20.256214,0,1.069799,1.140531,1.024656,0,G6
0.377758,17.047852,0,1.053839,1.111896,1.003719,0,G6
0.298367,16.729675,0,1.064541,1.119344,0.979428,0,G6
0.459313,17.787954,0,1.031419,1.130795,1.022165,0,G6
0.491706,17.265451,0,1.022672,1.12598,1.018385,0,G6
0.256337,16.213783,0,1.066802,1.089841,0.964393,0,G6
0.488008,20.062643,0,1.064239,1.118604,1.029358,0,G6
0.50416,22.757629,0,1.110473,1.14987,1.040125,0,G6
0.457934,21.377962,0,1.086356,1.142374,1.031407,0,G6
0.374892,20.55521,0,1.063441,1.134378,1.008969,0,G6
0.701891,65.847382,1.287261,0,0,0,1.554972,G7
-0.820075,1,1.000002,0,0,0,0,G7
-0.818262,1,0.999996,0,0,0,0,G7
0.768414,68.86422,1.326048,0,0,0,1.579405,G7
0.785725,71.958382,1.3565,0,0,0,1.601107,G7
1.105771,67.966751,1.267816,0,0,0,1.653403,G7
0.548605,65.299904,1.283911,0,0,0,1.53341,G7
0.248988,65.007561,1.238984,0,0,0,1.478871,G7
0.527894,65.652946,1.278292,0,0,0,1.534693,G7
0.619472,65.71978,1.289287,0,0,0,1.552414,G7
0.485468,19.692427,1.178685,1.736476,0,0,0.867912,G8
0.955128,26.485064,1.233031,1.643405,0,0,1.501615,G8
0.766878,26.629318,1.124914,1.58808,0,0,1.423372,G8
1.305254,20.762381,1.32966,1.814506,0,0,0.955745,G8
0.937405,25.938713,1.22103,1.65086,0,0,1.479502,G8
0.633478,26.409336,1.167591,1.616635,0,0,1.445318,G8
0.961441,27.467936,1.202169,1.619527,0,0,1.44999,G8
1.20847,26.583305,1.220998,1.654456,0,0,1.512553,G8
1.363419,18.89397,1.316147,1.766464,0,0,0.894245,G8
0.977304,25.939802,1.17992,1.608859,0,0,1.442896,G8
0.835729,9.527532,1.063504,1.348024,1.453747,1.335135,1.218678,G9
0.911842,9.668103,1.085752,1.351897,1.465063,1.350076,1.239822,G9
1.011594,9.613049,1.060902,1.340021,1.454921,1.351085,1.234772,G9
0.799858,9.570864,1.088503,1.355894,1.467672,1.346907,1.227257,G9
0.800566,9.555344,1.028739,1.343699,1.45118,1.346142,1.224102,G9
0.98364,9.51868,1.037378,1.340765,1.449316,1.364342,1.242078,G9
0.788263,9.576638,0.881227,1.329795,1.382041,1.271313,1.145699,G9
0.839511,9.988613,1.070383,1.343419,1.438622,1.339336,1.22052,G9
0.599558,9.809388,1.03408,1.348917,1.455608,1.333432,1.22539,G9
0.929799,9.195293,1.096098,1.359502,1.471292,1.360793,1.273123,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.445864,26.168962,0,1.303218,1.226671,0,0.942775,G0
0.479034,26.312696,0,1.285272,1.220221,0,0.948577,G0
0.726965,27.028696,0,1.303376,1.23341,0,0.964646,G0
0.67259,36.385403,0,1.231206,0.910355,0,0,G0
0.543432,26.946838,0,1.327047,1.234098,0,0.958288,G0
0.349437,26.449289,0,1.285273,1.221248,0,0.954208,G0
0.598121,26.165817,0,1.353405,1.255785,0,1.010981,G0
0.796306,26.78388,0,1.321475,1.255165,0,1.055646,G0
0.769418,26.587257,0,1.309733,1.247805,0,0.995379,G0
0.614263,26.258286,0,1.309379,1.236583,0,0.946313,G0
-0.012735,1,0,1.000006,0,0,0,G2
0.005355,1,0,0.999997,0,0,0,G2
0.202659,1,0,1,0,0,0,G2
-0.297177,1,0,0.999996,0,0,0,G2
-0.127664,1,0,0.999996,0,0,0,G2
-0.005915,1,0,0.999999,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
-0.106377,1,0,1.000003,0,0,0,G2
0.159143,1,0,0.999998,0,0,0,G2
0.382613,1,0,0,0,0,1.000001,G3
0.214919,1,0,0,0,0,1.000003,G3
0.182696,1,0,0,0,0,0.999997,G3
-0.280551,1,0,0,0,0,1.000003,G3
0.305531,1,0,0,0,0,1,G3
0.417575,1,0,0,0,0,1.000002,G3
0.412537,1,0,0,0,0,1.000002,G3
-0.067955,1,0,0,0,0,1.000003,G3
0.042513,1,0,0,0,0,0.999998,G3
0.380809,1,0,0,0,0,0.999995,G3
-0.909986,58.086987,1.403771,1.077859,0,0,0,G4
0.087269,57.091476,1.046382,1.425747,0,0,0,G4
-0.486802,56.859406,1.010197,1.387631,0,0,0,G4
-0.045499,57.191746,1.017092,1.426804,0,0,0,G4
0.10864,55.289829,1.010686,1.432176,0,0,0,G4
-0.06354,57.419991,1.064425,1.41397,0,0,0,G4
-0.314816,55.999855,0.965168,1.369175,0,0,0,G4
-0.289388,57.919682,1.03537,1.38954,0,0,0,G4
0.413275,55.645729,0.994258,1.408788,0,0,0,G4
-0.778183,58.284771,1.065706,1.385733,0,0,0,G4
0.168277,31.363859,0,1.057805,1.023961,0,0,G5
0.433333,31.544939,0,1.013185,1.055659,0,0,G5
-0.012718,30.578329,0,1.028368,1.043869,0,0,G5
0.181923,1,0,0.999996,0,0,0,G5
0.490639,30.718582,0,1.021789,1.042627,0,0,G5
0.315048,31.152681,0,1.039431,1.04055,0,0,G5
-0.059789,30.603867,0,1.027695,1.039031,0,0,G5
0,0,0,0,0,0,0,G5
0.287377,1,0,1.000004,0,0,0,G5
0.480632,1,0,1.000002,0,0,0,G5
0.081234,21.632675,0,1.071071,1.157179,0.980482,0,G6
0.42676,21.888054,0,1.066721,1.160053,0.992422,0,G6
0.172185,21.601242,0,1.074112,1.138883,0.998003,0,G6
0.608557,21.487022,0,1.071811,1.160296,1.012179,0,G6
0.46298,21.360723,0,1.096332,1.18411,1.001411,0,G6
0.092397,21.818707,0,1.088513,1.162346,0.97149,0,G6
0.192309,46.536037,0,1.17806,1.035573,0,0,G6
0.647684,22.232635,0,1.088253,1.164755,1.02189,0,G6
0.65487,22.062029,0,1.10577,1.195883,1.037228,0,G6
0.141944,21.714144,0,1.10952,1.172951,0.981334,0,G6
0.840307,72.915581,1.405632,0,0,0,1.586898,G7
0.516876,71.795464,1.343488,0,0,0,1.676114,G7
0.521569,1,0.999995,0,0,0,0,G7
0.103685,74.483971,1.375523,0,0,0,1.614831,G7
0.331051,72.88903,1.361859,0,0,0,1.652639,G7
0.845901,71.345612,1.358044,0,0,0,1.644154,G7
0.720649,72.90947,1.392347,0,0,0,1.654037,G7
0.146131,73.319832,1.365423,0,0,0,1.587286,G7
0.524327,71.310219,1.352644,0,0,0,1.577676,G7
0.922788,72.125488,1.395535,0,0,0,1.576573,G7
0.238445,31.338329,1.233086,1.517702,0,0,1.361919,G8
0.282635,29.624895,1.168471,1.539806,0,0,1.426647,G8
1.082419,20.945076,1.480942,1.823011,0,0,0.767173,G8
0.97525,27.066563,1.301037,1.643125,0,0,1.528457,G8
0.529585,20.89237,1.273307,1.716989,0,0,0.779932,G8
0.034141,30.838646,1.194585,1.50724,0,0,1.377956,G8
0.226677,33.216892,1.278336,1.462534,0,0,1.345177,G8
0.948481,19.724712,1.385692,1.829914,0,0,0.77344,G8
0.915602,26.856787,1.274838,1.63541,0,0,1.5327,G8
0.51753,28.943487,1.256732,1.600498,0,0,1.488192,G8
0.779635,9.225645,1.04522,1.413022,1.555251,1.41744,1.301486,G9
0.971793,8.554334,1.1132,1.44218,1.553687,1.467115,1.385741,G9
1.335971,7.527702,1.175203,1.475616,1.580913,1.52406,1.483663,G9
1.170982,9.265546,1.216934,1.526029,1.469726,1.446932,1.518048,G9
0.487906,13.013872,1.06558,1.376368,1.395556,1.301326,1.251492,G9
0.951539,7.865595,1.167193,1.429559,1.591377,1.515261,1.434195,G9
1.292913,7.158701,1.194579,1.476707,1.589409,1.548754,1.504313,G9
1.302239,8.319952,1.125199,1.416304,1.612269,1.455944,1.386305,G9
1.366719,9.097486,1.202069,1.537737,1.620034,1.296048,1.479903,G9
1.255683,7.326109,1.395627,1.546052,1.643775,1.50005,1.45338,G9
-0.659883,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
-0.536885,1,0,0,0,0,0,G1
0.607003,23.832621,0,1.19084,1.221115,0,0.9991,G0
0.621065,24.683174,0,1.197044,1.215434,0,1.011723,G0
0.710747,24.046339,0,1.209893,1.239591,0,1.015398,G0
0.714895,24.023407,0,1.207392,1.23818,0,1.021106,G0
0.627897,24.130436,0,1.196595,1.216493,0,0.996668,G0
0.637064,24.313951,0,1.198102,1.215108,0,0.989863,G0
0.565185,24.521149,0,1.190695,1.21742,0,0.99819,G0
0.76783,24.014828,0,1.215419,1.239138,0,1.037843,G0
0.718374,23.529587,0,1.196238,1.244584,0,1.028053,G0
0.639895,23.898355,0,1.214795,1.238471,0,1.011251,G0
-0.186933,1,0,1.000001,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
-0.209282,1,0,0.999997,0,0,0,G2
-0.284805,1,0,0.999997,0,0,0,G2
-0.217091,1,0,0.999999,0,0,0,G2
-0.27134,1,0,1.000001,0,0,0,G2
-0.238138,1,0,1.000007,0,0,0,G2
-0.139853,1,0,0.999998,0,0,0,G2
-0.073909,1,0,0.999996,0,0,0,G2
0.344561,8.506701,0,0,0,0,0.677421,G3
0.398717,7.927714,0,0,0,0,0.676001,G3
0.487774,10.126935,0,0,0,0,0.63883,G3
0.449431,1,0,0,0,0,1.000005,G3
0.213496,1,0,0,0,0,1.000011,G3
0.262937,1,0,0,0,0,0.999991,G3
0.214955,1,0,0,0,0,0.999996,G3
0.449552,1,0,0,0,0,0.999998,G3
1.710599,23.497416,0,0,0,0,1.873151,G3
0.708482,5.273829,0,0,0,0,0.513303,G3
-0.426197,59.469852,1.102458,1.321397,0,0,0,G4
-0.069536,61.977364,1.111164,1.427663,0,0,0,G4
0.022753,17.686871,1.353226,1.734763,0,0,0,G4
0.059144,16.85124,1.332774,1.728884,0,0,0,G4
-0.263844,59.102325,1.109319,1.380263,0,0,0,G4
-0.3073,58.927902,1.106926,1.337163,0,0,0,G4
-0.275646,55.643902,1.206625,1.483582,0,0,0,G4
0.023907,16.527731,1.319394,1.722002,0,0,0,G4
0.069277,16.144819,1.358606,1.761272,0,0,0,G4
-0.38037,58.243668,1.090415,1.347179,0,0,0,G4
0.288046,11.685607,0,1.398993,1.428231,0,0,G5
0.317447,12.096399,0,1.368965,1.440696,0,0,G5
0.074045,20.38121,0,0.985748,1.052272,0,0,G5
0.209435,13.059745,0,1.381444,1.420506,0,0,G5
-0.005151,18.398626,0,0.99319,1.039758,0,0,G5
-0.069441,20.161581,0,1.011551,1.023963,0,0,G5
-0.034059,20.579874,0,0.995072,1.042732,0,0,G5
0.042963,21.918484,0,1.011494,1.032752,0,0,G5
0.084807,21.838837,0,1.013098,1.030199,0,0,G5
0.041713,22.028656,0,1.014149,1.031285,0,0,G5
0.199688,16.657824,0,1.07362,1.116843,0.989378,0,G6
0.187067,17.518053,0,1.046032,1.119525,0.977637,0,G6
0.369454,18.369394,0,1.046189,1.107841,1.01633,0,G6
0.352403,17.416874,0,1.095198,1.144728,1.005334,0,G6
0.266749,17.6022,0,1.042029,1.117519,0.997253,0,G6
0.20345,17.486063,0,1.052884,1.09585,0.996856,0,G6
0.146607,17.368622,0,1.053466,1.107623,0.987629,0,G6
0.219407,16.699467,0,1.060614,1.130924,0.977485,0,G6
0.332046,16.363829,0,1.111569,1.153283,1.017258,0,G6
0.30911,16.45619,0,1.09891,1.126585,1.000797,0,G6
0.850724,70.715561,1.336326,0,0,0,1.517225,G7
1.075712,75.25396,1.480992,0,0,0,1.577947,G7
1.098629,74.476662,1.485256,0,0,0,1.56257,G7
1.016533,74.238731,1.443483,0,0,0,1.540926,G7
1.116785,38.641808,1.520005,0,0,0,0.951243,G7
1.353137,38.536831,1.660867,0,0,0,0.971611,G7
1.241883,38.583569,1.573264,0,0,0,0.966584,G7
1.089298,74.622139,1.441291,0,0,0,1.576434,G7
0.953686,73.155258,1.374609,0,0,0,1.533905,G7
0.885284,71.551888,1.346359,0,0,0,1.537203,G7
0.580094,26.781996,1.119401,1.506353,0,0,1.333788,G8
0.478482,28.80545,1.272457,1.511529,0,0,1.30644,G8
0.647255,28.613096,1.330734,1.525214,0,0,1.324132,G8
0.676838,27.207085,1.238372,1.540898,0,0,1.320113,G8
0.713781,27.657455,1.252033,1.536799,0,0,1.359814,G8
0.707518,27.518652,1.253103,1.530535,0,0,1.352227,G8
0.809132,27.286549,1.271468,1.551594,0,0,1.356553,G8
0.647453,28.26943,1.297893,1.53716,0,0,1.349271,G8
0.671939,22.030617,1.369603,1.661861,0,0,0.829099,G8
0.809869,19.272738,1.326226,1.798756,0,0,0.840919,G8
1.007206,8.117502,1.141037,1.426816,1.464755,1.40156,1.285651,G9
0.834694,10.38061,1.121219,1.335734,1.411441,1.359949,1.180722,G9
0.855786,10.620007,1.152194,1.352653,1.398616,1.336037,1.189417,G9
0.914123,10.668647,1.140257,1.334394,1.3984,1.35906,1.214767,G9
0.938263,10.380974,1.181397,1.366407,1.411318,1.356203,1.22109,G9
0.866689,10.107798,1.186563,1.388522,1.422032,1.354662,1.225709,G9
0.844801,10.786802,1.14078,1.349767,1.388204,1.341968,1.203915,G9
0.877421,10.873189,1.124799,1.341841,1.387015,1.340088,1.208225,G9
0.827236,10.106714,1.134763,1.372696,1.403017,1.359743,1.193802,G9
0.825258,8.679494,1.056555,1.403303,1.435419,1.369715,1.223765,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.697043,38.291283,0,1.263169,0.905441,0,0,G0
0.355125,18.480722,0,1.174808,1.154556,0,0.851191,G0
0.061216,19.38308,0,1.235251,1.207741,0,0.85527,G0
0.555953,20.122631,0,1.203603,1.147921,0,0.873536,G0
0.52277,16.8874,0,1.191399,1.172425,0,0.805135,G0
0.292447,17.594244,0,1.229783,1.208255,0,0.789636,G0
0.213229,17.135557,0,1.240689,1.205644,0,0.776974,G0
0.544974,24.73082,0,1.248703,1.221396,0,0.980485,G0
0.659414,24.597374,0,1.231143,1.206665,0,0.959572,G0
0.45662,23.893164,0,1.282822,1.216554,0,0.908363,G0
0,0,0,0,0,0,0,G2
-0.423096,1,0,0.999997,0,0,0,G2
0.81831,13.236033,0,1.124412,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
-0.144776,31.299549,0,0.98697,0,0,0,G2
0,0,0,0,0,0,0,G2
-0.572159,1,0,1,0,0,0,G2
-0.433531,1,0,0.999997,0,0,0,G2
-0.089519,1,0,1.000006,0,0,0,G2
0.258719,1,0,0,0,0,1.000001,G3
0.242,1,0,0,0,0,0.999998,G3
0.098345,1,0,0,0,0,0.999996,G3
0.004216,1,0,0,0,0,0.999995,G3
0.38494,1,0,0,0,0,1.000006,G3
0.549606,1,0,0,0,0,1.000002,G3
0.19082,1,0,0,0,0,1.000007,G3
-0.10305,1,0,0,0,0,1.000003,G3
0.435361,1,0,0,0,0,1.000001,G3
0.591228,1,0,0,0,0,1.000003,G3
-0.412135,65.318405,1.127723,1.438707,0,0,0,G4
0.03018,65.491806,1.20265,1.413028,0,0,0,G4
-0.259703,65.689003,1.176158,1.41139,0,0,0,G4
-0.219504,65.159004,1.131922,1.428605,0,0,0,G4
0.053486,65.979103,1.152086,1.411474,0,0,0,G4
-0.247856,66.501663,1.137274,1.432004,0,0,0,G4
-0.551376,64.783302,1.127271,1.418403,0,0,0,G4
-0.395145,64.950844,1.135166,1.421814,0,0,0,G4
0.214681,16.796658,1.402959,1.786024,0,0,0,G4
0.042194,18.161686,1.367277,1.779258,0,0,0,G4
0.041601,31.326227,0,1.037004,1.052154,0,0,G5
0.078482,31.055428,0,1.04892,1.039455,0,0,G5
0.294631,30.137165,0,1.046127,1.034091,0,0,G5
0.21038,13.325322,0,1.467118,1.407771,0,0,G5
0.427865,31.824545,0,1.04881,1.042575,0,0,G5
0.006204,31.048302,0,1.044513,1.046121,0,0,G5
-0.143872,31.270361,0,1.041604,1.051411,0,0,G5
0.101422,28.455935,0,1.010867,1.059051,0,0,G5
0.569412,29.550285,0,1.015758,1.053766,0,0,G5
0.213745,30.557974,0,1.02888,1.054142,0,0,G5
0.224582,16.533199,0,1.078599,1.087119,0.970918,0,G6
0.13325,16.692812,0,1.05309,1.13072,1.001226,0,G6
0.241294,16.806068,0,1.053491,1.088464,1.009859,0,G6
0.11027,18.324083,0,1.081533,1.074064,1.015262,0,G6
0.106367,18.348501,0,1.07571,1.120029,0.999058,0,G6
0.621728,20.432085,0,1.089879,1.113773,1.021398,0,G6
0.52339,20.292376,0,1.091211,1.083944,1.026483,0,G6
0.442841,19.460609,0,1.10358,1.046821,1.026198,0,G6
0.556809,10.994694,0,1.408338,1.424996,1.268972,0,G6
0.5139,18.556179,0,1.084698,1.084577,0.997604,0,G6
0.730335,35.495674,1.581852,0,0,0,1.082564,G7
-0.055232,35.866348,1.400468,0,0,0,1.028768,G7
-0.074309,75.422852,1.474611,0,0,0,1.566145,G7
