@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,6,194-199,328'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute fingersAreas numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
5,11111,9.851491,0.01837,0.092989,0.060341,0.067133,0.2132,0,G9
5,11111,10.246622,0.11672,0.086727,0.056634,0.055472,0.186371,0.008467,G9
5,11111,9.076012,0.078045,0.104296,0.061788,0.065277,0.202433,0,G9
5,11111,9.387828,0.027904,0.088173,0.067754,0.074295,0.209601,0,G9
5,11111,9.189385,0.026304,0.090727,0.057538,0.066643,0.209537,0,G9
5,11111,9.54729,0.088396,0.056756,0.079307,0.212229,0.018605,0,G9
0,0,0,0,0,0,0,0,0,G1
0,0,0,0.027044,0,0,0,0,0,G1
0,0,0,0.125797,0,0,0,0,0,G1
0,0,0,0.013007,0,0,0,0,0,G1
0,0,0,0.01515,0.009792,0.019429,0.007715,0,0,G1
0,0,0,0.094387,0,0,0,0,0,G1
0,0,0,0.019609,0.032648,0.034393,0,0,0,G1
0,0,0,0.012297,0.032241,0.011854,0.010471,0,0,G1
0,0,0,0.010146,0.014416,0,0,0,0,G1
0,0,0,0.007194,0,0,0,0,0,G1
3,1101,20.882399,0.136351,0.062814,0.043104,0.056462,0,0,G0
3,1101,20.860098,0.031426,0.178598,0.069926,0.024723,0,0,G0
3,1101,20.991903,0.128981,0.09435,0.061463,0.091053,0,0,G0
3,1101,21.261385,0.219082,0.030869,0.037739,0,0,0,G0
3,1101,21.232153,0.041381,0.224897,0.085216,0.016619,0.012913,0,G0
2,1101,19.8237,0.111625,0.070762,0.062042,0.067281,0,0,G0
3,1101,20.460182,0.053486,0.113349,0.083748,0.075548,0.018248,0,G0
3,1101,21.052015,0.255343,0.13893,0.026482,0.025138,0.037233,0,G0
3,1101,21.471386,0.031585,0.190256,0.049772,0,0,0,G0
3,1101,20.57741,0.190678,0.052354,0.029152,0,0,0,G0
1,1000,1,0.094148,0.035645,0.014065,0,0,0,G2
0,1000,0,0.099466,0.013204,0.023124,0,0,0,G2
1,1000,1,0.051495,0.084088,0.082984,0.018533,0,0,G2
1,1000,1,0.013038,0.107693,0.05502,0.014599,0,0,G2
1,1000,1,0.138008,0,0,0,0,0,G2
1,1000,1,0.100592,0.040567,0,0,0,0,G2
1,1000,1,0.08427,0.025225,0,0,0,0,G2
1,1000,1,0.010621,0.010672,0.066225,0.044338,0.144874,0,G2
1,1000,1,0.130671,0.012724,0,0,0,0,G2
1,1000,1,0.113012,0.01452,0.017206,0,0,0,G2
0,1,0,0.112522,0.092622,0.011309,0.040463,0,0,G3
2,1,37.467548,0.064325,0.128489,0.014495,0,0,0,G3
0,1,0,0.053513,0.114008,0.012759,0,0,0,G3
0,1,0,0.066603,0.138649,0.037047,0,0,0,G3
1,1,1,0.072309,0.138553,0.010712,0,0,0,G3
0,1,0,0.008547,0.013272,0.094677,0.057621,0,0,G3
1,1,1,0.032278,0.116287,0.009514,0,0,0,G3
1,1,1,0.024218,0.121667,0.007981,0.012389,0,0,G3
1,1,1,0.077051,0.048097,0.056013,0,0,0,G3
0,1,0,0.190004,0.049045,0.045376,0,0,0,G3
1,11000,1,0.102657,0.178514,0.018068,0,0,0,G4
2,11000,43.335747,0.144293,0.161995,0,0,0,0,G4
2,11000,32.805344,0.151453,0.119201,0.053986,0.012018,0,0,G4
2,11000,44.423435,0.11902,0.033707,0.049213,0.058078,0.020555,0,G4
2,11000,39.716812,0.161138,0.108612,0.058514,0.010783,0,0,G4
2,11000,47.848164,0.154902,0.188724,0.012651,0,0,0,G4
2,11000,55.99432,0.172239,0.214181,0.014331,0,0,0,G4
2,11000,47.99987,0.183176,0.163221,0,0,0,0,G4
2,11000,45.919861,0.182854,0.060253,0.143885,0.032528,0.022033,0,G4
1,11000,1,0.057997,0.012679,0.067427,0.054251,0.022727,0,G4
2,1100,21.402111,0.027751,0.062058,0.030732,0.017002,0,0,G5
2,1100,23.92918,0.117187,0.112384,0.020471,0.026454,0,0,G5
2,1100,16.443775,0.122125,0.098752,0.034945,0,0,0,G5
0,1100,0,0.104912,0.07854,0.028916,0,0,0,G5
2,1100,22.162588,0.094057,0.073159,0.024674,0.01992,0.013522,0,G5
2,1100,22.216434,0.099841,0.095066,0.018675,0.017168,0,0,G5
2,1100,21.863609,0.100224,0.083173,0.011556,0.015281,0,0,G5
3,1100,15.804931,0.054493,0.04101,0.028741,0.030832,0,0,G5
0,1100,0,0.040868,0.017488,0.029006,0.019093,0.019922,0.027524,G5
0,1100,0,0.109202,0.110068,0.015879,0.02395,0,0,G5
2,1110,17.562973,0.285507,0.24379,0,0,0,0,G6
3,1110,13.202558,0.02965,0.046506,0.029725,0.013842,0,0,G6
1,1110,1,0.079037,0.053266,0.034544,0.025225,0,0,G6
3,1110,13.649017,0.044441,0.049047,0.033499,0,0,0,G6
3,1110,13.525636,0.040386,0.094446,0.035459,0.013912,0.013173,0.01471,G6
2,1110,22.681602,0.028733,0.058806,0.027273,0,0,0,G6
3,1110,13.019904,0.025884,0.04791,0.01649,0.058024,0,0,G6
1,1110,1,0.029315,0.02152,0.022043,0,0,0,G6
1,1110,1,0.048407,0.037381,0.0307,0.03857,0,0,G6
3,1110,13.217293,0.012353,0.022959,0.022413,0.046511,0.014131,0.021528,G6
2,10001,37.84771,0.077569,0.058698,0.028314,0.051524,0,0,G7
2,10001,72.603188,0.087576,0,0,0,0,0,G7
0,10001,0,0.045947,0.031911,0.169051,0,0,0,G7
1,10001,1,0.021192,0.053166,0.021521,0.010719,0,0,G7
2,10001,70.606186,0.158146,0.020651,0.067882,0,0,0,G7
2,10001,70.109825,0.131611,0.023236,0.081782,0,0,0,G7
0,10001,0,0.08015,0.075455,0.041498,0,0,0,G7
2,10001,70.54409,0.052957,0.23154,0.046168,0,0,0,G7
2,10001,70.084503,0.105861,0.049744,0.04009,0.062553,0,0,G7
2,10001,70.591492,0.081347,0.045504,0.023378,0.058166,0,0,G7
3,11001,26.484047,0.222161,0.141821,0.021714,0,0,0,G8
3,11001,23.794563,0.165012,0,0,0,0,0,G8
2,11001,38.128246,0.134545,0.136397,0.015432,0,0,0,G8
2,11001,31.819365,0.169541,0.144611,0,0,0,0,G8
3,11001,23.968681,0.017317,0.173139,0.138651,0,0,0,G8
3,11001,25.091311,0.01102,0.22605,0.154705,0,0,0,G8
3,11001,24.495312,0.017157,0.235742,0.170546,0,0,0,G8
2,11001,37.014832,0.175657,0.154451,0,0,0,0,G8
3,11001,26.107718,0.179786,0.132056,0.017482,0.025373,0,0,G8
3,11001,24.757931,0.272516,0.16155,0.017605,0,0,0,G8
5,11111,10.972218,0.11756,0.06276,0.056517,0.168186,0.014849,0,G9
5,11111,6.586637,0.074531,0.046179,0.06624,0.167531,0.013088,0.039542,G9
5,11111,10.187063,0.029451,0.085024,0.039712,0.070155,0.169302,0.011281,G9
5,11111,10.263643,0.030574,0.089074,0.037401,0.057434,0.140262,0.010266,G9
5,11111,10.127734,0.167284,0.078234,0.227838,0.018591,0,0,G9
4,11111,15.87604,0.041132,0.023717,0.012495,0.133241,0.0207,0.012991,G9
5,11111,10.776596,0.013355,0.034694,0.018209,0.056481,0.202196,0.010361,G9
5,11111,11.155943,0.028552,0.050313,0.026665,0.053848,0.153546,0,G9
5,11111,11.073741,0.088584,0.013867,0.127188,0.026184,0.042168,0,G9
5,11111,11.279895,0.099628,0.052271,0.056264,0.178441,0.042987,0,G9
0,0,0,0,0,0,0,0,0,G1
0,0,0,0.014685,0.011329,0.017907,0,0,0,G1
0,0,0,0.017319,0,0,0,0,0,G1
0,0,0,0.006079,0.008616,0.006072,0,0,0,G1
0,0,0,0.031622,0.009928,0.017308,0.007722,0,0,G1
1,0,1,0.012164,0.021767,0,0,0,0,G1
0,0,0,0.01546,0.009839,0.01751,0.015318,0,0,G1
0,0,0,0.007603,0.013269,0.010131,0,0,0,G1
0,0,0,0.00704,0.012547,0,0,0,0,G1
0,0,0,0.00915,0.00731,0.01077,0,0,0,G1
3,1101,21.950901,0.160838,0.143015,0.07774,0.023406,0,0,G0
3,1101,21.175959,0.113109,0.154799,0.048294,0,0,0,G0
3,1101,21.540407,0.134225,0.13461,0.042284,0,0,0,G0
3,1101,21.725775,0.134561,0.124024,0.051909,0,0,0,G0
3,1101,19.810598,0.122645,0.145882,0.068131,0.035295,0,0,G0
3,1101,22.240541,0.178185,0.139907,0.039995,0,0,0,G0
3,1101,20.829376,0.109758,0.143902,0.081285,0.041644,0,0,G0
3,1101,21.165833,0.139599,0.142845,0.050613,0,0,0,G0
3,1101,21.224251,0.15125,0.134872,0.080949,0.034807,0,0,G0
3,1101,22.230488,0.013565,0.198247,0.145854,0.026641,0,0,G0
0,1000,0,0.229872,0.026971,0,0,0,0,G2
0,1000,0,0.144551,0.061462,0,0,0,0,G2
0,1000,0,0.221202,0.403517,0,0,0,0,G2
0,1000,0,0.17733,0.056141,0,0,0,0,G2
0,1000,0,0.1522,0.041639,0,0,0,0,G2
0,1000,0,0.131601,0.076017,0,0,0,0,G2
0,1000,0,0.213502,0.050159,0,0,0,0,G2
0,1000,0,0.162332,0.062349,0,0,0,0,G2
0,1000,0,0.258438,0.057405,0,0,0,0,G2
0,1000,0,0.132764,0.101529,0,0,0,0,G2
1,1,1,0.031585,0.015863,0.180873,0.044005,0,0,G3
1,1,1,0.040515,0.183271,0.011923,0.032245,0,0,G3
1,1,1,0.01887,0.153738,0.021509,0.012874,0,0,G3
1,1,1,0.027473,0.010755,0.161228,0.008339,0.035852,0,G3
0,1,0,0.011004,0.131257,0.026627,0.014616,0,0,G3
0,1,0,0.009026,0.010394,0.175483,0.035048,0,0,G3
0,1,0,0.156984,0.029544,0,0,0,0,G3
1,1,1,0.137586,0.014173,0.018793,0,0,0,G3
1,1,1,0.008357,0.183949,0.02782,0,0,0,G3
1,1,1,0.054227,0.153843,0.021646,0,0,0,G3
2,11000,60.291145,0.208507,0.441764,0,0,0,0,G4
2,11000,65.190086,0.22717,0.467176,0,0,0,0,G4
2,11000,57.752979,0.21268,0.425981,0.014644,0.017717,0,0,G4
1,11000,1,0.240677,0.439796,0,0,0,0,G4
3,11000,19.895859,0.183864,0.414006,0.015111,0,0,0,G4
1,11000,1,0.01305,0.183227,0.420624,0.015969,0,0,G4
2,11000,64.328163,0.215279,0.402596,0.019952,0,0,0,G4
2,11000,64.884415,0.210641,0.489493,0,0,0,0,G4
2,11000,67.481865,0.294172,0.474295,0,0,0,0,G4
2,11000,65.172585,0.22612,0.406902,0.023859,0,0,0,G4
2,1100,26.83696,0.098803,0.137681,0.059631,0,0,0,G5
1,1100,1,0.013035,0.109949,0.198056,0.049492,0,0,G5
1,1100,1,0.09713,0.193947,0.046311,0,0,0,G5
0,1100,0,0.093008,0.211486,0.065057,0,0,0,G5
2,1100,31.140699,0.085675,0.177976,0.047932,0.017391,0,0,G5
2,1100,32.815556,0.101045,0.15187,0.055613,0,0,0,G5
2,1100,28.256777,0.082481,0.155916,0.073967,0.013582,0,0,G5
2,1100,25.189964,0.016438,0.057066,0.147257,0.082327,0,0,G5
0,1100,0,0.119244,0.174062,0.066785,0.014764,0,0,G5
2,1100,27.55373,0.103023,0.190284,0.067666,0,0,0,G5
3,1110,18.980923,0.024089,0.081155,0.128537,0.047583,0,0,G6
3,1110,19.703587,0.033337,0.08921,0.110659,0.04385,0,0,G6
3,1110,18.328455,0.068291,0.133353,0.031433,0.050189,0,0,G6
3,1110,17.970846,0.033046,0.081861,0.125059,0.017751,0,0,G6
3,1110,18.655182,0.04286,0.068441,0.12168,0.023088,0.014197,0,G6
3,1110,16.783241,0.031789,0.112256,0.117082,0.016007,0.017098,0,G6
3,1110,12.948482,0.07513,0.065625,0.136752,0.065151,0,0,G6
3,1110,20.249958,0.037177,0.13662,0.099675,0.014752,0,0,G6
3,1110,20.156908,0.079661,0.148357,0.138765,0.04558,0,0,G6
3,1110,18.80793,0.029401,0.107099,0.109842,0.024921,0,0,G6
2,10001,67.945549,0.013094,0.258813,0,0,0,0,G7
3,10001,36.497276,0.276278,0.013021,0,0,0,0,G7
3,10001,124.514069,0.276337,0.013786,0,0,0,0,G7
3,10001,37.33736,0.245995,0,0,0,0,0,G7
2,10001,70.948708,0.010692,0.260421,0.016227,0,0,0,G7
3,10001,36.409126,0.011452,0.235306,0,0,0,0,G7
2,10001,66.473228,0.240021,0.013823,0.008803,0,0,0,G7
2,10001,66.771965,0.013293,0.258684,0,0,0,0,G7
2,10001,65.038383,0.240275,0.008148,0,0,0,0,G7
2,10001,66.394348,0.249499,0.009718,0,0,0,0,G7
4,11001,20.396193,0.202368,0.163126,0.010903,0.014196,0,0,G8
3,11001,25.542887,0.018153,0.258437,0.189407,0.012594,0,0,G8
3,11001,27.315542,0.19551,0.137525,0.00833,0,0,0,G8
3,11001,24.433315,0.009952,0.202194,0.172699,0.008811,0,0,G8
3,11001,26.35997,0.203699,0.178581,0.010374,0,0,0,G8
3,11001,24.703197,0.172461,0.180409,0,0,0,0,G8
3,11001,26.63711,0.161304,0.184781,0.012926,0,0,0,G8
3,11001,25.718967,0.162495,0.163006,0.009333,0,0,0,G8
3,11001,25.982103,0.175679,0.178241,0.014271,0,0,0,G8
3,11001,25.234972,0.102429,0.129435,0.010032,0,0,0,G8
5,11111,15.185007,0.034962,0.146766,0.132273,0.227707,0,0,G9
5,11111,15.276175,0.050796,0.146996,0.143411,0.225375,0.014513,0.01098,G9
5,11111,15.187655,0.048962,0.136651,0.133179,0.219586,0.013841,0,G9
4,11111,19.015265,0.037373,0.147712,0.131658,0.216957,0.010832,0,G9
5,11111,15.613431,0.069743,0.150869,0.149215,0.24443,0.0128,0,G9
5,11111,15.682833,0.046753,0.128857,0.126878,0.242057,0.01271,0,G9
5,11111,15.486366,0.050191,0.143991,0.152309,0.249722,0.011335,0,G9
4,11111,18.255842,0.038221,0.12683,0.137759,0.202228,0.015213,0,G9
5,11111,9.37676,0.021628,0.058043,0.093265,0.191235,0.010247,0.010172,G9
4,11111,18.710051,0.029124,0.121578,0.119524,0.225274,0.009847,0,G9
0,0,0,0.009174,0.03151,0.008104,0,0,0,G1
0,0,0,0.015896,0,0,0,0,0,G1
0,0,0,0.015914,0.007877,0.006809,0,0,0,G1
0,0,0,0.014292,0,0,0,0,0,G1
0,0,0,0.014128,0.007474,0.007914,0,0,0,G1
0,0,0,0.009001,0.013907,0.009523,0,0,0,G1
0,0,0,0.011232,0.009956,0.040261,0,0,0,G1
0,0,0,0.021949,0.007684,0.011224,0,0,0,G1
0,0,0,0.036543,0,0,0,0,0,G1
0,0,0,0.008398,0,0,0,0,0,G1
3,1101,23.849249,0.3229,0.151323,0.050418,0.026145,0.026539,0,G0
3,1101,24.9988,0.120485,0.225142,0.084353,0,0,0,G0
3,1101,24.508358,0.132551,0.236547,0.044396,0,0,0,G0
2,1101,54.984791,0.029272,0.329722,0.13543,0.083921,0.024759,0,G0
3,1101,25.160847,0.39895,0.188043,0.047352,0.010496,0.01518,0,G0
3,1101,25.775015,0.162364,0.21552,0.057853,0,0,0,G0
3,1101,24.676746,0.111769,0.195403,0.093288,0,0,0,G0
3,1101,23.645828,0.026376,0.273115,0.116081,0.067263,0.015174,0,G0
1,1101,1,0.371653,0.176711,0.050284,0.019455,0.023137,0,G0
3,1101,23.794411,0.027683,0.27445,0.124702,0.031859,0,0,G0
1,1000,1,0.092828,0.108148,0.019975,0,0,0,G2
1,1000,1,0.11814,0.100094,0.020869,0.014534,0,0,G2
1,1000,1,0.139616,0.055472,0.03348,0,0,0,G2
1,1000,1,0.179843,0.078515,0.014661,0,0,0,G2
0,1000,0,0.105018,0.064468,0.013451,0,0,0,G2
1,1000,1,0.106407,0.059164,0.013623,0,0,0,G2
1,1000,1,0.084825,0.12706,0,0,0,0,G2
0,1000,0,0.015312,0.112113,0.075282,0,0,0,G2
2,1000,33.111378,0.015727,0.152852,0.050806,0,0,0,G2
1,1000,1,0.149972,0.065532,0.018749,0.040769,0,0,G2
1,1,1,0.111528,0.124538,0.009998,0.014141,0,0,G3
1,1,1,0.042152,0.086763,0,0,0,0,G3
1,1,1,0.014981,0.103981,0.014857,0,0,0,G3
1,1,1,0.02868,0.109289,0.021872,0,0,0,G3
1,1,1,0.107183,0.112944,0.012322,0,0,0,G3
1,1,1,0.093644,0.126677,0,0,0,0,G3
1,1,1,0.152477,0.114727,0.010679,0.018667,0,0,G3
1,1,1,0.133792,0.013104,0.018009,0.06436,0,0,G3
1,1,1,0.024146,0.147572,0,0,0,0,G3
1,1,1,0.060738,0.13369,0.009963,0.011708,0,0,G3
1,11000,1,0.119185,0.313992,0,0,0,0,G4
3,11000,20.527178,0.114681,0.326883,0.012501,0.020483,0,0,G4
3,11000,20.604887,0.015864,0.132537,0.335766,0.010687,0,0,G4
2,11000,61.082603,0.09779,0.330036,0,0,0,0,G4
2,11000,57.431267,0.083814,0.299355,0,0,0,0,G4
2,11000,54.200619,0.074495,0.287972,0,0,0,0,G4
2,11000,54.161648,0.010965,0.103982,0.316054,0.011266,0,0,G4
2,11000,56.480007,0.13734,0.320783,0.014874,0,0,0,G4
2,11000,57.925606,0.125552,0.35243,0,0,0,0,G4
2,11000,56.000134,0.019276,0.119004,0.324657,0.012442,0,0,G4
2,1100,26.642244,0.158723,0.172399,0.092922,0.016033,0.019506,0,G5
2,1100,37.154068,0.157404,0.23791,0.083207,0.024168,0,0,G5
2,1100,34.104729,0.127825,0.225154,0.076499,0.020051,0,0,G5
1,1100,1,0.122847,0.136383,0.088688,0.029566,0,0,G5
2,1100,26.021835,0.119933,0.152751,0.102345,0,0,0,G5
2,1100,24.800642,0.136456,0.187054,0.047733,0.014279,0.011239,0,G5
1,1100,1,0.138982,0.183376,0.068399,0.014283,0.028099,0,G5
2,1100,26.962458,0.238001,0.167612,0.077749,0,0,0,G5
2,1100,26.692886,0.16686,0.181136,0.081185,0.028702,0,0,G5
2,1100,26.765795,0.015751,0.563731,0.018464,0.012662,0.018216,0,G5
3,1110,20.256214,0.033826,0.129194,0.170006,0.065157,0,0,G6
3,1110,17.047852,0.015,0.03223,0.01803,0.136017,0.034659,0,G6
3,1110,16.729675,0.024995,0.027559,0.148342,0.057719,0,0,G6
3,1110,17.787954,0.032191,0.090413,0.115902,0.028133,0.028125,0,G6
3,1110,17.265451,0.03313,0.079115,0.125766,0.038269,0,0,G6
3,1110,16.213783,0.025501,0.034019,0.101144,0.056371,0.031551,0,G6
3,1110,20.062643,0.013622,0.040736,0.133499,0.142899,0.036252,0,G6
3,1110,22.757629,0.045837,0.125417,0.204178,0.057283,0,0,G6
3,1110,21.377962,0.049106,0.16995,0.125454,0.060602,0,0,G6
3,1110,20.55521,0.023899,0.12609,0.15256,0.067728,0,0,G6
2,10001,65.847382,0.364561,0,0,0,0,0,G7
1,10001,1,0.309879,0.009499,0,0,0,0,G7
1,10001,1,0.358246,0,0,0,0,0,G7
2,10001,68.86422,0.385108,0,0,0,0,0,G7
2,10001,71.958382,0.366598,0,0,0,0,0,G7
2,10001,67.966751,0.022577,0.363042,0,0,0,0,G7
2,10001,65.299904,0.3242,0,0,0,0,0,G7
2,10001,65.007561,0.068914,0.324902,0,0,0,0,G7
2,10001,65.652946,0.012467,0.353028,0.010649,0,0,0,G7
2,10001,65.71978,0.341054,0.009387,0,0,0,0,G7
4,11001,19.692427,0.017861,0.279351,0.190529,0,0,0,G8
3,11001,26.485064,0.03297,0.370194,0.231746,0,0,0,G8
3,11001,26.629318,0.023666,0.374387,0.212148,0.010494,0,0,G8
4,11001,20.762381,0.40092,0.226634,0.01232,0.032763,0,0,G8
3,11001,25.938713,0.038537,0.376549,0.216084,0.01599,0,0,G8
3,11001,26.409336,0.030205,0.012034,0.336737,0.199474,0,0,G8
3,11001,27.467936,0.483785,0.268521,0.014529,0.031905,0,0,G8
3,11001,26.583305,0.523681,0.305029,0.021599,0.024757,0,0,G8
4,11001,18.89397,0.501704,0.282904,0.043095,0,0,0,G8
3,11001,25.939802,0.03478,0.37181,0.21124,0.011933,0,0,G8
5,11111,9.527532,0.019654,0.107871,0.03971,0.052627,0.192632,0.009273,G9
5,11111,9.668103,0.027605,0.11482,0.049578,0.067621,0.222463,0,G9
5,11111,9.613049,0.021069,0.121128,0.045886,0.073718,0.216119,0,G9
5,11111,9.570864,0.021618,0.120869,0.040128,0.065613,0.208413,0,G9
5,11111,9.555344,0.02843,0.099625,0.032208,0.058031,0.190472,0,G9
5,11111,9.51868,0.01897,0.11048,0.044992,0.06597,0.217642,0,G9
5,11111,9.576638,0.017514,0.080148,0.045449,0.025271,0.161658,0,G9
5,11111,9.988613,0.024484,0.122845,0.062528,0.064636,0.199202,0,G9
5,11111,9.809388,0.021105,0.114685,0.039307,0.068787,0.191199,0,G9
5,11111,9.195293,0.013229,0.117536,0.058627,0.063981,0.205842,0,G9
0,0,0,0.006434,0.03306,0.01014,0,0,0,G1
0,0,0,0.017905,0.020957,0.042117,0,0,0,G1
0,0,0,0.009682,0.019721,0.022148,0,0,0,G1
0,0,0,0.012041,0.038868,0.006644,0.024254,0,0,G1
0,0,0,0.019074,0.018087,0.017479,0.093261,0,0,G1
0,0,0,0.018977,0.040587,0.010226,0,0,0,G1
0,0,0,0.006831,0.015241,0.006329,0.00628,0,0,G1
0,0,0,0.072555,0.043551,0,0,0,0,G1
0,0,0,0.041943,0.016844,0.011392,0.00838,0,0,G1
0,0,0,0.032021,0.012032,0.013567,0.01328,0,0,G1
3,1101,26.168962,0.161865,0.122732,0.075245,0.063647,0.015337,0,G0
3,1101,26.312696,0.198893,0.096631,0.044613,0.035804,0.021771,0,G0
3,1101,27.028696,0.263855,0.131488,0.080182,0.183577,0,0,G0
2,1101,36.385403,0.362821,0.202259,0.05721,0.065538,0,0,G0
3,1101,26.946838,0.331044,0.199126,0.077836,0.012492,0.057291,0,G0
3,1101,26.449289,0.055386,0.247751,0.12458,0.132494,0.011445,0,G0
3,1101,26.165817,0.126952,0.135435,0.08897,0.055633,0,0,G0
3,1101,26.78388,0.350398,0.230994,0.0903,0.012157,0.030761,0,G0
3,1101,26.587257,0.392346,0.220426,0.071737,0.021317,0,0,G0
3,1101,26.258286,0.34794,0.213838,0.119861,0.013771,0.035573,0,G0
1,1000,1,0.041611,0.099197,0.025452,0.032569,0,0,G2
1,1000,1,0.191396,0.06632,0.039555,0,0,0,G2
1,1000,1,0.200556,0.035052,0.048308,0,0,0,G2
1,1000,1,0.191068,0.095693,0,0,0,0,G2
1,1000,1,0.172595,0.028832,0.046066,0,0,0,G2
1,1000,1,0.064013,0.07198,0.052619,0,0,0,G2
0,1000,0,0.042038,0.161115,0.051038,0,0,0,G2
0,1000,0,0.043665,0.117527,0.073055,0.016104,0,0,G2
1,1000,1,0.200838,0.022322,0,0,0,0,G2
1,1000,1,0.253184,0.022139,0,0,0,0,G2
1,1,1,0.073133,0.028589,0.027397,0.133925,0,0,G3
1,1,1,0.20085,0.087453,0.016467,0.039285,0,0,G3
1,1,1,0.09859,0.174929,0.012966,0.015349,0.016337,0,G3
1,1,1,0.096157,0.111793,0.018293,0,0,0,G3
1,1,1,0.082113,0.195007,0.01826,0.017857,0.009884,0,G3
1,1,1,0.187331,0.016032,0.029455,0.059591,0,0,G3
1,1,1,0.076835,0.013886,0.012444,0.183881,0,0,G3
1,1,1,0.180672,0.086565,0.013423,0,0,0,G3
1,1,1,0.136115,0.115555,0.015713,0,0,0,G3
1,1,1,0.078793,0.205501,0.021901,0.015442,0,0,G3
2,11000,58.086987,0.021275,0.12483,0.195426,0.063881,0.024008,0,G4
2,11000,57.091476,0.266307,0.265215,0.038289,0,0,0,G4
2,11000,56.859406,0.192603,0.266882,0.025635,0.016409,0,0,G4
2,11000,57.191746,0.206758,0.290949,0.019462,0,0,0,G4
2,11000,55.289829,0.136338,0.255844,0.012667,0,0,0,G4
2,11000,57.419991,0.213199,0.308954,0.028107,0,0,0,G4
2,11000,55.999855,0.210052,0.27431,0.037031,0,0,0,G4
2,11000,57.919682,0.622647,0.015926,0,0,0,0,G4
2,11000,55.645729,0.206582,0.214006,0.045111,0.014379,0,0,G4
2,11000,58.284771,0.131386,0.206998,0.045061,0.032424,0,0,G4
2,1100,31.363859,0.201266,0.132807,0.049866,0.019637,0,0,G5
2,1100,31.544939,0.150919,0.1982,0.040278,0.020515,0,0,G5
2,1100,30.578329,0.105979,0.224409,0.096437,0,0,0,G5
1,1100,1,0.233925,0.144581,0.025622,0.02749,0,0,G5
2,1100,30.718582,0.276687,0.199558,0.035195,0,0,0,G5
2,1100,31.152681,0.269122,0.140514,0.039904,0,0,0,G5
2,1100,30.603867,0.241255,0.135424,0.058818,0,0,0,G5
0,1100,0,0.24277,0.157688,0.057295,0.01568,0,0,G5
1,1100,1,0.164019,0.228737,0.062628,0,0,0,G5
1,1100,1,0.168939,0.226998,0.070166,0,0,0,G5
3,1110,21.632675,0.214432,0.081061,0.125445,0.072324,0,0,G6
3,1110,21.888054,0.163085,0.189091,0.171213,0.025972,0,0,G6
3,1110,21.601242,0.042299,0.186518,0.261732,0.03417,0.017917,0,G6
3,1110,21.487022,0.288203,0.19262,0.039975,0.0442,0,0,G6
3,1110,21.360723,0.212351,0.16616,0.155486,0.102699,0,0,G6
3,1110,21.818707,0.179971,0.080559,0.122016,0.059674,0,0,G6
2,1110,46.536037,0.170215,0.070614,0.143604,0.076033,0,0,G6
3,1110,22.232635,0.296986,0.228441,0.038686,0.046735,0,0,G6
3,1110,22.062029,0.279932,0.232439,0.060617,0.048185,0,0,G6
3,1110,21.714144,0.214494,0.083549,0.130937,0.059718,0.014468,0,G6
2,10001,72.915581,0.022212,0.267204,0,0,0,0,G7
2,10001,71.795464,0.026023,0.306776,0.010672,0,0,0,G7
1,10001,1,0.056535,0.38709,0,0,0,0,G7
2,10001,74.483971,0.101582,0.217519,0.027824,0,0,0,G7
2,10001,72.88903,0.112886,0.252212,0,0,0,0,G7
2,10001,71.345612,0.02472,0.35796,0,0,0,0,G7
2,10001,72.90947,0.062865,0.352144,0.015975,0,0,0,G7
2,10001,73.319832,0.115459,0.1901,0,0,0,0,G7
2,10001,71.310219,0.017178,0.275062,0.018337,0,0,0,G7
2,10001,72.125488,0.036223,0.34633,0.012713,0,0,0,G7
3,11001,31.338329,0.102345,0.191614,0.148315,0.033165,0,0,G8
3,11001,29.624895,0.122048,0.202116,0.13664,0,0,0,G8
4,11001,20.945076,0.048245,0.339692,0.202438,0.013148,0,0,G8
3,11001,27.066563,0.322211,0.226073,0.017396,0.043959,0,0,G8
4,11001,20.89237,0.123707,0.248709,0.148195,0.012689,0,0,G8
3,11001,30.838646,0.14913,0.196171,0.127508,0,0,0,G8
3,11001,33.216892,0.12436,0.25704,0.163396,0,0,0,G8
4,11001,19.724712,0.052662,0.268184,0.201273,0.015624,0,0,G8
3,11001,26.856787,0.29068,0.194941,0.056084,0,0,0,G8
3,11001,28.943487,0.096427,0.193973,0.168703,0,0,0,G8
5,11111,9.225645,0.207045,0.087063,0.085358,0.048316,0.134569,0.026877,G9
5,11111,8.554334,0.176404,0.131229,0.110579,0.079787,0.147357,0.013783,G9
5,11111,7.527702,0.167009,0.159668,0.099911,0.237011,0.030431,0,G9
5,11111,9.265546,0.078759,0.132856,0.131115,0.079901,0.196572,0,G9
5,11111,13.013872,0.061876,0.065767,0.044617,0.099522,0.026928,0.257807,G9
