@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,6,7-11,328'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1100,0.020918,16.443775,0,1.472835,0.596876,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.02335,22.162588,0,1.037353,1.008792,0,0,G5
1100,0.023011,22.216434,0,1.022479,1.020171,0,0,G5
1100,0.023433,21.863609,0,1.023868,1.024659,0,0,G5
1100,0.03708,15.804931,0,1.551422,0.633065,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0,0,0,0,0,0,0,G5
1110,0.029199,17.562973,0,0.958435,1.076853,0,0,G6
1110,0.019888,13.202558,0,1.059936,1.086668,1.004203,0,G6
1110,1,1,0,0.999999,0,0,0,G6
1110,0.019445,13.649017,0,1.037224,1.115226,0.971375,0,G6
1110,0.019722,13.525636,0,1.041881,1.129529,0.960991,0,G6
1110,0.024261,22.681602,0,1.165291,0.944768,0,0,G6
1110,0.021595,13.019904,0,1.079356,1.203329,0.998427,0,G6
1110,1,1,0,1.000003,0,0,0,G6
1110,1,1,0,0.999993,0,0,0,G6
1110,0.020074,13.217293,0,1.033758,1.126031,0.951587,0,G6
10001,0.016136,37.84771,0.844194,0,0,0,1.457309,G7
10001,0.012156,72.603188,1.755065,0,0,0,1.76518,G7
10001,0,0,0,0,0,0,0,G7
10001,1,1,0.999999,0,0,0,0,G7
10001,0.010072,70.606186,1.373595,0,0,0,1.423205,G7
10001,0.010905,70.109825,1.384727,0,0,0,1.537459,G7
10001,0,0,0,0,0,0,0,G7
10001,0.010467,70.54409,1.367256,0,0,0,1.48155,G7
10001,0.010653,70.084503,1.499211,0,0,0,1.371348,G7
10001,0.01051,70.591492,1.484609,0,0,0,1.436749,G7
11001,0.010541,26.484047,1.295289,1.374629,0,0,1.240201,G8
11001,0.011822,23.794563,1.294407,1.498242,0,0,1.268372,G8
11001,0.015422,38.128246,1.004892,1.209229,0,0,0,G8
11001,0.017883,31.819365,1.046291,1.146559,0,0,0,G8
11001,0.011711,23.968681,1.145719,1.431978,0,0,1.224919,G8
11001,0.011191,25.091311,1.240233,1.43595,0,0,1.267829,G8
11001,0.011619,24.495312,1.229485,1.494426,0,0,1.494856,G8
11001,0.015418,37.014832,1.162691,1.011037,0,0,0,G8
11001,0.010716,26.107718,1.285278,1.387937,0,0,1.303373,G8
11001,0.011375,24.757931,1.251602,1.478751,0,0,1.227762,G8
11111,0.009301,10.972218,1.130477,1.335742,1.337351,1.310384,1.181247,G9
11111,0.010669,6.586637,1.660332,1.59495,1.622065,1.533189,1.49777,G9
11111,0.009081,10.187063,1.191545,1.377095,1.439318,1.355778,1.235071,G9
11111,0.009167,10.263643,1.164319,1.368469,1.428492,1.38768,1.169015,G9
11111,0.009374,10.127734,1.207754,1.42765,1.434598,1.35366,1.215007,G9
11111,0.010555,15.87604,1.191086,1.254766,1.268647,1.245042,0,G9
11111,0.009925,10.776596,1.100644,1.353446,1.34881,1.305818,1.168731,G9
11111,0.009157,11.155943,1.151319,1.339425,1.343994,1.323795,1.223308,G9
11111,0.009493,11.073741,1.164565,1.40802,1.408159,1.287655,1.219154,G9
11111,0.009193,11.279895,1.146609,1.335061,1.330895,1.318071,1.176286,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,1,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.011755,21.950901,0,1.24265,1.201938,0,0.862207,G0
1101,0.012031,21.175959,0,1.200796,1.234027,0,0.85895,G0
1101,0.012075,21.540407,0,1.174185,1.22888,0,0.892729,G0
1101,0.011871,21.725775,0,1.192528,1.24191,0,0.871867,G0
1101,0.012626,19.810598,0,1.190812,1.248969,0,0.814279,G0
1101,0.011668,22.240541,0,1.199541,1.24791,0,0.880722,G0
1101,0.011908,20.829376,0,1.212121,1.231711,0,0.82093,G0
1101,0.012328,21.165833,0,1.229028,1.165187,0,0.869909,G0
1101,0.012007,21.224251,0,1.234574,1.191104,0,0.844482,G0
1101,0.011619,22.230488,0,1.186335,1.214395,0,0.897114,G0
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1,1,1,0,0,0,0,1.000003,G3
1,1,1,0,0,0,0,0.999997,G3
1,1,1,0,0,0,0,1,G3
1,1,1,0,0,0,0,1.000002,G3
1,0,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,1,1,0,0,0,0,1.000001,G3
1,1,1,0,0,0,0,1.000002,G3
1,1,1,0,0,0,0,0.999994,G3
11000,0.010671,60.291145,1.132738,1.300698,0,0,0,G4
11000,0.010359,65.190086,1.189796,1.363944,0,0,0,G4
11000,0.011767,57.752979,1.239399,1.365749,0,0,0,G4
11000,1,1,1.000005,0,0,0,0,G4
11000,0.015074,19.895859,1.372583,1.650121,0,0,0,G4
11000,1,1,1,0,0,0,0,G4
11000,0.010832,64.328163,1.151952,1.426916,0,0,0,G4
11000,0.009896,64.884415,1.041693,1.330722,0,0,0,G4
11000,0.010102,67.481865,1.208348,1.375295,0,0,0,G4
11000,0.010755,65.172585,1.134478,1.444546,0,0,0,G4
1100,0.019291,26.83696,0,1.026048,1.035624,0,0,G5
1100,1,1,0,0.999994,0,0,0,G5
1100,1,1,0,1.000002,0,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.017318,31.140699,0,1.090127,1.003513,0,0,G5
1100,0.016626,32.815556,0,1.115822,0.985227,0,0,G5
1100,0.01844,28.256777,0,1.042479,1.028126,0,0,G5
1100,0.020647,25.189964,0,1.015934,1.041754,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,0.018844,27.55373,0,1.02692,1.038733,0,0,G5
1110,0.013852,18.980923,0,1.064651,1.104632,1.012888,0,G6
1110,0.013305,19.703587,0,1.085523,1.107346,1.008321,0,G6
1110,0.014167,18.328455,0,1.075459,1.080453,1.00948,0,G6
1110,0.014455,17.970846,0,1.084311,1.097829,0.983892,0,G6
1110,0.013917,18.655182,0,1.100736,1.108565,0.968007,0,G6
1110,0.01544,16.783241,0,1.075617,1.098641,0.961276,0,G6
1110,0.020546,12.948482,0,1.095581,1.006722,0.972298,0,G6
1110,0.012939,20.249958,0,1.085219,1.098258,1.041239,0,G6
1110,0.013425,20.156908,0,1.140257,1.162838,1.055852,0,G6
1110,0.014434,18.80793,0,1.101779,1.164798,1.033622,0,G6
10001,0.010607,67.945549,1.441407,0,0,0,1.435959,G7
10001,0.010792,36.497276,1.512567,0,0,0,0.945885,G7
10001,0.039201,124.514069,4.990539,0,0,0,4.886368,G7
10001,0.011007,37.33736,1.529192,0,0,0,0.947719,G7
10001,0.010328,70.948708,1.378714,0,0,0,1.468358,G7
10001,0.011457,36.409126,1.491614,0,0,0,0.907181,G7
10001,0.012013,66.473228,1.463503,0,0,0,1.604004,G7
10001,0.010542,66.771965,1.384676,0,0,0,1.407997,G7
10001,0.011021,65.038383,1.377965,0,0,0,1.434741,G7
10001,0.010978,66.394348,1.40404,0,0,0,1.458801,G7
11001,0.011977,20.396193,1.513531,1.713955,0,0,0.817845,G8
11001,0.010943,25.542887,1.347121,1.627224,0,0,1.385166,G8
11001,0.010353,27.315542,1.363561,1.561824,0,0,1.378832,G8
11001,0.011148,24.433315,1.190617,1.580868,0,0,1.514345,G8
11001,0.010735,26.35997,1.345059,1.558688,0,0,1.352466,G8
11001,0.011378,24.703197,1.34382,1.60452,0,0,1.389918,G8
11001,0.010599,26.63711,1.423092,1.545567,0,0,1.269851,G8
11001,0.010973,25.718967,1.361962,1.55208,0,0,1.238892,G8
11001,0.010902,25.982103,1.344062,1.543994,0,0,1.279367,G8
11001,0.01119,25.234972,1.440779,1.543733,0,0,1.336294,G8
11111,0.00869,15.185007,1.246743,1.452819,1.500554,1.225822,1.48086,G9
11111,0.008805,15.276175,1.302738,1.510524,1.530773,1.266141,1.520128,G9
11111,0.00888,15.187655,1.31206,1.510784,1.538225,1.282076,1.50265,G9
11111,0.008157,19.015265,1.230415,1.420938,1.401083,1.363209,0,G9
11111,0.008863,15.613431,1.355041,1.537422,1.556531,1.289242,1.513748,G9
11111,0.008569,15.682833,1.245336,1.471763,1.512222,1.276404,1.530633,G9
11111,0.008891,15.486366,1.293504,1.482531,1.562533,1.120492,1.54004,G9
11111,0.008414,18.255842,1.217344,1.391759,1.441124,1.271749,0,G9
11111,0.008162,9.37676,1.188197,1.440188,1.500533,1.454931,1.443262,G9
11111,0.008259,18.710051,1.13986,1.347402,1.410245,1.318829,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.010997,23.849249,0,1.211881,1.24072,0,0.923508,G0
1101,0.010501,24.9988,0,1.236499,1.242323,0,0.937168,G0
1101,0.010776,24.508358,0,1.242307,1.264151,0,0.943157,G0
1101,0.011858,54.984791,0,1.36152,1.035003,0,0,G0
1101,0.01071,25.160847,0,1.214831,1.244301,0,1.009818,G0
1101,0.010442,25.775015,0,1.229102,1.261844,0,0.998297,G0
1101,0.010727,24.676746,0,1.227677,1.254226,0,0.942421,G0
1101,0.011027,23.645828,0,1.229199,1.232997,0,0.922552,G0
1101,1,1,0,0.999995,0,0,0,G0
1101,0.011043,23.794411,0,1.215578,1.236248,0,0.9329,G0
1000,1,1,0,1.000007,0,0,0,G2
1000,1,1,0,1.000002,0,0,0,G2
1000,1,1,0,0.999998,0,0,0,G2
1000,1,1,0,1.000004,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,1,0,1.000002,0,0,0,G2
1000,1,1,0,1.000004,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0.016282,33.111378,0,1.461845,0,0,0,G2
1000,1,1,0,0.999997,0,0,0,G2
1,1,1,0,0,0,0,0.999991,G3
1,1,1,0,0,0,0,1.000002,G3
1,1,1,0,0,0,0,1.000004,G3
1,1,1,0,0,0,0,0.999995,G3
1,1,1,0,0,0,0,0.999996,G3
1,1,1,0,0,0,0,1.000001,G3
1,1,1,0,0,0,0,0.999997,G3
1,1,1,0,0,0,0,0.999997,G3
1,1,1,0,0,0,0,1,G3
1,1,1,0,0,0,0,1.000009,G3
11000,1,1,1.000001,0,0,0,0,G4
11000,0.014551,20.527178,1.372331,1.668,0,0,0,G4
11000,0.014566,20.604887,1.383623,1.664197,0,0,0,G4
11000,0.010941,61.082603,1.126141,1.363223,0,0,0,G4
11000,0.011182,57.431267,1.020673,1.343447,0,0,0,G4
11000,0.011336,54.200619,0.94005,1.333877,0,0,0,G4
11000,0.011666,54.161648,1.017405,1.317151,0,0,0,G4
11000,0.011657,56.480007,1.06515,1.362235,0,0,0,G4
11000,0.01138,57.925606,1.080464,1.357243,0,0,0,G4
11000,0.011634,56.000134,1.062843,1.344985,0,0,0,G4
1100,0.019664,26.642244,0,1.013643,1.050725,0,0,G5
1100,0.014532,37.154068,0,1.032925,1.083044,0,0,G5
1100,0.015604,34.104729,0,1.030936,1.066185,0,0,G5
1100,1,1,0,1.000002,0,0,0,G5
1100,0.020069,26.021835,0,1.009389,1.04801,0,0,G5
1100,0.021022,24.800642,0,0.999942,1.049372,0,0,G5
1100,1,1,0,1,0,0,0,G5
1100,0.019412,26.962458,0,1.013852,1.049536,0,0,G5
1100,0.01963,26.692886,0,1.00959,1.051953,0,0,G5
1100,0.019562,26.765795,0,1.011949,1.050462,0,0,G5
1110,0.013107,20.256214,0,1.069799,1.140531,1.024656,0,G6
1110,0.01544,17.047852,0,1.053839,1.111896,1.003719,0,G6
1110,0.015718,16.729675,0,1.064541,1.119344,0.979428,0,G6
1110,0.014902,17.787954,0,1.031419,1.130795,1.022165,0,G6
1110,0.015318,17.265451,0,1.022672,1.12598,1.018385,0,G6
1110,0.01588,16.213783,0,1.066802,1.089841,0.964393,0,G6
1110,0.013119,20.062643,0,1.064239,1.118604,1.029358,0,G6
1110,0.011717,22.757629,0,1.110473,1.14987,1.040125,0,G6
1110,0.012431,21.377962,0,1.086356,1.142374,1.031407,0,G6
1110,0.01289,20.55521,0,1.063441,1.134378,1.008969,0,G6
10001,0.0116,65.847382,1.287261,0,0,0,1.554972,G7
10001,1,1,1.000002,0,0,0,0,G7
10001,1,1,0.999996,0,0,0,0,G7
10001,0.011294,68.86422,1.326048,0,0,0,1.579405,G7
10001,0.010973,71.958382,1.3565,0,0,0,1.601107,G7
10001,0.011744,67.966751,1.267816,0,0,0,1.653403,G7
10001,0.011559,65.299904,1.283911,0,0,0,1.53341,G7
10001,0.011198,65.007561,1.238984,0,0,0,1.478871,G7
10001,0.011495,65.652946,1.278292,0,0,0,1.534693,G7
10001,0.01161,65.71978,1.289287,0,0,0,1.552414,G7
11001,0.01214,19.692427,1.178685,1.736476,0,0,0.867912,G8
11001,0.010342,26.485064,1.233031,1.643405,0,0,1.501615,G8
11001,0.010344,26.629318,1.124914,1.58808,0,0,1.423372,G8
11001,0.01162,20.762381,1.32966,1.814506,0,0,0.955745,G8
11001,0.010689,25.938713,1.22103,1.65086,0,0,1.479502,G8
11001,0.010542,26.409336,1.167591,1.616635,0,0,1.445318,G8
11001,0.010133,27.467936,1.202169,1.619527,0,0,1.44999,G8
11001,0.010362,26.583305,1.220998,1.654456,0,0,1.512553,G8
11001,0.011198,18.89397,1.316147,1.766464,0,0,0.894245,G8
11001,0.010683,25.939802,1.17992,1.608859,0,0,1.442896,G8
11111,0.009401,9.527532,1.063504,1.348024,1.453747,1.335135,1.218678,G9
11111,0.009056,9.668103,1.085752,1.351897,1.465063,1.350076,1.239822,G9
11111,0.00916,9.613049,1.060902,1.340021,1.454921,1.351085,1.234772,G9
11111,0.009228,9.570864,1.088503,1.355894,1.467672,1.346907,1.227257,G9
11111,0.00918,9.555344,1.028739,1.343699,1.45118,1.346142,1.224102,G9
11111,0.009104,9.51868,1.037378,1.340765,1.449316,1.364342,1.242078,G9
11111,0.009687,9.576638,0.881227,1.329795,1.382041,1.271313,1.145699,G9
11111,0.009032,9.988613,1.070383,1.343419,1.438622,1.339336,1.22052,G9
11111,0.009112,9.809388,1.03408,1.348917,1.455608,1.333432,1.22539,G9
11111,0.009408,9.195293,1.096098,1.359502,1.471292,1.360793,1.273123,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.010461,26.168962,0,1.303218,1.226671,0,0.942775,G0
1101,0.010363,26.312696,0,1.285272,1.220221,0,0.948577,G0
1101,0.010171,27.028696,0,1.303376,1.23341,0,0.964646,G0
1101,0.015402,36.385403,0,1.231206,0.910355,0,0,G0
1101,0.010308,26.946838,0,1.327047,1.234098,0,0.958288,G0
1101,0.010317,26.449289,0,1.285273,1.221248,0,0.954208,G0
1101,0.010817,26.165817,0,1.353405,1.255785,0,1.010981,G0
1101,0.010496,26.78388,0,1.321475,1.255165,0,1.055646,G0
1101,0.010388,26.587257,0,1.309733,1.247805,0,0.995379,G0
1101,0.010418,26.258286,0,1.309379,1.236583,0,0.946313,G0
1000,1,1,0,1.000006,0,0,0,G2
1000,1,1,0,0.999997,0,0,0,G2
1000,1,1,0,1,0,0,0,G2
1000,1,1,0,0.999996,0,0,0,G2
1000,1,1,0,0.999996,0,0,0,G2
1000,1,1,0,0.999999,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,1,0,1.000003,0,0,0,G2
1000,1,1,0,0.999998,0,0,0,G2
1,1,1,0,0,0,0,1.000001,G3
1,1,1,0,0,0,0,1.000003,G3
1,1,1,0,0,0,0,0.999997,G3
1,1,1,0,0,0,0,1.000003,G3
1,1,1,0,0,0,0,1,G3
1,1,1,0,0,0,0,1.000002,G3
1,1,1,0,0,0,0,1.000002,G3
1,1,1,0,0,0,0,1.000003,G3
1,1,1,0,0,0,0,0.999998,G3
1,1,1,0,0,0,0,0.999995,G3
11000,0.011639,58.086987,1.403771,1.077859,0,0,0,G4
11000,0.011862,57.091476,1.046382,1.425747,0,0,0,G4
11000,0.011523,56.859406,1.010197,1.387631,0,0,0,G4
11000,0.011721,57.191746,1.017092,1.426804,0,0,0,G4
11000,0.012125,55.289829,1.010686,1.432176,0,0,0,G4
11000,0.011791,57.419991,1.064425,1.41397,0,0,0,G4
11000,0.011351,55.999855,0.965168,1.369175,0,0,0,G4
11000,0.011431,57.919682,1.03537,1.38954,0,0,0,G4
11000,0.011824,55.645729,0.994258,1.408788,0,0,0,G4
11000,0.011446,58.284771,1.065706,1.385733,0,0,0,G4
1100,0.016832,31.363859,0,1.057805,1.023961,0,0,G5
1100,0.016675,31.544939,0,1.013185,1.055659,0,0,G5
1100,0.017061,30.578329,0,1.028368,1.043869,0,0,G5
1100,1,1,0,0.999996,0,0,0,G5
1100,0.016956,30.718582,0,1.021789,1.042627,0,0,G5
1100,0.016701,31.152681,0,1.039431,1.04055,0,0,G5
1100,0.016971,30.603867,0,1.027695,1.039031,0,0,G5
1100,0,0,0,0,0,0,0,G5
1100,1,1,0,1.000004,0,0,0,G5
1100,1,1,0,1.000002,0,0,0,G5
1110,0.012424,21.632675,0,1.071071,1.157179,0.980482,0,G6
1110,0.012309,21.888054,0,1.066721,1.160053,0.992422,0,G6
1110,0.012357,21.601242,0,1.074112,1.138883,0.998003,0,G6
1110,0.012571,21.487022,0,1.071811,1.160296,1.012179,0,G6
1110,0.012763,21.360723,0,1.096332,1.18411,1.001411,0,G6
1110,0.012316,21.818707,0,1.088513,1.162346,0.97149,0,G6
1110,0.012485,46.536037,0,1.17806,1.035573,0,0,G6
1110,0.012216,22.232635,0,1.088253,1.164755,1.02189,0,G6
1110,0.012516,22.062029,0,1.10577,1.195883,1.037228,0,G6
1110,0.012445,21.714144,0,1.10952,1.172951,0.981334,0,G6
10001,0.010801,72.915581,1.405632,0,0,0,1.586898,G7
10001,0.011388,71.795464,1.343488,0,0,0,1.676114,G7
10001,1,1,0.999995,0,0,0,0,G7
10001,0.0107,74.483971,1.375523,0,0,0,1.614831,G7
10001,0.011124,72.88903,1.361859,0,0,0,1.652639,G7
10001,0.011312,71.345612,1.358044,0,0,0,1.644154,G7
10001,0.011173,72.90947,1.392347,0,0,0,1.654037,G7
10001,0.010702,73.319832,1.365423,0,0,0,1.587286,G7
10001,0.010932,71.310219,1.352644,0,0,0,1.577676,G7
10001,0.010848,72.125488,1.395535,0,0,0,1.576573,G7
11001,0.008996,31.338329,1.233086,1.517702,0,0,1.361919,G8
11001,0.009281,29.624895,1.168471,1.539806,0,0,1.426647,G8
11001,0.011168,20.945076,1.480942,1.823011,0,0,0.767173,G8
11001,0.010148,27.066563,1.301037,1.643125,0,0,1.528457,G8
11001,0.010693,20.89237,1.273307,1.716989,0,0,0.779932,G8
11001,0.009052,30.838646,1.194585,1.50724,0,0,1.377956,G8
11001,0.008512,33.216892,1.278336,1.462534,0,0,1.345177,G8
11001,0.011354,19.724712,1.385692,1.829914,0,0,0.77344,G8
11001,0.010163,26.856787,1.274838,1.63541,0,0,1.5327,G8
11001,0.009547,28.943487,1.256732,1.600498,0,0,1.488192,G8
11111,0.008783,9.225645,1.04522,1.413022,1.555251,1.41744,1.301486,G9
11111,0.008426,8.554334,1.1132,1.44218,1.553687,1.467115,1.385741,G9
11111,0.008556,7.527702,1.175203,1.475616,1.580913,1.52406,1.483663,G9
11111,0.008185,9.265546,1.216934,1.526029,1.469726,1.446932,1.518048,G9
11111,0.007362,13.013872,1.06558,1.376368,1.395556,1.301326,1.251492,G9
11111,0.008676,7.865595,1.167193,1.429559,1.591377,1.515261,1.434195,G9
11111,0.008685,7.158701,1.194579,1.476707,1.589409,1.548754,1.504313,G9
11111,0.008776,8.319952,1.125199,1.416304,1.612269,1.455944,1.386305,G9
11111,0.008702,9.097486,1.202069,1.537737,1.620034,1.296048,1.479903,G9
11111,0.008956,7.326109,1.395627,1.546052,1.643775,1.50005,1.45338,G9
0,1,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,1,1,0,0,0,0,0,G1
1101,0.011307,23.832621,0,1.19084,1.221115,0,0.9991,G0
1101,0.010904,24.683174,0,1.197044,1.215434,0,1.011723,G0
1101,0.011255,24.046339,0,1.209893,1.239591,0,1.015398,G0
1101,0.011287,24.023407,0,1.207392,1.23818,0,1.021106,G0
1101,0.011129,24.130436,0,1.196595,1.216493,0,0.996668,G0
1101,0.011039,24.313951,0,1.198102,1.215108,0,0.989863,G0
1101,0.010968,24.521149,0,1.190695,1.21742,0,0.99819,G0
1101,0.011322,24.014828,0,1.215419,1.239138,0,1.037843,G0
1101,0.01158,23.529587,0,1.196238,1.244584,0,1.028053,G0
1101,0.011329,23.898355,0,1.214795,1.238471,0,1.011251,G0
1000,1,1,0,1.000001,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,1,0,0.999997,0,0,0,G2
1000,1,1,0,0.999997,0,0,0,G2
1000,1,1,0,0.999999,0,0,0,G2
1000,1,1,0,1.000001,0,0,0,G2
1000,1,1,0,1.000007,0,0,0,G2
1000,1,1,0,0.999998,0,0,0,G2
1000,1,1,0,0.999996,0,0,0,G2
1,0.024133,8.506701,0,0,0,0,0.677421,G3
1,0.023477,7.927714,0,0,0,0,0.676001,G3
1,0.021554,10.126935,0,0,0,0,0.63883,G3
1,1,1,0,0,0,0,1.000005,G3
1,1,1,0,0,0,0,1.000011,G3
1,1,1,0,0,0,0,0.999991,G3
1,1,1,0,0,0,0,0.999996,G3
1,1,1,0,0,0,0,0.999998,G3
1,0.039145,23.497416,0,0,0,0,1.873151,G3
1,0.027346,5.273829,0,0,0,0,0.513303,G3
11000,0.010905,59.469852,1.102458,1.321397,0,0,0,G4
11000,0.011146,61.977364,1.111164,1.427663,0,0,0,G4
11000,0.017089,17.686871,1.353226,1.734763,0,0,0,G4
11000,0.017418,16.85124,1.332774,1.728884,0,0,0,G4
11000,0.011381,59.102325,1.109319,1.380263,0,0,0,G4
11000,0.011122,58.927902,1.106926,1.337163,0,0,0,G4
11000,0.013049,55.643902,1.206625,1.483582,0,0,0,G4
11000,0.017487,16.527731,1.319394,1.722002,0,0,0,G4
11000,0.01771,16.144819,1.358606,1.761272,0,0,0,G4
11000,0.011279,58.243668,1.090415,1.347179,0,0,0,G4
1100,0.014206,11.685607,0,1.398993,1.428231,0,0,G5
1100,0.014545,12.096399,0,1.368965,1.440696,0,0,G5
1100,0.025436,20.38121,0,0.985748,1.052272,0,0,G5
1100,0.01414,13.059745,0,1.381444,1.420506,0,0,G5
1100,0.028021,18.398626,0,0.99319,1.039758,0,0,G5
1100,0.02538,20.161581,0,1.011551,1.023963,0,0,G5
1100,0.02514,20.579874,0,0.995072,1.042732,0,0,G5
1100,0.023528,21.918484,0,1.011494,1.032752,0,0,G5
1100,0.023566,21.838837,0,1.013098,1.030199,0,0,G5
1100,0.023388,22.028656,0,1.014149,1.031285,0,0,G5
1110,0.0158,16.657824,0,1.07362,1.116843,0.989378,0,G6
1110,0.015035,17.518053,0,1.046032,1.119525,0.977637,0,G6
1110,0.014336,18.369394,0,1.046189,1.107841,1.01633,0,G6
1110,0.015322,17.416874,0,1.095198,1.144728,1.005334,0,G6
1110,0.015003,17.6022,0,1.042029,1.117519,0.997253,0,G6
1110,0.014944,17.486063,0,1.052884,1.09585,0.996856,0,G6
1110,0.015104,17.368622,0,1.053466,1.107623,0.987629,0,G6
1110,0.015812,16.699467,0,1.060614,1.130924,0.977485,0,G6
1110,0.016373,16.363829,0,1.111569,1.153283,1.017258,0,G6
1110,0.016061,16.45619,0,1.09891,1.126585,1.000797,0,G6
10001,0.010642,70.715561,1.336326,0,0,0,1.517225,G7
10001,0.010463,75.25396,1.480992,0,0,0,1.577947,G7
10001,0.010477,74.476662,1.485256,0,0,0,1.56257,G7
10001,0.010356,74.238731,1.443483,0,0,0,1.540926,G7
10001,0.011348,38.641808,1.520005,0,0,0,0.951243,G7
10001,0.012521,38.536831,1.660867,0,0,0,0.971611,G7
10001,0.011754,38.583569,1.573264,0,0,0,0.966584,G7
10001,0.01052,74.622139,1.441291,0,0,0,1.576434,G7
10001,0.010421,73.155258,1.374609,0,0,0,1.533905,G7
10001,0.010648,71.551888,1.346359,0,0,0,1.537203,G7
11001,0.010382,26.781996,1.119401,1.506353,0,0,1.333788,G8
11001,0.009778,28.80545,1.272457,1.511529,0,0,1.30644,G8
11001,0.009836,28.613096,1.330734,1.525214,0,0,1.324132,G8
11001,0.010311,27.207085,1.238372,1.540898,0,0,1.320113,G8
11001,0.010131,27.657455,1.252033,1.536799,0,0,1.359814,G8
11001,0.01019,27.518652,1.253103,1.530535,0,0,1.352227,G8
11001,0.010273,27.286549,1.271468,1.551594,0,0,1.356553,G8
11001,0.009943,28.26943,1.297893,1.53716,0,0,1.349271,G8
11001,0.010788,22.030617,1.369603,1.661861,0,0,0.829099,G8
11001,0.012367,19.272738,1.326226,1.798756,0,0,0.840919,G8
11111,0.009987,8.117502,1.141037,1.426816,1.464755,1.40156,1.285651,G9
11111,0.008943,10.38061,1.121219,1.335734,1.411441,1.359949,1.180722,G9
11111,0.008941,10.620007,1.152194,1.352653,1.398616,1.336037,1.189417,G9
11111,0.008798,10.668647,1.140257,1.334394,1.3984,1.35906,1.214767,G9
11111,0.008872,10.380974,1.181397,1.366407,1.411318,1.356203,1.22109,G9
11111,0.00901,10.107798,1.186563,1.388522,1.422032,1.354662,1.225709,G9
11111,0.008726,10.786802,1.14078,1.349767,1.388204,1.341968,1.203915,G9
11111,0.00866,10.873189,1.124799,1.341841,1.387015,1.340088,1.208225,G9
11111,0.009008,10.106714,1.134763,1.372696,1.403017,1.359743,1.193802,G9
11111,0.009706,8.679494,1.056555,1.403303,1.435419,1.369715,1.223765,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
