@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R3,4,7-11,200-263,264-327,328'

@attribute ratio numeric
@attribute Max_X numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute cellOccupancyNonZ1 numeric
@attribute cellOccupancyNonZ2 numeric
@attribute cellOccupancyNonZ3 numeric
@attribute cellOccupancyNonZ4 numeric
@attribute cellOccupancyNonZ5 numeric
@attribute cellOccupancyNonZ6 numeric
@attribute cellOccupancyNonZ7 numeric
@attribute cellOccupancyNonZ8 numeric
@attribute cellOccupancyNonZ9 numeric
@attribute cellOccupancyNonZ10 numeric
@attribute cellOccupancyNonZ11 numeric
@attribute cellOccupancyNonZ12 numeric
@attribute cellOccupancyNonZ13 numeric
@attribute cellOccupancyNonZ14 numeric
@attribute cellOccupancyNonZ15 numeric
@attribute cellOccupancyNonZ16 numeric
@attribute cellOccupancyNonZ17 numeric
@attribute cellOccupancyNonZ18 numeric
@attribute cellOccupancyNonZ19 numeric
@attribute cellOccupancyNonZ20 numeric
@attribute cellOccupancyNonZ21 numeric
@attribute cellOccupancyNonZ22 numeric
@attribute cellOccupancyNonZ23 numeric
@attribute cellOccupancyNonZ24 numeric
@attribute cellOccupancyNonZ25 numeric
@attribute cellOccupancyNonZ26 numeric
@attribute cellOccupancyNonZ27 numeric
@attribute cellOccupancyNonZ28 numeric
@attribute cellOccupancyNonZ29 numeric
@attribute cellOccupancyNonZ30 numeric
@attribute cellOccupancyNonZ31 numeric
@attribute cellOccupancyNonZ32 numeric
@attribute cellOccupancyNonZ33 numeric
@attribute cellOccupancyNonZ34 numeric
@attribute cellOccupancyNonZ35 numeric
@attribute cellOccupancyNonZ36 numeric
@attribute cellOccupancyNonZ37 numeric
@attribute cellOccupancyNonZ38 numeric
@attribute cellOccupancyNonZ39 numeric
@attribute cellOccupancyNonZ40 numeric
@attribute cellOccupancyNonZ41 numeric
@attribute cellOccupancyNonZ42 numeric
@attribute cellOccupancyNonZ43 numeric
@attribute cellOccupancyNonZ44 numeric
@attribute cellOccupancyNonZ45 numeric
@attribute cellOccupancyNonZ46 numeric
@attribute cellOccupancyNonZ47 numeric
@attribute cellOccupancyNonZ48 numeric
@attribute cellOccupancyNonZ49 numeric
@attribute cellOccupancyNonZ50 numeric
@attribute cellOccupancyNonZ51 numeric
@attribute cellOccupancyNonZ52 numeric
@attribute cellOccupancyNonZ53 numeric
@attribute cellOccupancyNonZ54 numeric
@attribute cellOccupancyNonZ55 numeric
@attribute cellOccupancyNonZ56 numeric
@attribute cellOccupancyNonZ57 numeric
@attribute cellOccupancyNonZ58 numeric
@attribute cellOccupancyNonZ59 numeric
@attribute cellOccupancyNonZ60 numeric
@attribute cellOccupancyNonZ61 numeric
@attribute cellOccupancyNonZ62 numeric
@attribute cellOccupancyNonZ63 numeric
@attribute cellOccupancyNonZ64 numeric
@attribute cellOccupancyAvg1 numeric
@attribute cellOccupancyAvg2 numeric
@attribute cellOccupancyAvg3 numeric
@attribute cellOccupancyAvg4 numeric
@attribute cellOccupancyAvg5 numeric
@attribute cellOccupancyAvg6 numeric
@attribute cellOccupancyAvg7 numeric
@attribute cellOccupancyAvg8 numeric
@attribute cellOccupancyAvg9 numeric
@attribute cellOccupancyAvg10 numeric
@attribute cellOccupancyAvg11 numeric
@attribute cellOccupancyAvg12 numeric
@attribute cellOccupancyAvg13 numeric
@attribute cellOccupancyAvg14 numeric
@attribute cellOccupancyAvg15 numeric
@attribute cellOccupancyAvg16 numeric
@attribute cellOccupancyAvg17 numeric
@attribute cellOccupancyAvg18 numeric
@attribute cellOccupancyAvg19 numeric
@attribute cellOccupancyAvg20 numeric
@attribute cellOccupancyAvg21 numeric
@attribute cellOccupancyAvg22 numeric
@attribute cellOccupancyAvg23 numeric
@attribute cellOccupancyAvg24 numeric
@attribute cellOccupancyAvg25 numeric
@attribute cellOccupancyAvg26 numeric
@attribute cellOccupancyAvg27 numeric
@attribute cellOccupancyAvg28 numeric
@attribute cellOccupancyAvg29 numeric
@attribute cellOccupancyAvg30 numeric
@attribute cellOccupancyAvg31 numeric
@attribute cellOccupancyAvg32 numeric
@attribute cellOccupancyAvg33 numeric
@attribute cellOccupancyAvg34 numeric
@attribute cellOccupancyAvg35 numeric
@attribute cellOccupancyAvg36 numeric
@attribute cellOccupancyAvg37 numeric
@attribute cellOccupancyAvg38 numeric
@attribute cellOccupancyAvg39 numeric
@attribute cellOccupancyAvg40 numeric
@attribute cellOccupancyAvg41 numeric
@attribute cellOccupancyAvg42 numeric
@attribute cellOccupancyAvg43 numeric
@attribute cellOccupancyAvg44 numeric
@attribute cellOccupancyAvg45 numeric
@attribute cellOccupancyAvg46 numeric
@attribute cellOccupancyAvg47 numeric
@attribute cellOccupancyAvg48 numeric
@attribute cellOccupancyAvg49 numeric
@attribute cellOccupancyAvg50 numeric
@attribute cellOccupancyAvg51 numeric
@attribute cellOccupancyAvg52 numeric
@attribute cellOccupancyAvg53 numeric
@attribute cellOccupancyAvg54 numeric
@attribute cellOccupancyAvg55 numeric
@attribute cellOccupancyAvg56 numeric
@attribute cellOccupancyAvg57 numeric
@attribute cellOccupancyAvg58 numeric
@attribute cellOccupancyAvg59 numeric
@attribute cellOccupancyAvg60 numeric
@attribute cellOccupancyAvg61 numeric
@attribute cellOccupancyAvg62 numeric
@attribute cellOccupancyAvg63 numeric
@attribute cellOccupancyAvg64 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.010705,0.911542,1.528112,0,0,0,1.00054,0,167,2031,173,0,0,0,0,0,25,2177,3253,1017,2,0,0,0,0,7,1840,3600,2547,104,0,0,0,249,3166,3600,3600,360,0,0,0,1216,3257,3600,3600,360,0,0,0,1274,3549,3600,3090,308,0,0,0,21,1337,3262,3215,296,0,0,0,0,1064,1673,298,0,0,0,0.615,9.055555,0.5475,0,0,0,0,0,0.044167,9.443055,14.919723,4.005,0.000833,0,0,0,0,0.005833,7.920556,16.990833,11.339444,0.469444,0,0,0,0.746667,13.446389,16.303055,16.584167,1.701389,0,0,0,4.66,13.940833,16,15.963333,1.616111,0,0,0,5.311389,15.578889,16,12.667222,1.293056,0,0,0,0.034722,4.905556,14.028334,14.412778,1.338889,0,0,0,0,4.395278,7.328055,1.105833,0,0,G7
0.010597,0.83926,1.426544,0,0,0,1.593801,0,0,2031,526,0,0,0,0,0,0,1572,3424,2166,925,0,0,0,0,12,1423,3600,3600,0,0,0,0,1501,3600,3600,3599,0,0,0,0,96,2866,3600,3331,0,0,0,0,0,2171,3440,3216,0,0,0,0,0,1042,3340,2017,0,0,0,0,1427,1739,298,0,0,0,0,0,8.947778,1.998333,0,0,0,0,0,0,6.662222,15.706111,9.593611,3.728055,0,0,0,0,0.011389,5.423056,16.909721,16.9925,0,0,0,0,5.912222,15.999444,16,16.138889,0,0,0,0,0.25,11.943334,16,14.278334,0,0,0,0,0,8.921667,14.179444,13.9275,0,0,0,0,0,3.775,14.301945,8.473056,0,0,0,0,5.235,6.657778,0.991389,0,0,0,G7
0.010411,1.004514,1.483248,0,0,0,1.586852,0,25,2143,540,0,0,0,0,0,0,1345,3428,2677,1014,0,0,0,0,0,1353,3600,3600,0,0,0,0,1118,3349,3600,3600,0,0,0,0,429,3278,3600,3600,0,0,0,0,0,2284,3600,3547,0,0,0,0,0,1894,3162,1602,0,0,0,0,14,1839,146,0,0,0,0,0.106111,10.161111,2.184722,0,0,0,0,0,0,5.945556,16.69861,12.756111,4.398334,0,0,0,0,0,6.141667,18.008888,17.998888,0,0,0,0,4.675833,15.470834,17.255556,17.768888,0,0,0,0,1.6475,15.166111,17.036945,17.381666,0,0,0,0,0,9.809167,16.952223,16.188334,0,0,0,0,0,8.290833,15.251111,7.312222,0,0,0,0,0.014722,8.032222,0.446111,0,0,0,G7
0.010765,0.944776,1.558043,0,0,0,0.992799,0,153,1815,108,0,0,0,0,0,0,1972,3212,1489,15,0,0,0,0,11,1986,3600,3000,180,0,0,0,1862,3312,3600,3600,300,0,0,0,1086,3596,3600,3248,300,0,0,0,95,3165,3600,3600,300,0,0,0,139,3214,2872,1415,21,0,0,161,1999,681,1,0,0,0,0,0.533611,9.139722,0.373333,0,0,0,0,0,0,9.846666,17.249722,7.366389,0.018056,0,0,0,0,0.010556,10.004444,19.996666,15.898334,0.952222,0,0,0,8.888611,17.063334,19.208889,19.886944,1.666667,0,0,0,4.766111,18.886667,19,16.223333,1.666667,0,0,0,0.284444,15.784722,19.049444,19.872223,1.658889,0,0,0,0.405556,16.034721,14.954166,7.035833,0.04,0,0,0.545833,8.8625,2.960833,0.000278,0,0,0,G7
0.01063,1.053624,1.539908,0,0,0,1.049828,0,999,1600,623,21,0,0,0,0,316,2317,3594,3106,2053,425,0,0,0,0,2142,3600,3600,1620,0,0,0,1787,3594,3600,3600,1620,0,0,0,371,3296,3600,3600,1620,0,0,0,0,1700,3600,3594,1130,0,0,0,0,923,3059,976,0,0,0,0,440,1927,158,0,0,0,0,4.9525,8.193334,2.645,0.026111,0,0,0,0,1.359722,11.875,19.843889,16.348333,10.518333,1.897222,0,0,0,0,10.526944,19.911667,19.997778,9,0,0,0,8.495,18.876112,19,19.382223,8.998889,0,0,0,1.405833,16.455278,19,19.252222,8.996667,0,0,0,0,8.053611,19.23889,19.669167,5.807778,0,0,0,0,4.042778,15.971666,4.595833,0,0,0,0,1.840278,9.263889,0.508611,0,0,0,G7
0.012277,1.353392,1.785498,0,0,0,1.063711,0,2278,1640,875,472,0,0,0,0,1024,2699,3585,3596,2810,1432,0,0,0,0,2095,3600,3600,3474,0,0,0,996,3474,3600,3600,3480,0,0,0,590,2419,3600,3600,3480,0,0,0,0,322,3503,3600,3451,0,0,0,0,35,2652,3351,1132,0,0,0,0,0,1778,631,0,0,0,11.941944,8.254444,3.940278,1.81,0,0,0,0,4.7875,14.011111,19.725555,19.893333,14.761945,6.949722,0,0,0,0,9.993889,19.830833,19.871666,19.2225,0,0,0,4.431389,17.936111,19.001112,19.070833,18.728889,0,0,0,2.499722,11.891111,19,19,18.55611,0,0,0,0,1.013333,17.945833,19.143333,18.814444,0,0,0,0,0.047222,12.8075,17.713333,5.320833,0,0,0,0,0,8.660277,2.533333,0,0,G7
0.012637,1.458554,1.8943,0,0,0,1.034967,0,2061,1829,1370,901,392,0,0,0,832,2668,3545,3600,3589,2667,0,0,0,0,2111,3600,3600,3360,0,0,0,195,3151,3600,3600,3360,0,0,0,101,2091,3600,3600,3333,0,0,0,0,175,2659,3569,3093,0,0,0,0,0,2194,2984,344,0,0,0,0,0,1614,529,0,0,0,10.557777,9.373055,6.627222,4.166111,1.431111,0,0,0,3.700833,13.874444,19.419167,20,19.770277,13.758889,0,0,0,0,10.668056,19.950556,19.834444,18.666666,0,0,0,0.623889,15.861111,19.0075,19.003889,18.172501,0,0,0,0.254722,9.860556,19,19,17.301945,0,0,0,0,0.613333,12.615833,18.345833,15.531111,0,0,0,0,0,9.7525,13.615278,1.383056,0,0,0,0,0,7.819167,2.153889,0,0,G7
0.012722,1.367796,1.846189,0,0,0,1.083256,0,1370,1567,322,0,0,0,0,0,586,3131,3464,2326,959,73,0,0,0,103,2364,3600,3600,2121,0,0,0,1149,3596,3600,3600,2340,0,0,0,1186,3600,3600,3600,2340,0,0,0,968,2986,3600,3600,2340,0,0,0,0,582,3302,2622,763,0,0,0,0,948,1567,21,0,0,0,6.88,7.771389,1.238056,0,0,0,0,0,2.6375,16.540556,18.899166,12.11,4.3125,0.200556,0,0,0,0.285556,11.719167,19.958611,19.962223,11.241944,0,0,0,5.030556,18.879444,19.0075,19.180555,12.953889,0,0,0,5.475555,19.094166,19,19,12.512222,0,0,0,4.578611,15.167778,19.001112,19.442499,12.991667,0,0,0,0,2.303056,16.730556,13.595555,3.660278,0,0,0,0,4.363056,7.726666,0.035556,0,0,G7
0.014992,1.775124,2.000286,2.868088,0,0,2.240181,0,0,0,0,1441,654,0,0,190,2625,1216,0,1556,3106,250,0,0,1009,3024,2477,261,2624,2488,19,0,0,59,2457,3031,3505,3600,420,0,0,0,1074,3600,3600,3587,420,0,0,2478,2216,3589,3600,3600,420,0,0,241,1761,2949,3596,3501,420,0,0,0,0,18,327,402,254,0,0,0,0,6.616667,2.770555,0,0,0.682222,11.701389,4.743889,0,7.079444,15.051945,0.934167,0,0,4.178333,13.694167,11.233055,0.91,12.378333,11.7475,0.020556,0,0,0.103889,11.1725,13.988334,16.710278,17.827499,2.07,0,0,0,4.3475,17,17,17.052221,2.1,0,0,10.028334,9.755555,16.746389,17.750278,17.922501,2.1,0,0,0.856389,7.696111,13.5575,17.766666,17.204445,2.1,0,0,0,0,0.027778,1.076944,1.374722,1.148889,G8
0.014084,0.288527,1.181476,0.970399,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,2251,2573,370,0,960,1647,862,5,0,2686,3126,313,745,1614,2960,3242,2403,3192,3600,2352,0,0,7,2633,3600,3600,3600,2400,0,0,0,1629,3600,3600,3556,2400,0,182,2347,3206,3547,3600,3578,2103,0,0,0,0,300,628,371,9,0,0,0,0,1.6275,0,0,0,0,0,0,0,10.271667,12.055,1.422778,0,4.098333,7.355834,3.694722,0.004444,0,12.725555,15.124722,1.203889,3.048333,7.123055,13.948334,15.558888,11.502778,15.549723,18,11.575833,0,0,0.005278,11.710278,17.208334,17.279722,17.834444,11.996388,0,0,0,7.024445,17,16.940556,16.887222,12,0,0.571111,9.874166,14.213611,16.275555,17.767221,17.633055,10.128889,0,0,0,0,1.195278,2.731389,1.376111,0.010833,G8
0.010925,0.32148,1.08657,1.429004,0,0,1.213702,0,0,0,0,723,204,0,0,106,111,0,0,1218,2999,407,0,1770,3529,2418,579,7,2255,3013,256,9,616,2073,3429,2845,3055,3600,2165,0,0,0,2574,3600,3600,3600,2400,0,162,1080,2174,3600,3600,3600,2400,0,356,2303,3393,3600,3600,3600,2400,0,0,0,47,759,1252,953,558,0,0,0,0,3.282778,0.74,0,0,0.324167,0.235,0,0,5.315,14.344722,1.588889,0,7.383056,16.379168,10.771944,2.246944,0.008056,10.496111,14.548333,0.962778,0.006944,2.368611,9.071944,15.790556,13.081388,14.747222,17.488611,10.071389,0,0,0,10.866111,16.105,16.936111,17.003611,11.333333,0,0.556111,3.995556,9.100555,16.0725,16.165556,16.561945,11.333333,0,1.250833,9.956667,15.581111,17,17,17,11.351666,0,0,0,0.091389,3.078056,5.8575,3.984444,2.291389,G8
0.011431,0.155239,1.07441,1.459263,0,0,1.144318,231,127,179,1080,0,0,0,0,400,2089,779,2397,397,0,0,0,0,16,2967,3515,2395,0,0,0,0,1197,3105,3600,3548,1252,0,0,0,0,841,1620,3307,3511,2186,16,0,0,0,0,2384,3600,3600,984,0,0,0,0,321,3183,3600,1380,0,0,0,0,0,467,2200,919,0.936111,0.489722,0.670556,5.033333,0,0,0,0,1.771111,9.329445,3.345278,11.435,1.690278,0,0,0,0,0.036389,13.276111,16.975555,11.573889,0,0,0,0,4.902222,13.531389,17.056667,17.634167,5.823056,0,0,0,0,3.525278,7.365278,16.331388,17.744722,10.951389,0.046667,0,0,0,0,12.136389,18.808056,18.950834,4.840556,0,0,0,0,1.568611,16.795834,19.166666,7.571389,0,0,0,0,0,2.259722,11.920555,5.088889,G8
0.011112,0.274512,1.064701,1.444367,0,0,1.169844,0,0,0,97,1328,0,0,0,0,1824,1634,13,2644,760,0,0,0,6,1054,2700,2909,2980,228,0,0,0,47,2458,3600,3600,1818,0,0,0,1506,3021,3563,3571,2995,0,0,0,0,164,806,1687,2960,0,0,0,0,0,0,490,2660,0,0,0,0,0,0,0,764,0,0,0,0,0.222778,5.818611,0,0,0,0,7.781389,7.208055,0.028056,12.0475,3.383055,0,0,0,0.006667,4.526111,11.905,13.652223,14.393888,0.938056,0,0,0,0.1125,10.516389,16.106945,17.192499,8.158334,0,0,0,5.871944,13.537778,16.319723,16.878889,14.880834,0,0,0,0,0.558889,3.330278,7.468889,14.783334,0,0,0,0,0,0,2.274444,13.723056,0,0,0,0,0,0,0,3.825556,0,G8
0.011275,0.31914,1.079627,1.438079,0,0,1.13037,0,0,0,0,1296,539,0,0,421,1162,168,0,845,3422,568,0,615,2602,3254,1551,309,2475,3097,203,0,0,1023,2996,3519,3600,3600,1246,0,0,0,1707,3600,3600,3600,1260,0,0,448,1244,3600,3600,3600,1260,0,0,1016,2564,3273,3577,3352,1260,0,0,0,0,4,109,0,463,0,0,0,0,5.4675,2.110833,0,0,1.675,4.936944,0.572222,0,3.361667,15.690833,2.233889,0,2.630556,11.72,14.906944,6.728611,1.084167,10.976111,14.137777,0.711111,0,0,4.227222,13.672778,16.213333,17.094723,17,5.813889,0,0,0,6.929444,16.004723,16.333611,17.072222,5.95,0,0,1.560556,4.697222,16.053612,16.118055,16.392221,6.085834,0,0,3.761945,11.308056,14.825,16.572779,15.335834,6.2325,0,0,0,0,0.003056,0.228611,0,2.021667,G8
0.011513,0.479261,1.028129,1.474874,0,0,1.198355,0,0,0,0,594,62,0,0,0,0,0,0,1536,2425,498,0,1502,2243,1386,287,7,2467,3174,237,286,1357,2563,3445,2687,3164,3600,2119,0,0,6,1738,3594,3600,3600,2400,0,0,0,1218,3600,3600,3600,2400,0,0,0,2619,3593,3600,3571,2388,0,0,0,552,758,1019,491,134,0,0,0,0,2.429167,0.178056,0,0,0,0,0,0,6.58,10.708889,1.955833,0,6.071944,9.848056,6.004167,1.039167,0.004722,10.973056,14.516111,0.856111,0.970278,5.844167,11.405833,15.944722,12.096111,14.543333,17,9.672778,0,0,0.0075,6.897222,16.328333,16.690001,17,11.333333,0,0,0,4.770833,16,16.075001,16.646667,11.334167,0,0,0,10.98,16.214722,16.345278,15.802222,11.566944,0,0,0,1.891944,3.205,4.616667,1.731111,0.360833,G8
0.01142,0.500359,1.024393,1.477353,0,0,1.210169,0,0,0,0,537,89,0,0,0,0,0,0,1969,2955,284,0,1673,2393,1585,351,39,2516,3202,514,328,1304,2687,3551,2992,3140,3600,2250,0,0,0,2118,3600,3600,3600,2400,0,0,0,2213,3600,3581,3600,2400,0,0,1256,2416,3588,3600,3594,2310,0,0,627,469,833,908,573,0,0,0,0,0,2.026111,0.258889,0,0,0,0,0,0,8.585,13.513889,1.059167,0,6.898889,10.741944,6.876111,1.238889,0.088056,11.892222,15.502778,2.129167,1.223611,5.535278,12.024167,17.162777,14.441944,15.183888,18,11.033334,0,0,0,8.799723,17.518333,17.681944,17.916666,12,0,0,0,9.784166,17,16.605556,17.510555,12,0,0,5.215556,10.189722,16.883333,17.46139,17.52389,11.098889,0,0,2.636389,1.715,3.678611,4.216111,2.272222,0,G8
0.012065,0.446692,1.139236,1.58053,0,0,0.867405,0,0,0,0,1335,204,0,0,50,20,0,0,1510,3228,528,0,1930,3208,2131,499,0,2155,3348,670,29,461,2200,3404,2619,2840,3600,2397,0,0,0,2674,3600,3600,3600,2400,0,0,0,1022,3600,3600,3596,2400,0,0,2483,2429,3541,3600,3600,2400,0,0,219,1158,1573,1920,1695,656,0,0,0,0,6.0525,0.657778,0,0,0.111667,0.037222,0,0,6.741111,15.524167,2.120556,0,8.304167,14.738889,9.894444,1.855833,0,9.941389,16.344723,2.739722,0.058889,1.598056,10.258056,16.550278,12.378612,13.385278,18,11.936666,0,0,0,11.561111,17.041111,17.011944,17.490833,12,0,0,0,4.223611,17,17.034445,17.110556,12,0,0,10.571667,10.870556,17.212223,17.989721,18,12,0,0,0.636944,4.970833,7.255833,9.590834,7.939445,2.895833,G8
0.016023,2.231167,2.261702,3.207307,0,0,2.541826,0,0,0,0,1721,345,0,0,848,801,25,0,1846,3267,498,0,1539,3261,2683,660,39,2540,3079,312,0,159,2275,3283,2457,2902,3600,2322,0,0,0,2272,3600,3600,3600,2400,0,23,703,1780,3600,3600,3600,2400,0,94,2501,3328,3600,3600,3600,2400,0,0,42,745,1403,2064,1704,1289,0,0,0,0,7.793334,1.364444,0,0,3.501945,3.253889,0.035,0,8.216945,15.825833,2.001945,0,6.873333,15.533055,12.586389,2.829722,0.09,11.964723,14.890833,1.170556,0,0.520833,10.166667,15.518333,11.163333,13.518333,17.96139,11.337778,0,0,0,10.128612,17,17,17.401388,12,0,0.033333,2.612778,7.491944,17.124445,17.356388,17.544445,12,0,0.223611,10.893611,15.800834,17.998611,18,18,12,0,0,0.099722,3.115833,6.253889,9.763611,7.816945,6.068056,G8
0.009365,0.912641,0.987534,1.232345,1.450273,1.37026,1.241736,0,0,0,0,918,363,0,0,0,0,0,0,798,3391,1817,58,46,733,951,657,456,2438,3600,2073,548,2352,3060,3600,3600,3600,3600,2400,1775,3300,3335,3600,3600,3600,3600,2400,249,2732,3079,2689,3333,3600,3600,2154,0,140,365,1884,2777,1517,510,47,0,0,687,909,9,0,0,0,0,0,0,0,3.864444,1.323056,0,0,0,0,0,0,3.312222,16.131666,8.407778,0.153056,0.118889,2.937222,3.908611,2.575833,1.589167,11.516945,18,10.006111,2.248333,10.444167,13.472222,17.118334,17,17.620001,18,12,7.605556,14.748889,15.612778,17.844999,17.074444,17.689167,18,12,0.819722,12.046111,13.570278,12.765833,16.278334,17.929167,18,10.427222,0,0.254167,1.38,8.33,12.551389,6.901945,1.901111,0.138333,0,0,2.880556,3.89,0.014444,0,0,0,G9
0.009064,0.795213,0.980029,1.238618,1.403978,1.339413,1.234226,0,0,0,0,385,213,0,0,0,0,0,0,646,3156,945,0,83,1548,1614,706,172,1547,3501,1115,408,1911,2542,3167,3592,3566,3600,2400,1280,2400,3016,3600,3600,3600,3600,2400,554,2724,2443,2476,3582,3600,3600,2400,0,24,1807,2667,2705,2244,1523,800,0,0,716,67,0,0,0,0,0,0,0,0,1.638611,0.775,0,0,0,0,0,0,2.637778,14.313889,3.981945,0,0.221111,6.750278,7.168334,2.864722,0.412778,6.589445,16.351389,4.8,1.51,8.071111,11.093611,14.374444,16.765278,16.656944,17,11.333333,5.469167,10.250278,13.333611,16.841389,17,17,17,11.333333,2.206389,12.325833,11.066389,11.225,16.829445,17,17,11.333333,0,0.043333,7.911389,11.775556,12.279445,10.060833,6.752222,3.395278,0,0,3.016389,0.175556,0,0,0,0,G9
0.00898,0.66777,1.012862,1.358075,1.392547,1.319458,1.194364,0,0,0,0,135,479,0,0,0,0,0,0,405,3022,1105,0,49,1686,1135,324,0,1274,3357,659,348,2131,2206,3172,3163,3004,3600,2375,1617,2829,3576,3561,3600,3600,3600,2400,966,3425,3159,3405,3596,3600,3600,2400,0,203,1724,2683,3478,3375,3041,1884,0,42,1006,440,25,0,0,50,0,0,0,0,0.462222,1.883333,0,0,0,0,0,0,1.521389,13.695,4.795,0,0.093056,7.361945,4.763055,1.136944,0,5.851389,16.482779,2.7825,1.321667,8.852777,9.405278,14.372222,14.406944,13.695278,17.425278,11.580277,7.0125,12.275,16.783333,16.639999,17,17,17,11.333333,3.976111,15.674444,14.434167,15.611111,16.939167,17,17,11.334723,0,0.629167,7.568611,12.004167,15.836667,15.286389,13.728333,8.535,0,0.111389,4.436389,1.61,0.032222,0,0,0.148889,G9
0.009104,0.777736,0.963031,1.214734,1.409902,1.352957,1.209856,0,0,0,0,378,504,0,0,0,0,0,0,279,3322,1571,0,0,973,1217,697,336,1444,3600,1467,27,2127,2844,3481,3600,3600,3600,2400,1704,3380,3581,3600,3600,3600,3600,2400,276,3145,3515,3398,3497,3600,3600,2400,0,378,1159,2367,3168,2829,2050,837,0,0,738,669,66,0,0,0,0,0,0,0,1.571667,1.950833,0,0,0,0,0,0,1.052222,15.484722,7.024722,0,0,3.955833,5.153333,2.728889,1.036667,6.160555,17.772223,6.5675,0.036111,8.8,12.309444,16.173334,16.951944,17,17.028889,11.343056,7.230556,15.288333,16.688612,16.923056,17,17,17.010279,11.415833,0.982778,14.132778,16.24,15.469722,16.221666,17,17,11.334167,0,1.212222,4.357778,10.691112,14.458611,13.025,9.138889,3.555278,0,0,3.107222,2.773611,0.213611,0,0,0,G9
0.0092,0.782084,0.994655,1.250605,1.382166,1.337317,1.207755,0,0,0,0,598,485,0,0,0,0,0,0,853,3373,1961,54,100,1361,1578,763,297,1831,3600,2105,235,2214,2764,3382,3600,3600,3600,2400,1855,3170,3547,3600,3600,3600,3600,2400,453,3379,3354,3004,3407,3600,3600,2400,0,98,2068,2807,2697,2378,1730,575,0,0,732,239,0,0,0,0,0,0,0,0,2.67,1.926389,0,0,0,0,0,0,3.768611,16.506111,8.973611,0.156944,0.352778,6.266111,7.310278,3.241389,0.931944,8.2875,18,10.156944,0.905556,9.896944,12.739445,16.140278,17.943333,18,18,12,8.429167,15.197222,17.292223,18,18,18,18,12,1.708889,16.2425,16.286112,14.413333,16.510834,17.32,17.935833,12,0,0.225556,8.642222,12.449445,12.220555,10.8,8.075556,2.4225,0,0,2.954444,0.794444,0,0,0,0,G9
0.0099,0.792103,1.013144,1.311636,1.397076,1.348434,1.1699,0,0,0,0,715,151,0,0,0,0,0,0,1887,3460,1811,79,0,131,122,46,117,2063,3600,2265,325,3019,3112,3570,3600,3600,3600,2400,1071,2503,3289,3523,3600,3600,3600,2400,558,2278,2932,3419,3263,3600,3600,2400,3,1112,1395,2129,3005,2306,1505,281,0,0,414,690,36,0,0,0,0,0,0,0,3.143889,0.488889,0,0,0,0,0,0,8.699445,16.872223,8.371388,0.224167,0,0.386944,0.284167,0.058056,0.288611,9.424444,18,11.038055,0.984167,13.620833,14.678889,17.086111,17.897499,17.998888,18,12,4.513889,11.234167,15.1675,16.890833,17.241388,17.424999,17.856945,11.91,2.128056,9.684444,12.783889,15.755834,15.187778,17,17,11.333333,0.001944,4.670833,5.796667,9.364445,13.441667,10.385834,6.5875,0.951389,0,0,1.726389,2.841944,0.068056,0,0,0,G9
0.009947,0.642047,1.022283,1.340071,1.405765,1.300771,1.113184,0,0,0,0,0,0,0,0,0,0,0,0,1539,2465,473,0,0,138,146,0,0,1914,3361,1074,296,2605,3052,3254,3001,3560,3600,2400,1402,2460,2904,3447,3600,3600,3600,2400,643,2611,3128,3571,3600,3600,3600,2400,138,874,2136,2781,2973,2543,1930,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.811389,11.6775,1.959167,0,0,0.422778,0.273889,0,0,8.815,16.440277,4.983333,0.958056,11.572222,13.821944,14.785833,13.860278,17.315834,18,12,6.164166,11.092778,13.285,16.051111,17,17.068611,17.788055,11.899445,2.446667,11.502222,13.623611,16.667223,16.938889,17,17,11.333333,0.483056,3.560555,8.871388,12.071944,13.404445,11.494722,8.635834,3.633055,0,0,0,0,0,0,0,0,G9
0.010154,-0.196212,0.856836,1.26107,1.239719,0,0,0,0,254,1245,0,0,0,0,425,1849,1649,2815,1382,0,0,0,1651,3421,3596,3600,3436,840,0,0,78,1255,2100,2164,3062,3172,1020,0,0,0,0,0,1463,3600,3502,538,0,0,0,0,143,3163,3600,2277,0,0,0,0,0,544,3532,2340,0,0,0,0,0,0,790,1469,0,0,1.074722,5.757222,0,0,0,0,1.697778,8.348889,7.897222,13.648334,6.491389,0,0,0,7.691945,16.603333,17.960556,18,17.070833,4.011111,0,0,0.271667,5.497222,9.945556,10.439445,15.183611,16.223612,5.023334,0,0,0,0,0,7.203333,19,18.320833,2.566667,0,0,0,0,0.635,16.446112,19,12.166667,0,0,0,0,0,2.600833,19.436111,13.002222,0,0,0,0,0,0,4.22,8.276389,G9
