@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R4,7-11,328'

@attribute Max_X numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.791949,0,1.101779,1.164798,1.033622,0,G6
0.943968,1.441407,0,0,0,1.435959,G7
1.077569,1.512567,0,0,0,0.945885,G7
3.403178,4.990539,0,0,0,4.886368,G7
1.058594,1.529192,0,0,0,0.947719,G7
1.095505,1.378714,0,0,0,1.468358,G7
1.006503,1.491614,0,0,0,0.907181,G7
1.069142,1.463503,0,0,0,1.604004,G7
0.981127,1.384676,0,0,0,1.407997,G7
0.885921,1.377965,0,0,0,1.434741,G7
0.849016,1.40404,0,0,0,1.458801,G7
1.227301,1.513531,1.713955,0,0,0.817845,G8
0.992309,1.347121,1.627224,0,0,1.385166,G8
0.677979,1.363561,1.561824,0,0,1.378832,G8
1.123231,1.190617,1.580868,0,0,1.514345,G8
0.974945,1.345059,1.558688,0,0,1.352466,G8
1.000095,1.34382,1.60452,0,0,1.389918,G8
0.930347,1.423092,1.545567,0,0,1.269851,G8
0.750694,1.361962,1.55208,0,0,1.238892,G8
0.791638,1.344062,1.543994,0,0,1.279367,G8
0.925355,1.440779,1.543733,0,0,1.336294,G8
1.127704,1.246743,1.452819,1.500554,1.225822,1.48086,G9
1.1819,1.302738,1.510524,1.530773,1.266141,1.520128,G9
1.383087,1.31206,1.510784,1.538225,1.282076,1.50265,G9
1.049647,1.230415,1.420938,1.401083,1.363209,0,G9
1.346604,1.355041,1.537422,1.556531,1.289242,1.513748,G9
1.247788,1.245336,1.471763,1.512222,1.276404,1.530633,G9
1.202673,1.293504,1.482531,1.562533,1.120492,1.54004,G9
0.883985,1.217344,1.391759,1.441124,1.271749,0,G9
1.361782,1.188197,1.440188,1.500533,1.454931,1.443262,G9
1.007664,1.13986,1.347402,1.410245,1.318829,0,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0.597382,0,1.211881,1.24072,0,0.923508,G0
0.681706,0,1.236499,1.242323,0,0.937168,G0
0.686494,0,1.242307,1.264151,0,0.943157,G0
0.505489,0,1.36152,1.035003,0,0,G0
0.809986,0,1.214831,1.244301,0,1.009818,G0
0.848038,0,1.229102,1.261844,0,0.998297,G0
0.606749,0,1.227677,1.254226,0,0.942421,G0
0.564187,0,1.229199,1.232997,0,0.922552,G0
-0.360713,0,0.999995,0,0,0,G0
0.68375,0,1.215578,1.236248,0,0.9329,G0
-0.324908,0,1.000007,0,0,0,G2
-0.244712,0,1.000002,0,0,0,G2
-0.085464,0,0.999998,0,0,0,G2
-0.302308,0,1.000004,0,0,0,G2
0,0,0,0,0,0,G2
-0.20352,0,1.000002,0,0,0,G2
-0.217339,0,1.000004,0,0,0,G2
0,0,0,0,0,0,G2
0.074399,0,1.461845,0,0,0,G2
-0.157849,0,0.999997,0,0,0,G2
0.330429,0,0,0,0,0.999991,G3
0.174462,0,0,0,0,1.000002,G3
0.285143,0,0,0,0,1.000004,G3
0.411038,0,0,0,0,0.999995,G3
0.234592,0,0,0,0,0.999996,G3
0.134083,0,0,0,0,1.000001,G3
0.04225,0,0,0,0,0.999997,G3
0.286535,0,0,0,0,0.999997,G3
0.382666,0,0,0,0,1,G3
0.296203,0,0,0,0,1.000009,G3
-0.965539,1.000001,0,0,0,0,G4
0.119147,1.372331,1.668,0,0,0,G4
0.231276,1.383623,1.664197,0,0,0,G4
-0.14338,1.126141,1.363223,0,0,0,G4
-0.373114,1.020673,1.343447,0,0,0,G4
-0.547359,0.94005,1.333877,0,0,0,G4
-0.176782,1.017405,1.317151,0,0,0,G4
0.001529,1.06515,1.362235,0,0,0,G4
-0.272443,1.080464,1.357243,0,0,0,G4
-0.230886,1.062843,1.344985,0,0,0,G4
0.092056,0,1.013643,1.050725,0,0,G5
0.274169,0,1.032925,1.083044,0,0,G5
0.224598,0,1.030936,1.066185,0,0,G5
-0.106119,0,1.000002,0,0,0,G5
0.08176,0,1.009389,1.04801,0,0,G5
0.301604,0,0.999942,1.049372,0,0,G5
0.170835,0,1,0,0,0,G5
0.11474,0,1.013852,1.049536,0,0,G5
0.10985,0,1.00959,1.051953,0,0,G5
0.018719,0,1.011949,1.050462,0,0,G5
0.413602,0,1.069799,1.140531,1.024656,0,G6
0.377758,0,1.053839,1.111896,1.003719,0,G6
0.298367,0,1.064541,1.119344,0.979428,0,G6
0.459313,0,1.031419,1.130795,1.022165,0,G6
0.491706,0,1.022672,1.12598,1.018385,0,G6
0.256337,0,1.066802,1.089841,0.964393,0,G6
0.488008,0,1.064239,1.118604,1.029358,0,G6
0.50416,0,1.110473,1.14987,1.040125,0,G6
0.457934,0,1.086356,1.142374,1.031407,0,G6
0.374892,0,1.063441,1.134378,1.008969,0,G6
0.701891,1.287261,0,0,0,1.554972,G7
-0.820075,1.000002,0,0,0,0,G7
-0.818262,0.999996,0,0,0,0,G7
0.768414,1.326048,0,0,0,1.579405,G7
0.785725,1.3565,0,0,0,1.601107,G7
1.105771,1.267816,0,0,0,1.653403,G7
0.548605,1.283911,0,0,0,1.53341,G7
0.248988,1.238984,0,0,0,1.478871,G7
0.527894,1.278292,0,0,0,1.534693,G7
0.619472,1.289287,0,0,0,1.552414,G7
0.485468,1.178685,1.736476,0,0,0.867912,G8
0.955128,1.233031,1.643405,0,0,1.501615,G8
0.766878,1.124914,1.58808,0,0,1.423372,G8
1.305254,1.32966,1.814506,0,0,0.955745,G8
0.937405,1.22103,1.65086,0,0,1.479502,G8
0.633478,1.167591,1.616635,0,0,1.445318,G8
0.961441,1.202169,1.619527,0,0,1.44999,G8
1.20847,1.220998,1.654456,0,0,1.512553,G8
1.363419,1.316147,1.766464,0,0,0.894245,G8
0.977304,1.17992,1.608859,0,0,1.442896,G8
0.835729,1.063504,1.348024,1.453747,1.335135,1.218678,G9
0.911842,1.085752,1.351897,1.465063,1.350076,1.239822,G9
1.011594,1.060902,1.340021,1.454921,1.351085,1.234772,G9
0.799858,1.088503,1.355894,1.467672,1.346907,1.227257,G9
0.800566,1.028739,1.343699,1.45118,1.346142,1.224102,G9
0.98364,1.037378,1.340765,1.449316,1.364342,1.242078,G9
0.788263,0.881227,1.329795,1.382041,1.271313,1.145699,G9
0.839511,1.070383,1.343419,1.438622,1.339336,1.22052,G9
0.599558,1.03408,1.348917,1.455608,1.333432,1.22539,G9
0.929799,1.096098,1.359502,1.471292,1.360793,1.273123,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0.445864,0,1.303218,1.226671,0,0.942775,G0
0.479034,0,1.285272,1.220221,0,0.948577,G0
0.726965,0,1.303376,1.23341,0,0.964646,G0
0.67259,0,1.231206,0.910355,0,0,G0
0.543432,0,1.327047,1.234098,0,0.958288,G0
0.349437,0,1.285273,1.221248,0,0.954208,G0
0.598121,0,1.353405,1.255785,0,1.010981,G0
0.796306,0,1.321475,1.255165,0,1.055646,G0
0.769418,0,1.309733,1.247805,0,0.995379,G0
0.614263,0,1.309379,1.236583,0,0.946313,G0
-0.012735,0,1.000006,0,0,0,G2
0.005355,0,0.999997,0,0,0,G2
0.202659,0,1,0,0,0,G2
-0.297177,0,0.999996,0,0,0,G2
-0.127664,0,0.999996,0,0,0,G2
-0.005915,0,0.999999,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
-0.106377,0,1.000003,0,0,0,G2
0.159143,0,0.999998,0,0,0,G2
0.382613,0,0,0,0,1.000001,G3
0.214919,0,0,0,0,1.000003,G3
0.182696,0,0,0,0,0.999997,G3
-0.280551,0,0,0,0,1.000003,G3
0.305531,0,0,0,0,1,G3
0.417575,0,0,0,0,1.000002,G3
0.412537,0,0,0,0,1.000002,G3
-0.067955,0,0,0,0,1.000003,G3
0.042513,0,0,0,0,0.999998,G3
0.380809,0,0,0,0,0.999995,G3
-0.909986,1.403771,1.077859,0,0,0,G4
0.087269,1.046382,1.425747,0,0,0,G4
-0.486802,1.010197,1.387631,0,0,0,G4
-0.045499,1.017092,1.426804,0,0,0,G4
0.10864,1.010686,1.432176,0,0,0,G4
-0.06354,1.064425,1.41397,0,0,0,G4
-0.314816,0.965168,1.369175,0,0,0,G4
-0.289388,1.03537,1.38954,0,0,0,G4
0.413275,0.994258,1.408788,0,0,0,G4
-0.778183,1.065706,1.385733,0,0,0,G4
0.168277,0,1.057805,1.023961,0,0,G5
0.433333,0,1.013185,1.055659,0,0,G5
-0.012718,0,1.028368,1.043869,0,0,G5
0.181923,0,0.999996,0,0,0,G5
0.490639,0,1.021789,1.042627,0,0,G5
0.315048,0,1.039431,1.04055,0,0,G5
-0.059789,0,1.027695,1.039031,0,0,G5
0,0,0,0,0,0,G5
0.287377,0,1.000004,0,0,0,G5
0.480632,0,1.000002,0,0,0,G5
0.081234,0,1.071071,1.157179,0.980482,0,G6
0.42676,0,1.066721,1.160053,0.992422,0,G6
0.172185,0,1.074112,1.138883,0.998003,0,G6
0.608557,0,1.071811,1.160296,1.012179,0,G6
0.46298,0,1.096332,1.18411,1.001411,0,G6
0.092397,0,1.088513,1.162346,0.97149,0,G6
0.192309,0,1.17806,1.035573,0,0,G6
0.647684,0,1.088253,1.164755,1.02189,0,G6
0.65487,0,1.10577,1.195883,1.037228,0,G6
0.141944,0,1.10952,1.172951,0.981334,0,G6
0.840307,1.405632,0,0,0,1.586898,G7
0.516876,1.343488,0,0,0,1.676114,G7
0.521569,0.999995,0,0,0,0,G7
0.103685,1.375523,0,0,0,1.614831,G7
0.331051,1.361859,0,0,0,1.652639,G7
0.845901,1.358044,0,0,0,1.644154,G7
0.720649,1.392347,0,0,0,1.654037,G7
0.146131,1.365423,0,0,0,1.587286,G7
0.524327,1.352644,0,0,0,1.577676,G7
0.922788,1.395535,0,0,0,1.576573,G7
0.238445,1.233086,1.517702,0,0,1.361919,G8
0.282635,1.168471,1.539806,0,0,1.426647,G8
1.082419,1.480942,1.823011,0,0,0.767173,G8
0.97525,1.301037,1.643125,0,0,1.528457,G8
0.529585,1.273307,1.716989,0,0,0.779932,G8
0.034141,1.194585,1.50724,0,0,1.377956,G8
0.226677,1.278336,1.462534,0,0,1.345177,G8
0.948481,1.385692,1.829914,0,0,0.77344,G8
0.915602,1.274838,1.63541,0,0,1.5327,G8
0.51753,1.256732,1.600498,0,0,1.488192,G8
0.779635,1.04522,1.413022,1.555251,1.41744,1.301486,G9
0.971793,1.1132,1.44218,1.553687,1.467115,1.385741,G9
1.335971,1.175203,1.475616,1.580913,1.52406,1.483663,G9
1.170982,1.216934,1.526029,1.469726,1.446932,1.518048,G9
0.487906,1.06558,1.376368,1.395556,1.301326,1.251492,G9
0.951539,1.167193,1.429559,1.591377,1.515261,1.434195,G9
1.292913,1.194579,1.476707,1.589409,1.548754,1.504313,G9
1.302239,1.125199,1.416304,1.612269,1.455944,1.386305,G9
1.366719,1.202069,1.537737,1.620034,1.296048,1.479903,G9
1.255683,1.395627,1.546052,1.643775,1.50005,1.45338,G9
-0.659883,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
-0.536885,0,0,0,0,0,G1
0.607003,0,1.19084,1.221115,0,0.9991,G0
0.621065,0,1.197044,1.215434,0,1.011723,G0
0.710747,0,1.209893,1.239591,0,1.015398,G0
0.714895,0,1.207392,1.23818,0,1.021106,G0
0.627897,0,1.196595,1.216493,0,0.996668,G0
0.637064,0,1.198102,1.215108,0,0.989863,G0
0.565185,0,1.190695,1.21742,0,0.99819,G0
0.76783,0,1.215419,1.239138,0,1.037843,G0
0.718374,0,1.196238,1.244584,0,1.028053,G0
0.639895,0,1.214795,1.238471,0,1.011251,G0
-0.186933,0,1.000001,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
-0.209282,0,0.999997,0,0,0,G2
-0.284805,0,0.999997,0,0,0,G2
-0.217091,0,0.999999,0,0,0,G2
-0.27134,0,1.000001,0,0,0,G2
-0.238138,0,1.000007,0,0,0,G2
-0.139853,0,0.999998,0,0,0,G2
-0.073909,0,0.999996,0,0,0,G2
0.344561,0,0,0,0,0.677421,G3
0.398717,0,0,0,0,0.676001,G3
0.487774,0,0,0,0,0.63883,G3
0.449431,0,0,0,0,1.000005,G3
0.213496,0,0,0,0,1.000011,G3
0.262937,0,0,0,0,0.999991,G3
0.214955,0,0,0,0,0.999996,G3
0.449552,0,0,0,0,0.999998,G3
1.710599,0,0,0,0,1.873151,G3
0.708482,0,0,0,0,0.513303,G3
-0.426197,1.102458,1.321397,0,0,0,G4
-0.069536,1.111164,1.427663,0,0,0,G4
0.022753,1.353226,1.734763,0,0,0,G4
0.059144,1.332774,1.728884,0,0,0,G4
-0.263844,1.109319,1.380263,0,0,0,G4
-0.3073,1.106926,1.337163,0,0,0,G4
-0.275646,1.206625,1.483582,0,0,0,G4
0.023907,1.319394,1.722002,0,0,0,G4
0.069277,1.358606,1.761272,0,0,0,G4
-0.38037,1.090415,1.347179,0,0,0,G4
0.288046,0,1.398993,1.428231,0,0,G5
0.317447,0,1.368965,1.440696,0,0,G5
0.074045,0,0.985748,1.052272,0,0,G5
0.209435,0,1.381444,1.420506,0,0,G5
-0.005151,0,0.99319,1.039758,0,0,G5
-0.069441,0,1.011551,1.023963,0,0,G5
-0.034059,0,0.995072,1.042732,0,0,G5
0.042963,0,1.011494,1.032752,0,0,G5
0.084807,0,1.013098,1.030199,0,0,G5
0.041713,0,1.014149,1.031285,0,0,G5
0.199688,0,1.07362,1.116843,0.989378,0,G6
0.187067,0,1.046032,1.119525,0.977637,0,G6
0.369454,0,1.046189,1.107841,1.01633,0,G6
0.352403,0,1.095198,1.144728,1.005334,0,G6
0.266749,0,1.042029,1.117519,0.997253,0,G6
0.20345,0,1.052884,1.09585,0.996856,0,G6
0.146607,0,1.053466,1.107623,0.987629,0,G6
0.219407,0,1.060614,1.130924,0.977485,0,G6
0.332046,0,1.111569,1.153283,1.017258,0,G6
0.30911,0,1.09891,1.126585,1.000797,0,G6
0.850724,1.336326,0,0,0,1.517225,G7
1.075712,1.480992,0,0,0,1.577947,G7
1.098629,1.485256,0,0,0,1.56257,G7
1.016533,1.443483,0,0,0,1.540926,G7
1.116785,1.520005,0,0,0,0.951243,G7
1.353137,1.660867,0,0,0,0.971611,G7
1.241883,1.573264,0,0,0,0.966584,G7
1.089298,1.441291,0,0,0,1.576434,G7
0.953686,1.374609,0,0,0,1.533905,G7
0.885284,1.346359,0,0,0,1.537203,G7
0.580094,1.119401,1.506353,0,0,1.333788,G8
0.478482,1.272457,1.511529,0,0,1.30644,G8
0.647255,1.330734,1.525214,0,0,1.324132,G8
0.676838,1.238372,1.540898,0,0,1.320113,G8
0.713781,1.252033,1.536799,0,0,1.359814,G8
0.707518,1.253103,1.530535,0,0,1.352227,G8
0.809132,1.271468,1.551594,0,0,1.356553,G8
0.647453,1.297893,1.53716,0,0,1.349271,G8
0.671939,1.369603,1.661861,0,0,0.829099,G8
0.809869,1.326226,1.798756,0,0,0.840919,G8
1.007206,1.141037,1.426816,1.464755,1.40156,1.285651,G9
0.834694,1.121219,1.335734,1.411441,1.359949,1.180722,G9
0.855786,1.152194,1.352653,1.398616,1.336037,1.189417,G9
0.914123,1.140257,1.334394,1.3984,1.35906,1.214767,G9
0.938263,1.181397,1.366407,1.411318,1.356203,1.22109,G9
0.866689,1.186563,1.388522,1.422032,1.354662,1.225709,G9
0.844801,1.14078,1.349767,1.388204,1.341968,1.203915,G9
0.877421,1.124799,1.341841,1.387015,1.340088,1.208225,G9
0.827236,1.134763,1.372696,1.403017,1.359743,1.193802,G9
0.825258,1.056555,1.403303,1.435419,1.369715,1.223765,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0.697043,0,1.263169,0.905441,0,0,G0
0.355125,0,1.174808,1.154556,0,0.851191,G0
0.061216,0,1.235251,1.207741,0,0.85527,G0
0.555953,0,1.203603,1.147921,0,0.873536,G0
0.52277,0,1.191399,1.172425,0,0.805135,G0
0.292447,0,1.229783,1.208255,0,0.789636,G0
0.213229,0,1.240689,1.205644,0,0.776974,G0
0.544974,0,1.248703,1.221396,0,0.980485,G0
0.659414,0,1.231143,1.206665,0,0.959572,G0
0.45662,0,1.282822,1.216554,0,0.908363,G0
0,0,0,0,0,0,G2
-0.423096,0,0.999997,0,0,0,G2
0.81831,0,1.124412,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
-0.144776,0,0.98697,0,0,0,G2
0,0,0,0,0,0,G2
-0.572159,0,1,0,0,0,G2
-0.433531,0,0.999997,0,0,0,G2
-0.089519,0,1.000006,0,0,0,G2
0.258719,0,0,0,0,1.000001,G3
0.242,0,0,0,0,0.999998,G3
0.098345,0,0,0,0,0.999996,G3
0.004216,0,0,0,0,0.999995,G3
0.38494,0,0,0,0,1.000006,G3
0.549606,0,0,0,0,1.000002,G3
0.19082,0,0,0,0,1.000007,G3
-0.10305,0,0,0,0,1.000003,G3
0.435361,0,0,0,0,1.000001,G3
0.591228,0,0,0,0,1.000003,G3
-0.412135,1.127723,1.438707,0,0,0,G4
0.03018,1.20265,1.413028,0,0,0,G4
-0.259703,1.176158,1.41139,0,0,0,G4
-0.219504,1.131922,1.428605,0,0,0,G4
0.053486,1.152086,1.411474,0,0,0,G4
-0.247856,1.137274,1.432004,0,0,0,G4
-0.551376,1.127271,1.418403,0,0,0,G4
-0.395145,1.135166,1.421814,0,0,0,G4
0.214681,1.402959,1.786024,0,0,0,G4
0.042194,1.367277,1.779258,0,0,0,G4
0.041601,0,1.037004,1.052154,0,0,G5
0.078482,0,1.04892,1.039455,0,0,G5
0.294631,0,1.046127,1.034091,0,0,G5
0.21038,0,1.467118,1.407771,0,0,G5
0.427865,0,1.04881,1.042575,0,0,G5
0.006204,0,1.044513,1.046121,0,0,G5
-0.143872,0,1.041604,1.051411,0,0,G5
0.101422,0,1.010867,1.059051,0,0,G5
0.569412,0,1.015758,1.053766,0,0,G5
0.213745,0,1.02888,1.054142,0,0,G5
0.224582,0,1.078599,1.087119,0.970918,0,G6
0.13325,0,1.05309,1.13072,1.001226,0,G6
0.241294,0,1.053491,1.088464,1.009859,0,G6
0.11027,0,1.081533,1.074064,1.015262,0,G6
0.106367,0,1.07571,1.120029,0.999058,0,G6
0.621728,0,1.089879,1.113773,1.021398,0,G6
0.52339,0,1.091211,1.083944,1.026483,0,G6
0.442841,0,1.10358,1.046821,1.026198,0,G6
0.556809,0,1.408338,1.424996,1.268972,0,G6
0.5139,0,1.084698,1.084577,0.997604,0,G6
0.730335,1.581852,0,0,0,1.082564,G7
-0.055232,1.400468,0,0,0,1.028768,G7
-0.074309,1.474611,0,0,0,1.566145,G7
0.459548,1.476698,0,0,0,1.486528,G7
0.156306,1.485398,0,0,0,1.479544,G7
-0.011124,1.466047,0,0,0,1.524135,G7
0.05508,1.434894,0,0,0,1.086611,G7
0.818824,1.715083,0,0,0,1.019161,G7
0.268694,1.48921,0,0,0,1.102805,G7
0.520851,1.532255,0,0,0,1.101625,G7
0.443635,1.268949,1.461206,0,0,1.205943,G8
0.09077,1.190495,1.407987,0,0,1.241253,G8
0.468985,1.285364,1.456353,0,0,1.284125,G8
-0.164005,1.155763,1.388171,0,0,1.214401,G8
0.428036,1.268601,1.431441,0,0,1.281823,G8
0.147076,1.186135,1.420753,0,0,1.211725,G8
0.576803,1.294464,1.461876,0,0,1.214533,G8
0.1909,1.247345,1.437789,0,0,1.184131,G8
0.145891,1.223435,1.438795,0,0,1.172831,G8
0.510261,1.313305,1.46953,0,0,1.196964,G8
1.06497,1.358985,1.468,1.510537,1.474162,1.317961,G9
0.895018,1.25838,1.43771,1.439377,1.458293,1.222226,G9
0.595696,1.384144,1.468371,1.484027,1.478218,1.284123,G9
1.069266,1.274776,1.416999,1.474249,1.473401,1.261477,G9
0.8561,1.278242,1.432227,1.470419,1.458413,1.258567,G9
0.490497,1.277438,1.38925,1.452144,1.423291,1.234741,G9
1.025218,1.292867,1.429027,1.472295,1.473101,1.292767,G9
0.925737,1.299005,1.445554,1.451764,1.466053,1.293662,G9
0.775444,1.270524,1.407146,1.472081,1.439067,1.280406,G9
1.016059,1.318799,1.431288,1.494535,1.513928,1.332446,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
-0.008628,0,0.981177,1.071872,0,0,G0
0.509244,0,1.192112,1.223413,0,0.905172,G0
0.594434,0,1.167835,1.22597,0,0.922289,G0
0.44082,0,1.168781,1.238753,0,0.888573,G0
0.351001,0,1.180257,1.218329,0,0.889215,G0
0.321227,0,1.177014,1.218772,0,0.902208,G0
0.324205,0,1.184648,1.211007,0,0.892205,G0
0.545601,0,1.177797,1.23934,0,0.9321,G0
0.559776,0,1.178413,1.256731,0,0.925308,G0
0.567607,0,1.174436,1.23618,0,0.91835,G0
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
-0.248304,0,1.000002,0,0,0,G2
-0.362474,0,0.999996,0,0,0,G2
0,0,0,0,0,0,G2
-0.351167,0,0.999998,0,0,0,G2
-0.078576,0,1.492909,0,0,0,G2
-0.133472,0,1.000005,0,0,0,G2
-0.251653,0,0.999995,0,0,0,G2
0.190275,0,0,0,0,1.000001,G3
0.187176,0,0,0,0,0.999999,G3
0.325798,0,0,0,0,0.909909,G3
0.436097,0,0,0,0,0.90564,G3
0.1556,0,0,0,0,0.999994,G3
0.222859,0,0,0,0,0.999998,G3
0.309264,0,0,0,0,0.999996,G3
0.511787,0,0,0,0,0.925219,G3
0.472732,0,0,0,0,0.956482,G3
0.25354,0,0,0,0,1.000001,G3
-0.000021,1.300291,1.606227,0,0,0,G4
-0.102365,1.102238,1.425639,0,0,0,G4
0.120058,1.314867,1.715055,0,0,0,G4
-0.286956,1.044762,1.391796,0,0,0,G4
-0.310827,1.035076,1.379055,0,0,0,G4
-0.230822,1.043829,1.342581,0,0,0,G4
-0.228206,1.060678,1.33467,0,0,0,G4
-0.186455,1.061323,1.360091,0,0,0,G4
-0.296336,1.047741,1.314823,0,0,0,G4
0.03582,1.297084,1.611156,0,0,0,G4
0.139558,0,1.003864,1.059419,0,0,G5
0.147804,0,1.014066,1.041099,0,0,G5
0.222824,0,0.976346,1.081047,0,0,G5
0.347617,0,1.344843,0.497833,0,0,G5
0.102128,0,1.023299,1.041814,0,0,G5
-0.028735,0,1.031535,1.034033,0,0,G5
-0.027244,0,1.020037,1.032736,0,0,G5
-0.057109,0,1.032052,1.020527,0,0,G5
0.043641,0,1.006811,1.056133,0,0,G5
0.054236,0,1.027142,1.03471,0,0,G5
0.389652,0,1.13585,1.234157,1.116987,0,G6
0.350061,0,1.075808,1.142718,1.004215,0,G6
0.478049,0,1.063225,1.165898,1.034975,0,G6
0.492278,0,1.075843,1.161775,1.027016,0,G6
0.141816,0,1.0754,1.14515,1.009935,0,G6
0.147993,0,1.069415,1.146625,1.001902,0,G6
0.180721,0,1.063831,1.153135,1.000577,0,G6
0.414376,0,1.076611,1.133085,1.045004,0,G6
0.364131,0,1.081429,1.174044,1.018515,0,G6
0.470769,0,1.146632,1.222686,1.082586,0,G6
1.317109,1.728891,0,0,0,1.026845,G7
1.153869,1.706827,0,0,0,1.905124,G7
1.214387,1.677761,0,0,0,1.827751,G7
1.065491,1.627714,0,0,0,1.771544,G7
0.879429,1.583509,0,0,0,1.692066,G7
1.01482,1.668448,0,0,0,0.941109,G7
1.369463,1.773585,0,0,0,1.925213,G7
1.432197,1.801704,0,0,0,1.938152,G7
1.249366,1.710936,0,0,0,0.986897,G7
1.081735,1.629021,0,0,0,1.065551,G7
0.545486,1.185297,1.539258,0,0,1.445259,G8
0.99161,1.385235,1.658412,0,0,1.615292,G8
1.115991,1.457822,1.646045,0,0,1.615611,G8
0.982328,1.381449,1.663945,0,0,1.603975,G8
0.803399,1.398509,1.632785,0,0,1.512784,G8
1.208049,1.422671,1.656072,0,0,1.643406,G8
1.180364,1.4707,1.655904,0,0,1.582127,G8
1.076684,1.408519,1.602721,0,0,1.555596,G8
0.999644,1.398904,1.607905,0,0,1.570874,G8
0.707696,1.297639,1.582314,0,0,1.49802,G8
1.027946,1.298248,1.372002,1.49982,1.452602,1.326569,G9
0.892321,1.314339,1.382829,1.497296,1.431466,1.274227,G9
0.872778,1.232853,1.343429,1.465656,1.414462,1.259822,G9
-0.985285,1.000003,0,0,0,0,G9
0.988456,1.26436,1.416469,1.536113,1.48365,1.388549,G9
0.866844,1.297809,1.374653,1.489156,1.438489,1.321989,G9
0.99683,1.273748,1.375719,1.510693,1.456408,1.353357,G9
0.891538,1.229064,1.362705,1.49485,1.433264,1.300807,G9
1.019123,1.277216,1.359497,1.491448,1.464499,1.326558,G9
1.063152,1.323644,1.382461,1.521984,1.479063,1.33861,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0.886732,0,1.415596,1.228306,0,0,G0
0.547338,0,1.347049,1.15529,0,0.902442,G0
0.351789,0,1.327285,1.127404,0,0.846925,G0
0.546105,0,1.230889,0.934838,0,0,G0
0.874791,0,1.35696,1.113161,0,0,G0
0.72639,0,1.143781,1.349917,0,1.011896,G0
0.537521,0,1.237109,0.945514,0,0,G0
0.671723,0,1.172778,1.312651,0,0.974415,G0
0.73589,0,1.229251,1.252329,0,1.0002,G0
0.455441,0,1.213165,1.263301,0,0.965019,G0
-0.395436,0,0.999999,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
-0.266284,0,0.999998,0,0,0,G2
-0.467012,0,1,0,0,0,G2
-0.568667,0,1.000001,0,0,0,G2
-0.449082,0,1,0,0,0,G2
0,0,0,0,0,0,G2
-0.292297,0,1,0,0,0,G2
-0.468907,0,1,0,0,0,G2
0.439831,0,0,0,0,0.716933,G3
0.448974,0,0,0,0,1.081046,G3
0,0,0,0,0,0,G3
0.350008,0,0,0,0,0.992617,G3
0.473491,0,0,0,0,0.963271,G3
0.117314,0,0,0,0,0.999998,G3
0.036763,0,0,0,0,1.000006,G3
0.189415,0,0,0,0,0.746961,G3
0.369277,0,0,0,0,0.718604,G3
