@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R3,194-199,328'

@attribute ratio numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.019888,0.02965,0.046506,0.029725,0.013842,0,0,G6
1,0.079037,0.053266,0.034544,0.025225,0,0,G6
0.019445,0.044441,0.049047,0.033499,0,0,0,G6
0.019722,0.040386,0.094446,0.035459,0.013912,0.013173,0.01471,G6
0.024261,0.028733,0.058806,0.027273,0,0,0,G6
0.021595,0.025884,0.04791,0.01649,0.058024,0,0,G6
1,0.029315,0.02152,0.022043,0,0,0,G6
1,0.048407,0.037381,0.0307,0.03857,0,0,G6
0.020074,0.012353,0.022959,0.022413,0.046511,0.014131,0.021528,G6
0.016136,0.077569,0.058698,0.028314,0.051524,0,0,G7
0.012156,0.087576,0,0,0,0,0,G7
0,0.045947,0.031911,0.169051,0,0,0,G7
1,0.021192,0.053166,0.021521,0.010719,0,0,G7
0.010072,0.158146,0.020651,0.067882,0,0,0,G7
0.010905,0.131611,0.023236,0.081782,0,0,0,G7
0,0.08015,0.075455,0.041498,0,0,0,G7
0.010467,0.052957,0.23154,0.046168,0,0,0,G7
0.010653,0.105861,0.049744,0.04009,0.062553,0,0,G7
0.01051,0.081347,0.045504,0.023378,0.058166,0,0,G7
0.010541,0.222161,0.141821,0.021714,0,0,0,G8
0.011822,0.165012,0,0,0,0,0,G8
0.015422,0.134545,0.136397,0.015432,0,0,0,G8
0.017883,0.169541,0.144611,0,0,0,0,G8
0.011711,0.017317,0.173139,0.138651,0,0,0,G8
0.011191,0.01102,0.22605,0.154705,0,0,0,G8
0.011619,0.017157,0.235742,0.170546,0,0,0,G8
0.015418,0.175657,0.154451,0,0,0,0,G8
0.010716,0.179786,0.132056,0.017482,0.025373,0,0,G8
0.011375,0.272516,0.16155,0.017605,0,0,0,G8
0.009301,0.11756,0.06276,0.056517,0.168186,0.014849,0,G9
0.010669,0.074531,0.046179,0.06624,0.167531,0.013088,0.039542,G9
0.009081,0.029451,0.085024,0.039712,0.070155,0.169302,0.011281,G9
0.009167,0.030574,0.089074,0.037401,0.057434,0.140262,0.010266,G9
0.009374,0.167284,0.078234,0.227838,0.018591,0,0,G9
0.010555,0.041132,0.023717,0.012495,0.133241,0.0207,0.012991,G9
0.009925,0.013355,0.034694,0.018209,0.056481,0.202196,0.010361,G9
0.009157,0.028552,0.050313,0.026665,0.053848,0.153546,0,G9
0.009493,0.088584,0.013867,0.127188,0.026184,0.042168,0,G9
0.009193,0.099628,0.052271,0.056264,0.178441,0.042987,0,G9
0,0,0,0,0,0,0,G1
0,0.014685,0.011329,0.017907,0,0,0,G1
0,0.017319,0,0,0,0,0,G1
0,0.006079,0.008616,0.006072,0,0,0,G1
0,0.031622,0.009928,0.017308,0.007722,0,0,G1
1,0.012164,0.021767,0,0,0,0,G1
0,0.01546,0.009839,0.01751,0.015318,0,0,G1
0,0.007603,0.013269,0.010131,0,0,0,G1
0,0.00704,0.012547,0,0,0,0,G1
0,0.00915,0.00731,0.01077,0,0,0,G1
0.011755,0.160838,0.143015,0.07774,0.023406,0,0,G0
0.012031,0.113109,0.154799,0.048294,0,0,0,G0
0.012075,0.134225,0.13461,0.042284,0,0,0,G0
0.011871,0.134561,0.124024,0.051909,0,0,0,G0
0.012626,0.122645,0.145882,0.068131,0.035295,0,0,G0
0.011668,0.178185,0.139907,0.039995,0,0,0,G0
0.011908,0.109758,0.143902,0.081285,0.041644,0,0,G0
0.012328,0.139599,0.142845,0.050613,0,0,0,G0
0.012007,0.15125,0.134872,0.080949,0.034807,0,0,G0
0.011619,0.013565,0.198247,0.145854,0.026641,0,0,G0
0,0.229872,0.026971,0,0,0,0,G2
0,0.144551,0.061462,0,0,0,0,G2
0,0.221202,0.403517,0,0,0,0,G2
0,0.17733,0.056141,0,0,0,0,G2
0,0.1522,0.041639,0,0,0,0,G2
0,0.131601,0.076017,0,0,0,0,G2
0,0.213502,0.050159,0,0,0,0,G2
0,0.162332,0.062349,0,0,0,0,G2
0,0.258438,0.057405,0,0,0,0,G2
0,0.132764,0.101529,0,0,0,0,G2
1,0.031585,0.015863,0.180873,0.044005,0,0,G3
1,0.040515,0.183271,0.011923,0.032245,0,0,G3
1,0.01887,0.153738,0.021509,0.012874,0,0,G3
1,0.027473,0.010755,0.161228,0.008339,0.035852,0,G3
0,0.011004,0.131257,0.026627,0.014616,0,0,G3
0,0.009026,0.010394,0.175483,0.035048,0,0,G3
0,0.156984,0.029544,0,0,0,0,G3
1,0.137586,0.014173,0.018793,0,0,0,G3
1,0.008357,0.183949,0.02782,0,0,0,G3
1,0.054227,0.153843,0.021646,0,0,0,G3
0.010671,0.208507,0.441764,0,0,0,0,G4
0.010359,0.22717,0.467176,0,0,0,0,G4
0.011767,0.21268,0.425981,0.014644,0.017717,0,0,G4
1,0.240677,0.439796,0,0,0,0,G4
0.015074,0.183864,0.414006,0.015111,0,0,0,G4
1,0.01305,0.183227,0.420624,0.015969,0,0,G4
0.010832,0.215279,0.402596,0.019952,0,0,0,G4
0.009896,0.210641,0.489493,0,0,0,0,G4
0.010102,0.294172,0.474295,0,0,0,0,G4
0.010755,0.22612,0.406902,0.023859,0,0,0,G4
0.019291,0.098803,0.137681,0.059631,0,0,0,G5
1,0.013035,0.109949,0.198056,0.049492,0,0,G5
1,0.09713,0.193947,0.046311,0,0,0,G5
0,0.093008,0.211486,0.065057,0,0,0,G5
0.017318,0.085675,0.177976,0.047932,0.017391,0,0,G5
0.016626,0.101045,0.15187,0.055613,0,0,0,G5
0.01844,0.082481,0.155916,0.073967,0.013582,0,0,G5
0.020647,0.016438,0.057066,0.147257,0.082327,0,0,G5
0,0.119244,0.174062,0.066785,0.014764,0,0,G5
0.018844,0.103023,0.190284,0.067666,0,0,0,G5
0.013852,0.024089,0.081155,0.128537,0.047583,0,0,G6
0.013305,0.033337,0.08921,0.110659,0.04385,0,0,G6
0.014167,0.068291,0.133353,0.031433,0.050189,0,0,G6
0.014455,0.033046,0.081861,0.125059,0.017751,0,0,G6
0.013917,0.04286,0.068441,0.12168,0.023088,0.014197,0,G6
0.01544,0.031789,0.112256,0.117082,0.016007,0.017098,0,G6
0.020546,0.07513,0.065625,0.136752,0.065151,0,0,G6
0.012939,0.037177,0.13662,0.099675,0.014752,0,0,G6
0.013425,0.079661,0.148357,0.138765,0.04558,0,0,G6
0.014434,0.029401,0.107099,0.109842,0.024921,0,0,G6
0.010607,0.013094,0.258813,0,0,0,0,G7
0.010792,0.276278,0.013021,0,0,0,0,G7
0.039201,0.276337,0.013786,0,0,0,0,G7
0.011007,0.245995,0,0,0,0,0,G7
0.010328,0.010692,0.260421,0.016227,0,0,0,G7
0.011457,0.011452,0.235306,0,0,0,0,G7
0.012013,0.240021,0.013823,0.008803,0,0,0,G7
0.010542,0.013293,0.258684,0,0,0,0,G7
0.011021,0.240275,0.008148,0,0,0,0,G7
0.010978,0.249499,0.009718,0,0,0,0,G7
0.011977,0.202368,0.163126,0.010903,0.014196,0,0,G8
0.010943,0.018153,0.258437,0.189407,0.012594,0,0,G8
0.010353,0.19551,0.137525,0.00833,0,0,0,G8
0.011148,0.009952,0.202194,0.172699,0.008811,0,0,G8
0.010735,0.203699,0.178581,0.010374,0,0,0,G8
0.011378,0.172461,0.180409,0,0,0,0,G8
0.010599,0.161304,0.184781,0.012926,0,0,0,G8
0.010973,0.162495,0.163006,0.009333,0,0,0,G8
0.010902,0.175679,0.178241,0.014271,0,0,0,G8
0.01119,0.102429,0.129435,0.010032,0,0,0,G8
0.00869,0.034962,0.146766,0.132273,0.227707,0,0,G9
0.008805,0.050796,0.146996,0.143411,0.225375,0.014513,0.01098,G9
0.00888,0.048962,0.136651,0.133179,0.219586,0.013841,0,G9
0.008157,0.037373,0.147712,0.131658,0.216957,0.010832,0,G9
0.008863,0.069743,0.150869,0.149215,0.24443,0.0128,0,G9
0.008569,0.046753,0.128857,0.126878,0.242057,0.01271,0,G9
0.008891,0.050191,0.143991,0.152309,0.249722,0.011335,0,G9
0.008414,0.038221,0.12683,0.137759,0.202228,0.015213,0,G9
0.008162,0.021628,0.058043,0.093265,0.191235,0.010247,0.010172,G9
0.008259,0.029124,0.121578,0.119524,0.225274,0.009847,0,G9
0,0.009174,0.03151,0.008104,0,0,0,G1
0,0.015896,0,0,0,0,0,G1
0,0.015914,0.007877,0.006809,0,0,0,G1
0,0.014292,0,0,0,0,0,G1
0,0.014128,0.007474,0.007914,0,0,0,G1
0,0.009001,0.013907,0.009523,0,0,0,G1
0,0.011232,0.009956,0.040261,0,0,0,G1
0,0.021949,0.007684,0.011224,0,0,0,G1
0,0.036543,0,0,0,0,0,G1
0,0.008398,0,0,0,0,0,G1
0.010997,0.3229,0.151323,0.050418,0.026145,0.026539,0,G0
0.010501,0.120485,0.225142,0.084353,0,0,0,G0
0.010776,0.132551,0.236547,0.044396,0,0,0,G0
0.011858,0.029272,0.329722,0.13543,0.083921,0.024759,0,G0
0.01071,0.39895,0.188043,0.047352,0.010496,0.01518,0,G0
0.010442,0.162364,0.21552,0.057853,0,0,0,G0
0.010727,0.111769,0.195403,0.093288,0,0,0,G0
0.011027,0.026376,0.273115,0.116081,0.067263,0.015174,0,G0
1,0.371653,0.176711,0.050284,0.019455,0.023137,0,G0
0.011043,0.027683,0.27445,0.124702,0.031859,0,0,G0
1,0.092828,0.108148,0.019975,0,0,0,G2
1,0.11814,0.100094,0.020869,0.014534,0,0,G2
1,0.139616,0.055472,0.03348,0,0,0,G2
1,0.179843,0.078515,0.014661,0,0,0,G2
0,0.105018,0.064468,0.013451,0,0,0,G2
1,0.106407,0.059164,0.013623,0,0,0,G2
1,0.084825,0.12706,0,0,0,0,G2
0,0.015312,0.112113,0.075282,0,0,0,G2
0.016282,0.015727,0.152852,0.050806,0,0,0,G2
1,0.149972,0.065532,0.018749,0.040769,0,0,G2
1,0.111528,0.124538,0.009998,0.014141,0,0,G3
1,0.042152,0.086763,0,0,0,0,G3
1,0.014981,0.103981,0.014857,0,0,0,G3
1,0.02868,0.109289,0.021872,0,0,0,G3
1,0.107183,0.112944,0.012322,0,0,0,G3
1,0.093644,0.126677,0,0,0,0,G3
1,0.152477,0.114727,0.010679,0.018667,0,0,G3
1,0.133792,0.013104,0.018009,0.06436,0,0,G3
1,0.024146,0.147572,0,0,0,0,G3
1,0.060738,0.13369,0.009963,0.011708,0,0,G3
1,0.119185,0.313992,0,0,0,0,G4
0.014551,0.114681,0.326883,0.012501,0.020483,0,0,G4
0.014566,0.015864,0.132537,0.335766,0.010687,0,0,G4
0.010941,0.09779,0.330036,0,0,0,0,G4
0.011182,0.083814,0.299355,0,0,0,0,G4
0.011336,0.074495,0.287972,0,0,0,0,G4
0.011666,0.010965,0.103982,0.316054,0.011266,0,0,G4
0.011657,0.13734,0.320783,0.014874,0,0,0,G4
0.01138,0.125552,0.35243,0,0,0,0,G4
0.011634,0.019276,0.119004,0.324657,0.012442,0,0,G4
0.019664,0.158723,0.172399,0.092922,0.016033,0.019506,0,G5
0.014532,0.157404,0.23791,0.083207,0.024168,0,0,G5
0.015604,0.127825,0.225154,0.076499,0.020051,0,0,G5
1,0.122847,0.136383,0.088688,0.029566,0,0,G5
0.020069,0.119933,0.152751,0.102345,0,0,0,G5
0.021022,0.136456,0.187054,0.047733,0.014279,0.011239,0,G5
1,0.138982,0.183376,0.068399,0.014283,0.028099,0,G5
0.019412,0.238001,0.167612,0.077749,0,0,0,G5
0.01963,0.16686,0.181136,0.081185,0.028702,0,0,G5
0.019562,0.015751,0.563731,0.018464,0.012662,0.018216,0,G5
0.013107,0.033826,0.129194,0.170006,0.065157,0,0,G6
0.01544,0.015,0.03223,0.01803,0.136017,0.034659,0,G6
0.015718,0.024995,0.027559,0.148342,0.057719,0,0,G6
0.014902,0.032191,0.090413,0.115902,0.028133,0.028125,0,G6
0.015318,0.03313,0.079115,0.125766,0.038269,0,0,G6
0.01588,0.025501,0.034019,0.101144,0.056371,0.031551,0,G6
0.013119,0.013622,0.040736,0.133499,0.142899,0.036252,0,G6
0.011717,0.045837,0.125417,0.204178,0.057283,0,0,G6
0.012431,0.049106,0.16995,0.125454,0.060602,0,0,G6
0.01289,0.023899,0.12609,0.15256,0.067728,0,0,G6
0.0116,0.364561,0,0,0,0,0,G7
1,0.309879,0.009499,0,0,0,0,G7
1,0.358246,0,0,0,0,0,G7
0.011294,0.385108,0,0,0,0,0,G7
0.010973,0.366598,0,0,0,0,0,G7
0.011744,0.022577,0.363042,0,0,0,0,G7
0.011559,0.3242,0,0,0,0,0,G7
0.011198,0.068914,0.324902,0,0,0,0,G7
0.011495,0.012467,0.353028,0.010649,0,0,0,G7
0.01161,0.341054,0.009387,0,0,0,0,G7
0.01214,0.017861,0.279351,0.190529,0,0,0,G8
0.010342,0.03297,0.370194,0.231746,0,0,0,G8
0.010344,0.023666,0.374387,0.212148,0.010494,0,0,G8
0.01162,0.40092,0.226634,0.01232,0.032763,0,0,G8
0.010689,0.038537,0.376549,0.216084,0.01599,0,0,G8
0.010542,0.030205,0.012034,0.336737,0.199474,0,0,G8
0.010133,0.483785,0.268521,0.014529,0.031905,0,0,G8
0.010362,0.523681,0.305029,0.021599,0.024757,0,0,G8
0.011198,0.501704,0.282904,0.043095,0,0,0,G8
0.010683,0.03478,0.37181,0.21124,0.011933,0,0,G8
0.009401,0.019654,0.107871,0.03971,0.052627,0.192632,0.009273,G9
0.009056,0.027605,0.11482,0.049578,0.067621,0.222463,0,G9
0.00916,0.021069,0.121128,0.045886,0.073718,0.216119,0,G9
0.009228,0.021618,0.120869,0.040128,0.065613,0.208413,0,G9
0.00918,0.02843,0.099625,0.032208,0.058031,0.190472,0,G9
0.009104,0.01897,0.11048,0.044992,0.06597,0.217642,0,G9
0.009687,0.017514,0.080148,0.045449,0.025271,0.161658,0,G9
0.009032,0.024484,0.122845,0.062528,0.064636,0.199202,0,G9
0.009112,0.021105,0.114685,0.039307,0.068787,0.191199,0,G9
0.009408,0.013229,0.117536,0.058627,0.063981,0.205842,0,G9
0,0.006434,0.03306,0.01014,0,0,0,G1
0,0.017905,0.020957,0.042117,0,0,0,G1
0,0.009682,0.019721,0.022148,0,0,0,G1
0,0.012041,0.038868,0.006644,0.024254,0,0,G1
0,0.019074,0.018087,0.017479,0.093261,0,0,G1
0,0.018977,0.040587,0.010226,0,0,0,G1
0,0.006831,0.015241,0.006329,0.00628,0,0,G1
0,0.072555,0.043551,0,0,0,0,G1
0,0.041943,0.016844,0.011392,0.00838,0,0,G1
0,0.032021,0.012032,0.013567,0.01328,0,0,G1
0.010461,0.161865,0.122732,0.075245,0.063647,0.015337,0,G0
0.010363,0.198893,0.096631,0.044613,0.035804,0.021771,0,G0
0.010171,0.263855,0.131488,0.080182,0.183577,0,0,G0
0.015402,0.362821,0.202259,0.05721,0.065538,0,0,G0
0.010308,0.331044,0.199126,0.077836,0.012492,0.057291,0,G0
0.010317,0.055386,0.247751,0.12458,0.132494,0.011445,0,G0
0.010817,0.126952,0.135435,0.08897,0.055633,0,0,G0
0.010496,0.350398,0.230994,0.0903,0.012157,0.030761,0,G0
0.010388,0.392346,0.220426,0.071737,0.021317,0,0,G0
0.010418,0.34794,0.213838,0.119861,0.013771,0.035573,0,G0
1,0.041611,0.099197,0.025452,0.032569,0,0,G2
1,0.191396,0.06632,0.039555,0,0,0,G2
1,0.200556,0.035052,0.048308,0,0,0,G2
1,0.191068,0.095693,0,0,0,0,G2
1,0.172595,0.028832,0.046066,0,0,0,G2
1,0.064013,0.07198,0.052619,0,0,0,G2
0,0.042038,0.161115,0.051038,0,0,0,G2
0,0.043665,0.117527,0.073055,0.016104,0,0,G2
1,0.200838,0.022322,0,0,0,0,G2
1,0.253184,0.022139,0,0,0,0,G2
1,0.073133,0.028589,0.027397,0.133925,0,0,G3
1,0.20085,0.087453,0.016467,0.039285,0,0,G3
1,0.09859,0.174929,0.012966,0.015349,0.016337,0,G3
1,0.096157,0.111793,0.018293,0,0,0,G3
1,0.082113,0.195007,0.01826,0.017857,0.009884,0,G3
1,0.187331,0.016032,0.029455,0.059591,0,0,G3
1,0.076835,0.013886,0.012444,0.183881,0,0,G3
1,0.180672,0.086565,0.013423,0,0,0,G3
1,0.136115,0.115555,0.015713,0,0,0,G3
1,0.078793,0.205501,0.021901,0.015442,0,0,G3
0.011639,0.021275,0.12483,0.195426,0.063881,0.024008,0,G4
0.011862,0.266307,0.265215,0.038289,0,0,0,G4
0.011523,0.192603,0.266882,0.025635,0.016409,0,0,G4
0.011721,0.206758,0.290949,0.019462,0,0,0,G4
0.012125,0.136338,0.255844,0.012667,0,0,0,G4
0.011791,0.213199,0.308954,0.028107,0,0,0,G4
0.011351,0.210052,0.27431,0.037031,0,0,0,G4
0.011431,0.622647,0.015926,0,0,0,0,G4
0.011824,0.206582,0.214006,0.045111,0.014379,0,0,G4
0.011446,0.131386,0.206998,0.045061,0.032424,0,0,G4
0.016832,0.201266,0.132807,0.049866,0.019637,0,0,G5
0.016675,0.150919,0.1982,0.040278,0.020515,0,0,G5
0.017061,0.105979,0.224409,0.096437,0,0,0,G5
1,0.233925,0.144581,0.025622,0.02749,0,0,G5
0.016956,0.276687,0.199558,0.035195,0,0,0,G5
0.016701,0.269122,0.140514,0.039904,0,0,0,G5
0.016971,0.241255,0.135424,0.058818,0,0,0,G5
0,0.24277,0.157688,0.057295,0.01568,0,0,G5
1,0.164019,0.228737,0.062628,0,0,0,G5
1,0.168939,0.226998,0.070166,0,0,0,G5
0.012424,0.214432,0.081061,0.125445,0.072324,0,0,G6
0.012309,0.163085,0.189091,0.171213,0.025972,0,0,G6
0.012357,0.042299,0.186518,0.261732,0.03417,0.017917,0,G6
0.012571,0.288203,0.19262,0.039975,0.0442,0,0,G6
0.012763,0.212351,0.16616,0.155486,0.102699,0,0,G6
0.012316,0.179971,0.080559,0.122016,0.059674,0,0,G6
0.012485,0.170215,0.070614,0.143604,0.076033,0,0,G6
0.012216,0.296986,0.228441,0.038686,0.046735,0,0,G6
0.012516,0.279932,0.232439,0.060617,0.048185,0,0,G6
0.012445,0.214494,0.083549,0.130937,0.059718,0.014468,0,G6
0.010801,0.022212,0.267204,0,0,0,0,G7
0.011388,0.026023,0.306776,0.010672,0,0,0,G7
1,0.056535,0.38709,0,0,0,0,G7
0.0107,0.101582,0.217519,0.027824,0,0,0,G7
0.011124,0.112886,0.252212,0,0,0,0,G7
0.011312,0.02472,0.35796,0,0,0,0,G7
0.011173,0.062865,0.352144,0.015975,0,0,0,G7
0.010702,0.115459,0.1901,0,0,0,0,G7
0.010932,0.017178,0.275062,0.018337,0,0,0,G7
0.010848,0.036223,0.34633,0.012713,0,0,0,G7
0.008996,0.102345,0.191614,0.148315,0.033165,0,0,G8
0.009281,0.122048,0.202116,0.13664,0,0,0,G8
0.011168,0.048245,0.339692,0.202438,0.013148,0,0,G8
0.010148,0.322211,0.226073,0.017396,0.043959,0,0,G8
0.010693,0.123707,0.248709,0.148195,0.012689,0,0,G8
0.009052,0.14913,0.196171,0.127508,0,0,0,G8
0.008512,0.12436,0.25704,0.163396,0,0,0,G8
0.011354,0.052662,0.268184,0.201273,0.015624,0,0,G8
0.010163,0.29068,0.194941,0.056084,0,0,0,G8
0.009547,0.096427,0.193973,0.168703,0,0,0,G8
0.008783,0.207045,0.087063,0.085358,0.048316,0.134569,0.026877,G9
0.008426,0.176404,0.131229,0.110579,0.079787,0.147357,0.013783,G9
0.008556,0.167009,0.159668,0.099911,0.237011,0.030431,0,G9
0.008185,0.078759,0.132856,0.131115,0.079901,0.196572,0,G9
0.007362,0.061876,0.065767,0.044617,0.099522,0.026928,0.257807,G9
0.008676,0.25696,0.071797,0.070938,0.039586,0.101487,0.020264,G9
0.008685,0.118928,0.121027,0.05848,0.180053,0.075501,0,G9
0.008776,0.142271,0.135177,0.065986,0.236992,0.023136,0,G9
0.008702,0.15814,0.144503,0.068884,0.240611,0.025837,0,G9
0.008956,0.11331,0.103932,0.052304,0.176783,0.069122,0,G9
1,0.027574,0.007144,0.009361,0,0,0,G1
0,0.012042,0.048141,0,0,0,0,G1
0,0.028115,0.016224,0,0,0,0,G1
0,0.012555,0.008454,0.009053,0,0,0,G1
0,0.00669,0.007973,0.010588,0,0,0,G1
0,0.010187,0.007975,0.015655,0,0,0,G1
0,0.006895,0.006824,0.014308,0.009551,0,0,G1
0,0.019654,0.014222,0.031674,0,0,0,G1
0,0.010136,0.018015,0,0,0,0,G1
1,0.008754,0.022017,0,0,0,0,G1
0.011307,0.24686,0.06722,0.081093,0.071089,0,0,G0
0.010904,0.038259,0.241589,0.077773,0.058531,0,0,G0
0.011255,0.03131,0.237768,0.08075,0.047771,0,0,G0
0.011287,0.029165,0.336295,0.098495,0.045067,0.02662,0,G0
0.011129,0.049199,0.251065,0.073208,0.066617,0,0,G0
0.011039,0.245707,0.057511,0.06611,0.066241,0,0,G0
0.010968,0.138378,0.245365,0.077365,0.098737,0,0,G0
0.011322,0.028322,0.33983,0.106888,0.071471,0.012977,0.009782,G0
0.01158,0.043079,0.354016,0.097276,0.076403,0.01523,0,G0
0.011329,0.038061,0.263294,0.070663,0.0747,0,0,G0
1,0.142672,0.078339,0,0,0,0,G2
0,0.09095,0.066406,0,0,0,0,G2
0,0.116549,0.066116,0,0,0,0,G2
1,0.087262,0.069382,0,0,0,0,G2
1,0.096811,0.076468,0.013779,0,0,0,G2
1,0.108995,0.075851,0,0,0,0,G2
1,0.081053,0.100147,0.012692,0,0,0,G2
1,0.120288,0.085975,0.019724,0,0,0,G2
1,0.121296,0.075082,0,0,0,0,G2
1,0.146963,0.049388,0,0,0,0,G2
0.024133,0.141739,0.011253,0,0,0,0,G3
0.023477,0.033832,0.137591,0,0,0,0,G3
0.021554,0.024879,0.119842,0,0,0,0,G3
1,0.029922,0.147522,0,0,0,0,G3
1,0.01584,0.149672,0,0,0,0,G3
1,0.025416,0.148309,0,0,0,0,G3
1,0.163906,0,0,0,0,0,G3
1,0.104563,0,0,0,0,0,G3
0.039145,0.095218,0.012674,0,0,0,0,G3
0.027346,0.020237,0.126875,0,0,0,0,G3
0.010905,0.153726,0.244637,0.015699,0,0,0,G4
0.011146,0.15995,0.283176,0.021588,0,0,0,G4
0.017089,0.201288,0.298393,0.031197,0,0,0,G4
0.017418,0.196125,0.250927,0.019517,0,0,0,G4
0.011381,0.218374,0.258724,0.017672,0,0,0,G4
0.011122,0.200755,0.237454,0.019896,0,0,0,G4
0.013049,0.135573,0.246441,0.014963,0,0,0,G4
0.017487,0.01078,0.168059,0.250293,0.023574,0,0,G4
0.01771,0.213426,0.259835,0.022741,0,0,0,G4
0.011279,0.167057,0.237057,0.020987,0,0,0,G4
0.014206,0.016264,0.148963,0.121719,0.070908,0,0,G5
0.014545,0.071019,0.107981,0.038506,0,0,0,G5
0.025436,0.118578,0.116945,0.023208,0,0,0,G5
0.01414,0.138033,0.084367,0.051273,0,0,0,G5
0.028021,0.139791,0.105479,0.037858,0.014746,0,0,G5
0.02538,0.112099,0.092235,0.080399,0,0,0,G5
0.02514,0.120628,0.087441,0.08156,0,0,0,G5
0.023528,0.098416,0.116867,0.072872,0.025404,0,0,G5
0.023566,0.139821,0.11169,0.056225,0,0,0,G5
0.023388,0.157681,0.121283,0.056588,0.022484,0,0,G5
0.0158,0.054059,0.053786,0.085872,0.056224,0.023055,0,G6
0.015035,0.040448,0.034111,0.083534,0.052206,0,0,G6
0.014336,0.045374,0.102963,0.103113,0.038532,0.014794,0,G6
0.015322,0.051812,0.089748,0.109851,0.033399,0.013246,0,G6
0.015003,0.067804,0.07306,0.097403,0.041136,0,0,G6
0.014944,0.064844,0.0937,0.107862,0.036464,0,0,G6
0.015104,0.048724,0.057771,0.101402,0.0632,0,0,G6
0.015812,0.063904,0.066041,0.094992,0.053895,0.022823,0,G6
0.016373,0.061133,0.06173,0.103344,0.051857,0.013551,0,G6
0.016061,0.053708,0.062347,0.086035,0.035796,0.014568,0,G6
0.010642,0.031531,0.467893,0.027491,0.015345,0,0,G7
0.010463,0.028833,0.389741,0.028177,0,0,0,G7
0.010477,0.050787,0.419133,0.031129,0,0,0,G7
0.010356,0.031371,0.420332,0.024895,0,0,0,G7
0.011348,0.028511,0.348601,0.022958,0,0,0,G7
0.012521,0.036862,0.346986,0.022587,0,0,0,G7
0.011754,0.033851,0.348962,0.027029,0,0,0,G7
0.01052,0.048698,0.403223,0.030806,0,0,0,G7
0.010421,0.036094,0.397683,0.031234,0,0,0,G7
0.010648,0.031981,0.414423,0.019311,0,0,0,G7
0.010382,0.010211,0.318758,0.190425,0.014721,0,0,G8
0.009778,0.015569,0.250242,0.214491,0.013056,0,0,G8
0.009836,0.34677,0.236917,0,0,0,0,G8
0.010311,0.014893,0.332683,0.199056,0.016775,0,0,G8
0.010131,0.010057,0.337211,0.202782,0.02381,0,0,G8
0.01019,0.019173,0.339914,0.193656,0.010625,0,0,G8
0.010273,0.011215,0.365349,0.219175,0.012225,0,0,G8
0.009943,0.431858,0.20249,0.013157,0,0,0,G8
0.010788,0.014069,0.376328,0.209143,0.021729,0,0,G8
0.012367,0.349938,0.186069,0,0,0,0,G8
0.009987,0.078717,0.042227,0.068102,0.163264,0.011025,0,G9
0.008943,0.01002,0.079844,0.038041,0.060172,0.180485,0.015935,G9
0.008941,0.0874,0.056051,0.082025,0.199913,0.015316,0,G9
0.008798,0.011347,0.07448,0.051242,0.07588,0.18694,0.010293,G9
0.008872,0.015915,0.086077,0.058068,0.075994,0.17626,0,G9
0.00901,0.010617,0.082348,0.044616,0.058331,0.178708,0,G9
0.008726,0.015324,0.088478,0.042639,0.07586,0.168946,0.012778,G9
0.00866,0.016436,0.089769,0.05412,0.075447,0.177624,0.012125,G9
0.009008,0.016727,0.085077,0.04919,0.067077,0.172305,0.013858,G9
0.009706,0.023473,0.091425,0.043596,0.065586,0.172792,0,G9
0,0.011123,0.02225,0,0,0,0,G1
0,0.025449,0,0,0,0,0,G1
0,0.009972,0.017392,0.012186,0,0,0,G1
0,0.006544,0,0,0,0,0,G1
0,0.026573,0.05004,0,0,0,0,G1
0,0.008727,0.009108,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0.006957,0,0,0,0,0,G1
0,0.012037,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.014926,0.260307,0.02284,0.087716,0.021236,0,0,G0
0.013496,0.166283,0.023313,0.072623,0,0,0,G0
0.013251,0.232355,0.051262,0.036541,0.016537,0,0,G0
0.012943,0.181163,0.069339,0.074994,0,0,0,G0
0.014201,0.13213,0.161038,0.068394,0,0,0,G0
0.013723,0.146321,0.066222,0.052826,0.025008,0,0,G0
0.014019,0.149831,0.086271,0.088893,0.033614,0,0,G0
0.011053,0.039867,0.293749,0.112111,0.059281,0.020304,0,G0
0.010994,0.042127,0.277277,0.051874,0.069076,0,0,G0
0.01129,0.017385,0.279308,0.052262,0.083463,0.014502,0,G0
0,0.111882,0.074171,0.062144,0,0,0,G2
1,0.089356,0.049741,0.017611,0,0,0,G2
0.00964,0.09521,0.063525,0,0,0,0,G2
0,0.042156,0.049523,0,0,0,0,G2
0,0.046603,0.029787,0.022789,0,0,0,G2
0.018964,0.061411,0.039005,0.054202,0,0,0,G2
0,0.053441,0.037473,0.018304,0,0,0,G2
1,0.099525,0.063387,0.014234,0,0,0,G2
1,0.110378,0.083181,0.043534,0,0,0,G2
1,0.122979,0.030706,0,0,0,0,G2
