@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R2,5,6,7-11,12-43,328'

@attribute fingersExtended numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute silhouette1 numeric
@attribute silhouette2 numeric
@attribute silhouette3 numeric
@attribute silhouette4 numeric
@attribute silhouette5 numeric
@attribute silhouette6 numeric
@attribute silhouette7 numeric
@attribute silhouette8 numeric
@attribute silhouette9 numeric
@attribute silhouette10 numeric
@attribute silhouette11 numeric
@attribute silhouette12 numeric
@attribute silhouette13 numeric
@attribute silhouette14 numeric
@attribute silhouette15 numeric
@attribute silhouette16 numeric
@attribute silhouette17 numeric
@attribute silhouette18 numeric
@attribute silhouette19 numeric
@attribute silhouette20 numeric
@attribute silhouette21 numeric
@attribute silhouette22 numeric
@attribute silhouette23 numeric
@attribute silhouette24 numeric
@attribute silhouette25 numeric
@attribute silhouette26 numeric
@attribute silhouette27 numeric
@attribute silhouette28 numeric
@attribute silhouette29 numeric
@attribute silhouette30 numeric
@attribute silhouette31 numeric
@attribute silhouette32 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11111,1.035568,9.387828,1.206793,1.385456,1.471193,1.493436,1.364717,154.390274,171.740356,151.779541,118.601418,139.066971,152.604431,139.89299,184.367874,98.044067,125.199829,117.807938,99.829498,120.408249,93.485161,85.027122,74.155296,68.622536,183.791351,177.798218,156.728683,160.41011,199.836823,194.866562,187.203262,187.170685,194.866516,206.371765,192.716339,177.69545,164.380142,158.360901,143.472168,G9
11111,1.116737,9.189385,1.188375,1.381582,1.478443,1.489339,1.358668,167.546097,158.603943,126.642792,129.584564,158.948502,149.644302,178.445908,107.129921,139.940002,120.309143,112.179123,104.332901,100.617432,84.829109,77.105331,76.574066,162.149048,172.040298,167.515182,150.67894,209.838837,209.344681,196.906281,189.255844,189.222839,196.906281,196.039063,178.728622,166.691223,156.673264,145.673325,139.234619,G9
11111,1.061109,9.54729,1.231344,1.39894,1.466537,1.456608,1.345468,157.601425,146.375137,129.740234,151.496185,155.15358,154.555862,116.649475,108.98201,104.376884,114.62925,93.307861,92.353531,81.334251,69.45829,66.113075,68.286575,176.495789,159.100266,147.512543,167.157349,198.847549,196.712799,182.340622,175.149857,175.117004,181.847321,174.708649,162.038971,152.855072,148.772629,142.56694,146.568222,G9
0,0,0,0,0,0,0,0,206.70929,192.901611,179.836777,164.446152,155.905869,142.795898,151.179642,148.447479,138.833069,135.402695,138.893097,143.047546,138.350815,153.401031,182.886276,211.70018,208.062836,188.302872,169.181519,163.220718,162.68103,164.757431,157.158737,150.977692,150.945114,157.158707,170.983017,195.890686,225.259857,229.433517,225.859619,217.311569,G1
0,0,0,0,0,0,0,0,176.224564,176.658539,173.090439,173.347504,168.618744,164.273605,154.656189,155.627792,157.935165,156.861237,164.639053,153.161011,164.441422,173.637253,199.658493,216.131393,214.291199,184.478668,168.54953,156.580643,148.343231,148.692688,157.488724,158.588547,160.01767,166.497162,181.067505,207.625015,231.027939,230.477798,201.517044,190.304672,G1
0,0,0,0,0,0,0,0,215.416962,225.984985,210.460037,215.419342,203.342606,199.399048,199.592224,212.437912,213.521545,209.619644,202.582672,193.829971,169.158035,148.530029,133.190002,118.889648,109.579323,108.161095,106.07782,204.924866,238.895462,240.204727,221.003204,212.368896,212.336304,220.726486,207.819748,205.940079,203.626312,209.822403,219.943985,206.022537,G1
0,0,0,0,0,0,0,0,206.065414,202.57814,193.315765,176.969315,169.568207,154.481628,147.998596,158.226898,143.712387,148.121414,155.999802,159.318039,143.645218,148.317703,173.83046,201.125305,219.894699,201.951721,184.397446,173.278503,168.727478,173.360321,168.698471,162.103546,162.070099,168.698502,183.298889,210.130463,234.744003,235.979828,228.304306,218.481201,G1
0,0,0,0,0,0,0,0,194.419739,204.055008,217.365356,196.787552,176.718918,174.029358,164.516129,150.569275,146.770065,149.164352,152.453918,151.612946,163.064209,181.208267,211.40538,218.872665,194.35051,176.860825,172.105103,160.411575,160.828766,170.788345,168.246262,162.103546,162.070099,168.698502,183.298889,210.130463,235.543945,238.54393,226.409195,201.394455,G1
0,0,0,0,0,0,0,0,76.181473,70.840813,69.863647,70.404976,70.118721,75.855675,91.021049,108.107445,114.989815,127.115051,137.646942,140.148438,154.016678,175.402725,207.16304,219.016861,200.818512,163.120468,138.96608,123.810753,113.643089,104.076057,97.584076,112.548004,123.272415,129.905563,141.162964,161.787323,198.803787,179.683975,119.581375,78.122032,G1
0,0,0,0,0,0,0,0,187.246323,177.448669,149.595291,167.734375,154.761093,144.503265,116.429489,111.664459,108.244362,100.453316,124.980904,114.741341,119.661446,149.776291,176.125214,208.911346,217.586761,221.639267,229.087357,224.675797,201.976318,176.57579,162.386078,156.010834,155.978226,162.386047,176.57579,202.307602,217.94606,214.792297,226.356247,209.174194,G1
0,0,0,0,0,0,0,0,211.003098,218.241989,199.601059,188.533524,175.797699,156.431992,165.746552,154.775742,148.432999,152.445862,163.655853,161.687912,136.398392,125.385368,160.121277,197.58255,211.386658,189.097275,185.060776,180.115479,193.412628,182.254776,168.698471,162.103546,162.070099,168.698502,183.298889,210.130463,228.621002,212.936752,214.027267,197.321106,G1
0,0,0,0,0,0,0,0,200.179703,189.445358,179.574356,177.893646,164.630417,149.767288,149.865265,158.78244,145.365402,148.52832,138.426575,151.375763,161.889114,190.088776,202.803299,218.283157,199.627716,181.485001,169.658829,165.239441,166.699936,168.19664,166.497147,160.050461,160.01767,166.497162,181.067505,207.625015,246.863602,229.683273,217.374985,203.04744,G1
0,0,0,0,0,0,0,0,213.625427,195.139465,184.80986,161.486954,158.58168,160.901489,149.568634,158.584183,167.609665,185.779999,210.031525,233.703918,227.19223,232.713104,224.655548,204.352036,188.284851,176.112717,161.140442,163.683441,172.859299,186.074982,193.835434,188.262497,188.229279,195.951477,212.867584,243.927567,260.912781,241.699997,229.069565,217.50914,G1
1101,1.002696,20.882399,0,1.182831,1.223052,0,0.929556,127.411171,139.42598,107.614906,133.703445,139.567932,88.388466,84.899429,101.283531,177.46965,210.353561,139.641785,160.214691,196.286087,147.276611,118.656342,99.540764,95.417686,95.354088,98.673279,105.385986,128.794617,154.064102,174.890762,206.328964,220.415222,229.386642,249.410431,237.39119,178.485138,150.858932,131.117142,127.458694,G0
1101,1.083003,20.860098,0,1.168252,1.229556,0,0.916032,94.127945,115.097748,123.059814,58.884823,64.980667,65.842308,60.330048,144.728745,184.495422,163.546844,160.921188,169.805176,163.381622,147.746216,130.033585,127.399529,123.312096,130.177765,159.991852,185.463501,211.48175,242.533173,229.386642,220.448059,211.896667,176.066879,136.855515,111.224281,99.942535,95.817001,101.941544,104.978836,G0
1101,0.902968,20.991903,0,1.148684,1.215827,0,0.929531,102.872429,103.65332,120.387123,93.0289,110.355736,121.601082,75.017288,84.188202,97.150703,172.917297,217.280258,134.435669,175.44838,210.803757,152.298645,117.956291,102.498093,95.281502,109.899818,130.549728,143.376816,152.066956,168.943451,183.645355,209.616989,229.386642,249.410431,255.296173,203.293381,138.720139,115.587326,107.545601,G0
1101,0.954368,21.261385,0,1.154912,1.230629,0,0.960104,160.601501,146.934692,52.067478,39.038479,24.668133,18.326624,155.244568,149.51384,129.447495,161.115173,208.845047,202.806549,180.023529,173.69989,169.311386,165.340088,176.281799,196.452225,217.552597,254.768539,281.495544,249.4104,229.386642,220.448059,220.415222,208.269775,168.581284,146.592621,117.381203,111.365227,125.133286,141.428741,G0
1101,0.95313,21.232153,0,1.210232,1.237399,0,0.932007,139.964127,153.055771,60.445282,35.359726,31.87681,17.618353,19.335724,90.001503,136.990097,200.228668,154.828003,173.622711,170.626968,147.643723,135.797119,160.236008,167.632111,166.83844,173.244217,191.431595,214.041748,231.929993,229.386642,220.448059,220.415222,229.386642,243.177536,201.978577,166.843887,119.104126,117.073296,130.423813,G0
1101,0.637863,19.8237,0,1.001412,1.035907,0,0,95.455002,101.697906,102.807755,106.059212,89.785095,92.741539,95.665962,65.436409,72.454277,85.612862,168.162094,213.478561,139.70491,190.680527,193.102951,130.25148,103.438591,94.258385,101.616959,122.091225,128.74469,135.617386,146.656021,157.550781,180.311447,207.522614,225.657425,258.473633,231.891937,153.44368,125.892105,104.266571,G0
1101,0.725178,20.460182,0,1.181613,1.228342,0,0.909932,91.392891,85.492317,83.126961,93.563759,78.089592,81.204292,89.65657,63.867886,73.547226,84.877777,154.797241,203.064896,123.048363,197.322098,182.593307,116.640358,97.866386,91.206779,100.794075,120.224754,122.180458,128.037094,136.175232,145.282761,149.23114,187.789642,217.581619,249.244797,242.017868,165.204575,124.050484,104.050377,G0
1101,0.656027,21.052015,0,1.181768,1.227336,0,0.934598,167.926682,103.226776,44.970814,24.365643,24.085667,22.408676,45.766083,60.69529,148.664932,217.487717,176.87439,119.118332,166.459396,175.194183,156.585083,134.455414,167.175781,163.62941,158.996826,172.141281,195.829208,216.503601,219.88707,211.375351,176.70285,186.443039,182.889175,244.907135,238.544235,177.728073,158.213516,172.689804,G0
1101,0.975539,21.471386,0,1.1522,1.220068,0,0.965082,98.792809,113.071518,131.593475,65.05822,66.467484,65.183266,56.565983,152.311737,156.091354,167.89183,157.588821,144.637283,165.136826,154.803009,143.516464,138.25621,144.987976,152.320221,162.59726,196.062622,226.375961,246.234909,229.386642,220.448059,212.775421,157.331512,103.889076,81.781418,73.743736,71.605507,78.227165,84.194473,G0
1101,0.942541,20.57741,0,1.180267,1.204639,0,0.908678,70.306091,57.909603,84.944069,164.205612,229.543396,167.968475,144.456985,145.58255,135.793915,142.500137,127.252609,113.615303,107.864708,104.105095,107.583519,116.479828,130.516373,150.623184,185.416473,257.551544,274.887939,240.204727,221.003204,212.368896,211.222229,189.837112,169.3703,164.823532,133.066559,153.152512,176.107849,156.892136,G0
1000,0.705502,1,0,0.999994,0,0,0,81.92717,69.44413,58.639626,50.308273,48.499893,53.824146,59.52206,66.903854,70.787849,74.463036,95.16275,204.414124,213.596039,180.22464,150.141281,134.284149,132.244904,147.275558,158.110596,153.238907,153.328461,164.551178,180.264984,197.029617,220.415222,229.386642,249.410431,253.087097,188.946609,140.552261,119.46154,96.455551,G2
1000,0,0,0,0,0,0,0,91.804253,73.637672,68.35714,75.368256,77.137611,73.963684,72.924072,70.006783,80.272461,157.399261,180.29808,167.422119,140.204468,133.967361,117.560478,110.922966,99.037743,106.791695,116.155846,126.584366,143.679886,165.097549,194.145798,216.503845,220.415222,229.386642,237.705688,192.602203,166.361084,141.861084,113.503273,101.630638,G2
1000,0.535409,1,0,0.999992,0,0,0,71.474503,66.162224,60.351276,57.180515,52.900887,53.593182,60.653946,68.23378,72.242516,75.501663,81.272835,88.508644,181.882889,226.975861,159.59166,127.951263,135.251099,151.019501,152.675079,134.208801,130.923752,126.256264,123.12986,123.727203,139.912415,157.420349,177.705902,203.713562,247.253174,185.608551,112.812607,77.384743,G2
1000,0.593751,1,0,1.000005,0,0,0,124.304649,99.250275,62.428963,51.640224,60.392262,69.294899,75.151741,74.255089,72.460091,88.937897,110.464233,210.753647,276.492737,213.859192,162.163162,137.394135,124.14682,137.565292,157.71991,161.802872,154.853867,161.459763,172.607864,190.471573,218.640076,229.386642,249.410431,286.222778,261.115845,192.328506,155.099792,135.65831,G2
1000,0.731584,1,0,0.999996,0,0,0,71.348663,64.633209,61.237568,65.661179,64.167633,59.967457,53.536007,156.144638,134.216644,121.367851,129.630997,129.733292,113.675972,105.142578,104.076485,104.685326,111.160164,117.568398,130.638824,154.760437,176.390045,225.083588,229.386642,220.448059,220.415222,229.335297,206.461151,182.293198,167.747879,138.073944,119.452118,104.789719,G2
1000,0.700807,1,0,1.000006,0,0,0,60.141212,68.844177,67.004082,65.791267,60.926441,50.339149,44.990086,53.739048,74.308281,186.645767,161.419235,160.040649,147.603088,120.867485,108.675072,99.622231,103.506119,124.650314,137.337296,139.562592,152.606262,175.779526,203.418518,220.341248,220.415222,229.386642,230.50592,191.260162,157.095139,124.017731,98.386673,71.095001,G2
1000,0.490158,1,0,0.999999,0,0,0,76.514984,59.178631,58.799416,69.938255,68.603577,72.326134,69.553093,69.971931,84.784714,180.513306,153.844162,160.745758,139.950714,117.055168,102.960266,99.094078,104.766472,114.388474,118.350342,119.443855,137.323334,158.840256,195.704437,219.885498,220.415222,229.386642,210.589172,155.395035,115.819427,95.239983,92.099503,82.164848,G2
1000,0.443086,1,0,0.999995,0,0,0,81.597603,88.564049,99.99276,118.459267,122.393417,122.387123,141.083954,151.776306,145.718277,174.054688,185.672638,214.360153,258.256714,231.226944,187.005737,177.283066,174.612427,209.136719,220.473938,175.777954,146.077194,136.011703,144.518478,157.880035,172.906784,149.560013,158.151108,167.196304,188.667542,190.531433,170.898102,83.432083,G2
1000,0.698579,1,0,0.999999,0,0,0,68.427658,66.263687,57.981209,50.890701,41.951191,41.677097,49.313248,53.70705,55.316467,57.516796,186.686691,153.062836,185.871078,157.814484,140.970703,137.727646,135.6353,135.417755,139.538895,161.191147,183.180527,197.124161,222.292679,220.448059,220.415222,229.386642,229.489014,207.728287,168.649643,147.244247,106.498215,88.068642,G2
1000,0.734569,1,0,0.999999,0,0,0,84.52227,73.736824,73.104851,79.549408,78.24128,71.94175,72.346161,80.419556,87.566521,184.605057,163.20871,149.341476,145.092072,128.276306,115.340233,114.644775,111.828682,107.176727,113.982605,114.105209,141.354889,175.960754,207.773605,220.448059,220.415222,222.226486,210.50592,166.116135,137.441971,119.799278,110.451721,102.531975,G2
1,0,0,0,0,0,0,0,89.428909,85.997208,85.258095,85.520966,92.430824,115.621071,165.516068,195.807816,126.986023,117.067986,116.291321,112.067162,120.039253,141.170395,166.901276,178.319839,156.657471,151.595993,156.0177,148.717682,141.361298,139.586288,150.854218,195.243271,220.415222,229.386642,249.410431,245.326508,184.240112,126.739113,98.642326,94.839767,G3
1,0.84771,37.467548,0,0,0,0,0.890484,135.882828,144.919464,214.328018,214.797211,197.79895,135.357574,124.992783,121.6661,130.710114,128.839905,151.514847,182.874756,186.437439,167.803238,143.588181,154.506973,170.083908,181.645432,188.66011,197.884262,206.692093,215.794662,198.977509,191.242813,191.171356,189.21904,163.592697,151.598557,139.057816,130.093384,127.702965,134.465012,G3
1,0,0,0,0,0,0,0,167.379272,158.224121,150.510254,160.266479,167.835571,195.738998,122.183479,117.41671,104.351341,122.292641,129.391983,129.47818,160.466965,194.285034,197.937943,179.415268,188.079834,208.403336,201.795761,199.720367,193.867142,200.331696,210.254166,220.030777,220.415222,229.386642,249.410431,254.137299,237.625717,201.802994,182.200439,167.957809,G3
1,0,0,0,0,0,0,0,109.767441,128.81337,200.107529,275.448303,190.995209,116.97374,115.508415,107.735023,105.449898,116.974869,133.036804,152.134384,197.290253,209.802322,190.44577,169.593323,186.119232,214.671906,245.506882,258.936554,251.970428,220.943039,203.249908,195.282455,191.280106,165.431747,143.117569,115.728951,103.902786,102.903786,97.571976,99.608505,G3
1,0.625731,1,0,0,0,0,0.999997,146.908569,141.31897,149.907303,184.623352,171.28215,188.966904,178.438522,115.019562,107.300209,104.789925,107.937874,114.466415,136.620773,164.392227,189.167938,182.569046,163.96846,187.347748,190.572556,189.117188,200.40921,206.115311,216.85672,220.448059,220.415222,229.386642,249.410431,257.737854,202.567978,184.574295,166.689911,148.90535,G3
1,0,0,0,0,0,0,0,128.392334,135.283905,141.635864,146.459671,155.582428,177.824509,176.692474,184.865326,188.729919,203.289398,227.913986,235.634247,239.23996,241.93985,214.275986,197.47142,214.369263,160.970032,112.435356,90.142761,97.70945,96.978859,139.973343,199.601135,211.34259,219.88707,239.103439,273.553772,277.445831,248.911972,174.784393,128.824829,G3
1,0.788017,1,0,0,0,0,0.999996,125.075867,132.242523,167.559357,188.184219,191.248901,171.894592,138.124268,132.63063,136.700775,154.141113,167.730225,185.824554,190.723297,165.890823,172.638535,173.317734,168.623306,180.937836,189.67865,203.992172,231.528427,248.75293,229.386642,220.448059,220.415222,225.424026,194.746506,162.87915,135.378967,130.557388,127.548065,127.732162,G3
1,0.777787,1,0,0,0,0,1.000001,135.296585,148.950211,168.500168,191.056686,201.30069,195.185181,145.587616,137.729553,143.735825,153.971237,175.97731,195.053162,195.013062,173.239166,169.16008,177.767471,171.315262,176.300903,182.002045,190.207001,209.979782,234.929413,229.386642,220.448059,220.415222,227.809998,207.175369,178.279114,159.065521,146.722153,133.718201,135.495132,G3
1,0.871298,1,0,0,0,0,0.999996,43.896152,49.236916,59.867626,78.307922,109.510979,192.928223,194.740799,187.504196,188.534592,172.780609,133.90921,105.378296,81.625961,69.129128,64.196297,70.542892,70.369942,74.057053,93.588104,117.128067,162.683517,206.335129,226.430008,214.550919,170.472855,121.07756,85.152428,61.392414,55.923592,54.888256,47.959545,40.348732,G3
1,0,0,0,0,0,0,0,154.603317,60.557564,53.717216,53.341358,48.680882,33.180775,35.891796,52.649651,66.730034,72.137009,108.099327,141.645325,144.80957,132.945297,127.838432,156.292068,196.291382,227.547562,217.992538,179.537628,147.216156,128.624496,118.334595,113.758789,108.465218,103.475418,100.94593,98.456573,99.861702,104.903343,136.846024,164.35379,G3
11000,0.404073,1,1,0,0,0,0,175.78595,145.566742,103.833069,78.765518,110.103882,147.899292,185.415436,143.350388,97.436378,75.235374,64.974739,59.426193,55.319187,54.425747,52.289322,165.36615,161.161148,142.129044,123.791183,138.768677,167.967056,179.050507,190.189438,183.229385,183.196152,190.724152,207.274506,237.510498,245.930923,238.031754,228.041,211.746109,G4
11000,1.207832,43.335747,0.933355,1.35602,0,0,0,109.561905,101.936295,90.155571,72.116714,85.301437,177.732635,215.146973,152.770981,103.589333,76.085518,65.387459,60.611107,50.740704,129.835693,121.935715,107.171059,99.665215,129.637344,132.837677,136.749298,152.919403,174.578857,211.776077,220.448059,220.415222,229.386642,237.496124,215.414642,192.544785,177.945908,149.813934,120.627365,G4
11000,0.849024,32.805344,1.143336,1.006343,0,0,0,128.278183,114.279915,105.380997,195.919037,218.69252,224.998535,178.575684,140.860535,115.824638,101.853806,94.644333,87.53788,81.340561,156.195587,148.721054,137.227203,164.184326,170.041382,173.537598,182.88089,230.210587,249.4104,229.386642,220.448059,220.415222,229.386642,216.483963,213.25621,235.415985,208.980286,170.962021,150.393845,G4
11000,0.793335,44.423435,1.024397,1.275422,0,0,0,120.964157,130.824127,189.944977,191.723267,168.980606,144.408768,124.812721,113.2584,106.117531,99.924576,93.998192,94.506607,101.02742,99.739281,90.299095,97.498703,160.965912,216.532043,245.136688,209.848373,170.684784,134.594513,116.428154,100.199554,72.316238,94.921661,121.694252,134.866104,150.076904,149.853943,137.958618,133.238754,G4
11000,0.450618,39.716812,1.325059,1.033052,0,0,0,140.604568,139.523163,118.722534,200.904053,242.49527,223.915817,171.465866,134.640579,113.447739,102.201073,94.285736,87.008835,80.794914,77.374161,165.861511,160.858414,139.078705,176.326523,175.907913,190.033401,226.618286,245.226456,229.386642,220.448059,220.415222,229.386642,246.57225,228.808609,252.882919,235.009354,183.801697,156.227905,G4
11000,0.679362,47.848164,1.023916,1.35448,0,0,0,93.876251,83.747017,76.815193,70.586777,93.348763,164.430618,219.338593,204.771561,148.540466,111.587753,91.257545,67.000862,62.687069,63.847725,62.001514,165.179306,163.467407,136.588593,129.727509,138.033829,182.44841,194.321335,211.910446,220.448059,220.415222,229.386642,249.410431,277.297333,266.15686,243.266632,198.765793,156.358398,G4
11000,0.869945,55.99432,1.070743,1.272113,0,0,0,85.942848,64.622345,55.428146,52.530167,52.023571,70.857399,148.047485,218.142868,190.885773,131.329269,84.786049,65.860023,59.646702,58.021465,51.94595,47.334858,158.027908,138.079605,131.385681,123.052849,133.562424,183.424637,194.294434,215.216766,220.415222,229.386642,249.410431,276.29129,255.375107,217.401321,179.007736,130.695267,G4
11000,0.954483,47.99987,1.000193,1.30396,0,0,0,81.216949,63.433548,55.909035,67.663841,134.264679,209.102951,205.047272,148.072495,112.347336,85.072845,68.393578,57.60894,57.476887,57.542042,58.164268,138.884857,132.08786,120.923805,124.077148,166.245499,182.122162,209.058273,227.550537,220.448059,220.415222,229.386642,245.242828,227.397141,218.696182,176.453186,135.644104,110.356255,G4
11000,0.678877,45.919861,0.986733,1.341906,0,0,0,116.700653,100.425087,184.028564,219.697449,183.015518,141.928024,106.211784,88.827591,73.205338,67.596741,65.308365,62.309551,57.531281,85.230705,95.061447,97.520493,106.52877,110.923103,120.164833,216.480789,193.781967,198.320175,182.340622,168.818268,139.097687,142.126556,157.355652,178.206314,186.783356,170.050842,157.412247,142.890518,G4
11000,0.420077,1,1.000003,0,0,0,0,196.976501,178.040955,178.714294,213.703339,199.432114,167.028992,135.407684,117.079941,106.221825,98.55439,88.570717,92.543289,89.600708,86.940109,145.902023,160.763,190.036407,176.823761,165.718124,214.510422,204.482071,178.807312,164.587677,158.063705,147.737885,129.583908,134.547729,154.961533,194.774521,223.873215,226.914352,214.487045,G4
1100,0.572572,21.402111,0,1.016849,1.03079,0,0,98.201836,74.867889,74.861923,72.589981,68.36158,70.192253,89.061333,107.996834,120.146805,113.865463,179.20192,189.470245,204.435013,166.073486,144.551971,128.148438,124.707031,130.149277,145.632706,163.917328,176.396652,198.991028,227.570724,220.448059,220.415222,229.386642,249.410431,237.090668,197.392593,171.315323,161.501251,125.443306,G5
1100,0.785725,23.92918,0,1.033244,1.02103,0,0,78.955429,62.495632,43.794167,42.595882,51.291298,128.29454,205.413666,170.885788,117.16671,170.247223,129.870407,168.278183,148.436157,124.98735,109.312378,114.920586,111.455437,117.068642,133.197815,146.274612,164.358643,210.524323,229.386642,214.46611,220.415222,225.317947,203.096176,180.30658,124.753273,110.671951,91.086014,88.593109,G5
1100,1.157577,16.443775,0,1.472835,0.596876,0,0,59.703953,72.593842,116.245842,202.457016,208.485016,136.009308,141.367142,140.019485,152.186401,154.753616,130.421524,117.393814,105.994713,104.111794,100.730972,109.103119,115.956161,138.704514,169.166733,210.134216,262.529602,249.4104,229.386642,179.757599,180.675552,190.202271,188.69902,157.342239,134.602158,130.857773,102.428642,68.905045,G5
1100,0,0,0,0,0,0,0,94.520164,77.884117,72.487572,76.392487,70.183495,67.957993,101.062271,183.137375,193.03096,115.343109,166.415695,214.161362,159.304428,126.621674,101.006317,95.613205,93.490631,95.354088,103.523674,112.706055,130.047806,150.797455,181.766113,212.785278,220.415222,229.386642,240.60498,212.074158,185.549408,161.903427,142.665909,122.882072,G5
1100,0.734557,22.162588,0,1.037353,1.008792,0,0,70.510353,68.474457,79.677612,77.885391,75.436241,67.864326,85.025284,174.071365,179.042816,156.588013,167.424561,195.812393,140.939804,111.637863,96.396111,90.671082,86.858955,87.73584,93.545799,106.616486,116.51162,129.577545,185.077942,220.448059,220.415222,229.386642,231.630661,179.3591,120.322067,114.22757,107.442474,101.371315,G5
1100,0.676725,22.216434,0,1.022479,1.020171,0,0,87.566521,83.973351,66.048782,57.095043,63.91497,139.754318,214.066177,170.244873,111.950317,170.26857,168.972336,152.699417,130.24939,115.104332,104.723785,102.651054,108.023117,114.09465,122.684494,142.845444,157.146225,208.59613,229.386642,220.448059,220.415222,221.152145,194.205215,170.2957,142.073303,110.235748,95.819397,86.680847,G5
1100,0.711991,21.863609,0,1.023868,1.024659,0,0,102.177338,96.629387,84.865669,69.831238,110.665207,160.840744,208.507782,146.232529,158.801651,151.820663,179.672501,142.236923,119.061783,105.326477,100.441353,97.930733,98.006638,109.583748,123.465485,131.873016,145.184509,192.269287,224.772675,220.448059,220.415222,220.896515,195.108978,160.253159,140.169861,124.971756,104.961914,95.976654,G5
1100,1.109469,15.804931,0,1.551422,0.633065,0,0,60.867786,79.42852,101.684204,111.508377,129.167389,173.123627,193.342957,191.299805,186.119751,130.035141,97.075172,81.018585,67.129097,61.042137,55.227169,51.203812,51.893276,53.367245,64.449341,86.100067,121.415527,193.014465,229.386642,220.448059,217.269684,161.253693,108.661003,76.671722,67.779739,60.04694,60.546009,62.840122,G5
1100,0,0,0,0,0,0,0,154.408691,133.251602,102.342278,86.333527,76.140488,76.572578,89.533302,102.638847,78.261421,99.101425,101.238297,91.141861,99.84845,112.963768,129.098373,169.648712,210.757935,227.779449,188.039505,147.789764,119.071312,115.708618,96.490173,99.586708,95.073441,101.762863,105.260139,122.89106,149.02475,196.769287,214.372986,176.400848,G5
1100,0,0,0,0,0,0,0,84.886948,64.943031,69.566833,127.9207,176.258499,189.766647,137.610825,93.167503,162.04184,131.862106,159.359924,155.706696,135.23877,120.345467,116.001884,113.202042,123.981529,134.347656,145.283173,172.344223,219.927002,239.949997,229.386642,220.448059,218.715759,203.425934,187.739105,194.929031,175.083115,153.493347,135.27211,117.900864,G5
1110,0.636413,17.562973,0,0.958435,1.076853,0,0,0,0,0,0,0,0,0,45.067951,133.540009,187.003174,210.463928,177.659637,134.470306,136.715546,123.068687,115.199173,121.270767,125.148705,117.478844,208.330017,228.403946,230.562958,212.949158,180.672272,129.672882,157.509827,201.99733,0,0,0,0,0,G6
1110,0.889369,13.202558,0,1.059936,1.086668,1.004203,0,76.24868,93.268463,111.406197,130.319168,101.725433,112.536232,175.589417,173.621628,144.219391,179.905136,146.387787,116.708481,101.210335,90.121513,87.542046,86.380577,88.284943,97.794777,111.337173,133.397812,167.386261,211.80835,229.52124,220.448059,219.428452,195.931412,171.05687,135.287125,115.880234,101.842537,101.301155,88.818573,G6
1110,0.570999,1,0,0.999999,0,0,0,62.327175,63.202984,62.554054,62.388634,62.564079,69.866226,76.649651,102.642784,159.335876,205.137039,168.269791,166.029938,165.733749,111.462852,94.882431,82.108917,78.493896,85.130844,86.039734,84.695839,93.803268,96.323357,107.219635,129.53949,181.8181,229.386642,247.46196,197.911804,136.238586,73.8619,66.864845,63.342003,G6
1110,0.950306,13.649017,0,1.037224,1.115226,0.971375,0,64.17421,84.910881,109.120399,148.184998,136.866837,115.066666,183.983948,177.26828,142.748993,161.838608,147.922256,121.127258,108.245476,99.164894,91.671967,93.217987,98.453987,104.930084,121.058136,150.271133,193.072372,231.080124,229.386642,220.448059,209.909653,181.09996,154.380341,122.10453,111.305695,110.557854,103.968002,80.376419,G6
1110,0.825631,13.525636,0,1.041881,1.129529,0.960991,0,103.771187,107.47654,94.424568,112.080376,49.589703,88.188858,177.767487,213.346573,158.118912,135.453217,168.55809,158.132828,138.314148,129.265518,119.77459,117.98642,123.163689,131.896927,144.810577,166.371414,202.795349,231.814621,225.926743,211.468246,199.159424,222.960754,198.924713,170.672302,160.945602,115.31398,83.456482,90.781769,G6
1110,0.909745,22.681602,0,1.165291,0.944768,0,0,81.175278,89.944206,117.32457,142.358704,101.172836,128.129318,211.157318,184.150299,145.248108,171.816223,147.751282,123.190117,108.568474,102.049904,96.142288,98.217026,103.401237,109.951149,122.994858,149.703888,183.966156,222.378784,229.386642,220.448059,220.171997,201.393661,171.324997,142.385086,132.086868,126.756439,118.968018,91.203339,G6
1110,0.966036,13.019904,0,1.079356,1.203329,0.998427,0,93.89547,89.75296,74.203583,93.132767,142.165512,129.33902,159.712677,198.275513,172.017075,164.329224,132.826797,112.378845,98.540298,87.859779,81.738838,81.810158,84.08947,89.607277,100.021767,125.035957,156.438797,205.639587,229.386642,220.448059,220.415222,178.128677,122.020004,107.271507,89.599068,82.268623,83.623596,88.288246,G6
