@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,4,6,12'

@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11000,0.053486,65.979103,G4
11000,-0.247856,66.501663,G4
11000,-0.551376,64.783302,G4
11000,-0.395145,64.950844,G4
11000,0.214681,16.796658,G4
11000,0.042194,18.161686,G4
1100,0.041601,31.326227,G5
1100,0.078482,31.055428,G5
1100,0.294631,30.137165,G5
1100,0.21038,13.325322,G5
1100,0.427865,31.824545,G5
1100,0.006204,31.048302,G5
1100,-0.143872,31.270361,G5
1100,0.101422,28.455935,G5
1100,0.569412,29.550285,G5
1100,0.213745,30.557974,G5
1110,0.224582,16.533199,G6
1110,0.13325,16.692812,G6
1110,0.241294,16.806068,G6
1110,0.11027,18.324083,G6
1110,0.106367,18.348501,G6
1110,0.621728,20.432085,G6
1110,0.52339,20.292376,G6
1110,0.442841,19.460609,G6
1110,0.556809,10.994694,G6
1110,0.5139,18.556179,G6
10001,0.730335,35.495674,G7
10001,-0.055232,35.866348,G7
10001,-0.074309,75.422852,G7
10001,0.459548,74.180641,G7
10001,0.156306,74.219231,G7
10001,-0.011124,74.716354,G7
10001,0.05508,36.625576,G7
10001,0.818824,37.01638,G7
10001,0.268694,36.231289,G7
10001,0.520851,35.962658,G7
11001,0.443635,27.756029,G8
11001,0.09077,29.875498,G8
11001,0.468985,29.024912,G8
11001,-0.164005,29.770184,G8
11001,0.428036,29.067978,G8
11001,0.147076,28.48715,G8
11001,0.576803,27.552652,G8
11001,0.1909,27.772738,G8
11001,0.145891,27.101961,G8
11001,0.510261,27.459078,G8
11111,1.06497,10.199184,G9
11111,0.895018,9.973606,G9
11111,0.595696,9.548086,G9
11111,1.069266,9.867544,G9
11111,0.8561,10.096302,G9
11111,0.490497,11.216157,G9
11111,1.025218,10.16984,G9
11111,0.925737,10.423194,G9
11111,0.775444,10.940663,G9
11111,1.016059,9.712573,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,-0.008628,21.734158,G0
1101,0.509244,19.993917,G0
1101,0.594434,19.555384,G0
1101,0.44082,19.365208,G0
1101,0.351001,20.266689,G0
1101,0.321227,19.79883,G0
1101,0.324205,20.033066,G0
1101,0.545601,19.965027,G0
1101,0.559776,19.920025,G0
1101,0.567607,19.343338,G0
1000,0,0,G2
1000,0,0,G2
1000,0,0,G2
1000,-0.248304,1,G2
1000,-0.362474,1,G2
1000,0,0,G2
1000,-0.351167,1,G2
1000,-0.078576,28.548655,G2
1000,-0.133472,1,G2
1000,-0.251653,1,G2
1,0.190275,1,G3
1,0.187176,1,G3
1,0.325798,34.765259,G3
1,0.436097,34.224747,G3
1,0.1556,1,G3
1,0.222859,1,G3
1,0.309264,1,G3
1,0.511787,36.180531,G3
1,0.472732,36.066982,G3
1,0.25354,1,G3
11000,-0.000021,16.175514,G4
11000,-0.102365,60.70116,G4
11000,0.120058,17.382874,G4
11000,-0.286956,54.685745,G4
11000,-0.310827,53.386639,G4
11000,-0.230822,51.185894,G4
11000,-0.228206,51.708252,G4
11000,-0.186455,51.193108,G4
11000,-0.296336,44.698925,G4
11000,0.03582,16.62011,G4
1100,0.139558,25.002468,G5
1100,0.147804,23.565407,G5
1100,0.222824,23.554926,G5
1100,0.347617,15.145056,G5
1100,0.102128,24.546116,G5
1100,-0.028735,25.215828,G5
1100,-0.027244,24.850992,G5
1100,-0.057109,25.214664,G5
1100,0.043641,24.994553,G5
1100,0.054236,25.369968,G5
1110,0.389652,18.557529,G6
1110,0.350061,18.255926,G6
1110,0.478049,19.867907,G6
1110,0.492278,19.679625,G6
1110,0.141816,19.505756,G6
1110,0.147993,19.208815,G6
1110,0.180721,19.328939,G6
1110,0.414376,19.36241,G6
1110,0.364131,19.149912,G6
1110,0.470769,18.686802,G6
10001,1.317109,41.65036,G7
10001,1.153869,82.720444,G7
10001,1.214387,81.116119,G7
10001,1.065491,80.926994,G7
10001,0.879429,80.907379,G7
10001,1.01482,41.784081,G7
10001,1.369463,82.205833,G7
10001,1.432197,81.500969,G7
10001,1.249366,41.573215,G7
10001,1.081735,40.703354,G7
11001,0.545486,28.566439,G8
11001,0.99161,28.018316,G8
11001,1.115991,28.954542,G8
11001,0.982328,27.851723,G8
11001,0.803399,28.691843,G8
11001,1.208049,28.550556,G8
11001,1.180364,28.659933,G8
11001,1.076684,28.599651,G8
11001,0.999644,28.649254,G8
11001,0.707696,28.403507,G8
11111,1.027946,9.350569,G9
11111,0.892321,9.392378,G9
11111,0.872778,10.128499,G9
11111,-0.985285,1,G9
11111,0.988456,8.479247,G9
11111,0.866844,9.791775,G9
11111,0.99683,9.295431,G9
11111,0.891538,9.519137,G9
11111,1.019123,9.536864,G9
11111,1.063152,9.057203,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,0.886732,53.716637,G0
1101,0.547338,24.80554,G0
1101,0.351789,25.275877,G0
1101,0.546105,34.194141,G0
1101,0.874791,51.504112,G0
1101,0.72639,21.811625,G0
1101,0.537521,35.102348,G0
1101,0.671723,21.862902,G0
1101,0.73589,22.217758,G0
1101,0.455441,22.614595,G0
1000,-0.395436,1,G2
1000,0,0,G2
1000,0,0,G2
1000,-0.266284,1,G2
1000,-0.467012,1,G2
1000,-0.568667,1,G2
1000,-0.449082,1,G2
1000,0,0,G2
1000,-0.292297,1,G2
1000,-0.468907,1,G2
1,0.439831,16.691147,G3
1,0.448974,24.849894,G3
1,0,0,G3
1,0.350008,45.526752,G3
1,0.473491,44.197433,G3
1,0.117314,1,G3
1,0.036763,1,G3
1,0.189415,17.939102,G3
1,0.369277,17.850607,G3
1,0.465191,15.450723,G3
11000,-0.228333,57.733547,G4
11000,0.188088,16.182154,G4
11000,-0.181789,58.437904,G4
11000,-0.336539,59.786705,G4
11000,-0.375696,58.666309,G4
11000,-0.30021,57.534866,G4
11000,-0.217853,58.0098,G4
11000,-0.25502,57.87122,G4
11000,0.12973,15.781429,G4
11000,0.112282,16.716682,G4
1100,-0.063756,26.799511,G5
1100,0.19679,26.523029,G5
1100,0.059605,26.755264,G5
1100,0.042598,26.244251,G5
1100,-0.126182,26.312979,G5
1100,-0.051169,26.717085,G5
1100,0.168148,26.890064,G5
1100,0.135939,26.496378,G5
1100,0.143817,26.524305,G5
1100,-0.004519,26.826714,G5
1110,0.352671,18.025486,G6
1110,0.217343,17.637281,G6
1110,0.277276,18.207529,G6
1110,0.315888,18.219372,G6
1110,0.373073,17.69631,G6
1110,0.34865,17.821014,G6
1110,0.178631,17.335661,G6
1110,0.194414,17.592731,G6
1110,0.374784,17.603882,G6
1110,0.331614,17.810316,G6
10001,1.210704,39.861755,G7
10001,1.430695,82.571655,G7
10001,1.418604,82.437241,G7
10001,1.433596,82.739212,G7
10001,1.528859,80.042664,G7
10001,1.484964,78.914314,G7
10001,1.29005,78.811905,G7
10001,1.387429,40.46273,G7
10001,1.302124,39.887405,G7
10001,1.287866,79.482819,G7
11001,1.13941,26.204308,G8
11001,1.244691,24.79183,G8
11001,1.38209,24.118744,G8
11001,1.287421,25.001337,G8
11001,1.18762,25.581793,G8
11001,0.568574,28.661814,G8
11001,0.143787,47.382343,G8
11001,0.362933,48.159908,G8
11001,0.717445,47.962708,G8
11001,0.756468,29.155731,G8
11111,0.930666,9.527705,G9
11111,0.984521,8.633718,G9
11111,0.96534,8.977702,G9
11111,1.020055,8.315694,G9
11111,0.606628,15.491269,G9
11111,0.964729,9.337612,G9
11111,0.968442,9.314081,G9
11111,0.984573,9.637558,G9
11111,1.063021,9.212627,G9
11111,0.893148,15.011228,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,-0.123649,1,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,0.560978,36.431053,G0
1101,0.700698,23.114275,G0
1101,0.649385,23.020868,G0
1101,0.754909,24.162859,G0
1101,0.983468,19.540651,G0
1101,0.766188,24.14156,G0
1101,0.677561,24.249035,G0
1101,0.782363,24.816206,G0
1101,0.935835,26.016773,G0
1101,1.042902,21.662022,G0
1000,0.082901,1,G2
1000,0.06255,15.263703,G2
1000,-0.146893,1,G2
1000,-0.116136,1,G2
1000,0.079941,15.096219,G2
1000,-0.099074,1,G2
1000,-0.077608,1,G2
1000,-0.044573,1,G2
1000,-0.15065,1,G2
1000,-0.132626,1,G2
1,0.011443,1,G3
1,0,0,G3
1,0.232822,1,G3
1,0.254014,1,G3
1,0.161145,1,G3
1,0.139832,1,G3
1,0.348557,39.014492,G3
1,0.232993,18.054581,G3
1,0.292268,1,G3
1,0.031611,1,G3
11000,0.000218,64.775955,G4
11000,-0.062194,72.325745,G4
11000,0.027395,70.673332,G4
11000,-0.107223,64.577225,G4
11000,-0.03914,66.82843,G4
11000,0.308168,16.852362,G4
11000,0.099385,65.615578,G4
11000,-0.137127,64.435852,G4
11000,0.278909,16.912418,G4
11000,0.152046,64.698387,G4
1100,0.253866,36.208942,G5
1100,0.207207,36.89492,G5
1100,0.131845,36.415234,G5
1100,0.417831,16.216082,G5
1100,0.465765,36.463387,G5
1100,0.36592,37.810131,G5
1100,0.254988,36.321648,G5
1100,0.494482,24.371956,G5
1100,0.670536,27.792711,G5
1100,0.451246,14.700775,G5
1110,0.620535,17.659349,G6
1110,0.340796,19.670391,G6
1110,0.460172,19.213182,G6
1110,0.335342,18.47349,G6
1110,0.390321,17.66643,G6
1110,0.513536,17.778664,G6
1110,0.466713,18.257576,G6
1110,0.367528,18.060453,G6
1110,0.423515,18.270853,G6
1110,0.610478,18.136511,G6
10001,1.036433,32.165939,G7
10001,1.194456,72.363976,G7
10001,1.227138,72.157265,G7
10001,1.452045,37.974739,G7
10001,0.955925,34.760662,G7
10001,0.826892,31.771627,G7
10001,0.862414,62.205849,G7
10001,0.779082,63.946724,G7
10001,0.614866,61.445362,G7
10001,0.746833,32.17403,G7
11001,0.642406,22.847958,G8
11001,0.691796,23.77964,G8
11001,0.851184,23.986782,G8
11001,0.620343,24.346552,G8
11001,0.529633,25.855455,G8
11001,0.626107,25.085857,G8
11001,0.793669,24.079029,G8
11001,0.799647,24.72452,G8
11001,0.815534,24.11879,G8
11001,0.457876,38.858223,G8
11111,1.016714,7.614478,G9
11111,0.940934,8.807951,G9
11111,0.820475,8.681292,G9
11111,1.013903,6.667328,G9
11111,1.098606,8.828945,G9
11111,0.951457,9.387129,G9
11111,0.676148,10.185197,G9
11111,0.798898,8.834447,G9
11111,1.13354,7.174205,G9
11111,1.143635,8.426088,G9
0,0.669171,35.591549,G1
0,0,0,G1
0,0.566101,1,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,0.428427,24.088034,G0
1101,0.600893,23.128529,G0
1101,0.585449,23.32196,G0
1101,0.347165,34.513943,G0
1101,0.412131,23.88064,G0
1101,0.708656,24.340282,G0
1101,0.767946,24.066637,G0
1101,0.709577,35.845936,G0
1101,0.516266,35.715801,G0
1101,0.518959,24.617819,G0
1000,1.912317,52.631523,G2
1000,0,0,G2
1000,0,0,G2
1000,0.838413,1,G2
1000,0,0,G2
1000,0.440294,1,G2
1000,-0.301824,1,G2
1000,-0.38944,1,G2
1000,-0.344222,1,G2
1000,-0.241185,1,G2
1,-0.199055,1,G3
1,0.074395,33.151272,G3
1,0,0,G3
1,0.048779,1,G3
1,0.195088,1,G3
1,0.049099,1,G3
1,0.060909,1,G3
1,0.002198,1,G3
1,-0.014611,1,G3
1,-0.172701,1,G3
11000,-0.072026,10.288001,G4
11000,-0.35709,57.404831,G4
11000,-0.057814,12.263541,G4
11000,-0.306567,55.730202,G4
11000,-0.456731,58.169212,G4
11000,-0.538603,52.200359,G4
11000,-0.49363,52.062038,G4
11000,0.315553,61.852562,G4
11000,-0.274237,51.770668,G4
11000,-0.071735,63.384914,G4
1100,0.344217,26.076427,G5
1100,0.00125,27.277973,G5
1100,-0.104991,27.534216,G5
1100,0.100275,27.582676,G5
1100,0.230157,26.975546,G5
1100,0.20059,26.07238,G5
1100,-0.008094,28.225647,G5
1100,0.279717,60.335289,G5
1100,0.184218,27.032518,G5
1100,0.29544,27.724827,G5
1110,0.516782,33.358143,G6
1110,0.139307,16.399914,G6
1110,0.094906,16.156572,G6
1110,-0.129805,16.26786,G6
1110,0.465319,25.080109,G6
1110,0.181402,15.414824,G6
1110,0.274874,13.936198,G6
1110,0.13395,15.344725,G6
1110,0.005638,14.859858,G6
1110,0.317525,24.223589,G6
10001,0.623048,30.709044,G7
10001,0.627914,61.148945,G7
10001,0.587678,29.931185,G7
10001,0.531465,57.964828,G7
10001,0.683781,58.989616,G7
10001,0.727063,31.577063,G7
10001,0.559888,57.580097,G7
10001,0.408152,57.93148,G7
10001,1.685299,114.413979,G7
10001,1.697408,106.343872,G7
11001,0.496928,20.997494,G8
11001,0.350388,22.975052,G8
11001,0.26795,21.786654,G8
11001,0.356405,21.023575,G8
11001,0.538121,20.612978,G8
11001,0.285648,20.881372,G8
11001,0.095009,21.139162,G8
11001,0.063922,21.055159,G8
11001,0.273822,20.682329,G8
11001,0.497472,20.561441,G8
11111,1.037722,8.656054,G9
11111,0.96735,8.596058,G9
11111,0.972766,8.835953,G9
11111,0.967241,8.444284,G9
11111,1.00079,8.210151,G9
11111,0.910479,9.262285,G9
11111,0.776657,9.08777,G9
11111,0.79672,9.200364,G9
11111,1.012155,8.893003,G9
11111,1.080741,8.345312,G9
