@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,12'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
2,11000,0.01138,-0.272443,1.165923,G4
2,11000,0.011634,-0.230886,1.181201,G4
2,1100,0.019664,0.092056,0.831786,G5
2,1100,0.014532,0.274169,0.943422,G5
2,1100,0.015604,0.224598,0.910117,G5
1,1100,1,-0.106119,0.920849,G5
2,1100,0.020069,0.08176,0.927262,G5
2,1100,0.021022,0.301604,0.943595,G5
1,1100,1,0.170835,0.887789,G5
2,1100,0.019412,0.11474,0.879447,G5
2,1100,0.01963,0.10985,0.876255,G5
2,1100,0.019562,0.018719,0.855967,G5
3,1110,0.013107,0.413602,0.942145,G6
3,1110,0.01544,0.377758,0.95909,G6
3,1110,0.015718,0.298367,0.924589,G6
3,1110,0.014902,0.459313,1.004657,G6
3,1110,0.015318,0.491706,1.007633,G6
3,1110,0.01588,0.256337,1.007552,G6
3,1110,0.013119,0.488008,0.99553,G6
3,1110,0.011717,0.50416,0.996446,G6
3,1110,0.012431,0.457934,1.047211,G6
3,1110,0.01289,0.374892,1.049552,G6
2,10001,0.0116,0.701891,1.119819,G7
1,10001,1,-0.820075,0.519808,G7
1,10001,1,-0.818262,0.50776,G7
2,10001,0.011294,0.768414,1.142831,G7
2,10001,0.010973,0.785725,1.131886,G7
2,10001,0.011744,1.105771,1.018693,G7
2,10001,0.011559,0.548605,1.210535,G7
2,10001,0.011198,0.248988,1.114058,G7
2,10001,0.011495,0.527894,1.129908,G7
2,10001,0.01161,0.619472,1.119336,G7
4,11001,0.01214,0.485468,1.378346,G8
3,11001,0.010342,0.955128,1.278494,G8
3,11001,0.010344,0.766878,1.114626,G8
4,11001,0.01162,1.305254,1.448913,G8
3,11001,0.010689,0.937405,1.252518,G8
3,11001,0.010542,0.633478,1.08734,G8
3,11001,0.010133,0.961441,1.031569,G8
3,11001,0.010362,1.20847,1.123564,G8
4,11001,0.011198,1.363419,1.225177,G8
3,11001,0.010683,0.977304,1.226979,G8
5,11111,0.009401,0.835729,1.077653,G9
5,11111,0.009056,0.911842,1.01224,G9
5,11111,0.00916,1.011594,0.98381,G9
5,11111,0.009228,0.799858,0.955558,G9
5,11111,0.00918,0.800566,1.18467,G9
5,11111,0.009104,0.98364,1.163117,G9
5,11111,0.009687,0.788263,1.348693,G9
5,11111,0.009032,0.839511,0.946905,G9
5,11111,0.009112,0.599558,0.801616,G9
5,11111,0.009408,0.929799,0.942135,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
3,1101,0.010461,0.445864,0.910312,G0
3,1101,0.010363,0.479034,1.084308,G0
3,1101,0.010171,0.726965,1.193354,G0
2,1101,0.015402,0.67259,0.906126,G0
3,1101,0.010308,0.543432,1.018818,G0
3,1101,0.010317,0.349437,0.830391,G0
3,1101,0.010817,0.598121,0.959786,G0
3,1101,0.010496,0.796306,1.082352,G0
3,1101,0.010388,0.769418,1.114782,G0
3,1101,0.010418,0.614263,1.065401,G0
1,1000,1,-0.012735,0.940489,G2
1,1000,1,0.005355,0.902595,G2
1,1000,1,0.202659,0.856856,G2
1,1000,1,-0.297177,0.799869,G2
1,1000,1,-0.127664,0.904606,G2
1,1000,1,-0.005915,0.992813,G2
0,1000,0,0,0,G2
0,1000,0,0,0,G2
1,1000,1,-0.106377,0.805535,G2
1,1000,1,0.159143,0.808621,G2
1,1,1,0.382613,0.428554,G3
1,1,1,0.214919,0.776599,G3
1,1,1,0.182696,0.594295,G3
1,1,1,-0.280551,0.586515,G3
1,1,1,0.305531,0.478185,G3
1,1,1,0.417575,0.360722,G3
1,1,1,0.412537,0.407221,G3
1,1,1,-0.067955,0.629562,G3
1,1,1,0.042513,0.652679,G3
1,1,1,0.380809,0.53114,G3
2,11000,0.011639,-0.909986,0.859095,G4
2,11000,0.011862,0.087269,1.282806,G4
2,11000,0.011523,-0.486802,1.160692,G4
2,11000,0.011721,-0.045499,1.05981,G4
2,11000,0.012125,0.10864,0.677994,G4
2,11000,0.011791,-0.06354,1.268584,G4
2,11000,0.011351,-0.314816,1.308857,G4
2,11000,0.011431,-0.289388,1.104593,G4
2,11000,0.011824,0.413275,1.065004,G4
2,11000,0.011446,-0.778183,0.934078,G4
2,1100,0.016832,0.168277,0.900112,G5
2,1100,0.016675,0.433333,0.901322,G5
2,1100,0.017061,-0.012718,0.709856,G5
1,1100,1,0.181923,0.829421,G5
2,1100,0.016956,0.490639,0.932993,G5
2,1100,0.016701,0.315048,0.945703,G5
2,1100,0.016971,-0.059789,0.802615,G5
0,1100,0,0,0,G5
1,1100,1,0.287377,0.721637,G5
1,1100,1,0.480632,0.638595,G5
3,1110,0.012424,0.081234,0.928371,G6
3,1110,0.012309,0.42676,1.103648,G6
3,1110,0.012357,0.172185,0.961613,G6
3,1110,0.012571,0.608557,0.988794,G6
3,1110,0.012763,0.46298,1.02717,G6
3,1110,0.012316,0.092397,0.936006,G6
2,1110,0.012485,0.192309,0.686904,G6
3,1110,0.012216,0.647684,0.855413,G6
3,1110,0.012516,0.65487,0.941777,G6
3,1110,0.012445,0.141944,0.963241,G6
2,10001,0.010801,0.840307,0.687236,G7
2,10001,0.011388,0.516876,1.055557,G7
1,10001,1,0.521569,0.392595,G7
2,10001,0.0107,0.103685,0.898498,G7
2,10001,0.011124,0.331051,1.059316,G7
2,10001,0.011312,0.845901,0.705152,G7
2,10001,0.011173,0.720649,0.637664,G7
2,10001,0.010702,0.146131,0.786996,G7
2,10001,0.010932,0.524327,0.666335,G7
2,10001,0.010848,0.922788,0.926507,G7
3,11001,0.008996,0.238445,0.746876,G8
3,11001,0.009281,0.282635,0.66335,G8
4,11001,0.011168,1.082419,1.009961,G8
3,11001,0.010148,0.97525,0.750555,G8
4,11001,0.010693,0.529585,0.965698,G8
3,11001,0.009052,0.034141,0.650669,G8
3,11001,0.008512,0.226677,0.595711,G8
4,11001,0.011354,0.948481,0.822748,G8
3,11001,0.010163,0.915602,0.851607,G8
3,11001,0.009547,0.51753,0.770491,G8
5,11111,0.008783,0.779635,1.438505,G9
5,11111,0.008426,0.971793,1.202741,G9
5,11111,0.008556,1.335971,1.255053,G9
5,11111,0.008185,1.170982,1.330061,G9
5,11111,0.007362,0.487906,1.101408,G9
5,11111,0.008676,0.951539,1.4344,G9
5,11111,0.008685,1.292913,1.534743,G9
5,11111,0.008776,1.302239,1.508981,G9
5,11111,0.008702,1.366719,1.493291,G9
5,11111,0.008956,1.255683,1.584597,G9
1,0,1,-0.659883,0.388478,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
1,0,1,-0.536885,0.572105,G1
3,1101,0.011307,0.607003,0.933986,G0
3,1101,0.010904,0.621065,1.022727,G0
3,1101,0.011255,0.710747,1.008663,G0
3,1101,0.011287,0.714895,0.978851,G0
3,1101,0.011129,0.627897,1.002556,G0
3,1101,0.011039,0.637064,1.001954,G0
3,1101,0.010968,0.565185,0.945057,G0
3,1101,0.011322,0.76783,0.828897,G0
3,1101,0.01158,0.718374,0.959079,G0
3,1101,0.011329,0.639895,0.920995,G0
1,1000,1,-0.186933,0.752226,G2
0,1000,0,0,0,G2
0,1000,0,0,0,G2
1,1000,1,-0.209282,0.960286,G2
1,1000,1,-0.284805,0.818337,G2
1,1000,1,-0.217091,0.841928,G2
1,1000,1,-0.27134,0.839827,G2
1,1000,1,-0.238138,0.80107,G2
1,1000,1,-0.139853,0.819822,G2
1,1000,1,-0.073909,0.822595,G2
2,1,0.024133,0.344561,0.891323,G3
2,1,0.023477,0.398717,1.23157,G3
2,1,0.021554,0.487774,1.261465,G3
1,1,1,0.449431,0.793664,G3
1,1,1,0.213496,0.866528,G3
1,1,1,0.262937,0.817743,G3
1,1,1,0.214955,0.722604,G3
1,1,1,0.449552,0.624235,G3
3,1,0.039145,1.710599,1.659585,G3
2,1,0.027346,0.708482,0.886567,G3
2,11000,0.010905,-0.426197,0.897239,G4
2,11000,0.011146,-0.069536,1.333772,G4
3,11000,0.017089,0.022753,1.448977,G4
3,11000,0.017418,0.059144,1.387689,G4
2,11000,0.011381,-0.263844,1.098991,G4
2,11000,0.011122,-0.3073,0.990813,G4
2,11000,0.013049,-0.275646,0.839786,G4
3,11000,0.017487,0.023907,1.296489,G4
3,11000,0.01771,0.069277,1.426154,G4
2,11000,0.011279,-0.38037,0.949838,G4
3,1100,0.014206,0.288046,1.042303,G5
3,1100,0.014545,0.317447,1.290128,G5
2,1100,0.025436,0.074045,0.889349,G5
3,1100,0.01414,0.209435,1.17151,G5
2,1100,0.028021,-0.005151,0.798506,G5
2,1100,0.02538,-0.069441,0.75933,G5
2,1100,0.02514,-0.034059,0.773211,G5
2,1100,0.023528,0.042963,0.708467,G5
2,1100,0.023566,0.084807,0.779153,G5
2,1100,0.023388,0.041713,0.75027,G5
3,1110,0.0158,0.199688,0.861583,G6
3,1110,0.015035,0.187067,1.073101,G6
3,1110,0.014336,0.369454,0.975605,G6
3,1110,0.015322,0.352403,1.028932,G6
3,1110,0.015003,0.266749,1.011945,G6
3,1110,0.014944,0.20345,0.903783,G6
3,1110,0.015104,0.146607,0.877971,G6
3,1110,0.015812,0.219407,0.940807,G6
3,1110,0.016373,0.332046,0.945671,G6
3,1110,0.016061,0.30911,0.927862,G6
2,10001,0.010642,0.850724,0.700165,G7
2,10001,0.010463,1.075712,0.807237,G7
2,10001,0.010477,1.098629,0.825603,G7
2,10001,0.010356,1.016533,0.719546,G7
3,10001,0.011348,1.116785,0.772189,G7
3,10001,0.012521,1.353137,0.826689,G7
3,10001,0.011754,1.241883,0.764244,G7
2,10001,0.01052,1.089298,0.669785,G7
2,10001,0.010421,0.953686,0.689829,G7
2,10001,0.010648,0.885284,0.725398,G7
3,11001,0.010382,0.580094,0.971662,G8
3,11001,0.009778,0.478482,1.205836,G8
3,11001,0.009836,0.647255,1.012403,G8
3,11001,0.010311,0.676838,1.103321,G8
3,11001,0.010131,0.713781,1.024047,G8
3,11001,0.01019,0.707518,1.030701,G8
3,11001,0.010273,0.809132,1.039181,G8
3,11001,0.009943,0.647453,0.751964,G8
4,11001,0.010788,0.671939,1.084829,G8
4,11001,0.012367,0.809869,1.015137,G8
5,11111,0.009987,1.007206,0.887216,G9
5,11111,0.008943,0.834694,1.041891,G9
5,11111,0.008941,0.855786,0.848052,G9
5,11111,0.008798,0.914123,0.988916,G9
5,11111,0.008872,0.938263,0.92677,G9
5,11111,0.00901,0.866689,0.953086,G9
5,11111,0.008726,0.844801,0.804668,G9
5,11111,0.00866,0.877421,0.774487,G9
5,11111,0.009008,0.827236,0.766474,G9
5,11111,0.009706,0.825258,0.71877,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
2,1101,0.014926,0.697043,1.084395,G0
3,1101,0.013496,0.355125,1.095757,G0
3,1101,0.013251,0.061216,0.664541,G0
3,1101,0.012943,0.555953,1.11106,G0
3,1101,0.014201,0.52277,1.072685,G0
3,1101,0.013723,0.292447,0.928006,G0
3,1101,0.014019,0.213229,0.836652,G0
3,1101,0.011053,0.544974,0.757962,G0
3,1101,0.010994,0.659414,1.107473,G0
3,1101,0.01129,0.45662,0.937377,G0
0,1000,0,0,0,G2
1,1000,1,-0.423096,0.6465,G2
4,1000,0.00964,0.81831,1.46154,G2
0,1000,0,0,0,G2
0,1000,0,0,0,G2
2,1000,0.018964,-0.144776,1.028209,G2
0,1000,0,0,0,G2
1,1000,1,-0.572159,0.750559,G2
1,1000,1,-0.433531,0.659362,G2
1,1000,1,-0.089519,0.743639,G2
1,1,1,0.258719,0.79687,G3
1,1,1,0.242,0.968297,G3
1,1,1,0.098345,0.831962,G3
1,1,1,0.004216,0.816869,G3
1,1,1,0.38494,0.814868,G3
1,1,1,0.549606,0.723149,G3
1,1,1,0.19082,0.791523,G3
1,1,1,-0.10305,0.707491,G3
1,1,1,0.435361,0.754073,G3
1,1,1,0.591228,0.659504,G3
2,11000,0.010681,-0.412135,0.775308,G4
2,11000,0.010645,0.03018,1.351838,G4
2,11000,0.01056,-0.259703,1.228657,G4
2,11000,0.010659,-0.219504,1.035255,G4
2,11000,0.01047,0.053486,1.109588,G4
2,11000,0.010476,-0.247856,0.953179,G4
2,11000,0.01065,-0.551376,0.839997,G4
2,11000,0.010661,-0.395145,0.893107,G4
3,11000,0.017065,0.214681,1.235542,G4
3,11000,0.016712,0.042194,0.72105,G4
2,1100,0.016788,0.041601,0.633958,G5
2,1100,0.016886,0.078482,0.891532,G5
2,1100,0.017352,0.294631,0.976334,G5
3,1100,0.01326,0.21038,0.966125,G5
2,1100,0.016477,0.427865,0.779371,G5
2,1100,0.016847,0.006204,0.510842,G5
2,1100,0.016809,-0.143872,0.427131,G5
2,1100,0.018528,0.101422,0.925309,G5
2,1100,0.017781,0.569412,0.948335,G5
2,1100,0.017231,0.213745,0.802045,G5
3,1110,0.015592,0.224582,0.647937,G6
3,1110,0.016209,0.13325,0.92864,G6
3,1110,0.01567,0.241294,0.960474,G6
3,1110,0.014326,0.11027,0.892352,G6
3,1110,0.014515,0.106367,0.666474,G6
3,1110,0.012976,0.621728,0.769496,G6
3,1110,0.012967,0.52339,0.805041,G6
3,1110,0.013893,0.442841,0.866414,G6
4,1110,0.011418,0.556809,0.847177,G6
3,1110,0.014028,0.5139,0.890985,G6
3,10001,0.010612,0.730335,0.77272,G7
3,10001,0.010154,-0.055232,1.160069,G7
2,10001,0.010363,-0.074309,1.443389,G7
2,10001,0.010019,0.459548,1.207844,G7
2,10001,0.010007,0.156306,1.216426,G7
2,10001,0.010192,-0.011124,1.24968,G7
3,10001,0.009714,0.05508,1.19882,G7
3,10001,0.0115,0.818824,0.862795,G7
3,10001,0.00987,0.268694,0.920606,G7
3,10001,0.010257,0.520851,0.598301,G7
3,11001,0.010319,0.443635,0.795187,G8
3,11001,0.009411,0.09077,1.036468,G8
3,11001,0.009746,0.468985,1.116939,G8
3,11001,0.009429,-0.164005,0.880468,G8
3,11001,0.009713,0.428036,0.991011,G8
3,11001,0.009941,0.147076,0.77672,G8
3,11001,0.01037,0.576803,1.029906,G8
3,11001,0.010276,0.1909,0.726511,G8
3,11001,0.010529,0.145891,0.612317,G8
3,11001,0.010406,0.510261,1.02613,G8
5,11111,0.008084,1.06497,1.232757,G9
5,11111,0.008211,0.895018,1.133635,G9
5,11111,0.008098,0.595696,1.130398,G9
5,11111,0.008204,1.069266,1.1406,G9
5,11111,0.008105,0.8561,0.933275,G9
5,11111,0.007831,0.490497,0.951265,G9
5,11111,0.008011,1.025218,0.978465,G9
5,11111,0.007937,0.925737,1.043397,G9
5,11111,0.007892,0.775444,0.978916,G9
5,11111,0.008156,1.016059,1.2131,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
2,1101,0.024175,-0.008628,0.908698,G0
3,1101,0.013,0.509244,0.992541,G0
3,1101,0.013446,0.594434,0.841796,G0
3,1101,0.013456,0.44082,0.83607,G0
3,1101,0.012738,0.351001,0.843869,G0
3,1101,0.013126,0.321227,0.681571,G0
3,1101,0.012857,0.324205,0.696714,G0
3,1101,0.01325,0.545601,0.595058,G0
3,1101,0.013314,0.559776,0.942227,G0
3,1101,0.013604,0.567607,1.02037,G0
0,1000,0,0,0,G2
0,1000,0,0,0,G2
0,1000,0,0,0,G2
1,1000,1,-0.248304,0.904027,G2
1,1000,1,-0.362474,0.860532,G2
0,1000,0,0,0,G2
1,1000,1,-0.351167,0.845578,G2
2,1000,0.017633,-0.078576,1.280742,G2
1,1000,1,-0.133472,0.840209,G2
1,1000,1,-0.251653,0.919942,G2
1,1,1,0.190275,0.808455,G3
1,1,1,0.187176,0.947213,G3
2,1,0.017241,0.325798,0.888754,G3
2,1,0.017467,0.436097,0.73193,G3
1,1,1,0.1556,0.574298,G3
1,1,1,0.222859,0.561295,G3
1,1,1,0.309264,0.545472,G3
2,1,0.016905,0.511787,0.678693,G3
2,1,0.018043,0.472732,0.69639,G3
1,1,1,0.25354,0.779983,G3
3,11000,0.017477,-0.000021,1.08582,G4
2,11000,0.011343,-0.102365,1.318317,G4
3,11000,0.017351,0.120058,1.510522,G4
2,11000,0.01216,-0.286956,1.153748,G4
2,11000,0.01233,-0.310827,1.121304,G4
2,11000,0.012639,-0.230822,1.026543,G4
2,11000,0.012517,-0.228206,0.980889,G4
2,11000,0.012831,-0.186455,1.011124,G4
2,11000,0.014258,-0.296336,0.892096,G4
3,11000,0.017062,0.03582,1.138649,G4
2,1100,0.021052,0.139558,0.853475,G5
2,1100,0.022052,0.147804,0.914233,G5
2,1100,0.022395,0.222824,0.908718,G5
3,1100,0.031525,0.347617,1.090106,G5
2,1100,0.021207,0.102128,0.808731,G5
2,1100,0.020503,-0.028735,0.800222,G5
2,1100,0.02077,-0.027244,0.857413,G5
2,1100,0.020459,-0.057109,0.866703,G5
2,1100,0.021021,0.043641,0.865421,G5
2,1100,0.02039,0.054236,0.852607,G5
3,1110,0.015135,0.389652,0.915078,G6
3,1110,0.014573,0.350061,0.973619,G6
3,1110,0.013595,0.478049,0.992767,G6
3,1110,0.013738,0.492278,0.996788,G6
3,1110,0.013736,0.141816,0.903235,G6
3,1110,0.013928,0.147993,0.916604,G6
3,1110,0.013876,0.180721,0.963934,G6
3,1110,0.013807,0.414376,0.991339,G6
3,1110,0.01415,0.364131,0.964287,G6
3,1110,0.014919,0.470769,0.938965,G6
3,10001,0.011148,1.317109,0.424214,G7
2,10001,0.011434,1.153869,0.479772,G7
2,10001,0.011219,1.214387,0.405363,G7
2,10001,0.010902,1.065491,0.457093,G7
2,10001,0.010432,0.879429,0.508598,G7
3,10001,0.010954,1.01482,0.399364,G7
2,10001,0.011662,1.369463,0.384122,G7
2,10001,0.011852,1.432197,0.383998,G7
3,10001,0.011112,1.249366,0.454909,G7
3,10001,0.010802,1.081735,0.513884,G7
3,11001,0.009672,0.545486,0.786356,G8
3,11001,0.009761,0.99161,0.962037,G8
3,11001,0.009541,1.115991,0.882369,G8
3,11001,0.009822,0.982328,0.873196,G8
3,11001,0.009685,0.803399,0.907886,G8
3,11001,0.009611,1.208049,0.819426,G8
3,11001,0.009718,1.180364,0.688344,G8
3,11001,0.009771,1.076684,0.8349,G8
3,11001,0.009682,0.999644,0.773971,G8
3,11001,0.009763,0.707696,0.747363,G8
5,11111,0.008987,1.027946,1.080613,G9
5,11111,0.008941,0.892321,0.968518,G9
5,11111,0.008827,0.872778,0.861062,G9
1,11111,1,-0.985285,-0.004083,G9
5,11111,0.008749,0.988456,0.835181,G9
5,11111,0.008624,0.866844,0.713481,G9
5,11111,0.008786,0.99683,0.685098,G9
5,11111,0.008948,0.891538,1.174421,G9
5,11111,0.008825,1.019123,1.128191,G9
5,11111,0.008881,1.063152,1.200381,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
2,1101,0.013042,0.886732,0.927925,G0
3,1101,0.011495,0.547338,1.02856,G0
3,1101,0.010895,0.351789,0.978688,G0
2,1101,0.016768,0.546105,0.995054,G0
2,1101,0.012894,0.874791,0.972794,G0
3,1101,0.012687,0.72639,1.10794,G0
2,1101,0.016537,0.537521,0.954092,G0
3,1101,0.012489,0.671723,1.050902,G0
3,1101,0.012102,0.73589,0.834918,G0
3,1101,0.011832,0.455441,0.875696,G0
1,1000,1,-0.395436,0.124494,G2
0,1000,0,0,0,G2
0,1000,0,0,0,G2
1,1000,1,-0.266284,0.092887,G2
1,1000,1,-0.467012,-0.033828,G2
1,1000,1,-0.568667,-0.068894,G2
1,1000,1,-0.449082,0.069475,G2
0,1000,0,0,0,G2
1,1000,1,-0.292297,0.004645,G2
1,1000,1,-0.468907,-0.02539,G2
2,1,0.02319,0.439831,0.884812,G3
3,1,0.016277,0.448974,1.168917,G3
0,1,0,0,0,G3
2,1,0.014628,0.350008,0.892521,G3
2,1,0.01504,0.473491,0.958842,G3
1,1,1,0.117314,0.593769,G3
1,1,1,0.036763,0.533063,G3
2,1,0.02276,0.189415,0.71201,G3
2,1,0.022718,0.369277,0.734343,G3
2,1,0.024239,0.465191,0.752641,G3
2,11000,0.012037,-0.228333,0.915433,G4
3,11000,0.018735,0.188088,1.434125,G4
2,11000,0.012,-0.181789,1.1645,G4
2,11000,0.011555,-0.336539,1.10203,G4
2,11000,0.011652,-0.375696,1.047006,G4
2,11000,0.011781,-0.30021,1.002143,G4
2,11000,0.011935,-0.217853,1.116914,G4
2,11000,0.011958,-0.25502,1.006149,G4
3,11000,0.018791,0.12973,1.151243,G4
3,11000,0.017666,0.112282,1.142098,G4
2,1100,0.019785,-0.063756,0.800326,G5
2,1100,0.020119,0.19679,0.862742,G5
2,1100,0.01997,0.059605,0.866905,G5
2,1100,0.020287,0.042598,0.851129,G5
2,1100,0.020168,-0.126182,0.794684,G5
2,1100,0.019834,-0.051169,0.834876,G5
2,1100,0.019846,0.168148,0.836722,G5
2,1100,0.020116,0.135939,0.827602,G5
2,1100,0.020067,0.143817,0.821288,G5
2,1100,0.019847,-0.004519,0.816408,G5
3,1110,0.014743,0.352671,0.817734,G6
3,1110,0.015098,0.217343,0.859687,G6
3,1110,0.014547,0.277276,0.827682,G6
3,1110,0.014449,0.315888,0.816859,G6
3,1110,0.014934,0.373073,0.783414,G6
3,1110,0.014813,0.34865,0.783798,G6
3,1110,0.015164,0.178631,0.722558,G6
3,1110,0.014885,0.194414,0.711204,G6
3,1110,0.015116,0.374784,0.780966,G6
3,1110,0.014977,0.331614,0.863926,G6
3,10001,0.010438,1.210704,0.894478,G7
2,10001,0.010795,1.430695,0.93806,G7
2,10001,0.010652,1.418604,0.936678,G7
2,10001,0.010717,1.433596,0.934665,G7
2,10001,0.011471,1.528859,0.917572,G7
2,10001,0.011236,1.484964,0.958126,G7
2,10001,0.010897,1.29005,0.923267,G7
3,10001,0.010884,1.387429,1.018662,G7
3,10001,0.010807,1.302124,0.905767,G7
2,10001,0.011076,1.287866,0.914272,G7
3,11001,0.011049,1.13941,1.333848,G8
3,11001,0.0108,1.244691,1.297401,G8
3,11001,0.011102,1.38209,1.376521,G8
3,11001,0.011007,1.287421,1.322932,G8
3,11001,0.010856,1.18762,1.304092,G8
3,11001,0.009815,0.568574,1.124813,G8
2,11001,0.012549,0.143787,0.758516,G8
2,11001,0.012129,0.362933,0.769346,G8
2,11001,0.01254,0.717445,0.725014,G8
3,11001,0.00966,0.756468,1.133924,G8
5,11111,0.009456,0.930666,1.27794,G9
5,11111,0.009113,0.984521,1.179577,G9
5,11111,0.008982,0.96534,1.170372,G9
5,11111,0.009393,1.020055,1.182465,G9
4,11111,0.010939,0.606628,0.869348,G9
5,11111,0.009364,0.964729,1.150829,G9
5,11111,0.009404,0.968442,1.1299,G9
5,11111,0.009125,0.984573,1.166982,G9
5,11111,0.009162,1.063021,1.185761,G9
4,11111,0.011123,0.893148,0.952632,G9
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
1,0,1,-0.123649,0.874282,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
2,1101,0.015583,0.560978,1.167571,G0
3,1101,0.011402,0.700698,1.122981,G0
3,1101,0.011398,0.649385,1.076474,G0
3,1101,0.011594,0.754909,0.998972,G0
4,1101,0.013536,0.983468,1.236716,G0
3,1101,0.011151,0.766188,1.040268,G0
3,1101,0.011191,0.677561,1.013315,G0
3,1101,0.011357,0.782363,1.02419,G0
3,1101,0.010831,0.935835,1.021352,G0
3,1101,0.013881,1.042902,1.121071,G0
1,1000,1,0.082901,0.840151,G2
2,1000,0.020163,0.06255,1.344259,G2
1,1000,1,-0.146893,0.885657,G2
1,1000,1,-0.116136,0.881814,G2
2,1000,0.02079,0.079941,1.27485,G2
1,1000,1,-0.099074,0.8538,G2
1,1000,1,-0.077608,0.879004,G2
1,1000,1,-0.044573,0.85692,G2
1,1000,1,-0.15065,0.880106,G2
1,1000,1,-0.132626,0.900084,G2
1,1,1,0.011443,0.726551,G3
0,1,0,0,0,G3
1,1,1,0.232822,0.956751,G3
1,1,1,0.254014,0.962371,G3
1,1,1,0.161145,0.680975,G3
1,1,1,0.139832,0.709663,G3
2,1,0.015459,0.348557,1.009762,G3
2,1,0.024163,0.232993,0.908979,G3
1,1,1,0.292268,0.728388,G3
1,1,1,0.031611,0.696982,G3
2,11000,0.01132,0.000218,1.053698,G4
2,11000,0.010736,-0.062194,0.976454,G4
2,11000,0.011071,0.027395,1.001867,G4
2,11000,0.0114,-0.107223,0.959754,G4
2,11000,0.011556,-0.03914,0.94222,G4
3,11000,0.017567,0.308168,1.444253,G4
2,11000,0.011834,0.099385,0.888666,G4
2,11000,0.011023,-0.137127,0.90677,G4
3,11000,0.017425,0.278909,1.630031,G4
2,11000,0.011751,0.152046,1.141769,G4
2,1100,0.015008,0.253866,0.946597,G5
2,1100,0.014457,0.207207,0.925658,G5
2,1100,0.014868,0.131845,0.927572,G5
3,1100,0.013079,0.417831,1.199853,G5
2,1100,0.015642,0.465765,0.83953,G5
2,1100,0.014786,0.36592,0.885411,G5
2,1100,0.01504,0.254988,0.941837,G5
3,1100,0.02011,0.494482,1.144473,G5
3,1100,0.02342,0.670536,1.293859,G5
3,1100,0.015389,0.451246,1.377801,G5
3,1110,0.015161,0.620535,1.036278,G6
3,1110,0.013325,0.340796,0.94036,G6
3,1110,0.013629,0.460172,0.906906,G6
3,1110,0.014153,0.335342,0.87662,G6
3,1110,0.014974,0.390321,0.952347,G6
3,1110,0.014878,0.513536,0.959195,G6
3,1110,0.014263,0.466713,0.923365,G6
3,1110,0.01452,0.367528,0.89911,G6
3,1110,0.014403,0.423515,0.919454,G6
3,1110,0.015611,0.610478,0.956043,G6
3,10001,0.011984,1.036433,0.825058,G7
2,10001,0.011156,1.194456,0.78721,G7
2,10001,0.010727,1.227138,0.813854,G7
3,10001,0.011904,1.452045,0.843,G7
3,10001,0.011072,0.955925,0.827463,G7
3,10001,0.011558,0.826892,0.790766,G7
2,10001,0.010878,0.862414,0.73595,G7
2,10001,0.010501,0.779082,0.795184,G7
2,10001,0.010635,0.614866,0.796316,G7
3,10001,0.011445,0.746833,0.783412,G7
3,11001,0.012229,0.642406,1.268532,G8
3,11001,0.011917,0.691796,1.550729,G8
3,11001,0.011702,0.851184,1.598437,G8
3,11001,0.011597,0.620343,1.461919,G8
3,11001,0.010948,0.529633,1.361272,G8
3,11001,0.01127,0.626107,1.388609,G8
3,11001,0.011619,0.793669,1.454884,G8
3,11001,0.011397,0.799647,1.496487,G8
3,11001,0.011659,0.815534,1.535446,G8
2,11001,0.015045,0.457876,1.068791,G8
5,11111,0.011028,1.016714,1.427015,G9
5,11111,0.009949,0.940934,1.413689,G9
