@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,7-11,12'

@attribute fingersExtended numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1101,102.973999,105.472,85.596298,0,0,G0
1101,105.858002,108.678001,85.979599,0,0,G0
1101,109.549004,111.917999,84.094803,0,0,G0
1101,109.082001,109.418999,81.8694,0,0,G0
1101,112.801003,0,0,0,0,G0
1101,108.619003,110.466003,83.3601,0,0,G0
1000,126.156998,0,0,0,0,G2
1000,99.199699,0,0,0,0,G2
1000,127.579002,0,0,0,0,G2
1000,109.209999,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,114.376999,0,0,0,0,G2
1000,123.617996,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,111.820999,56.8241,0,0,0,G2
1000,114.342003,0,0,0,0,G2
1,100.399002,0,0,0,0,G3
1,110.445999,0,0,0,0,G3
1,109.883003,0,0,0,0,G3
1,110.987,0,0,0,0,G3
1,112.056,0,0,0,0,G3
1,112.288002,0,0,0,0,G3
1,110.852997,0,0,0,0,G3
1,111.07,0,0,0,0,G3
1,112.137001,0,0,0,0,G3
1,106.795998,0,0,0,0,G3
11000,88.909103,0,0,0,0,G4
11000,94.022003,114.278999,59.9491,0,0,G4
11000,93.9048,112.946999,59.6758,0,0,G4
11000,93.477501,113.156998,0,0,0,G4
11000,94.238403,124.040001,0,0,0,G4
11000,96.060303,136.304001,0,0,0,G4
11000,92.564003,119.834999,0,0,0,G4
11000,88.450897,113.121002,0,0,0,G4
11000,90.686203,113.917,0,0,0,G4
11000,89.681999,113.488998,0,0,0,G4
1100,105.624001,109.487999,0,0,0,G5
1100,111.125,116.516998,0,0,0,G5
1100,111.490997,115.303001,0,0,0,G5
1100,125.541,0,0,0,0,G5
1100,108.882004,113.047997,0,0,0,G5
1100,111.018997,116.507004,0,0,0,G5
1100,123.685997,0,0,0,0,G5
1100,107.739998,111.531998,0,0,0,G5
1100,107.837997,112.362999,0,0,0,G5
1100,107.597,111.692001,0,0,0,G5
1110,97.534302,103.983002,93.418602,0,0,G6
1110,95.406898,100.663002,90.8694,0,0,G6
1110,97.634804,102.661003,89.828598,0,0,G6
1110,93.543198,102.556,92.703903,0,0,G6
1110,94.329102,103.858002,93.933701,0,0,G6
1110,106.5,108.800003,96.276398,0,0,G6
1110,99.329903,104.403999,96.074303,0,0,G6
1110,100.794998,104.371002,94.409698,0,0,G6
1110,99.272102,104.390999,94.250801,0,0,G6
1110,105.283997,112.306999,99.891098,0,0,G6
10001,84.707397,102.323997,0,0,0,G7
10001,102.261002,0,0,0,0,G7
10001,101.074997,0,0,0,0,G7
10001,87.361603,104.053001,0,0,0,G7
10001,90.276199,106.555,0,0,0,G7
10001,82.487602,107.574997,0,0,0,G7
10001,85.168404,101.719002,0,0,0,G7
10001,88.168999,105.239998,0,0,0,G7
10001,85.558601,102.720001,0,0,0,G7
10001,84.681602,101.963997,0,0,0,G7
11001,79.917503,117.737,58.846401,102.653999,0,G8
11001,82.231102,109.598999,100.142998,0,0,G8
11001,81.144096,114.554001,102.672997,0,0,G8
11001,81.803299,111.632004,58.799301,103.133003,0,G8
11001,80.665802,109.061996,97.741402,0,0,G8
11001,80.8983,112.011002,100.140999,0,0,G8
11001,84.906097,114.383003,102.408997,0,0,G8
11001,81.862503,110.924004,101.410004,0,0,G8
11001,81.550598,109.453003,55.408901,99.901001,0,G8
11001,79.839699,108.863998,97.634102,0,0,G8
11111,79.952301,101.342003,109.290001,100.373001,91.617996,G9
11111,82.904099,103.225998,111.866997,103.086998,94.668404,G9
11111,81.021599,102.337997,111.112999,103.182999,94.300102,G9
11111,82.238197,102.440002,110.885002,101.761002,92.721298,G9
11111,80.007004,104.501999,112.861,104.692001,95.200699,G9
11111,79.902199,103.269997,111.630997,105.085999,95.6688,G9
11111,73.489098,110.897003,115.253998,106.019997,95.544502,G9
11111,82.839203,103.970001,111.337997,103.653999,94.458603,G9
11111,81.2696,106.013,114.398003,104.795998,96.304901,G9
11111,78.883301,97.839798,105.885002,97.932701,91.623299,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,114.033997,107.335999,82.494598,0,0,G0
1101,114.754997,108.946999,84.693298,0,0,G0
1101,114.306999,108.170998,84.600197,0,0,G0
1101,118.549004,87.655197,0,0,0,G0
1101,114.218002,106.218002,82.479202,0,0,G0
1101,114.385002,108.686996,84.921303,0,0,G0
1101,103.779999,96.294403,77.522697,0,0,G0
1101,101.711998,96.6082,81.251503,0,0,G0
1101,107.902,102.800003,82.003998,0,0,G0
1101,113.335999,107.035004,81.910103,0,0,G0
1000,121.545998,0,0,0,0,G2
1000,132.102005,0,0,0,0,G2
1000,132.712006,0,0,0,0,G2
1000,132.664993,0,0,0,0,G2
1000,120.252998,0,0,0,0,G2
1000,133.587997,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,127.573997,0,0,0,0,G2
1000,127.800003,0,0,0,0,G2
1,107.424004,0,0,0,0,G3
1,110.226997,0,0,0,0,G3
1,109.589996,0,0,0,0,G3
1,111.677002,0,0,0,0,G3
1,109.510002,0,0,0,0,G3
1,106.921997,0,0,0,0,G3
1,109.171997,0,0,0,0,G3
1,112.369003,0,0,0,0,G3
1,111.540001,0,0,0,0,G3
1,108.997002,0,0,0,0,G3
11000,112.504997,86.384804,0,0,0,G4
11000,83.745201,114.107002,0,0,0,G4
11000,88.440498,121.484001,0,0,0,G4
11000,84.627701,118.718002,0,0,0,G4
11000,81.505501,115.496002,0,0,0,G4
11000,84.817802,112.670998,0,0,0,G4
11000,91.6884,130.067993,0,0,0,G4
11000,88.8731,119.274002,0,0,0,G4
11000,84.906502,120.306,0,0,0,G4
11000,88.778198,115.438004,0,0,0,G4
1100,114.861,111.185997,0,0,0,G5
1100,120.797997,125.862,0,0,0,G5
1100,115.963997,117.711998,0,0,0,G5
1100,133.296005,0,0,0,0,G5
1100,122.689003,125.191002,0,0,0,G5
1100,113.371002,113.492996,0,0,0,G5
1100,120.75,122.082001,0,0,0,G5
1100,0,0,0,0,0,G5
1100,132.563004,0,0,0,0,G5
1100,120.946999,0,0,0,0,G5
1110,117.856003,127.331001,107.888,0,0,G6
1110,115.115997,125.188004,107.098,0,0,G6
1110,114.258003,121.148003,106.162003,0,0,G6
1110,106.654999,115.459999,100.721001,0,0,G6
1110,102.941002,111.182999,94.028397,0,0,G6
1110,117.824997,125.817001,105.157997,0,0,G6
1110,115.857002,101.844002,0,0,0,G6
1110,106.077003,113.533997,99.608299,0,0,G6
1110,97.828598,105.801003,91.764603,0,0,G6
1110,109.481003,115.739998,96.832298,0,0,G6
10001,92.465897,104.389999,0,0,0,G7
10001,86.477501,107.888,0,0,0,G7
10001,105.713997,0,0,0,0,G7
10001,92.839203,108.990997,0,0,0,G7
10001,88.966202,107.961998,0,0,0,G7
10001,87.446899,105.870003,0,0,0,G7
10001,89.120003,105.870003,0,0,0,G7
10001,92.748596,107.819,0,0,0,G7
10001,90.652603,105.734001,0,0,0,G7
10001,91.943497,103.871002,0,0,0,G7
11001,97.8741,120.464996,108.099998,0,0,G8
11001,89.762802,118.289001,109.596001,0,0,G8
11001,85.985901,105.847,44.543301,100.291,0,G8
11001,84.586304,106.827003,99.371902,0,0,G8
11001,86.568398,116.733002,53.025299,106.366997,0,G8
11001,94.765404,119.568001,109.311996,0,0,G8
11001,103.677002,118.615997,109.098,0,0,G8
11001,80.841103,106.757004,45.122398,102.042999,0,G8
11001,83.197601,106.728996,100.026001,0,0,G8
11001,88.962303,113.296997,105.347,0,0,G8
11111,84.452904,114.170998,125.663002,114.528,105.158997,G9
11111,86.075401,111.513,120.135002,113.441002,107.149002,G9
11111,84.275803,105.819,113.370003,109.292999,106.396004,G9
11111,86.757896,108.793999,104.779999,103.154999,108.224998,G9
11111,99.128998,128.041,129.826004,121.059998,116.424004,G9
11111,85.351402,104.537003,116.370003,110.804001,104.875999,G9
11111,83.301399,102.974998,110.834,107.999001,104.900002,G9
11111,86.006798,108.258003,123.237,111.288002,105.964996,G9
11111,87.2743,111.644997,117.620003,94.097504,107.445999,G9
11111,92.258102,102.202003,108.662003,99.161003,96.075897,G9
0,72.840599,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,72.498497,0,0,0,0,G1
1101,101.483002,104.063004,85.142998,0,0,G0
1101,103.109001,104.693001,87.146103,0,0,G0
1101,98.314796,100.727997,82.5103,0,0,G0
1101,97.702599,100.194,82.628304,0,0,G0
1101,103.015999,104.728996,85.8041,0,0,G0
1101,105.047997,106.539001,86.789803,0,0,G0
1101,104.703003,107.053001,87.7752,0,0,G0
1101,95.377502,97.2388,81.442596,0,0,G0
1101,94.991402,98.830498,81.636101,0,0,G0
1101,98.2854,100.200996,81.817299,0,0,G0
1000,110.245003,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,119.915001,0,0,0,0,G2
1000,111.598,0,0,0,0,G2
1000,118.681,0,0,0,0,G2
1000,120.168999,0,0,0,0,G2
1000,119.737,0,0,0,0,G2
1000,122.362999,0,0,0,0,G2
1000,113.206001,0,0,0,0,G2
1,53.867001,106.184998,0,0,0,G3
1,55.755501,110.054001,0,0,0,G3
1,51.910999,112.064003,0,0,0,G3
1,107.433998,0,0,0,0,G3
1,106.674004,0,0,0,0,G3
1,105.294998,0,0,0,0,G3
1,104.825996,0,0,0,0,G3
1,91.931503,0,0,0,0,G3
1,34.313202,7.66182,58.174999,0,0,G3
1,27.8367,81.300697,0,0,0,G3
11000,96.337997,115.470001,0,0,0,G4
11000,89.197403,114.603996,0,0,0,G4
11000,87.812599,112.570999,52.286301,0,0,G4
11000,86.983002,112.834999,50.599998,0,0,G4
11000,89.267097,111.07,0,0,0,G4
11000,93.485397,112.93,0,0,0,G4
11000,75.360001,92.657402,0,0,0,G4
11000,86.506798,112.903999,50.1371,0,0,G4
11000,85.7201,111.125999,47.561798,0,0,G4
11000,91.911301,113.554001,0,0,0,G4
1100,103.690002,105.857002,34.567501,0,0,G5
1100,102.694,108.074997,36.7766,0,0,G5
1100,102.614998,109.540001,0,0,0,G5
1100,102.206001,105.096001,38.903301,0,0,G5
1100,100.261002,104.961998,0,0,0,G5
1100,107.739998,109.061996,0,0,0,G5
1100,104.852997,109.875,0,0,0,G5
1100,104.819,107.022003,0,0,0,G5
1100,105.741997,107.527,0,0,0,G5
1100,104.217003,105.977997,0,0,0,G5
1110,93.181,96.932404,85.869499,0,0,G6
1110,107.93,115.513,100.873001,0,0,G6
1110,101.663002,107.653999,98.761497,0,0,G6
1110,86.111298,90.0056,79.045601,0,0,G6
1110,102.628998,110.064003,98.219002,0,0,G6
1110,104.956001,109.238998,99.370903,0,0,G6
1110,104.418999,109.787003,97.893303,0,0,G6
1110,95.870598,102.225998,88.3564,0,0,G6
1110,76.478104,79.348099,69.989304,0,0,G6
1110,83.813797,85.924599,76.330704,0,0,G6
10001,93.238297,105.860001,0,0,0,G7
10001,96.4179,102.730003,0,0,0,G7
10001,96.267799,101.278999,0,0,0,G7
10001,96.870697,103.410004,0,0,0,G7
10001,93.0755,58.2481,102.658997,0,0,G7
10001,86.968201,50.876598,97.033897,0,0,G7
10001,90.415298,55.5495,100.352997,0,0,G7
10001,95.405296,104.350998,0,0,0,G7
10001,95.542999,106.614998,0,0,0,G7
10001,93.1782,106.386002,0,0,0,G7
11001,83.199699,111.959999,99.134102,0,0,G8
11001,93.478104,111.041,95.974602,0,0,G8
11001,93.515198,107.181999,93.0513,0,0,G8
11001,88.012199,109.513,93.821602,0,0,G8
11001,87.709198,107.657997,95.259598,0,0,G8
11001,87.422897,106.778,94.338303,0,0,G8
11001,87.5215,106.804001,93.378304,0,0,G8
11001,90.960403,107.728996,94.561096,0,0,G8
11001,94.203102,114.305,57.026501,99.9189,0,G8
11001,80.346703,108.973999,50.9454,94.356903,0,G8
11111,74.0979,92.656097,95.119797,91.015999,83.488998,G9
11111,86.445099,102.984001,108.820999,104.850998,91.0327,G9
11111,86.884804,102.000999,105.467003,100.748001,89.691704,G9
11111,86.490402,101.216003,106.070999,103.086998,92.142097,G9
11111,86.858704,100.460999,103.763,99.7108,89.777,G9
11111,85.758499,100.355003,102.777,97.907799,88.587799,G9
11111,87.317703,103.314003,106.255997,102.717003,92.1502,G9
11111,87.271103,104.111,107.615997,103.974998,93.744003,G9
11111,84.802902,102.584,104.849998,101.615997,89.214996,G9
11111,75.242302,99.935799,102.223,97.5439,87.150101,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,117.277,84.064301,0,0,0,G0
1101,117.584,115.556999,85.193901,0,0,G0
1101,103.5,101.195,71.661903,0,0,G0
1101,117.288002,111.862,85.123901,0,0,G0
1101,113.967003,112.152,77.0177,0,0,G0
1101,107.107002,105.232002,68.772697,0,0,G0
1101,106.456001,103.448997,66.667397,0,0,G0
1101,105.954002,103.637001,83.195396,0,0,G0
1101,110.452003,108.255997,86.087997,0,0,G0
1101,111.135002,105.393997,78.694397,0,0,G0
1000,0,0,0,0,0,G2
1000,85.285202,0,0,0,0,G2
1000,80.111504,113.518997,111.545998,98.959801,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,64.314697,80.479401,0,0,0,G2
1000,0,0,0,0,0,G2
1000,85.548203,0,0,0,0,G2
1000,89.935097,0,0,0,0,G2
1000,83.278801,0,0,0,0,G2
1,100.880997,0,0,0,0,G3
1,118.733002,0,0,0,0,G3
1,109.263,0,0,0,0,G3
1,103.228996,0,0,0,0,G3
1,118.171997,0,0,0,0,G3
1,118.990997,0,0,0,0,G3
1,100.632004,0,0,0,0,G3
1,98.870796,0,0,0,0,G3
1,102.205002,0,0,0,0,G3
1,103.249001,0,0,0,0,G3
11000,92.7304,118.302002,0,0,0,G4
11000,93.9674,110.404999,0,0,0,G4
11000,94.777496,113.733002,0,0,0,G4
11000,93.293297,117.746002,0,0,0,G4
11000,95.605698,117.130997,0,0,0,G4
11000,94.822304,119.396004,0,0,0,G4
11000,93.735603,117.944,0,0,0,G4
11000,93.523697,117.139999,0,0,0,G4
11000,91.382797,116.334,47.918598,0,0,G4
11000,91.519699,119.096001,53.137699,0,0,G4
1100,107.601997,109.174004,0,0,0,G5
1100,108.386002,107.407997,0,0,0,G5
1100,110.213997,108.945999,0,0,0,G5
1100,111.245003,106.745003,36.950901,0,0,G5
1100,109.167,108.517998,0,0,0,G5
1100,106.515999,106.68,0,0,0,G5
1100,105.582001,106.575996,0,0,0,G5
1100,107.894997,113.038002,0,0,0,G5
1100,112.885002,117.109001,0,0,0,G5
1100,108.011002,110.663002,0,0,0,G5
1110,104.318001,105.141998,93.903503,0,0,G6
1110,100.249001,107.639,95.311798,0,0,G6
1110,103.834,107.280998,99.533501,0,0,G6
1110,105.563004,104.834,99.094597,0,0,G6
1110,102.717003,106.948997,95.397697,0,0,G6
1110,103.952003,106.231003,97.420303,0,0,G6
1110,106.612,105.902,100.288002,0,0,G6
1110,107.931,102.379997,100.362999,0,0,G6
1110,103.482002,104.706001,93.241699,48.404301,0,G6
1110,107.963997,107.952003,99.295197,0,0,G6
10001,109.736,75.099503,90.236099,0,0,G7
10001,98.167,72.112396,102.486,0,0,G7
10001,97.2174,103.251999,0,0,0,G7
10001,100.200996,100.867996,0,0,0,G7
10001,100.736,100.338997,0,0,0,G7
10001,98.596397,102.502998,0,0,0,G7
10001,100.174004,75.859398,102.785004,0,0,G7
10001,102.515999,60.918499,88.417801,0,0,G7
10001,103.178001,76.406403,98.069199,0,0,G7
10001,104.140999,74.872902,94.653801,0,0,G7
11001,93.878502,108.101997,89.2173,0,0,G8
11001,97.176804,114.93,101.32,0,0,G8
11001,93.857399,106.343002,93.766899,0,0,G8
11001,98.276901,118.039001,103.263,0,0,G8
11001,93.309601,105.287003,94.282097,0,0,G8
11001,94.668503,113.393997,96.710899,0,0,G8
11001,93.049004,105.083,87.303398,0,0,G8
11001,94.822502,109.300003,90.016998,0,0,G8
11001,93.1287,109.522003,89.276703,0,0,G8
11001,94.2388,105.448997,85.890503,0,0,G8
11111,100.350998,108.401001,111.542,108.856003,97.321701,G9
11111,96.660103,110.434998,110.563004,112.015999,93.883003,G9
11111,100.080002,106.169998,107.302002,106.882004,92.848,G9
11111,96.282097,107.024002,111.348,111.283997,95.277603,G9
11111,97.627197,109.388,112.305,111.388,96.124496,G9
11111,102.183998,111.127998,116.158997,113.850998,98.7686,G9
11111,97.857101,108.163002,111.438004,111.499001,97.849503,G9
11111,98.727898,109.865997,110.337997,111.424004,98.3218,G9
11111,99.904999,110.648003,115.753998,113.157997,100.681999,G9
11111,97.313499,105.613998,110.280998,111.711998,98.320503,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,92.072304,100.583,0,0,0,G0
1101,97.745499,100.311996,74.2183,0,0,G0
1101,94.155602,98.842697,74.358704,0,0,G0
1101,98.098099,103.971001,74.579697,0,0,G0
1101,103.542999,106.883003,78.010101,0,0,G0
1101,98.884804,102.392998,75.797401,0,0,G0
1101,102.066002,104.336998,76.869904,0,0,G0
1101,92.949799,97.806702,73.559799,0,0,G0
1101,92.599403,98.753601,72.710503,0,0,G0
1101,92.570702,97.437401,72.385597,0,0,G0
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,106.778,0,0,0,0,G2
1000,124.532997,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,111.553001,0,0,0,0,G2
1000,106.483002,49.197701,0,0,0,G2
1000,103.138,0,0,0,0,G2
1000,120.108002,0,0,0,0,G2
1,98.638802,0,0,0,0,G3
1,105.803001,0,0,0,0,G3
1,64.449501,94.053299,0,0,0,G3
1,63.617401,93.364304,0,0,0,G3
1,95.538597,0,0,0,0,G3
1,99.466202,0,0,0,0,G3
1,99.2108,0,0,0,0,G3
1,64.013496,92.901901,0,0,0,G3
1,54.997101,81.8535,0,0,0,G3
1,90.082901,0,0,0,0,G3
11000,81.621803,100.825996,49.949501,0,0,G4
11000,87.7089,113.443001,0,0,0,G4
11000,85.475098,111.489998,52.917198,0,0,G4
11000,83.371002,111.064003,0,0,0,G4
11000,82.978401,110.554001,0,0,0,G4
11000,83.010696,106.768997,0,0,0,G4
11000,84.004204,105.704002,0,0,0,G4
11000,80.510002,103.174004,0,0,0,G4
11000,75.149696,94.306297,0,0,0,G4
11000,82.507004,102.485001,51.353199,0,0,G4
1100,99.039001,104.519997,0,0,0,G5
1100,101.057999,103.751999,0,0,0,G5
1100,95.453796,105.690002,0,0,0,G5
1100,86.027,31.8454,91.688698,0,0,G5
1100,97.650597,99.417397,0,0,0,G5
1100,100.762001,101.005997,0,0,0,G5
1100,109.635002,111,0,0,0,G5
1100,112.742996,111.484001,0,0,0,G5
1100,99.560699,104.438004,0,0,0,G5
1100,103.964996,104.731003,0,0,0,G5
1110,69.818398,75.861099,68.658897,0,0,G6
1110,92.255096,97.992897,86.1157,0,0,G6
1110,92.842499,101.807999,90.375603,0,0,G6
1110,93.482201,100.948997,89.239502,0,0,G6
1110,98.584801,104.978996,92.583504,0,0,G6
1110,99.330498,106.501999,93.0597,0,0,G6
1110,99.983803,108.376999,94.038902,0,0,G6
1110,91.388397,96.182198,88.705399,0,0,G6
1110,90.333,98.069199,85.077698,0,0,G6
1110,73.522797,78.399399,69.4161,0,0,G6
10001,96.663101,57.4114,104.690002,0,0,G7
10001,94.350502,105.311996,0,0,0,G7
10001,94.810097,103.286003,0,0,0,G7
10001,96.097504,104.588997,0,0,0,G7
10001,98.921501,105.703003,0,0,0,G7
10001,98.173302,55.3759,104.219002,0,0,G7
10001,93.988701,102.024002,0,0,0,G7
10001,93.149498,100.204002,0,0,0,G7
10001,96.941101,55.917301,103.57,0,0,G7
10001,96.267097,62.9688,107.098999,0,0,G7
11001,85.846901,111.483002,104.675003,0,0,G8
11001,87.411797,104.650002,101.929001,0,0,G8
11001,91.011299,102.762001,100.862,0,0,G8
11001,87.397797,105.269997,101.475998,0,0,G8
11001,91.650803,107.003998,99.139801,0,0,G8
11001,88.732697,103.290001,102.5,0,0,G8
11001,91.4711,102.989998,98.401398,0,0,G8
11001,88.379501,100.565002,97.608101,0,0,G8
11001,88.396301,101.602997,99.263,0,0,G8
11001,87.0541,106.152,100.497002,0,0,G8
11111,87.8283,92.817902,101.464996,98.270599,89.744301,G9
11111,90.650398,95.374199,103.268997,98.728699,87.883904,G9
11111,89.2472,97.2519,106.099998,102.393997,91.199501,G9
11111,88.898804,0,0,0,0,G9
11111,87.483803,98.008598,106.287003,102.656998,96.076698,G9
11111,91.187401,96.5867,104.632004,101.071999,92.886398,G9
11111,88.294296,95.362801,104.719002,100.956001,93.812698,G9
11111,87.012497,96.473701,105.829002,101.469002,92.091599,G9
11111,88.389198,94.083397,103.214996,101.349998,91.803902,G9
11111,89.863503,93.856598,103.329002,100.415001,90.879501,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,88.336998,76.649597,0,0,0,G0
1101,116.083,99.557999,77.7687,0,0,G0
1101,134.222,114.009003,85.6455,0,0,G0
1101,102.444,77.804398,0,0,0,G0
1101,97.147102,79.6931,0,0,0,G0
1101,87.530899,103.306,77.438004,0,0,G0
1101,100.448997,76.772499,0,0,0,G0
1101,92.429298,103.453003,76.795799,0,0,G0
1101,91.371002,93.086403,74.345497,0,0,G0
1101,97.368103,101.391998,77.452003,0,0,G0
1000,81.866997,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,85.071198,0,0,0,0,G2
1000,82.565903,0,0,0,0,G2
1000,88.018799,0,0,0,0,G2
1000,75.869102,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,82.6698,0,0,0,0,G2
1000,82.945801,0,0,0,0,G2
1,52.815601,98.650703,0,0,0,G3
1,65.464798,48.694099,96.917603,0,0,G3
1,0,0,0,0,0,G3
1,67.398499,97.3974,0,0,0,G3
1,64.234398,97.3647,0,0,0,G3
1,102.346001,0,0,0,0,G3
1,100.588997,0,0,0,0,G3
1,58.0471,101.808998,0,0,0,G3
1,52.4277,98.255501,0,0,0,G3
1,51.4716,95.909698,0,0,0,G3
11000,83.026299,100.468002,0,0,0,G4
11000,79.581497,101.059998,46.437,0,0,G4
11000,82.919296,100.860001,0,0,0,G4
11000,86.653,105.778999,0,0,0,G4
11000,86.502998,104.278,0,0,0,G4
11000,86.0588,101.713997,0,0,0,G4
11000,83.826599,102.051003,0,0,0,G4
11000,83.742401,101.308998,0,0,0,G4
11000,79.770401,100.682999,44.701698,0,0,G4
11000,83.630699,100.790001,45.808601,0,0,G4
1100,100.549004,107.746002,0,0,0,G5
1100,96.389099,106.695999,0,0,0,G5
1100,95.979301,108.766998,0,0,0,G5
1100,97.423599,108.096001,0,0,0,G5
1100,99.378899,107.588997,0,0,0,G5
1100,100.425003,107.322998,0,0,0,G5
1100,97.442902,107.363998,0,0,0,G5
1100,96.7183,105.821999,0,0,0,G5
1100,96.874802,104.728996,0,0,0,G5
1100,98.519501,107.249001,0,0,0,G5
1110,101.558998,108.278,94.821297,0,0,G6
1110,101.977997,109.637001,96.414497,0,0,G6
1110,101.110001,107.195,95.702499,0,0,G6
1110,101.026001,105.730003,94.650002,0,0,G6
1110,92.558899,97.990997,87.6745,0,0,G6
1110,94.139503,98.236099,87.5653,0,0,G6
1110,102.250999,107.001999,93.531097,0,0,G6
1110,102.815002,106.633003,93.527298,0,0,G6
1110,92.539398,98.761002,87.530502,0,0,G6
1110,101.064003,109.728996,95.510803,0,0,G6
10001,100.376999,62.881401,99.791603,0,0,G7
10001,104.248001,98.163498,0,0,0,G7
10001,104.653,98.815399,0,0,0,G7
10001,104.119003,98.818398,0,0,0,G7
10001,97.477798,94.631897,0,0,0,G7
10001,95.213699,96.513603,0,0,0,G7
10001,96.701103,97.658501,0,0,0,G7
10001,101.132004,62.097198,97.400299,0,0,G7
10001,97.795799,60.129501,99.236298,0,0,G7
10001,98.393501,95.935699,0,0,0,G7
11001,82.828102,88.921097,92.862701,0,0,G8
11001,85.570396,93.811996,92.608101,0,0,G8
11001,80.271202,92.647797,93.444397,0,0,G8
11001,80.9804,92.1101,94.388298,0,0,G8
11001,85.054298,90.848198,92.9244,0,0,G8
11001,90.2164,103.044998,95.957497,0,0,G8
11001,110.619003,95.804802,0,0,0,G8
11001,103.072998,97.6605,0,0,0,G8
11001,92.704903,105.033997,0,0,0,G8
11001,90.198196,101.376999,97.763397,0,0,G8
11111,84.805397,91.055099,100.278999,94.957703,85.471001,G9
11111,85.564499,93.020599,98.222397,95.270897,88.3433,G9
11111,85.597397,93.061096,97.824303,95.949501,89.292801,G9
11111,80.088303,91.537003,97.646599,94.639099,88.333,G9
11111,95.630898,100.681999,95.753601,88.444199,0,G9
11111,82.296799,90.220802,98.756599,95.400703,87.513901,G9
11111,83.002296,89.817802,100.199997,96.228203,87.731003,G9
11111,83.300003,89.644897,96.853699,96.552498,88.072197,G9
11111,81.393898,91.181602,96.3442,95.793999,88.404297,G9
11111,90.781898,97.820801,96.685303,90.637901,0,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,59.551399,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,113.982002,80.792603,0,0,0,G0
1101,103.039001,102.218002,68.654404,0,0,G0
1101,104.313004,104.712997,71.091797,0,0,G0
1101,99.373497,95.053398,70.020401,0,0,G0
1101,98.258003,96.484703,36.3311,73.465202,0,G0
1101,103.792,104.160004,76.307198,0,0,G0
1101,105.439003,103.796997,75.754601,0,0,G0
1101,101.764,97.923103,72.990097,0,0,G0
1101,99.204498,97.5382,79.046799,0,0,G0
1101,80.021103,74.458801,58.2742,0,0,G0
1000,89.860802,0,0,0,0,G2
1000,106.639999,41.9459,0,0,0,G2
1000,118.947998,0,0,0,0,G2
1000,114.730003,0,0,0,0,G2
1000,106.074997,45.587299,0,0,0,G2
1000,95.617897,0,0,0,0,G2
1000,106.149002,0,0,0,0,G2
1000,108.070999,0,0,0,0,G2
1000,93.100304,0,0,0,0,G2
1000,77.356003,0,0,0,0,G2
1,93.722397,0,0,0,0,G3
1,0,0,0,0,0,G3
