@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R4,5,6,12'

@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
-0.426197,0.897239,59.469852,G4
-0.069536,1.333772,61.977364,G4
0.022753,1.448977,17.686871,G4
0.059144,1.387689,16.85124,G4
-0.263844,1.098991,59.102325,G4
-0.3073,0.990813,58.927902,G4
-0.275646,0.839786,55.643902,G4
0.023907,1.296489,16.527731,G4
0.069277,1.426154,16.144819,G4
-0.38037,0.949838,58.243668,G4
0.288046,1.042303,11.685607,G5
0.317447,1.290128,12.096399,G5
0.074045,0.889349,20.38121,G5
0.209435,1.17151,13.059745,G5
-0.005151,0.798506,18.398626,G5
-0.069441,0.75933,20.161581,G5
-0.034059,0.773211,20.579874,G5
0.042963,0.708467,21.918484,G5
0.084807,0.779153,21.838837,G5
0.041713,0.75027,22.028656,G5
0.199688,0.861583,16.657824,G6
0.187067,1.073101,17.518053,G6
0.369454,0.975605,18.369394,G6
0.352403,1.028932,17.416874,G6
0.266749,1.011945,17.6022,G6
0.20345,0.903783,17.486063,G6
0.146607,0.877971,17.368622,G6
0.219407,0.940807,16.699467,G6
0.332046,0.945671,16.363829,G6
0.30911,0.927862,16.45619,G6
0.850724,0.700165,70.715561,G7
1.075712,0.807237,75.25396,G7
1.098629,0.825603,74.476662,G7
1.016533,0.719546,74.238731,G7
1.116785,0.772189,38.641808,G7
1.353137,0.826689,38.536831,G7
1.241883,0.764244,38.583569,G7
1.089298,0.669785,74.622139,G7
0.953686,0.689829,73.155258,G7
0.885284,0.725398,71.551888,G7
0.580094,0.971662,26.781996,G8
0.478482,1.205836,28.80545,G8
0.647255,1.012403,28.613096,G8
0.676838,1.103321,27.207085,G8
0.713781,1.024047,27.657455,G8
0.707518,1.030701,27.518652,G8
0.809132,1.039181,27.286549,G8
0.647453,0.751964,28.26943,G8
0.671939,1.084829,22.030617,G8
0.809869,1.015137,19.272738,G8
1.007206,0.887216,8.117502,G9
0.834694,1.041891,10.38061,G9
0.855786,0.848052,10.620007,G9
0.914123,0.988916,10.668647,G9
0.938263,0.92677,10.380974,G9
0.866689,0.953086,10.107798,G9
0.844801,0.804668,10.786802,G9
0.877421,0.774487,10.873189,G9
0.827236,0.766474,10.106714,G9
0.825258,0.71877,8.679494,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0.697043,1.084395,38.291283,G0
0.355125,1.095757,18.480722,G0
0.061216,0.664541,19.38308,G0
0.555953,1.11106,20.122631,G0
0.52277,1.072685,16.8874,G0
0.292447,0.928006,17.594244,G0
0.213229,0.836652,17.135557,G0
0.544974,0.757962,24.73082,G0
0.659414,1.107473,24.597374,G0
0.45662,0.937377,23.893164,G0
0,0,0,G2
-0.423096,0.6465,1,G2
0.81831,1.46154,13.236033,G2
0,0,0,G2
0,0,0,G2
-0.144776,1.028209,31.299549,G2
0,0,0,G2
-0.572159,0.750559,1,G2
-0.433531,0.659362,1,G2
-0.089519,0.743639,1,G2
0.258719,0.79687,1,G3
0.242,0.968297,1,G3
0.098345,0.831962,1,G3
0.004216,0.816869,1,G3
0.38494,0.814868,1,G3
0.549606,0.723149,1,G3
0.19082,0.791523,1,G3
-0.10305,0.707491,1,G3
0.435361,0.754073,1,G3
0.591228,0.659504,1,G3
-0.412135,0.775308,65.318405,G4
0.03018,1.351838,65.491806,G4
-0.259703,1.228657,65.689003,G4
-0.219504,1.035255,65.159004,G4
0.053486,1.109588,65.979103,G4
-0.247856,0.953179,66.501663,G4
-0.551376,0.839997,64.783302,G4
-0.395145,0.893107,64.950844,G4
0.214681,1.235542,16.796658,G4
0.042194,0.72105,18.161686,G4
0.041601,0.633958,31.326227,G5
0.078482,0.891532,31.055428,G5
0.294631,0.976334,30.137165,G5
0.21038,0.966125,13.325322,G5
0.427865,0.779371,31.824545,G5
0.006204,0.510842,31.048302,G5
-0.143872,0.427131,31.270361,G5
0.101422,0.925309,28.455935,G5
0.569412,0.948335,29.550285,G5
0.213745,0.802045,30.557974,G5
0.224582,0.647937,16.533199,G6
0.13325,0.92864,16.692812,G6
0.241294,0.960474,16.806068,G6
0.11027,0.892352,18.324083,G6
0.106367,0.666474,18.348501,G6
0.621728,0.769496,20.432085,G6
0.52339,0.805041,20.292376,G6
0.442841,0.866414,19.460609,G6
0.556809,0.847177,10.994694,G6
0.5139,0.890985,18.556179,G6
0.730335,0.77272,35.495674,G7
-0.055232,1.160069,35.866348,G7
-0.074309,1.443389,75.422852,G7
0.459548,1.207844,74.180641,G7
0.156306,1.216426,74.219231,G7
-0.011124,1.24968,74.716354,G7
0.05508,1.19882,36.625576,G7
0.818824,0.862795,37.01638,G7
0.268694,0.920606,36.231289,G7
0.520851,0.598301,35.962658,G7
0.443635,0.795187,27.756029,G8
0.09077,1.036468,29.875498,G8
0.468985,1.116939,29.024912,G8
-0.164005,0.880468,29.770184,G8
0.428036,0.991011,29.067978,G8
0.147076,0.77672,28.48715,G8
0.576803,1.029906,27.552652,G8
0.1909,0.726511,27.772738,G8
0.145891,0.612317,27.101961,G8
0.510261,1.02613,27.459078,G8
1.06497,1.232757,10.199184,G9
0.895018,1.133635,9.973606,G9
0.595696,1.130398,9.548086,G9
1.069266,1.1406,9.867544,G9
0.8561,0.933275,10.096302,G9
0.490497,0.951265,11.216157,G9
1.025218,0.978465,10.16984,G9
0.925737,1.043397,10.423194,G9
0.775444,0.978916,10.940663,G9
1.016059,1.2131,9.712573,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
-0.008628,0.908698,21.734158,G0
0.509244,0.992541,19.993917,G0
0.594434,0.841796,19.555384,G0
0.44082,0.83607,19.365208,G0
0.351001,0.843869,20.266689,G0
0.321227,0.681571,19.79883,G0
0.324205,0.696714,20.033066,G0
0.545601,0.595058,19.965027,G0
0.559776,0.942227,19.920025,G0
0.567607,1.02037,19.343338,G0
0,0,0,G2
0,0,0,G2
0,0,0,G2
-0.248304,0.904027,1,G2
-0.362474,0.860532,1,G2
0,0,0,G2
-0.351167,0.845578,1,G2
-0.078576,1.280742,28.548655,G2
-0.133472,0.840209,1,G2
-0.251653,0.919942,1,G2
0.190275,0.808455,1,G3
0.187176,0.947213,1,G3
0.325798,0.888754,34.765259,G3
0.436097,0.73193,34.224747,G3
0.1556,0.574298,1,G3
0.222859,0.561295,1,G3
0.309264,0.545472,1,G3
0.511787,0.678693,36.180531,G3
0.472732,0.69639,36.066982,G3
0.25354,0.779983,1,G3
-0.000021,1.08582,16.175514,G4
-0.102365,1.318317,60.70116,G4
0.120058,1.510522,17.382874,G4
-0.286956,1.153748,54.685745,G4
-0.310827,1.121304,53.386639,G4
-0.230822,1.026543,51.185894,G4
-0.228206,0.980889,51.708252,G4
-0.186455,1.011124,51.193108,G4
-0.296336,0.892096,44.698925,G4
0.03582,1.138649,16.62011,G4
0.139558,0.853475,25.002468,G5
0.147804,0.914233,23.565407,G5
0.222824,0.908718,23.554926,G5
0.347617,1.090106,15.145056,G5
0.102128,0.808731,24.546116,G5
-0.028735,0.800222,25.215828,G5
-0.027244,0.857413,24.850992,G5
-0.057109,0.866703,25.214664,G5
0.043641,0.865421,24.994553,G5
0.054236,0.852607,25.369968,G5
0.389652,0.915078,18.557529,G6
0.350061,0.973619,18.255926,G6
0.478049,0.992767,19.867907,G6
0.492278,0.996788,19.679625,G6
0.141816,0.903235,19.505756,G6
0.147993,0.916604,19.208815,G6
0.180721,0.963934,19.328939,G6
0.414376,0.991339,19.36241,G6
0.364131,0.964287,19.149912,G6
0.470769,0.938965,18.686802,G6
1.317109,0.424214,41.65036,G7
1.153869,0.479772,82.720444,G7
1.214387,0.405363,81.116119,G7
1.065491,0.457093,80.926994,G7
0.879429,0.508598,80.907379,G7
1.01482,0.399364,41.784081,G7
1.369463,0.384122,82.205833,G7
1.432197,0.383998,81.500969,G7
1.249366,0.454909,41.573215,G7
1.081735,0.513884,40.703354,G7
0.545486,0.786356,28.566439,G8
0.99161,0.962037,28.018316,G8
1.115991,0.882369,28.954542,G8
0.982328,0.873196,27.851723,G8
0.803399,0.907886,28.691843,G8
1.208049,0.819426,28.550556,G8
1.180364,0.688344,28.659933,G8
1.076684,0.8349,28.599651,G8
0.999644,0.773971,28.649254,G8
0.707696,0.747363,28.403507,G8
1.027946,1.080613,9.350569,G9
0.892321,0.968518,9.392378,G9
0.872778,0.861062,10.128499,G9
-0.985285,-0.004083,1,G9
0.988456,0.835181,8.479247,G9
0.866844,0.713481,9.791775,G9
0.99683,0.685098,9.295431,G9
0.891538,1.174421,9.519137,G9
1.019123,1.128191,9.536864,G9
1.063152,1.200381,9.057203,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0.886732,0.927925,53.716637,G0
0.547338,1.02856,24.80554,G0
0.351789,0.978688,25.275877,G0
0.546105,0.995054,34.194141,G0
0.874791,0.972794,51.504112,G0
0.72639,1.10794,21.811625,G0
0.537521,0.954092,35.102348,G0
0.671723,1.050902,21.862902,G0
0.73589,0.834918,22.217758,G0
0.455441,0.875696,22.614595,G0
-0.395436,0.124494,1,G2
0,0,0,G2
0,0,0,G2
-0.266284,0.092887,1,G2
-0.467012,-0.033828,1,G2
-0.568667,-0.068894,1,G2
-0.449082,0.069475,1,G2
0,0,0,G2
-0.292297,0.004645,1,G2
-0.468907,-0.02539,1,G2
0.439831,0.884812,16.691147,G3
0.448974,1.168917,24.849894,G3
0,0,0,G3
0.350008,0.892521,45.526752,G3
0.473491,0.958842,44.197433,G3
0.117314,0.593769,1,G3
0.036763,0.533063,1,G3
0.189415,0.71201,17.939102,G3
0.369277,0.734343,17.850607,G3
0.465191,0.752641,15.450723,G3
-0.228333,0.915433,57.733547,G4
0.188088,1.434125,16.182154,G4
-0.181789,1.1645,58.437904,G4
-0.336539,1.10203,59.786705,G4
-0.375696,1.047006,58.666309,G4
-0.30021,1.002143,57.534866,G4
-0.217853,1.116914,58.0098,G4
-0.25502,1.006149,57.87122,G4
0.12973,1.151243,15.781429,G4
0.112282,1.142098,16.716682,G4
-0.063756,0.800326,26.799511,G5
0.19679,0.862742,26.523029,G5
0.059605,0.866905,26.755264,G5
0.042598,0.851129,26.244251,G5
-0.126182,0.794684,26.312979,G5
-0.051169,0.834876,26.717085,G5
0.168148,0.836722,26.890064,G5
0.135939,0.827602,26.496378,G5
0.143817,0.821288,26.524305,G5
-0.004519,0.816408,26.826714,G5
0.352671,0.817734,18.025486,G6
0.217343,0.859687,17.637281,G6
0.277276,0.827682,18.207529,G6
0.315888,0.816859,18.219372,G6
0.373073,0.783414,17.69631,G6
0.34865,0.783798,17.821014,G6
0.178631,0.722558,17.335661,G6
0.194414,0.711204,17.592731,G6
0.374784,0.780966,17.603882,G6
0.331614,0.863926,17.810316,G6
1.210704,0.894478,39.861755,G7
1.430695,0.93806,82.571655,G7
1.418604,0.936678,82.437241,G7
1.433596,0.934665,82.739212,G7
1.528859,0.917572,80.042664,G7
1.484964,0.958126,78.914314,G7
1.29005,0.923267,78.811905,G7
1.387429,1.018662,40.46273,G7
1.302124,0.905767,39.887405,G7
1.287866,0.914272,79.482819,G7
1.13941,1.333848,26.204308,G8
1.244691,1.297401,24.79183,G8
1.38209,1.376521,24.118744,G8
1.287421,1.322932,25.001337,G8
1.18762,1.304092,25.581793,G8
0.568574,1.124813,28.661814,G8
0.143787,0.758516,47.382343,G8
0.362933,0.769346,48.159908,G8
0.717445,0.725014,47.962708,G8
0.756468,1.133924,29.155731,G8
0.930666,1.27794,9.527705,G9
0.984521,1.179577,8.633718,G9
0.96534,1.170372,8.977702,G9
1.020055,1.182465,8.315694,G9
0.606628,0.869348,15.491269,G9
0.964729,1.150829,9.337612,G9
0.968442,1.1299,9.314081,G9
0.984573,1.166982,9.637558,G9
1.063021,1.185761,9.212627,G9
0.893148,0.952632,15.011228,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
-0.123649,0.874282,1,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0.560978,1.167571,36.431053,G0
0.700698,1.122981,23.114275,G0
0.649385,1.076474,23.020868,G0
0.754909,0.998972,24.162859,G0
0.983468,1.236716,19.540651,G0
0.766188,1.040268,24.14156,G0
0.677561,1.013315,24.249035,G0
0.782363,1.02419,24.816206,G0
0.935835,1.021352,26.016773,G0
1.042902,1.121071,21.662022,G0
0.082901,0.840151,1,G2
0.06255,1.344259,15.263703,G2
-0.146893,0.885657,1,G2
-0.116136,0.881814,1,G2
0.079941,1.27485,15.096219,G2
-0.099074,0.8538,1,G2
-0.077608,0.879004,1,G2
-0.044573,0.85692,1,G2
-0.15065,0.880106,1,G2
-0.132626,0.900084,1,G2
0.011443,0.726551,1,G3
0,0,0,G3
0.232822,0.956751,1,G3
0.254014,0.962371,1,G3
0.161145,0.680975,1,G3
0.139832,0.709663,1,G3
0.348557,1.009762,39.014492,G3
0.232993,0.908979,18.054581,G3
0.292268,0.728388,1,G3
0.031611,0.696982,1,G3
0.000218,1.053698,64.775955,G4
-0.062194,0.976454,72.325745,G4
0.027395,1.001867,70.673332,G4
-0.107223,0.959754,64.577225,G4
-0.03914,0.94222,66.82843,G4
0.308168,1.444253,16.852362,G4
0.099385,0.888666,65.615578,G4
-0.137127,0.90677,64.435852,G4
0.278909,1.630031,16.912418,G4
0.152046,1.141769,64.698387,G4
0.253866,0.946597,36.208942,G5
0.207207,0.925658,36.89492,G5
0.131845,0.927572,36.415234,G5
0.417831,1.199853,16.216082,G5
0.465765,0.83953,36.463387,G5
0.36592,0.885411,37.810131,G5
0.254988,0.941837,36.321648,G5
0.494482,1.144473,24.371956,G5
0.670536,1.293859,27.792711,G5
0.451246,1.377801,14.700775,G5
0.620535,1.036278,17.659349,G6
0.340796,0.94036,19.670391,G6
0.460172,0.906906,19.213182,G6
0.335342,0.87662,18.47349,G6
0.390321,0.952347,17.66643,G6
0.513536,0.959195,17.778664,G6
0.466713,0.923365,18.257576,G6
0.367528,0.89911,18.060453,G6
0.423515,0.919454,18.270853,G6
0.610478,0.956043,18.136511,G6
1.036433,0.825058,32.165939,G7
1.194456,0.78721,72.363976,G7
1.227138,0.813854,72.157265,G7
1.452045,0.843,37.974739,G7
0.955925,0.827463,34.760662,G7
0.826892,0.790766,31.771627,G7
0.862414,0.73595,62.205849,G7
0.779082,0.795184,63.946724,G7
0.614866,0.796316,61.445362,G7
0.746833,0.783412,32.17403,G7
0.642406,1.268532,22.847958,G8
0.691796,1.550729,23.77964,G8
0.851184,1.598437,23.986782,G8
0.620343,1.461919,24.346552,G8
0.529633,1.361272,25.855455,G8
0.626107,1.388609,25.085857,G8
0.793669,1.454884,24.079029,G8
0.799647,1.496487,24.72452,G8
0.815534,1.535446,24.11879,G8
0.457876,1.068791,38.858223,G8
1.016714,1.427015,7.614478,G9
0.940934,1.413689,8.807951,G9
0.820475,1.36548,8.681292,G9
1.013903,1.483501,6.667328,G9
1.098606,1.304054,8.828945,G9
0.951457,1.361284,9.387129,G9
0.676148,1.341811,10.185197,G9
0.798898,1.319125,8.834447,G9
1.13354,1.343428,7.174205,G9
1.143635,1.295975,8.426088,G9
0.669171,-1.17359,35.591549,G1
0,0,0,G1
0.566101,-0.706407,1,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0.428427,0.736359,24.088034,G0
0.600893,1.034234,23.128529,G0
0.585449,0.983857,23.32196,G0
0.347165,0.9458,34.513943,G0
0.412131,0.949965,23.88064,G0
0.708656,0.97247,24.340282,G0
0.767946,1.031809,24.066637,G0
0.709577,0.913151,35.845936,G0
0.516266,0.924732,35.715801,G0
0.518959,0.702197,24.617819,G0
1.912317,4.437551,52.631523,G2
0,0,0,G2
0,0,0,G2
0.838413,-0.500419,1,G2
0,0,0,G2
0.440294,-0.790939,1,G2
-0.301824,0.648214,1,G2
-0.38944,0.695994,1,G2
-0.344222,0.680582,1,G2
-0.241185,0.662175,1,G2
-0.199055,0.73561,1,G3
0.074395,1.139866,33.151272,G3
0,0,0,G3
0.048779,0.883641,1,G3
0.195088,0.879319,1,G3
0.049099,0.833071,1,G3
0.060909,0.845208,1,G3
0.002198,0.860605,1,G3
-0.014611,0.841087,1,G3
-0.172701,0.755256,1,G3
-0.072026,1.53506,10.288001,G4
-0.35709,1.391002,57.404831,G4
-0.057814,1.564538,12.263541,G4
-0.306567,1.238433,55.730202,G4
-0.456731,1.116702,58.169212,G4
-0.538603,1.072066,52.200359,G4
-0.49363,1.131225,52.062038,G4
0.315553,2.852303,61.852562,G4
-0.274237,1.283077,51.770668,G4
-0.071735,3.320397,63.384914,G4
0.344217,0.714377,26.076427,G5
0.00125,0.945916,27.277973,G5
-0.104991,0.900844,27.534216,G5
0.100275,0.891132,27.582676,G5
0.230157,0.813929,26.975546,G5
0.20059,0.809435,26.07238,G5
-0.008094,0.792402,28.225647,G5
0.279717,2.213762,60.335289,G5
0.184218,0.836541,27.032518,G5
0.29544,0.741945,27.724827,G5
0.516782,1.581077,33.358143,G6
0.139307,0.827264,16.399914,G6
0.094906,0.760551,16.156572,G6
-0.129805,0.568608,16.26786,G6
0.465319,1.883136,25.080109,G6
0.181402,0.792017,15.414824,G6
0.274874,0.799378,13.936198,G6
0.13395,0.839703,15.344725,G6
0.005638,0.638898,14.859858,G6
0.317525,0.877654,24.223589,G6
0.623048,1.032663,30.709044,G7
0.627914,0.723627,61.148945,G7
0.587678,0.696,29.931185,G7
0.531465,0.817296,57.964828,G7
0.683781,0.748672,58.989616,G7
0.727063,0.633878,31.577063,G7
0.559888,1.066187,57.580097,G7
0.408152,1.006429,57.93148,G7
1.685299,4.407277,114.413979,G7
1.697408,4.139905,106.343872,G7
0.496928,1.104342,20.997494,G8
0.350388,1.251412,22.975052,G8
0.26795,1.173207,21.786654,G8
0.356405,1.148731,21.023575,G8
0.538121,1.155998,20.612978,G8
0.285648,1.043317,20.881372,G8
0.095009,0.956007,21.139162,G8
0.063922,1.040511,21.055159,G8
0.273822,1.111945,20.682329,G8
0.497472,1.013234,20.561441,G8
1.037722,1.157735,8.656054,G9
0.96735,1.255594,8.596058,G9
0.972766,1.184164,8.835953,G9
0.967241,1.250833,8.444284,G9
1.00079,1.220477,8.210151,G9
0.910479,1.088166,9.262285,G9
0.776657,1.085197,9.08777,G9
0.79672,1.063287,9.200364,G9
1.012155,1.087691,8.893003,G9
1.080741,1.177329,8.345312,G9
